,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.27270035655970043,0.45709424955686395,-0.05491094857791941,-0.04661557708484425,0.14213768497958018,0.5056578125737676,0.21533725728748962,0.11996287106229599,-0.1474068984691625,0.7794595168795051,1.0,-0.8554739564172298,-0.8335316166837383,-0.11885106021721109,-0.2438986353028398,0.4766120084833444,0.7135824545308946,-0.29034178722655046,0.32652492834728813,-0.5814609169887168,0.14959200990677204,-0.2609735206258716,0.10468035216191232,-0.2278581525301651,0.3504920707052914,-0.9474490492083047,0.25234749090568404,0.3463963479632818,0.7539090560184735,-0.2604503510545686,-0.2920704754113017,-0.4714430566820559,0.24913401769755542,-0.8557005018759549,-0.1825217783677316,-0.8008862217133724,0.8005394186722561,0.7890934257416893,-0.8961009196217654,0.13575677914436474,-0.45839049366406415,0.12840239207190562,-0.49036158771726235,0.28973006530017015,-0.37828296307434633,-0.10762391228316087,-0.007624194957591062,0.26461711101209756,0.6317535181619969,0.32131088001442143
PRON,-0.0974494054989943,-0.08143521136320946,-0.24889638652118928,0.45009849948071834,-0.1283698128142343,-0.33132627826665295,-0.6760075103125266,0.28538155371919055,0.6331884437686289,-0.7242187603644875,-0.8554739564172298,1.0,0.46695700395036827,-0.24780817567670935,0.09852745450759262,-0.7194095527167246,-0.3031316779202148,0.5553469659582697,0.043555177710336686,0.501852245825589,0.10998525995095894,0.26020053296177864,0.39263313453396564,0.6263460977064312,-0.5904141165798392,0.8297547437435255,-0.5170765601421113,-0.5904311908670391,-0.7588788847997362,0.13316260971085592,0.2998722813691228,0.22825497336791367,-0.47332651055622815,0.492730772762335,-0.18047021457075096,0.5186359951346639,-0.8126761152357619,-0.8367573059631794,0.6872853098941877,-0.5838829257732713,0.12858324333973623,-0.2402660888496,0.3843450968113535,-0.2683028225654891,0.30502527641733407,0.5838925594548687,0.5090821340359636,0.19511483964492843,-0.19996668089588274,0.020757180909126975
NUM,0.46220192054907316,-0.5653550943631784,0.4079683715428786,-0.2351098918953726,-0.08298269051158923,-0.5554866512772777,0.2078610576203528,-0.5364059384385294,-0.33027637810847865,-0.6770096181906263,-0.8335316166837383,0.46695700395036827,1.0,0.6125210002203978,0.278866726206564,0.022129741351573955,-0.807766005596395,-0.251177142511834,-0.49819875620966125,0.25287114358898566,-0.37704589383224835,0.02335664545544292,-0.48805185510747096,-0.19019054055300602,0.1664863168001616,0.7152053202733037,0.28376271858975405,-0.0059170290170177725,-0.612113223094307,0.3730045853073537,-0.06745925748137024,0.7564902327018879,0.08878348809348538,0.8673764373568547,0.655934850967988,0.9562975679880317,-0.6245173681063227,-0.6312977236647693,0.9328962121670703,0.3333192146616973,0.7760464655475138,0.1775238963608982,0.20861760136227114,-0.20369213568972394,0.07440273300874274,-0.33245603754589065,-0.42673211508104164,-0.4674031619568924,-0.7800725395920655,-0.47713648657920094
ADJ,0.4659103879621142,-0.354194812997735,0.8004044080755158,-0.40198284444022825,-0.1828835996634527,-0.49856576726281143,0.46272644939257157,-0.8612747829790632,-0.6466893123945242,-0.3488101846487468,-0.11885106021721109,-0.24780817567670935,0.6125210002203978,1.0,-0.12472163710422424,0.565499421517757,-0.3875885402071464,-0.8862631060002624,-0.4550513800727893,-0.46688172180855747,-0.6270342286488144,-0.21229320818097647,-0.4604718719246928,-0.6218861023794335,0.8813884231556133,0.010738659259608502,0.8834428114541607,0.5596414620303252,-0.28885688890970923,0.5547522510559239,-0.6383198008449721,0.8719114837989896,0.249051907793001,0.25793705313639276,0.9976147434468506,0.6048812359836094,-0.22894747576038016,-0.2551612387805369,0.5122233260082374,0.7357754300514464,0.8895207087970028,0.7449294683475696,-0.3919882018584894,0.2767758596406045,-0.5899127919179367,-0.4885315629853244,-0.5309101201730235,-0.2766580726138997,-0.46379765364500175,-0.45348075553365963
advmod:emph,-0.4132844393207963,0.25218941283112795,-0.6034294187962027,0.26935048115052346,0.8857737283665659,0.6277126535361716,0.15946828342097244,0.3887495043704505,-0.05157538232386378,0.3746282087361916,-0.2438986353028398,0.09852745450759262,0.278866726206564,-0.12472163710422424,1.0,0.3756443126430111,-0.05855128858008561,0.03980302278580008,0.39159083669537426,0.12718733215799793,0.6934339139445475,-0.6315055020397045,-0.5349209517359061,0.3450763793502752,-0.3226606352727973,0.010342831508378607,0.021263867302207456,-0.6697655028310503,0.3941226821974057,-0.7833931017638266,0.0012629058563718848,-0.23676987170919314,0.7831652712427308,0.31513196634899293,-0.12116531474039863,0.36096585211979815,0.3310691100781489,0.19936313643573286,0.11106257878718831,-0.22561710688733463,-0.2896635723324076,-0.7465460107010765,-0.04848173051953705,-0.9668286049483082,0.30585595077038563,-0.44414947763437407,-0.4201893873163556,-0.14746080193836078,0.01979191903935839,0.46107314261095117
obl:arg,-0.15327135772536363,0.26542467707789813,0.14489347862775803,-0.11611922227647108,0.5498754309264593,0.41165476042402355,0.5618756811783017,-0.27588178270206953,-0.5819262425927663,0.5401456693041586,0.4766120084833444,-0.7194095527167246,0.022129741351573955,0.565499421517757,0.3756443126430111,1.0,0.21996688225084013,-0.838079401269192,0.18568408404256642,-0.7043749983936957,0.11211054786541069,-0.7720173026979859,-0.5770434791434519,-0.36715148843578843,0.6921579417947261,-0.6754502152170414,0.8494523217929433,0.20678280709792904,0.5739819252585099,-0.29054450270588855,-0.7043554121212781,0.15531391930861857,0.8644765817454478,-0.24566658901558186,0.5210642146429469,0.1048339255549652,0.6110972228614423,0.49031934764290036,-0.1922688412323407,0.46346055738261743,0.13211772295626967,0.1616014251711111,-0.7012461240255797,-0.21808651685084152,-0.5357400371476844,-0.6926246990027937,-0.635207311465225,-0.06657753197966819,0.15701532054239628,0.22585293290913652
flat,-0.8230407214708191,0.9233507572417509,-0.5103078882323762,0.6627198118831086,0.39490985092171016,0.6729572314187161,-0.468761772644246,0.6244207018949266,0.5236606291386665,0.574123155992282,0.7135824545308946,-0.3031316779202148,-0.807766005596395,-0.3875885402071464,-0.05855128858008561,0.21996688225084013,1.0,-0.03137772285975753,0.8505552441594068,-0.6336220518497238,0.5928265393336204,-0.5009588578002531,0.5749669090693514,0.485909196327361,-0.003537110962955253,-0.7722785274694387,0.03298539846859444,-0.28741469944431547,0.4801740692158627,-0.48033748389121755,-0.4217762626780211,-0.46708794356101696,0.154521088951106,-0.9456843501550817,-0.4181842416541427,-0.6020891697118507,0.4936744226725729,0.35675130626332086,-0.662665545604821,-0.536953397093886,-0.6338582745041618,-0.12728878152057782,-0.6689274641456645,-0.0673652049207942,-0.4791375016564687,0.4351983940306523,0.5335216112843877,0.8338859183527858,0.9912962452080398,0.8245392792194853
nsubj,-0.1360130986454729,-0.028218347760408827,-0.5859995357429779,0.22398735956946836,-0.09870197716443965,0.10237778288743944,-0.4552839088169231,0.6402021524652102,0.5944711182818139,-0.06311638419841795,-0.29034178722655046,0.5553469659582697,-0.251177142511834,-0.8862631060002624,0.03980302278580008,-0.838079401269192,-0.03137772285975753,1.0,0.10662190552882715,0.7780901469204304,0.34443790498753835,0.5227647289811805,0.40126786533371445,0.532271093675233,-0.9548921926800292,0.4415775937825249,-0.9971954404936683,-0.49307059706881207,-0.09874245264086404,-0.2495044318988822,0.8440976013984324,-0.6150461678054376,-0.5007014083232355,0.1486443054772325,-0.8589658949108193,-0.31595565287282823,-0.166328444075069,-0.0804547691669671,-0.13537430540841694,-0.6322684164871998,-0.5879386302268169,-0.6477388388210705,0.7134678593389251,-0.18572483539942933,0.7797075101364599,0.5084948763964012,0.4962028976658507,0.03676773958896631,0.05929953499178375,0.10071140409272387
root,-0.9983477547902623,0.9796284548677625,-0.7946496963693643,0.8938987904712963,0.7188145882172924,0.8010032102420959,-0.5859552240576982,0.8246647490864201,0.661280655078294,0.47850535373758607,0.32652492834728813,0.043555177710336686,-0.49819875620966125,-0.4550513800727893,0.39159083669537426,0.18568408404256642,0.8505552441594068,0.10662190552882715,1.0,-0.44697254808591325,0.8819810513334487,-0.6992158817334606,0.44131920684024056,0.7921826291473311,-0.27357946780547143,-0.49977271972586,-0.0669251363567587,-0.725209178399851,0.3858857039451018,-0.7350730471164209,-0.3649295744007373,-0.43812111858674974,0.35266636368259596,-0.6346519469833004,-0.46267280497973595,-0.2420674284353614,0.35908762383854875,0.1570196836331282,-0.3610505396364503,-0.7712975815214065,-0.6577056430549992,-0.4745358837672038,-0.5898682149130713,-0.5475619245090478,-0.2874989090071882,0.39999799009249787,0.4816426854711639,0.8133305729959938,0.903395150736704,0.9965019975470499
advcl,0.41186029015001496,-0.5976708231790715,-0.16439276371876788,-0.30481371544759933,-0.2566134992365049,-0.24999488211696036,0.05131643663643647,0.11368886591143386,0.046901676234443156,-0.27457458741767793,-0.5814609169887168,0.501852245825589,0.25287114358898566,-0.46688172180855747,0.12718733215799793,-0.7043749983936957,-0.6336220518497238,0.7780901469204304,-0.44697254808591325,1.0,-0.06471983750445826,0.6831472076678694,-0.1437685401851648,0.04850659227222074,-0.7308575286360517,0.7368103796776261,-0.7791630691491345,-0.17528655041297708,-0.2356982762945219,0.02199969665770974,0.9441655127063492,-0.276190658750996,-0.387808816051269,0.6827929489618216,-0.43524462648746176,0.05922119689641442,-0.2972237314164274,-0.1392276934288038,0.2049923232823724,-0.09928974986994371,-0.1295735159282495,-0.4805172154027688,0.9762767855602117,-0.13637875950980902,0.9479784998175834,0.011993991077630177,-0.04798521824569524,-0.5616988529345849,-0.5632365322655141,-0.4258396357347685
mark,-0.8919677837273371,0.7817707179330565,-0.962498178728703,0.7360813480622725,0.8562333990463659,0.9006602446572148,-0.38647767951760476,0.904410932453964,0.5374267200608943,0.5744675858924145,0.14959200990677204,0.10998525995095894,-0.37704589383224835,-0.6270342286488144,0.6934339139445475,0.11211054786541069,0.5928265393336204,0.34443790498753835,0.8819810513334487,-0.06471983750445826,1.0,-0.6110914124768428,0.15133119338498183,0.776285286762912,-0.5590285053464147,-0.3130905579697076,-0.2959544191536976,-0.8608951930533566,0.5124308731577972,-0.9418695733165319,-0.009763589097830367,-0.6427274230173969,0.4773540756562456,-0.32417193302268765,-0.6315815352462689,-0.1959941299875883,0.45241611341133203,0.2902850675949899,-0.34834636931034646,-0.7511001846432952,-0.7918190913066495,-0.8261265062157089,-0.2418324436101165,-0.8101171252797866,0.15066908438177032,0.16932304191253958,0.24252423996391587,0.47808430377119365,0.677636857438399,0.9106046442735336
det,0.6900061381583664,-0.7092761787397504,0.3752521416182448,-0.5171248751363777,-0.8615726009543683,-0.6777321216198021,0.013953933447272665,-0.27042496191432835,-0.01914511582129924,-0.4748101191146351,-0.2609735206258716,0.26020053296177864,0.02335664545544292,-0.21229320818097647,-0.6315055020397045,-0.7720173026979859,-0.5009588578002531,0.5227647289811805,-0.6992158817334606,0.6831472076678694,-0.6110914124768428,1.0,0.20054337355869356,-0.3020258507828462,-0.27604433689377894,0.5553191246249966,-0.5709038200650745,0.4217812640078926,-0.4488353647911382,0.6160917288978339,0.729258814292222,-0.015206907274799092,-0.8403203809904599,0.3332309140340527,-0.193307616452146,-0.20463333169949718,-0.4468971838987405,-0.2179075644890973,0.0798642697468383,0.1779479806302042,0.15617519464334506,0.2058366640999365,0.8044457984082393,0.6239373597043099,0.5156263318652465,0.2504650105282059,0.18478709693593712,-0.4051123429070325,-0.5113825733684906,-0.7296635391288515
advcl:pred,-0.445142089276893,0.48136746088307947,-0.251864668020968,0.6323336025602457,-0.2933085888854541,-0.048416627370777475,-0.8918577717463866,0.4827367307246886,0.860923516273424,-0.23684089147160886,0.10468035216191232,0.39263313453396564,-0.48805185510747096,-0.4604718719246928,-0.5349209517359061,-0.5770434791434519,0.5749669090693514,0.40126786533371445,0.44131920684024056,-0.1437685401851648,0.15133119338498183,0.20054337355869356,1.0,0.6017381498991649,-0.2858317532272442,-0.016862204995754856,-0.41047544885659615,-0.25,-0.3412549022700905,0.13916008058526774,-0.034783499030849395,-0.13703354121011016,-0.6652757390152235,-0.5499660358901927,-0.44085043425504955,-0.3590884564783815,-0.3363750514609025,-0.36844113388964,-0.14205818626153405,-0.6904702754573325,-0.2871272179874468,0.10605728330134308,-0.1503260675558212,0.30536247789129634,-0.24999999999999994,0.9754484756066,0.987053550016954,0.8137864785444063,0.5976326849970606,0.36913966126446834
csubj,-0.8227269400049013,0.6918603633460871,-0.8225501597052046,0.9352957693828586,0.4555451016957465,0.45396821550158306,-0.8586047896855189,0.8741764605952502,0.9180985612114846,-0.01179855248225541,-0.2278581525301651,0.6263460977064312,-0.19019054055300602,-0.6218861023794335,0.3450763793502752,-0.36715148843578843,0.485909196327361,0.532271093675233,0.7921826291473311,0.04850659227222074,0.776285286762912,-0.3020258507828462,0.6017381498991649,1.0,-0.6658693292076349,0.11259791732479282,-0.4832313702332213,-0.9227588564053645,-0.10525227196102811,-0.5275704625804674,0.022631355166601513,-0.32439103793002205,-0.062068586968866975,-0.20990516244945004,-0.5894338641368215,0.01665574012031622,-0.16369751252927597,-0.3120521523865741,0.04401030109684373,-0.9815866592513653,-0.5343141004743229,-0.5868833615656055,-0.12787834969989764,-0.5728919285179935,0.0703357123576834,0.6838249549896448,0.7059727094976784,0.7175505694236313,0.5924655156859899,0.776765901447668
xcomp,0.3087157645321678,-0.10769639515229275,0.7563557662046856,-0.3655603033016428,-0.1801455256955653,-0.29090084379705916,0.45708741091735,-0.7559770417680833,-0.6129677980950947,-0.029405060004332243,0.3504920707052914,-0.5904141165798392,0.1664863168001616,0.8813884231556133,-0.3226606352727973,0.6921579417947261,-0.003537110962955253,-0.9548921926800292,-0.27357946780547143,-0.7308575286360517,-0.5590285053464147,-0.27604433689377894,-0.2858317532272442,-0.6658693292076349,1.0,-0.41366130940033896,0.9316783045498419,0.7045909203734491,0.007066688193250231,0.46982157572360644,-0.7528398204836534,0.6342942028500504,0.2575733502610926,-0.19475096503331238,0.8523282835712254,0.18165561424845977,0.0892309585471706,0.061639728871022904,0.08009497846964107,0.7220156570211075,0.6459452780549959,0.8229924263030217,-0.610368882669216,0.4683679661698137,-0.7773205742461562,-0.41390936634878034,-0.41050199108542507,-0.07028989839781094,-0.11538480244954662,-0.28401066030679767
obl,0.44995283431767436,-0.6185830301325905,0.1505927456708047,-0.1195430316446877,-0.3976523721365132,-0.6454382894380213,-0.1907034229248388,-0.17195552003327383,0.13480000609889425,-0.8195814948077137,-0.9474490492083047,0.8297547437435255,0.7152053202733037,0.010738659259608502,0.010342831508378607,-0.6754502152170414,-0.7722785274694387,0.4415775937825249,-0.49977271972586,0.7368103796776261,-0.3130905579697076,0.5553191246249966,-0.016862204995754856,0.11259791732479282,-0.41366130940033896,1.0,-0.42424722208122045,-0.17567848186478377,-0.7902184995400133,0.41163045362373496,0.5052716318895691,0.38212080582012176,-0.4928654541580841,0.8438540137917563,0.07200589035526637,0.612736833896575,-0.8314094160711454,-0.7463917708448272,0.7892295878703113,-0.07575101670976853,0.4264708292895217,-0.06265902955261866,0.6955822451140291,-0.055554167236969716,0.5098596028498468,0.1838077263657166,0.07694443774531949,-0.35599208492677537,-0.7030633793270397,-0.5049995622703455
nmod,0.09352022066827832,0.05841931692351388,0.5439162917186742,-0.17629019944550525,0.15413950549581432,-0.07328069750728455,0.4308528918010778,-0.607781140914198,-0.5691169516483496,0.05864230531869707,0.25234749090568404,-0.5170765601421113,0.28376271858975405,0.8834428114541607,0.021263867302207456,0.8494523217929433,0.03298539846859444,-0.9971954404936683,-0.0669251363567587,-0.7791630691491345,-0.2959544191536976,-0.5709038200650745,-0.41047544885659615,-0.4832313702332213,0.9316783045498419,-0.42424722208122045,1.0,0.4301561883079988,0.09257870566695081,0.20878159453024284,-0.8611786715905113,0.6223713828369477,0.5379874866253365,-0.12721858835202857,0.8586303170592906,0.362360684270388,0.15581111080147172,0.05557469090583751,0.17000550434753914,0.5943982151937449,0.5824095208319973,0.6076341637365165,-0.7300542873145245,0.11888578080922196,-0.7781246647113412,-0.5079439421796164,-0.4959856968495751,-0.018249438539236915,-0.05030456182826615,-0.05861119761308655
advcl:cmpr,0.7616369762819476,-0.5786815108899898,0.8813483993492791,-0.8128357376192474,-0.6720965181209797,-0.5592714816435589,0.6118629848058669,-0.8334355856473992,-0.7038134744350806,-0.08789615744187153,0.3463963479632818,-0.5904311908670391,-0.0059170290170177725,0.5596414620303252,-0.6697655028310503,0.20678280709792904,-0.28741469944431547,-0.49307059706881207,-0.725209178399851,-0.17528655041297708,-0.8608951930533566,0.4217812640078926,-0.25,-0.9227588564053645,0.7045909203734491,-0.17567848186478377,0.4301561883079988,1.0,-0.026136190432732364,0.7005913912124071,-0.09264767949451362,0.34530052656085763,-0.21681678976776442,-0.034431324959453294,0.5285670043496632,-0.18421728209899813,0.049422823363182176,0.2043716935723556,-0.12297070510912242,0.8627297666648369,0.5196259128499177,0.7807094452985097,0.034368930076800704,0.8367599097563195,-0.25,-0.3669485791300315,-0.3857308069028156,-0.45474164481199225,-0.40817833427671013,-0.741474537968826
