,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.07465698753829335,0.299856642325819,0.04613747945678541,0.1769359582011526,-0.42354048330090016,-0.040734619144185254,-0.03833299376774728,0.34524323904952553,-0.5883125057651006,-0.5693501091737672,1.0,0.24078781692960102,-0.18906928667876888,0.09914717521566029,-0.3132413338642003,-0.5827086361149865,-0.4973159525743544,-0.2480920711426263,-0.4332010421128365,0.24425842314533236,0.4873117834389641,0.4426284207984732,-0.06426216166416218,-0.5380735149438225,-0.05500870203568879,-0.40893986842182556,-0.09164152898316236,0.07429144135858229,0.44166480344717224,-0.03594432944044697,-0.27601525129651727,0.46692681292207305,0.19758550621541957,-0.1824294257287382,0.3720060072636557,-0.12593595581992997,0.01232155545320042,0.11073273241745267,0.9795779678341855,-0.20301519797743706,0.0887186701478705,0.17322286112371899,-0.08784775757850423,-0.6179760729741802,-0.007215179925942694,0.42723159244411646,-0.15259647250926944,-0.29676881667520544,-0.16641715891238026,0.3822000273126635
PROPN,-0.627930711953388,0.5616347093799265,-0.13391618191046806,0.09656181188475306,-0.553758739097589,-0.09166341706085676,0.19527831016585948,-0.31017108438658697,-0.4114021035951716,-0.48501157043834525,0.24078781692960102,1.0,0.37500334573346755,0.004264027254326438,0.0420136533692973,0.003068628496404331,0.12554325567123967,0.3046855218777693,-0.10799414720103123,-0.11451580164184037,0.330639084541314,0.5737132874968587,0.16903342094236726,-0.5127720481683977,-0.07637949199167111,-0.0465857929751039,-0.1602222748882667,-0.05394346788273688,0.023861375984494913,0.27602217293063314,0.15935836748622015,-0.03881878593602095,-0.08166725122348187,-0.14622025518455511,0.002125251967207573,0.07150189082836611,-0.0690856279945229,-0.3821395192903478,0.22307148745178632,-0.10684960923362169,-0.273576283993637,0.10570341245395443,0.005917163777431635,-0.032144621369309144,-0.3658666501494482,0.45263945710632114,0.04083298403494688,-0.7854497577190518,-0.591769769705813,0.6885291102966355
PRON,-0.04703549763994993,-0.19316562293416542,-0.5201819516097909,-0.2801621904113188,-0.2054479781426253,-0.22581786494106615,0.22318726727230628,-0.7940537983635855,-0.052678670478514066,0.07802509967902758,-0.18906928667876888,0.37500334573346755,1.0,-0.06874683116798717,-0.1274375444906647,-0.21922107476326275,0.31930748441569146,0.43200404253260033,-0.06879655148205635,-0.10542922583208877,0.5140258761206834,-0.2319490642304282,-0.048651801261538286,-0.17609891042560633,0.24106384005635592,0.003985009070357774,0.09740556400491004,-0.06279636172889398,-0.46202539272999066,0.13788890517157076,0.2697126228620323,0.14577574988743502,-0.015699577593840556,0.3068735850921658,-0.6726030258178494,0.17719336253163095,-0.14604776596826305,-0.7380565472503915,-0.14564388321238314,0.06045964960675362,-0.5012603192882542,-0.1795519578738515,-0.3706276259595803,0.5633362903026922,0.02584565286667095,-0.31795719577534914,0.3856658727600646,-0.08675708032150763,-0.4256211612777909,-0.08063762045029291
NUM,0.04692989916402858,0.003665671989958112,0.08569799266043525,0.12595019229669968,-0.2959202856928386,-0.018953255035706846,-0.5009293827949106,-0.058574528067629826,-0.19903236184098883,-0.3439444333940796,0.09914717521566029,0.004264027254326438,-0.06874683116798717,1.0,0.09594973804167262,-0.25807741448206967,-0.5003259918823104,-0.03828134350552552,-0.19675755913838705,-0.2243807553364087,0.008943149616888475,0.10367121783354641,-0.3925732043225698,-0.4805533630770207,-9.662752050221253e-05,-0.10153738543100639,0.38572760790408395,0.5279682546241479,0.4296959204707636,-0.5077797548409946,-0.10218468353497193,0.1713530667105948,0.2176917740999219,-0.16791104418289618,0.028627169349396703,0.5272875230247842,0.7964699849481122,-0.14028247921241851,0.16836085212866556,-0.1300404593660719,0.1391005990336473,0.1165617808141408,-0.2898702297216185,-0.07237369878799983,-0.06901324106375865,-0.1734737852945016,0.6312824742349458,-0.2648871524933742,-0.060432536041316334,-0.02434431022813258
ADJ,-0.2929091636043283,0.059933064226589054,0.17012097375318738,0.07767818651775629,-0.22400122234156897,0.35893432860790886,-0.013739611858534813,-0.18734010161746775,0.11645002184671877,-0.1841014917626716,-0.3132413338642003,0.0420136533692973,-0.1274375444906647,0.09594973804167262,1.0,0.35299026485154283,-0.05984748116950166,-0.06341812111121503,0.3470303035466009,0.14741055923532229,-0.1923629646589427,0.14736847880925952,-0.37981746998024235,0.010841571562692949,0.18714521981518947,0.514482360865997,0.05281224819543098,0.11591097525366793,-0.25831442292935125,-0.005310010963288422,0.2849606240276176,-0.3052350174416776,-0.01857918719119667,-0.33499427879328514,-0.12763542927986035,0.5632913795355853,0.4064955787325743,-0.2396688510010812,-0.3080264762200861,-0.08830718029790156,0.11918381944593426,0.5419716281118392,0.2808506810362551,-0.043010229286644885,-0.2159056235568074,0.45965837588019176,0.23585767613066289,-0.25641415571647663,-0.05355353004662109,0.0903700063161287
advmod:emph,-0.000544245183231489,-0.0704647213673006,0.054566258348264375,0.42405490295519926,0.5032570271146773,-0.038755162924581074,0.2150233063342944,-0.015960638457158165,0.2881963548190375,0.2869671480719426,-0.5827086361149865,0.003068628496404331,-0.21922107476326275,-0.25807741448206967,0.35299026485154283,1.0,0.45695624704232374,0.170304615004491,0.15727446710220905,0.05230507301269126,-0.5460706288632352,-0.1231766397797257,0.029120727186820895,0.42254353319812327,-0.13472642023262463,0.6452105848468016,-0.2961625951171907,-0.1789445004600464,0.04061699146042689,0.25454781796729825,0.11617636884298618,-0.4336814242601127,0.06330113299397591,-0.09293302098476199,-0.23495323102250362,-0.027723244917625612,-0.22199886653547427,0.2395428409264071,-0.6550237491820565,0.2188388847658868,-0.09198746835883205,0.013798798299666928,0.37748666458702906,0.09798709024956147,-0.03872413624949255,0.14580847525695245,-0.3553074740229952,0.1354600858071176,0.029164932787927762,-0.08695239105168653
obl:arg,0.025270694141895728,-0.18317568878547308,-0.501012803919848,0.01813298419142457,0.23565233560711327,-0.4575874926878594,0.22357580777424738,-0.13074685521532278,-0.11747385272077233,0.5242765582389617,-0.4973159525743544,0.12554325567123967,0.31930748441569146,-0.5003259918823104,-0.05984748116950166,0.45695624704232374,1.0,-0.12217920417589798,0.3170112840204213,-0.09224336534267133,0.02631481070024211,-0.27493448732347736,-0.020321622365177577,0.07604913794679734,0.4674090966229589,0.4433109359613664,-0.04014137412931978,-0.19470718152571756,-0.27691862683899643,0.17441544699119949,-0.1853043607207854,-0.23805472184136994,-0.012933649843295201,0.4756786161801287,-0.4835064854064084,-0.29091722629845174,-0.5532391814715333,-0.2998599019575491,-0.5995816864595277,0.1823326817258347,-0.5905554095408018,-0.651131373417185,-0.29400671661715,0.5002516575245092,-0.005474251866153933,-0.029478494305813674,-0.1987318067482119,0.18190079822657793,-0.08665044560112134,-0.1606908863938682
aux,-0.22878961134330858,0.17250230910652095,-0.020598505035742048,-0.17437004402413867,0.2803776144523667,-0.05514914904974393,0.2369972136212998,-0.54294996485865,0.2508106591224884,-0.07798558337862797,-0.2480920711426263,0.3046855218777693,0.43200404253260033,-0.03828134350552552,-0.06341812111121503,0.170304615004491,-0.12217920417589798,1.0,-0.08297926790626273,-0.07692307692307694,-0.17129255005938795,0.11472699044818015,0.3704148366446435,0.1449581254181443,-0.5131592323716421,0.01457675334938777,-0.3427721678523561,-0.2978260056466176,-0.33068066631945153,0.3474027826186638,0.3950862784078098,-0.30994718592369985,-0.2577330058255366,0.09014979605755297,-0.07692307692307698,0.06603879550174963,-0.04734962987944255,-0.03781970535960927,-0.20681526482557125,0.06765115598034356,-0.0036453369076171354,0.23241339720026863,0.125270681794737,0.4221611951081731,0.03616289214456255,-0.31782115552821627,0.07355074339454121,-0.07148686278863611,-0.2709114776916456,0.18979674293472235
flat,0.14169070282514803,-0.046452016500786654,-0.21470068235787068,-0.42307838290434646,0.13550573400548288,0.3819778352850441,0.26457292770636803,-0.15953563196753573,0.1324189732001201,0.36227515060156407,-0.4332010421128365,-0.10799414720103123,-0.06879655148205635,-0.19675755913838705,0.3470303035466009,0.15727446710220905,0.3170112840204213,-0.08297926790626273,1.0,-0.29772257915746436,-0.35212719488481403,-0.19791459549245566,-0.19767892970919748,0.1673828634417041,0.11185628938288096,0.11555305069112799,0.19763401286948654,-0.16579355041435573,-0.3535016350930236,0.30903560351674575,-0.054463009953990095,-0.14766361385888074,-0.29050454534732867,0.23463075655026217,-0.076246391810928,-0.2475396853026944,-0.025722222902207888,0.0654121434796701,-0.3966882355286981,0.5847166871427691,-0.12447031499395524,-0.10222767994073391,-0.2582076506731844,0.3349263972437912,0.12060672556673349,0.07902586910326422,-0.04380029662549412,0.2132908672914876,0.2976501989440918,-0.1517015789824442
conj:expl,-0.30653365403278227,0.18457080882486468,-0.05862960773515155,0.4956203116636258,0.10932427748207989,-0.22830336374882104,-0.12792703614179102,0.27711644951268516,0.029447885054278082,-0.46400202443688576,0.24425842314533236,-0.11451580164184037,-0.10542922583208877,-0.2243807553364087,0.14741055923532229,0.05230507301269126,-0.09224336534267133,-0.07692307692307694,-0.29772257915746436,1.0,0.4867627860463877,0.2546720225662598,-0.07348788245305041,0.13239781488835034,0.05132633131896971,0.1667017244308367,-0.48768376386891593,-0.15564361898743995,0.052057080564447154,-0.12223409492036452,-0.014707921727298501,-0.022309029928886705,0.6589750795969197,-0.34055364911460045,-0.0769230769230769,0.1798073841277527,-0.27012025322371397,-0.06759269371691354,0.20922608060860096,-0.21474157780718436,0.14205314387198778,0.24723869667563683,0.16056214887996254,-0.40673483233535784,0.003808005843101682,0.27351781547565596,-0.2378975349622611,0.0381464367295798,-0.2709114776916455,0.2535954947508563
nsubj,-0.293729411564206,0.16025691769028877,-0.39198411959171253,0.08897412856049366,-0.45730369522451025,-0.3545198286167129,-0.11504046760313917,-0.10817711044529396,-0.36267127534933263,-0.5222451164950289,0.4873117834389641,0.330639084541314,0.5140258761206834,0.008943149616888475,-0.1923629646589427,-0.5460706288632352,0.02631481070024211,-0.17129255005938795,-0.35212719488481403,0.4867627860463877,1.0,0.2052769169562331,-0.23691992062638853,-0.4090890603263584,0.34716080004088035,-0.10650134133564458,-0.15500662899036907,0.09488711005099536,-0.05083289888356955,-0.19035433015283393,-0.09332547083847818,0.46527312172964075,0.42751302867740704,-0.1383089717611174,-0.3257406739913775,0.23791488871493918,-0.18116335199649686,-0.5822874212674216,0.5022366779404899,-0.28388801353349574,-0.2721211926904654,-0.03995474831301607,-0.36930319909933995,-0.13842005737956156,-0.07028894848966868,0.13320182718616164,0.21393424894437282,-0.24589297621636919,-0.4800965133320515,0.28876046157763896
root,-0.8340536077806253,0.9450995667643239,0.3213363579806908,0.0148412263220298,-0.2901094049050654,-0.1195218406448089,-0.3896448934808609,0.22721378267222608,-0.34893793561080527,-0.6968654589907808,0.4426284207984732,0.5737132874968587,-0.2319490642304282,0.10367121783354641,0.14736847880925952,-0.1231766397797257,-0.27493448732347736,0.11472699044818015,-0.19791459549245566,0.2546720225662598,0.2052769169562331,1.0,0.2646143216677832,-0.37486991891377647,-0.3669067498074693,-0.11092106339312052,-0.3555452485462074,-0.22503210417420613,0.25828091738388026,-0.2534110624440355,-0.03147633267619945,-0.31125313681226546,0.08193375740616891,-0.4345223243030112,0.6030022075927648,0.05983676990051512,0.19393159000838206,-0.12712458921866948,0.39397392394013186,-0.3310245186335245,0.19599275266196758,0.4377326038146357,0.22102990698892006,-0.39991010987220843,-0.04769891677520575,0.6441116441744662,-0.22176149008634125,-0.6092607347837489,-0.5474363622903364,0.959756073553552
advcl,-0.3028471451805928,0.3671154214045038,0.512063690032104,-0.16887863376462992,0.11693314572307578,0.04522260986899349,0.12001946715329277,0.006139229561552072,0.26162697427982834,0.1387834587036035,-0.06426216166416218,0.16903342094236726,-0.048651801261538286,-0.3925732043225698,-0.37981746998024235,0.029120727186820895,-0.020321622365177577,0.3704148366446435,-0.19767892970919748,-0.07348788245305041,-0.23691992062638853,0.2646143216677832,1.0,0.367168077735582,-0.5260562896585228,-0.4344306195428871,-0.1570648918363183,-0.594658500637334,0.027504751479225785,0.17489238273396074,0.45808998997451833,-0.34851372010187537,-0.21002902213811253,0.06881826159050848,0.5255476223024425,-0.5223907809707817,-0.35765690677856365,0.20215283314977373,-0.07778513391574342,-0.03936837463790489,0.4366680577635382,0.05988900230358906,0.5568808788146784,-0.14007189173123716,-0.033910928623864675,-0.07590881362660692,-0.4747931346658274,-0.19343743952942025,0.02898459050752784,0.3493687479711886
mark,0.17290178888845956,-0.1711338888301953,0.3499788317193252,-0.1464014071553988,0.6328792426061531,0.3397841563828537,0.14947773497858358,0.03590475137921025,0.897603576981926,0.40469725726529027,-0.5380735149438225,-0.5127720481683977,-0.17609891042560633,-0.4805533630770207,0.010841571562692949,0.42254353319812327,0.07604913794679734,0.1449581254181443,0.1673828634417041,0.13239781488835034,-0.4090890603263584,-0.37486991891377647,0.367168077735582,1.0,-0.4192426736198061,0.10526476950503878,-0.3166550504453552,-0.350870395743834,-0.2725851266080168,0.15342232649033397,0.37289279745085113,-0.1348802929000536,-0.13170602602010004,-0.2346392042638865,-0.008024798707942336,-0.19026984447681716,-0.3452791809830586,0.4437406553896486,-0.48513047069361837,0.2070786569542713,0.3421052187373426,0.19473538687533304,0.5629060503035425,0.03181669889732415,0.217888013214201,-0.3071943219309266,-0.3807918094038443,0.5516729027557525,0.37627786079488074,-0.2841325221792016
det,0.178557418410974,-0.5082177077606265,-0.5127950915805664,0.20693048690180973,-0.3772282597922727,-0.3497872265746332,0.1226113048529973,-0.0021869235035089293,-0.44003781960068766,0.1533684344911587,-0.05500870203568879,-0.07637949199167111,0.24106384005635592,-9.662752050221253e-05,0.18714521981518947,-0.13472642023262463,0.4674090966229589,-0.5131592323716421,0.11185628938288096,0.05132633131896971,0.34716080004088035,-0.3669067498074693,-0.5260562896585228,-0.4192426736198061,1.0,0.3113199648390126,0.3616444777928234,0.4258707086790865,-0.25379006054544334,-0.00293684806288885,-0.2615595636648561,0.1674835117268542,0.10336042155555587,0.4617437463914407,-0.4933079946588909,0.24152521351674205,-0.09581027632925776,-0.4430881913991754,-0.1128903378974531,-0.2334107890606781,-0.39223212301228544,-0.5247506987054285,-0.5218609802647611,0.24522810935397826,-0.39228230266889325,-0.03358943006427595,0.44872137292583725,-0.058033488462717366,0.13021335122795313,-0.39683271105345874
csubj,-0.09733827121150676,-0.1280360529821017,-0.08933385163946089,0.2823400147434934,0.2850013595207299,-0.3697686339078936,0.1322806025756451,-0.12565235140956105,-0.004389540498831099,0.006929371427941005,-0.40893986842182556,-0.0465857929751039,0.003985009070357774,-0.10153738543100639,0.514482360865997,0.6452105848468016,0.4433109359613664,0.01457675334938777,0.11555305069112799,0.1667017244308367,-0.10650134133564458,-0.11092106339312052,-0.4344306195428871,0.10526476950503878,0.3113199648390126,1.0,-0.43250834577980557,0.026924025323923854,-0.26022962106268716,0.09358413849195184,0.030584113206397208,-0.08896460951916683,-0.000742052073559944,-0.05631258645305753,-0.49642467850965716,0.38170830941092593,-0.15976056277203618,-0.08860604201189302,-0.4694017937585194,-0.1929265925830229,-0.1526363738434342,0.07562572045318876,-0.010870462204833602,0.22554189610397132,-0.17957406350753796,0.10622896340574764,0.10824099413294008,0.07944327867946607,0.07357314633073488,-0.09293483129226535
xcomp,0.4604699855362076,-0.44623371554512403,-0.12187638560648723,-0.16872275084820143,-0.38987911744644416,0.31066549950522987,-0.11061947269527594,-0.17951174461036085,-0.18865216423716977,0.437450828409992,-0.09164152898316236,-0.1602222748882667,0.09740556400491004,0.38572760790408395,0.05281224819543098,-0.2961625951171907,-0.04014137412931978,-0.3427721678523561,0.19763401286948654,-0.48768376386891593,-0.15500662899036907,-0.3555452485462074,-0.1570648918363183,-0.3166550504453552,0.3616444777928234,-0.43250834577980557,1.0,0.2770865272385638,0.2003770125372496,-0.21632084448527042,-0.05277528938869373,-0.008789424483193984,0.05167004529130184,0.40895624933270025,-0.04937678813334447,-0.05542912905575,0.49977048602969776,-0.2903683247388886,-0.0727440292814456,0.30676933481963664,-0.11964165622691432,-0.3034650107434372,-0.2643802850654743,0.10138140452081974,0.08481995676811939,-0.11261445158719095,0.3048198185184774,-0.03135723131006566,0.12371344039591188,-0.44905911674790977
obl,0.15180012378518068,-0.3615110922503606,-0.2915580758416455,0.24834742072651092,-0.36104616206160195,0.04083486883878445,-0.23039537196684,0.28085645988913593,-0.05616024967144649,-0.20454595254367933,0.07429144135858229,-0.05394346788273688,-0.06279636172889398,0.5279682546241479,0.11591097525366793,-0.1789445004600464,-0.19470718152571756,-0.2978260056466176,-0.16579355041435573,-0.15564361898743995,0.09488711005099536,-0.22503210417420613,-0.594658500637334,-0.350870395743834,0.4258707086790865,0.026924025323923854,0.2770865272385638,1.0,-0.04665563476008891,-0.19401536369673894,-0.4186618574847498,0.20980140927328755,-0.11542448997985359,-0.14464547983775777,-0.1434167136130394,0.6418626461777467,0.46751865243642843,0.011060915347725048,0.10814595572474739,-0.40123981731941755,-0.27774877194089154,-0.2100461536960504,-0.28412135093666663,0.1490920343386217,-0.4260093457919958,-0.22222894788211514,0.6996759861615909,-0.06371465456417387,0.034427736814678846,-0.3438894763834085
