,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.22136721729635908,-0.34340179018120515,-0.7801526459525796,-0.5050486282965035,-0.04886143095754414,0.4144265998579814,-0.40869005504166867,-0.2349379725049984,-0.4049246774010432,-0.5852626651176795,1.0,-0.34130959476443284,0.46082437798730347,0.08633514173485836,0.5269656409995509,0.26648031374173303,0.05763317847559634,-0.23134109646606826,0.3986105711917674,0.7047916140506116,-0.023197514750757223,-0.15089505361657246,-0.3521356250439731,0.17640634662397225,0.07299529548494774,0.1029699030498424,-0.04533742422368092,-0.40523597444161424,0.7529031181939008,-0.24403586392931303,-0.006871596863232932,-0.31781756269227546,0.29222028053818616,0.337272101482645,-0.3442272973230859,-0.7086079845676532,-0.2428151029113876,0.7072631700367511,-0.03650133971427754,-0.6660819705822195,-0.23134109646606826,0.9977439730841743,0.40255468313939996,-0.46261819906772156,0.4477328343626746,-0.693324095148639,-0.41287981062484425,0.13389749664111375,-0.23134109646606826,0.7556985395489896,-0.2023593867771422,0.48075582185011256,-0.02699194073357577
PROPN,0.6737094154930076,-0.5534721302043446,-0.10893878520471208,-0.11270418539436097,0.6435699510755948,-0.7543729654698328,-0.1840856845858323,0.9748705878741604,-0.08222696895775715,-0.13532271112979544,-0.34130959476443284,1.0,-0.9752535605953713,0.49789147157325114,-0.18577029306785547,0.6906320417514871,0.3962370322586587,0.6657349144561424,0.2629299858448769,0.22823418871629586,0.7413938855966448,-0.5487300391861838,-0.4149908819320644,-0.3905460458773713,0.022944444666913415,-0.6782802100306068,0.3270229238426277,0.717869040963536,-0.0869123176213906,0.8749304708417106,0.39769792743414434,-0.12165563716848284,0.573069013582017,0.7441776070964259,-0.5168089390932874,-0.19094763335201015,-0.42476078894316666,-0.5116561643089241,0.8140255824566671,0.5145863701903062,0.6657349144561424,-0.3131979625906774,-0.07711983210692629,0.559954437821656,-0.5332582045365964,-0.3865072621764375,-0.5647271198579499,-0.25936504794314297,0.6657349144561424,-0.1838189037725009,0.21789951318739104,0.5219842967106318,-0.6815153461986376
PRON,-0.5016611108746626,0.3716685839252698,0.016301844288160044,0.052457458804737477,-0.6794560777111693,0.6497599651177477,0.0987890291871228,-0.9360564292792892,0.14609099548237287,0.047765595658708894,0.46082437798730347,-0.9752535605953713,1.0,-0.42221775122716226,0.3501668306151179,-0.6229877401276313,-0.20324325180370023,-0.5203745273321948,-0.22043216043645264,-0.021976768788665283,-0.5860448943664092,0.372356421573259,0.3430848196159032,0.5362360947116436,-0.1755707348861746,0.6643937712983473,-0.2561195532953073,-0.7155563707373516,0.17396882390547375,-0.9250690343371698,-0.5230463660125901,0.059501008218505715,-0.5023324572195463,-0.6786577878110016,0.3686526265392332,-0.018977443604106744,0.2408135129102212,0.6862875882549833,-0.6988429402760389,-0.4622504106909881,-0.5203745273321948,0.4317622923139127,0.1931445447876964,-0.5583904945327446,0.6107624510718189,0.21526502941819417,0.41026458535543453,0.41569430489925485,-0.5203745273321948,0.28912281587942257,-0.38126879013273,-0.494259012562119,0.5205786051443071
NUM,0.3657277622104732,-0.25268459755383066,-0.6335232201300356,0.45112368247130336,0.7892213187172672,-0.5193114528792729,-0.9208706612493389,0.3547856543877594,-0.44854108067838205,0.34421668412244044,0.08633514173485836,0.49789147157325114,-0.42221775122716226,1.0,-0.3691806557486588,0.8511506433768679,0.4533634602016501,0.4954138329735823,-0.395375241497681,0.46522692557145,0.6792504623488406,-0.16405614522281387,0.25818207226270357,-0.32477370571576675,-0.35853952290776714,-0.9321219756222436,-0.49351344079184617,0.8627798526516848,-0.3539621377094926,0.2629576646940764,-0.06553430030471638,-0.9115900519792948,-0.09450372292657674,0.5409561372021855,-0.011242854177189237,-0.4061322008857026,-0.7838608224207975,0.10142909967549088,0.8432909888352924,0.4072142975329484,0.4954138329735823,0.1474443700302115,-0.5521764221130008,-0.3924286021426026,-0.7412817493867463,-0.3503095011155943,-0.16468343183242704,-0.26902830478473455,0.4954138329735823,-0.4066885195168942,0.29461188367695984,0.2614727646296758,-0.26972462872497993
ADJ,0.5497161957836207,-0.6769912094512427,-0.0336545387885169,-0.6855435074199275,-0.656781391269394,-0.06964746578303586,0.2644862658229788,-0.006545838597905929,0.5193756683862384,-0.7303011822277853,0.5269656409995509,-0.18577029306785547,0.3501668306151179,-0.3691806557486588,1.0,-0.2294355631852822,0.49843470130155165,0.26820110724822316,0.5769032699067788,0.6236584539877101,0.21376658741905316,-0.690405102849939,-0.6056608646445245,0.8027055970106243,-0.32415107928374826,0.5695031000280937,0.702476946144954,-0.6068128168577585,0.7298364408322386,-0.3102399147168403,-0.3946884082724416,0.3746378329813976,0.4901609379299306,0.018088943129933966,-0.7205071088159367,-0.67843845742697,-0.24495495126020062,0.6630856044709618,-0.06377638104189455,-0.13219598655132223,0.26820110724822316,0.48043727949239945,0.9411377210315185,0.3135398208938518,0.8694285727273188,-0.5925510524510186,-0.647375522921057,0.8156828164775768,0.26820110724822316,0.8291722784991805,-0.880919905566714,0.06947678439570912,-0.5475171323217816
advmod:emph,0.5523054341663265,-0.4695032734722514,-0.7738201166556233,-0.02650767647755415,0.8796818559300444,-0.4077367331451887,-0.7823145405406691,0.6358136538793322,-0.6254714686553052,-0.11559654745919525,0.26648031374173303,0.6906320417514871,-0.6229877401276313,0.8511506433768679,-0.2294355631852822,1.0,0.30812423026106395,0.3937229450851721,0.11375411429983212,0.5673080395889524,0.6562684357017945,-0.31034240115893363,-0.22601782468966167,-0.5121673766150137,0.036501200766394785,-0.8918962099342893,-0.19480719145927347,0.7159256406108926,0.0676983090932652,0.6240125684016599,0.362760127291855,-0.7136204511252249,0.38740484092438426,0.8969446329943047,-0.34806729754154214,-0.5071808812212665,-0.6364638214051017,-0.06923969562306817,0.8391695552066432,0.11062128409721377,0.3937229450851721,0.31955697518652704,-0.2797519054228929,-0.14534383113928992,-0.6030173312390674,-0.6366434319862039,-0.49934354657083474,-0.4349406952831335,0.3937229450851721,-0.044811889105161755,0.3928053726548946,0.7243024965588716,-0.4026796797971361
obl:arg,0.8080061027599751,-0.7753583631525595,-0.11302455425809911,0.010511898604130454,-0.050479494013616,-0.8302110789247096,-0.3081564902048445,0.39427797007176113,0.49128457484170085,-0.0951834388807549,0.05763317847559634,0.3962370322586587,-0.20324325180370023,0.4533634602016501,0.49843470130155165,0.30812423026106395,1.0,0.930658081090851,-0.031109328602792048,0.7126029006520002,0.8899982902931127,-0.8427610010317708,-0.16137097394295882,0.5901525809259752,-0.8421127341774156,-0.24468301366508474,0.3436671471355415,0.34398405749204436,-0.007078180151626148,-0.06115110093895269,-0.6182782633824573,-0.23749491067431788,0.21021834295322034,0.23007194472187611,-0.5800313739001178,-0.7216393833302498,-0.8889787649701467,0.48776600995194297,0.714420349747074,0.6827093412676162,0.930658081090851,0.06127708029692414,0.30794232361647317,0.23891812416569014,0.05366552879779553,-0.5370952117007793,-0.5919682140210522,0.6771257488865103,0.930658081090851,0.07422481848587469,-0.6745994285584312,-0.07384952143131743,-0.8475744287679676
aux,0.8159652247836934,-0.7335097767455626,0.022823001994493733,0.07072434787401655,0.14046754318132998,-0.9743691627960314,-0.2288353705087231,0.637845314506366,0.46407803595027325,-0.00843286869590612,-0.23134109646606826,0.6657349144561424,-0.5203745273321948,0.4954138329735823,0.26820110724822316,0.3937229450851721,0.930658081090851,1.0,-0.027258670924589622,0.5245508913166462,0.9474960667132858,-0.8245167692156986,-0.18313562410821382,0.3539345480540349,-0.7090477886155286,-0.4059191439963079,0.38583368309923366,0.5560107972211018,-0.16872248455135552,0.23246935181961303,-0.40591914399630796,-0.1697603501785758,0.2777428926944781,0.3308891996639313,-0.5610177396957029,-0.5213661524530648,-0.8104424304230701,0.13551027175894656,0.8228317949197275,0.8329554550451752,1.0,-0.2203751853664577,0.1625458598507825,0.4393553672428966,-0.1820329966215094,-0.4237467041021572,-0.5708652883495728,0.4700730435591152,1.0,-0.12770461952912562,-0.46661749630422056,-0.009298507110514522,-0.8875383603844177
flat,0.4973132124254549,-0.5848272673028048,-0.15579754629601078,-0.9839450013689137,-0.12145509227049134,0.10559345913394455,0.36902321339730626,0.46500948809605025,-0.025286355048803347,-0.9659532544593016,0.3986105711917674,0.2629299858448769,-0.22043216043645264,-0.395375241497681,0.5769032699067788,0.11375411429983212,-0.031109328602792048,-0.027258670924589622,1.0,0.3449167237136943,0.05351268379567986,-0.4985476681475759,-0.9771135504274099,0.015069664983960425,0.4837331140500815,0.2866146159923437,0.7643452318302731,-0.439516549779,0.888438199623178,0.4679029973758058,0.5154174596294958,0.4987411258246506,0.9322313800287638,0.5351907798781482,-0.7921605968807828,-0.3653575897288329,0.1573129532099061,-0.06987280069656462,-0.029109346102650573,-0.45486695566228746,-0.027258670924589622,0.367074684171803,0.7750405095088653,0.5659071014159105,0.5292087894700598,-0.6243657015250432,-0.7517515670307103,0.058630437320566484,-0.027258670924589622,0.8344491538843778,-0.18535050241326825,0.7104407352651134,-0.4315345658271449
conj:expl,0.7989787578377697,-0.8403492034847916,-0.6946880535980892,-0.39760067505338514,0.11451840162585031,-0.3527277688410286,-0.5466507309563953,0.29868885608617235,-0.06208076191878624,-0.5253080531481118,0.7047916140506116,0.22823418871629586,-0.021976768788665283,0.46522692557145,0.6236584539877101,0.5673080395889524,0.7126029006520002,0.5245508913166462,0.3449167237136943,1.0,0.6825424556865319,-0.7291275223765422,-0.45878162647154225,0.357371921144899,-0.4160684293251241,-0.25000000000000006,0.23221837049828134,0.08508172396920317,0.5381617704836027,0.009948083299634269,-0.25,-0.42206475405790295,0.4842287590787338,0.585284970202944,-0.7178932610097183,-0.997276914909208,-0.8045319331323451,0.6797453556654415,0.5960352427203451,0.015863872101622375,0.5245508913166462,0.7134700782638117,0.44726404958055926,-0.08119860352285946,0.21896369830295107,-0.9316395826024029,-0.7917973831974718,0.40840498283898996,0.5245508913166462,0.5598846945042918,-0.4690669330008007,0.4620733540327218,-0.6738637618121434
nsubj,0.882621596517138,-0.7997645581865958,-0.28232499793301247,-0.0005245057277556514,0.3739227179640733,-0.9122276849880685,-0.46172187742483867,0.7125779445911693,0.17361419918006243,-0.10168719533794855,-0.023197514750757223,0.7413938855966448,-0.5860448943664092,0.6792504623488406,0.21376658741905316,0.6562684357017945,0.8899982902931127,0.9474960667132858,0.05351268379567986,0.6825424556865319,1.0,-0.8120151946306168,-0.2616373444619096,0.16746154215356257,-0.5843962323387236,-0.5979403628250501,0.2721554338506551,0.6450096884878513,-0.04842525448838499,0.3624325030083599,-0.23683876554546848,-0.38181267615960485,0.38407945403072247,0.5814391261730691,-0.6181411941845552,-0.6625767445064258,-0.9007356718089237,0.16065753572239386,0.9458325667688202,0.6784058404865964,0.9474960667132858,0.0014054212115274006,0.09840965527972263,0.29231628610979943,-0.28816333462497223,-0.6176214906450815,-0.6772967513516593,0.28561770064161973,0.9474960667132858,-0.04667449222009953,-0.3022434835698351,0.254747482143197,-0.8810550021465378
root,-0.9632612504775467,0.9682116167222421,0.09485391455866198,0.49178732116382595,0.09505053370787586,0.7169914749265814,0.010139037515681468,-0.6487227166824882,-0.4549299272092741,0.5633472149696254,-0.15089505361657246,-0.5487300391861838,0.372356421573259,-0.16405614522281387,-0.690405102849939,-0.31034240115893363,-0.8427610010317708,-0.8245167692156986,-0.4985476681475759,-0.7291275223765422,-0.8120151946306168,1.0,0.6593727870002687,-0.4882028798022077,0.4578738598636301,0.07208948093190845,-0.7410352320565374,-0.10732751406097969,-0.4074225218836742,-0.25790487710463683,0.23111360161652697,-0.11463286752984529,-0.6858608927164505,-0.47512370178813607,0.9172076018798427,0.7473882398568976,0.6540574254817599,-0.28655310355981656,-0.6169419794959773,-0.4173595323977743,-0.8245167692156986,-0.13688937585499483,-0.6558429630213435,-0.5920406393448792,-0.28392505107139004,0.7410941496547109,0.8972144048247164,-0.5951694132174183,-0.8245167692156986,-0.44462004426082236,0.6575738998821499,-0.29218414819031147,0.9831993774575238
advcl,-0.6657992772773518,0.7317990752467893,0.17559854291026308,0.9490888946177928,0.05678223247859618,0.1027655424758889,-0.2879598558633359,-0.6049313179608506,-0.0418448717215551,0.9499597689806942,-0.3521356250439731,-0.4149908819320644,0.3430848196159032,0.25818207226270357,-0.6056608646445245,-0.22601782468966167,-0.16137097394295882,-0.18313562410821382,-0.9771135504274099,-0.45878162647154225,-0.2616373444619096,0.6593727870002687,1.0,-0.062157494775055326,-0.337927053690593,-0.166545407320977,-0.8157519492325501,0.2930200202458659,-0.8371966282701748,-0.5289831865471439,-0.4408041326923054,-0.42878386852722955,-0.9809620919783086,-0.6223095489667197,0.8967369289249147,0.47579179389314735,0.026746816900918808,0.047930748215019414,-0.16390844752488024,0.27741251909988285,-0.18313562410821382,-0.3254758204397567,-0.7778458574954931,-0.6354122345375588,-0.4574551616553992,0.71582064297216,0.8647633769921665,-0.13050916509680505,-0.18313562410821382,-0.7877738270398065,0.25535191159092424,-0.7207873347263288,0.610083436745568
mark,0.27519017697916726,-0.36317564158189874,0.2945328610946445,-0.14621826858092962,-0.8204925819609806,-0.19217575344168097,0.2704880806874225,-0.30724977574888784,0.8060073513568712,-0.18646822407713218,0.17640634662397225,-0.3905460458773713,0.5362360947116436,-0.32477370571576675,0.8027055970106243,-0.5121673766150137,0.5901525809259752,0.3539345480540349,0.015069664983960425,0.357371921144899,0.16746154215356257,-0.4882028798022077,-0.062157494775055326,1.0,-0.7111921952120998,0.6031584829770719,0.43628161257757786,-0.4762108368447722,0.20319507909320167,-0.6810084424926706,-0.8353337046299982,0.3023255229004304,-0.0580723986786149,-0.46448052413806235,-0.30441618549084354,-0.4182436802920005,-0.2805245369121052,0.7228750516960603,-0.1420133539568327,0.23672368215590717,0.3539345480540349,0.1328435169591488,0.6413391344131308,0.15633046912968135,0.725836948345624,-0.14536964841863664,-0.20841151302416278,0.9903668834360723,0.3539345480540349,0.3697432108024534,-0.9759441442068104,-0.5181403905872657,-0.3679413414232517
det,-0.364029490320441,0.33512054569479083,-0.0913330814005697,-0.4153983118219056,0.26045630638381806,0.62405763503481,0.28131814184882215,0.08950124599862598,-0.5897679611182401,-0.32559019515426546,0.07299529548494774,0.022944444666913415,-0.1755707348861746,-0.35853952290776714,-0.32415107928374826,0.036501200766394785,-0.8421127341774156,-0.7090477886155286,0.4837331140500815,-0.4160684293251241,-0.5843962323387236,0.4578738598636301,-0.337927053690593,-0.7111921952120998,1.0,0.07623319933403921,0.0007315056907874337,-0.2490563171985535,0.3427733427890082,0.5039106825516715,0.9212137131774105,0.28652407706801714,0.3293314584647765,0.26818520285896147,0.09444226601571358,0.43321682722318894,0.7292787511145855,-0.6023064537853604,-0.40675382565406437,-0.7098938059383393,-0.7090477886155286,0.07090959452602091,-0.05255158263178702,0.07695856033459665,-0.04266105123748517,0.09953312619329979,0.08904830383353168,-0.7401100212830434,-0.7090477886155286,0.20840573548117813,0.6743546426109719,0.5562376290642644,0.44842936802453337
advcl:pred,-0.30199248809690254,0.16336933657379718,0.535314092113018,-0.3976006750533851,-0.9422616290159648,0.4955414193387846,0.78373614627933,-0.5349869812639104,0.5555035657945467,-0.3284079911430404,0.1029699030498424,-0.6782802100306068,0.6643937712983473,-0.9321219756222436,0.5695031000280937,-0.8918962099342893,-0.24468301366508474,-0.4059191439963079,0.2866146159923437,-0.25000000000000006,-0.5979403628250501,0.07208948093190845,-0.166545407320977,0.6031584829770719,0.07623319933403921,1.0,0.4404192690853239,-0.9372023373717177,0.3883278131182094,-0.5527801310809766,-0.25,0.7806869716550489,-0.02220215143958513,-0.6464333908977067,-0.010769469724502018,0.18142685259052152,0.5764638185100288,0.25408960882664516,-0.822411291112207,-0.37292834072705633,-0.4059191439963079,0.03932132838326634,0.6382025846501634,0.2200911200583357,0.885609387608128,0.24867640157515825,0.13687618583817965,0.5332147555029926,-0.4059191439963079,0.4914427118940951,-0.5460184918309148,-0.40174526907292607,0.21630192513591587
csubj,0.6085389289714479,-0.6624517903120007,0.35693036794943755,-0.7524640668134825,-0.44563627610893947,-0.3205209440361779,0.6334556049429677,0.5026545362170268,0.5992271398814879,-0.7271203956411291,-0.04533742422368092,0.3270229238426277,-0.2561195532953073,-0.49351344079184617,0.702476946144954,-0.19480719145927347,0.3436671471355415,0.38583368309923366,0.7643452318302731,0.23221837049828134,0.2721554338506551,-0.7410352320565374,-0.8157519492325501,0.43628161257757786,0.0007315056907874337,0.4404192690853239,1.0,-0.3641117037483581,0.557069829022594,0.28221113972542594,0.05490678950394488,0.7366177323592182,0.7600877673607045,0.18464203431672088,-0.8076833701470953,-0.27706404780948823,0.021267807696292572,-0.0514859052550143,0.0415444347830849,0.10780465733397715,0.38583368309923366,-0.09247211992039682,0.8607756666964258,0.8884771229317062,0.5957753106466922,-0.3921313184423569,-0.6947006701397034,0.5097290225961547,0.38583368309923366,0.5860905204508097,-0.5906990686277497,0.21076620829694204,-0.6900240712145863
