,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
aux,-0.2353125922993195,-0.2226531739449353,-0.1675645222298394,0.1583753533594273,0.4703791032478347,-0.3837687227787617,0.448596334498149,-0.42217453413289163,0.1436120400495953,0.2680011050940463,-0.12805121714156145,-0.09569226955422482,0.13583276231288446,-0.26586115979923064,-0.26118448153579354,0.5711311055918501,-0.37626203858096463,1.0,0.1477843833953696,-0.12303491108115508,0.48134015829627497,-0.001329020482396857,-0.13055848741231454,0.0345584278880852,0.12061205424012052,-0.1230349110811551,0.33333042360843285,0.32054186178081834,-0.007459770339711651,-0.5769537221146529,0.45933512909179197,-0.1224896767980647,0.2268171286262475,-0.0064318222628695805,0.44535915841527973,0.2751490448580158,-0.18837159720049723,-0.36330172485693574,0.2462150499335403,-0.23339693628049776,-0.19912976269318375,-0.31439902532541747,-0.32376684292832714,0.5798632878516728,-0.12470416194713184,0.1508391180602245,-0.09549924831637135,0.017742561678868948,-0.22766339232611782,-0.07861299969533243,0.07298231657074525,-0.09053875194596141
flat,-0.10571939757722248,0.043094817424394895,-0.27326133308912703,-0.09086330278280942,-0.43734489106577445,-0.1453014868295309,-0.013842490316628054,0.09721270192806823,0.14475879733699806,-0.1452832083777247,0.417256590320434,-0.10890806036230812,0.3099541867933072,-0.6541926173039911,0.36066135800170046,-0.13222817069278447,0.5040128234471661,0.1477843833953696,1.0,-0.28921721984152937,0.16153833622613775,0.09883024795455639,0.1553442530384363,0.14006799509146067,-0.16660440206483504,-0.01293041214141728,0.45830783908075906,-0.27729664517761154,0.15603991020662072,-0.16983453860432599,0.03055317898420591,0.23670705806343303,0.23259782790112912,-0.0723063905435662,0.18438150795560773,-0.2644221723827262,0.0848526725347405,-0.5965905707732508,-0.07719753043558975,-0.26787048840129196,0.3961946572081469,-0.345467557267478,-0.4186036080293688,0.25166363277051124,-0.2594721175002041,-0.19901929953812772,-0.36125874173289185,-0.21366123813899676,-0.018549238722502453,-0.5245569439265553,0.35124894769111387,-0.046509747077733796
conj:expl,0.014141703198095764,0.2732366975480806,-0.004860586605120093,-0.1122228201258121,-0.1709440616598015,-0.4011092721607556,-0.05965267681024553,-0.05897042038771051,-0.5056172466798395,0.08194030359458238,0.30966349708263924,0.3470281264962008,-0.15979936251029295,0.25718269182580195,0.04373845951313189,-0.19511559772603626,-0.13859830653921099,-0.12303491108115508,-0.28921721984152937,1.0,-0.08667795710944758,0.11756765443188603,-0.28289852623199924,-0.13981448076869665,-0.4245372253345148,-0.08333333333333336,-0.09555214291394619,-0.04419007323415196,0.2841806934414775,0.2020605452266276,-0.162621883916625,-0.17603179707747485,-0.44514717845724966,-0.1506033607014583,-0.49595943832623407,-0.15805124587679842,0.028886085786207983,0.13319570754440216,-0.20231655235838145,-0.15808313688471914,0.32840975512903775,0.45033024157530177,0.5218804639662381,-0.1768079548343674,-0.14003987696204886,0.16438236976222462,0.11080421291873489,-0.009463532216978291,0.13327795475277537,-0.0012806856240972107,-0.21704659578819482,0.1946265475647413
nsubj,0.3019111400269353,-0.4196984847218112,-0.016623899962471326,0.6520992762350312,0.3158965629752072,-0.1548000052489859,0.34186285251665827,-0.07925446616550355,0.27318931333355956,-0.05957846868124655,-0.011833135152043848,-0.5334345546689364,0.12523249608878917,-0.2980188874420826,-0.0057306949543305796,0.374846658572765,-0.24866833667869465,0.48134015829627497,0.16153833622613775,-0.08667795710944758,1.0,-0.43528606252931784,-0.04928733041645063,0.4403517732953251,0.1168182299079823,-0.27214794327028846,-0.13238568253433028,-0.06717790524684354,0.12163717361734816,-0.46801096042267026,0.39498273486969726,0.13602431314777544,0.07608227581432644,0.018515651460235573,0.36926854342682935,-0.22146582827741562,-0.3281469395217908,-0.31530745416327055,0.3659223511789268,-0.0021559962410463407,-0.11591299463276568,-0.4219910343509404,-0.0973548769267266,0.5222868451573108,-0.059826224328261596,-0.12861455341513195,-0.1803831363072163,-0.21537074152459024,0.023230439463208633,0.10593238025527983,0.5226403672314787,-0.31512974127145316
root,-0.9532520382369618,0.845902356006627,0.2866366801164542,-0.32260815250307556,-0.15629686713985766,-0.06678330515130973,-0.4655220993711669,-0.37971828296821053,-0.0037337452588182426,0.1510723273154957,-0.045196990530050024,0.6790002828582901,0.29749821782773295,0.2241561012113519,0.029695213706274624,-0.02728927532493833,0.18824582410646365,-0.001329020482396857,0.09883024795455639,0.11756765443188603,-0.43528606252931784,1.0,0.35835151467262627,-0.1432472814892596,-0.4809683520490814,0.4630172418491437,0.36346532248937086,-0.20463039424641927,-0.22848448676328798,0.12089370266536353,-0.40760522838303076,0.14122049757268354,0.13919476034053035,-0.3966549154057252,-0.48041834514818393,-0.14325311986188224,0.06645317213219087,0.03568255769809978,-0.6262836792287121,-0.3051616545048313,-0.04717136821751271,-0.009974175466288312,0.3378152060209911,-0.19391134824466297,0.3112817645242059,-0.010103821454650573,-0.18842510001868912,0.34320696207369034,0.2988165905132365,-0.2690614854830131,-0.06094601732805143,0.9258484964201028
advcl,-0.2775420791433618,0.1365924680661078,-0.31497388816670896,0.15935598422449557,0.011304635459684263,-0.1223768759256829,-0.5367213507308456,0.009113961888836576,0.7856722929129981,0.5875096814043921,-0.3707382551231057,-0.02678219911727235,0.5090481930187178,0.10532831773515543,-0.4776760542344218,-0.23285447593287373,0.37583660071434594,-0.13055848741231454,0.1553442530384363,-0.28289852623199924,-0.04928733041645063,0.35835151467262627,1.0,0.5295576853109711,-0.35008462886193276,0.18009290082438442,0.21482106956235622,-0.3561359194188251,-0.4229855009009576,-0.01891537062020935,-0.3485306648381625,0.36487777496973334,0.463354436086129,-0.330780302094972,0.21003756693436162,0.050683709279779665,-0.3013004383760211,0.08770479699652886,-0.30499532512802674,-0.3853186089337568,-0.430462573942402,-0.3998987309234472,0.0013282713507946566,-0.04409844604497,-0.35751360204537025,0.44421388658057087,0.2687074981495685,0.3250023078924449,0.38700427903834,-0.16280493257501602,0.24931512950686047,0.34434738842792934
mark,0.13714397784855184,-0.12053276520445456,-0.07061735704177781,0.5952732880455486,-0.14539286214952196,-0.1266471747661903,-0.4247508878169958,0.2483883282380249,0.7038600938040581,0.18635156806324,0.04397368024967577,-0.21962500696526754,0.20661839879402688,0.021702091032534378,-0.250223874887296,-0.19485399499270825,0.006949268934479169,0.0345584278880852,0.14006799509146067,-0.13981448076869665,0.4403517732953251,-0.1432472814892596,0.5295576853109711,1.0,-0.37507536383842766,0.1947774436742442,-0.21842921573722157,0.026606555238692126,0.17745680107830666,-0.1829688564364894,-0.41093156485876264,0.35883734628028796,0.15510317830196924,0.0816562795384518,0.4824452398795251,0.0761072273882766,-0.2438546832200483,0.11927896277180126,-0.16874381770212152,-0.5148669258267459,-0.08352740457619297,-0.3654067507434442,0.09684494991463348,0.32197603763815974,-0.23717289385608414,0.14532916622526237,0.25513435981712845,-0.044652322749287814,-0.024866648723490967,-0.1868915183105138,0.37808826380423155,0.009301615483598508
det,0.3343966552325346,-0.5468000389835618,-0.05407464065960898,-0.22063704533762732,0.5573999312422051,0.5123372183667763,0.6717848243377645,-0.2484031640213727,-0.08007479762895607,-0.21827745746844043,-0.31310663919864806,-0.5258635928225092,-0.013030776595967011,-0.3558106013899768,0.05825822658727388,0.18258968311021517,0.12482508443906279,0.12061205424012052,-0.16660440206483504,-0.4245372253345148,0.1168182299079823,-0.4809683520490814,-0.35008462886193276,-0.37507536383842766,1.0,-0.4805466404986253,-0.3524340793680768,0.14025903070828188,-0.42679914966107807,-0.25177432193243326,0.6870913256023151,-0.22942050615379783,0.20382000779802548,-0.07234224976583335,0.1391222197657683,0.13339851077859957,0.017646435201727984,-0.32668508788552236,0.6322017607361365,0.3933699531385113,-0.2705675219910945,0.08186506026662443,-0.4211211103549547,-0.22064448754277666,0.13525553779893415,-0.11865808208889388,-0.3324267153389438,-0.11564122998159286,0.07969306406551406,0.6724130924698911,-0.23082563712513285,-0.53642796160236
advcl:pred,-0.47471126417244175,0.39397766799771333,0.31947995416025343,-0.11222282012581196,-0.2949651563700428,-0.19656203006011216,-0.503477802124051,-0.14836137665379973,-0.03953380550265145,0.09165801415965054,0.07031880643605376,0.549572709205655,0.3295276967237921,-0.0056359710904582095,0.3065451278355966,0.20666278014791706,-0.32457306094995386,-0.1230349110811551,-0.01293041214141728,-0.08333333333333336,-0.27214794327028846,0.4630172418491437,0.18009290082438442,0.1947774436742442,-0.4805466404986253,1.0,-0.1160250643127893,0.05380246539421187,0.4782690514430687,-0.084689770399575,-0.5923854441467467,0.5415349562558803,-0.44514717845724966,0.2095138126422059,0.09107549555655718,-0.15805124587679853,0.5180726673534373,0.033572281393344276,-0.6293861159034352,-0.15808313688471912,0.03338918411123752,-0.029237835918510837,0.4843891343252981,0.17505289737293442,0.13118328266023283,-0.3379407027446847,0.23370327812986055,-0.35672700937644586,0.14597001953424113,-0.3339677131802209,-0.21704659578819485,0.49493784608275554
csubj,-0.3449897564226879,0.3150936280961078,-0.3131615871629737,-0.16068974201950195,-0.050457531453483105,-0.21553687326125445,0.0694887408396608,0.029422371946460153,0.034090457072388565,0.3338190629644602,-0.15348411270785628,0.20696967918595224,0.02577910434100324,0.05292649943110707,-0.30753522527338906,0.18348657917881786,0.12149533810820094,0.33333042360843285,0.45830783908075906,-0.09555214291394619,-0.13238568253433028,0.36346532248937086,0.21482106956235622,-0.21842921573722157,-0.3524340793680768,-0.1160250643127893,1.0,0.045706346110352236,-0.1688452232323419,-0.07971089789461692,0.1585191873999185,-0.36009916246777224,0.27735241039783826,-0.1117260458516972,-0.012774981576355881,0.2661154873701348,-0.24806182276606817,0.04753495850739863,0.046127914524972315,0.07564492208667885,-0.11786917666559167,-0.288873983286852,-0.4228272687569723,0.3721952268088748,-0.2270487214009873,0.3950213789306125,0.03711100406408044,0.26917172096226366,-0.17067067297728733,-0.5462025060403329,0.25259682506410736,0.22462798833698228
