,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.47355278678021157,0.5595496690666835,-0.06573458594784329,0.020086186971530324,0.0929441310038154,0.23842079255766502,-0.5117024148446517,-0.15980521122235677,-0.40008906898779273,0.41829051297433445,1.0,0.41585740670220633,-0.3236298137757067,0.5022160655197522,0.3445724463018461,-0.2308731667107241,-0.5536802303805679,0.23289148420721706,0.07475064762907838,-0.0876967039977319,0.519602650227584,-0.5530811528070902,-0.23895940515694894,-0.5072781111005024,-0.16863965348624915,0.02016398210518873,0.26217359143592955,0.3123409539654944,0.1488256233600059,0.12003366104519476,-0.5108965075302151,0.2719795672858106,-0.02645414999889962,0.2828049933037226,0.5580498236301017,-0.008659219191149458,0.2614971430018156,0.25098279240808874,-0.5289654645674084,-0.2749934922241116,0.9592561427991014,0.540970361577419,-0.13010502055333645,-0.11631814414402625,0.10324423827528868,-0.3715915190287153,-0.003307522990105682,-0.08250974587877725,0.2709955710163665,0.3982267915987644,-0.18008551721256544,0.5205509579733784
PROPN,-0.43401507435231157,0.5324621359879056,0.17475142015898038,0.3364372912602132,-0.49357537047092,-0.05613668086931294,0.055602979132608976,0.599768341601219,-0.29842526684941006,0.26559822663475285,0.41585740670220633,1.0,-0.7088380261299484,0.5876335788469494,0.21361310817670648,-0.3884453741528336,-0.37433041973071285,0.20142792607632784,-0.027157276103117522,-0.18375859980242798,0.4356130183521256,-0.1856622629048678,-0.24957640488365357,-0.4489117080749163,-0.17648255600086638,-0.14196963834717136,0.2296798610626112,0.49521315757548523,0.19888366110291741,0.47640543502265614,0.057368346859252135,0.4532713665464667,-0.4816649389468875,-0.016038896629068024,0.423825884262533,0.40404111662892056,0.169142532802448,0.5171190942549764,0.07626193635917795,-0.07747548852926583,0.5394681194141814,0.15507719861403324,0.06779650202203524,-0.05251137112041271,0.3419060959572845,-0.3947667967770047,-0.11188847492163616,0.23677689337732352,-0.39841807283809444,-0.3455798363600027,-0.05757438769417051,0.4657726159168092
PRON,0.28431244074638384,-0.26173653386701556,-0.41488675096993,0.024366371273623226,0.08850916779782982,-0.11841883262598726,-0.1992701356392701,-0.49310571431797334,-0.1492371612018183,0.00484349490652309,-0.3236298137757067,-0.7088380261299484,1.0,-0.3813888562431775,-0.22984307510702898,0.11767475081900518,0.4611569001001288,-0.32024806184760274,-0.07727229234814102,0.6789589086188982,-0.24235041825805154,-0.1753746755099791,-0.24526444278584153,0.37661888839467034,0.4442574630262351,-0.03709542644995456,0.09838761748768418,-0.6657061659506408,-0.06825212345421411,0.05835730700317016,-0.24867749445505918,-0.5209749655741132,0.48066598780089126,-0.2661240691454971,-0.1876911085924124,-0.2305980691641977,-0.29627748050977215,-0.3778298261398658,-0.06936305714784502,0.2645333302474763,-0.3992968052988362,-0.07976126248409261,-0.12585566569592488,-0.2672038681275527,-0.6528128323902569,0.6487035153047012,0.24537918778352455,-0.5872655312158199,0.5024235322768632,0.1320438648555239,0.1642124015420877,-0.20798519377365307
NUM,-0.7592487140716316,0.7561385262029816,0.4465271135639511,0.2547919193825827,-0.5807724551352548,-0.02437713153045242,-0.1558465158124034,0.39732664327219236,-0.3613641291391751,-0.15744957047415287,0.5022160655197522,0.5876335788469494,-0.3813888562431775,1.0,0.6110275523361106,-0.3109581148942505,-0.48994694807365397,0.028028799098350536,-0.26570505560559177,-0.05498404269654051,0.8120746974859915,-0.3292537952499058,-0.27425426904632266,-0.7828389236258653,0.07865528081215684,0.35322015215581903,0.4830998280658333,0.26377173816970817,0.4209557669919946,0.2746467512258783,-0.2813784867480988,0.2303284086108452,-0.19045260670259256,-0.08504797834991641,0.30127593428513666,0.17686834994317563,0.3756347663152586,0.8617888363068192,-0.30838642795163934,-0.014747998150246293,0.4929289124947987,0.5169443085376845,0.2854158049305912,-0.297620287796022,0.4380842240309949,-0.5473479560516099,-0.2631469849083061,0.28165716606599145,-0.09018058822172742,-0.3290170777026259,0.13440578384040713,0.7269953960462939
ADJ,-0.4735799746842521,0.3492372708395957,0.5399613363582155,-0.1683592874860542,-0.03140531201763195,-0.11966429465588431,-0.20259230290692753,0.14080731430135435,-0.4411210124749618,-0.3416898186307281,0.3445724463018461,0.21361310817670648,-0.22984307510702898,0.6110275523361106,1.0,0.004570081831790808,-0.5871342982312021,-0.1712692066506926,-0.4340249195711031,0.261956473249672,0.4394129087878743,-0.35532166652908403,-0.3010674770728638,-0.6386639634844167,0.09244921298165888,0.5873310320570875,-0.012265819331060244,-0.07646464611598804,0.5465288121972754,-0.2897771389096464,-0.32189132696722494,0.35678059488365166,0.0019340652933248802,-0.04225972876069896,0.31736108251915063,-0.023870743890720122,0.8042841678343755,0.5963079503121225,-0.5751644409212289,-0.3866260123577543,0.24750480626931007,0.7642682886026546,0.6014383949174893,-0.1707587766077481,0.08337317179381415,-0.8595936353402648,-0.05510586816470976,0.6596005884444989,0.049460936628468774,-0.005669692558247198,0.2843797946976673,0.29907425010383987
advmod:emph,0.003524560215769285,-0.1938999551848125,0.11254184372350674,-0.31038711900365024,0.3338509806040306,-0.07545699939701034,0.005784742253034535,-0.3592068378066576,-0.019671164858254694,0.07692954320185166,-0.2308731667107241,-0.3884453741528336,0.11767475081900518,-0.3109581148942505,0.004570081831790808,1.0,0.014170575154198091,-0.1982433595028943,0.1730138818141369,-0.02494569896153488,-0.14917405739013667,-0.10356305633002319,-0.000231512447465331,0.41061350850380174,-0.4673999061060159,0.11750770567840799,-0.2583468766007964,0.11197861815130918,-0.09244114472375314,-0.7087222756995633,-0.02832402821524933,0.3470147036690861,-0.07289370229733011,0.2153389088267294,-0.24205473688967136,-0.3468290154396418,-0.254726510135447,-0.3257154146471901,-0.20375589851191228,-0.15344852051968225,-0.2682663676739803,-0.0560438973764162,0.2239090793167558,0.23768337539375034,-0.34718578000010697,0.0618534310725518,-0.042047913124606165,-0.033588781213535264,0.5166268049318167,-0.17149850153357535,-0.2733703341285312,-0.20769720659807753
obl:arg,0.4369208532464229,-0.3141094629933562,-0.255225723681807,0.0025643477066017314,0.12172552663905509,-0.27882541348350215,-0.20175530222681642,-0.3717952140201546,0.5562673488784244,0.07860410482590706,-0.5536802303805679,-0.37433041973071285,0.4611569001001288,-0.48994694807365397,-0.5871342982312021,0.014170575154198091,1.0,0.21890459739258075,-0.22694200983095683,-0.05933254895106702,-0.3997776510198033,0.4508787336328771,0.41305142259727645,0.6561167204510266,0.37276128602926606,-0.2748354185838993,-0.06623838988076175,-0.2647865307692072,-0.6768001324250704,0.36737853113891294,-0.11980750946343043,-0.09555188340880341,0.22917487421938884,-0.054403579320000915,-0.7791157264044251,0.42598528072658726,-0.5903184859812094,-0.3848129740356961,0.19034829725328525,0.2790467543358533,-0.5809847821135502,-0.7804159803061217,0.005196595012101516,-0.2842302154310637,-0.35158996344760346,0.7124998037342823,0.2726734247483403,-0.3220144751406556,0.03126526571198831,-0.022276443047919595,0.11526268409035668,-0.30196203403908584
flat,0.10878351651804843,-0.0010852997828909347,-0.4252844805784272,-0.04965128465149244,0.25496912348913403,-0.08272548545649579,-0.03217064440487336,0.07668304393756685,0.38579131681031514,0.07645348996057243,0.23289148420721706,0.20142792607632784,-0.32024806184760274,0.028028799098350536,-0.1712692066506926,-0.1982433595028943,0.21890459739258075,1.0,-0.4188805537938462,-0.5375005673121995,-0.019129318844824904,0.41165540415361146,0.46166703721346086,0.06025048281046604,-0.3457347904467404,-0.6614429310921519,-0.1557493626770513,0.19196941443780122,-0.30086309482246626,0.2832748389575109,0.07728824472248697,0.44488335921038785,0.07928680957632135,-0.3369317783587247,-0.08236824810148581,0.38123016920101027,-0.08654924154061897,0.018239059663082077,0.053762434482901016,0.05289613110533729,0.17613741345121986,-0.07075278576513847,-0.45678271672439685,-0.5487307196185092,-0.025606769926783977,0.038089749171253226,-0.28452957624858305,-0.1415922293484012,-0.03188296337071012,0.332850914324332,-0.5789508277648878,-0.016344562389591467
conj:expl,-0.029606493703214963,0.07276031567820766,-0.08141745013490334,-0.10000000000000002,-0.1449396256408037,0.5024103218044345,0.27178883115442054,-0.01955179570055045,-0.21309669201438178,0.5394385190983296,0.07475064762907838,-0.027157276103117522,-0.07727229234814102,-0.26570505560559177,-0.4340249195711031,0.1730138818141369,-0.22694200983095683,-0.4188805537938462,1.0,-0.04188780435232439,-0.005646387225176639,-0.35291056808696014,-0.2859008683154701,-0.019362703670703866,-0.1925837232833909,0.07560693593116512,0.2658209402572259,0.5331173002704267,-0.28352768123773947,-0.1352987995286992,0.31000053965073615,-0.2703739892896267,-0.37817148091951086,0.44215086577644447,0.26661404924276555,-0.14860303898160418,-0.16107698919319285,-0.5221424241717992,0.1999582047392065,-0.1944880826746433,0.1832237355857771,-0.316650464673985,-0.17738884428308668,0.7235864811484832,0.1437773740777679,0.21176042712639936,0.2604427094221517,-0.2583306152918636,0.04424713188254419,-0.10109002474268074,-0.15826767465934688,0.06520314709504758
nsubj,0.04977411536134224,-0.019547256610309264,-0.24155134861953123,0.1251229835800718,-0.1523616170657363,-0.046641323452077374,-0.09133500405908196,-0.05847143733919365,-0.710460072520194,0.11202927780574752,-0.0876967039977319,-0.18375859980242798,0.6789589086188982,-0.05498404269654051,0.261956473249672,-0.02494569896153488,-0.05933254895106702,-0.5375005673121995,-0.04188780435232439,1.0,-0.04182292650321752,-0.5647307796707889,-0.7489234183327346,-0.10637789740516394,0.36497246702820185,0.11480155365520456,0.22837007573578225,-0.4686762749759288,0.30108019401084385,0.07325983904606824,-0.17280116220018713,-0.23603746824339947,0.24557690596176057,-0.35530998629481325,0.3369588262589095,-0.12653856914864312,0.2300532857191182,-0.13622593441863737,-0.2267398467409204,0.014078792888054581,-0.1283495158383744,0.3138593748125369,0.13955861678804138,-0.13803156493697274,-0.6481052564108362,0.1398855634112381,0.2740040758432913,-0.23704901066661976,0.38232442202967704,-0.014691907786727342,0.225322281018736,-0.039257289529932196
root,-0.9781796902339164,0.9690049964137974,0.4091083720586593,-0.20440041022676672,-0.6289192641916471,-0.2719512230669041,-0.10196060557658357,0.08373356549901657,-0.47862242110833725,0.17156444310920047,0.519602650227584,0.4356130183521256,-0.24235041825805154,0.8120746974859915,0.4394129087878743,-0.14917405739013667,-0.3997776510198033,-0.019129318844824904,-0.005646387225176639,-0.04182292650321752,1.0,-0.5869689006762042,-0.4578025448015227,-0.5787760573620476,0.23631163481791878,0.3904488328279857,0.30759392546156467,0.29056160801237724,0.13847822764097234,0.31867871206315124,-0.2714527281625033,0.10357017324004375,-0.5505301262908174,0.07040373694918345,0.40602996545551934,0.24854349054284974,0.2608525186343599,0.6113323079871535,-0.1465729888125081,-0.41592583701303554,0.5841733556710839,0.3795677336764583,0.2368744966912552,-0.36656994332279913,0.3459967368231383,-0.3778541301138446,0.1997069092717429,0.08831709601014773,-0.07372843418038125,-0.45102814040535333,0.1930295134531172,0.9779956763502957
advcl,0.6070709091137041,-0.645808518080486,-0.0057016539277801,0.1708678789193427,0.2892965940215933,-0.02308598149722439,0.2613544151949511,0.1970297150854096,0.900776843867726,-0.5890967303796881,-0.5530811528070902,-0.1856622629048678,-0.1753746755099791,-0.3292537952499058,-0.35532166652908403,-0.10356305633002319,0.4508787336328771,0.41165540415361146,-0.35291056808696014,-0.5647307796707889,-0.5869689006762042,1.0,0.8780470283995603,0.3962410885876709,-0.1449913368782294,-0.29631389683762804,-0.36405086992248775,-0.16642740788301813,-0.1185403574194759,-0.07981353507078202,0.37439382129472293,-0.05638894751515437,0.2952515673681281,-0.15301189938328222,-0.6374091388587648,0.0012760028855717217,-0.2600538735600819,-0.0029558699461197,0.40620371035758995,0.4709655187895151,-0.5756757732226063,-0.41641643241478465,-0.1853978961582266,0.0333438045966635,0.2933389181108193,0.14597212641009652,-0.44773761163375875,0.21193309447690678,-0.4231646529339163,0.12521326116468248,-0.07964178237831035,-0.6073891843668551
mark,0.4694226760094367,-0.5046943387180229,0.09409384853264541,0.026852231131972052,0.5079511431473511,0.05296435285766521,-0.09567289623754054,-0.14784791737002506,0.971286237074114,-0.44079600190896967,-0.23895940515694894,-0.24957640488365357,-0.24526444278584153,-0.27425426904632266,-0.3010674770728638,-0.000231512447465331,0.41305142259727645,0.46166703721346086,-0.2859008683154701,-0.7489234183327346,-0.4578025448015227,0.8780470283995603,1.0,0.3849405965870829,-0.16183248979713383,-0.14155570788795846,-0.35338959107646273,-0.05231874910558726,-0.26181476324226016,-0.18792491866602498,0.030244953437886756,0.04400064575027408,0.3314796465903803,0.21761016566141586,-0.7056748618731403,-0.023551276702517682,-0.2943290031001073,-0.022686269875288878,0.11249085529200098,0.3129744810485453,-0.30474226732170306,-0.382667651282501,-0.10141634801765091,0.08221179776958491,0.34978660757890284,0.07184661965259653,-0.34944183148396046,0.21563491421997938,-0.24169454169230548,0.33127991371186566,-0.05990669982139062,-0.47368501913966277
det,0.49717931821435535,-0.5459988067856919,-0.27290027082964213,-0.14101640123387585,0.4167656186019368,-0.4064814357669589,-0.0212958493387265,-0.5078685422918767,0.4824502960537035,0.07735756809480486,-0.5072781111005024,-0.4489117080749163,0.37661888839467034,-0.7828389236258653,-0.6386639634844167,0.41061350850380174,0.6561167204510266,0.06025048281046604,-0.019362703670703866,-0.10637789740516394,-0.5787760573620476,0.3962410885876709,0.3849405965870829,1.0,-0.010006653202877082,-0.3711110135126446,-0.5824265512629357,-0.40645816888763797,-0.3299569241554203,-0.10423568440767228,0.034067583604227424,-0.15715103256543056,0.08232552355617927,0.12976415363079633,-0.496164720258422,-0.18893528903822057,-0.7390229712404282,-0.5054271231708266,0.3852859221173465,0.16775707608149432,-0.44368954541973343,-0.523087351920153,-0.22853565884693378,-0.0008203434765151752,-0.35241323503879596,0.6561584950515548,0.1907253280289601,-0.36194310554094844,0.047038945393893826,0.02212065924719718,0.005758514771596889,-0.475029738836122
advcl:pred,-0.19144770102857608,0.25813423590161066,0.2754658305502539,-0.19258372328339082,-0.31797608409879197,-0.4170671823528891,-0.24532336211936448,-0.2775964190907556,-0.03487778136620723,-0.09082453914765612,-0.16863965348624915,-0.17648255600086638,0.4442574630262351,0.07865528081215684,0.09244921298165888,-0.4673999061060159,0.37276128602926606,-0.3457347904467404,-0.1925837232833909,0.36497246702820185,0.23631163481791878,-0.1449913368782294,-0.16183248979713383,-0.010006653202877082,1.0,0.4589796323609477,0.03755189973258903,-0.49201829343967207,-0.13224757445661794,0.47163724649083555,-0.33654615795558257,-0.5187155125625444,-0.03827120632765369,0.0874458476169941,-0.16624804832896792,0.32153800752043304,0.10832090134755279,0.16159615308748673,0.06122890808019241,-0.17825706811990547,-0.138266942736222,-0.13760161806097368,0.3711141394213016,-0.293332521368518,0.03631602884373508,0.12036114172550062,0.649195711763145,0.07809949600130422,-0.2899724791668947,-0.15683095166955155,0.8386155227366592,0.3080550458791784
csubj,-0.45806108571298276,0.31937694373445896,0.8489006853773445,-0.3122493053132315,-0.16384717688716557,-0.0426427516980663,-0.19951490753320267,-0.17383663879858696,-0.14204857717543734,-0.29202052079327073,0.02016398210518873,-0.14196963834717136,-0.03709542644995456,0.35322015215581903,0.5873310320570875,0.11750770567840799,-0.2748354185838993,-0.6614429310921519,0.07560693593116512,0.11480155365520456,0.3904488328279857,-0.29631389683762804,-0.14155570788795846,-0.3711110135126446,0.4589796323609477,1.0,0.06967237303767526,-0.026326399365124174,0.16776138006525892,-0.33455491786479175,-0.3304797157894781,-0.14070264910452313,-0.1615006286890748,0.5088721791651438,-0.09430795674148316,-0.07080846702044571,0.449987549202239,0.34299093473129394,-0.35695820499290704,-0.39999493444934237,-0.006080730392438597,0.2078716561185079,0.7985865838997676,0.29271901561484226,0.36570952979919696,-0.5256878507409966,0.312141561540591,0.6098013080985855,-0.10246643897711907,-0.23971394453085274,0.7078186662585092,0.3177814385964518
xcomp,-0.18954857032437455,0.37512582563082303,-0.13119919906889937,0.5527402742229877,-0.47812153742364544,0.5958876906548298,-0.19692000972672877,0.26183174214355176,-0.34542878520998815,0.2737176591111581,0.26217359143592955,0.2296798610626112,0.09838761748768418,0.4830998280658333,-0.012265819331060244,-0.2583468766007964,-0.06623838988076175,-0.1557493626770513,0.2658209402572259,0.22837007573578225,0.30759392546156467,-0.36405086992248775,-0.35338959107646273,-0.5824265512629357,0.03755189973258903,0.06967237303767526,1.0,0.4317521713493184,-0.09692712309921338,0.3757109007852845,-0.18470460425158627,0.005441356834552959,0.17997762663975594,-0.08735305887457613,0.06782456182752367,0.2528976086261818,0.00965435225698615,0.09327934525482343,-0.3541698275300725,0.3513035569281486,0.1878995355839875,-0.06476038909684041,0.03790791257272754,0.07036137020784518,-0.019174899923215735,0.1428208020755557,-0.17689658011644077,-0.29239893423927715,0.346577038122888,-0.09484508303540952,-0.16621258281598522,0.29280793601208416
