,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.4812522689041018,0.6023587348966264,0.6281082105388099,0.4944408259589476,0.13397051548162953,-0.7718139924561216,-0.7300767322603391,-0.18836685731337355,-0.6254812169712601,-0.30426643413939575,1.0,0.29570910229297964,-0.04300618439244033,0.44822144560381233,0.053068550846022404,-0.3975628369476661,-0.5466968888009266,0.9494968604836311,-0.1125943234146653,-0.10698363823457349,0.5697290865709753,-0.5648195533805244,-0.27316133442668794,0.8865303137835442,-0.5466968888009266,-0.2936750639907431,-0.3370961575937978,0.7560001561710167,-0.48649997348095214,-0.8160731822680813,-0.0789369007142844,0.048108793873478564,0.37787788006280987,-0.08238384138625328,-0.15922321567506095,-0.0445025347168547,-0.28809212391867356,-0.5460025929556107,-0.019425323487177543,0.26436388531055877,0.44720620179959686,0.265416562917046,0.8569009847043789,-0.0744962328520623,0.250461882006788,0.5752825058973946,0.378105845403211,0.47991429953919085,-0.2957635647456991,0.5765245624448571
PRON,0.3376312501077696,-0.1785230626183728,-0.13799546877946095,0.05116032495109435,-0.30085392302117114,-0.3923495668715844,-0.6910149633328804,-0.5901832749470444,0.2750269226668113,0.3620815353727708,0.29570910229297964,1.0,0.32482091655022644,0.29060059114926434,0.1048022014794328,-0.08565030162856968,-0.32703785278583947,0.19235262211462106,0.30128134748548846,0.6729375295211455,-0.2759279796771788,-0.6839607330007439,-0.2563077400939584,0.036273121846942806,-0.32703785278583947,-0.566549263619755,0.13996076915137776,-0.14499511638510232,-0.29782052104746354,-0.42369339105701115,-0.2841620875068245,-0.33813019041359565,0.3517156383268684,-0.770870173974491,-0.16775366138340247,0.08830890755095376,0.13892233248605595,-0.06723687365655641,0.31313494789909874,0.5992997597358757,-0.14171309207894417,-0.5213092008009185,0.028432257373044233,0.6914148542191749,0.2585796553025435,-0.05587841554144843,0.6297030932923445,-0.07244340138746418,0.18080227916627892,-0.2531282426359273
NUM,0.37243920121675406,-0.38181789372477887,0.24531552186890543,-0.20490184901712735,-0.4462753035353283,-0.12717942477549085,-0.38146176167591817,-0.3875207598035124,-0.05122287129806332,0.5924643541189402,-0.04300618439244033,0.32482091655022644,1.0,0.46203520039374824,-0.32982321847041485,0.12154011752146132,-0.4467807210516856,0.015633968927916252,0.22183604499905402,0.023608317907926103,-0.43628452731757683,-0.5969331152188458,-0.3447592266146786,-0.18855345558718536,-0.4467807210516856,0.03979844240695071,0.5637552859979866,0.22650715074935612,-0.20510439468623334,-0.08614915521600308,0.022200607766385504,0.1533132254509416,0.5321723493001009,-0.25526193905062233,0.4180654315555312,0.6245652541742195,0.9426857604868897,-0.5016121560597341,0.5997218045626923,-0.24581077364757534,0.35961837990215206,-0.04043162097497483,0.14110716528942785,-0.15923349880719506,0.46633003085155283,-0.2928133033715412,0.24461646009476448,-0.2825602555647676,-0.03178721140681535,-0.34876930936064393
ADJ,0.0021149903529177664,0.10557980083578467,0.21433662601710085,0.35438727324586483,-0.711309334481394,-0.4537760171303054,-0.7247822527989292,0.0997231625472093,-0.4673946711343187,0.11359226861992061,0.44822144560381233,0.29060059114926434,0.46203520039374824,1.0,0.08895855654837004,-0.39343360734331284,-0.7164734128119741,0.5024726447183967,0.22928343653326777,0.09463374133513425,0.05388083732429821,-0.6011000961158567,0.18947334169813085,0.19366138024908833,-0.7164734128119741,0.3495748174031986,-0.08139050728830556,0.38926413158775025,-0.6640729205570058,-0.5287055339409441,0.1418090603554236,-0.02447290487379111,0.16048901732410317,-0.4605313793962055,-0.3204758332909975,0.7147635142733895,0.4158899391058798,-0.3972900261604827,-0.00600294530768327,0.40990057711487454,0.36402845817663887,-0.1005283654735326,0.3411557246475011,-0.3422014581088608,0.1577189272079418,0.6195156906391751,0.32650817517525405,0.08830726722067007,-0.1731462412658672,0.15748790444477487
advmod:emph,-0.375019542011498,0.3878999682466146,-0.37716982134484583,0.37034194597803594,0.02989629464248847,0.28967094749135724,-0.285146864900532,0.45382858206761684,0.17360596369959216,-0.6642159242544503,0.053068550846022404,0.1048022014794328,-0.32982321847041485,0.08895855654837004,1.0,-0.570832804909394,0.2034885706653939,0.15823585758360545,0.7292651301402487,0.5669272938650803,0.3712679733512348,0.12325164931322875,0.47787091986797486,-0.28162914920031656,0.2034885706653939,0.17395049570831592,-0.1773656767524678,0.02847335872735759,-0.5399376601156393,0.2191986848753371,-0.5142999809545447,0.006520343097136724,-0.10355835991148558,-0.5322547899413658,-0.708331526600506,-0.42468409149088365,-0.31698895056867993,0.680518335109676,-0.704740296186888,0.11334802444703516,-0.6110695078747859,-0.6294950547640592,-0.2820941405184984,0.3076682535844132,-0.1532148356591077,0.38491387855707987,0.14852942439804412,-0.18755185626740406,0.5051033393106639,0.2978029547878536
obl:arg,0.16632854891925994,-0.20636784162289143,-0.05153325068881583,-0.027896006570013378,0.35339776475568996,-0.1928236073910196,0.5597037750581871,-0.5398348649240676,-0.06713455919073197,0.4276950888195692,-0.3975628369476661,-0.08565030162856968,0.12154011752146132,-0.39343360734331284,-0.570832804909394,1.0,-0.1398999687280757,-0.6248841692432784,-0.3318773886351125,-0.5073410202625613,-0.2103373417634996,-0.1211816379478117,-0.5869462703481743,-0.20242397226821943,-0.1398999687280757,-0.46504471360509314,-0.16042551276630987,-0.45721510795816933,0.6698441244728589,-0.07401141507269468,0.5921417687753103,0.3885192792418149,0.14400669932502216,0.14954355086825807,0.7701041683325629,0.2552752298483768,0.17691036516975692,-0.24332279042517826,0.6150083532973014,-0.18198513327594715,0.33592940157333856,0.49962167991001205,-0.22442755470070835,-0.18365947269093752,-0.47156078530034956,-0.721915463740828,0.3180830489046046,0.39465535873832336,-0.6198637058570434,-0.19040932863798055
aux,-0.0115013945145244,-0.09680851124512488,-0.2569163877612161,-0.6677094204156644,0.2604779465264038,0.8377557340292001,0.5747296533289076,0.48418284176078213,0.5996860310692045,-0.3099039602650014,-0.5466968888009266,-0.32703785278583947,-0.4467807210516856,-0.7164734128119741,0.2034885706653939,-0.1398999687280757,1.0,-0.4165837438665121,-0.14285714285714288,0.28348053545123614,-0.042924306556575184,0.7991162507029479,0.48669744539964416,-0.42257013058178466,1.0,0.12584452218728076,0.15602585828020854,-0.35422232529109277,0.18595759586361726,0.7904030826097876,-0.5643935426753909,-0.47088312345526057,-0.25379058758286394,0.3129017348723027,-0.26113362890879227,-0.6101970037777531,-0.2753657207374965,0.7491548351534205,-0.5101209228676461,-0.316628638578183,-0.5555027655893415,-0.27745216716741483,-0.4098773389430324,0.4256725336418431,0.19261942944908902,-0.3416523953757169,-0.6424946082093274,-0.6386743491011352,0.5664856909983786,-0.10214143900704811
flat,-0.4851410350134013,0.57625205768653,0.6421523182078941,0.3708480475107937,0.020901336507581678,-0.5639004942612476,-0.7587508746915766,0.027964790501248345,-0.561944718790639,-0.38210191770349017,0.9494968604836311,0.19235262211462106,0.015633968927916252,0.5024726447183967,0.15823585758360545,-0.6248841692432784,-0.4165837438665121,1.0,-0.026333831550474456,-0.02251757856483445,0.5549900645689481,-0.43739000437620745,-0.07784873839754188,0.8080884695983279,-0.4165837438665121,-0.0564717852103195,-0.18277300341706923,0.862092954899406,-0.6213543047546204,-0.63085228155873,-0.24808720470104537,-0.027873616058912122,0.34230145291945446,-0.033598973437796414,-0.2884290446112337,-0.07231231785099568,-0.19838655847548284,-0.45273305532069863,-0.17348448812133233,0.14140730449603137,0.3588478808979533,0.15050295284752394,0.8482064044504205,-0.10168030066533244,0.42581876438135124,0.6598261990717337,0.17184220188548266,0.2453425225857566,-0.08767514829001893,0.5623519525808045
conj:expl,0.1374690487212202,-0.13416698267649135,-0.5392269251271024,0.4046912961644671,-0.22812481584671054,0.2143980785538132,-0.37749626258792646,-0.007243550941235096,0.33896848637372523,-0.06364308833838668,-0.1125943234146653,0.30128134748548846,0.22183604499905402,0.22928343653326777,0.7292651301402487,-0.3318773886351125,-0.14285714285714288,-0.026333831550474456,1.0,0.545210453394101,-0.17088583192687495,-0.1404387444631433,0.08094294860821077,-0.44189488440877356,-0.14285714285714288,0.18915089928832213,0.3341730738774916,-0.04877904977628211,-0.29214092061337776,0.2440938574145422,-0.21464362544573448,0.3196731769922625,-0.08320684747326351,-0.6238812503993519,-0.2611336289087924,-0.13179304352580754,0.15754809444145534,0.35151061151150426,-0.0943279392736288,0.041560189666641094,-0.5895204497358952,-0.7034667102028809,-0.4433846655102251,0.22325822542440812,-0.15670920296573002,0.1782878968123873,0.2656543725254394,-0.17940484930803016,0.535951780122665,-0.23467675772433502
nsubj,0.3369695857708407,-0.255557495287654,-0.5122289902277508,-0.20803674392156174,-0.416468389978859,0.326405623753729,-0.43162242095176845,0.05410617583727322,0.686132401295241,0.02987410224552797,-0.10698363823457349,0.6729375295211455,0.023608317907926103,0.09463374133513425,0.5669272938650803,-0.5073410202625613,0.28348053545123614,-0.02251757856483445,0.545210453394101,1.0,-0.3088602780724486,-0.044325890375549085,0.3990394077677401,-0.389007703185635,0.28348053545123614,-0.049270091498431236,0.30403341981207166,-0.3256043414655007,-0.3940201803280303,0.23866062922975578,-0.6654071521022952,-0.5890943458252047,-0.06417577106374557,-0.694875470243023,-0.6436209352387892,-0.24202195272008306,-0.006405100258685638,0.595744448690738,-0.28355802847041334,0.4592138150137422,-0.713759564685926,-0.9534527990122124,-0.39596420546037125,0.8302883639430413,0.29710007483547884,0.07733610944425734,0.0864848449411939,-0.5944242397691174,0.7731791511144754,-0.330312388244276
root,-0.9874937252054966,0.9939220810597237,0.5568201612855557,0.4070471565685307,0.5495050873667734,-0.31103921461875833,-0.143211548234565,0.3644065576951372,-0.6979785243175032,-0.8831833234789283,0.5697290865709753,-0.2759279796771788,-0.43628452731757683,0.05388083732429821,0.3712679733512348,-0.2103373417634996,-0.042924306556575184,0.5549900645689481,-0.17088583192687495,-0.3088602780724486,1.0,-0.0874487879644384,0.08799909444705373,0.4606001318122807,-0.042924306556575184,-0.14476814202152646,-0.7624228461546717,0.5669024278465945,-0.4790121668025821,-0.3832268051876758,-0.20146885168803125,0.16077920190402806,0.35510807334231953,0.06724628481238569,-0.2727638595882484,-0.23825463887528814,-0.4507834823877333,-0.004621253299757396,-0.5630532643034288,-0.16046985413264372,0.3547341046451513,0.4108642224207439,0.5649952193995231,-0.2551949905919329,-0.06663246745355524,0.333690086170351,0.23641450041176068,0.3709509942575745,-0.3893562236252169,0.9862610998588868
advcl,0.055872154062354476,-0.18244911393992247,-0.3916776456485959,-0.3538522252580272,0.16664284051907646,0.7809930278004689,0.743383892710967,0.6041664759729249,0.4331896473452183,-0.2607472231201797,-0.5648195533805244,-0.6839607330007439,-0.5969331152188458,-0.6011000961158567,0.12325164931322875,-0.1211816379478117,0.7991162507029479,-0.43739000437620745,-0.1404387444631433,-0.044325890375549085,-0.0874487879644384,1.0,0.5279014855386617,-0.3076271895473256,0.7991162507029479,0.48814683627691435,0.11433773071271568,-0.33853939394137517,0.426170441009992,0.7797073072404258,-0.07996717576770719,-0.16017758517762923,-0.6981825594070333,0.5799973509441044,-0.18577655348892186,-0.49618647059715715,-0.4047412348419454,0.6033767209084949,-0.47865690050042065,-0.2677855952440261,-0.525018851903809,-0.08433188250306492,-0.47787841443238493,-0.006898555034246008,-0.18388448935463744,-0.018486518298853307,-0.84061966980655,-0.31697012998528395,0.41875844933173717,-0.161536435504028
mark,-0.07168022356500812,0.059218524535207956,-0.29031256160531826,-0.2600750329771677,-0.45514480958165954,0.5825725154851631,0.08526850220116745,0.8977462465024049,0.20351110198669103,-0.3935816456176876,-0.27316133442668794,-0.2563077400939584,-0.3447592266146786,0.18947334169813085,0.47787091986797486,-0.5869462703481743,0.48669744539964416,-0.07784873839754188,0.08094294860821077,0.3990394077677401,0.08799909444705373,0.5279014855386617,1.0,-0.3646892099054082,0.48669744539964416,0.67818722976997,-0.12701375356764677,-0.1834871765253638,-0.41388852111543034,0.433882219135194,-0.36664019399404485,-0.5662676865246274,-0.4361400806412025,-0.09803330288490866,-0.8266050607562534,0.0031469606033615247,-0.11962395044694148,0.6664572283538821,-0.8323176018642054,0.2079663456088908,-0.40296341215306986,-0.4511388002760743,-0.309451023158091,0.053237152774445,0.07687346138704888,0.424788143778821,-0.48692879334121875,-0.5368405041320087,0.45079189049632107,0.11413671169118231
det,-0.3690163123888913,0.454220415828664,0.6564719352734185,0.3543625580834468,0.26429796892203267,-0.7240436250489507,-0.3959591725398105,-0.22628772614437737,-0.6029903554023194,-0.17144260829959063,0.8865303137835442,0.036273121846942806,-0.18855345558718536,0.19366138024908833,-0.28162914920031656,-0.20242397226821943,-0.42257013058178466,0.8080884695983279,-0.44189488440877356,-0.389007703185635,0.4606001318122807,-0.3076271895473256,-0.3646892099054082,1.0,-0.42257013058178466,-0.26870646452435454,-0.29371419108979363,0.6707345737135584,-0.09873965006962399,-0.7293301397786437,0.15019322048360612,0.0686198147199363,0.16844606323246705,0.33375080418680086,0.07803136517641532,-0.10895268962529772,-0.4101018934645075,-0.6571426706065759,0.11738533529798671,0.16738132416892923,0.5218921114377351,0.5329916103229337,0.857573042045305,-0.2044390168275083,0.1728457459087852,0.47226956285141386,0.09681500700751972,0.5830011892221537,-0.40770538302763704,0.45668134826908346
advcl:pred,-0.0115013945145244,-0.09680851124512488,-0.2569163877612161,-0.6677094204156644,0.2604779465264038,0.8377557340292001,0.5747296533289076,0.48418284176078213,0.5996860310692045,-0.3099039602650014,-0.5466968888009266,-0.32703785278583947,-0.4467807210516856,-0.7164734128119741,0.2034885706653939,-0.1398999687280757,1.0,-0.4165837438665121,-0.14285714285714288,0.28348053545123614,-0.042924306556575184,0.7991162507029479,0.48669744539964416,-0.42257013058178466,1.0,0.12584452218728076,0.15602585828020854,-0.35422232529109277,0.18595759586361726,0.7904030826097876,-0.5643935426753909,-0.47088312345526057,-0.25379058758286394,0.3129017348723027,-0.26113362890879227,-0.6101970037777531,-0.2753657207374965,0.7491548351534205,-0.5101209228676461,-0.316628638578183,-0.5555027655893415,-0.27745216716741483,-0.4098773389430324,0.4256725336418431,0.19261942944908902,-0.3416523953757169,-0.6424946082093274,-0.6386743491011352,0.5664856909983786,-0.10214143900704811
csubj,0.12247557460204185,-0.20204540831566423,-0.1896558796695584,-0.07435140823451257,-0.5464691149397861,0.5035963521196956,0.13981838478736672,0.7364380458198156,0.01146012610778243,-0.0790231011805777,-0.2936750639907431,-0.566549263619755,0.03979844240695071,0.3495748174031986,0.17395049570831592,-0.46504471360509314,0.12584452218728076,-0.0564717852103195,0.18915089928832213,-0.049270091498431236,-0.14476814202152646,0.48814683627691435,0.67818722976997,-0.26870646452435454,0.12584452218728076,1.0,0.248576921190032,0.0917254562711632,-0.15555428293983944,0.46374726703298597,0.09551755865119381,-0.007883687150903661,-0.536209505662631,0.2389825319839793,-0.33468263468888204,0.253494203829301,0.21445442435276413,0.18332470725273584,-0.400846078599787,-0.13722141171549826,-0.17059888652981228,-0.15756786829369399,-0.22288801018958027,-0.49767930556770323,0.0051589434715906225,0.48070590261713225,-0.6462663728786257,-0.3427362450733926,0.3130251628318528,-0.12086754408949801
xcomp,0.703999127119256,-0.7690941681123215,-0.23236242013136635,-0.44627006766038146,-0.3520176245357409,0.4373120001481384,-0.052066457753901896,-0.22807641484484914,0.6143278573565419,0.5828796542583595,-0.3370961575937978,0.13996076915137776,0.5637552859979866,-0.08139050728830556,-0.1773656767524678,-0.16042551276630987,0.15602585828020854,-0.18277300341706923,0.3341730738774916,0.30403341981207166,-0.7624228461546717,0.11433773071271568,-0.12701375356764677,-0.29371419108979363,0.15602585828020854,0.248576921190032,1.0,-0.03702621524807482,0.21764674802859008,0.509699868917322,-0.18162227184600127,-0.03480263767357724,-0.10501802749199306,0.09872968943023344,0.2638090959279064,-0.048933407131923616,0.5016863623289533,-0.05596083585006008,0.42191176525245544,-0.2802892712673438,-0.3506503450920618,-0.40637025908941693,-0.256594333999325,0.2134302644890071,0.4657650599971449,-0.2493788921947371,-0.40921512409613714,-0.5710003448786559,0.6380848585946975,-0.7856202697096162
obl,-0.5702080851867576,0.5655418874482578,0.8034213950285685,0.2540320919834332,0.16438416363708833,-0.38996777519684994,-0.5224875624028761,0.09354936593225373,-0.6667199459755709,-0.38687309829335476,0.7560001561710167,-0.14499511638510232,0.22650715074935612,0.38926413158775025,0.02847335872735759,-0.45721510795816933,-0.35422232529109277,0.862092954899406,-0.04877904977628211,-0.3256043414655007,0.5669024278465945,-0.33853939394137517,-0.1834871765253638,0.6707345737135584,-0.35422232529109277,0.0917254562711632,-0.03702621524807482,1.0,-0.5182956936374488,-0.41115838372910635,-0.18267654920906784,0.252994197310897,0.47622658328971185,0.22410418528132894,0.02499868262756921,-0.0013169650302792496,0.06883866038839141,-0.5538444724726256,-0.07743434125990971,-0.34941173448363094,0.5244173303162736,0.3863846124466991,0.8601087836159432,-0.4084778972523944,0.472362162335839,0.4263303026229569,0.027704417675808106,0.16421356048724892,-0.17301751361100928,0.5780573352159907
