,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
ADP,0.7455575648666407,-0.8916419288070077,-0.6894842205969814,0.28680304291803543,-0.9994287985061443,-0.8465415570757134,-0.17919360662717104,-0.5005462861434847,0.05902557433002564,0.968279052779831,1.0,-0.6197695498411648,0.9641229045568339,-0.21130083109388287,-0.9857441651290076,0.0192136656534699,0.9896657603925817,-0.6850575677735143,0.3990293855433606,-0.5458662260897844,-0.760466281804596,-0.20437392702057255,0.16896522184282073,0.8807883346464892,0.3990293855433606,-0.8812173552859363,-0.35669383791065623,0.3966294212499255,0.9166057951349489,0.3990293855433606,0.9916351707754821,0.45095389166216243,0.9969913935746492,-0.7848060460846008,0.48689156779966974,0.5945770286967316,-0.35299363440326814,-0.1857480838997808,0.8178974999586879,0.24282220951735822,0.5569836759053607,0.839211579988413,-0.2332097930009252,-0.9165057795353537,0.5296589039992265,0.5429893872577938,0.5945770286967316,-0.7848060460846008,0.12623713793778785,-0.9940623221904922,-0.7312128979069634,-0.8386713713698681
PROPN,0.06093844641489978,0.19730846444297323,0.995740826320087,0.5740629579887222,0.6459370132013033,0.10690246485844608,-0.6610224726687276,0.9896184047012084,-0.8199978189259821,-0.7962048504249494,-0.6197695498411648,1.0,-0.8058598050505276,0.8980221042856473,0.4788934506985556,0.7727309432055607,-0.7258975711283545,0.9962841781485583,0.47229198783909204,0.9958599557922491,-0.038307072747367034,-0.6415546060039699,-0.8782197467128117,-0.1742826276763138,0.47229198783909204,0.175175485804402,-0.5120938462908748,-0.9662337935202796,-0.25433388268313145,0.47229198783909204,-0.7158792306032908,-0.9799441628946612,-0.6787353318060879,3.580000245555589e-05,0.38371864164168734,-0.9994972948729465,-0.5154892596542511,0.8862475851338283,-0.05537162131110278,-0.911789724352175,-0.9969829123639182,-0.9468872026889681,-0.6186082501252105,0.8819527472594283,0.3373956306487783,-0.9955423388797271,-0.9994972948729465,3.580000245555589e-05,0.7002677269924852,0.5306954826679064,0.9885232660424684,0.09236002563552295
PRON,0.5418981289824051,-0.7394693989726104,-0.857017683906354,0.022209056552513092,-0.972543190954311,-0.6748617290028776,0.08839487727456864,-0.712396216780878,0.3219013354351738,0.999869918050768,0.9641229045568339,-0.8058598050505276,1.0,-0.4631825121903929,-0.9057152137061768,-0.2468829197625502,0.9922241172223307,-0.8538616387828629,0.1413064031867002,-0.7487005882556871,-0.5608016603618425,0.06281166048885274,0.4245427719957325,0.723491961671451,0.1413064031867002,-0.7241176634277195,-0.09590179885690023,0.6260827304226196,0.777593295787629,0.1413064031867002,0.9903212611656459,0.6717072280440125,0.9817983709809182,-0.5921352373136489,0.23755724672647005,0.7866824242346147,-0.09196154470377949,-0.43992061092869994,0.6358197510759682,0.49162182089092293,0.757468364026055,0.9534595576398353,0.03329378247280036,-0.9898124099897295,0.2854934341127699,0.7464226259526208,0.7866824242346147,-0.5921352373136489,-0.1416245165932959,-0.9295133681720221,-0.8860599094752243,-0.6640047667542549
NUM,0.49385677392737964,-0.2541141927227603,0.8536353617276429,0.8757574736278905,0.24421171500102976,-0.34142843188391925,-0.9237366134016926,0.9519288260977775,-0.9881890662386924,-0.4488276617129312,-0.21130083109388287,0.8980221042856473,-0.4631825121903929,1.0,0.0438363662253229,0.9731807804982306,-0.3492729818932377,0.8567936720166227,0.8119194204853497,0.9342960738723702,-0.47402801935613625,-0.9136061646083335,-0.9990702204011132,0.27670754185101354,0.8119194204853497,-0.2758360272694939,-0.837757919277359,-0.9810599655864586,0.19708577185988632,0.8119194204853497,-0.33569143352834335,-0.9676814218749664,-0.28642729397310657,-0.4399181888746443,0.7508599861619358,-0.9115189461182056,-0.8399124523723375,0.9996601313906667,0.3895504332152607,-0.9994761881428746,-0.9294622277818189,-0.7088526135919597,-0.9011926793705265,0.5846478234361813,0.7171416790196876,-0.9355132507326385,-0.9115189461182056,-0.4399181888746443,0.9429277858513383,0.10369083603461676,0.821253017284472,-0.3551285043306852
ADJ,-0.8470585062913106,0.9551050589746742,0.5577906394688421,-0.443897248417019,0.9794951228353702,0.9240372830885987,0.34216683534710435,0.3477539376734817,0.10977365832429273,-0.9124342961158735,-0.9857441651290076,0.4788934506985556,-0.9057152137061768,0.0438363662253229,1.0,-0.18715982428837002,-0.9514311388124238,0.5527224176220213,-0.5476167614313293,0.39711148336044216,0.8588836813239681,0.36616023630232236,-0.0007244693568623381,-0.9479005852381506,-0.5476167614313293,0.9481890739264696,0.5087926599458069,-0.23652417001127768,-0.9708043042819814,-0.5476167614313293,-0.9557820047075889,-0.29435308947192024,-0.9697369123885863,0.8778901772851593,-0.6269115566285748,-0.4508204290549632,0.5053814955460878,0.0177769724522554,-0.9030433205467774,-0.07614507167506245,-0.4093069058072475,-0.7357521083791834,0.3934970357510492,0.8361361665967606,-0.6648205835985364,-0.3939614952437462,-0.4508204290549632,0.8778901772851593,-0.2913426533927815,0.9981989125479499,0.6060164569847811,0.918351332751806
advmod:emph,0.6806431023708225,-0.46978941869564417,0.710919478970942,0.9633232625034461,0.014585696307048986,-0.5484895390824674,-0.9870751841078482,0.8559326369298135,-0.9969380955325803,-0.23122100267489007,0.0192136656534699,0.7727309432055607,-0.2468829197625502,0.9731807804982306,-0.18715982428837002,1.0,-0.12435187680649208,0.7151919895246152,0.9244356891685794,0.8272295810443518,-0.6638688906110939,-0.9826389631666975,-0.9821936270354847,0.4903459628705555,0.9244356891685794,-0.4895554529288863,-0.9409022760663363,-0.9101886500597529,0.41732977227430995,0.9244356891685794,-0.10999564077176983,-0.8837180056156075,-0.05834216090876934,-0.6347060511819591,0.8826561522315308,-0.7924662245100059,-0.9422353089009436,0.9788471108294836,0.590972551196617,-0.9652262297017454,-0.8196684278866941,-0.5275803254277904,-0.9767277513201044,0.3823381651419541,0.8582308415298433,-0.8291517259798492,-0.7924662245100059,-0.6347060511819591,0.9942424486764843,-0.12789171615994993,0.66797411774059,-0.560651209298591
obl:arg,0.64228948388495,-0.8175073508123639,-0.7862189052533006,0.14646971814922252,-0.9939463899237999,-0.7614616118132769,-0.03626931364464488,-0.6195106359316326,0.20155903343035547,0.9941025365459017,0.9896657603925817,-0.7258975711283545,0.9922241172223307,-0.3492729818932377,-0.9514311388124238,-0.12435187680649208,1.0,-0.7824385634984949,0.2634227933265702,-0.660370523159049,-0.6594909696338441,-0.061895044527353595,0.3085508398261143,0.803787793770219,0.2634227933265702,-0.8043269379066003,-0.2190464538652459,0.5241627107357036,0.8498057843462098,0.2634227933265702,0.9998955146166117,0.5742790588324841,0.9978030062168308,-0.6878288045350244,0.3566111199915034,0.703726407106104,-0.21518310930810308,-0.3247265538806386,0.7269417264353988,0.3794146307472187,0.6703192980276645,0.9085170498623701,-0.09136016010854825,-0.964394845891119,0.4025574152659328,0.6577911606778717,0.703726407106104,-0.6878288045350244,-0.017313746827771304,-0.9681864836332865,-0.8214721162208773,-0.7519068453465464
flat,-0.025254787529176172,0.28100903468478583,0.9999814317309593,0.5014082062247306,0.7092852726581697,0.19213854749103887,-0.5939395529415425,0.9735630139787896,-0.7676547099733909,-0.8453553837987557,-0.6850575677735143,0.9962841781485583,-0.8538616387828629,0.8567936720166227,0.5527224176220213,0.7151919895246152,-0.7824385634984949,1.0,0.3946211877656422,0.9843305202554603,0.047898915736573636,-0.5731047367608189,-0.8337656352396715,-0.25844377277459724,0.3946211877656422,0.25931966676858687,-0.4362140938764202,-0.9404513951570446,-0.336683530532565,0.3946211877656422,-0.7733550037313428,-0.9591401696435307,-0.7394633731562956,0.08616252899563395,0.302758956009382,-0.9930527560338693,-0.4397720263588968,0.843059463887477,-0.14116059775825246,-0.8730330430894353,-0.9865930190112225,-0.9710642000915445,-0.5486397725560042,0.9192704163915882,0.2550652923308126,-0.983719965511843,-0.9930527560338693,0.08616252899563395,0.6361813850573858,0.6017214170892883,0.9978611628849073,0.17777556036042033
conj:expl,0.908584760764841,-0.7709270816223877,0.389014474040907,0.9928600140237246,-0.3678138783190321,-0.8259018870683803,-0.9735999361097902,0.5940696328778274,-0.8917864912642773,0.15725525360997503,0.3990293855433606,0.47229198783909204,0.1413064031867002,0.8119194204853497,-0.5476167614313293,0.9244356891685794,0.2634227933265702,0.3946211877656422,1.0,0.5504604415672048,-0.8988873161516496,-0.9791354303558824,-0.8363323256231426,0.785639989267938,1.0,-0.7850786387936163,-0.9989544962294165,-0.6834629900836151,0.7323373778672153,1.0,0.2773401537885692,-0.6384667564389482,0.32675485257418224,-0.8814252495642234,0.9951950494747396,-0.5,-0.9987657418922548,0.8268620863312101,0.8539382896719058,-0.7926017246087613,-0.5392857631484579,-0.16376550196739875,-0.9847124552312584,0.0010821805669278092,0.9891062362466241,-0.55332050544732,-0.5,-0.8814252495642234,0.9599750462829516,-0.49643415364753846,0.3337132962941366,-0.8340536903981041
nsubj,0.15141798338780937,0.10737781377594656,0.9832376772099481,0.6461168702213119,0.573870008583591,0.016080028082727852,-0.7264946607367387,0.9985855901978598,-0.8686315556702845,-0.7379110996631167,-0.5458662260897844,0.9958599557922491,-0.7487005882556871,0.9342960738723702,0.39711148336044216,0.8272295810443518,-0.660370523159049,0.9843305202554603,0.5504604415672048,1.0,-0.12898252149694472,-0.7086264584303291,-0.9180578339134396,-0.08405150345355522,0.5504604415672048,0.0849550679457989,-0.5880511011425128,-0.9856556647278512,-0.16536930508964812,0.5504604415672048,-0.6494463543499176,-0.994001151840993,-0.6091693661192892,-0.09086510969787966,0.4660723427490944,-0.9982412695942193,-0.5912476139216551,0.9246847908606861,0.03561892260137349,-0.9453439448011944,-0.9999111979686329,-0.9137364629889991,-0.6874678749557172,0.8354564560491776,0.4215694061330977,-0.9999941186532336,-0.9982412695942193,-0.09086510969787966,0.7622608523376754,0.45145429712776675,0.9706984760328174,0.0014654286337416147
root,-0.999743278225418,0.972063589851092,0.0539849788996657,-0.8402008389169249,0.7380864355576184,0.9894446125757224,0.7751371826704333,-0.1815238078217873,0.6033582529767068,-0.5740827785751058,-0.760466281804596,-0.038307072747367034,-0.5608016603618425,-0.47402801935613625,0.8588836813239681,-0.6638688906110939,-0.6594909696338441,0.047898915736573636,-0.8988873161516496,-0.12898252149694472,1.0,0.7910904228279845,0.51154832679541,-0.9772966621877108,-0.8988873161516496,0.9771041299869477,0.877915878466386,0.2944914127981022,-0.9566638391485942,-0.8988873161516496,-0.6702883999033261,0.23666479946823485,-0.7078435818383255,0.9992646426879213,-0.937471394161793,0.06996876477422184,0.8760139753827728,-0.49682140989055007,-0.9956118309798844,0.4452839768573957,0.11575586423026367,-0.2850573942750553,0.8088199611364603,0.43720684863184056,-0.9535966343462595,0.13238278768901535,0.06996876477422184,0.9992646426879213,-0.7401815485898137,0.826611077912955,0.11309038636718155,0.9914567877077557
advcl,-0.8047471149283806,0.625413588821948,-0.5681002143134469,-0.9963842459306662,0.17117586951410188,0.6940978711860594,0.9996708679288504,-0.745138537379987,0.9651228772904,0.04670626590158567,-0.20437392702057255,-0.6415546060039699,0.06281166048885274,-0.9136061646083335,0.36616023630232236,-0.9826389631666975,-0.061895044527353595,-0.5731047367608189,-0.9791354303558824,-0.7086264584303291,0.7910904228279845,1.0,0.9302862994373963,-0.6435259408977005,-0.9791354303558824,0.642831583530173,0.9874015483579393,0.8175422250867401,-0.5786840856361978,-0.9791354303558824,-0.07631630504915321,0.7815449396252365,-0.1278827783102233,0.7670543992114124,-0.9545340990226542,0.6655516825339223,0.9880200672571849,-0.9238955466176209,-0.7303766100091614,0.8999688931411781,0.6991605528254339,0.3608139254181397,0.9995633389401771,-0.20426826419675098,-0.9385559281055957,0.7110422127778838,0.6655516825339223,0.7670543992114124,-0.996861421760049,0.309675931138221,-0.5183102728381304,0.7045446317721675
mark,-0.530885851026185,0.2955753003015349,-0.8303855724790619,-0.8957558684232974,-0.2021774355483985,0.3816328295171787,0.9393910803144364,-0.937837526470763,0.9938768221982348,0.40988415732797207,0.16896522184282073,-0.8782197467128117,0.4245427719957325,-0.9990702204011132,-0.0007244693568623381,-0.9821936270354847,0.3085508398261143,-0.8337656352396715,-0.8363323256231426,-0.9180578339134396,0.51154832679541,0.9302862994373963,1.0,-0.31787948050009956,-0.8363323256231426,0.31701957703530076,0.8605202616550697,0.9717967048963866,-0.23916950789386057,-0.8363323256231426,0.29476846930819595,0.9559097389247558,0.2448547297262949,0.4782258923360008,-0.7786360486469706,0.8929410366605768,0.8625296616675494,-0.9998545936249137,-0.42889514640158866,0.9971516527033923,0.9126930559140546,0.677783791599097,0.9190405672118763,-0.5491275440166634,-0.746521235194529,0.9194121164131954,0.8929410366605768,0.4782258923360008,-0.9564074434403491,-0.0607142396868408,-0.7958909381846292,0.3951007087124492
det,0.9722451276527609,-0.9997254258227073,-0.26432588726512374,0.7062306070698826,-0.8642831271256974,-0.9976841276169486,-0.623677521633177,-0.03095292079555361,-0.42069558389244904,0.7345322762299517,0.8807883346464892,-0.1742826276763138,0.723491961671451,0.27670754185101354,-0.9479005852381506,0.4903459628705555,0.803787793770219,-0.25844377277459724,0.785639989267938,-0.08405150345355522,-0.9772966621877108,-0.6435259408977005,-0.31787948050009956,1.0,0.785639989267938,-0.999999588849659,-0.7565351035160026,-0.08532576424913715,0.996641384208283,0.785639989267938,0.8123035860238522,-0.0254352980996349,0.8414355108196865,-0.9847019102988929,0.8424417789419364,0.14297600707498892,-0.7539409987902969,0.3016651456806841,0.992835277859309,-0.24546345331779248,0.0973234039960873,0.4816705355944312,-0.66586230607405,-0.6178333650307428,0.8681538172474191,0.08063347202006495,0.14297600707498892,-0.9847019102988929,0.5809103610977756,-0.9270821941836166,-0.3210391285467928,-0.996583513117875
advcl:pred,0.908584760764841,-0.7709270816223877,0.389014474040907,0.9928600140237246,-0.3678138783190321,-0.8259018870683803,-0.9735999361097902,0.5940696328778274,-0.8917864912642773,0.15725525360997503,0.3990293855433606,0.47229198783909204,0.1413064031867002,0.8119194204853497,-0.5476167614313293,0.9244356891685794,0.2634227933265702,0.3946211877656422,1.0,0.5504604415672048,-0.8988873161516496,-0.9791354303558824,-0.8363323256231426,0.785639989267938,1.0,-0.7850786387936163,-0.9989544962294165,-0.6834629900836151,0.7323373778672153,1.0,0.2773401537885692,-0.6384667564389482,0.32675485257418224,-0.8814252495642234,0.9951950494747396,-0.5,-0.9987657418922548,0.8268620863312101,0.8539382896719058,-0.7926017246087613,-0.5392857631484579,-0.16376550196739875,-0.9847124552312584,0.0010821805669278092,0.9891062362466241,-0.55332050544732,-0.5,-0.8814252495642234,0.9599750462829516,-0.49643415364753846,0.3337132962941366,-0.8340536903981041
csubj,-0.972032567016504,0.999746263384731,0.26520033440441587,-0.7055883131705928,0.8647389012504069,0.9976220386065247,0.622968430050692,0.03185928143628732,0.41987275313165157,-0.7351473102442068,-0.8812173552859363,0.175175485804402,-0.7241176634277195,-0.2758360272694939,0.9481890739264696,-0.4895554529288863,-0.8043269379066003,0.25931966676858687,-0.7850786387936163,0.0849550679457989,0.9771041299869477,0.642831583530173,0.31701957703530076,-0.999999588849659,-0.7850786387936163,1.0,0.7559417826624908,0.08442222832875951,-0.9967152328200458,-0.7850786387936163,-0.8128321339921627,0.024528773151151817,-0.8419251653414802,0.9845434965469968,-0.8419528559283987,-0.14387343975650624,0.7533449685080196,-0.3008004583874406,-0.9927265142301962,0.2445842875457024,-0.0982258670618061,-0.48246502079102005,0.6651854859367686,0.6185461422493487,-0.8677034158905628,-0.08153729400803068,-0.14387343975650624,0.9845434965469968,-0.5801720100873062,0.9274217373008297,0.3218978033911021,0.9965082090491776
xcomp,-0.8885394090387446,0.7410037497313279,-0.43072239888756764,-0.9972751739517384,0.32491843359516387,0.7992633244542828,0.9830171262716911,-0.6302227678461729,0.9115384359426814,-0.11194405406605255,-0.35669383791065623,-0.5120938462908748,-0.09590179885690023,-0.837757919277359,0.5087926599458069,-0.9409022760663363,-0.2190464538652459,-0.4362140938764202,-0.9989544962294165,-0.5880511011425128,0.877915878466386,0.9874015483579393,0.8605202616550697,-0.7565351035160026,-0.9989544962294165,0.7559417826624908,1.0,0.7161201238248961,-0.7004420577724408,-0.9989544962294165,-0.23312795163786,0.6729842075682034,-0.28320701498059264,0.858911170342707,-0.9896784526563512,0.5390681037164053,0.9999921680962016,-0.8517082590109537,-0.8292562804874243,0.8196476621053453,0.5772200735047243,0.20869267423634819,0.9916460301475777,-0.04679660465213457,-0.9813426308701009,0.5908216439226245,0.5390681037164053,0.858911170342707,-0.9717756623662333,0.45623060407608806,-0.37645931685632733,0.8079611617373749
