,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,vocative,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.009779652497916914,-0.2572288924913715,-0.4259499962925496,0.3602889600122607,0.17278744917625424,0.11750811873529765,0.4699804420727543,-0.5974684630999181,0.5084312050326852,0.07040864156821294,1.0,0.25863715935890913,0.16048341984226033,-0.7869942259144896,0.4552926950041734,-0.08231526264277593,-0.1674330809819368,-0.011777536567441611,0.23288105331416198,-0.19948000788968714,0.5643281778609568,0.52412258508427,-0.5943428875097561,-0.6711600492094111,0.04274596208524068,0.00021227365403282108,0.2219662713970167,-0.4152658273630989,-0.6711600492094111,0.2880127107331146,-0.35937242648132384,-0.66921332901984,-0.3194876515240636,-0.4166711026311291,-0.1793730589628802,-0.2217631414552072,0.040148378260033216,-0.8275409201422763,-0.404243152549392,0.03408178716488871,0.9737799101068549,-0.21046008643934003,-0.4792324160144822,-0.19066257459292088,-0.38743464275186323,0.0763876143563712,-0.13509796818620703,0.5753345741324932,0.1295811093139793,0.2805083266603761,0.7162862237636303,-0.08445056627859296
PROPN,-0.2541683469033557,0.5017756382328931,-0.25748470470219115,-0.5051262081807818,0.10679355273082394,-0.6344519328830612,0.3543430060958188,0.5791511580192397,-0.5697597327798284,-0.840628641824188,0.25863715935890913,1.0,-0.15322593368321838,-0.07888937332754117,0.6657314286398477,0.4965703816609742,-0.07223202908001342,0.48851820988387884,-0.031426724698222955,0.3593763762419453,-0.09493165804903995,-0.5017673648572026,0.4939295324982097,-0.04010531472342833,-0.17442360406319643,-0.8031687882654516,-0.178005723544717,0.6307251192558586,-0.04010531472342833,0.05184203679105879,-0.41407314130755307,0.008321351706735949,-0.5370602975374056,0.2907871696642561,0.2102876868056742,-0.4148601276488539,0.4432151164864316,-0.12686450127590634,0.373909415965383,-0.3980384136021415,0.28154583706185954,-0.791096448694757,-0.8584226258512615,-0.8695830536328198,0.10515801969057278,0.49147703357906103,-0.8950546662415654,-0.32358732050875233,0.7341072718859257,-0.3638612577777395,0.12865199120781018,0.5906385888465518
PRON,0.12899471841944976,-0.378958368891938,-0.36978872377290206,-0.10223740022067473,-0.7081262777844113,0.8168469289035084,-0.20863358721070296,-0.33714648088772003,0.36288802084048183,0.39358667193947283,0.16048341984226033,-0.15322593368321838,1.0,-0.2552711767240462,-0.5540091961399062,-0.8548994289454319,0.6806753981767601,0.2077902517088584,0.8521385639744061,-0.17625028888314653,0.7762279739190363,0.4023332076519165,-0.3301397838204386,-0.07099922883279758,0.18411277829127262,-0.09546412582398618,-0.14168907056006214,-0.6664289832706104,-0.07099922883279758,-0.26395730396250294,-0.39553299517615226,0.2545039449897256,-0.4332440733684454,-0.706944760129982,-0.7814517576051229,0.6657274755213489,0.28366486563631704,-0.148942459105551,0.03367349949728981,0.6901604105194468,0.03809265938976477,0.26025753074075375,-0.0711855630248637,0.05891100142169221,-0.44286403949872066,-0.2556304497640932,0.053986146146156315,0.519590378204618,0.12748040360192017,-0.09485171139264931,-0.03915744876044256,-0.28133547857213553
NUM,0.5159402281991876,-0.1323199108236152,0.799575453673915,-0.22923742824742085,0.21049144558511487,-0.15546308314579801,-0.5089034556983472,0.5169094055583396,-0.41839454898058265,-0.40864083997068446,-0.7869942259144896,-0.07888937332754117,-0.2552711767240462,1.0,-0.30162376955432574,0.12920396193853254,0.18905496705995306,0.0531679119153528,-0.07643547810182677,-0.303021438658142,-0.5659660287442051,-0.3506269462353725,0.5223431080383913,0.9608102433830998,0.1337864700374148,0.1699149164912239,-0.305207831416129,0.5648531501638426,0.9608102433830998,-0.5710733134068484,0.6413749098772994,0.8088443398757511,0.47441511722923313,0.13737022937189874,-0.047426256995960335,0.014915703778389322,-0.3235674969992629,0.9473945244332184,0.7995698818640523,-0.3501879500116818,-0.852011309761018,-0.24812458958576342,0.5171255672244641,-0.10518884707443832,0.8107121453770221,-0.48299980592842723,0.02143536659300079,-0.5215636927919886,0.1670737589201588,0.09879902732036527,-0.18966817329104657,-0.2845242812466893
ADJ,-0.35480085411594475,0.4310880791437157,-0.32880944152565866,0.20158877945129305,0.6529418858277473,-0.7775971797030324,0.2103747843362398,0.3106356081577778,-0.44617208413241893,-0.6088401140317171,0.4552926950041734,0.6657314286398477,-0.5540091961399062,-0.30162376955432574,1.0,0.5497690549462012,-0.767665246401264,0.4420476283227346,-0.5823019243725613,0.3193173507670067,-0.40932994232881564,-0.4460264705546725,0.3510810986857455,-0.4108416350645356,-0.5861677379448668,-0.4803538280727126,0.4844816274067993,0.5071995925397501,-0.4108416350645356,0.10173070779090918,-0.006359998553203334,-0.603396257146964,0.023140340532408803,0.5154823001583263,0.371455038064184,-0.9062030316876044,0.392538045832512,-0.2697593195023418,-0.11970051122917312,-0.7466488118216815,0.5804893928646505,-0.4126687953205217,-0.5429335622115937,-0.6624804089457722,-0.1125195100012863,0.5319380391001173,-0.688733337779682,-0.4352392711234201,0.5068551745859452,0.15685086340963988,0.42655762504185185,0.49471887097841105
advmod:emph,-0.2988184713642153,0.6111499068584706,0.2146466216522758,-0.36310097925161516,0.37208433493309934,-0.8746628984786226,0.5680905699372704,0.4688207960543786,-0.42243722591248534,-0.5344045955359641,-0.08231526264277593,0.4965703816609742,-0.8548994289454319,0.12920396193853254,0.5497690549462012,1.0,-0.3815260091955099,-0.237416444676142,-0.6233605161597267,0.394468511235548,-0.5326422259132998,-0.4457239051580323,0.3567260685014152,0.024086598752504483,0.03237085948814065,-0.2190127124690461,-0.23420284839479685,0.7431882169245251,0.024086598752504483,0.513270738741468,-0.0730035281304116,-0.1345381272910584,-0.08221913894580485,0.6866685942387449,0.8928630684287104,-0.4570183042095547,-0.18032507634149306,-0.04579964966582966,0.04931363202885759,-0.46442443690530133,0.019824693228046763,-0.5320719012163614,-0.36255785157120485,-0.2029190975759959,0.4232605987186769,0.4934392219838192,-0.2507786351229769,-0.3913498208763219,-0.041611113803824255,-0.3522446358575073,-0.14126508446529634,0.5627761973996468
obl:arg,0.3599331698532053,-0.31603331342354773,0.20853700337497236,-0.5949345301158645,-0.7631521258636317,0.6220341792921067,0.12409837190086358,-0.1486187628504857,0.3322154722703365,0.18689938703161688,-0.1674330809819368,-0.07223202908001342,0.6806753981767601,0.18905496705995306,-0.767665246401264,-0.3815260091955099,1.0,-0.27140692999778004,0.8742801009869297,-0.270932501030537,0.6517671896956274,0.3971058302222251,-0.2780785633491217,0.4133746241156954,0.7489158056835761,0.07693989601087677,-0.8044605129541127,-0.3077129243279182,0.4133746241156954,-0.03265281896588977,-0.38916897124916056,0.7095633849923554,-0.5311450707169885,-0.633556887131757,-0.40616785143983125,0.8910953395806804,-0.2510405180586938,0.07585397936035002,0.39940555843852293,0.7306364377776373,-0.3436009385285478,-0.14972415384183888,-0.02766789688083257,0.19073863240848074,0.2035312658512987,-0.38664124723506604,0.24069252772684707,0.525624373514183,-0.09868663515549984,-0.4148956782990062,-0.27634861505176433,-0.2916932359217516
flat,-0.18712351894777532,0.22127525635085912,-0.4314939636118694,0.07381042241776206,0.16953687983417515,-0.2388082374529373,-0.5615424588466691,0.5352604203229099,-0.6576357147509415,-0.5264775157494146,-0.011777536567441611,0.48851820988387884,0.2077902517088584,0.0531679119153528,0.4420476283227346,-0.237416444676142,-0.27140692999778004,1.0,-0.07309063476828871,0.23534289989270712,-0.2655106943766148,-0.6063900674837179,0.6529856873700941,-0.0011788085265916166,-0.7659993068710205,-0.6967413950550875,0.5032539796241858,0.318027320507579,-0.0011788085265916166,-0.644266101068938,0.08967801237783775,0.012735743083156207,0.036421356728829325,0.21265909052839482,-0.38184362487498813,-0.47438318865083495,0.8320753190130556,0.2881135223182722,0.30715798610804457,-0.47212376361357866,0.03388992440493836,-0.09973138337346006,-0.28603228962673216,-0.7892258722867945,-0.2726713993435184,0.21587699955850814,-0.8205248877650061,-0.5896889279439151,0.8749243647429817,0.14474861408167888,0.1444429833970044,0.2679072493055678
nsubj,0.4674462123529102,-0.5610754844911234,0.017246305074049596,-0.2651899934477062,-0.6029413524281771,0.7639762248763292,0.04643592062200899,-0.4027182331789225,0.5089167548954265,0.20904326684605543,0.23288105331416198,-0.031426724698222955,0.8521385639744061,-0.07643547810182677,-0.5823019243725613,-0.6233605161597267,0.8742801009869297,-0.07309063476828871,1.0,-0.4679041473739583,0.8448719556790103,0.5952160169854025,-0.46994355111718095,0.18705344968520954,0.6033225881845904,0.09079049089165439,-0.5209545389595643,-0.5287332095077011,0.18705344968520954,-0.1825742978166114,-0.36324778883287445,0.4535132576479979,-0.49727497322538805,-0.8804410104746463,-0.7110954217860959,0.7233813377794639,-0.13032689358573635,-0.13550968523668577,0.3004344667216327,0.6495505254779094,0.035690056826971454,-0.14903254954997575,-0.09861152111264801,0.02759742750170784,-0.005595281024198743,-0.48892268438746794,0.13110846782052477,0.6852957106250412,0.10303231239224876,-0.0876278877550036,0.1394096611180418,-0.46534635185324774
root,-0.9649032672169795,0.9589006975116493,-0.6433165934505213,-0.4277961330535175,-0.3119823583033221,-0.5128052638728925,0.26239296032424053,0.5530044054558932,-0.5807139639107627,-0.09700396690349282,-0.19948000788968714,0.3593763762419453,-0.17625028888314653,-0.303021438658142,0.3193173507670067,0.394468511235548,-0.270932501030537,0.23534289989270712,-0.4679041473739583,1.0,-0.2591024236376894,-0.6730111760987417,0.5027310456347569,-0.44514597197664485,-0.46780335949705276,-0.7212909404325096,0.11077220419344104,0.30841630457183433,-0.44514597197664485,0.46443389714838895,-0.539426462130436,-0.2784510254227589,-0.41178797573504133,0.7615690312768535,0.6124796531993418,-0.13206336312594633,0.6592762038662766,-0.19851277686841284,-0.37343133945681933,0.03756807052521977,-0.017300318280468685,0.17360667355629683,-0.5348378738783094,-0.11757432636641098,-0.488113722560173,0.9528687087696759,-0.40166913976024077,-0.4269457322535355,0.0020134212302123167,-0.7165903563921586,-0.6751801931434944,0.958706483795439
advcl,0.14293089865446404,-0.4210036375801469,-0.3106427830624555,-0.1039228483646506,-0.6256029661978528,0.7412548704175765,0.3762110273468056,-0.6768995136784707,0.733481395595777,0.4837359393860541,0.5643281778609568,-0.09493165804903995,0.7762279739190363,-0.5659660287442051,-0.40932994232881564,-0.5326422259132998,0.6517671896956274,-0.2655106943766148,0.8448719556790103,-0.2591024236376894,1.0,0.7567504736743864,-0.7515950539430387,-0.32992696497602486,0.5448045861166931,0.11974015803266758,-0.34500454308798884,-0.7711878263482771,-0.32992696497602486,0.25068925723243496,-0.6191772623634911,-0.042029735366079075,-0.6290981081429603,-0.8055020314856087,-0.4781973377385553,0.6645491919971411,-0.08807508830339254,-0.6236729494870374,-0.22384122391045252,0.7873626740925438,0.4330266543345792,0.04857127724825697,-0.2674380256800939,0.23364003973934297,-0.37026388804584387,-0.18923707932823247,0.25515461412178814,0.9092023100091414,-0.17150464233547172,-0.14500261490607166,0.16402562074542903,-0.27999986925905385
mark,0.5144681909268664,-0.7769455293873978,0.16181081340169978,0.33635189221050094,-0.16666740935046764,0.7513860932574147,0.25738323577317923,-0.9513549327792381,0.9878977863154632,0.6308922800761056,0.52412258508427,-0.5017673648572026,0.4023332076519165,-0.3506269462353725,-0.4460264705546725,-0.4457239051580323,0.3971058302222251,-0.6063900674837179,0.5952160169854025,-0.6730111760987417,0.7567504736743864,1.0,-0.9715272155972731,-0.16911078499278995,0.6522465677853544,0.7161129849436105,-0.19784048322646916,-0.8040292818436208,-0.16911078499278995,0.19201090903102067,-0.07711336241728899,-0.1289761227880991,-0.06315818701428977,-0.8479279212996268,-0.406926978260563,0.4916327947610606,-0.6060326084189214,-0.47348421326719137,-0.27407403849207157,0.5540066967813202,0.38244645467315064,0.14778287432874232,0.25510452248443416,0.5413384798892886,-0.05024329582046656,-0.5778501378002451,0.6799507766076295,0.9365598278239146,-0.4810542263391932,0.335271797795612,0.4359757645719442,-0.7069250546809462
det,-0.3124387752620043,0.6277505435010349,-0.009008935204674317,-0.3525900449903276,0.18440612765251935,-0.6730072560184737,-0.38537831077892853,0.9737616205655687,-0.9908506961916221,-0.7045377875782652,-0.5943428875097561,0.4939295324982097,-0.3301397838204386,0.5223431080383913,0.3510810986857455,0.3567260685014152,-0.2780785633491217,0.6529856873700941,-0.46994355111718095,0.5027310456347569,-0.7515950539430387,-0.9715272155972731,1.0,0.37129305387420314,-0.5795241604246568,-0.6636530055873587,0.12314539888443182,0.8331518454520421,0.37129305387420314,-0.3799618616288964,0.19193686046488906,0.3186115585296456,0.12324877254190665,0.724970367492217,0.24921053362678705,-0.4432739126017288,0.5381016506363924,0.6357931524088436,0.48073803671265325,-0.582648869638568,-0.49596796888826405,-0.23133869343684074,-0.16323367015896267,-0.6028345554737642,0.20122559802164994,0.3844836813888878,-0.6867485602433734,-0.9463023603347204,0.5794181019052529,-0.2515217976840583,-0.37127407415958436,0.5486012113606478
advcl:pred,0.6567702986009437,-0.28288145191761105,0.825309565258146,-0.31263918093132376,0.08432583919980376,0.009819600372627498,-0.424765821571122,0.3951691944547037,-0.263804098251009,-0.39026473867080275,-0.6711600492094111,-0.04010531472342833,-0.07099922883279758,0.9608102433830998,-0.4108416350645356,0.024086598752504483,0.4133746241156954,-0.0011788085265916166,0.18705344968520954,-0.44514597197664485,-0.32992696497602486,-0.16911078499278995,0.37129305387420314,1.0,0.3343791447268074,0.19943753862170366,-0.476400524149193,0.44867311748421446,1.0,-0.5751502902746524,0.5252543705017471,0.9070669012225414,0.3156539219662921,-0.10262122356336388,-0.2,0.18062607233776146,-0.3995991677664231,0.8681960347151033,0.8849861591092226,-0.2,-0.7919942116684126,-0.3588026742046336,0.4468086447997272,-0.12044413165825502,0.8464490492474221,-0.6070752608607628,0.043837418520615,-0.31312047410990335,0.1981520915126988,0.07412204462405221,-0.10676044950871613,-0.40298470021527216
csubj,0.50531319161842,-0.42112193338287823,0.5244002547980383,-0.39754181729793325,-0.38148855573077906,0.4191673967307075,0.4960934214742343,-0.4170919105496893,0.6093678542444954,0.22801356173181225,0.04274596208524068,-0.17442360406319643,0.18411277829127262,0.1337864700374148,-0.5861677379448668,0.03237085948814065,0.7489158056835761,-0.7659993068710205,0.6033225881845904,-0.46780335949705276,0.5448045861166931,0.6522465677853544,-0.5795241604246568,0.3343791447268074,1.0,0.48744206414079505,-0.8559245512614749,-0.2570737005360629,0.3343791447268074,0.3275236994780003,-0.2296498308250942,0.439289911742815,-0.33828116687843324,-0.5805182444782022,-0.027421531199726165,0.6930175492771978,-0.7707372046820319,-0.13621841657633432,0.21166687573718201,0.563328308512471,-0.12125962523532102,-0.3014963340553467,0.07911195795572958,0.42218038479126146,0.4790848123799805,-0.4614054126060958,0.5407206783047166,0.6902298391290673,-0.447934365172387,-0.2302773387324057,-0.02442583684152252,-0.41800098814648556
xcomp,0.6284658006751618,-0.7361518360351409,0.6161610462341589,0.5195413992141289,0.21878166246547842,0.48994218297790804,-0.09072963575274698,-0.7028527868856462,0.7304340321968659,0.57065941806173,0.00021227365403282108,-0.8031687882654516,-0.09546412582398618,0.1699149164912239,-0.4803538280727126,-0.2190127124690461,0.07693989601087677,-0.6967413950550875,0.09079049089165439,-0.7212909404325096,0.11974015803266758,0.7161129849436105,-0.6636530055873587,0.19943753862170366,0.48744206414079505,1.0,-0.03801942586085119,-0.4677106642832217,0.19943753862170366,-0.0005899548719328412,0.5264006548335776,0.01571590226500231,0.5588275451868806,-0.4608199097236477,-0.15126840243219375,0.25288216667856095,-0.8446708656321458,0.056985379974063194,-0.14866181375070006,0.17614291014807018,-0.08727212203388209,0.306960934232292,0.7881738536735693,0.7199847642755264,0.317204118670606,-0.7268563279095301,0.8851402350061716,0.4717820530749211,-0.6581663598440026,0.5536694033870655,0.28267506456804137,-0.8057026475363999
obl,-0.2581932323340937,0.014279094968595488,-0.4287946229740152,0.8051811606932747,0.5217161734697539,-0.12491170995811814,-0.4902022036027416,-0.08128034923075551,-0.14382556684416292,0.11017769495487015,0.2219662713970167,-0.178005723544717,-0.14168907056006214,-0.305207831416129,0.4844816274067993,-0.23420284839479685,-0.8044605129541127,0.5032539796241858,-0.5209545389595643,0.11077220419344104,-0.34500454308798884,-0.19784048322646916,0.12314539888443182,-0.476400524149193,-0.8559245512614749,-0.03801942586085119,1.0,-0.12373869695836616,-0.476400524149193,-0.2911948138165746,0.39509503321301576,-0.6601807797873736,0.5506108899206426,0.2671318639483669,-0.13604113107973087,-0.6505980985155332,0.46944019133217674,-0.058990790767919556,-0.44862657216639334,-0.46711176898151996,0.35077339139214786,0.48939074850150216,0.18923685799849563,-0.12565969984903097,-0.5328817998736095,0.164625521064623,-0.1682897741338072,-0.340514787732364,0.1830184806829551,0.5985083446460598,0.3370871365557839,0.02635844709501612
