,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
NUM,-0.9800909279375264,0.8788787889750275,0.020846413734688866,0.6030244249902525,0.421024834147402,-0.7877510277065267,0.22925310935002244,-0.6613718745659981,-0.9352843816436223,-0.5797420265089714,-0.14161067348384923,0.9323488063008118,1.0,-0.0866818429793962,-0.12284975736654294,0.8245155276513685,0.66997484702069,0.8318524987168774,0.8623515724372448,0.9412969080229568,-0.6227089818237681,-0.814850763577625,0.9327661402173759,-0.7963573068562249,-0.6694028446734945,-0.019791074582873387,0.11599115414852562,-0.38325954145798774,-0.07493080677891811,-0.6926006740337719,-0.5313938884380175,0.8057169451461831,0.8465077074629231,-0.9099786867882873,0.4359168589501057,0.6812671468007996,-0.5165558621913826,0.03943561491826587,-0.4070852459060785,0.4370393890969872,-0.5408737962812997,-0.29241258615388943,0.45312802144046543,-0.6319416195974461,0.8494148393312672,0.2797689666579624,0.8915834203798328,0.7338247319358455,-0.05697581282523751,0.9391644965585264
ADJ,-0.08935821668393486,-0.0586751382285992,0.3527569755165286,0.6523726821724409,-0.5250169007573514,-0.0702601232194795,-0.872283885824822,0.2536915890830179,0.2905261818350831,-0.36283531638768735,-0.5959737661756,-0.36505811090189233,-0.0866818429793962,1.0,-0.017561475308199445,-0.6184320800103892,-0.6412959751268809,0.3230474107909753,0.05015685822421802,-0.2817292366197666,0.790240422733298,0.4189315370583403,0.10319037567926868,0.5741506520522591,0.5684938119980932,-0.7814068077158527,-0.5991223573506502,-0.5494581693430757,-0.9470178063878699,0.019380724772310242,0.3747213550474216,0.34012944047363874,-0.07171758248423778,0.3269988462022975,0.8302711684989749,-0.17968469437732512,0.12652625930965936,0.049819743544635385,-0.57385126884325,-0.7656387487715025,0.5475332104179476,-0.925083487751216,0.13717275947096216,-0.4938170357554147,-0.47177102637532187,0.9051204072546493,-0.23967821420324947,0.5429860962395802,-0.9600009102051826,-0.11094203872111057
advmod:emph,0.21845155095365826,-0.5813853637539832,-0.9394747027169116,0.27183607362583023,0.7191458575386493,0.6960154859312834,-0.46427571785144023,-0.6422545821583863,0.391349875882974,0.7787687671054614,0.8076852717691165,0.11385275796200399,-0.12284975736654294,-0.017561475308199445,1.0,0.05006552430138472,0.38714973686006715,-0.4985189337942754,-0.5961164968263498,-0.379082675804481,-0.19937265838126286,-0.36847853912897977,0.18725465269420807,-0.24364599475581297,-0.46589312547570194,0.6375678115533334,-0.7892095987757755,-0.6455117457997619,-0.24130811559883159,0.8006612718886071,-0.718082093538195,0.31196126944036806,-0.6321665928202452,0.433618321957456,0.14525094834352414,-0.7964552487113744,0.9066470359560952,0.98347304414892,0.7404553625608409,-0.553564386791352,-0.6168716197067219,-0.002402868971867358,-0.9273841853118675,0.6342334611653097,0.24885715111533746,0.16425064283378377,-0.5240453684826063,-0.40624838729255786,0.27456171812911995,-0.45399238198035063
obl:arg,-0.6991879891397071,0.6497362855592977,-0.30611961593347936,0.15937396245649005,0.720833439655814,-0.4910071659582326,0.5952601894684719,-0.7526032814939863,-0.8476143156952713,-0.15432847696031674,0.3251240047721523,0.9557855540815108,0.8245155276513685,-0.6184320800103892,0.05006552430138472,1.0,0.9363182497894146,0.41496059970604876,0.5750294158243077,0.8492679026423428,-0.9543727841781376,-0.9271053118588738,0.7100305561260184,-0.9801262018214935,-0.9068950642349067,0.4998418545476415,0.3110152672822878,-0.09275350858611221,0.42538963496395815,-0.4500622581887717,-0.7260852504979918,0.4967102849766534,0.6241609586193274,-0.8416445177315187,-0.08812758420710556,0.5293585388149591,-0.3542773091893023,0.13977596715148655,0.09294396168403779,0.6895743051763301,-0.8142043995909839,0.27366847876555217,0.1567605711393706,-0.14405283071967426,0.9669550321032704,-0.25044901584029394,0.7667786118749037,0.22951043195505502,0.5179426333002878,0.7437855649902348
flat,-0.5113620939267799,0.3609051927088012,-0.6209113400358174,0.15834238839343112,0.9175074449095528,-0.17240599067529833,0.4426566760091549,-0.8888752353793203,-0.6197396101487066,0.17453827218871712,0.6182826250650729,0.8930665009388602,0.66997484702069,-0.6412959751268809,0.38714973686006715,0.9363182497894146,1.0,0.14789570693986406,0.2804118685841305,0.6243992599200525,-0.9671782041575493,-0.9616851598017785,0.6580928671943681,-0.9809055929671467,-0.9940211312227375,0.728973526859502,0.05953275783984421,-0.2407192461464183,0.3823605746766219,-0.11136365595769493,-0.9053520534766207,0.49337221753706606,0.32312395271338284,-0.6041190584807321,-0.11520652199903204,0.1977334134889841,-0.005020347338561014,0.4506493113506607,0.3949850929063629,0.4809032336973679,-0.9644809512118305,0.3325293684826029,-0.1989546364914134,0.1479567506693238,0.9603852227123955,-0.2551342828064319,0.49988638533504215,-0.0023451464579363167,0.6393699452607706,0.49035649132586506
conj:expl,-0.9211220827880493,0.9231273178481857,0.5211927182280791,0.6389783996041905,-0.14048998903891277,-0.9434033197662207,0.031458583461644915,-0.1910499701691953,-0.8051340179452633,-0.9190076061311017,-0.6624561071429765,0.5761963962582045,0.8318524987168774,0.3230474107909753,-0.4985189337942754,0.41496059970604876,0.14789570693986406,1.0,0.9575041298072176,0.8086525158980972,-0.12509886547763852,-0.359673193853927,0.7290371749121224,-0.3333333333333333,-0.14479092157207846,-0.5680871104101926,0.17175730842612624,-0.2733038115073293,-0.3333333333333332,-0.8718905952356922,-0.008301751583966632,0.6680977791244661,0.9114932107010194,-0.7868754470105763,0.6207820563634161,0.7989402217075002,-0.7280102399944158,-0.3333333333333333,-0.8445658899585463,0.2775020204839753,0.011227140445274038,-0.5960850096581836,0.7863411884738136,-0.9558060337465049,0.41428277095866517,0.5146916039042043,0.841020913166762,0.9688937626300065,-0.5255499391096686,0.9023213787176692
nsubj,-0.913154009205548,0.9939569661783184,0.5209068207867259,0.4277452167848918,-0.07272766605184873,-0.9911230810588837,0.31805047061603864,-0.1906198020429454,-0.9198283238312952,-0.895995929141195,-0.5809052807933768,0.659298703360413,0.8623515724372448,0.05015685822421802,-0.5961164968263498,0.5750294158243077,0.2804118685841305,0.9575041298072176,1.0,0.9196237764113823,-0.3182667910206923,-0.43204139436451916,0.6756901000369461,-0.4614125565002407,-0.24914941949093422,-0.41868394274422316,0.4173755808048946,-0.05316818928821734,-0.04734177213674698,-0.9556523126921336,-0.03414286992953401,0.5374392781516665,0.9913469551381257,-0.9161215349995235,0.37465484658627335,0.9264560781817199,-0.8532579007468926,-0.44874980117022994,-0.7605659805496976,0.5427010621470733,-0.07256107843244328,-0.33946668246084416,0.8415343313230572,-0.881517968790174,0.5133268066925891,0.24694573248944013,0.9556746657405978,0.8569368211872153,-0.28931675373943844,0.9740291278997267
root,-0.9128649423924129,0.9530889141241629,0.20159537212098688,0.3254539174701036,0.2878006670487573,-0.8763733593897393,0.5135789417483747,-0.4658066543851666,-0.9998487045728447,-0.6526986164847435,-0.22204352909760053,0.8746834203359812,0.9412969080229568,-0.2817292366197666,-0.379082675804481,0.8492679026423428,0.6243992599200525,0.8086525158980972,0.9196237764113823,1.0,-0.6648999219491984,-0.7118108078007234,0.7569180576797994,-0.762005874786919,-0.5871091549326023,-0.028321402659686225,0.44448333619418634,-0.049322826334586393,0.1976671024176199,-0.8391241767215217,-0.3547944559598682,0.5601762954473869,0.9409123768184822,-0.9965359434124407,0.17416613863571284,0.8614637753758643,-0.7339479631134831,-0.2443137435287981,-0.4444425159844279,0.7004990973545993,-0.42709732447223075,-0.06572245248576723,0.6279721221402952,-0.6321743242459117,0.7863370882605909,0.014394008572732351,0.9866154023796085,0.6501575757679829,0.07527786422146338,0.9828224115138858
advcl,0.4568817783199278,-0.41178268943442603,0.4901556046992278,0.05241922148519263,-0.8206851292340651,0.23354224500820991,-0.6558514421255495,0.7434979758994364,0.6646304563441398,-0.12569079420835988,-0.5632942690960828,-0.8485166146685176,-0.6227089818237681,0.790240422733298,-0.19937265838126286,-0.9543727841781376,-0.9671782041575493,-0.12509886547763852,-0.3182667910206923,-0.6648999219491984,1.0,0.8846231850836737,-0.5238628752821888,0.9553608473046229,0.9337684312387394,-0.7273983030130857,-0.30412045598915366,-0.009878267139016678,-0.5887711063725903,0.2160498503695784,0.7752351654586599,-0.3070747959353416,-0.3890794346392214,0.6655161332656173,0.3146130662860804,-0.32818182108027755,0.1632689956961098,-0.24149087545439407,-0.37276838953248265,-0.6771666255294085,0.8815424152320684,-0.5060490017330038,0.07326065990005307,-0.15360657417335194,-0.9128658267882737,0.4569287112039308,-0.5670860214256345,0.07045798564609664,-0.7425583623931884,-0.5187950279635466
mark,0.6940649908415361,-0.4895884188366771,0.5394319353818718,-0.41465439879829924,-0.8673348314229248,0.3158145645538611,-0.27138809575671635,0.9424470978451306,0.7039962087954431,0.003127040047169246,-0.4583525989576496,-0.9621607714601297,-0.814850763577625,0.4189315370583403,-0.36847853912897977,-0.9271053118588738,-0.9616851598017785,-0.359673193853927,-0.43204139436451916,-0.7118108078007234,0.8846231850836737,1.0,-0.8386028008621152,0.9786452618808907,0.973320239385676,-0.5443550943004685,0.06776535537166418,0.43834780975683363,-0.1441700216983649,0.21711434099385027,0.90910938485148,-0.7096340858190642,-0.4430404331330674,0.6752830250599264,-0.15473545251879037,-0.2636550427241073,0.055519714023844945,-0.4748020463285985,-0.19579467180465457,-0.36888902443916277,0.9282825533010541,-0.0648125815077235,0.0966529695196299,0.0702585489933403,-0.9912207463656604,-0.006707923010436287,-0.5881444894675136,-0.24578751968700668,-0.4041295753777339,-0.6174261058987085
det,-0.9174717622187166,0.6754678725842838,-0.20401126801943678,0.8073364361404375,0.538332954491141,-0.5747232263539523,-0.08787233826361632,-0.804509573155568,-0.7454409191250172,-0.4002497014200313,-0.0036785423183647746,0.8856998129293336,0.9327661402173759,0.10319037567926868,0.18725465269420807,0.7100305561260184,0.6580928671943681,0.7290371749121224,0.6756901000369461,0.7569180576797994,-0.5238628752821888,-0.8386028008621152,1.0,-0.7512200100488539,-0.6962444509294334,0.02755862470809966,-0.24808237385396495,-0.6868244345810797,-0.3333360699702547,-0.430649120669558,-0.6762427563867769,0.9594344724693431,0.6251073247723569,-0.7001642048555126,0.6373116171285426,0.38961651564895494,-0.20283654065727352,0.3555189051069863,-0.2826317174527993,0.11026920788317657,-0.6204485749079104,-0.46938666433534,0.18494128229663012,-0.5223706850005982,0.8251569298919592,0.5035187771109004,0.670741291409039,0.7037186552566324,-0.1571505916197028,0.7646219961935832
advcl:pred,0.6608417144406005,-0.5337913650246304,0.47193624540716955,-0.2432398597491429,-0.8355410460040559,0.35893916121887254,-0.46337897680854745,0.8652664486578588,0.7575489353033595,0.0201538043133908,-0.45374068782391,-0.9603782282511262,-0.7963573068562249,0.5741506520522591,-0.24364599475581297,-0.9801262018214935,-0.9809055929671467,-0.3333333333333333,-0.4614125565002407,-0.762005874786919,0.9553608473046229,0.9786452618808907,-0.7512200100488539,1.0,0.9702616521206299,-0.586528237705762,-0.12900816199002635,0.24438620794105623,-0.33333333333333326,0.29339033894640903,0.8477368259435116,-0.573458866380733,-0.49772687664408466,0.7416266304403253,0.020363253389697328,-0.3658621186227984,0.17191787067792139,-0.3333333333333333,-0.20958394503076344,-0.545390807001993,0.907939087549557,-0.22913240853940942,0.0170471502081419,0.04421400294960332,-0.9927160634709679,0.175399782961189,-0.6533480187556991,-0.17632193411832647,-0.5255499391096687,-0.6501050178954557
csubj,0.5159414908834339,-0.32288529197755694,0.6709748045463546,-0.2396743013934143,-0.943563037218983,0.13326950250077146,-0.34227220113167467,0.9330048759895421,0.5806810998885643,-0.20167655213764143,-0.6371977317737733,-0.8897729561781771,-0.6694028446734945,0.5684938119980932,-0.46589312547570194,-0.9068950642349067,-0.9940211312227375,-0.14479092157207846,-0.24914941949093422,-0.5871091549326023,0.9337684312387394,0.973320239385676,-0.6962444509294334,0.9702616521206299,1.0,-0.72186287626178,0.048669625295528436,0.34139523893515006,-0.28973072046033493,0.055333036984050336,0.9444609386739292,-0.5576354974039146,-0.27943124265087077,0.5584275107567066,0.03348918809656894,-0.12974116728894397,-0.07063775730078338,-0.5357400100882165,-0.40579313099554537,-0.38459697364358914,0.9823676039624906,-0.2576660144050274,0.25738800856516925,-0.15249126529940435,-0.958764641485944,0.1687051361661065,-0.45308478654486234,-0.01718089850719991,-0.5883710917841177,-0.4598037206956752
xcomp,0.21491592848933375,-0.3257299366799545,-0.8573921287880012,-0.3400322537657838,0.8485664259550142,0.4956483790293882,0.38137027506336946,-0.5889554423225782,0.02911459691904282,0.7707524754453005,0.9641472076001089,0.34303313245658007,-0.019791074582873387,-0.7814068077158527,0.6375678115533334,0.4998418545476415,0.728973526859502,-0.5680871104101926,-0.41868394274422316,-0.028321402659686225,-0.7273983030130857,-0.5443550943004685,0.02755862470809966,-0.586528237705762,-0.72186287626178,1.0,-0.030544464707678246,0.02570361068678728,0.5809610040759601,0.49070946948206745,-0.7308538453642371,-0.07625100818337635,-0.3469665451627104,0.027048448033327285,-0.5543928967129945,-0.3643247156017124,0.47228214231865473,0.5736543440399945,0.9079072024984881,0.24139478366383016,-0.8010245864328206,0.7150327073794044,-0.6879573080779721,0.782301680356503,0.510264877252546,-0.5987111071531921,-0.15053228067073823,-0.6792783289669224,0.9120644165081079,-0.20668828982699566
obl,-0.0851138687558114,0.47200850984844384,0.5376046753267045,-0.6426803001661879,-0.2701991051643587,-0.48805759729110654,0.9028610402835179,0.3843017262179017,-0.4599926434032445,-0.3818346812706714,-0.2772837271780177,0.09960960634777076,0.11599115414852562,-0.5991223573506502,-0.7892095987757755,0.3110152672822878,0.05953275783984421,0.17175730842612624,0.4173755808048946,0.44448333619418634,-0.30412045598915366,0.06776535537166418,-0.24808237385396495,-0.12900816199002635,0.048669625295528436,-0.030544464707678246,1.0,0.8718918167570395,0.7805842504490362,-0.6309493716204639,0.36598778570744916,-0.4898474007487048,0.5220749154890049,-0.5173965896102481,-0.6444383630001836,0.7267872061363774,-0.7886430160827972,-0.8233333968851363,-0.22720521764583912,0.9014209300281862,0.178388533735033,0.5827552943210466,0.6450838134301636,-0.1829277420553891,0.059785189530470746,-0.7001965235285679,0.5369875213619834,-0.03448690004482044,0.3729234944115363,0.3995525355795982
nmod,0.4108838352198674,-0.006327879120971189,0.4517364971678922,-0.9085096790317622,-0.4200448892455626,-0.04573025270905352,0.7443063556849248,0.6555368104472875,0.03198488097051607,-0.0366928909196615,-0.14566050153942345,-0.3492159667932138,-0.38325954145798774,-0.5494581693430757,-0.6455117457997619,-0.09275350858611221,-0.2407192461464183,-0.2733038115073293,-0.05316818928821734,-0.049322826334586393,-0.009878267139016678,0.43834780975683363,-0.6868244345810797,0.24438620794105623,0.34139523893515006,0.02570361068678728,0.8718918167570395,1.0,0.7885697845947364,-0.22550430091755003,0.568477204374102,-0.8540160480715151,0.05516692632040077,-0.0339056518911882,-0.837737653327145,0.3258137494442807,-0.459304594023922,-0.7596521810284633,0.028573686108758947,0.6348800091456919,0.39551971397041635,0.7171442038446771,0.3472962896284188,0.17441797357659047,-0.3381707075641613,-0.8150133859012557,0.05566204637418757,-0.4220130174403201,0.4153002610941614,-0.09798955838021048
