,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.17748647227880412,0.1800248150378602,-0.151142474701396,0.5940547923354051,0.4065470251464571,-0.3627758069049752,-0.184926833735558,0.42690266192689,-0.427464954581206,0.07135298245761622,1.0,0.25143545839884457,-0.5237411089021121,-0.4721012745763848,-0.13074359414374231,0.6634255742307277,-0.24313899809827227,-0.290239219594321,-0.23708513029708317,-0.4625854293152337,0.16632832783097248,0.020971398083478116,0.3949827528398694,-0.5014504612282072,-0.43718834393925404,0.14037255026021295,-0.07067170370357874,0.47769933731279196,0.2439589336902459,-0.15131090795428848,-0.28072526898495936,0.03040134319628052,0.3531633867415656,-0.2857465674981831,-0.6801784553025838,-0.413423974441003,-0.43169103521456714,0.10066168337470398,0.12761100344926224,-0.5352585977622598,-0.36171633356019395,0.29008104136269647,0.0347499494222782,-0.14632542755887867,-0.35571408308843094,-0.5118003649794168,0.43659409507835273,0.5501187576475274,0.1888817679652024
PRON,0.5895544939829337,-0.5436654889233782,-0.13594363128386133,0.536910827555769,-0.24546379441552313,-0.40578533397391214,-0.38889096563249004,0.6700399260363168,-0.21867630880729216,0.8827734853492952,0.25143545839884457,1.0,-0.7322182383191359,-0.1590511201389795,-0.13049768992925082,0.7392760008691481,-0.5514804315823977,0.2533711833626082,0.19854528531027082,0.458632338400474,-0.5015548835225541,0.500677179180916,0.6591747896591219,-0.8329832456164756,0.24035707109429105,0.2683519518218523,-0.4746907973585752,0.5251679723082964,-0.4826714546150082,-0.4888855655181063,0.054193833855463724,0.5227716038080314,0.6954628237699825,-0.6074976518361811,0.059135845247449685,-0.6151539550554819,-0.4890555799808628,0.8955375031276133,-0.0511929180402148,0.1716125707827672,-0.3204688153568338,-0.2840572508530556,0.0038864726900452516,0.18951071822905274,0.055388884206866495,-0.11431959585977622,0.4800227475724812,0.3671985404758468,-0.5836338570748341
NUM,-0.3467968420224824,0.23126769955209672,-0.08800851969976284,-0.3850048955804819,0.29098384584992876,0.33157197782388387,0.219720442611424,-0.7408568795219008,0.4531673807235294,-0.5036764297870383,-0.5237411089021121,-0.7322182383191359,1.0,0.10262667725081731,-0.003094268507549018,-0.5092476299763328,0.6384107799092494,-0.07411847423401131,-0.28037366274118,-0.09775540059428141,0.24338294529220764,-0.19410309478947685,-0.7214838367341924,0.7146114479539888,-0.09156158298893231,-0.05410765110888561,0.2195216102113786,-0.3168725277222867,0.39646874940739113,0.25692414393755353,0.15317494960794015,-0.3748418480085983,-0.71792998455754,0.2790082754296595,0.27866014297531283,0.933705748225327,0.5219458132963172,-0.5315856070104813,-0.2546382952474957,0.042565630046200134,0.568217805454564,-0.2553711594008264,-0.5068327943597626,-0.11310779940030456,0.07621180194298857,0.2590290319183551,-0.12951847456273943,-0.2677601341978953,0.2464486459407911
ADJ,-0.13790719134334722,0.13382846962907338,0.027937107208054313,-0.7512245127514073,-0.7667026750630486,0.8041039110094991,0.614244263283879,-0.6087686489054436,-0.5268025617284721,0.019324283536521384,-0.4721012745763848,-0.1590511201389795,0.10262667725081731,1.0,0.10231574768909858,-0.47836004498386686,-0.35658268008735566,-0.3189856693950391,0.2944342897514756,0.512592240735597,0.10708308130172374,-0.4415658095103282,-0.5698271598358772,0.5100955523573117,0.08078171309503675,-0.5972043779812005,-0.11557135468961806,-0.3797386182994974,-0.05947792794733867,0.6750258385164968,0.7718089814632838,-0.3571886121340597,-0.02184112160601052,-0.014037684044156735,0.777967685255284,0.060619926436710075,0.7653777015321173,-0.0021300113788495943,-0.5681637466557096,-0.15586705356011962,-0.15741807936233793,0.35267695941959654,0.24661482360823478,-0.5418338087981895,0.22581639649682678,0.46224063334923554,-0.8266175640131305,-0.7146091449556983,0.13116990837822776
advmod:emph,-0.5709853767891787,0.665727977655147,-0.27137504433889986,0.12303474568756362,-0.4187275770870859,0.2198058147749132,-0.3935250750826724,-0.22943848532542077,0.20370597220923906,-0.40268315700225077,-0.13074359414374231,-0.13049768992925082,-0.003094268507549018,0.10231574768909858,1.0,-0.46922043462020663,0.1706939586336164,-0.6220527453379531,-0.6051599244750118,0.45831820952591434,0.6710634519609872,-0.22889184940587762,-0.2726569082360322,-0.1982406801118439,-0.3045608134066658,-0.5525504507468336,-0.22790686506360253,-0.8259535512941539,-0.023890858015421956,0.3255684718684151,-0.3696050968274032,0.22253709587995532,-0.43290876265112493,0.6741907984092855,-0.2077763769987787,0.07276416416858102,0.24149200417327643,-0.3804754799901401,-0.3261770147570279,-0.35091615083856337,-0.3540686145343584,0.14234909899076037,-0.24171187174320033,0.23124899015574132,-0.45624126217132055,-0.5653083713487446,-0.38920569300720004,-0.4199094017367423,0.6110205590340725
obl:arg,0.3819021489004987,-0.4201641121623193,-0.2740401560706061,0.7245828098931981,0.31517911437624657,-0.5712262296272663,-0.3292646421891237,0.6122166546823596,-0.24666918838187152,0.7278742535125369,0.6634255742307277,0.7392760008691481,-0.5092476299763328,-0.47836004498386686,-0.46922043462020663,1.0,-0.31215439477415,0.20267068126465335,0.07781756002190465,-0.09096624303343098,-0.3857637789546321,0.4437978664468976,0.5931848068876117,-0.701685014065002,-0.12168722798145709,0.4125652233355296,-0.18858457955457336,0.8370822520912811,-0.130620046875103,-0.5574461213644331,0.031000306406182912,0.17405452942293514,0.6599223022602677,-0.8012668711696506,-0.2065455784631754,-0.36712790086730934,-0.6217736270228983,0.7423888485679095,0.029532878319629415,-0.11417119502322229,-0.11869114987100018,-0.31294536707764337,-0.15342480000241893,-0.014177492892339267,0.020186449941142406,-0.24109317161701838,0.8084399422846656,0.6234280984036309,-0.420611482221572
aux,-0.4872581468683214,0.44493719536865867,-0.4312661596961446,0.1230995508637438,0.29696042770939357,0.015936438584335477,-0.4607414851907258,-0.3607125942577523,0.8120478293249886,-0.47856451752934337,-0.24313899809827227,-0.5514804315823977,0.6384107799092494,-0.35658268008735566,0.1706939586336164,-0.31215439477415,1.0,0.15265613819724838,-0.14285714285714282,-0.350976393026362,0.48363721813106825,-0.35173283685358275,-0.42226068388433996,0.3184270424812498,-0.3762985684061792,-0.1780652104004174,0.4660033747479638,-0.2874316040990614,-0.14186707921687403,0.10925445035995345,-0.30351198634009663,-0.21764932886491417,-0.6578333347571509,0.42295538968596885,-0.14931722416531099,0.7554712348397299,-0.10264990872301553,-0.4582312016140309,0.17922061151734364,-0.017962150430847278,0.15880319935132226,-0.554212761133798,-0.47608489035802076,0.4998214177236114,-0.2920127809115312,-0.35935284275466217,0.18307373301612712,-0.14285714285714285,0.46982616073509975
flat,0.7266703628912904,-0.7253917377595679,0.2873336617158758,0.004008895323364587,0.20502862616240256,-0.41649707081377546,-0.1309170107770391,0.47411952836056903,0.4415577534429715,0.37709508977828166,-0.290239219594321,0.2533711833626082,-0.07411847423401131,-0.3189856693950391,-0.6220527453379531,0.20267068126465335,0.15265613819724838,1.0,0.6940414407847172,-0.253613474264099,-0.7005588513214731,0.33725206840497374,0.4823845488515359,-0.011842793705244402,0.5614984471026407,0.5631742769760436,0.27404577032530525,0.49512096746680095,-0.5096362842280886,-0.5347870511692918,-0.08134559375071557,0.20389175479159757,0.2631464526712265,-0.24495715170996465,0.12363044842964864,-0.12780758996142197,-0.5465614504257396,0.3721227859933904,0.6862723711657768,0.8153860264378898,0.2782057052480587,-0.5051797872147887,0.254030204564472,0.5012916781139449,0.3540965414742965,0.38143953081549925,0.41687300791320603,0.32675276918183743,-0.6939652543489971
conj:expl,0.49055043164445894,-0.47591802825646207,0.15045303488379227,-0.3261867878814473,-0.30773620597361123,0.05272722620838143,0.223849630411138,0.19908914090650479,-0.1299685804259384,0.4289196146004536,-0.23708513029708317,0.19854528531027082,-0.28037366274118,0.2944342897514756,-0.6051599244750118,0.07781756002190465,-0.14285714285714282,0.6940414407847172,1.0,-0.13013687844904462,-0.48382515198942233,-0.11576351307738456,0.20773203459003317,0.20732404075483782,0.31367391096468317,-0.002051107485643175,0.3764367179390466,0.3505004233743294,-0.6197269667445785,-0.040693151091137796,0.44002751197635104,-0.21764932886491423,0.4685540974065049,-0.3740001562559053,0.46912697019547983,-0.28974166746477625,-0.23759005175850478,0.42863133133181425,0.38980427769421544,0.4078170540939987,-0.055749687121895944,-0.14581732952983725,0.601013233499739,0.05258302312093322,0.4242016126818271,0.433439664123718,-0.09463107458530186,-0.14285714285714288,-0.42446234168124
nsubj,0.12211185858441793,-0.08929460543379653,-0.2213625284771869,-0.05898710925590745,-0.7252924197380421,0.29096578346389157,-0.09570370154925677,-0.1650783013156717,-0.11816843293877052,0.42811680961116466,-0.4625854293152337,0.458632338400474,-0.09775540059428141,0.512592240735597,0.45831820952591434,-0.09096624303343098,-0.350976393026362,-0.253613474264099,-0.13013687844904462,1.0,-0.054980609868722566,0.15079922180959313,-0.15439736252059563,-0.26494608051794255,0.17765047669283718,-0.31017148712555,-0.5620153740287843,-0.3245667790078067,-0.2745141044542957,0.1163242013065281,0.36235091771443784,0.2816915801677776,0.07522827788077938,-0.09709934431977647,0.5739644488243554,-0.04371133768964072,0.366626411006925,0.41763540054073006,-0.6754663844986251,0.02394700545475457,-0.17239687539797965,-0.16081159020809607,-0.24885033848922924,-0.05794444180493002,0.08145202164940873,0.06910636209511085,-0.2639838544164392,-0.404953313949703,-0.15580734382813746
root,-0.9833274370675047,0.994757907868307,-0.5469539969483793,0.04300829063285948,-0.17786055651317298,0.47926259002440197,-0.2647400383443246,-0.5773088496505016,0.07652335152887552,-0.6275527933409502,0.16632832783097248,-0.5015548835225541,0.24338294529220764,0.10708308130172374,0.6710634519609872,-0.3857637789546321,0.48363721813106825,-0.7005588513214731,-0.48382515198942233,-0.054980609868722566,1.0,-0.7463626303100089,-0.6441401253138189,0.17840826997256803,-0.7153033559835883,-0.7285669795944789,0.05705857108440827,-0.5980373481918084,0.08906683019729987,0.6861767177929452,-0.1564540081362773,-0.24151505666038653,-0.6128245746369845,0.5502462134282409,-0.24432041339613209,0.4247732071826368,0.32976740244750785,-0.5930270619554247,-0.34058779936401506,-0.7152633653071915,-0.462925124401496,0.15043043172187534,-0.36107722992590546,0.042304801360977286,-0.672561641368967,-0.6340292268784202,-0.33839272117825586,-0.3817072809768079,0.9858152672548292
advcl,0.7473263961384219,-0.7439781772068604,0.3379961967253968,0.40310594462362903,0.3832959886776048,-0.7896437934803197,-0.0654707444996385,0.6695666671582762,0.1129330043842811,0.49503249626023815,0.020971398083478116,0.500677179180916,-0.19410309478947685,-0.4415658095103282,-0.22889184940587762,0.4437978664468976,-0.35173283685358275,0.33725206840497374,-0.11576351307738456,0.15079922180959313,-0.7463626303100089,1.0,0.7148516589391078,-0.5169782185450685,0.38383623119831295,0.6974249380619776,-0.0971641521761762,0.343025613815244,0.17464871091894343,-0.9106594011531062,-0.20628529796773104,0.3194764322770014,0.5182679190776673,-0.3838812647365469,-0.11669816650136389,-0.35417901054283923,-0.45572356439201994,0.46720332810429377,0.18362775243899376,0.42393319610184094,0.578512919892641,-0.20580700116142825,0.056579460230045904,-0.0020195123501496313,0.5557375717392281,0.1577077457186297,0.5350845909955784,0.4013203008116254,-0.7592161479462024
mark,0.7126241615374516,-0.634541596338282,0.3553645654094545,0.5271518887599447,0.27154948025054215,-0.8342877728743195,-0.2588544396949553,0.9940063815682108,-0.019662229473163,0.49869294074646037,0.3949827528398694,0.6591747896591219,-0.7214838367341924,-0.5698271598358772,-0.2726569082360322,0.5931848068876117,-0.42226068388433996,0.4823845488515359,0.20773203459003317,-0.15439736252059563,-0.6441401253138189,0.7148516589391078,1.0,-0.7125339214550805,0.33702254357297806,0.6197040548098278,-0.016214480508171696,0.5086504222521487,-0.18806806069272428,-0.8183280861995061,-0.43118050695555576,0.4553570773925442,0.7062657678402011,-0.3166443711950823,-0.4403533470223587,-0.7893248766586193,-0.8088893708724956,0.505670522899216,0.6029353378070083,0.3803391337135929,0.04453350361836464,-0.026262854545850863,0.424868741663327,0.27493285677700585,0.24181465563605134,-0.08493752986946101,0.5419852042778113,0.5784863153488489,-0.635570511251453
det,-0.2852383916510738,0.21269767619351038,0.2404189194457731,-0.847221357967021,-0.0026476260770277368,0.6305592376284996,0.6614055484334309,-0.7529581915406345,0.021247487465772156,-0.5723613232673351,-0.5014504612282072,-0.8329832456164756,0.7146114479539888,0.5100955523573117,-0.1982406801118439,-0.701685014065002,0.3184270424812498,-0.011842793705244402,0.20732404075483782,-0.26494608051794255,0.17840826997256803,-0.5169782185450685,-0.7125339214550805,1.0,0.06951775375435566,-0.22433984150913616,0.3617558492585579,-0.3099731250382605,0.2899289227979912,0.5728757841514985,0.3837799914174263,-0.5496797220377649,-0.5240915117562587,0.3115279208821879,0.41049406549023204,0.5770486920636138,0.65880070953452,-0.6007169401223421,-0.05121823050406298,0.07128380586838286,0.3276317812942117,0.22424478990712096,0.11587635043177884,-0.32645521523050924,0.17622867658473176,0.5562015436806402,-0.592334144008878,-0.43424786272268123,0.25648259720590555
advcl:pred,0.7494929371159538,-0.7177849248222569,0.7687237060775753,-0.42059561280356406,-0.045667059135468833,-0.021368981739965622,0.29103182921630444,0.2679883658042204,0.06838039372629193,0.17234568598109462,-0.43718834393925404,0.24035707109429105,-0.09156158298893231,0.08078171309503675,-0.3045608134066658,-0.12168722798145709,-0.3762985684061792,0.5614984471026407,0.31367391096468317,0.17765047669283718,-0.7153033559835883,0.38383623119831295,0.33702254357297806,0.06951775375435566,1.0,0.6343377945975595,-0.4012563425913815,0.23081485763157455,-0.08603245362659195,-0.22882355660000991,-0.06926754418543604,0.600948903609559,0.05070250332107293,0.043646897632066424,0.18948343117883015,-0.2947845754586635,0.07704417587149538,0.14137210718233667,0.34650221615086607,0.8972226340879028,0.1721752416411224,0.08976277549791382,0.27447766587136485,0.23180314603126304,0.22285811989530543,0.7523556992528453,-0.06661261948603209,0.3433398566796579,-0.7453474687961232
csubj,0.707428426832067,-0.736958260997562,0.5863927857834887,0.1824304452819158,0.6821799920704235,-0.5982346602897164,0.039136956739159325,0.5704219243125649,0.18523578245263037,0.2007498559158154,0.14037255026021295,0.2683519518218523,-0.05410765110888561,-0.5972043779812005,-0.5525504507468336,0.4125652233355296,-0.1780652104004174,0.5631742769760436,-0.002051107485643175,-0.31017148712555,-0.7285669795944789,0.6974249380619776,0.6197040548098278,-0.22433984150913616,0.6343377945975595,1.0,-0.20750780276469644,0.647198306030402,0.24910518753733277,-0.6906059856231098,-0.3743026842737866,0.5013482885767971,0.18399150152884097,-0.23043888019751718,-0.3265997116320334,-0.21592500778000057,-0.38991643985334556,0.17753844520916529,0.5140696470117838,0.6594502123412104,0.42949753914652045,-0.10130129612698982,0.009084100303952332,0.2083956306286305,0.18635309763859967,0.3898912640192583,0.606887197346853,0.8345404410247282,-0.7426951379620066
xcomp,-0.11216341748864789,0.09963213935520315,-0.08851356941778608,-0.03724887657324742,0.2401053317661097,-0.25547659645129916,0.0798249312882681,0.0030426726821952675,0.25411517225177327,-0.2055872047133454,-0.07067170370357874,-0.4746907973585752,0.2195216102113786,-0.11557135468961806,-0.22790686506360253,-0.18858457955457336,0.4660033747479638,0.27404577032530525,0.3764367179390466,-0.5620153740287843,0.05705857108440827,-0.0971641521761762,-0.016214480508171696,0.3617558492585579,-0.4012563425913815,-0.20750780276469644,1.0,-0.14544246027342314,-0.06307189435115239,-0.1588314574469641,0.03540678123973192,-0.7358095004474875,0.11681595147917943,0.029830482747683,-0.014118413313512592,0.1664267064623014,-0.3224229134152476,-0.20287667072836604,0.412092387900436,-0.10017360236404829,0.42754895015320066,-0.14018334889382428,0.3910407986276978,-0.0751106066908728,0.456245348003817,-0.11763379245135928,-0.02469938091577075,-0.3805589799520709,0.18439582455589404
obl,0.5550131837957919,-0.623847395751487,0.07544897414885095,0.323902374924079,0.4364909188914989,-0.400539615231672,-0.0023776660505895582,0.4948787645714949,-0.23167962439127876,0.5949023180482389,0.47769933731279196,0.5251679723082964,-0.3168725277222867,-0.3797386182994974,-0.8259535512941539,0.8370822520912811,-0.2874316040990614,0.49512096746680095,0.3505004233743294,-0.3245667790078067,-0.5980373481918084,0.343025613815244,0.5086504222521487,-0.3099731250382605,0.23081485763157455,0.647198306030402,-0.14544246027342314,1.0,-0.06942697488281764,-0.4531035120632159,0.1233088890620505,0.16454348016515138,0.5227597390814682,-0.7607673048146377,-0.08127725185796349,-0.2713801349758386,-0.46700320574358417,0.5935194039097258,0.2563599991842219,0.2271554050521061,0.02068347906659457,-0.22346838121325963,-0.0034879980681189124,-0.01954499032350968,0.10286789451752294,0.21720036142075091,0.7021236724347444,0.7456435898090154,-0.6057141456305882
nmod,-0.21187548623560273,0.14100406747229746,0.3657183480041114,-0.16926175108297345,0.5563017193109021,-0.0005918927936547037,0.5365646195303053,-0.24802124701126144,-0.26858965311132926,-0.48078131228560456,0.2439589336902459,-0.4826714546150082,0.39646874940739113,-0.05947792794733867,-0.023890858015421956,-0.130620046875103,-0.14186707921687403,-0.5096362842280886,-0.6197269667445785,-0.2745141044542957,0.08906683019729987,0.17464871091894343,-0.18806806069272428,0.2899289227979912,-0.08603245362659195,0.24910518753733277,-0.06307189435115239,-0.06942697488281764,1.0,0.03078890295056803,-0.08194709970121163,-0.20620897790127735,-0.23075447897249138,0.12441279462177698,-0.28188174501448077,0.1960057436292311,0.40527915410017035,-0.5151582674899768,-0.19525730743870598,-0.2695369790657085,0.4711238328188734,0.5357395937337478,-0.10035382330026076,-0.6001761381416411,0.09319040196591774,0.1860237743859873,-0.09749489817823252,0.16970423692707645,0.14367424801411793
