,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.10588779329391124,0.32097569062395587,0.15263079719591954,-0.10243335418243865,0.3209241081893606,0.42542429069334164,-0.4077612001939067,0.30111244015611005,0.4730593213756789,-0.3387383910509806,1.0,-0.2117472711815665,-0.16852377266407442,-0.3432514099544502,-0.5054336918549434,-0.4511999600604746,0.26264674039097957,0.338364540778242,-0.34693080759691225,0.2574078161346281,0.10327436935881014,0.1442152534766176,0.2817170303335553,-0.41482931283740204,-0.3019870810321759,-0.0009388668121339389,0.4855254625655176,0.06251260125863563,-0.6171934827622643,-0.010981190586012457,0.43792331668584794,-0.6224293884363449,0.05121173743675828,0.09987023109594355,-0.5556766295716411,0.35159069013759653,-0.3261875022082038,0.036275917624275164,0.37326003923284357,0.7063028756175027,-0.4368321389355062,-0.14367879410792334,0.13250093713107458,0.6220708699798324,0.14074152537939164,-0.05088660437581417,0.30908443695857934,-0.34693080759691225,-0.14059767208707244,-0.2050821564060569,0.17899559921875166,0.04600078937284293,0.2754431205743723
PRON,-0.292996406550367,0.48189870063917467,-0.06175628685511467,-0.5441592065102043,0.49430692040835067,-0.35292065600666456,-0.14929096960575655,-0.06344502190569598,-0.3240589031823146,-0.3515791546017706,-0.2117472711815665,1.0,-0.30511490823724036,-0.11448603817430417,0.4280050718685417,0.6353339563123166,-0.08211066341463957,0.48329677402435084,0.09991132979440326,-0.14935965304242718,0.4651322281089589,-0.27309976861993024,-0.01876942254919928,0.4180250993801366,0.06721455714980064,0.19600807406579893,-0.14898063671629266,-0.41375025829393214,-0.20335035638079368,-0.2917690336602457,-0.3018884941243583,-0.08036203926699882,-0.6520951875772814,-0.1819795592991577,0.2404906119085657,0.48447558274263935,-0.05248347425153741,-0.03721116762102463,-0.7531861139147892,-0.2032370734365411,-0.4116838438404638,-0.2773875106561243,0.1107859568121855,-0.06968272232055017,-0.14354614797005685,0.5464278787093837,0.2727824692302261,0.09991132979440326,0.2004619322625218,-0.032104311125679595,-0.23888135228648721,0.20682707055201938,0.4844478557081446
NUM,0.29208915951605113,-0.44590537542812075,-0.532877278205109,-0.11161268815770702,-0.2779673691490205,-0.15507229870799008,0.42427905490368706,-0.24411721635796657,0.4904552293529907,0.24627924114597569,-0.16852377266407442,-0.30511490823724036,1.0,-0.27545229872011884,-0.36393150174717337,0.18904447481167805,0.3603965161276219,-0.3616849908405532,0.05184048655733171,-0.5561287177750965,-0.3939802686865233,0.22808593809281663,-0.3300341207037907,0.06494460528998372,0.061959722374392255,-0.12198053475250387,0.3748823091367274,0.5493809144511379,0.5418643482616811,0.10537030928858421,-0.02503591471047297,0.3765389478630287,0.23247419380767467,0.3523611037064793,-0.027536747948744136,-0.4615084372843684,0.006681820898517763,0.5615798808689193,0.23403774730435745,-0.5544127111299448,0.31102341438757775,0.5314049347445168,-0.5693755827679196,-0.2309417421069982,-0.5109344639197069,-0.13637054436305893,-0.29935433232544095,0.05184048655733171,-0.5197389247781555,0.19839887855953686,-0.15801924435335618,-0.09001671667178593,-0.44585382790590056
ADJ,-0.44748350447771407,0.23590819765356294,0.5753944439088626,0.47816969915956764,-0.5587233447652197,-0.41311757729886084,-0.06607167836419077,-0.10699949806911499,-0.4657021134446431,0.5037787309430777,-0.3432514099544502,-0.11448603817430417,-0.27545229872011884,1.0,0.20411249173554014,-0.18151685028802622,-0.07697605754593867,-0.22469144592101076,-0.27242381941382465,0.48992794625737734,0.43152461231187494,0.024816762425560506,-0.041687037453079695,-0.38320398250856635,0.12532374410838368,-0.17308200564410664,-0.3671726841703896,-0.37134404712081154,0.03450364087304014,0.36354132620096247,-0.46831048339772535,0.06117823826121204,0.06896389399897178,-0.10522552888330587,0.14215465739868585,-0.07028265585689508,0.7403795278852281,-0.5303313423401458,-0.1664297926442373,-0.16051024340729797,0.4818995964582759,0.19500051260112547,0.45607319230713106,-0.2855436266584549,0.466895030381539,-0.38035557810420934,0.16980407345849358,-0.27242381941382465,0.3196166169475099,0.017854120063397042,0.08465581109649555,0.04926769482510354,0.27819130639029305
advmod:emph,-0.24543937097644022,0.2025497191425633,0.3995869379158879,0.25564927865871484,0.04432556926347979,-0.1091097781550992,-0.08674090788572393,-0.2634804752057735,-0.7279039315455305,-0.2759701614902933,-0.5054336918549434,0.4280050718685417,-0.36393150174717337,0.20411249173554014,1.0,0.5966087882223099,-0.12100039117693188,0.030387093872660535,0.27958754961451704,-0.17384430529563283,0.318387129953162,-0.4577881958667035,-0.24872023263237056,0.6640863114825901,-0.12281862555579527,0.21637935405822703,-0.706490148350481,-0.5791274413487673,-0.1369946409229159,-0.24174707987973998,-0.13332992992480208,0.18905341390351935,-0.31355672527470324,-0.4212714775848639,0.10942784358850956,0.043454205932016716,-0.04764486100989639,-0.5605983936021401,-0.12359932953503339,-0.01879309582545903,-0.27694157373890915,-0.2648771691711486,0.45222437200925175,-0.3473720884799263,0.29345875498338014,0.4305573508841347,-0.13647141300232413,0.27958754961451704,0.4130844460557257,0.1705450836369053,-0.12158791144488403,0.09493048199031351,0.22319576882410266
obl:arg,-0.20969416987233824,0.20085849447086893,-0.1658204825930551,-0.31363846065650886,0.2749295518757884,-0.39094418501026024,0.23215017102838506,-0.47090862668877387,-0.3908481309814002,-0.12000221187625522,-0.4511999600604746,0.6353339563123166,0.18904447481167805,-0.18151685028802622,0.5966087882223099,1.0,-0.08170463357884826,0.02971215625935565,0.09265423675599045,-0.583867181391596,0.27277991725349815,-0.4957887129254849,-0.44991649789770144,0.7336447270235606,-0.05017356520276759,0.3745387951142748,-0.2634132682241732,-0.16659341451086193,0.14707420926436737,-0.3865437233956682,-0.35716376355603385,0.20387027131334803,-0.5517814641463132,-0.24549507814529994,0.1684419352027364,-0.09095407083863818,-0.06931226561801854,-0.017580104307044105,-0.37906341955414075,-0.29742053860314516,-0.1364406281628645,0.20837010667724312,0.00824404350241875,-0.21994919214524486,-0.20127089451023658,0.5793498464374073,-0.27915116374338933,0.09265423675599045,-0.07921455301006891,0.024803131475566138,-0.2705221871468395,0.05905243826537686,0.2086245776643855
aux,-0.33823563391903155,0.29380845670055905,0.1059919563147866,-0.0836758682276135,0.16178431004256844,0.3564177918289277,-0.5402431075038325,0.07079193141582531,0.456033305905108,-0.17031157888729748,0.26264674039097957,-0.08211066341463957,0.3603965161276219,-0.07697605754593867,-0.12100039117693188,-0.08170463357884826,1.0,-0.06499464408447717,-0.15765918158926118,-0.2043890646062221,0.26102876127100816,0.18623862341302386,-0.05750708068393897,-0.07845899762310929,-0.2328779486989633,0.09218648606729993,0.23898045622039327,-0.175691447815853,-0.35953090046364566,-0.1576591815892612,0.5478305203601429,-0.3083571401551269,0.05784386458647062,0.21779847442182965,-0.6077260480542955,0.2928158232721826,-0.019582611688009358,0.021277621838780427,0.42167058015246117,-0.02477207568323159,-0.18903015870288103,-0.27002079333048806,0.06106685223379912,0.2033965411393955,-0.1958201461233474,0.03309559333715138,-0.038569367914602415,-0.15765918158926118,-0.10347555812739828,0.17426224988131706,-0.19540159512935648,-0.20504742324025074,0.308610321518349
flat,-0.23214376346078805,0.47501492630637404,-0.23609927516769028,-0.2621336537212875,0.27762072317669473,0.07482486169343633,-0.08079541155419075,-0.16218729992869074,-0.0735626060497969,-0.43364716295532757,0.338364540778242,0.48329677402435084,-0.3616849908405532,-0.22469144592101076,0.030387093872660535,0.02971215625935565,-0.06499464408447717,1.0,-0.13227090668031014,0.10696213662347274,0.35369226772663,-0.089304792201132,-0.110244473731424,0.2036488722141428,-0.14654595431796041,-0.3330122142858132,0.0205894284762457,-0.11653429066475102,-0.2944807053558989,-0.017112887198015774,0.15389915923849037,-0.4503691685544712,-0.3336407454018786,0.07064416721413297,0.10711380452800975,0.43698681441422393,0.02320738268565981,-0.18737196741480347,-0.3116171740840387,0.038200163358463254,-0.5324286743710941,-0.37299232906711516,-0.19237616883700936,-0.11261941263750314,-0.25658810987053504,0.28742895024534737,0.3451797300180582,-0.13227090668031014,0.0023541624520613865,-0.18580106061352053,0.001545273884291328,0.46396588512091097,0.4297305178228215
conj:expl,0.6515105114809255,-0.5197024724199771,-0.007899895010923546,0.1006425854552466,-0.05853476511142748,0.18061992881682007,0.039569001345881906,0.12037629772188572,0.07160190723117761,-0.49307165108673456,-0.34693080759691225,0.09991132979440326,0.05184048655733171,-0.27242381941382465,0.27958754961451704,0.09265423675599045,-0.15765918158926118,-0.13227090668031014,1.0,-0.06672653661118612,-0.5139810476540322,-0.059041628252002154,0.0454139904238665,0.24492755278922299,-0.12309144021483027,-0.2386637113993393,0.16231865269925153,-0.2999120966519243,0.3324713250079656,-0.08333333333333331,0.1509235997045751,0.5243112080077295,0.40166547258254504,0.39137215457120056,-0.0064237769109385615,0.21502555787162878,-0.3386932456521578,-0.007348690944639597,0.09414793475280941,-0.19013639872050528,-0.3406031370487548,-0.07822375541390596,0.07469662631108999,-0.10245600836923192,-0.02159793905522579,0.03594366194548852,0.29655890579558636,1.0,0.47584912962589043,0.16024959066626712,-0.21150656628342204,-0.241787259622159,-0.5243581881297829
nsubj,-0.12466595304944954,0.2470356971964208,0.44914800135868277,0.05880676087831233,-0.2237107292704311,0.06035396795134111,-0.23885513660436708,0.5401909185315791,-0.23982133650372406,-0.08729584581279373,0.2574078161346281,-0.14935965304242718,-0.5561287177750965,0.48992794625737734,-0.17384430529563283,-0.583867181391596,-0.2043890646062221,0.10696213662347274,-0.06672653661118612,1.0,0.1798313756585714,0.46806359335658476,0.5904914782146885,-0.517656134797374,0.06178646576452372,-0.4372208753393649,-0.06011687306016959,-0.3338984655447518,-0.20212201978077424,0.4023356542587993,0.010250257796713841,-0.021190642190601256,0.11766700178237831,-0.07872901231792465,-0.22259905254103574,0.4156729072085126,0.1925039318594226,-0.289168933404011,0.021741496373890216,0.2255360067071705,-0.1326524812316775,0.02822927972693035,0.4214951336068028,0.3078062134672783,0.44303719338801906,-0.6919639750155688,0.4716680821614469,-0.06672653661118612,0.6597485369628879,-0.4293981800054943,-0.2390570215993915,0.2401746068461635,0.23860673909382343
root,-0.960353247427862,0.957371663580387,0.42562681558843785,-0.030102523345677472,0.1909804277480792,-0.08022745423857415,-0.5268383315537778,-0.09351669942016314,-0.38868073238291706,-0.0029995911217610377,0.10327436935881014,0.4651322281089589,-0.3939802686865233,0.43152461231187494,0.318387129953162,0.27277991725349815,0.26102876127100816,0.35369226772663,-0.5139810476540322,0.1798313756585714,1.0,-0.24766620033029255,-0.027671956446259634,-0.04080821337875242,-0.16117627584838934,0.20012143701282062,-0.236628808182076,-0.5814879312482824,-0.6084813524495947,-0.1109539795859763,-0.10489154798847133,-0.5756143467150485,-0.37156936176075,-0.15505477841208978,-0.19620133483021426,0.4753665188629872,0.2922324703734075,-0.4685847524099614,-0.2724969470547124,0.1574579348179596,-0.13253536340718458,-0.12391745013249199,0.4672148466466886,0.02375791737744824,0.28627495822460264,0.2110969737073199,0.1765626085195492,-0.5139810476540322,0.23136377341611325,-0.3909634636743221,0.015358117137059158,0.15428674759474817,0.9688837670971272
advcl,0.16968714037894175,-0.16704355120892486,-0.16540425339446257,-0.25506805465384286,-0.21627050593053168,-0.03135948332421345,0.0049204337512573915,0.6754510793831966,0.22016649694035406,0.038130937412196225,0.1442152534766176,-0.27309976861993024,0.22808593809281663,0.024816762425560506,-0.4577881958667035,-0.4957887129254849,0.18623862341302386,-0.089304792201132,-0.059041628252002154,0.46806359335658476,-0.24766620033029255,1.0,0.6578230884510016,-0.35249341290537645,0.49332862617292333,-0.4118286946216658,0.08289036211069761,0.29587726864500163,0.07889935475288509,0.6381787126599592,0.11591003496612733,0.37113024538273953,0.15468900873594307,-0.06725150785665891,-0.05885961589888605,0.031548920702866884,-0.16567057541322688,0.41654971617422937,0.07976798348136795,-0.2540421819211218,-0.012409570872260233,0.06808637019221078,-0.2116250334256976,0.10454943656397477,-0.13978724123711933,-0.7971191378780574,0.13740087041759605,-0.059041628252002154,0.15808597465433502,-0.12669166723538347,-0.4270447037089352,0.3127818911607092,-0.17979816937564996
mark,0.028421964601433064,0.09028577694988686,0.21239077714665644,-0.21662304064785365,0.17136518967584027,0.2008229113079453,-0.4388341151332072,0.9776175936246846,0.057684948814415445,-0.1519529627366544,0.2817170303335553,-0.01876942254919928,-0.3300341207037907,-0.041687037453079695,-0.24872023263237056,-0.44991649789770144,-0.05750708068393897,-0.110244473731424,0.0454139904238665,0.5904914782146885,-0.027671956446259634,0.6578230884510016,1.0,-0.44755173570799084,0.3756765576892445,0.025262700336917233,0.05232933331082394,-0.09144171338610807,-0.39272179003616453,0.3336798772459162,0.13696791728602783,0.05443665965431813,0.15160880853174566,-0.17448421080310764,-0.14055371207185352,0.4098537957271647,-0.503502263499446,0.2681428373569169,-0.05314961541449445,0.29651302594020335,-0.2045400290563063,-0.2041720870079941,0.2503963303457445,0.42881441980930773,0.3295937086962683,-0.4944838775926053,0.32460705665055306,0.0454139904238665,0.47381915752302134,-0.401554277232453,-0.14052803214228143,0.08329498292343245,0.0816627903119201
det,0.07922080191298163,-0.03921302757705653,-0.32190825117255956,-0.25325018239193353,0.2428270358423537,-0.01431396337628038,0.34402287713460983,-0.41867973037608347,-0.44489256803755567,-0.3768140296363952,-0.41482931283740204,0.4180250993801366,0.06494460528998372,-0.38320398250856635,0.6640863114825901,0.7336447270235606,-0.07845899762310929,0.2036488722141428,0.24492755278922299,-0.517656134797374,-0.04080821337875242,-0.35249341290537645,-0.44755173570799084,1.0,-0.14673521880690105,0.12499957310715032,-0.5190533503674288,-0.011208158097618147,0.19795915042950815,-0.464118871857478,0.08473172934387262,0.2547276611754264,-0.5386670384166874,-0.4023397888725385,0.12925157886021427,-0.16228767310754158,-0.1829853375753347,-0.03864887400974344,-0.06651297368611123,-0.26749284683505276,-0.3523021925862074,-0.16660534371459834,-0.2292547529977216,-0.28761682281193257,-0.3438832933828402,0.535051416424376,-0.5137486977178735,0.24492755278922299,-0.032151409570703685,0.1692333715394301,-0.38563398640906976,0.24655131090720533,-0.04190048728660619
advcl:pred,0.03823785632969334,-0.20892737902282346,-0.28644594483556635,-0.24719803940451743,0.11878763963409998,-0.47408195035825423,0.14241415150775877,0.2520589418383548,0.05675877852902591,0.5342335695751828,-0.3019870810321759,0.06721455714980064,0.061959722374392255,0.12532374410838368,-0.12281862555579527,-0.05017356520276759,-0.2328779486989633,-0.14654595431796041,-0.12309144021483027,0.06178646576452372,-0.16117627584838934,0.49332862617292333,0.3756765576892445,-0.14673521880690105,1.0,0.21706795567200832,-0.07876866796874082,0.2917019182237566,0.2647233912063215,0.6763345048395475,-0.37830245176760313,0.45236014223929366,-0.06623453586825875,-0.20368893506012595,0.6582098498059079,-0.33137951996649867,-0.09710421652245653,0.17122161488538273,-0.5342031827019432,-0.2808499578692185,0.4197526220410082,-0.0012660624765618448,-0.14015302647918215,-0.04935865505720326,-0.3162509164741945,-0.36854162150357767,-0.06186306001947315,-0.12309144021483027,-0.16781961390864086,0.10600744686932534,-0.08540936803520463,-0.10484459207226632,-0.20419660234751894
csubj,-0.30139123548501884,0.18773027538812956,0.12252451625014436,-0.15110620533782237,0.6666700749741932,0.027185086576162514,-0.33669894301837117,-0.021756501906355922,0.05797854764102258,0.23452341983261465,-0.0009388668121339389,0.19600807406579893,-0.12198053475250387,-0.17308200564410664,0.21637935405822703,0.3745387951142748,0.09218648606729993,-0.3330122142858132,-0.2386637113993393,-0.4372208753393649,0.20012143701282062,-0.4118286946216658,0.025262700336917233,0.12499957310715032,0.21706795567200832,1.0,-0.054482306645668825,-0.07699214142743205,-0.32753140771236006,-0.33378348958843673,-0.02524974000657154,-0.2349357954784399,-0.268887732729663,-0.31103012685259984,0.04157903453029999,-0.11444442653673048,-0.33395670468046706,-0.048229962439579124,-0.14470383094247907,0.4271012575886154,0.16295103825030705,-0.2265140809044105,0.2996128070736877,0.4010268630856164,0.02879326993602682,0.48298833733236274,-0.3771975046884544,-0.2386637113993393,-0.29051938434207975,0.09415283456495345,0.23430529502224245,-0.565219403877358,0.21109586085498197
