,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
PROPN,0.0850960573218139,0.03398439845363536,-0.3057788784859989,0.051884930164416795,-0.0557184767911476,-0.21851954467473642,0.0079389193292398,0.23520935006271754,0.3614515347505512,-0.16492884752972067,1.0,-0.40460077300827424,0.012260728406898992,-0.1835762476336736,-0.4180098178719345,0.36699697169351253,-0.3519848842981781,-0.08541445922277316,0.28583520480468605,-0.08211945623275609,0.23536735868880412,0.19268205479197953,0.05685545934254014,0.46845700060590306,0.23178584615528,-0.07168247781083024,-0.36974473068265673,0.04486954915281467,0.5556671573555002,-0.19140596955010772,-0.3290830263674592,0.38582018297078313,0.5250301280440611,-0.11096818345136787,-0.09137728468146335,-0.4057055190593662,-0.19161265252215498,0.24349742572931693,-0.09388588388989948,-0.1730273808500583,-0.4309043013084517,0.01847228762943921,-0.04787315587396593,-0.27560991508161004,0.3785478929127995,0.10985784405418868,-0.2388211237156371,-0.10482767819063565,-0.16047373457836392,0.033947357810282706,-0.5990379925504221,-0.0016619447894962933
PRON,-0.16558087112040284,0.09859550713979977,-0.027432819351638778,-0.40433084136643216,-0.035254604415422,-0.41830222220595886,-0.09913466357118977,-0.284910969178896,0.03504184788495533,0.25591305541333986,-0.40460077300827424,1.0,0.4355367329631036,-0.3754276925994859,0.2458405598273763,-0.04707664586594162,0.406447363900806,0.6664848959687761,0.481356953880767,0.1254021030478645,-0.18531986748286672,-0.3488328928140125,-0.2019827569989763,0.06460684265101407,-0.24811616315547427,0.47742050583201123,0.13726272838783177,-0.44765989422399827,-0.4938957069386247,-0.2997808115548088,0.09178634211173987,-0.3030746288421059,-0.4669458279445458,-0.0637183355946579,-0.039860524855623164,-0.07416649277516872,0.4465181067276022,-0.314704847813113,0.09014642669967948,0.25542184206523394,0.27794052590078305,0.02641220227332881,-0.010548416014797921,-0.04198196067774204,0.3061046136515306,0.07378896469834273,0.06520889653555802,-0.3372223805262635,0.7813799792568447,-0.3852481525338673,0.3818582019299501,0.07212765886787989
NUM,-0.23324659863215014,0.3231728053493702,-0.3416329484141648,-0.2766423399936462,-0.5099575990789775,-0.4472747298756845,-0.014798753162867731,0.07955427296386705,0.467024430728228,-0.16395393342449657,0.012260728406898992,0.4355367329631036,1.0,-0.3943771766420858,-0.22060905189400407,0.1344181904518604,0.42110320481945784,0.4961036507249666,0.6751257087375218,0.28609364517629116,0.043119685852894954,-0.00013752882937988637,-0.29715030191492386,0.5374965542304423,-0.5824311038499714,-0.29319531157374046,-0.22726636571527467,-0.4853268829096602,-0.09349782480904462,-0.39876224699166757,0.04972364817002718,0.18939792102977226,-0.2677525884385261,0.4814688484567026,-0.1869172173251642,-0.32968497036055006,0.7660710655518325,-0.13009185793232764,-0.04583110183829628,-0.20790703752565115,0.0685272485730756,0.06293410969160718,-0.2977346854493433,-0.44822193802541616,0.6783429873038241,0.46516717329793805,-0.03066555680674721,-0.20111717820301853,0.7304182405281285,-0.4210499429726392,0.051371402028264915,0.23886217075159472
ADJ,0.21001872715570832,-0.31126858025127907,0.011370954689065916,0.5367833717607956,0.42437819140680005,0.27594104464152014,-0.1465221813545666,-0.23451068762439484,-0.3797578440439412,0.09833865032242046,-0.1835762476336736,-0.3754276925994859,-0.3943771766420858,1.0,0.027781083749420562,-0.3792694868044245,-0.13524639528528917,-0.3409705346020808,-0.35456013792291274,-0.23221147835733125,0.0994664260273099,-0.26350047780273167,0.5187395364388462,-0.37940039782294027,-0.0056355363492727835,0.051214020609249615,0.44665981775010155,0.1663371435714666,-0.2402222902391681,0.21692524802472257,-0.07565493428342916,-0.2489667836043044,-0.04578737245478288,0.22294119081379174,-0.13050297874690397,0.7505647498670651,-0.24792382302449628,-0.43373827799884934,-0.4564728655920267,0.19624768820755417,-0.19847940000511227,-0.38620434440277124,0.5179122168640415,0.35817610048062737,-0.5869909231279159,-0.7308600525923161,0.17129343175331527,0.43028281420378284,-0.3043070857201963,0.5585317964929507,-0.2357372321718076,-0.2837519807146406
advmod:emph,-0.18884100443032414,0.06043008154462023,0.002624355603035976,0.3366883401975496,-0.11365323841639186,-0.14053433506546353,-0.5845121731733381,0.23503613793080436,0.17285851118017667,-0.1487545959835018,-0.4180098178719345,0.2458405598273763,-0.22060905189400407,0.027781083749420562,1.0,-0.6395477412035937,0.1675811442253525,0.2213060285666906,-0.10143441039534482,0.11142754199686151,0.27128502485005346,0.19676819627794115,-0.01465757719264381,-0.1475053546453016,0.03287805647553924,0.48565925802551824,0.43352730327322575,-0.3775256616312752,-0.4223514856149218,-0.04723877335640427,-0.07509846213979895,-0.12172564382534783,-0.32780308894542814,-0.11335155109598062,-0.31666460648253636,0.20081687596019912,-0.13616449987916365,-0.2764775249389119,0.45367600606048003,-0.12723240001869418,0.25999576472242647,0.2716970952352265,0.038161399095775615,-0.0731140756963106,-0.26487741019936323,-0.2405928861290823,-0.21980084556021198,-0.3319451761005525,0.15847536279890062,-0.18624496234159013,0.44629047655271825,0.0641953785907378
obl:arg,0.31691418694586426,-0.17656789228878905,0.054293711231253046,-0.29576875836765915,-0.21442285936312822,0.07473184566028361,0.24416821622144078,0.10016502585154627,0.05789989791289788,0.06328412545351814,0.36699697169351253,-0.04707664586594162,0.1344181904518604,-0.3792694868044245,-0.6395477412035937,1.0,0.12389329331494023,-0.02569784167385604,0.23363388766193952,-0.21940201349934838,-0.0861529532561138,0.18057747623592066,-0.06571340239577442,-0.02024190287825596,0.3471305206586004,-0.24766979005595016,-0.6162706470431835,0.0961943305093651,0.48815761024732746,0.06030291182816881,0.041898536438894796,-0.05617733275181908,0.5010810955901157,-0.41122578921428254,-0.04074595739170236,-0.6094384400544536,0.20732178466180662,0.3280148103606016,-0.2369478824014949,0.018561282618302918,0.006538262486984976,-0.09162530390103626,-0.4974446458833975,0.04997055350225548,0.25443667667381625,0.3017870696243527,-0.016982034139782744,-0.18115455104617842,-0.04424071521833117,0.04144288778322733,-0.06950162425885244,-0.1759171774015597
aux,-0.10058502654277915,0.035749439944649235,0.2158433441543804,0.1362965988215418,-0.38402262395702774,-0.26484363423318075,-0.33664128572002655,-0.21099927890050202,0.20243002336642824,0.1892714003990584,-0.3519848842981781,0.406447363900806,0.42110320481945784,-0.13524639528528917,0.1675811442253525,0.12389329331494023,1.0,0.48599036710551585,0.42395229301817033,0.05200332939231903,-0.1057038999311981,-0.24657228881648513,-0.19072329878056235,-0.1131531038029826,-0.12255553720942558,-0.2210883469453722,0.20005678063555107,-0.6592316354501577,-0.11072403916270697,-0.1424499629226379,0.5931355634940649,0.2693593130161318,-0.0458840691448697,-0.13252159703214667,-0.2552821936159959,-0.1603944213017316,0.1816390252169473,-0.2921048036240039,-0.07692307692307686,0.13379333485795414,0.07735711270352101,0.37412541295346086,-0.3522080080676639,-0.1027093587916966,-0.01824236724482134,0.4295333644903405,-0.07692307692307689,-0.19020628598783154,0.49791591547949454,-0.1648505507237517,0.14606251011923765,0.05055386553679568
flat,0.11577656930760577,-0.07329983280361488,0.10401644344863979,-0.24945196536082528,-0.4152307578972288,-0.4922600460754783,0.03139724655930251,-0.20561190317456018,0.11145746051597287,0.17012788336916027,-0.08541445922277316,0.6664848959687761,0.4961036507249666,-0.3409705346020808,0.2213060285666906,-0.02569784167385604,0.48599036710551585,1.0,0.7034212187327525,-0.11763107655964294,-0.16769143576600626,-0.294509349286648,-0.07205026730517854,0.38772180603480255,-0.10401782157564209,0.1541313982341849,0.11414625289202254,-0.592167981021453,-0.2271845332610327,-0.3511949574593227,0.15762414790760657,0.1415579753259536,-0.299232497337021,0.010774808516334047,-0.2926977964853701,-0.006853291730582642,0.3840853435255038,-0.33276164041046247,0.17547576113784402,0.16429414247407093,0.028762459240005516,0.24686695528696165,-0.20727939352363708,-0.08516884818139599,0.41125600309804805,0.15290870485814753,-0.044941212653307985,-0.3242660602987826,0.8618091213847803,-0.5459450519102781,-0.17713556067836353,-0.11255361121669542
nsubj,-0.2055815033956325,0.3015914895308484,-0.12455485187608166,-0.2108485052895493,-0.502652591866087,-0.35644208240765785,-0.11481114038630351,-0.027869353512753495,0.28407853776155506,0.07446320324863769,0.28583520480468605,0.481356953880767,0.6751257087375218,-0.35456013792291274,-0.10143441039534482,0.23363388766193952,0.42395229301817033,0.7034212187327525,1.0,0.2373897312313131,-0.24760182667252653,-0.16508330039298147,-0.31801787029016854,0.5562590031492107,-0.17501836604264234,-0.053450518212196825,-0.15689442001317938,-0.5712710716722067,-0.07880783850995585,-0.16751817085418144,-0.074518364150286,0.2006665797958317,-0.07391562660818757,0.108182848846216,-0.3817638400828993,-0.38351991205619285,0.4405815866616145,-0.037688301729048815,-0.09541559292101354,0.0583868398457998,-0.02430864420391892,0.1981711415940971,-0.30061635425486505,-0.18484043612835382,0.37966366149938235,0.2727504846080053,-0.0056444843658374245,-0.5972942260575866,0.7406790412250124,-0.4572517004942333,-0.1816849838265252,0.22035788100215586
root,-0.9760292995983537,0.979630874669049,-0.01539397463462913,-0.26340899536929546,-0.17460803304622827,0.19384579369532115,-0.038302198425778956,0.2459205394125966,0.05291095706470214,-0.2578102879924659,-0.08211945623275609,0.1254021030478645,0.28609364517629116,-0.23221147835733125,0.11142754199686151,-0.21940201349934838,0.05200332939231903,-0.11763107655964294,0.2373897312313131,1.0,-0.1670126170894396,0.07503761957834357,-0.715621287137587,0.4953037864157246,-0.5913655019177103,-0.28672555772477337,0.04160792155830264,-0.23847458933584992,-0.032768667616226474,0.24494297310822782,-0.24377424543223797,0.04912894023349698,-0.36281803669769835,0.27069582766262895,0.24905517121731843,-0.249515769067014,0.12161179732918238,0.12701867392363647,-0.24247767340919466,-0.1540383207821626,0.5636518605671553,0.05935842588554098,0.1939061359911726,0.09016171043978546,0.00633382338745988,0.3364687986965503,-0.10144748997941037,-0.31629728637837595,0.030805317966375333,-0.43203453424823823,0.4068284438538829,0.9786801686623671
advcl,0.14531815115955296,-0.18124071678385384,-0.5362781032000481,0.37600724177847433,0.0343347873648211,-0.3859980565911052,-0.5338054061624258,0.5779844521365703,0.5533866894068467,-0.5634217121555524,0.23536735868880412,-0.18531986748286672,0.043119685852894954,0.0994664260273099,0.27128502485005346,-0.0861529532561138,-0.1057038999311981,-0.16769143576600626,-0.24760182667252653,-0.1670126170894396,1.0,0.5613426633211949,0.412186154188563,0.04793315467892382,-0.05107358414906392,0.22665477674243026,-0.10081297515422594,-0.25114868219073816,0.12088121882554466,-0.4686519160058304,-0.27416157257473006,-0.08592753991865322,0.015452227376350918,-0.04921518425127647,-0.2416521557950825,-0.06579554157507293,0.0986489323875852,-0.38653072658164056,-0.031091236764691395,-0.5197067085313051,-0.05390602775977701,-0.21867843877662774,0.06564785365964056,-0.3699827142520455,0.36410467776750916,-0.20820114603508505,-0.4126695444430981,0.08965765019433183,-0.0789260799798591,0.17844103700668298,0.1363330789062306,-0.1869097035564769
mark,0.023366042048233285,0.09200069800041037,-0.1965292942252505,0.14150050726683794,-0.19447593826524368,0.17887440695213053,-0.3224547431013557,0.9622881196410807,0.2978825687742017,-0.7876829746438371,0.19268205479197953,-0.3488328928140125,-0.00013752882937988637,-0.26350047780273167,0.19676819627794115,0.18057747623592066,-0.24657228881648513,-0.294509349286648,-0.16508330039298147,0.07503761957834357,0.5613426633211949,1.0,0.04676611145845531,0.06671493536615077,0.16229832590055965,-0.10869403905329879,-0.6615896948322559,-0.00796564918313787,0.24476841067978106,0.11974607742380265,-0.2735671222118424,-0.006302231116063766,-0.01647450944744768,-0.2490349948057111,-0.06276242690991289,-0.5460546429747759,0.07169072614447541,0.3877006433012142,0.14890073337716933,-0.8202414309851144,0.0711612705408057,0.06522568404899573,-0.49899875722426945,-0.1755819740431031,0.21146677936929714,0.09707470501436186,-0.17682288795883294,-0.29285467691623157,-0.33088234857880694,0.07675530138555976,0.3823666453032078,0.06820614840303665
det,0.711577799031887,-0.7746547080213196,-0.26073759887599984,0.1972734966949728,0.3016130241328152,-0.11364917529761041,-0.09355594688600702,-0.022056887478798377,-0.12605865158952592,0.020540874710046918,0.05685545934254014,-0.2019827569989763,-0.29715030191492386,0.5187395364388462,-0.01465757719264381,-0.06571340239577442,-0.19072329878056235,-0.07205026730517854,-0.31801787029016854,-0.715621287137587,0.412186154188563,0.04676611145845531,1.0,-0.359993750069767,0.33467582260939555,0.20123701917577436,-0.023348020797860622,0.2811221069651111,-0.19904448481149806,-0.2683015242708325,0.04329291674743519,-0.29380325704817495,0.004875436045614099,-0.10970343161585608,-0.20145361179062887,0.41007575816793534,-0.023858121525911526,-0.31581444101573114,-0.11048767208789316,0.02485929843089389,-0.3696811059520329,-0.5256912556452984,0.18647111272080968,-0.007962721341013602,-0.09387853347391834,-0.4674521214443478,0.3405218196674858,0.23565146344924895,-0.20419570369088721,0.41333020201590215,-0.26812407104081754,-0.7532036896667408
advcl:pred,-0.4344875899634472,0.5514462694421185,-0.15857831152933513,-0.43429732641371177,-0.4585181995985542,-0.33474347543873517,0.21957686376270913,0.23896702101657166,0.32545928673517,-0.22298314727383886,0.46845700060590306,0.06460684265101407,0.5374965542304423,-0.37940039782294027,-0.1475053546453016,-0.02024190287825596,-0.1131531038029826,0.38772180603480255,0.5562590031492107,0.4953037864157246,0.04793315467892382,0.06671493536615077,-0.359993750069767,1.0,-0.38453641521799414,-0.28336832029092696,-0.1169040400050533,-0.35544598075172296,0.3096898236207855,-0.3107449063987393,-0.29666105542735055,0.2833165591043993,-0.13494183721687683,0.40855902299515834,0.013117195868657403,-0.20660226610073099,0.3374944050511231,-0.08409522381727445,-0.11315310380298264,-0.1305349509809797,0.18018711061167222,-0.016968471193096225,0.134103437743797,-0.08840635460466471,0.5703480017245608,0.2999224990460917,-0.11315310380298271,-0.2797916110906923,0.377018857560213,-0.7015248648105015,-0.2332255924853236,0.505094916208785
csubj,0.5718696880001287,-0.6027829506310182,0.3642143056418463,0.11324157344468432,0.04146554484740007,-0.019406636127632302,-0.14050744112290428,0.012257400972015954,-0.03362798840930777,0.3227078815501874,0.23178584615528,-0.24811616315547427,-0.5824311038499714,-0.0056355363492727835,0.03287805647553924,0.3471305206586004,-0.12255553720942558,-0.10401782157564209,-0.17501836604264234,-0.5913655019177103,-0.05107358414906392,0.16229832590055965,0.33467582260939555,-0.38453641521799414,1.0,0.261810781309735,-0.14176256356859326,0.1620307299664072,0.4049529890708556,-0.006454017171192113,0.2739935723551123,-0.011279125148225936,0.6313547327303476,-0.5821826706998608,-0.12780319053705202,-0.11516409557739904,-0.46174965790381517,0.20366980906127846,0.26990225988433986,0.2231648232260932,-0.386136104335793,0.14020671499918588,-0.25842934319522926,0.2601016830645706,-0.3796813448223762,-0.19864927817046035,0.28751986897710435,-0.2376766412378499,-0.3175754819499901,0.19445698338920245,-0.08120005995525079,-0.5829719151056736
xcomp,0.18356349634110908,-0.30851786272100057,-0.203327529180733,0.1530194533466114,0.3697525048966556,-0.3547313111157139,-0.3989171848255181,-0.1252836115468873,0.09970072857853882,0.1929588172490372,-0.07168247781083024,0.47742050583201123,-0.29319531157374046,0.051214020609249615,0.48565925802551824,-0.24766979005595016,-0.2210883469453722,0.1541313982341849,-0.053450518212196825,-0.28672555772477337,0.22665477674243026,-0.10869403905329879,0.20123701917577436,-0.28336832029092696,0.261810781309735,1.0,0.28576031647095723,-0.10010101529228575,-0.3597044403688595,-0.25849286193263454,-0.2912089055781072,-0.44955634038037534,-0.04118753819298553,-0.2486443499263101,-0.21489307251558856,0.19055597548026296,-0.10570602451533255,-0.3105053452262584,0.30247693068628,0.1981254714083333,-0.07117808392187572,-0.059190824173265266,0.23967380098699126,-0.055223116903131815,-0.02771323719973197,-0.5961707188802303,-0.14035889821342945,-0.15952984095628786,0.2428604099063401,0.1253909194666374,0.2147719479005437,-0.33374807923166266
obl,-0.1746541493344382,-0.03429156709630195,0.08980937210730973,0.22988745990074513,0.038780377305452765,-0.2579042740748017,-0.12334229032783717,-0.6163156202686659,0.004197031174409934,0.5572514339050101,-0.36974473068265673,0.13726272838783177,-0.22726636571527467,0.44665981775010155,0.43352730327322575,-0.6162706470431835,0.20005678063555107,0.11414625289202254,-0.15689442001317938,0.04160792155830264,-0.10081297515422594,-0.6615896948322559,-0.023348020797860622,-0.1169040400050533,-0.14176256356859326,0.28576031647095723,1.0,-0.18030657160785463,-0.2643208643190885,-0.2124552828306166,0.110629279911836,-0.08468186819077873,0.011128362401625912,0.3546331807735904,-0.21032087791984888,0.757477853809167,-0.18685714425011923,-0.657759496301493,0.0930338976142083,0.6390712578889397,0.1574281147320003,-0.017395691989197916,0.6471660676739391,0.11593720806284281,-0.4486903524492065,-0.3510679421814445,-0.07167572751078131,0.20069245705424565,0.18972885936605596,-0.1511970698907905,-0.06100289383733451,-0.0021367362004030177
