,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.03742246850823071,0.2309512220269837,0.06383272056398193,0.2919060734668438,-0.6594106411553692,-0.7159929013224957,-0.07249093790657321,0.970703424762079,-0.8391986864739538,-0.7056553168244216,1.0,-0.2199200242418094,-0.6637490711165254,0.8521145837978277,0.85212626407127,-0.5190894913807153,-0.568534247645845,0.00019807740480855913,-0.6476017027726416,-0.1803455374626197,0.12377599440780687,-0.8234806907063992,-0.875299836129948,-0.3357380141517209,-0.060573127063395134,0.4079144747419351,-0.33549788102018474,0.4067082176522725,0.8773382101978461,0.0029114323026411056,0.22210713039286362,0.6812558221013774,0.526620648930568,0.09980638957482664,0.6102424683065365,0.8508204572587403,0.8008420705750915,0.7607729641024622,0.955887082220608,-0.8455886576674978,0.05863303833698221,-0.49090506437187903,0.5464637489421373,-0.5761164995850809,-0.20841003935660551,-0.41027907168448974,-0.20536597264084525,-0.7972887000615807,-0.10357596831460543,0.5428503874984963
PROPN,0.7760225914143712,-0.6943105882831017,0.9337213114945963,-0.5079049184669762,0.41687982064915596,0.06046937964788899,-0.5553809216158805,-0.1938474625297639,0.6741392105318219,-0.1738429147532241,-0.2199200242418094,1.0,-0.11265133358795498,-0.247123271669703,-0.06959205649356055,0.0509136397265331,0.33881792098318797,0.24819093035557632,-0.4469663667368098,0.3023326988300007,-0.8792268789266667,0.6267981491722945,0.5706991347869631,0.02456538221683604,0.11790462273365471,-0.5007012191715825,0.3994447983167819,-0.48409222921312955,0.017997507179418046,-0.4658505398284804,0.49156063687020907,0.3021832096534529,0.5177815212228676,-0.5333213820821462,-0.3429449302207085,-0.1352940370830453,-0.3433642882730484,-0.4916079446562096,-0.24853204007461907,0.17967572271059015,0.7958823904813537,-0.37959241807847,0.28757605174173717,-0.2756215739704263,-0.06675582516828386,-0.05412272428843993,0.033928986485271116,0.3447373139186711,-0.12314080897499005,-0.8069057909365693
PRON,-0.30607303957258053,0.37166057009134,-0.23785356340574804,0.07622598374372745,0.14993319938981012,0.10031638954857673,0.016970116057931393,-0.7535191784046893,0.3623361133706763,0.956778455152409,-0.6637490711165254,-0.11265133358795498,1.0,-0.9107032953655878,-0.8653594648965882,0.7719774777112486,0.6340836943413838,0.08069871005199201,0.7051377667875424,0.32427242676746115,0.047277777486035885,0.4636949883892324,0.6043844149653472,0.28522826169373783,-0.158951050596665,-0.42689581118662295,0.4523600249358833,-0.5498673974207748,-0.4143513590437898,-0.13011164951593845,-0.5122931777697058,-0.8912445348554323,-0.44796954209948725,0.0966855053780552,-0.7726375264055912,-0.5808481698177117,-0.644400391328219,-0.37219932090387775,-0.8271027297052458,0.42962658641795287,-0.19443679234147643,0.17560293846836483,-0.4414089278378081,0.397667106915963,-0.2551294450753909,-0.13275846979590608,0.6715862291479955,0.15282441925841533,0.05592952689525172,0.13387092418629343
NUM,0.035121419077945824,-0.04120966274407607,-0.039947501322151226,0.20962031153726993,-0.44942780659142756,-0.2860898584965537,0.1466839117207303,0.899979628094333,-0.6959166399375439,-0.8664832648371317,0.8521145837978277,-0.247123271669703,-0.9107032953655878,1.0,0.9002748863171379,-0.7691427809095092,-0.7160476847037909,-0.08358157987091927,-0.6244354590901497,-0.33872880347759166,0.21846025362206734,-0.7446086656927436,-0.8659573257900893,-0.30504623366146805,0.08120310696669612,0.5707270130106578,-0.5832379171391118,0.6673360680840993,0.5546134533959168,0.2553244639416024,0.2746256240748031,0.7663467045563317,0.32475978337017214,0.1415596089863526,0.8721041296570566,0.7305800274282099,0.7808130911513588,0.6406549807177864,0.9679965591729236,-0.6423544932558346,-0.06236932305933538,-0.21221724033227954,0.4499791289184013,-0.40493556216254434,0.09973787242572317,-0.004356768952748,-0.575769144013847,-0.45009163435675187,-0.00024541681050892,0.2716417455914598
ADJ,-0.06489621201401405,0.09094797783924538,0.06805379534423317,-0.057548329306739886,-0.2013428481278969,-0.5229782999504108,-0.12700917974311718,0.867949688594918,-0.6733830063847409,-0.9396957048231301,0.85212626407127,-0.06959205649356055,-0.8653594648965882,0.9002748863171379,1.0,-0.46831210402534973,-0.8086872331385825,-0.15330762294399494,-0.5578250127452864,-0.3454392248297033,0.1975381606333258,-0.7758561636028625,-0.7907842981579525,-0.5494109346237388,-0.17624343137680293,0.5715211009712892,-0.18111223852286834,0.5608930866862851,0.6896845263630872,-0.00738497875058944,0.5732824175078566,0.9062339578549367,0.6584036883392368,-0.2747086778065465,0.579222627450184,0.6064360779387329,0.9171828447991192,0.6547055248399714,0.9138031442734714,-0.484195874699658,0.09980467095878279,-0.15441856021598355,0.40223375392071214,-0.5639801928978766,0.2502139093368346,-0.055010001725691836,-0.5309789467835767,-0.3996561802354093,-0.15992925046607104,0.24290154505292436
advmod:emph,-0.49816639145949704,0.5283019214703852,-0.16944759340062676,-0.2648311686182847,0.5329174611430155,-0.1697805472082736,-0.21062209090246772,-0.6381086378829929,0.24792232424116614,0.5720610615243021,-0.5190894913807153,0.0509136397265331,0.7719774777112486,-0.7691427809095092,-0.46831210402534973,1.0,0.1932040429391146,-0.02160004886089313,0.6968005480570234,0.22876904852229554,0.17603192257889932,0.2263524003397283,0.47924720277908106,-0.24564054108654013,-0.5862965861149037,-0.13430683320589798,0.8394072727739224,-0.3769648516740884,-0.22560537436407327,-0.3019477639266137,-0.0016187923295946072,-0.48412471861343076,0.049325030862016866,-0.5134709482964386,-0.9184955872230727,-0.7018078853286399,-0.23883135160227317,-0.17194217281511157,-0.6768862051794813,0.6345386228795313,-0.09421404803327832,0.3403578949720079,-0.4159878965760038,0.066499813880322,0.11515382405178473,0.01679264233538412,0.3989806129115133,0.2841424869161753,-0.06821862186136377,0.0783970778820024
obl:arg,0.46405180927231987,-0.3635184687821499,0.31438956458202166,-0.14327137837968795,-0.055924898571933855,0.26471768852325034,-0.3220962119534257,-0.5169417631219987,0.6714533308302117,0.7414856372321388,-0.568534247645845,0.33881792098318797,0.6340836943413838,-0.7160476847037909,-0.8086872331385825,0.1932040429391146,1.0,-0.024395976769447106,0.17876824694960738,0.13947607968691283,-0.6086193362982992,0.7936321373951472,0.7814270741254992,0.8184739784936224,0.5685664038336485,-0.9282337961339527,0.18713760073977687,-0.8717601023719861,-0.2710686907196141,-0.41035725708511095,-0.2885985223255091,-0.5724134883282967,-0.3169957248853982,0.2750691411546788,-0.48975051037026895,-0.13593054478689895,-0.8015855690359098,-0.7831518790544149,-0.6720586556441944,0.09663814111841491,0.42096523548987064,-0.1661116668999562,-0.29832191086956744,0.5437442109211282,-0.3478326182166087,-0.42349388608901695,0.7790928845634699,0.06468150022781302,-0.23755626121619433,-0.29054416697549224
flat,0.2461284215315813,-0.09238858647528576,0.35899939129268876,0.6539547008578398,-0.13345925382864446,0.08754327601057653,0.5123541718224777,-0.16945949946666303,0.06106722247184186,0.03212341829998949,0.00019807740480855913,0.24819093035557632,0.08069871005199201,-0.08358157987091927,-0.15330762294399494,-0.02160004886089313,-0.024395976769447106,1.0,-0.4131102040421657,0.9611604050753305,-0.24850873514164332,0.15799797361529427,-0.03481394717239782,-0.3580977530086518,-0.41311020404216553,0.23259053252079664,-0.26244972559557644,0.25408359313364637,-0.14171299666796416,0.5562245270628602,-0.5045050572278673,-0.23040204169156622,-0.11978040618733467,0.1727999367929597,0.08256076455535452,-0.19615226620533643,-0.38748058308008165,0.32083289975031737,-0.06343790667623124,-0.10478724592284018,-0.24340896818147864,-0.6370428749137909,0.7976155242231456,-0.6506119203407515,-0.7341986990822903,0.3023125863658415,-0.30643823346966914,0.08603952529402364,0.8682596999887983,-0.18265934451417906
conj:expl,-0.6838752063758169,0.4955736986670639,-0.7005004616558719,-0.19999999999999998,0.43873241704776245,0.2629533372502136,0.10692174396001483,-0.6512866032532327,0.1861913044966818,0.6798555769847876,-0.6476017027726416,-0.4469663667368098,0.7051377667875424,-0.6244354590901497,-0.5578250127452864,0.6968005480570234,0.17876824694960738,-0.4131102040421657,1.0,-0.22882309326494613,0.5572668660150398,0.15641662716318758,0.37851729328409117,0.11949400414792391,-0.19999999999999993,-0.04335270037242211,0.4152838885599763,-0.16576258616003334,-0.549979159119156,-0.027123608319323575,-0.21399012223651614,-0.6479170142490991,-0.4850578567897043,-0.07776191848576798,-0.5643370296164119,-0.6574907293975872,-0.22643503052996328,-0.30002796772587437,-0.6516209150649096,0.6901082542230658,-0.43375006015228296,0.8080297187802374,-0.840611275855414,0.6428755014663783,0.43130952711541576,0.2118979933015246,0.3073663692771613,0.3765411317001698,-0.13637035921460106,0.19990317951301237
nsubj,0.1875491851594769,-0.016930193268767532,0.35764844284351344,0.550036253621274,-0.014179257819080452,0.07030413328845633,0.3998646651905081,-0.36554693242717945,0.1965185555740676,0.24281742368457937,-0.1803455374626197,0.3023326988300007,0.32427242676746115,-0.33872880347759166,-0.3454392248297033,0.22876904852229554,0.13947607968691283,0.9611604050753305,-0.22882309326494613,1.0,-0.2820879125734179,0.29942409468445536,0.16894333344701692,-0.3076269752760967,-0.4655163227208244,0.08017971522754085,-0.035496663305960144,0.051802461165832044,-0.21215797937499112,0.4124253349038753,-0.5139577524549089,-0.3923679074908121,-0.13040357517601606,0.07565960878096535,-0.18932657915109405,-0.36082172811634533,-0.5216667887243019,0.1779874106253163,-0.2915709285815763,0.05044098675288042,-0.19584183557718476,-0.5665248825888174,0.6477880704457715,-0.5572828494466985,-0.7274293241357317,0.24003208404932128,-0.11188408908249402,0.1524647038240144,0.7917999826826568,-0.19751806576731384
root,-0.9275298285818783,0.7597927813160057,-0.9362162762377383,0.285054289871496,-0.007914716030724614,-0.04843637186509263,0.5262337446069266,0.07402714945525937,-0.6115990442341861,0.011674594861847652,0.12377599440780687,-0.8792268789266667,0.047277777486035885,0.21846025362206734,0.1975381606333258,0.17603192257889932,-0.6086193362982992,-0.24850873514164332,0.5572668660150398,-0.2820879125734179,1.0,-0.6567100154038196,-0.5341603859170834,-0.39327248232364964,-0.4567880591814866,0.7260837523637027,-0.1377475316424,0.6366973847064126,-0.11656113524916291,0.4679288835240739,-0.22949125019020483,-0.16055683096589324,-0.3272771297793306,0.11594284305051017,0.18813369067158753,-0.15374647050126017,0.4701310506357575,0.5413350668621761,0.18628290173890924,0.14976044883374529,-0.831389223372551,0.6023697496598021,-0.3251782326281294,0.11601600955260352,0.36210001193356645,0.3488805075153568,-0.2940039655552615,-0.047506700243313105,0.16803618846647828,0.6497805242193302
advcl,0.5765337333668906,-0.6336622575904427,0.4606403492077081,-0.32263680557018104,0.44735466524442163,0.6179139614332259,-0.1840123032320248,-0.76665912106035,0.9744136342588295,0.5408926861133881,-0.8234806907063992,0.6267981491722945,0.4636949883892324,-0.7446086656927436,-0.7758561636028625,0.2263524003397283,0.7936321373951472,0.15799797361529427,0.15641662716318758,0.29942409468445536,-0.6567100154038196,1.0,0.9461841513224531,0.5280185468995012,0.3594258952133483,-0.7190567022159754,0.24375144426924678,-0.6443039262604945,-0.6240399995930602,-0.21002555237907522,-0.10257486605564077,-0.45278417310785,-0.2831136210891775,-0.05086223605697618,-0.5032496477345145,-0.5272699841869514,-0.900250035297349,-0.8825798951675542,-0.8142362083934856,0.5175943357236429,0.39216072999340434,0.01409639081581304,-0.2151607865275451,0.401046587052543,-0.08258006424824364,0.12245667727494187,0.3114201015824041,0.6166980710277549,0.018854707843586577,-0.7716835203535005
mark,0.3685649411019001,-0.4299515301087144,0.3437509725359454,-0.49671286678157683,0.5752197053781228,0.4787993364720925,-0.34435341123237767,-0.8262475109226953,0.9469592366197856,0.6239452844753314,-0.875299836129948,0.5706991347869631,0.6043844149653472,-0.8659573257900893,-0.7907842981579525,0.47924720277908106,0.7814270741254992,-0.03481394717239782,0.37851729328409117,0.16894333344701692,-0.5341603859170834,0.9461841513224531,1.0,0.471052956932219,0.24183015569817404,-0.7452028433642328,0.5117050177161068,-0.7488827282351063,-0.5784996789173533,-0.3967431176370399,0.02063230811676568,-0.4780171986772585,-0.18822102991398207,-0.23709793512847915,-0.7286094762126104,-0.6209429103930814,-0.8079915599589622,-0.9078306674822945,-0.9032006716393024,0.6491245977401042,0.4074981689564749,0.19391044108655167,-0.4319195255009741,0.4765030872946011,0.07902724054768823,0.04326101149104913,0.4515296973405153,0.6127645199714306,-0.16887180641998792,-0.6599783149716567
det,0.4273018649986055,-0.433588631301356,0.057158223914330446,-0.12156660708519505,-0.2804746047615311,0.3622417729664372,-0.21874982446914662,-0.1846976262895529,0.42648954715433374,0.5098801727046123,-0.3357380141517209,0.02456538221683604,0.28522826169373783,-0.30504623366146805,-0.5494109346237388,-0.24564054108654013,0.8184739784936224,-0.3580977530086518,0.11949400414792391,-0.3076269752760967,-0.39327248232364964,0.5280185468995012,0.471052956932219,1.0,0.8998190127377566,-0.7901469657364824,-0.19822760553959878,-0.633180812797977,-0.1988658633189886,-0.2960449649405228,-0.24286735823085534,-0.3636578148807745,-0.4448956119158201,0.5457615727692919,-0.029646952193919864,0.20171077118188954,-0.5194973900923373,-0.7065536203637135,-0.32571537615682855,-0.1272672370627216,0.32525640967304237,0.008269926426436307,-0.42981086584085226,0.7771003269242591,-0.11938855789063921,-0.426474871314897,0.6267257548000993,-0.08641669700259694,-0.40174887474351084,-0.13749012798136656
advcl:pred,0.6006208334257173,-0.6366580219306732,0.1993758206043615,-0.19999999999999996,-0.3249808055316761,0.32590812566191857,-0.26985471376844916,0.13821220646993004,0.3062106766688831,0.08648908925801294,-0.060573127063395134,0.11790462273365471,-0.158951050596665,0.08120310696669612,-0.17624343137680293,-0.5862965861149037,0.5685664038336485,-0.41311020404216553,-0.19999999999999993,-0.4655163227208244,-0.4567880591814866,0.3594258952133483,0.24183015569817404,0.8998190127377566,1.0,-0.6444551107600304,-0.3738750609814306,-0.43052956238361434,-0.01637731436490958,-0.28015395118835956,0.01705008610964481,0.04440213507585537,-0.22611982522615273,0.4798947969234535,0.2911440417053666,0.4577005871543715,-0.25081187910682196,-0.5868113453603172,0.022313003033163754,-0.30517637599553116,0.4612177660983417,-0.06971105355849681,-0.24914746117334205,0.6176362505104707,0.008474655595027365,-0.38321311963761084,0.3488189124074095,-0.13827542397150056,-0.4608343265180139,-0.23510329732573967
csubj,-0.5660157249221394,0.44999500895326494,-0.47674065099570034,0.4208763564082381,0.0047129010467771675,-0.08332406689130407,0.6350408403191432,0.3150587704275701,-0.6446573740229415,-0.5052431368792091,0.4079144747419351,-0.5007012191715825,-0.42689581118662295,0.5707270130106578,0.5715211009712892,-0.13430683320589798,-0.9282337961339527,0.23259053252079664,-0.04335270037242211,0.08017971522754085,0.7260837523637027,-0.7190567022159754,-0.7452028433642328,-0.7901469657364824,-0.6444551107600304,1.0,-0.33293995841525464,0.9588695739778219,0.03311007584173993,0.6908292280813116,-0.06795401323727056,0.25476266497490246,-0.005939086395618342,-0.04672991418521529,0.49257536506307886,-0.036888057957455665,0.5817544156903695,0.8153231003257845,0.5104870947512246,-0.02344134369231267,-0.7073456549884309,0.17594715572189465,0.3207459180227397,-0.490348054262272,0.17420365723374545,0.5806885988779892,-0.7955227227781428,0.015355098985602179,0.528357349634311,0.3438625954045361
xcomp,-0.1898659678571094,0.24596987055920316,0.18752308359496966,-0.6729570550436621,0.6044307464443386,-0.3443449616145452,-0.6753142451222938,-0.38026817478526226,0.3248149657415741,0.23725320558898824,-0.33549788102018474,0.3994447983167819,0.4523600249358833,-0.5832379171391118,-0.18111223852286834,0.8394072727739224,0.18713760073977687,-0.26244972559557644,0.4152838885599763,-0.035496663305960144,-0.1377475316424,0.24375144426924678,0.5117050177161068,-0.19822760553959878,-0.3738750609814306,-0.33293995841525464,1.0,-0.56261391220204,0.0725753628514497,-0.7099895043295025,0.5002636389714241,-0.028400559637925846,0.49403634863953083,-0.8039129518982119,-0.900859157961935,-0.44393571715188196,-0.031378731506037746,-0.31636777793093324,-0.48137513962960765,0.5174245277492121,0.40522802379743184,0.24897782604041577,-0.3949975091516149,0.0021849617347692463,0.30828581249916526,-0.20670047575537354,0.4255137177068935,0.2150597678617091,-0.46370931261125814,-0.12757223445577934
obl,-0.3878777511867191,0.23780883798461666,-0.42875182614210083,0.48009996495605123,-0.08196642744500567,0.09336099064085186,0.7233053987656783,0.3555973051217401,-0.5822542655716769,-0.55168004239868,0.4067082176522725,-0.48409222921312955,-0.5498673974207748,0.6673360680840993,0.5608930866862851,-0.3769648516740884,-0.8717601023719861,0.25408359313364637,-0.16576258616003334,0.051802461165832044,0.6366973847064126,-0.6443039262604945,-0.7488827282351063,-0.633180812797977,-0.43052956238361434,0.9588695739778219,-0.56261391220204,1.0,-0.04123575879045897,0.7932345426649708,-0.13227194690262162,0.2763611067403086,-0.1275932805957272,0.13103734742069112,0.6894407813436828,0.0564200466994888,0.5043292920179835,0.739790597920568,0.5630464362930627,-0.10387856604083077,-0.6885463489749352,0.12718823944883337,0.37238245092341143,-0.41017477485130005,0.14108236314772643,0.6283942462089984,-0.8710250453949061,0.04208529577367632,0.5769710794257982,0.23484687525767872
