,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.5071584554797716,-0.39174524713180225,0.022471133162329897,-0.1590146895879537,0.29279326915329806,-0.4372200151645687,-0.18598477237289834,-0.22661271165513058,0.11125515477481061,0.03828016896699237,1.0,-0.22525423161185285,-0.22465439040901716,0.2497404761746558,0.18607404782877104,0.27602268486679893,0.29640096561692253,0.562119483513823,0.40959957907284744,-0.5026542149567068,-0.5879762314239888,-0.002776444996419461,0.3115183249173684,-0.2911633665598742,0.5607544447352996,-0.28833053083707894,-0.12061712907351944,-0.1508681704899764,-0.12131996507670967,0.21057923297587994,-0.26547283428748947,-0.22652649310645026,0.07401804873430284,0.21945495736626974,0.33950043373919,-0.17175351810682588,-0.05273583983405886,0.40959957907284744,0.7185488940111773,0.045668795526124635,-0.14891172431718463,0.17709222836709998,0.2558809831289542,-0.1254392367413273,0.6492999029841144,-0.2321888657446489,-0.08052458459668554,-0.013599523267798305,0.24515222897748806,-0.41363922749179893
PROPN,-0.1878292206255702,0.33843718234549963,-0.0770252298311323,-0.1977399356379953,-0.16828750881830357,0.1950171751443279,-0.3047023532182249,-0.32256752171493625,0.36267629158673426,-0.26760145195449486,-0.22525423161185285,1.0,0.19235864724863774,-0.011458922364585549,-0.34718552036550726,0.053876395806122815,-0.3564831320471219,0.3916385370833,0.3523292925984772,0.4729025112239775,0.18333708962034756,0.02767020484739481,0.3017720424248103,0.12481513858938717,-0.39535089178819643,-0.27345683493979267,-0.5966870788340793,0.30545247954774796,-0.24861176994141973,0.41854805475769113,0.5154867803083507,0.3275759278376488,0.6863498481466548,-0.4430353270568538,-0.36270268233154446,-0.20695260683260147,-0.2707461800917878,0.3523292925984772,-0.4626519195020924,-0.12709363499743315,0.18863420901270322,-0.07443635735819137,-0.055385851907058865,0.17176889413284788,-0.4457631894445805,0.3102979438967707,0.11169379960098204,-0.1767834046374673,0.011058186295070353,0.33718452262552984
PRON,0.12031251993790458,-0.0410478693321688,0.5066632691119016,0.47368754117809425,-0.8601650337256631,0.4574832142108178,0.4235265164250807,-0.7270529292079099,-0.2201960960050702,-0.38785598629816437,-0.22465439040901716,0.19235864724863774,1.0,-0.08279815473941514,0.09614659853356994,-0.4112200894147648,0.08202189388303191,-0.2792386760097849,-0.34397605738910547,0.6597458128145932,-0.09519672913603452,-0.20946051708307148,-0.13269379182988347,-0.041849312404812135,-0.3099151909754097,0.05182146020265735,0.07005739595025771,0.1678237996410904,0.5485350517424923,0.07991794601906288,0.03403123542090458,-0.5430110347104162,0.18611649503895203,-0.3148245562902861,-0.39204149206540323,0.2634783644908643,0.2561592739742183,-0.34397605738910547,-0.513278320957741,0.26214748745007205,0.10654230597013827,-0.2533446202054523,0.4495343844243506,-0.09085950006532416,-0.39372888623696695,-0.4564847933053985,0.561121695396273,-0.645655051144265,0.24939951571905095,-0.09964346661511382
NUM,0.5965805504722188,-0.22972694857939557,-0.07544998180397881,0.2957369122083223,-0.16889737570390162,-0.37122492049958794,-0.23829115229464692,0.1704000698131765,-0.3425465042979541,0.03228171225298348,0.2497404761746558,-0.011458922364585549,-0.08279815473941514,1.0,0.5471203814314655,0.06635357564272135,-0.06013054119808539,0.6601675616114563,0.7350863338516074,-0.35124058259692464,-0.23584298340396895,-0.2161524217174303,-0.1948470938298136,-0.4544198590234659,-0.2639833265088591,0.3120309853533347,-0.042485401898051695,0.6091360772500135,-0.4750412754881643,0.8002829115811746,-0.4994800128875295,-0.486582166114122,-0.4011717588024778,0.23531812287879747,0.6937419874896422,0.7134540462136252,-0.048640753816428364,0.7350863338516074,0.3200807968154763,0.2712525349877382,0.3210653573180807,0.15931629954949203,-0.486621419719984,-0.15662257882053196,0.6250462052098283,-0.38729635144298336,0.17096353040038262,-0.47186908644785885,-0.5793838264519705,-0.18219981876548377
ADJ,0.5649011547888971,-0.1786319571654956,-0.4271102973089867,-0.03786854564087356,-0.22391496829992805,0.3018093194730612,-0.0363726368847431,0.09917244827380065,-0.4014513501944853,0.6794722817135866,0.18607404782877104,-0.34718552036550726,0.09614659853356994,0.5471203814314655,1.0,-0.005656544457840616,0.22441624887669986,0.016388428233460737,0.27170012185064435,-0.11262012690291988,-0.21107565036727718,0.015480899557736953,-0.15479118307188533,-0.8257817764492068,-0.14671540333811547,0.7545884735472831,-0.1506149492302293,0.3442282459070322,-0.20815666657513607,0.08065870817943788,-0.4725360521960685,-0.7384872824753825,-0.3390906732748139,0.7909234013686294,0.8524949944056978,0.42501920447126357,0.2402735025619106,0.27170012185064435,0.06546094233993713,0.10080263362494433,-0.44273529673278533,-0.3536712450708664,-0.4277302465049981,0.24799307171925342,0.37685942478547835,-0.5908205409143732,0.15824007166240373,-0.21438090988056283,-0.06528983233783942,-0.19613344894438628
advmod:emph,0.14486624879604623,-0.39910293306256167,-0.06753653348194026,-0.1323532426895798,0.5574357288783972,-0.5287959688604945,-0.6430069497772838,-0.16962384871715416,0.4305902057161235,0.24932561040155676,0.27602268486679893,0.053876395806122815,-0.4112200894147648,0.06635357564272135,-0.005656544457840616,1.0,-0.04517016418765717,0.22049411551144638,0.4113418052993743,-0.3703122878320796,-0.42493547084872346,0.5686423452346508,0.3882139779667246,0.19196586015519024,0.48523767064859874,0.17485941046889875,-0.10339506810079035,-0.10742487735102428,-0.6766189823644494,0.13270764149000105,-0.1693915903054806,0.43999714645389437,-0.2841085297256268,0.1488349137017271,0.13980447309124905,-0.06171615482806823,-0.7818037239527569,0.4113418052993743,0.13937231745543394,0.46369901371609534,-0.2369971606069496,-0.3136774436112641,0.10327944373475403,-0.19397225319280084,-0.03377562874104493,-0.0006309494441575889,0.014968118216708572,0.09400920091252335,0.19411110958767464,-0.3056854130817303
obl:arg,0.2841953251896121,-0.1117588578583824,0.33658478354474247,0.3328181187136804,0.2946016877601361,0.03571714714116567,-0.3056236773432031,-0.08508274643692507,-0.6798227745805338,0.07089283316683206,0.29640096561692253,-0.3564831320471219,0.08202189388303191,-0.06013054119808539,0.22441624887669986,-0.04517016418765717,1.0,-0.06254588924266243,-0.203007590828149,-0.4592489534084898,-0.29913935223957794,-0.641348872422126,-0.6292056613311258,-0.14046588851383804,0.49141508131456646,-0.24259901147443927,-0.025297728523593594,-0.2752471839089278,-0.013741177799610628,-0.00702287792839096,0.12276222993737433,-0.38112611292728443,-0.03278216747890048,0.2889182419098157,0.10792100104250463,0.21369177777577908,0.512420958913131,-0.203007590828149,0.5621088022302514,0.4084260341900017,-0.021961319701599653,-0.2770603239296243,0.4773407979161542,-0.0694258672603283,-0.1181496301567242,-0.17219149553705254,-0.37068042179205773,0.4275244040384077,0.37034060731168056,-0.17226833121168947
flat,0.5199631302256161,-0.24807682610674048,-0.05624284493616992,0.027186774913642294,0.1844466046223824,-0.5147458264213087,-0.3922481242429998,-0.05244263111084739,0.01831758490884464,-0.17903285852586587,0.562119483513823,0.3916385370833,-0.2792386760097849,0.6601675616114563,0.016388428233460737,0.22049411551144638,-0.06254588924266243,1.0,0.7704289344067585,-0.3239167818232924,-0.4043343588758334,-0.22004740262566067,0.11437942199272451,-0.10573941703252875,0.10517074396582594,-0.3373361703385776,-0.24610549698705333,0.2154700441625313,-0.45854004028940265,0.8161961019264091,0.03511961274240498,0.00260111701045501,0.13313978654999098,-0.15681468034101906,0.3126272326018344,0.19177309039342863,-0.14345507918615305,0.7704289344067585,0.49067811025727065,0.11764291616399634,0.2819859197100047,0.20379896219146254,-0.15757788942131684,-0.2647920838976197,0.5117032390040661,0.13287660390592834,0.05426652979422015,-0.1707604237977747,-0.3893208390765981,-0.2301413448447372
conj:expl,0.2373821309596845,0.07592961765138385,-0.2621385376517975,-0.23118264599065624,0.16234308928948513,-0.417132235068131,-0.6385037412535903,0.11705880874438376,0.22023770089924438,0.07115620337277288,0.40959957907284744,0.3523292925984772,-0.34397605738910547,0.7350863338516074,0.27170012185064435,0.4113418052993743,-0.203007590828149,0.7704289344067585,1.0,-0.41405184005994733,-0.05705253694895203,0.13205070992547815,0.3176086768479612,-0.4427212235977119,-0.21790604895505622,0.1180903640890934,-0.5522024121537249,0.6536446527223505,-0.792908822798318,0.7125104890288781,-0.38502808598412774,-0.07327151064453798,0.045690330404989196,0.2701083397378019,0.5337107447125219,0.14827571356048766,-0.4847078577200858,1.0,0.26563449345086493,0.0025404409354143264,0.23023574793391993,0.2757885505724483,-0.4571680287414203,0.2002650236737704,0.46805285936744184,-0.24774148503798255,-0.15652060920041974,-0.2588644222708384,-0.17417257404919415,0.14299411712843857
nsubj,-0.12691210830006977,0.08208035371456487,-0.06899501958799653,-0.03667746950103367,-0.7019133304522337,0.6713152014632011,0.5754599241694888,-0.4648211983752705,0.21338027081880798,-0.08721183536517789,-0.5026542149567068,0.4729025112239775,0.6597458128145932,-0.35124058259692464,-0.11262012690291988,-0.3703122878320796,-0.4592489534084898,-0.3239167818232924,-0.41405184005994733,1.0,0.13005444686677886,0.1959707780901545,0.2207922510918973,0.1334875996209382,-0.42060140921216765,0.1299933459060794,0.003410613117942417,-0.032905502198228964,0.5559596695255643,-0.22037628485890706,0.41046949213620154,0.004448427282156137,0.38332765961244986,-0.4166630242210604,-0.45439955028670465,-0.15919175834815016,0.12530270658457132,-0.41405184005994733,-0.860994231004657,-0.19782671478394767,-0.24461272908475504,-0.3412350052364526,0.06065426499877471,0.044917597758343246,-0.4951221534814518,0.129785294836787,0.6289704695467007,-0.39745883618853983,0.01635767456904939,0.028070899455030197
root,-0.8535253600489271,0.9312922290029146,-0.2262124091070706,-0.3899273352765884,-0.09646141029720771,0.376110810836337,0.006560262763538301,0.539910551489536,0.17435301097585712,-0.05088196763573786,-0.5879762314239888,0.18333708962034756,-0.09519672913603452,-0.23584298340396895,-0.21107565036727718,-0.42493547084872346,-0.29913935223957794,-0.4043343588758334,-0.05705253694895203,0.13005444686677886,1.0,0.03562670046941922,0.032501074427767444,-0.14894990279851358,-0.7234664922622267,0.075314090521397,-0.36894027687984715,0.46245641694942236,-0.023922992519720826,-0.2846340853977993,-0.03406996195634319,0.15504853746183214,0.3184977092455814,0.1139375765236697,-0.16692148059456952,-0.3051954718680951,-0.006679381462750461,-0.05705253694895203,-0.4005689566900174,-0.6611170464480156,0.2912233519309448,0.49146251781097733,-0.45350085473486434,0.7243983216362312,-0.2577943656816754,0.041896535711547646,-0.5482073963568557,0.17178044909049386,0.062291679413011086,0.9444515749969108
advcl,-0.23763498129462002,-0.07744708940859774,-0.4114803476956665,-0.5516676902641681,0.07213934125100592,-0.04048498105110462,0.005744058035907649,-0.08393243382867219,0.8271381771715934,0.3630362634635031,-0.002776444996419461,0.02767020484739481,-0.20946051708307148,-0.2161524217174303,0.015480899557736953,0.5686423452346508,-0.641348872422126,-0.22004740262566067,0.13205070992547815,0.1959707780901545,0.03562670046941922,1.0,0.8222354087942445,0.006472223675328637,-0.005340757138589426,0.47381559458843625,-0.08609167200580027,0.014533822349825587,-0.1825836796060414,-0.37580873892970373,-0.30548285134610925,0.39347135797382005,-0.09594271796892263,0.1800265426515937,0.039334399292984164,-0.45052119816246256,-0.7453168594615871,0.13205070992547815,-0.4288657466567895,-0.19832077647066174,-0.48595407878162383,-0.09246590177694301,-0.20084556357454236,0.20550825515572196,0.010036062454256228,-0.07714412701586444,0.21274230681637715,-0.15957957909804954,0.22295136607353183,-0.00893974129466804
mark,-0.2303169553819877,0.07081311958671346,-0.3359331232735185,-0.6819332260310296,0.0056570037017136575,-0.05799681278396145,-0.009260560631436652,-0.25493091082058694,0.9468153318249798,0.09255406809551409,0.3115183249173684,0.3017720424248103,-0.13269379182988347,-0.1948470938298136,-0.15479118307188533,0.3882139779667246,-0.6292056613311258,0.11437942199272451,0.3176086768479612,0.2207922510918973,0.032501074427767444,0.8222354087942445,1.0,-0.0822234208211112,-0.04127489013339765,0.06447683266211396,-0.3553859044662525,0.09077007764618712,-0.10135411966543349,-0.17916503190699085,-0.17852677907975348,0.3369526037561632,0.35503919941173623,0.00413031065446519,-0.08519440388558117,-0.6757634628220573,-0.6655305479225861,0.3176086768479612,-0.28325546870044704,-0.42207460765524385,-0.31857354608774313,0.1810498973108185,-0.07266006026272814,0.29899085406345977,0.13966802355115576,-0.04921606047401722,0.12384178457555498,-0.23405674296760912,0.3437790877135071,0.10157695000578433
det,-0.22965189700360258,-0.2838631457858795,0.49730038158346634,0.37434473966346093,0.22105157835758582,-0.38651977039008706,0.12326891308616343,-0.18282419641143582,0.1648765001451777,-0.5286262396029158,-0.2911633665598742,0.12481513858938717,-0.041849312404812135,-0.4544198590234659,-0.8257817764492068,0.19196586015519024,-0.14046588851383804,-0.10573941703252875,-0.4427212235977119,0.1334875996209382,-0.14894990279851358,0.006472223675328637,-0.0822234208211112,1.0,0.3821630960350487,-0.510207685559597,0.546995797595325,-0.5743279738162672,0.2314079683807276,-0.0709158249309514,0.4707844769308301,0.7032656048153281,-0.10907506131636023,-0.8045788026227788,-0.7490719528583205,-0.06490154487845927,-0.20773662603215465,-0.4427212235977119,-0.0739058537151122,0.33014484581206927,0.2722097482657929,-0.04775891263035076,0.4971108028677834,-0.6531567780577211,-0.4167205334954945,0.6099255676561552,0.1843058199427071,0.16511503182421056,-0.14994662064726813,-0.25061436570301177
csubj,0.3838882901586887,-0.6668220902544778,0.1990009367815381,0.11892463910895,0.6204333493363904,-0.4357525232885017,-0.13718491926345133,-0.21354176110884837,-0.04380189368875365,0.10385315088649068,0.5607544447352996,-0.39535089178819643,-0.3099151909754097,-0.2639833265088591,-0.14671540333811547,0.48523767064859874,0.49141508131456646,0.10517074396582594,-0.21790604895505622,-0.42060140921216765,-0.7234664922622267,-0.005340757138589426,-0.04127489013339765,0.3821630960350487,1.0,-0.3483519199851146,0.3635030168843869,-0.8060009520782411,0.027144258155570793,-0.17920116394541677,0.19422056898388237,0.2542211111766934,-0.22086697380753362,-0.04020052904434685,-0.046414743759455646,-0.13588584620970556,0.0034401557881532305,-0.21790604895505622,0.6028549629848317,0.4262101159374025,-0.3329036315244118,-0.3187660795787967,0.5839796515711326,-0.5425833186433581,0.1001395024637266,0.261765630924789,-0.008969265124044796,0.44732124908146503,0.21678583903086784,-0.6795383783089767
xcomp,0.15546836574635797,-0.07369478721208618,-0.47881107352309177,-0.11755464680484487,-0.26698882677517316,0.3019336413320642,0.054271750299673446,0.1837211257303219,-0.03752132770538855,0.6686102620505096,-0.28833053083707894,-0.27345683493979267,0.05182146020265735,0.3120309853533347,0.7545884735472831,0.17485941046889875,-0.24259901147443927,-0.3373361703385776,0.1180903640890934,0.1299933459060794,0.075314090521397,0.47381559458843625,0.06447683266211396,-0.510207685559597,-0.3483519199851146,1.0,-0.002124494577786099,0.3759710081215844,-0.22787980006266714,-0.15918005920695885,-0.5223066131840514,-0.34176192406270894,-0.504012082361013,0.6357080349666655,0.6006284944039723,0.3202851028764909,-0.16593248720083983,0.1180903640890934,-0.4016944635747726,0.05617516834606811,-0.4458551585837356,-0.3620253127867431,-0.5606482542408406,0.27167692279899397,0.09350425594188638,-0.47185068652041023,0.2732503829169396,-0.28444618493918317,-0.12411175644627548,-0.03054589101260612
obl,0.2552291799509198,-0.6362764176645168,0.3972865785417659,0.6179790535746942,-0.09625662224053487,-0.33532492318003426,0.5976424628806917,0.00858426745303239,-0.296021449590728,-0.2227734555473557,-0.12061712907351944,-0.5966870788340793,0.07005739595025771,-0.042485401898051695,-0.1506149492302293,-0.10339506810079035,-0.025297728523593594,-0.24610549698705333,-0.5522024121537249,0.003410613117942417,-0.36894027687984715,-0.08609167200580027,-0.3553859044662525,0.546995797595325,0.3635030168843869,-0.002124494577786099,1.0,-0.5139977719304403,0.5136370110297418,-0.15630878713918045,-0.0839601864756833,0.02225632236594878,-0.7001933585421654,-0.3663363606983249,-0.15954953890847787,0.40059618978357425,0.19435525464587963,-0.5522024121537249,0.1396223730650029,0.39145372450079585,0.07897452124729082,-0.049002966580515214,0.2550943765019651,-0.7749696399467667,0.17133646567544272,0.13319634143195697,0.45213665335697445,-0.10959621296007385,-0.4444988856712819,-0.6221329597235699
nmod,-0.1381103673453391,0.5038169027926955,-0.08310321897738397,-0.048185598528534025,-0.41415831763480365,0.04887312187890769,-0.28976464873366076,0.13857554578572712,0.02587650938626783,-0.09315243872756526,-0.1508681704899764,0.30545247954774796,0.1678237996410904,0.6091360772500135,0.3442282459070322,-0.10742487735102428,-0.2752471839089278,0.2154700441625313,0.6536446527223505,-0.032905502198228964,0.46245641694942236,0.014533822349825587,0.09077007764618712,-0.5743279738162672,-0.8060009520782411,0.3759710081215844,-0.5139977719304403,1.0,-0.4423862516023441,0.5106001614817194,-0.5393786827322139,-0.40594036533286376,0.05830764342946718,0.2705236428075191,0.3291151708086239,0.3049594785603902,-0.2628509179514178,0.6536446527223505,-0.2323711426383112,-0.13712753254133103,0.4410852144842218,0.38027596898193594,-0.5230418347120396,0.49930555583389585,0.1566641961028103,-0.5829244634037892,-0.12086467669537368,-0.53426390176462,-0.09677081447831556,0.5544558389815053
