,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.7389604153026397,-0.2002167312525608,0.41829409197373857,-0.2865047517451303,-0.6236533094754323,-0.4825789206622141,0.011932414283483348,-0.5676988073803682,0.9483261591040079,0.53533888854519,1.0,0.12361111546364306,0.6327571965201788,-0.7330356641428032,0.879986197249966,-0.0977450266078282,-0.26562022993809087,0.263338856511693,0.23859540210606264,-0.2865047517451303,0.33123727931037317,-0.5534454710345248,0.9030328054936373,0.9795543610180567,-0.8359615900731076,-0.7958019485349945,-0.01757736117451612,0.08254056577519028,0.722431098875459,-0.8390341187457763,-0.7958019485349945,0.3261168990980165,0.7165653315655052,-0.08221656512288777,-0.6321474312276802,-0.5184812345366296,0.5461297688116007,-0.09786368593297556,-0.7805279111993652,0.10793715698613855,0.9738446582450664,0.5321502264234201,0.17367807278730915,-0.7958019485349945,0.31516170901075935,0.3291931594005627,-0.5684971395418759,-0.33407752221588094,0.6749308738656199,0.21388019548415285,-0.6028363004688164,0.293014373310402,-0.5603760955963477
PROPN,-0.561878214376576,0.17901003971784807,-0.15323895855497827,0.7763240688092731,0.21623634995826965,-0.419145649523031,-0.6244395926983091,0.003985358889250289,-0.13430473785215327,-0.2680087611101471,0.12361111546364306,1.0,0.11472491407425357,0.4192612958150743,-0.22805708353237927,-0.01683447477767847,-0.7085396350675498,-0.492841284616335,-0.1878625272613649,0.7763240688092731,-0.27678060796675585,0.7221255374366068,0.1776192645670664,0.00718466110187415,-0.21842040040908237,-0.5725445196214325,0.9587353181481573,0.2010003895195287,0.4912555153854513,0.38665757453954697,-0.5725445196214325,-0.22728984378500441,0.050123074694509565,-0.6461428929508399,-0.41678827962802517,0.47631668327255144,0.258355228122146,-0.7207614894805817,0.2950562566978551,0.2915714319073951,-0.021111982935524493,0.007471588598109821,-0.6614718899836072,-0.5725445196214325,-0.7890533090455143,0.18284419173187727,0.37745250250526874,-0.3562331226984344,0.05332032896379117,-0.6057063568822605,0.18031298565753112,0.2864312816376685,-0.06505098123185235
PRON,-0.7942708344280206,-0.45266956176020706,0.8364116950576924,-0.46071292285375454,-0.4275691141158196,-0.12575650085827006,-0.5935460465508615,-0.9844252503609869,0.4433900830743027,0.8248975369817013,0.6327571965201788,0.11472491407425357,1.0,-0.7845798103464457,0.41765075694062925,0.3250306423600428,0.03171650260977937,-0.4597474416043209,-0.587317719874641,-0.46071292285375454,0.7694708470057358,-0.29210595491762165,0.4124624147266364,0.5764554462588736,-0.11938407123435714,-0.2611048351692297,0.21321076874778452,0.7705671825969266,0.08335282124074442,-0.5106870076986805,-0.2611048351692297,-0.49777841634273295,0.1992568920775221,-0.5351674774895591,-0.39582000112051247,-0.49611021007973694,-0.06474740580318573,-0.6235106647685116,-0.8380074249300355,-0.4429205227804771,0.5141486309835452,0.6317279773133954,-0.3476096263087003,-0.2611048351692297,-0.11605548846989834,0.8658240360690171,-0.8222005642678526,0.28334518617430593,0.6468480874584199,0.6799695002787396,-0.30722637113570167,-0.44769235756116105,-0.6040921321341529
NUM,0.4535264502440562,0.37632618801001355,-0.7775582599736144,0.8287723784713454,0.6889892263014891,0.11589288010673207,0.011222672315570103,0.8023451721521252,-0.7426472139427281,-0.8812874647279523,-0.7330356641428032,0.4192612958150743,-0.7845798103464457,1.0,-0.7696181270726624,-0.08488652419198367,-0.23567502307795207,-0.13474015985904977,0.12243194128630346,0.8287723784713454,-0.6943519507186126,0.817014009830672,-0.5079524538870117,-0.7427957667348873,0.32115282545498075,0.20236282792199164,0.4071085350956416,-0.39090337066397146,-0.11971358924149798,0.85041571920835,0.20236282792199164,0.025973181123075176,-0.44864481760955205,-0.04469215577444186,0.2254658513045638,0.8134277282782988,-0.017897376372504745,0.01160970915843581,0.9676727376533829,0.3095342596637372,-0.7417042838355247,-0.6464011329488614,-0.2683071068215048,0.20236282792199164,-0.4780471730031563,-0.5685402039415541,0.9433888584454726,-0.2514182680476553,-0.687630302940801,-0.7993458230941551,0.5943806701823671,0.31007065091593594,0.49647929924720163
ADJ,-0.34776288968808344,0.07205781031420855,0.4515549995856727,-0.5503170988280256,-0.8484359868167075,-0.561517938238063,0.28645892592592703,-0.35899737372663043,0.9551751954016984,0.6040359797685811,0.879986197249966,-0.22805708353237927,0.41765075694062925,-0.7696181270726624,1.0,-0.41504801663409635,-0.22873803252727393,0.5937935329738502,0.45672106225065623,-0.5503170988280256,0.13703544123378628,-0.8329558921274293,0.6994115240614186,0.8637706129291829,-0.7948899030266752,-0.6391917199416663,-0.39855944688540307,-0.047083381275191565,0.6522381604211636,-0.8406937918744465,-0.6391917199416663,0.48964910094986247,0.8750469104944771,0.38099623285911255,-0.24296495148386701,-0.7784405765335819,0.326984561452793,0.25866376013990555,-0.703852190251816,0.305277896371078,0.9620117601776629,0.6427645252758751,0.6019606429314527,-0.6391917199416663,0.5449916987259638,0.2185920768768696,-0.6385183350076062,-0.12025968825966522,0.7539612968467865,0.2566623095726341,-0.84841950047835,0.19233868194958428,-0.22118627150667214
advmod:emph,-0.35194676830136046,-0.9330948704138411,-0.06984065597813272,0.07994596509200698,0.6517996103020994,0.825270897484963,-0.19198511236547552,-0.4492383087664846,-0.19699592281777253,-0.09772374861110233,-0.0977450266078282,-0.01683447477767847,0.3250306423600428,-0.08488652419198367,-0.41504801663409635,1.0,0.7058693014993085,-0.5760359038434926,-0.5476404887283635,0.07994596509200698,0.7617707741734564,0.275478762188215,0.12491440225800238,0.014781189802447378,0.38271789352059954,0.3852756891611177,0.16215203335513026,0.1650757161784302,-0.5373610207460929,-0.11486088070034073,0.3852756891611177,-0.37301486761452424,-0.7624408357576647,-0.6982998257799394,-0.5238873292314892,0.45352014702834303,0.20143092916628993,-0.30069537094087595,-0.2795933560442673,-0.9296288796350556,-0.26468726009304283,-0.506520572676721,-0.6622716089947533,0.3852756891611177,0.014715067782657376,0.045031681219927705,0.0009641344530711729,-0.15362673484201744,-0.5076143447637859,0.4314779689792245,0.7454281290134394,-0.10045992202697912,-0.7629094991366445
obl:arg,0.24044424233521836,-0.7402130675770869,-0.043279687013602804,-0.41339750017926685,0.3933797916099987,0.9150528535201538,0.33837177956536585,-0.20651531816744212,-0.14198730967183945,0.009217331590260381,-0.26562022993809087,-0.7085396350675498,0.03171650260977937,-0.23567502307795207,-0.22873803252727393,0.7058693014993085,1.0,-0.052499357355145174,-0.22666269726091184,-0.41339750017926685,0.6483452431565196,-0.2363556969581614,-0.11760475099031412,-0.09962388841037927,0.48003042993405093,0.7327994370140515,-0.5529225931225311,-0.09089951165654003,-0.7669250470189773,-0.2534207854586448,0.7327994370140515,-0.08730936185014526,-0.6387032407201406,-0.010266726884962697,-0.022765660656728994,0.07458572794535,-0.05548805937519657,0.33452468345954683,-0.2836809402932689,-0.832148737960368,-0.27516563651829196,-0.4541050992372957,-0.004786343803987157,0.7327994370140515,0.5394886047034276,-0.1868397588617609,-0.15143311526067796,0.1251895849724575,-0.495295340416227,0.6491793294946859,0.4731818939530345,-0.2433147222672923,-0.4188534854445294
aux,0.41916392414484077,0.33620834546715084,-0.2805746967399455,-0.25000000000000006,-0.41062271548502427,-0.2720277519072174,0.8843531456089299,0.4691926710094356,0.5356092773644083,-0.10646803833597057,0.263338856511693,-0.492841284616335,-0.4597474416043209,-0.13474015985904977,0.5937935329738502,-0.5760359038434926,-0.052499357355145174,1.0,0.9310285254543208,-0.25000000000000006,-0.4146760444863659,-0.6414453209460749,0.2974883304911778,0.3291429560181546,-0.5856334086531318,-0.25000000000000006,-0.7180514769502028,-0.7396599543857528,0.41624871095301696,-0.4422621976026445,-0.25000000000000006,0.9097869722672729,0.5801215187085662,0.8730735630742111,0.12672051022662803,-0.3481873442347448,0.35159165640924855,0.8883033601992001,-0.024229389866415284,0.5346583137745327,0.45343299051654173,0.009855347294092346,0.9284112989236786,-0.25000000000000006,0.7647908744982946,-0.5763364951613473,0.041661810175336295,-0.3220860565768593,0.09628545561862112,-0.20037868432127126,-0.5002251732139131,0.5206301862706136,0.24548421172082782
flat,0.3211977121820943,0.36700143094810056,-0.5331300724741616,0.11194364919341554,-0.20444934330401363,-0.31788076579636193,0.833489183464263,0.6216748129592408,0.4623608491694212,-0.38059198741184375,0.23859540210606264,-0.1878625272613649,-0.587317719874641,0.12243194128630346,0.45672106225065623,-0.5476404887283635,-0.22666269726091184,0.9310285254543208,1.0,0.11194364919341554,-0.5788351264630385,-0.3564498535647598,0.37513582654828403,0.29695539854136244,-0.68152417393017,-0.41239107504923417,-0.4497005051500409,-0.8701140628779513,0.5733154394077633,-0.29690737103215725,-0.41239107504923417,0.9765858897997051,0.5257797356052382,0.7111766354536784,-0.053714948213163326,-0.051137030884630244,0.5600298066909516,0.78413084401871,0.17381998237602905,0.6424273995838348,0.3894467607227801,-0.17659546271768523,0.7460950969564385,-0.41239107504923417,0.5894067137943869,-0.7243506681411149,0.3318706519716359,-0.591441987997781,-0.06011756482598859,-0.5086689206726352,-0.3253419654664959,0.7740797173630268,0.21703914633341848
conj:expl,-0.09451735544442487,0.14320475287140202,-0.7285899564444929,1.0,0.6579354235561907,-0.03240352296530384,-0.1580947546284993,0.5147119013241854,-0.406339046465011,-0.8146831470778599,-0.2865047517451303,0.7763240688092731,-0.46071292285375454,0.8287723784713454,-0.5503170988280256,0.07994596509200698,-0.41339750017926685,-0.25000000000000006,0.11194364919341554,1.0,-0.5062528521034629,0.8668354911216783,-0.010802847885699744,-0.3074615896071855,-0.05815010663493702,-0.25,0.7143922954023564,-0.33336491933525314,0.25161397306791317,0.5757918774972991,-0.25,0.08205880618766451,-0.28935061103671567,-0.40555875059794944,-0.31370837113886163,0.8737565834928281,0.3987580342334099,-0.26788823863803474,0.6897185607767767,0.26741126043034014,-0.3827793870588788,-0.5782056330599988,-0.5168337938688331,-0.25,-0.5473857205110787,-0.43367208293291654,0.8689296277573005,-0.6042816503625845,-0.5348313492852795,-0.8479630170597715,0.5727803065849586,0.574043806436146,0.06611572391628427
nsubj,-0.5177715907123535,-0.8711862135089614,0.527012247369941,-0.5062528521034629,0.011461370101391729,0.512724660046628,-0.24342771417495393,-0.8680495086168939,0.2486652766253591,0.5503989712321602,0.33123727931037317,-0.27678060796675585,0.7694708470057358,-0.6943519507186126,0.13703544123378628,0.7617707741734564,0.6483452431565196,-0.4146760444863659,-0.5788351264630385,-0.5062528521034629,1.0,-0.2928735127734583,0.3052406165100577,0.40111241392945435,0.17435722787426902,0.21611082433254836,-0.11099269259465666,0.4819621337128111,-0.38367217286554933,-0.5460688953792217,0.21611082433254836,-0.4080133673576039,-0.2939948644021458,-0.4965825771141891,-0.42585453850863025,-0.22466513623704434,0.020867503180304996,-0.29661584975618166,-0.797243188584493,-0.8838997563161441,0.21427674702156238,0.10937413606586881,-0.34588320874740885,0.21611082433254836,0.22842383144581418,0.48984088254929786,-0.6434282881886251,0.18037899535371374,0.1103076365239054,0.8643569934792346,0.14895355488385467,-0.4003921983930758,-0.8003959546237022
root,-0.046843918282136236,0.05291402966277332,-0.4811507443447862,0.8668354911216783,0.751778870112589,0.16964179047814507,-0.4866342479002083,0.3161303001637585,-0.7367075217697121,-0.6437420326259131,-0.5534454710345248,0.7221255374366068,-0.29210595491762165,0.817014009830672,-0.8329558921274293,0.275478762188215,-0.2363556969581614,-0.6414453209460749,-0.3564498535647598,0.8668354911216783,-0.2928735127734583,1.0,-0.3658169574396846,-0.5976817768880055,0.3993073904654231,0.11050987631799747,0.8022266414112331,0.061843046702691494,-0.1553904495024618,0.803465032054371,0.11050987631799747,-0.3989308828159156,-0.5873019956184142,-0.6022080270393124,-0.08817549798250117,0.8588931706753192,-0.022348866242554305,-0.5313955739970794,0.6950065615526394,-0.02346244940288501,-0.6872382925053984,-0.507654710004644,-0.7681830010069337,0.11050987631799747,-0.789832044820917,-0.13274577914574207,0.7229036323478223,-0.1874616194665894,-0.5503033144946877,-0.5756928449393484,0.7216168008086055,0.10410329300781883,0.11834956997862507
advcl,-0.712672479865186,-0.39331580999241217,0.033839507807490836,-0.010802847885699744,-0.26508549926223773,-0.23201391480373165,0.20205948055645817,-0.3804307527223005,0.8748823259997225,0.1677862605735665,0.9030328054936373,0.1776192645670664,0.4124624147266364,-0.5079524538870117,0.6994115240614186,0.12491440225800238,-0.11760475099031412,0.2974883304911778,0.37513582654828403,-0.010802847885699744,0.3052406165100577,-0.3658169574396846,1.0,0.9456207127962387,-0.8601978989130049,-0.7617120498369633,0.016087277589434276,-0.2274517636175184,0.6925086940997612,-0.8094870497102882,-0.7617120498369633,0.5096644404768848,0.48538700152312814,-0.16992814978801662,-0.855018625480746,-0.15480075140714772,0.84442811520667,0.022560709383840815,-0.6342557488999243,0.0074965367834367745,0.8498445356376239,0.11850805052081448,0.06913600834597994,-0.7617120498369633,0.40291858808668607,-0.016971425539090177,-0.24350753017141905,-0.6808264266771068,0.2966905875251682,0.03268118457720409,-0.2673279329808024,0.602859340857799,-0.7202842191202675
mark,-0.6905847108219166,-0.3324184737100458,0.3215407989051662,-0.3074615896071855,-0.5284932390328341,-0.32462608601453125,0.15481150702444896,-0.5415219302634613,0.9658075973309009,0.4628617798635743,0.9795543610180567,0.00718466110187415,0.5764554462588736,-0.7427957667348873,0.8637706129291829,0.014781189802447378,-0.09962388841037927,0.3291429560181546,0.29695539854136244,-0.3074615896071855,0.40111241392945435,-0.5976817768880055,0.9456207127962387,1.0,-0.8266535864225132,-0.7166533393087283,-0.13284989643813244,-0.04006007365268002,0.6475887963485176,-0.9145361427864046,-0.7166533393087283,0.41532919972391363,0.6261621877399937,-0.05225073529619638,-0.6905083901576079,-0.4617047357250849,0.6363272354949419,0.027098068133781874,-0.808693812395971,0.0015658862632363644,0.9569698645096207,0.3902686091459152,0.20993270735276975,-0.7166533393087283,0.4644010371225897,0.20043393266334528,-0.5302353962465726,-0.41819135404337265,0.5432569188077059,0.260416808282142,-0.5061432698069022,0.36318564434081474,-0.6530382957399293
det,0.44881293475489753,-0.11968766918862635,0.05713067432170961,-0.05815010663493702,0.48418598641743926,0.6076870319460469,-0.3286150060826604,0.027186549722560287,-0.8657420720344341,-0.07993537911551919,-0.8359615900731076,-0.21842040040908237,-0.11938407123435714,0.32115282545498075,-0.7948899030266752,0.38271789352059954,0.48003042993405093,-0.5856334086531318,-0.68152417393017,-0.05815010663493702,0.17435722787426902,0.3993073904654231,-0.8601978989130049,-0.8266535864225132,1.0,0.9066016534581708,0.03482666733756432,0.388064806213709,-0.9291931474764957,0.6368430049122138,0.9066016534581708,-0.7168423515507822,-0.792736074049583,-0.1930559211198137,0.553164766716442,0.26347383797288476,-0.7443342401616869,-0.20422063087561576,0.35325518019337326,-0.5091654588352824,-0.8692834855322376,-0.26107996009608553,-0.3806408833075721,0.9066016534581708,-0.35370445046512056,0.1441745318720166,0.10289887333362283,0.6436056509635715,-0.4337387862752712,0.29165880016081025,0.5475191366189919,-0.7032998514604482,0.2662534676687711
advcl:pred,0.6383346034362609,-0.21996202359966943,-0.05731442564522598,-0.25,0.45088478668594756,0.7615980049916771,0.07405687851372167,0.12497595519780243,-0.6994873718669864,-0.11682275172167085,-0.7958019485349945,-0.5725445196214325,-0.2611048351692297,0.20236282792199164,-0.6391917199416663,0.3852756891611177,0.7327994370140515,-0.25000000000000006,-0.41239107504923417,-0.25,0.21611082433254836,0.11050987631799747,-0.7617120498369633,-0.7166533393087283,0.9066016534581708,1.0,-0.3587457649621405,0.0986210099792921,-0.9768868269629576,0.39621401104003795,1.0,-0.412641586628352,-0.7595038918347281,0.09565546425074743,0.5626920978730668,0.16821257912065452,-0.6106024512036433,0.1925039180697632,0.2541549128513731,-0.5539648959131573,-0.7688402003750013,-0.3860171025227728,-0.06549512069036663,1.0,0.06592309765649164,-0.1106235437868865,0.07625747473129799,0.542209215426472,-0.5348313492852795,0.39623694722786645,0.5047239360074788,-0.5690076651062532,0.2139543546187822
csubj,-0.5568591852494311,0.054400564379421645,-0.04811709442860021,0.7143922954023564,0.3194219204893013,-0.24361792723347883,-0.7828111753866371,-0.12142695183152477,-0.309182848678631,-0.19972358528378353,-0.01757736117451612,0.9587353181481573,0.21321076874778452,0.4071085350956416,-0.39855944688540307,0.16215203335513026,-0.5529225931225311,-0.7180514769502028,-0.4497005051500409,0.7143922954023564,-0.11099269259465666,0.8022266414112331,0.016087277589434276,-0.13284989643813244,0.03482666733756432,-0.3587457649621405,1.0,0.39246405900272974,0.24454718938688977,0.4825293292122694,-0.3587457649621405,-0.4796350195225745,-0.16056693523229962,-0.7880498252407788,-0.3488133621144674,0.5077484206717248,0.0755182801283743,-0.8567613413157156,0.2755816987706663,0.07139095624232213,-0.19197021073813197,-0.010102664412950681,-0.8272328495719208,-0.3587457649621405,-0.89023933615629,0.31867774794527964,0.31073556307858635,-0.17165496011078232,-0.005531163352941747,-0.43668199243244904,0.31720953445048816,0.05642882107371482,-0.10289772830269342
