,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.22298931536995942,0.46366175395408327,-0.4508293780688987,-0.7235505918013493,-0.2993710649437776,-0.15528566014029194,0.5041616912222369,-0.6582123481162946,-0.2894748967131875,0.5733782001561788,1.0,-0.3822943061407516,0.03183206319010324,0.27069729361662304,-0.1790766653136745,-0.43787733621407776,0.6801507597492227,-0.4535559061823897,0.2559179044683801,0.36900120834393635,0.2043105338947711,-0.6342938562627087,-0.10618455795112502,-0.07578226685186844,-0.7250308018436115,0.4711601200341576,0.46527286742282314,0.37376304090319595,-0.12999316007114034,-0.3110668280255476,-0.5870071738026276,0.11485624000303646,-0.0051446918686461835,0.12840853257985885,0.48800190751221706,0.013039705925115311,0.4318614555615976,0.2283932870719543,0.5457461965730068,-0.3071316609925663,-0.15648473109569286,-0.6882931991914026,-0.5775342068195943,0.20585553764114597,-0.42238018933726473,0.3437829368147959,-0.6517943913690031,-0.5492736621039274,0.10616594784729072,0.55257455605132
PRON,0.2695529017986779,-0.11455690402730817,0.12803045982348418,0.6252436420239383,0.07276420432798421,-0.628549420009035,-0.721862923369536,0.9122787867557506,0.30888804232924366,-0.39920960435649605,-0.3822943061407516,1.0,0.6166086371627678,-0.02713607462802279,0.17799512953538366,-0.31713610180249313,-0.7617388638906861,-0.22774864806164855,0.31617351599824645,-0.2425790833625282,0.6908834249247154,0.9305894935896319,-0.6055630079937224,-0.29959316178713385,0.16981665620995084,-0.4292110428816265,-0.36379058935510283,-0.4316540488649661,-0.57959843951901,-0.23875167963362814,-0.19860618176726333,0.02428923507160908,-0.7336275297040218,0.40751269572185655,-0.23271170084453974,0.5865946808094479,-0.5861319430648524,0.23844404980977948,-0.3614125480799938,-0.26460638376714724,0.07969978021477256,-0.252369840225702,0.5096645559110234,0.38324684549671434,0.8109174087076583,0.22002989612201662,0.11260156504609516,0.7375240858315931,-0.16530847988158306,-0.19715529025047754
NUM,0.5250654762790153,-0.3399037204773035,-0.6374843487278716,0.09056944593626531,-0.1874813657889358,-0.7301318290290588,-0.5144667264997168,0.39760888497942914,0.7831266644774574,0.2822816012585263,0.03183206319010324,0.6166086371627678,1.0,0.42675889953976115,0.41658838270066734,-0.4080217066968779,-0.1713162474847556,0.14662023954559764,0.3711832103972855,-0.5165116705358628,0.6407991189160842,0.49979370884542945,-0.388100774912252,0.07937120516811838,0.2752398213145988,-0.017082210697221788,-0.46002729179679674,-0.5694512300382681,-0.7101134790099184,-0.46201560648223233,-0.6765771135043035,0.25015453696631984,-0.2900176990408016,0.43308514564553224,0.09323393673065034,0.8030839879584514,-0.2409844105802983,0.17706127241160002,0.207431441258519,-0.9041216286253386,-0.6103801899084723,-0.5207610605924314,-0.10022817226048873,0.6104448272310853,0.4842164820326963,0.2921010794945211,-0.1412123911406116,0.1962307366046741,-0.4492341545616192,-0.37951636834682567
ADJ,-0.24272305361711713,0.025078895279999465,-0.6201637565846913,-0.012566651648757105,-0.2542473797764298,-0.4345069493522647,-0.18961988090853163,-0.29704497580029576,0.18112862808347172,0.027944586064575925,0.27069729361662304,-0.02713607462802279,0.42675889953976115,1.0,0.7799612122421672,0.26543481002691377,0.5458817232112355,-0.018816160787723676,0.45123094498370697,0.06662589652384027,-0.11962070571703182,-0.24239831810922946,0.04908711578424525,0.6875801714052496,-0.07564548569192446,-0.2618887873060855,-0.37863630400412873,-0.021046557916943567,-0.38708853190837855,-0.8624755431830208,-0.7668359291864877,-0.0963607303769287,0.20968640744067374,0.018681183948797534,0.7602175886118723,0.2826428323685249,-0.007030657014494284,-0.297232773568265,-0.13363375906841043,-0.50937512814383,-0.5044773332723265,-0.5810214691158403,-0.3327235266620465,0.500958312218854,0.34695145740376154,-0.286120915595884,-0.16494282970110302,-0.12064727209051875,-0.4518002583870137,0.0467710698650953
advmod:emph,0.13125079609018128,-0.3863008125366221,-0.38089815533127885,0.4907413071584142,-0.09827006732661758,-0.3166963727328617,-0.5140593034485692,0.03221251785312394,0.3767946724377701,-0.09491913561755647,-0.1790766653136745,0.17799512953538366,0.41658838270066734,0.7799612122421672,1.0,0.4687508418244615,0.1723033653292071,0.15719603399483656,0.6181229116306126,-0.2761006237990035,-0.21896732995902288,0.05520862292811146,-0.008642386937211552,0.4314301532164296,0.4009240851038868,-0.4458584121774123,-0.4477159893338165,-0.22942446472360092,-0.34068524903503067,-0.5334341116461269,-0.5228714239755792,-0.3256826776223498,0.1402765871469999,-0.36215497867578994,0.461202551665627,0.5639984672016746,-0.25549315216968205,-0.012083742989659571,-0.1915644627533551,-0.2800764452346756,-0.34043832469853347,-0.22889513287066318,-0.21146546303710434,0.12314568586182618,0.3902821546881668,-0.08845145683438023,0.25616486498232094,0.3309046146359814,-0.6000889034467369,-0.42874308945680734
obl:arg,-0.358230344977279,-0.09816195477629945,0.2043935932465723,0.449466532371044,0.4862723547914902,0.2328880854423214,0.02181483719039815,-0.17394150562113078,-0.19736536431240265,-0.5121696579127225,-0.43787733621407776,-0.31713610180249313,-0.4080217066968779,0.26543481002691377,0.4687508418244615,1.0,0.11411921888447189,0.4578997362776324,0.11657916510920067,0.18553200138128173,-0.6108575627543275,-0.2430784939297345,0.15986448470081832,0.40503972102494906,0.2494625792062187,-0.6469839016629473,-0.29551463741171297,0.35098753444335745,0.24463265575287496,-0.09102048466836381,0.34812560814403415,-0.36360803547705284,0.6167788249267875,-0.5435665709821463,0.36089890213943177,-0.27640644078478616,-0.3368148775927366,-0.29778808026845277,-0.5630739082232771,0.4363659725315119,0.25743168951332834,0.5476731150800384,0.010547105273020215,-0.278742185860188,0.09330667792678647,-0.5501361843022781,0.1525010551805934,0.25358922387938243,0.17984785588146832,-0.07145921412355849
flat,-0.3486262805348881,0.3075514352449711,-0.43700540322557213,-0.6807176307202142,-0.2580387068278667,0.277287694430175,0.39962404685192365,-0.8828882010939235,-0.156520061959618,0.4896640006663067,0.6801507597492227,-0.7617388638906861,-0.1713162474847556,0.5458817232112355,0.1723033653292071,0.11411921888447189,1.0,-0.025506790111190877,-0.01581050845898849,0.34124287553039756,-0.47091230072811185,-0.8677656685442483,0.3782192087505135,0.551060260821094,-0.29828481375265203,0.4111399718613044,0.09356339491515932,0.2086726493156571,0.2983151022618825,-0.26944319476004464,-0.44863851335355726,0.1677141580648089,0.4435575896242418,-0.2759352486498641,0.6567225443104671,-0.23243855177084075,0.4912210826362399,-0.31050055900999907,0.3974361390838297,-0.1800003623217365,-0.31561240909008775,-0.37247549821274023,-0.5306902594007701,-0.04811972305746374,-0.5396379299460707,-0.07533018441517567,-0.33023966667816523,-0.7331529687811675,-0.1364332492847418,0.3316524449413114
conj:expl,0.3531180661467779,-0.5025195084428525,-0.22497596776636286,0.03779873090340505,0.415251433297646,0.1573600723015637,0.006259833953563124,-0.024687571231950485,0.5842686902712576,0.1346676204873346,-0.4535559061823897,-0.22774864806164855,0.14662023954559764,-0.018816160787723676,0.15719603399483656,0.4578997362776324,-0.025506790111190877,1.0,-0.23860951059821894,-0.41943184922270166,-0.19586465031799974,-0.0023603973291485662,0.1441030479128817,0.30810368198346444,0.6648374376125714,-0.07187415452476302,-0.47439768373489605,-0.20242072824084725,0.13801506778231312,0.24141355943048037,0.3196585014831037,0.21531340815148137,0.6518557898446304,-0.17604873639716004,-0.05002220443175098,0.01720304838590999,-0.2052073925445036,-0.1981016609214892,0.07434236847829574,-0.2193916353740495,-0.2855633320452918,0.618012197422777,-0.10790967753843089,-0.11838748143442794,-0.1381493008491853,-0.21047054256568049,0.04192413210784534,-0.030804377287955497,0.08297181616674174,-0.5055375679290468
nsubj,0.13977206452239987,-0.14771559617124128,-0.32012064442661115,0.4244287069910112,0.044814597246622914,-0.6220034454404048,-0.18779117876959353,0.035719541051644994,0.02520623906576289,-0.00788031941568899,0.2559179044683801,0.31617351599824645,0.3711832103972855,0.45123094498370697,0.6181229116306126,0.11657916510920067,-0.01581050845898849,-0.23860951059821894,1.0,-0.0856044717043185,0.331799215160121,0.029319873460838648,-0.5298578306619863,-0.29492356409161824,-0.1465222983272105,-0.44027591574560404,0.08595448336793428,0.23200943579377215,-0.648444817367214,-0.4919947145097423,-0.5477119655370281,-0.5068473052921748,-0.1170412940409746,-0.19436172994496065,0.42895115901153147,0.6998773166875509,-0.3338601158629379,0.653463533810011,-0.02176350644349253,-0.20332136372878892,0.020304138370160252,-0.41577177028199974,-0.41388085512098394,0.1733494792231879,0.2973741095595937,0.3692697737944971,-0.19698686601751958,0.5136071197531037,-0.130105448539705,-0.08698569585524286
root,-0.9193341108542569,0.9529398367530757,0.4454017149293376,-0.19243645660379716,0.3911210568705065,0.19357847859342506,0.2267528099773336,-0.25189415850826685,-0.8099721830843739,-0.42120771437571974,0.36900120834393635,-0.2425790833625282,-0.5165116705358628,0.06662589652384027,-0.2761006237990035,0.18553200138128173,0.34124287553039756,-0.41943184922270166,-0.0856044717043185,1.0,-0.0964581617043315,-0.3471169846216846,-0.25139384215164434,0.1591749827859754,-0.697765217056378,-0.21535846522162344,0.008485995525910306,0.5286031733785554,0.36459558551669285,-0.21966206384518847,0.03319544787766147,0.2133355987540008,-0.11180028859510098,-0.05759037692821581,0.5737810148000896,-0.5693841014191748,-0.19778932690603582,-0.34641040114647653,-0.3984697014366595,0.39472551993754057,0.6354177877130202,-0.18827708160811216,0.3037477058149591,-0.07845614910516928,-0.019547724977183413,-0.18481893650887937,-0.5581968450559578,-0.07927508126756684,0.6026822248146847,0.9390833642456581
advcl,0.2521832623633433,0.09927392357589936,-0.20068886863384586,0.04688763994623215,0.12670193006074937,-0.7518007292184502,-0.1629225896677656,0.4988387937297116,0.21999982911806773,0.04902466587280958,0.2043105338947711,0.6908834249247154,0.6407991189160842,-0.11962070571703182,-0.21896732995902288,-0.6108575627543275,-0.47091230072811185,-0.19586465031799974,0.331799215160121,-0.0964581617043315,1.0,0.5386528544314865,-0.7669382465851335,-0.5040352872235226,-0.2660279191442946,-0.09302326888256782,-0.03722453911866919,-0.07931401396609118,-0.6870739805064431,-0.25077459148512243,-0.31828733449507846,0.20812034743215674,-0.5304277528531318,0.6436962402071817,-0.06788066687650993,0.5049517093685079,-0.3733866653999303,0.4699474047999852,0.0751672179898189,-0.523109203182715,-0.008846303699349006,-0.4194091311009157,0.07855980842957502,0.5492679328304931,0.42948146538216253,0.43534217895613203,-0.5009268806823619,0.34815218213030424,0.2337240554658234,0.13122437483674892
mark,0.36206073814164846,-0.2305745366351775,0.28261685152066796,0.6411744317042457,0.15678824519316106,-0.3802895801484155,-0.7446299983713301,0.9885458568621326,0.40309582075720907,-0.42284912921087714,-0.6342938562627087,0.9305894935896319,0.49979370884542945,-0.24239831810922946,0.05520862292811146,-0.2430784939297345,-0.8677656685442483,-0.0023603973291485662,0.029319873460838648,-0.3471169846216846,0.5386528544314865,1.0,-0.4473257650451143,-0.2595167434681886,0.410951484998655,-0.35599994945611535,-0.44947465925825647,-0.5691414259216179,-0.3452133437676372,0.039846585754950065,0.08520161133006073,0.13373083471351777,-0.646552184081892,0.33622707816566694,-0.45635115733767545,0.44238020801732636,-0.5773299559779059,0.1026012890551901,-0.3664337255716975,-0.14549404654867962,0.10566186389060853,0.049195188683075965,0.6612967589063931,0.20125517770463686,0.7100745160504844,0.1411764955183034,0.291770824817881,0.7063994208538737,-0.14247941935626263,-0.348715003242416
det,0.014001624124729507,-0.32929306145089404,-0.13817490644927635,-0.33459760003602923,-0.5975176681050521,0.5284572504225438,0.34285955545430824,-0.49460023283907806,0.014139569842745947,0.24271709895590543,-0.10618455795112502,-0.6055630079937224,-0.388100774912252,0.04908711578424525,-0.008642386937211552,0.15986448470081832,0.3782192087505135,0.1441030479128817,-0.5298578306619863,-0.25139384215164434,-0.7669382465851335,-0.4473257650451143,1.0,0.44128047281982063,0.21007088269372134,0.42642758061209035,0.25921121766154614,-0.05115816217177527,0.4001743162239112,0.2141639704346867,0.2316448479406782,-0.21179787720263604,0.5072664373421397,-0.12471353413698875,-0.28242860493568156,-0.4780613735975389,0.7873001399894605,-0.4431603198406156,0.17870370548143433,0.2022814437046056,-0.444206459096737,0.27596208597221866,-0.25979256971894665,-0.15168453167674206,-0.4106280891348355,-0.49893425784706613,0.5906018998187345,-0.6588822357549047,-0.44167908726286964,-0.2812867116761325
csubj,-0.3875479413192452,0.10916076959094552,-0.28322210429812106,-0.19304943978742342,-0.11631232937853614,0.12987901325485085,-0.13315906418634368,-0.2968349517680237,0.17191116032673162,-0.08613773461770707,-0.07578226685186844,-0.29959316178713385,0.07937120516811838,0.6875801714052496,0.4314301532164296,0.40503972102494906,0.551060260821094,0.30810368198346444,-0.29492356409161824,0.1591749827859754,-0.5040352872235226,-0.2595167434681886,0.44128047281982063,1.0,0.17405216566180723,-0.07286951151423345,-0.5913018040489881,-0.20449775061155495,0.20893964291548944,-0.45460323562425675,-0.26047657039158467,0.2807789714394932,0.39043146414326807,-0.011702994733915187,0.5049136747436542,-0.26671727207533014,0.09614055193543232,-0.8630960242285182,-0.2370395209413964,-0.2604622062955055,-0.4290861066525366,-0.11639580518061676,0.054376838921707873,0.24068958823630876,0.14221491911413675,-0.6295150076753485,0.03355748030999963,-0.3990246344001898,-0.3204078329811856,0.058097136028184615
xcomp,0.6529818369835348,-0.7249124189998946,0.006914083578486288,0.41697376354499793,0.08299014290549912,0.2441381850556029,-0.568966254551075,0.3904413567637297,0.7483286775713874,0.07136752790595205,-0.7250308018436115,0.16981665620995084,0.2752398213145988,-0.07564548569192446,0.4009240851038868,0.2494625792062187,-0.29828481375265203,0.6648374376125714,-0.1465222983272105,-0.697765217056378,-0.2660279191442946,0.410951484998655,0.21007088269372134,0.17405216566180723,1.0,-0.007707112966849086,-0.5203730901282053,-0.7154605912263271,0.16840902680463862,0.3946677190299505,0.2071893969968652,0.11198127147071286,0.11580888837750354,-0.37469728794723123,-0.3785260405597146,0.36532699170354704,-0.20713094189976525,-0.07268780698451915,0.07646513361999224,-0.10737828089285073,-0.27377845497107006,0.4800159890759425,0.18568560506557394,-0.3426167590530998,0.034320750064497016,0.06583667403830816,0.6281907886597909,0.2684966253821407,-0.47966875223780897,-0.8692216088306292
obl,0.35368690937446995,-0.04514007765695055,-0.25791420330393605,-0.78702966065106,-0.5307829495922542,0.4149259966191002,0.30522981530719534,-0.4120288682591516,0.19943450576230026,0.8409029478251941,0.4711601200341576,-0.4292110428816265,-0.017082210697221788,-0.2618887873060855,-0.4458584121774123,-0.6469839016629473,0.4111399718613044,-0.07187415452476302,-0.44027591574560404,-0.21535846522162344,-0.09302326888256782,-0.35599994945611535,0.42642758061209035,-0.07286951151423345,-0.007707112966849086,1.0,0.3809073752504098,-0.29986068522148346,0.33969185195305884,0.4400712356606043,-0.12028081301409448,0.40010195930950687,-0.024097793689773134,0.02993792115565293,-0.3031082962733573,-0.07362867756218786,0.7361648305791445,0.04499052226969851,0.8688348788545928,-0.22498539481747337,-0.39555003023942925,-0.18457250621635574,-0.30838177431612435,-0.2029055083959468,-0.7396879708117091,0.40422666693278925,0.026793587709329127,-0.7469010841030373,-0.2602961036888493,-0.07840500339776296
nmod,0.03315553857589481,-0.016523108125885675,-0.004198947676293325,-0.32189435400396776,-0.41578431759091583,0.10824907261500678,0.7078211975098092,-0.4469296042799647,-0.49535020809272223,0.31545407504459855,0.46527286742282314,-0.36379058935510283,-0.46002729179679674,-0.37863630400412873,-0.4477159893338165,-0.29551463741171297,0.09356339491515932,-0.47439768373489605,0.08595448336793428,0.008485995525910306,-0.03722453911866919,-0.44947465925825647,0.25921121766154614,-0.5913018040489881,-0.5203730901282053,0.3809073752504098,1.0,0.5663615055571993,-0.03069520455635117,0.26256876325457285,0.16842210550290276,-0.5358177001200253,0.08527915439014055,0.0204312745527246,-0.31856915069971986,-0.22584580037191285,0.6418324473440387,0.5255557227011567,0.37642836592080303,0.3647646220969097,0.10285034264394378,-0.0069096286437246215,-0.5159640719297771,-0.13864597948066545,-0.5016291492304809,0.1761649493947699,0.03906251120490183,-0.3154008868367692,0.1413269931215749,0.1575975159862496
advcl:cmpr,-0.5725455237695204,0.35700596215186886,0.0731112807677472,-0.12074203275163864,0.22261523539955994,-0.06973925689383069,0.7620224006327853,-0.5143056214974583,-0.7632436666176117,-0.2265624325458185,0.37376304090319595,-0.4316540488649661,-0.5694512300382681,-0.021046557916943567,-0.22942446472360092,0.35098753444335745,0.2086726493156571,-0.20242072824084725,0.23200943579377215,0.5286031733785554,-0.07931401396609118,-0.5691414259216179,-0.05115816217177527,-0.20449775061155495,-0.7154605912263271,-0.29986068522148346,0.5663615055571993,1.0,-0.06704313939977177,-0.18419172965849998,0.2252409705274457,-0.5121067214527917,0.4278483240938683,-0.003368369465484942,0.31659215875968677,-0.4782307920942873,0.0959794906507304,0.1735656648546833,-0.2373383034167748,0.43268368564005183,0.3949379012261258,0.11960936266167486,-0.3774424885910567,0.05426767902118989,-0.15864612320708124,-0.2982252034957391,-0.4273676173655808,-0.09325795510906988,0.6488117804544662,0.5753134817346583
