,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,punct
PROPN,0.3411280958441129,-0.14627398077668036,-0.46252621808958533,-0.9228872624695491,-0.9135374510725546,0.6475671526521708,0.41376225376227765,0.13861352815030673,-0.5521161284453502,0.11555004784805191,1.0,-0.0442395202302954,0.6992959637710723,0.22956080889901243,0.2752662267634383,-0.9837655732695759,-0.2864200954090723,0.404046570473473,-0.43965098102066646,-0.9950991596385168,0.14395683777935614,0.9920461933155346,-0.4507263740139527,0.8825684523209226,0.4566676456945235,0.737131384483372,0.6370589745439926,0.7914733839847046,0.1615391937416141,-0.4700938873994104,0.18569662183639019,0.27704743671667525,0.5677571367175513,-0.5214002657559653,0.9557193232893548,0.04791350744736324,-0.9713003447622752,-0.963632329094226,-0.7762639685490457,0.0815469974862873,-0.5038771977179668,0.0590681747387937,-0.36378476303944607,0.23647720423550783,-0.9184639131998559,-0.02648698130468638
PRON,-0.6844054673589314,0.9536077659696222,0.8959374897192248,0.32350576853768104,-0.05811493226103262,-0.7302315047508208,-0.9057813158135944,0.9236348541799803,0.7225151065014717,-0.9878724887206547,-0.0442395202302954,1.0,-0.5612969239121912,-0.9820840690325362,-0.8924295942622426,-0.11918804761026792,0.15316080136203114,0.6021019796734676,0.6971322087850507,0.0996207898804112,0.9188403637463222,-0.062486621920285285,0.8507889841948465,-0.2769952548947506,-0.9086512293887868,-0.5188634636537502,-0.7928367347039685,0.165694917234647,-0.989980647621526,0.8747875711215194,-0.9345968115998623,-0.6715483094999488,-0.8250412049322857,-0.5369415285186894,-0.2938060558745061,-0.9983586479838561,0.2296997344594175,-0.13794584787353248,0.15292453189968544,0.9862122685898018,0.8295033130000791,0.9165233894973431,0.688257909187353,0.8040030761541226,0.41429433896192736,0.8938372215503254
NUM,0.9098632308147735,-0.7408048596414951,-0.8530890831555771,-0.9206133020843761,-0.39757247415628766,0.6840846510400489,0.8562572373031578,-0.5592156200436276,-0.9747903933236108,0.668915476804327,0.6992959637710723,-0.5612969239121912,1.0,0.6634358068267402,0.47618383290398997,-0.5654050879221494,0.17872619742466622,-0.3686059188442508,-0.9493701897362635,-0.7645395626940725,-0.5579060991242665,0.6440243546256649,-0.6014546357783417,0.5495643737604863,0.7800781720234261,0.9982601823739093,0.8954788132012977,0.1704934477276976,0.5980152710722645,-0.6773616679960367,0.7777322971973746,0.8783962204598732,0.9135887808490722,0.24095242472640807,0.7290603942153225,0.5902643690964448,-0.8488724817275347,-0.6721264661125022,-0.3094761741167929,-0.4172183258340899,-0.6351416833664677,-0.6325483568772517,-0.9199497671326113,-0.014396621077813893,-0.9023823322504549,-0.7074378418606578
ADJ,0.7114075464346886,-0.9479213147660192,-0.9549289536675825,-0.47973153444019945,-0.12495443748872585,0.8402712686719804,0.9535913110758432,-0.8640154884074198,-0.7936663003278887,0.9796685341634506,0.22956080889901243,-0.9820840690325362,0.6634358068267402,1.0,0.931317228634825,-0.06951963401285713,-0.22944693649517195,-0.4919392960542687,-0.7441786936338909,-0.2802606920540672,-0.8580626958207874,0.2493784184452939,-0.9217777631949945,0.44582677791481673,0.9707095065484127,0.6294501658291128,0.8883032551170424,0.002607138157295485,0.9964066625537995,-0.9457934019268408,0.9355511641206474,0.6858308208313344,0.903907604578135,0.40741287008550936,0.4686613714380865,0.9795497625586477,-0.40064386807402835,-0.03977761614866051,-0.31124172614753215,-0.9482668281372363,-0.910422539019151,-0.8705396681983485,-0.719815060683639,-0.7538617920407689,-0.5710815967067115,-0.8626753612829033
advmod:emph,0.43067111281282,-0.7670075086590147,-0.847721559666278,-0.4029223615973798,-0.31630830816456246,0.9107629150778933,0.8200686288618506,-0.6516902629550413,-0.5927764033577759,0.8456657440761574,0.2752662267634383,-0.8924295942622426,0.47618383290398997,0.931317228634825,1.0,-0.15626952374601202,-0.567183060164376,-0.1771687728164744,-0.49235218687352733,-0.29152404908942076,-0.6423039582234039,0.33735118787160495,-0.9815712089101525,0.6086946374421578,0.9184463976704413,0.4515201250289945,0.8147058541890502,0.26281266097367784,0.9412085939320889,-0.9670955786883094,0.7431758616898898,0.38919490077696883,0.7883158972942104,0.10299612779141208,0.5435019759946839,0.8698744690342651,-0.37549198945105533,-0.030304417532214637,-0.5563435833259537,-0.8921200611840758,-0.9680609167789639,-0.64544885456355,-0.4452627840981171,-0.8565124928677067,-0.5329491949810359,-0.6222542701317689
obl:arg,-0.17678292623552705,-0.03179602833137289,0.3021488524881975,0.8421377339019033,0.94450786819611,-0.5449643037475199,-0.24735694291094842,-0.3134555336007952,0.39506759391874524,0.05691378708337036,-0.9837655732695759,-0.11918804761026792,-0.5654050879221494,-0.06951963401285713,-0.15626952374601202,1.0,0.3302866199801529,-0.5492045883025487,0.27766885269028474,0.9637207959673795,-0.3187323889464558,-0.9822902231732028,0.3323974562826786,-0.8599976874771316,-0.3062045595441382,-0.6105662579090015,-0.4951849595676201,-0.8548461137148026,-0.004547263673322291,0.33979611567417395,-0.007160574728351883,-0.11243732390610492,-0.4137284776962192,0.6527164410693613,-0.9106791978731722,0.119586295363981,0.9140039819610837,0.9625946290818882,0.7909868250473864,-0.23344560719141394,0.38710954770254835,-0.23714532637281718,0.19975188449974163,-0.3255835448456745,0.8329476467992243,-0.1532490502360835
flat,0.4329831335699896,-0.09246411467941061,0.1281777209277639,0.05659581641431427,0.6217749714948518,-0.5645318708195407,-0.05474156188884896,-0.22968751019603403,-0.17466403672348543,-0.0410199376356024,-0.2864200954090723,0.15316080136203114,0.17872619742466622,-0.22944693649517195,-0.567183060164376,0.3302866199801529,1.0,-0.6653551528738093,-0.3365965580438295,0.2153810664535661,-0.2414600558205832,-0.40474261575267984,0.5534164230204227,-0.6704800800994855,-0.27841054053634573,0.16467556930813057,-0.2036869976323278,-0.7455077532782401,-0.258319041474049,0.4631006322147306,0.12445960677606153,0.48971118628935006,-0.09410879242272549,0.6802440499732452,-0.4535324043017539,-0.09979802035222754,0.16507168069671666,0.06404627147902511,0.825798641387664,0.21842421106759513,0.5473367385193488,-0.25464093629603435,-0.4116959986633232,0.5478915050049361,0.1938277537791646,-0.29152987988827006
nsubj,-0.7210578043323177,0.7190657226610502,0.4473914754360342,-0.02177097950992969,-0.6955107197939028,0.0245858236478508,-0.5179165288254357,0.8610938778910567,0.5162351881254218,-0.6562720549100542,0.404046570473473,0.6021019796734676,-0.3686059188442508,-0.4919392960542687,-0.1771687728164744,-0.5492045883025487,-0.6653551528738093,1.0,0.6389462069791085,-0.31260173603178554,0.8672290131437396,0.4729400337265041,0.11605238697854775,0.48121901052892685,-0.3513931486863586,-0.3192380419749347,-0.27887274532431217,0.8323929517843812,-0.49299824640443857,0.19288831849509805,-0.7188671146139085,-0.7669340571217244,-0.39593025277590627,-0.9909016069635831,0.3322948138710465,-0.6379023050983625,-0.17759822368675698,-0.36925178569401657,-0.6560580240704701,0.5751717718354037,0.0926404107102071,0.8551390463358933,0.7034653800964775,0.24624888355446115,-0.05259204186641768,0.8450187751356393
root,-0.9926133858485199,0.8736995899651135,0.8770274228836172,0.751443880063472,0.10242915794490405,-0.586978010853668,-0.9017262419053159,0.7696880095607302,0.9845100551030587,-0.7991149744234282,-0.43965098102066646,0.6971322087850507,-0.9493701897362635,-0.7441786936338909,-0.49235218687352733,0.27766885269028474,-0.3365965580438295,0.6389462069791085,1.0,0.5233638658160478,0.7702072276257116,-0.3754972876726771,0.5713963362488074,-0.31094510198770503,-0.7900342787825227,-0.9302023339704738,-0.8529698927573978,0.128126223870316,-0.6925957086329949,0.6571942680196674,-0.9020121427879073,-0.98059503740288,-0.9052698384666167,-0.5297582871654243,-0.5012832151831229,-0.7311652102584331,0.6404223979035857,0.4169181679658758,0.05732885597261339,0.5726097943546579,0.5898801778423002,0.82616452243375,0.9955671184957556,0.13787901212929024,0.7332043380655134,0.8816253135986515
advcl,-0.4306349956181923,0.22140498323779098,0.520028602045587,0.9554589094388398,0.8713179526224675,-0.6593032941241954,-0.47744661120571663,-0.05846751903814994,0.6254750758920969,-0.18097772407589638,-0.9950991596385168,0.0996207898804112,-0.7645395626940725,-0.2802606920540672,-0.29152404908942076,0.9637207959673795,0.2153810664535661,-0.31260173603178554,0.5233638658160478,1.0,-0.06321059388649299,-0.9780453602181116,0.46829384645880845,-0.8583644898999928,-0.501977800640493,-0.7989198461220742,-0.6839861973811933,-0.7292333578985741,-0.2091421406693642,0.4974039758584368,-0.262959413409741,-0.36949786654480704,-0.6251553846628392,0.4350637611148189,-0.9525948245618194,-0.10784725625138326,0.9889656408603963,0.9649378067941898,0.7284613534767516,-0.03484274289717347,0.5214177133783998,0.024083671668709915,0.45209780356204465,-0.23315195106853068,0.9452858084775304,0.1127182720535111
mark,-0.8012799638771441,0.9554480126034954,0.7919258468985108,0.22026476405909168,-0.3604487070166916,-0.45403428988785116,-0.8325727874577756,0.9999240074122966,0.7262649925295755,-0.9423903785653909,0.14395683777935614,0.9188403637463222,-0.5579060991242665,-0.8580626958207874,-0.6423039582234039,-0.3187323889464558,-0.2414600558205832,0.8672290131437396,0.7702072276257116,-0.06321059388649299,1.0,0.1689788240269248,0.5922442684015728,0.0478222075655053,-0.7495755930367182,-0.508104160645089,-0.6489372319435447,0.5012794664166672,-0.8607387086625686,0.6473780409373144,-0.9453838921984148,-0.8148136397070673,-0.7264502355256066,-0.8185357294077971,-0.04246334682874841,-0.9365664392716767,0.08457118445090471,-0.23748797604128177,-0.2177058828242981,0.8916318967275969,0.5692945246494946,0.9956311550306827,0.7953636448051228,0.6047492627385576,0.25900109434646773,0.9799928591764334
det,0.2688025730462557,-0.12759891097518994,-0.45840965225772484,-0.8883001553847699,-0.9535610142182179,0.6923096309175738,0.4022236377914579,0.16233198686835404,-0.5041104374572439,0.11581441473450126,0.9920461933155346,-0.062486621920285285,0.6440243546256649,0.2493784184452939,0.33735118787160495,-0.9822902231732028,-0.40474261575267984,0.4729400337265041,-0.3754972876726771,-0.9780453602181116,0.1689788240269248,1.0,-0.5029989080926005,0.9304500149458548,0.47255400103427464,0.6819745950903526,0.6348902919930705,0.8532985031664805,0.18825113071536956,-0.5096235212513446,0.16101897158841086,0.20018947111283183,0.5543583469200222,-0.5869095619373265,0.9717714270640624,0.058983362318271136,-0.9487417885088788,-0.9280996567679957,-0.8493753117737544,0.048995372450156845,-0.5529252495261873,0.08969139396398348,-0.29322323216098917,0.15361218148725234,-0.9021178825197173,0.012885009366670258
csubj,-0.4970989380352571,0.7627974331577871,0.8936438200956046,0.5665869492422556,0.4577129305522817,-0.9718478179433919,-0.8607265063356148,0.6017325036981345,0.6824840792247734,-0.8255798414357816,-0.4507263740139527,0.8507889841948465,-0.6014546357783417,-0.9217777631949945,-0.9815712089101525,0.3323974562826786,0.5534164230204227,0.11605238697854775,0.5713963362488074,0.46829384645880845,0.5922442684015728,-0.5029989080926005,1.0,-0.727361000796824,-0.9531626902990078,-0.5850141583032495,-0.894124730550858,-0.3768610204826829,-0.9162194474628362,0.9940748656280822,-0.7494749311351347,-0.4472237431797463,-0.8598456950103529,-0.022531309965133736,-0.6895681879137167,-0.832409003124701,0.5455312502010891,0.22017399544214153,0.6493958803178007,0.8223067280261401,0.9981277122707217,0.6129122990119341,0.5146101599229554,0.7428741291484807,0.6833479594243406,0.6097035388328904
xcomp,0.19334196933163408,-0.24040901868939465,-0.5623863860895466,-0.776026065246959,-0.9427419382763709,0.858689117146857,0.49604957956702334,0.037913030468873336,-0.4693278262910939,0.28050337315045343,0.8825684523209226,-0.2769952548947506,0.5495643737604863,0.44582677791481673,0.6086946374421578,-0.8599976874771316,-0.6704800800994855,0.48121901052892685,-0.31094510198770503,-0.8583644898999928,0.0478222075655053,0.9304500149458548,-0.727361000796824,1.0,0.6245074696132249,0.5764712807617677,0.7075904369023531,0.884684547946786,0.4084203045662343,-0.7075727438930562,0.25298757438463054,0.11858588302023515,0.6143307151303364,-0.5874694269222638,0.9652182271888965,0.25664029459539084,-0.8421246778553844,-0.7276270918648375,-0.9643685504254077,-0.20784195444193454,-0.7609455803965275,-0.009977362463104808,-0.22017569627704328,-0.19976727875860284,-0.8475788918014459,-0.05450723192552507
obl,0.7359110425690526,-0.9032106127017193,-0.9873591517363417,-0.6668755493151716,-0.33886209288308916,0.9273029164138165,0.9742381200861568,-0.7563143139089158,-0.8627445588076349,0.924338247973781,0.4566676456945235,-0.9086512293887868,0.7800781720234261,0.9707095065484127,0.9184463976704413,-0.3062045595441382,-0.27841054053634573,-0.3513931486863586,-0.7900342787825227,-0.501977800640493,-0.7495755930367182,0.47255400103427464,-0.9531626902990078,0.6245074696132249,1.0,0.7583290482298549,0.969442210787499,0.1965049004063223,0.950529911905676,-0.9801193665126114,0.9017243783049244,0.6967977880658287,0.9668143459706503,0.24509984582632596,0.6639766539300405,0.9073634936419139,-0.6062866475578945,-0.2746291313178187,-0.4747870146383307,-0.8464605499906878,-0.9559421936962765,-0.7820160479760431,-0.749156190124269,-0.6296144659214377,-0.7490043885101269,-0.7960742553987373
nmod,0.886634774004323,-0.7016734744637901,-0.8305604565785446,-0.940441797115879,-0.4404143228286738,0.6805205060448868,0.8307116379320835,-0.5095151235078117,-0.9603065336252329,0.6284873282884803,0.737131384483372,-0.5188634636537502,0.9982601823739093,0.6294501658291128,0.4515201250289945,-0.6105662579090015,0.16467556930813057,-0.3192380419749347,-0.9302023339704738,-0.7989198461220742,-0.508104160645089,0.6819745950903526,-0.5850141583032495,0.5764712807617677,0.7583290482298549,1.0,0.8848827195058703,0.21504836673915095,0.5614652035022465,-0.6595914061942141,0.7405862668097155,0.8527983974884448,0.8978184952132171,0.19007964758259727,0.755619312673604,0.5474814502877928,-0.875907204050709,-0.714609345946478,-0.3397614054976319,-0.3714638389541274,-0.6215682209003899,-0.5858422026241363,-0.8976036070985798,0.02528930742641279,-0.9193411158512677,-0.6645335908897232
cc,0.7902389222775307,-0.8445910787019452,-0.9776751237858979,-0.8283231299453566,-0.4705065371678368,0.9230908889908105,0.9616884604438604,-0.6549097618655249,-0.9280478701546101,0.8391045895314643,0.6370589745439926,-0.7928367347039685,0.8954788132012977,0.8883032551170424,0.8147058541890502,-0.4951849595676201,-0.2036869976323278,-0.27887274532431217,-0.8529698927573978,-0.6839861973811933,-0.6489372319435447,0.6348902919930705,-0.894124730550858,0.7075904369023531,0.969442210787499,0.8848827195058703,1.0,0.29780696684691277,0.8488204017441053,-0.9337296787577906,0.8576877427897617,0.7452934769987205,0.9919837569873379,0.155552661521196,0.7876646657589441,0.7990061628906062,-0.7752524456499357,-0.4934885892253578,-0.528924647823288,-0.6965464704708002,-0.9116048407000008,-0.7018891102207988,-0.8054710627744859,-0.4251550297007448,-0.8831200743881225,-0.7416601686332139
nsubj:pass,-0.24522360048953418,0.23774045754260908,-0.11233732001444756,-0.5228288931578757,-0.9706438187104846,0.542164651095331,0.03407813442499897,0.4921195731652933,-0.034043085476482306,-0.18561385996110843,0.7914733839847046,0.165694917234647,0.1704934477276976,0.002607138157295485,0.26281266097367784,-0.8548461137148026,-0.7455077532782401,0.8323929517843812,0.128126223870316,-0.7292333578985741,0.5012794664166672,0.8532985031664805,-0.3768610204826829,0.884684547946786,0.1965049004063223,0.21504836673915095,0.29780696684691277,1.0,-0.02490647383551907,-0.32716378145835495,-0.22695026636327265,-0.31643977285396596,0.17818758907729584,-0.8966697149745109,0.7937882381043245,-0.19541269057831911,-0.6462927773354249,-0.6853871837004479,-0.947933132699677,0.20119861438514208,-0.4127332385882523,0.455187758546235,0.2190959508766605,0.0458234642912787,-0.5775867067147992,0.4172737275576714
discourse,0.6629428434526404,-0.9343675622909385,-0.92638564604556,-0.40714122700369604,-0.08123236964953938,0.8185000633628207,0.9253081435294248,-0.8668782916560863,-0.7412684186155509,0.9757493673497704,0.1615391937416141,-0.989980647621526,0.5980152710722645,0.9964066625537995,0.9412085939320889,-0.004547263673322291,-0.258319041474049,-0.49299824640443857,-0.6925957086329949,-0.2091421406693642,-0.8607387086625686,0.18825113071536956,-0.9162194474628362,0.4084203045662343,0.950529911905676,0.5614652035022465,0.8488204017441053,-0.02490647383551907,1.0,-0.934003705307196,0.9169849065203345,0.6396886924005791,0.8645880993028984,0.41721514747421984,0.4139268252328646,0.9843534673385147,-0.32934770553531456,0.03746707673229888,-0.2903211936271317,-0.9699700850166882,-0.9000535054120412,-0.8654651384477622,-0.6705908088227158,-0.8049614398051419,-0.5063382788388283,-0.8484859527515526
csubj:pass,-0.5881874246182973,0.8171323838644882,0.9369759402081042,0.6183318233737255,0.4318492425532258,-0.9697247767315115,-0.9101416860058344,0.6560159781641097,0.7569349510412426,-0.8649972293920275,-0.4700938873994104,0.8747875711215194,-0.6773616679960367,-0.9457934019268408,-0.9670955786883094,0.33979611567417395,0.4631006322147306,0.19288831849509805,0.6571942680196674,0.4974039758584368,0.6473780409373144,-0.5096235212513446,0.9940748656280822,-0.7075727438930562,-0.9801193665126114,-0.6595914061942141,-0.9337296787577906,-0.32716378145835495,-0.934003705307196,1.0,-0.8085467191432084,-0.5409178875234709,-0.9093762884323078,-0.09270605080000477,-0.6979760124876878,-0.8624139411114217,0.5840577884428303,0.2552357906013868,0.6024261989714044,0.8323726206003155,0.9946676515557941,0.6735927953730796,0.6046147800241162,0.7018935539050335,0.7232459939780529,0.6777911997614536
acl,0.8989247796352194,-0.9981000930436393,-0.9422450353308198,-0.5186523424235937,0.0500800877495101,0.6753267803969716,0.9653045397827289,-0.9473142947656151,-0.8983341370938612,0.9783818889868316,0.18569662183639019,-0.9345968115998623,0.7777322971973746,0.9355511641206474,0.7431758616898898,-0.007160574728351883,0.12445960677606153,-0.7188671146139085,-0.9020121427879073,-0.262959413409741,-0.9453838921984148,0.16101897158841086,-0.7494749311351347,0.25298757438463054,0.9017243783049244,0.7405862668097155,0.8576877427897617,-0.22695026636327265,0.9169849065203345,-0.8085467191432084,1.0,0.890399778360671,0.9100333389734832,0.6320952703910495,0.3614185882758731,0.9521802143209072,-0.4015037905710817,-0.07530914439937765,-0.0529754986800187,-0.8684695257759273,-0.7435701434080789,-0.9680773339195818,-0.9008399533892372,-0.5402535541628337,-0.5591742818144663,-0.979172284746631
