,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.5853200798385532,0.3578698166530688,-0.4638391578694266,-0.5855331061827879,-0.1333275158646139,-0.17426611789416926,-0.3055447202689499,-0.6724313294011739,-0.11469010509568983,0.5394325299882572,1.0,0.14006807548928726,0.12182560688693525,-0.42960965532544,-0.09835500639873486,0.2576612673873999,0.3359334599658515,-0.5855331061827879,-0.7532697040788703,0.032540778180348645,0.6537491476846475,0.07324341607903231,-0.16300247300656318,-0.12581233261415545,0.172255061802648,-0.2755435312560922,0.20409318212804692,-0.41028446996078216,-0.4755906304788434,-0.14235989045697856,0.5545566586314707,-0.3492023448283003,0.6549241361770679,-0.2712252995823593,-0.5855331061827879,0.09284053578108155,-0.148312067829366,-0.893492832180504,-0.2036478414969077,0.9808010259771606,0.3066186212679453,0.09180785533644696,-0.5063650436260579,-0.6069390659409141,0.18747456537959514,0.38711775007253935,0.018837216990966407,0.10443726095046652,-0.22939790064110907,-0.7593893196851855,0.19632311984581083
PROPN,0.41408098770895935,0.06904139545223414,-0.07223519119988454,0.36041012239874787,-0.46909816080661115,0.516127449662053,-0.4214480882928164,0.4375743121022359,-0.12345044842713514,-0.4458115938784851,0.14006807548928726,1.0,-0.4902592686389908,0.15218425697739663,0.5989211878913893,-0.5469689395245135,0.5726161693637439,0.36041012239874787,0.24060898894393926,-0.28120538511018633,0.18754844767780549,0.36616742549254677,-0.08111688832544742,0.6164210227991048,0.17766164181762722,0.4142176989260748,0.06011869259246399,-0.41354460536303284,0.609769619901708,-0.3467574602006921,0.41186033094324337,-0.4128112074361216,0.3176240693530536,-0.24788162177620326,0.36041012239874787,0.5005369104483008,0.43609511268211687,-0.16906304400854244,-0.02981742368289358,0.16756163070414296,-0.5744001298423193,-0.06906192332533816,-0.43034768008384583,-0.18109376189280593,-0.6489744241078579,-0.5244570970925784,-0.25721099522054525,-0.3486085095616754,0.10784777989910006,0.3491437997872215,-0.3488042370658102
PRON,-0.3392748848946364,-0.3324815357532641,0.08282387041055227,0.0051373461234413545,-0.00196860917789773,-0.40258000418285916,0.30463555475188697,-0.6220800164617778,-0.39708108547744436,0.5449627865489055,0.12182560688693525,-0.4902592686389908,1.0,-0.7391238143895303,-0.3695126172489048,0.4942041885555759,0.18435038629442332,0.0051373461234413545,0.028643883971680772,0.7292013133484971,-0.017833667547045375,-0.22145205217579075,-0.36655569631970675,-0.390581440645352,0.18184164327836944,-0.14842833303739783,0.2103967769859361,0.32586090642008114,-0.7449893942896292,0.12015659660968295,-0.3832903014571177,0.6021421192274479,-0.04895907594926223,-0.5755750807181882,0.0051373461234413545,-0.7552813173211921,-0.6782127059961314,-0.23137824996179743,-0.02154951860670782,0.18590851689626495,0.6529748109278414,0.12090583512014381,-0.02331918966909912,-0.007471073234863358,0.614925519000974,0.5086912352926295,0.11862670039922173,0.6247884184617597,-0.07325662415916795,-0.380374257874775,-0.27810140380332354
NUM,0.312208270382505,0.21586694905921044,-0.12451788388301373,0.10159299306031445,0.20117106513737926,0.344452428489801,-0.12920012558561897,0.6212532649533199,0.4615226387556477,-0.5690610663439232,-0.42960965532544,0.15218425697739663,-0.7391238143895303,1.0,-0.05685240793985714,-0.34564382250804787,-0.411254872332048,0.10159299306031445,0.05209419400458133,-0.23515966156953375,-0.09508133071660003,0.1674976911801167,0.5457653774645926,0.11631520260278215,-0.1780755399900866,0.09946083584983245,-0.515360908236392,-0.22582588959841804,0.706116787342071,-0.15186011922457573,-0.1754258964187039,-0.1643261411343741,-0.35456902039909016,0.7265258669780559,0.10159299306031445,0.4677192511813841,0.8405956420339737,0.4683565800317413,-0.36935881537727894,-0.5169022593544454,-0.5633649228929568,-0.2878491967395039,-0.08868231855172815,0.06451386347034813,-0.44854380940573624,-0.6063377884489385,0.015732523785700756,-0.2755818073371495,0.4794326921743894,0.3531114476026282,0.23315006240390576
ADJ,0.56592536085458,-0.5124525224287805,0.08044464946019608,0.17742211354384235,-0.47130216981137635,0.3741539826972437,-0.44526834789765085,0.4548361308294405,0.18841257255681446,-0.37551540246124543,-0.09835500639873486,0.5989211878913893,-0.3695126172489048,-0.05685240793985714,1.0,-0.5231111202354296,0.37415514944462885,0.17742211354384235,0.4431070088164613,-0.635866917437382,-0.5058736086787234,0.5095692500084903,0.2075529415724754,0.5933379036692543,0.20817392092504278,0.31200388279498104,0.2863520922044513,-0.18763525157169678,0.28615099560990853,-0.4018325518007795,0.39871590492751713,-0.06842260572322909,0.49206051510906623,-0.25101742438180447,0.17742211354384235,0.5868743146214508,0.17357506155352362,0.09070161018776256,0.33012056005660145,-0.08572811607133023,-0.4456332044102146,-0.2635156931712941,0.03503436021862928,0.3525568927864771,-0.4013665746258707,-0.028022113850672804,-0.7218181988047392,-0.27693530794158927,-0.2267657872315498,0.2957871246372656,-0.5055451680332629
advmod:emph,-0.32311568231846693,0.28103894968792326,-0.3310332093884988,-0.24009231330716263,0.5255154209830861,-0.28122911693907526,0.46734807227589353,-0.585755652776042,-0.16015493562869848,0.461361622419476,0.2576612673873999,-0.5469689395245135,0.4942041885555759,-0.34564382250804787,-0.5231111202354296,1.0,-0.085778563031881,-0.24009231330716263,-0.44348733331970064,0.3368951955387332,0.3365335413107989,-0.4711150114414048,-0.14242110865252633,-0.8871950567727624,-0.16683950957443622,-0.45123097083219516,-0.06023773747548911,-0.06496883154154887,-0.618411074011692,0.4485056806443402,-0.19000334398123908,0.10200327712314029,0.08200522177430113,-0.13225616816110694,-0.24009231330716263,-0.4806482967822665,-0.2217986060174414,-0.1519479105956963,0.007321849886299582,0.2208312795737963,0.5256501637943678,0.08209399548890471,0.038467402319595015,-0.049349730637213665,0.7311310394053636,0.3791934598952806,0.4503090304813868,0.14277623603967296,-0.11718272582857044,-0.39339014281532597,0.28023977957553564
obl:arg,-0.07599735280547598,-0.2646696422595879,-0.35776032229462323,0.06128680395279286,-0.10421333343419985,0.6123888031576885,-0.01791236451593606,-0.05796202953726881,-0.5105507846360574,-0.16289186703548786,0.3359334599658515,0.5726161693637439,0.18435038629442332,-0.411254872332048,0.37415514944462885,-0.085778563031881,1.0,0.06128680395279286,0.053367042414714516,0.14389208104996468,0.2394150881905638,0.1649573724455599,-0.3484668390915796,0.2838816999201964,0.1711493089218228,0.13824841230302554,0.01905353624171774,-0.34536693446044825,-0.01966374938569087,-0.07992208757959578,-0.048901309878518845,-0.0037845868991579325,0.6079956908530079,-0.4794387744646386,0.06128680395279286,0.1041874057914143,-0.04690462580343394,-0.4625059589158911,0.18685409366713485,0.3705070618137819,0.24322337362995997,-0.3246955327822013,-0.30076867641906,-0.09808784256304265,-0.24295771090948337,-0.07618137696875132,-0.43487639663358685,-0.13058302321497653,0.23905601420272804,0.10240421660724151,-0.477985337339379
aux,0.6406954625928014,-0.044894550196090136,0.38355597887937387,1.0,-0.14962116485581467,0.027219450928151444,0.23447397851019933,0.34390067305529376,-0.39530295925127484,-0.22261376292036394,-0.5855331061827879,0.36041012239874787,0.0051373461234413545,0.10159299306031445,0.17742211354384235,-0.24009231330716263,0.06128680395279286,1.0,0.7059981556294409,0.25179051353385773,-0.3018999803940603,-0.29659165540885846,-0.39132995829353384,0.2372051731580009,-0.10000000000000003,0.5735910307215148,0.19019442837810926,0.37333933251238377,0.3964450207976365,0.12582873039989073,-0.24652685855515996,0.1393769515000558,-0.4162389114123406,-0.29058039533727237,1.0,-0.3673049603552383,0.07909754328151539,0.5789644609108489,-0.10000000000000002,-0.4954656974772619,-0.3218093216215854,0.1279477381354972,-0.05647922920394828,0.5002352407492561,-0.44101728204245216,-0.3991423307910064,0.2504841955075259,0.15120708179167522,0.1502376705338722,0.6542457586132383,-0.1798954772633757
flat,0.7069478072944669,-0.4852209280575875,0.6402226014255281,0.7059981556294409,-0.19511034768271157,0.20623386067803645,0.16124854941199757,0.5259049733375225,-0.06926721554208057,-0.5737718911402577,-0.7532697040788703,0.24060898894393926,0.028643883971680772,0.05209419400458133,0.4431070088164613,-0.44348733331970064,0.053367042414714516,0.7059981556294409,1.0,0.001365889198312787,-0.6847184738874652,0.060223708468399244,-0.014311440717777835,0.5211132653279253,0.26216487245124304,0.3453138630266517,0.019998939315398916,0.1944561798421362,0.366680527165531,-0.01573296262894714,-0.3036393263182784,0.2094766388715354,-0.30437030895752504,-0.2841588481633688,0.7059981556294409,-0.08812861477868637,-0.025703020166339262,0.6557834329161877,0.2448961425653747,-0.7130116224749578,-0.42083209685139406,0.06140244828721555,0.27561488284517505,0.45551037905356456,-0.28012126470818965,-0.18122216100079586,-0.1764543549161755,-0.061066312467800775,0.18419828437737146,0.6591654078789178,-0.5111186036080086
nsubj,-0.2540433238081858,0.01913722847232934,-0.10544321200940951,0.25179051353385773,0.19070345739875835,-0.19689355250842702,0.4159960288087678,-0.48938673999795945,-0.5379966253910012,0.329117000587184,0.032540778180348645,-0.28120538511018633,0.7292013133484971,-0.23515966156953375,-0.635866917437382,0.3368951955387332,0.14389208104996468,0.25179051353385773,0.001365889198312787,1.0,0.1944075949253186,-0.393614030298332,-0.4131606940102873,-0.28870760844342735,0.041430154114843756,0.057024285638916775,-0.1481908294656572,0.16045129084720527,-0.4102716715734922,0.18477034587162564,-0.6208565855518874,0.4827554172468867,-0.27876927491463854,-0.3623007183235614,0.25179051353385773,-0.7593504467932197,-0.2082540697505141,-0.07158834046158001,-0.5105191694326218,0.060382833391759046,0.493381597176363,-0.024464434856195618,-0.3548832489711014,-0.08692883961772684,0.2416157792483248,0.1346152896385652,0.36419023545776064,0.6826485994132252,0.4624807769885701,-0.2402345246889014,-0.06580702760403898
root,-0.521514023477454,0.7188806363187072,-0.4061597512503436,-0.3018999803940603,0.10132620871845115,0.02324769668668457,0.01785840264315935,-0.3234976293776883,-0.3046553102027767,0.25900790938622126,0.6537491476846475,0.18754844767780549,-0.017833667547045375,-0.09508133071660003,-0.5058736086787234,0.3365335413107989,0.2394150881905638,-0.3018999803940603,-0.6847184738874652,0.1944075949253186,1.0,-0.1802242832989643,-0.3443578777097089,-0.28656978798216065,-0.17653695819916582,-0.15452159782987307,-0.15977111916146888,-0.29833710024081656,-0.01995573600267879,0.18787709248789303,0.2619430895588277,-0.4555798541223518,0.09111662500952643,0.013583560134719359,-0.3018999803940603,-0.02979497512255285,0.02195032736422092,-0.6360043412997896,-0.11974733889920339,0.656180091654017,0.20503628030723295,0.23256343965822626,-0.32570248723327383,-0.7444716559381749,0.12115327749543388,-0.22348811586409836,0.47189177081208705,-0.17417349918087205,-0.003270529333702826,-0.291109416510719,0.31240411617378744
advcl,0.08414245274579589,-0.5320222495266639,-0.02629805427167663,-0.29659165540885846,-0.6567125056542781,0.22980134281818687,-0.8606825748302606,0.42210099965046494,0.6602914936597312,-0.2673415944588092,0.07324341607903231,0.36616742549254677,-0.22145205217579075,0.1674976911801167,0.5095692500084903,-0.4711150114414048,0.1649573724455599,-0.29659165540885846,0.060223708468399244,-0.393614030298332,-0.1802242832989643,1.0,0.695410338983911,0.2890215382169441,0.45973871952990075,-0.0643369081850947,0.06383156445608758,-0.28298532139461063,0.3178540473250075,-0.8969477723040151,0.3284591448232605,0.12515296510681412,0.24451100796406813,0.09242406977777272,-0.29659165540885846,0.6849669154468173,0.32175734376869086,-0.3124495479834349,-0.01756329509303894,0.07197235396563854,-0.4892088478080843,-0.21773925590416754,-0.2625413366503852,-0.2829026764961075,-0.0904179807632008,-0.25833160974326896,-0.6992442110773814,-0.1430626207563201,-0.13234587575813997,-0.08270272656246062,-0.5901494709869198
mark,0.0987562439386777,-0.30567778453886296,-0.039351278774006196,-0.39132995829353384,-0.09346486865959068,0.12334967029932621,-0.5329653738725919,0.36089814607177184,0.9387481941916076,-0.3542197252863129,-0.16300247300656318,-0.08111688832544742,-0.36655569631970675,0.5457653774645926,0.2075529415724754,-0.14242110865252633,-0.3484668390915796,-0.39132995829353384,-0.014311440717777835,-0.4131606940102873,-0.3443578777097089,0.695410338983911,1.0,-0.0656607155010551,0.38624851764371465,-0.40893186505858725,-0.19562765305686675,-0.35290114069216877,0.25238133626930237,-0.618454974940889,0.06663214481096395,0.046261209535005454,0.08311257914712795,0.5001961822993992,-0.39132995829353384,0.5878934798529648,0.5417724651681869,0.07240876152822352,-0.16556395414608727,-0.25798047179993777,-0.5041221008839358,-0.23165761920709815,-0.10994078908004089,-0.0747256874106612,0.05595496994759817,-0.12417346939628235,-0.4158359958944505,-0.20949604064969624,0.07450329987756296,-0.10793029258197745,-0.12498649901275055
det,0.3920023356848045,-0.21493056976433994,0.3150065974085575,0.2372051731580009,-0.4003102628312859,0.37820488897320076,-0.23629315457564362,0.42618865962432534,-0.090247095932045,-0.5153022258487616,-0.12581233261415545,0.6164210227991048,-0.390581440645352,0.11631520260278215,0.5933379036692543,-0.8871950567727624,0.2838816999201964,0.2372051731580009,0.5211132653279253,-0.28870760844342735,-0.28656978798216065,0.2890215382169441,-0.0656607155010551,1.0,0.23467398026904812,0.45453846115936664,-0.03202964600302062,-0.15544858631408645,0.4359848412232199,-0.20385384752388486,0.20167534267683782,-0.23090963674669834,0.11834808631002783,-0.17857788367445127,0.2372051731580009,0.42359360503828425,0.10380451302044175,0.1234699152674844,0.11829955959567866,-0.11866208164945867,-0.41594206403496026,-0.06531482076586007,0.017695081896252407,0.002378422153715128,-0.6356926765192813,-0.13749930348833334,-0.429977636461102,-0.19152923334296962,0.18876514077412967,0.32621473549591157,-0.33691035194103747
advcl:pred,-0.1327211315851918,-0.2751403235322964,0.40774735852867655,-0.10000000000000003,-0.2932100736615047,-0.06301250208067635,-0.37606248797084796,-0.1737928918265579,0.37670931157770565,-0.16168172136515152,0.172255061802648,0.17766164181762722,0.18184164327836944,-0.1780755399900866,0.20817392092504278,-0.16683950957443622,0.1711493089218228,-0.10000000000000003,0.26216487245124304,0.041430154114843756,-0.17653695819916582,0.45973871952990075,0.38624851764371465,0.23467398026904812,1.0,-0.5381293224222298,0.27539398570696505,-0.300088749932755,-0.05487371141112677,-0.5397022290199024,0.15344557461639316,-0.17152859768202272,0.35799326563513423,-0.23036344119643068,-0.10000000000000003,0.024203003896223863,-0.0834080627131575,-0.3345081344690813,-0.09999999999999998,0.16744532205805907,-0.3218093216215852,0.3396314444918916,-0.4159559331296054,-0.3161020541962419,-0.046671044566955366,0.17205627062673187,-0.1762064001817616,-0.05715105538483429,0.0701197870307708,-0.19083806952063737,-0.24172907516329092
csubj,0.6271125132787388,-0.10873656101039544,-0.09164015961762059,0.5735910307215148,-0.3691630231502207,0.1540055640132053,-0.006403564432595763,0.4132818460658176,-0.4480866870493744,-0.08260606729300897,-0.2755435312560922,0.4142176989260748,-0.14842833303739783,0.09946083584983245,0.31200388279498104,-0.45123097083219516,0.13824841230302554,0.5735910307215148,0.3453138630266517,0.057024285638916775,-0.15452159782987307,-0.0643369081850947,-0.40893186505858725,0.45453846115936664,-0.5381293224222298,1.0,-0.0920241240751739,0.209605348515552,0.281395537920341,0.05308132119802994,-0.0161373940707136,0.3055119893155667,-0.30048674159160776,-0.319434928781166,0.5735910307215148,0.08825993994804263,0.17627141910210425,0.3788802435696954,-0.11636753624386002,-0.2252162145082015,-0.1378509886540057,-0.344798984832093,0.05271873415330641,0.3165873440981716,-0.31594078737233344,-0.2666318105821865,-0.16067576891462657,0.30524835148868606,0.04313509238289473,0.31389446987888736,-0.3786126584745057
xcomp,-0.15843509939214176,-0.14345199443981865,0.4034879560508689,0.19019442837810926,-0.4964317927065659,-0.571386862507561,-0.3724046203984165,-0.3050117419924962,0.04489215058149529,0.5433825059832137,0.20409318212804692,0.06011869259246399,0.2103967769859361,-0.515360908236392,0.2863520922044513,-0.06023773747548911,0.01905353624171774,0.19019442837810926,0.019998939315398916,-0.1481908294656572,-0.15977111916146888,0.06383156445608758,-0.19562765305686675,-0.03202964600302062,0.27539398570696505,-0.0920241240751739,1.0,0.5358694953629493,-0.19720516737888408,-0.3090606231711105,0.49777690137591873,-0.05269813248063586,0.21940796298375675,-0.2457795403194975,0.19019442837810926,-0.28323855069408244,-0.5214515232860952,-0.28887004836978414,0.11831774092823585,0.3448667708248239,-0.01650505336027705,0.5071467074409949,-0.1600414427231056,0.20639174867390317,-0.13126718149126246,0.20040867374581892,0.04196767781539993,0.1754221363443202,-0.70422351638983,-0.07049024858403617,0.09091232999827671
obl,-0.09176174214537476,-0.18862488860488488,0.48795978224543896,0.37333933251238377,-0.15770247683052036,-0.5467597247044381,0.1362927525306533,-0.02550915381476264,-0.16030573687828145,0.4278957901063839,-0.41028446996078216,-0.41354460536303284,0.32586090642008114,-0.22582588959841804,-0.18763525157169678,-0.06496883154154887,-0.34536693446044825,0.37333933251238377,0.1944561798421362,0.16045129084720527,-0.29833710024081656,-0.28298532139461063,-0.35290114069216877,-0.15544858631408645,-0.300088749932755,0.209605348515552,0.5358694953629493,1.0,-0.07693380726735059,0.12570674060112025,-0.15751520792836451,0.3956783736531656,-0.5546385726310354,0.08903546999444296,0.37333933251238377,-0.5651886639719376,-0.5779319860825807,0.27872680807869565,0.1766571748248138,-0.2626053155947939,0.2445612969022326,0.3302801948958953,0.374550630113463,0.45918428629122837,-0.009922822322511255,-0.017207555402823066,0.24588540172435017,0.33605192145789153,-0.42292910204839357,0.2646949535596254,0.14026830980218702
