,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.1384181021626782,0.05000782661098104,-0.18979053085360215,0.031598619818202354,0.38389796586278224,-0.15080348871607493,-0.8363693714863829,-0.20751087791675377,0.22610696455146528,-0.2263803030834684,1.0,0.2809809580201693,-0.17735804907571737,0.14557653482463437,-0.17870903797822393,0.5557724962661172,0.47168174453606376,-0.1761608460987185,0.30814414580820626,0.0019724784668347568,-0.031857087280427056,0.32022669134947573,0.11314654674066527,-0.05264878763775995,0.17218290995999758,-0.0950322286781604,-0.3663109225919676,0.12216081656884928,0.03378089190407467,-0.2292777207743488,-0.8383663622567364,-0.027128986224455833,0.1306837579759994,0.4631920589382666,-0.07163235247186663,0.5613799002354005,-0.12331851713306176,0.17875439862115425,-0.34885186817793157,-0.16565992959478543,0.9522687995243653,-0.09261555808659376,-0.1514561572203518,0.10917441062720203,0.0006753162027006951,-0.33919892066200796,-0.5434820505764193,0.35839633426330436,0.10510685141123777,0.11437967150273978,-0.17704508364789578,0.02382127230664102
PROPN,-0.2384177571856663,0.2845737687763091,0.29418590589721316,-0.025464111399423006,-0.4175099355480941,-0.056306973467061566,0.09383517878163547,-0.1322288398449583,0.04080999432868129,-0.5441597353592172,0.2809809580201693,1.0,-0.36676159455786267,0.4102369650472277,0.044232068093632254,0.010919957385669386,-0.3948738968674373,0.13687824824523712,-0.20513819682645482,-0.03826535572799987,0.2788872984031504,0.3537049252055877,0.2291376942843421,-0.4091107354540511,0.1310816548809574,-0.08965496902652358,-0.3132222138304879,-0.044665845550035214,-0.12989130871997306,0.06902219395082028,0.11289032124991458,0.09054131007856166,0.09740359490136694,0.35513372420925526,-0.3606152692334679,0.2520815125443311,-0.04332441185122666,0.42871163231205056,0.3252840807868553,-0.12950153253998178,0.16488557990583652,0.0028198454079922035,0.14689851879904128,0.26374416417938934,0.14886807234230973,0.006681068008345337,-0.1536696452430811,-0.14679753058548012,-0.2935252627272756,-0.6260223660453049,0.20284094524820026,0.271735373488947
PRON,0.01140428582363428,0.013670034814448102,-0.13301574042180442,-0.3944473622964553,-0.13113180156719575,0.04730255115164194,0.18876551713313464,-0.6226868821666988,0.1993571592391408,0.48952426596217563,-0.17735804907571737,-0.36676159455786267,1.0,-0.44133439625942433,0.1675967063351019,-0.435822933800725,-0.009186408587135509,-0.14291477278618897,-0.22418649968737578,-0.03982204167974033,0.06687747507718364,0.05330323034281922,0.03442389933979527,-0.0934957317429102,-0.5097895664694319,0.03042388270945529,-0.023992109131986683,0.3359451055138198,-0.4255260513309507,0.35552041292839454,0.18647570656307288,0.08990288034452552,0.09362957850581137,-0.15553070459721413,0.33537742842384594,-0.0006657342729295239,0.040672314407670114,-0.2474408803949557,-0.3692578997879998,-0.4146707948625107,-0.11205038781652778,0.3738846007324059,0.026494232258960616,-0.6791039590265209,-0.12119569990256764,0.6216238697804033,-0.0585768195699279,-0.597646314232909,0.31753567731339866,0.22424113406812482,-0.22711475178391918,0.07673907798691905
NUM,-0.20947211487773051,0.19826939381083747,-0.2647987894235121,0.36437763791334904,0.05227941273939514,0.20004599235986717,-0.3162795496260836,0.07249720944768767,-0.4414817284398595,-0.23731088318256505,0.14557653482463437,0.4102369650472277,-0.44133439625942433,1.0,-0.5321589063331233,-0.17044643266223297,-0.11717663591941044,0.648154156653312,-0.26466824481006807,0.17375937739855513,0.2246551481294911,-0.14507123178422238,-0.305692050981178,0.25311894077590213,0.3273736570006095,0.5219876690917713,-0.4256427082302492,-0.6070509991401203,0.583802128945508,-0.3604858803397344,-0.15142251044534918,-0.18983922740960954,-0.23716824532081573,-0.03120599598616549,-0.2548613273123267,0.012993596170550865,-0.563439105580723,0.8975337583773232,0.17039254872759066,-0.24457740295215097,0.07913432262318223,0.08246208210757842,-0.4202375604958168,0.44372971333610267,-0.04768811838471764,0.21090662132838223,0.11898873986232462,-0.057810617650840494,-0.056013154387012536,0.06573335422092443,0.37889131489760325,0.20821917360489034
ADJ,0.46408876225622964,-0.5379668300685889,0.17423496538422817,-0.3446174966489651,-0.3933975625110255,-0.1109768319478015,0.381803987053675,-0.26225742969327226,0.21605948784403725,-0.10018081126287622,-0.17870903797822393,0.044232068093632254,0.1675967063351019,-0.5321589063331233,1.0,-0.13438030360936548,-0.38502573960772923,-0.24179960144088886,-0.39292461039409093,0.20522071257811408,-0.561557206586875,0.26605969024451276,0.19209384013488265,-0.19574449597986485,-0.22030906241648823,-0.2885741340848045,0.7832857500227737,0.13059490815292799,-0.06877874307890751,-0.1614084522683401,0.3905066890517406,-0.05364315029913323,-0.3196265940445287,-0.3583378170623041,-0.20072849077060395,0.09493716198729057,0.697996922941894,-0.3803014265647563,-0.038140791642183994,0.0021991688162696812,-0.18934582266671338,-0.48178111938522644,-0.02863175564879869,-0.28758263783534455,0.2969420318975847,-0.3161290416974329,0.2364666374788079,-0.11810826748541314,0.20058805577913466,-0.3579519882620693,0.03590470373953548,-0.5375364992423892
advmod:emph,0.4015554931964563,-0.28001197538331496,0.09197429761204311,0.15411620286792713,0.5183734019364893,-0.4636923441234274,-0.40588042708480276,0.18391928659768308,0.2645972600151438,-0.24133754239335403,0.5557724962661172,0.010919957385669386,-0.435822933800725,-0.17044643266223297,-0.13438030360936548,1.0,0.6209920179578019,-0.3105878376066093,0.394184434838752,-0.22898493211761436,-0.3398958311997045,0.1427786001618188,0.27371379557528003,0.2567336881569214,0.396915591468675,-0.1214706035976294,-0.10044435613020825,-0.0015085711052272976,-0.06079033789728171,0.18564279633195693,-0.5001788026913732,0.251580729371276,0.47307537435255065,0.2605355811428774,-0.2009286728011698,0.1817183716237361,0.17028183650036813,-0.25185238363441304,-0.0517648514298592,0.22956858937850166,0.4814652694832391,-0.15691309479969956,0.3008469865442962,-0.008213629776510894,-0.21610466924932806,-0.506857288348909,-0.6333861369702293,0.66530463101136,-0.014913293708156609,-0.02268168498510056,-0.41270019462210433,-0.30940070867005764
obl:arg,0.1763612772606744,-0.08884600384405444,-0.37588058117156925,-0.17367180738950672,0.618832491929766,-0.010319861263406005,-0.5265044594219213,0.23018797130856403,-0.23671769889750255,0.1545774753990369,0.47168174453606376,-0.3948738968674373,-0.009186408587135509,-0.11717663591941044,-0.38502573960772923,0.6209920179578019,1.0,-0.05147419308762683,0.21749371013736815,0.07237649467436956,-0.11297907228396056,-0.3900817731747701,-0.3405417184837426,0.3008456438309466,-0.034906411076165704,0.23398450053030448,-0.3200861835031156,0.04535601851796532,0.22022284003645462,0.08581241693638063,-0.60517072227437,-0.19836942498007906,0.1599655791680076,-0.09236170054369666,0.15480747708089176,0.06569730089931718,-0.06510933710595145,-0.21206442173136078,-0.21788225575147005,0.11161297000612753,0.5449778226556132,0.3377334611898124,-0.15197651410937335,-0.14097965266451937,-0.29110340006682306,-0.06467384584352052,-0.5039615703431691,0.4856342046344973,0.3240575062414767,0.562381903738084,-0.5454338072996586,-0.11766057228118709
aux,-0.08672574713333224,-0.03992610671181695,-0.26328273940642716,-0.2692571496488144,0.03220270156232747,0.05095281628223174,0.041711569157561704,-0.09015971417095735,-0.75955705819247,0.22566498033126237,-0.1761608460987185,0.13687824824523712,-0.14291477278618897,0.648154156653312,-0.24179960144088886,-0.3105878376066093,-0.05147419308762683,1.0,-0.44725012051208657,0.2613593915688567,0.02189769821910783,-0.6180318750110504,-0.6613873988917696,0.3713903485151644,-0.1223139277447993,0.48787910478395186,-0.06601814931125237,-0.7598003406703623,0.573166050053619,-0.17969016043455774,0.20483854559672987,-0.26633070879917453,-0.25321486905663476,-0.39173810631025796,0.009692995808089844,-0.07746751432222139,-0.18755935258680148,0.4417781116796916,0.3733912554251775,-0.18060506232700974,-0.13676956370201976,0.19362411195903448,-0.4165450532232583,0.4634081581275912,-0.00829752719763848,0.32640742967706354,0.2984195746270294,-0.21607889622276535,0.23693359611857395,0.10264639295290331,0.2877851669562395,-0.008259775458000369
flat,-0.32924794524456685,0.41652071009221653,0.17155355028376842,0.324921227279524,0.3881679767317042,-0.14884401476053594,-0.3729289737106077,0.3108674931460046,0.3891678783544664,0.041175042179499424,0.30814414580820626,-0.20513819682645482,-0.22418649968737578,-0.26466824481006807,-0.39292461039409093,0.394184434838752,0.21749371013736815,-0.44725012051208657,1.0,-0.33757555426616875,0.3438871907485648,0.13012007250291402,0.27665696528026695,-0.12807212217993633,0.18352871372915408,-0.5359020640617137,-0.16904477920279393,0.4325205359985683,-0.3730348721637929,0.06106242389189939,-0.5250738183050679,0.17879346344421151,0.4276325050485906,0.7738917574301827,0.34033584325535965,0.10976952955337557,-0.1613685842348596,-0.3241570480399147,-0.19031897309304804,0.340807888396866,0.3597306576296499,-0.10441706280113366,0.34243071549358733,0.35212116385683095,0.00918872992778272,-0.4368746573078631,-0.2560365432166748,0.3670087259374694,-0.3001455231450036,0.12381723376165146,0.013697613493586662,0.3816528824740866
nsubj,-0.14941364650493527,0.058835120690337465,-0.7414445825640582,-0.137454744352036,0.17723100811319284,0.37640374250169417,-0.15723045914735817,0.2285583846982628,-0.5890981967734675,0.06326796874606941,0.0019724784668347568,-0.03826535572799987,-0.03982204167974033,0.17375937739855513,0.20522071257811408,-0.22898493211761436,0.07237649467436956,0.2613593915688567,-0.33757555426616875,1.0,0.07718205760182245,-0.2902936373544631,-0.5460260667463858,0.08634892376615931,-0.5900772776009633,0.2626837700379218,0.2779091083996461,-0.31531687787326057,0.6092288982936926,-0.43459934523721105,-0.11576487825906757,-0.7243743446294441,-0.2865791853279886,-0.30783230001327005,-0.4530226570011732,0.22401371566006453,0.25501054891973884,0.23843707016742585,-0.1267554850384114,0.03584584291746553,0.0398901495689313,-0.24368951027682004,-0.7614687809319156,-0.04893071640716598,-0.2543050744383272,-0.0946544173730916,-0.007408492907405923,-0.2597718845083447,0.3200730897852054,0.5587135803297273,0.5798123058383441,0.07799344566612638
root,-0.9685970725574096,0.988265228812277,-0.02540493770748416,0.06438446801829112,-0.05410593562427299,0.3048964376487728,-0.0022475323684519074,0.2223861018908014,-0.17080113570132946,-0.08591081144857954,-0.031857087280427056,0.2788872984031504,0.06687747507718364,0.2246551481294911,-0.561557206586875,-0.3398958311997045,-0.11297907228396056,0.02189769821910783,0.3438871907485648,0.07718205760182245,1.0,-0.09975996919896571,-0.14116808241463014,-0.41118781965867346,-0.283998115165563,-0.05825738722599559,-0.5834115685201692,0.2944972320033176,-0.25414955894041064,0.27426804437360924,-0.09503093448305355,-0.17098034503015794,0.29750287676365605,0.5583203364369369,0.1036417187583474,-0.09431226094315072,-0.3776507069934177,0.2387269382324161,-0.042260567912927476,-0.0715429234065226,0.05544921881279747,0.4909989670084873,0.02351742901990885,0.19238973132604914,-0.025801456123190448,0.3724823162147878,-0.1304983446589985,-0.4211139207646283,-0.291714543500632,0.15618003789160692,0.3707961035006404,0.9904370276661822
advcl,0.19663906525162062,-0.05731226413958483,0.389339622696721,0.3330325866436409,-0.32664926287815105,-0.09340407333543148,-0.06915957606869584,-0.30797541013877944,0.8269407472658347,-0.3054483947154104,0.32022669134947573,0.3537049252055877,0.05330323034281922,-0.14507123178422238,0.26605969024451276,0.1427786001618188,-0.3900817731747701,-0.6180318750110504,0.13012007250291402,-0.2902936373544631,-0.09975996919896571,1.0,0.8552302427969779,-0.44985708246291656,0.2952169634807675,-0.5010235174208177,-0.07788147213814772,0.31276760138916937,-0.498320180963269,0.05767206204122791,-0.08214506629603195,0.595678787315917,0.2841481011516834,0.4765327265233473,-0.25687541893470245,0.2262152958822693,0.18240666911970785,-0.0037103534977573293,-0.15362094565219273,-0.21268442219004066,0.1243067401070754,-0.4418048465843167,0.43905120765037425,-0.2811732919246107,0.10187313739876838,-0.2841925222738947,-0.21913991890644202,-0.039850796110894184,-0.29207899948997973,-0.4880046644378861,0.00782154044510428,-0.0573339842075954
mark,0.22875529819626536,-0.12637769844398097,0.49881130106461097,0.44205531784028684,-0.32315776464971985,-0.18676963906434185,0.1319346361704424,-0.2214883566601534,0.9285627751148308,-0.20950891851956968,0.11314654674066527,0.2291376942843421,0.03442389933979527,-0.305692050981178,0.19209384013488265,0.27371379557528003,-0.3405417184837426,-0.6613873988917696,0.27665696528026695,-0.5460260667463858,-0.14116808241463014,0.8552302427969779,1.0,-0.2858854618958298,0.4494773926317884,-0.5924284859734403,-0.04146722308844214,0.43687604840997957,-0.6386727544680713,0.2451978005897556,0.04263049350748532,0.6817168301735006,0.41373862285607144,0.5058024602396249,-0.0009585548934282445,0.14024750993375193,0.06797465472349377,-0.1665454425135449,-0.05881171807305622,-0.013968519960148949,-0.05991835033988703,-0.33779137920354285,0.6923538473692056,-0.2985104794203943,-0.08193019966727358,-0.21578530884224245,-0.3326573800189478,0.019675924472237722,-0.23265699546642823,-0.5826206835555738,-0.16917159988051314,-0.12110378540298053
det,0.40913541184914765,-0.44505660854849605,-0.47404419645830376,0.2878652153730092,0.681197654969356,-0.4351257966726306,-0.27246508568229116,-0.1306763961139694,-0.22393299370318528,0.1462485336195777,-0.05264878763775995,-0.4091107354540511,-0.0934957317429102,0.25311894077590213,-0.19574449597986485,0.2567336881569214,0.3008456438309466,0.3713903485151644,-0.12807212217993633,0.08634892376615931,-0.41118781965867346,-0.44985708246291656,-0.2858854618958298,1.0,0.23667567518484064,0.6468262103425886,0.26405591267311335,-0.5441476348121498,0.4557537371260755,-0.14130791226969702,-0.15950011002998093,-0.23173077593880534,-0.07756666305577492,-0.3739262536848566,-0.12849596766037183,0.05467994866757524,-0.2977400671850947,0.2920078464988139,-0.20947781371286212,-0.007016978024276179,-0.029720534955217936,-0.029112282119937837,-0.38118513421223826,-0.042459830954800895,-0.4047678688282086,0.14499798437750974,-0.08218268915719724,0.14434547268831038,0.31853001165207784,0.46013704618136236,0.010646744869477285,-0.3856706617448017
advcl:pred,0.28132492017406513,-0.23480943218945993,0.3984834262810566,0.6645831392900651,-0.011827585649550549,-0.15214749932661614,-0.2276864154031814,0.09981807872222337,0.39532931183759845,-0.5236025238195501,0.17218290995999758,0.1310816548809574,-0.5097895664694319,0.3273736570006095,-0.22030906241648823,0.396915591468675,-0.034906411076165704,-0.1223139277447993,0.18352871372915408,-0.5900772776009633,-0.283998115165563,0.2952169634807675,0.4494773926317884,0.23667567518484064,1.0,-0.012413237817497608,-0.1526274806780774,-0.01959588515829747,0.09698077177902789,-0.1224241614369206,-0.21361054577415678,0.3417329143944389,-0.0516433813644658,0.14135758456982522,0.03471122797695791,-0.247997010111516,-0.36413359310682397,0.29328639435416015,-0.07027767876675062,-0.12304749048682294,0.10210563909482716,-0.09802087209631553,0.25623684644657674,0.17609809367712712,0.21561987777713984,-0.22330688249954395,-0.07142750486292312,0.41822280351969704,-0.05709078332816081,-0.3919967343799001,-0.22247721725292546,-0.263877456940366
csubj,0.09653035856087848,-0.10674121487819789,-0.4814498872431717,0.025083096268437497,0.40196173562629656,-0.13855157465430867,-0.15044596525952192,-0.11310427718263656,-0.5522209115692646,-0.05352712758312299,-0.0950322286781604,-0.08965496902652358,0.03042388270945529,0.5219876690917713,-0.2885741340848045,-0.1214706035976294,0.23398450053030448,0.48787910478395186,-0.5359020640617137,0.2626837700379218,-0.05825738722599559,-0.5010235174208177,-0.5924284859734403,0.6468262103425886,-0.012413237817497608,1.0,-0.08925103122770321,-0.5366531181818045,0.5104278792623141,-0.05965726956537639,0.01735192429839627,-0.40225648821392307,-0.28687697852442645,-0.5604246502074198,-0.33299982671030726,-0.09237962178502009,-0.3944744421079404,0.5725613085288218,-0.1008800804071647,-0.211186051795283,-0.062080689592697746,0.3788959428700194,-0.5690818629622539,-0.1370065703083196,-0.20341762774023195,0.5341714724475111,0.13019324978838168,-0.059603215727368763,0.10849127379679477,0.45966831385822715,-0.007702288029441905,-0.06604352763421827
xcomp,0.4354611487191411,-0.5654501033940629,-0.040010092121852865,-0.09263472519204893,0.02882340544685684,-0.2699684356395509,0.2742064136989781,-0.05157685090461619,0.027503695566783063,0.06864676256407701,-0.3663109225919676,-0.3132222138304879,-0.023992109131986683,-0.4256427082302492,0.7832857500227737,-0.10044435613020825,-0.3200861835031156,-0.06601814931125237,-0.16904477920279393,0.2779091083996461,-0.5834115685201692,-0.07788147213814772,-0.04146722308844214,0.26405591267311335,-0.1526274806780774,-0.08925103122770321,1.0,-0.13798347594515561,0.16828191383837146,-0.31768081824850036,0.3171617122678576,-0.21984799246500772,-0.35511090510164656,-0.41420468995221854,-0.1849764395531741,0.03618614574837152,0.5243400120409827,-0.3272002709047887,-0.06587797928296549,0.2351589160562877,-0.3255136168442749,-0.6010812681028336,-0.20944676961642675,-0.03861503688128471,0.15270493159402607,-0.3991892067274509,0.4002718666384882,0.029499586293091566,0.15324737236238303,-0.021613599318828693,0.2574193500903432,-0.5492070124884533
