,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,punct
PROPN,-0.07070285920155858,0.018313756434555357,-0.7297974679294655,-0.4130735869733161,0.5449424657894403,0.12899705827382313,-0.22468315285330506,-0.5729679588979514,0.40313486385607505,0.11479751097151127,1.0,0.26210334772560107,0.533147681732265,-0.3524183363024348,-0.694442781909735,0.16205192576738525,-0.5655594041751032,0.046688504954302684,-0.02374294180247666,0.059354582794207446,-0.2654397033016894,-0.5508145059575063,0.6659993158041052,0.21403230591181038,-0.13573335516779228,-0.8107450970609704,0.1409837410001627,0.6665400794991128,-0.3517769151466835,-0.02559224294182763,-0.40115891414328825,0.4511902964319392,0.7949940155837845,0.4669479745366238,0.27593494568766297,0.19526983579369578,0.32512547083783877,0.04411657335625498,0.8076646617859564,0.1175852633340325,0.7246682338133343,-0.1290004749470873,0.42368395581512386,-0.7785198281268781,-0.7729273876896726,0.29545164421149733,-0.024092442196632275,0.3044644400691309,0.3157731968099633,-0.03985189755971199
PRON,-0.6719170323216613,0.6628968318439973,0.46555187767841183,0.5585207757409513,0.8260054215249668,-0.4867039110152804,-0.997219358490399,0.3665808290943444,0.2380077583942332,0.05395011403556203,0.26210334772560107,1.0,0.31456594923970704,-0.7913905637476149,-0.3641778959606664,-0.03349437102066229,-0.2579587095983294,-0.6271337713103727,0.585798524864881,0.7308434300213067,-0.25496234950734925,0.3419609767191225,-0.24233621879182893,0.9150866345838029,0.04222652966614486,-0.44277938446483656,-0.570505417383737,-0.5216609375997201,0.02905749684780757,-0.6804036747159533,0.5728157412950444,-0.07519893038499831,0.6268519433750025,-0.40368539696267774,-0.4563637987735901,-0.8554672349209365,0.299689555195332,-0.528257027584865,-0.3558927478141674,-0.11878548265858814,0.7104313548039928,0.7537554108161719,0.2172693012805182,0.2459833794375039,-0.09544195504270993,0.2201439276421815,0.21015586903266364,0.7967902025477007,0.9817749508092455,0.6737670203914449
NUM,-0.5886570260352485,0.6481805573276044,-0.31895502563089034,0.39504977961546456,0.22660845068704846,-0.6922990285205727,-0.3259059230010665,-0.3377413014049936,-0.20870345899023932,-0.05437260065616465,0.533147681732265,0.31456594923970704,1.0,-0.12025013401396915,0.07977623600241719,0.8846807220721475,-0.7308914968169947,-0.07166375514575543,0.3822816532421078,0.6009272582340633,-0.669272815085725,-0.3143438199281266,0.5204280542544861,0.02868820551665859,0.7582367841882004,-0.4395374663840261,-0.05482879701404829,0.22295494850349848,0.6011937823392901,-0.7038799808734,-0.3247182680684696,0.8469604386014877,0.3726194654265957,-0.06040860166686407,0.6790112004054476,0.07037609410171183,0.5329078549354352,-0.7458390850286899,0.32040202250825467,-0.028297407547795885,0.7411546140396778,-0.38454075567527635,0.6486681810319641,-0.11481307738919842,-0.6109344974968693,-0.05106332109624177,-0.7288109183352677,0.4978763690257406,0.19643369360431667,0.5748012401630879
ADJ,0.6709372632083758,-0.557710383818938,-0.25164213599052787,-0.22059021805234608,-0.9689683327329246,0.03331853899059179,0.7461344309129241,-0.5487136182293484,-0.7640399244972967,0.4386415972290143,-0.3524183363024348,-0.7913905637476149,-0.12025013401396915,1.0,0.7242018947425819,0.22128421287059705,-0.18935276267388912,0.06576238989540284,-0.7382196689502135,-0.654407398278141,-0.30758975042785075,-0.556235474558709,-0.13888177392970835,-0.6458929652397383,0.2322060585031291,0.1805283095967651,0.8152602235281103,0.18594219619482535,0.23616799307740896,0.23362276101939075,-0.15938115249903884,0.3840206079735795,-0.4186921081020493,0.5198422910006876,0.592270677655326,0.7748620452059206,0.2690454806929213,0.09867917957198066,0.11771635371284488,0.5820831422754706,-0.7310795670755779,-0.6529320602690643,-0.5208308642548345,0.17757533743876225,0.4345557433702373,-0.7670372935735221,-0.5546199532703464,-0.2922492012612883,-0.8589260195393592,-0.5902413910346241
advmod:emph,0.06608825623463344,0.08104010307388035,0.3403920952563769,0.49814987198221244,-0.7915479909240584,-0.5398043178933728,0.2986277460575713,-0.018533305404229882,-0.8935516299048314,0.19649563385348506,-0.694442781909735,-0.3641778959606664,0.07977623600241719,0.7242018947425819,1.0,0.4679530508920135,-0.11779269419591712,-0.16904032394449894,-0.16288449618230577,-0.026319002852169898,-0.40188569589058754,-0.03468347789333468,-0.406395183324672,-0.39102176069489963,0.6611472776545909,0.43504343813153434,0.29419351158342755,-0.3975890383881723,0.7500177294717184,-0.33060360931519006,0.1680371261457006,0.3251622095137897,-0.5791467954660388,-0.12928796761497044,0.43421359341111926,0.2234126553054203,0.2693915654056674,-0.4650363498588201,-0.4680004405318216,0.26734721244437554,-0.5327682821547841,-0.37408593042482424,-0.31084330479637473,0.7281814416670506,0.5713179279280811,-0.7352188162646885,-0.6861173020091372,-0.006437870713305718,-0.5168232677720261,0.06928018316690046
obl:arg,-0.4823112149561815,0.5726405615767809,-0.23508482568812686,0.46222706967323474,-0.18525089382740687,-0.7197242290041466,0.005958627805623609,-0.2719219411324078,-0.4586955658460065,-0.1538143958421019,0.16205192576738525,-0.03349437102066229,0.8846807220721475,0.22128421287059705,0.4679530508920135,1.0,-0.5507610221056121,0.1086545841252165,0.3055154697157507,0.48043203343902946,-0.593791634216597,-0.24383596932785714,0.44674048270953104,-0.3364628000654531,0.9422493682542088,-0.054854633803907905,0.03192407937128351,0.16807574760225272,0.8454822056342619,-0.613881608830491,-0.4180210952184654,0.8426589017773043,-0.07080879756954274,-0.15021532509890964,0.8331092000886159,0.2615562881716308,0.3916398461633897,-0.7386103846159615,0.1740092240502287,-0.07108792964372992,0.38916288504255775,-0.6381827084647355,0.5605372935633239,0.08459530987160752,-0.41042514608982195,-0.2184946553975692,-0.912389212192044,0.21464103396932385,-0.18789008786130953,0.5058635624316907
aux,0.03682314989015188,-0.14730783682889748,0.3675944634701324,-0.1282127240120655,-0.023752130885889542,0.5279713158275404,0.28991417882419834,0.7308335945247804,0.4954668529594085,-0.6344731248481862,-0.5655594041751032,-0.2579587095983294,-0.7308914968169947,-0.18935276267388912,-0.11779269419591712,-0.5507610221056121,1.0,0.5204791340637188,0.2358166468975937,-0.11018322078371613,0.9432868383440888,0.7446547051709687,-0.12760042613818232,-0.25000000000000006,-0.42700634032602985,0.8104758887632516,-0.4951691015304178,-0.17225576078512655,-0.25,0.5716184564581903,-0.04353338423028087,-0.8699773031252124,-0.6773831810139622,-0.49724407454079866,-0.6022760151403596,-0.23346409633732898,-0.9424185321413565,0.554254355219344,-0.3605893401194253,-0.6469165976612259,-0.43311892808975055,0.22436025820638883,-0.0021602458629695733,0.044244767165462245,0.1878253786358288,0.5419055264274716,0.6574428844495329,-0.7307116474779976,-0.1620153989535886,-0.06559057004304188
flat,0.04383457633287828,-0.14737544968240412,-0.48636390941888313,-0.4486322452455784,-0.16298194690372816,0.5043985204702969,0.6721530668080287,0.06256841549465494,0.45339857534354167,-0.749034279714216,0.046688504954302684,-0.6271337713103727,-0.07166375514575543,0.06576238989540284,-0.16904032394449894,0.1086545841252165,0.5204791340637188,1.0,0.13315040019649813,-0.16532368166042138,0.645280463950164,0.12314707724973398,0.7230312051358975,-0.789774677853603,-0.038828377105992684,0.5194881575731419,-0.1475779393006851,0.6489522871715805,-0.045988454013161435,0.6032182020018498,-0.8751103155146257,-0.11466414496430466,-0.5490133189784706,-0.10831308596865188,0.24728591441681502,0.465977603657869,-0.7441431817283521,0.482745288655596,0.4584327555730916,-0.6245120805849527,-0.09410103764198975,-0.6009136010274126,0.5250730235128679,-0.5836975364724836,-0.539791962176742,0.5799508633466982,0.07302113271413463,-0.877668608982882,-0.5632934647226805,-0.14251836909137353
nsubj,-0.9595922961688313,0.9038703638822303,0.41323015904792515,0.6483744122064354,0.6147377392148569,-0.45375907205664834,-0.5660496426713826,0.7151235349035142,0.40275711666422404,-0.7356787896531404,-0.02374294180247666,0.585798524864881,0.3822816532421078,-0.7382196689502135,-0.16288449618230577,0.3055154697157507,0.2358166468975937,0.13315040019649813,1.0,0.9271269238382068,0.20434147101456823,0.738656204358065,0.19845166101761996,0.2466887729372059,0.3850097665752775,0.26646926881606386,-0.939063474826138,-0.3261793678855619,0.4297835385906826,-0.5085029456945918,-0.022609323931227766,-0.1431082002156952,-0.08685184155625379,-0.8935556644151971,-0.2233004222944717,-0.6862761874626586,-0.33146855143247095,-0.4952420594987131,-0.3518357804364782,-0.8190903229973799,0.6303572432505642,0.2746453826053018,0.761823484640933,0.16037923147494332,-0.40661960934349045,0.6254462002644572,0.06043699550335596,0.14526762202625054,0.5473944867391867,0.9280171885938986
root,-0.992297349831426,0.9922921358552832,0.42756126590612525,0.806186419826902,0.5931709366556345,-0.7242427691233556,-0.7313205857956815,0.5281155966248698,0.1384324820897783,-0.45640302811074246,0.059354582794207446,0.7308434300213067,0.6009272582340633,-0.654407398278141,-0.026319002852169898,0.48043203343902946,-0.11018322078371613,-0.16532368166042138,0.9271269238382068,1.0,-0.1700335122418341,0.5380879082659915,0.09382542685599336,0.40407136493396345,0.5675349175872281,0.01758647600114778,-0.7833302252112171,-0.4191835352894464,0.5752604268085181,-0.789038717822844,0.13396606077877934,0.1271753255763319,0.12345257498734358,-0.7776547435493754,-0.07059234186860137,-0.6918197108059195,0.04351541194477171,-0.7640695411362488,-0.37311045265959614,-0.5512220069792259,0.7282790605896621,0.2808087766042678,0.6748350562642229,0.3012108752324046,-0.33632466420149904,0.34824984890705957,-0.17979650427166438,0.47236015838633894,0.6439013857139486,0.9937603391768254
advcl,0.07870713368801813,-0.22712384543284453,0.1018082741510226,-0.36549315863250376,0.13975002508727813,0.7088712117829143,0.30678101087842363,0.5824429073100458,0.7208170303997702,-0.6683445117671643,-0.2654397033016894,-0.25496234950734925,-0.669272815085725,-0.30758975042785075,-0.40188569589058754,-0.593791634216597,0.9432868383440888,0.645280463950164,0.20434147101456823,-0.1700335122418341,1.0,0.607462888661893,0.120077108621204,-0.24744580849677963,-0.5754391514287325,0.6254641466514084,-0.4646626526648864,0.10003833197860582,-0.4568225275628695,0.7060097551628542,-0.23200160678621023,-0.8302275575060966,-0.48935546595292706,-0.3419469636225544,-0.5709298186006667,-0.13685530583326536,-0.9705523642953034,0.7084177450588716,-0.06817834492389865,-0.6725335789087651,-0.2652122425815168,0.17457243897081617,0.12913997929382415,-0.2797578866833414,-0.07261086130907275,0.7223590286140882,0.7534095243145273,-0.7673354988080157,-0.11807852177045623,-0.156157172751282
mark,-0.569225446274867,0.498426341644823,0.7541179265077743,0.5054714099999408,0.33852562043209267,-0.09126393774501804,-0.32690625202596385,0.9977405847180726,0.3921749184134121,-0.6709888607693688,-0.5508145059575063,0.3419609767191225,-0.3143438199281266,-0.556235474558709,-0.03468347789333468,-0.24383596932785714,0.7446547051709687,0.12314707724973398,0.738656204358065,0.5380879082659915,0.607462888661893,1.0,-0.27802651939520723,0.19536885528357908,-0.02460409338295498,0.6674629914033591,-0.8898289488293393,-0.6086006908971244,0.15535439830187858,-0.10465849423232383,0.28030239036335597,-0.7083395526529387,-0.4547509213557915,-0.9194457201264982,-0.6625610230767482,-0.7518574349693057,-0.6626991927966834,-0.0806693823672497,-0.7134803086731684,-0.7695701598100608,0.022814730845151062,0.5249738121257973,0.24814387334276794,0.4141329258988085,0.14909361462234716,0.5365033122350789,0.4672679027148592,-0.1807228112070665,0.35696686535881167,0.5755055581341854
det,-0.18273354843859502,0.1048177625852659,-0.7987031037533879,-0.39051706005514364,0.1930505880534029,0.1989323981833369,0.2878214022159291,-0.33967176554678363,0.4343578716872076,-0.49959246352794795,0.6659993158041052,-0.24233621879182893,0.5204280542544861,-0.13888177392970835,-0.406395183324672,0.44674048270953104,-0.12760042613818232,0.7230312051358975,0.19845166101761996,0.09382542685599336,0.120077108621204,-0.27802651939520723,1.0,-0.4734907923495452,0.16078341406215266,-0.14066082386808554,-0.04618478922211342,0.8545896849572688,0.004153523179526183,0.1982587599648512,-0.9281257977252623,0.4094284684678232,0.08623968933658012,0.12670940632587593,0.5385980874853349,0.46335162628547844,-0.2091983318530417,0.1274623672877538,0.8128825710559342,-0.39732030304414556,0.49838591238260777,-0.6310910811502655,0.7801665685234929,-0.8179966530230484,-0.9417542634120781,0.5275585757784992,-0.2057178035476563,-0.33597425320279123,-0.2109923856370524,0.056841113635131404
advcl:pred,-0.3234033164265512,0.32168733442364134,0.46866423716905775,0.3453930739099617,0.7124408250317248,-0.27205399224541854,-0.9169924777378106,0.2386863582782378,0.17499353811401963,0.3550136564998484,0.21403230591181038,0.9150866345838029,0.02868820551665859,-0.6458929652397383,-0.39102176069489963,-0.3364628000654531,-0.25000000000000006,-0.789774677853603,0.2466887729372059,0.40407136493396345,-0.24744580849677963,0.19536885528357908,-0.4734907923495452,1.0,-0.24945453394959236,-0.5426623742501311,-0.3182370829954709,-0.5495205508270441,-0.25,-0.4814802450897602,0.7637083285597807,-0.20904439614532774,0.709342781733797,-0.13438246402230278,-0.6022760151403596,-0.7822449091484807,0.37711340845650165,-0.2952249911751105,-0.3605893401194253,0.17376466491669,0.4626537678270491,0.8800790691097393,-0.16069514872236965,0.25930699941709034,0.16512869200766875,0.03707937259942887,0.37793857748517334,0.8007378891725121,0.9317116935770744,0.3406021432398674
csubj,-0.551813669240642,0.6640419343522058,0.09039813867854939,0.6972250808932117,-0.2501728825933421,-0.8556937656961612,-0.0842071808486019,-0.039238264940093984,-0.5864202104342114,-0.14767520710595844,-0.13573335516779228,0.04222652966614486,0.7582367841882004,0.2322060585031291,0.6611472776545909,0.9422493682542088,-0.42700634032602985,-0.038828377105992684,0.3850097665752775,0.5675349175872281,-0.5754391514287325,-0.02460409338295498,0.16078341406215266,-0.24945453394959236,1.0,0.1286707951582824,-0.08167594768392661,-0.15244551620739422,0.9727518874623006,-0.7284770867827068,-0.1685320517373864,0.6942576253498064,-0.22426767780028375,-0.35279473584843496,0.6744105131517506,0.06297975217382636,0.36325428304183327,-0.8509633144543418,-0.1618080893954851,-0.0942999177181562,0.24949068112161182,-0.4701449574487734,0.4254988572596176,0.4042150247780926,-0.14237258952141488,-0.31798625643635114,-0.8858369064389826,0.2638695691918789,-0.13641232372965667,0.6172915459935563
xcomp,-0.07946274501994081,0.05341189812998555,0.4268076453041031,0.20407576456497242,-0.4160164860844346,0.10605091649923903,0.44075700291475695,0.6498448908820474,0.002567553355856121,-0.6286965874958229,-0.8107450970609704,-0.44277938446483656,-0.4395374663840261,0.1805283095967651,0.43504343813153434,-0.054854633803907905,0.8104758887632516,0.5194881575731419,0.26646926881606386,0.01758647600114778,0.6254641466514084,0.6674629914033591,-0.14066082386808554,-0.5426623742501311,0.1286707951582824,1.0,-0.37192620008280164,-0.26858062303133895,0.315040669489785,0.27268273774727886,-0.1279101707912691,-0.49142054665115,-0.9647872617394261,-0.6047979587651645,-0.16692986834495901,-0.04838780191197,-0.7441833811010878,0.1574405005262105,-0.4924175515916134,-0.582676436766139,-0.5453848691256858,-0.14184160908238422,0.05394409962538425,0.3559528930808467,0.28721763289373514,0.19221620491375827,0.10360779183846643,-0.7035080246195947,-0.45433008686788473,0.11097089366913557
obl,0.8216655020134729,-0.7310374637915105,-0.5305650236304162,-0.5164614851368727,-0.6579740244633919,0.20568801252828234,0.5406969762340718,-0.8734742869926477,-0.5720560773796943,0.7538687207726572,0.1409837410001627,-0.570505417383737,-0.05482879701404829,0.8152602235281103,0.29419351158342755,0.03192407937128351,-0.4951691015304178,-0.1475779393006851,-0.939063474826138,-0.7833302252112171,-0.4646626526648864,-0.8898289488293393,-0.04618478922211342,-0.3182370829954709,-0.08167594768392661,-0.37192620008280164,1.0,0.4052588192439335,-0.17456888425039357,0.2840881769042571,-0.1018146266070434,0.4719634663639045,0.14316170302702863,0.9088592915636189,0.5226350169041807,0.7898328376324089,0.5355888866649563,0.2379011805202746,0.45228290171726354,0.8626597257498025,-0.46888572450777766,-0.48192580630415854,-0.5960700495299756,-0.15700109111918872,0.25841572436976357,-0.7333085936978679,-0.3812834849378677,-0.013717645324350583,-0.5835798825169516,-0.7829058648425903
nmod,0.34560273403920705,-0.40952116656408444,-0.9773241460689005,-0.7722166197949245,-0.07517659458127578,0.5178669761103194,0.5618219778136145,-0.6556104194780511,0.3063545473982516,-0.12489060722872543,0.6665400794991128,-0.5216609375997201,0.22295494850349848,0.18594219619482535,-0.3975890383881723,0.16807574760225272,-0.17225576078512655,0.6489522871715805,-0.3261793678855619,-0.4191835352894464,0.10003833197860582,-0.6086006908971244,0.8545896849572688,-0.5495205508270441,-0.15244551620739422,-0.26858062303133895,0.4052588192439335,1.0,-0.32017926415478587,0.5284808159251206,-0.8696253439511282,0.3709908129798943,0.1435555550279922,0.583852576870216,0.5400371027688525,0.7650879678206962,-0.10054227711251638,0.46802527512275,0.9705627918933611,0.007368671926083158,0.14845573278886445,-0.6833145790984978,0.34337688879762823,-0.9175340353028083,-0.7006424197649508,0.2592186748906723,-0.11372945550699728,-0.43552778241971857,-0.4503713532087369,-0.46090557246593616
