,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.428443729749697,-0.708024617035899,-0.7878454526747604,-0.9943156358038312,0.3079494170726348,-0.9971640317523836,-0.27158931205895936,-0.5829973603197561,0.9561531393991407,-0.14756031307508963,1.0,0.3713417530851644,0.8006732106149222,0.7674430260000795,-0.8830910779829848,0.712113618131117,-0.9762991282120244,0.999943449275582,0.3767433132594305,-0.7642899560335231,-0.5110535334460118,0.9889431979873935,-0.17697232021947465,-0.21680617752217587,0.07343286658832204,0.5858218207442069,-0.9762210397985966,-0.27950291583799586,-0.09033761692848936,0.026810788057158832,-0.431907127751483,-0.5653876933891028,-0.7069134417039173,0.8255150614730361,0.7004748395636402,-0.9943156358038312,0.86579048463025,0.9774564853410275,-0.9414860354452902,-0.7830567385742782,-0.9518244120077913,-0.3668722150988563,0.6790932767862753,0.19407084780741304,0.4976318935532145,-0.26184830176185475,0.10392085142866926,-0.8001377434752348
PROPN,-0.67986089326703,0.3927735835446243,-0.8643956807815006,-0.27037149251974213,-0.7690193998365128,-0.3004110834715814,0.7927446419075236,0.537887851567093,0.08313351967886398,-0.9731273705071456,0.3713417530851644,1.0,-0.2589399546089375,0.8802585151474903,0.10772334761810837,-0.38742649938841117,-0.16159033015920765,0.3811950940130954,0.9999830385084698,0.3149491631501571,-0.9878634390542264,0.22954472306553303,0.8481235032557406,0.8259024824856196,-0.8987207802585526,-0.5349502918451939,-0.5637887235017827,0.7876997920147644,0.8911536926087942,-0.9182065235909411,0.6770424180727431,-0.975799251470721,0.3942189900257995,0.8305730099471569,0.9227620696298937,-0.27037149251974213,-0.14312156580149502,0.5590102897105393,-0.6625645881221905,0.28669684106823595,-0.06873472362475691,-0.9999884361470569,0.9337402126708656,-0.8387766293431773,-0.620575310667866,-0.9933353440338378,0.9620591321249343,0.2598026363200345
PRON,0.8843724902991895,-0.9899743686740541,-0.2618364160519986,-0.8599097744942661,0.8165534948925802,-0.8434902014496489,-0.79403734385133,-0.9535446549159163,0.9410233111706044,0.47439541872039426,0.8006732106149222,-0.2589399546089375,1.0,0.23037693017530114,-0.9881666778764133,0.9907779195665226,-0.9113573845621875,0.7942566293711614,-0.25330989090495504,-0.9982906182061118,0.10577001131415541,0.8806639450909505,-0.7313420130161821,-0.7584424102841192,0.6562795879704878,0.9545874504899892,-0.6517623487373135,-0.7990145545545689,-0.6689826384192017,0.6203526536969286,-0.886156795917214,0.04146315177527554,-0.989751069993434,0.32284693065459563,0.13328653690537778,-0.8599097744942661,0.993009551978267,0.6561307829095301,-0.5518943485417533,-0.9995837929380966,-0.9458108895722059,0.2635820513043895,0.10396026799830607,0.7430982592646083,0.9180940268315465,0.36854319639692223,-0.5126509013420397,-0.9999996010514761
NUM,-0.2504870877842259,-0.0906194743805223,-0.9994732367092051,-0.6948191847687316,-0.37362697624797875,-0.7170168454991827,0.40859031179017435,0.07347378858102813,0.5460308985880825,-0.7473430131305097,0.7674430260000795,0.8802585151474903,0.23037693017530114,1.0,-0.376908891416554,0.09640120530349836,-0.6104998346650832,0.7742177575146676,0.8830071916110018,-0.17311001638341922,-0.9432760029049114,0.663883213207302,0.4951814756646748,0.45948157929521116,-0.5830306979437265,-0.07000203457272294,-0.8881737976070596,0.40106276335386987,0.5691667764453173,-0.6203109342916437,0.2467710407327617,-0.9627124815097505,-0.08905358614196893,0.995369530866341,0.9951251581332667,-0.6948191847687316,0.3436255697246908,0.8855056943899174,-0.9386267047327099,-0.20220844455455375,-0.5338765447494911,-0.877966438511908,0.9917787189604487,-0.4799896029671836,-0.17419340298277367,-0.8197016141731484,0.7173992003548495,-0.229507614656856
ADJ,-0.8023106108176795,0.9565946505584912,0.4067706923865827,0.9280283857618635,-0.7183470729441138,0.9158982308282135,0.6914039373911943,0.8960538960973204,-0.9817840491798738,-0.33375608883995567,-0.8830910779829848,0.10772334761810837,-0.9881666778764133,-0.376908891416554,1.0,-0.9582708515486343,0.9637082584355879,-0.8780512891801391,0.10193109340675437,0.9775129715455745,0.0480050975756854,-0.9429070786942868,0.6180783255692389,0.6495010928083159,-0.532782748190939,-0.8975937158623633,0.7603797423322505,0.6973280346318433,0.5470594781775115,-0.49270930902144494,0.804594746121806,0.11227947690591251,0.9561352817088846,-0.4641969414807048,-0.2837246402803694,0.9280283857618635,-0.9993634667137075,-0.7641172966345986,0.6732725818409396,0.9833304877266675,0.9844253092712779,-0.11250323070254087,-0.25528284136855395,-0.6316631530002835,-0.8464342791598515,-0.22159481529199995,0.37488957114220817,0.988029273378037
advmod:emph,0.9394637206048325,-0.9999831383511698,-0.12865307249665878,-0.7828163158921982,0.8872408073549316,-0.7629306303542955,-0.8690783664269472,-0.9855693330142219,0.8865012319613919,0.5892990743633025,0.712113618131117,-0.38742649938841117,0.9907779195665226,0.09640120530349836,-0.9582708515486343,1.0,-0.8471805330593447,0.7046070585992904,-0.3820504846226502,-0.9970033816815403,0.239530352674894,0.8083524028295087,-0.8170071356276216,-0.8397560401468522,0.7524613233741614,0.9861525514306534,-0.5429885712436819,-0.8731211908342587,-0.7635242842396217,0.7209041920193622,-0.9407713812737503,0.17646006185268018,-0.9999727721278242,0.19162944086428763,-0.002229495348710922,-0.7828163158921982,0.9678588231710543,0.547828359685915,-0.4338128773085065,-0.9942744132375293,-0.8930906213851443,0.39185554379656806,-0.031760079698306645,0.8269167467439053,0.9633327688557302,0.49110280442129234,-0.6242595074451027,-0.9908985560285699
obl:arg,-0.6138445283382924,0.8440808785787288,0.6358821866773442,0.9937928797090181,-0.5065585925903668,0.9898183107270773,0.4734432091873098,0.7450199451321475,-0.9968754084806102,-0.06999333259668757,-0.9762991282120244,-0.16159033015920765,-0.9113573845621875,-0.6104998346650832,0.9637082584355879,-0.8471805330593447,1.0,-0.9739422828363474,-0.16733536501331964,0.8857425476820995,0.3129127917429992,-0.9975991660076106,0.3857873593943123,0.42294546439436814,-0.2875336649757392,-0.7473372169577727,0.9061675651812722,0.4806783145615558,0.30373715068460583,-0.2425230848208437,0.6168686565874978,0.3734742577630887,0.8432367725260314,-0.6838033723711715,-0.529415027524591,0.9937928797090181,-0.9535712769821545,-0.9085944832160204,0.8462253379769629,0.8991035322267407,0.9956308458001291,0.15684254983060714,-0.5041305797418324,-0.40178194756615637,-0.6735625652658404,0.04676802742997609,0.1137958776218545,0.9109893446950349
flat,0.4188102616326605,-0.7004744361329879,-0.7943505646891842,-0.9931270952408583,0.29781405676107997,-0.9963072811854656,-0.26133891374343005,-0.5743239199067554,0.9529844944786919,-0.15807031641758662,0.999943449275582,0.3811950940130954,0.7942566293711614,0.7742177575146676,-0.8780512891801391,0.7046070585992904,-0.9739422828363474,1.0,0.3865731802318415,-0.7573886640013977,-0.5201657343778461,0.9873101918917538,-0.16649540713486774,-0.20641210226084802,0.06282265990708777,0.5771698535327642,-0.9784712117336525,-0.26927619387707696,-0.07974122558036072,0.01617832866739318,-0.4222910151735695,-0.5741275443525026,-0.6993514944246461,0.8314704282439827,0.7080250162327163,-0.9931270952408583,0.8604198156265521,0.9796466017470887,-0.945017262835944,-0.7763981604265574,-0.9485095028245816,-0.3767446864241646,0.6868613447989165,0.18362730014430423,0.48837928016822324,-0.27209720303349605,0.11449215957549767,-0.7937135890489793
nsubj,-0.6755781490987598,0.38741067243498195,-0.8673095581365539,-0.27597430539785944,-0.7652833030520921,-0.30596128102460685,0.7891809593447028,0.53296873146455,0.08893626755474401,-0.9717697133798465,0.3767433132594305,0.9999830385084698,-0.25330989090495504,0.8830071916110018,0.10193109340675437,-0.3820504846226502,-0.16733536501331964,0.3865731802318415,1.0,0.3094159099383579,-0.9887513452533804,0.2352096286438445,0.8450234017855606,0.8226046470565803,-0.8961514483505726,-0.5300203468153473,-0.5685895770648048,0.7840983054882055,0.888496074618628,-0.9158839250190125,0.6727445616045375,-0.9770562943998857,0.3888596577489387,0.8338025424269908,0.9249909370912752,-0.27597430539785944,-0.13735477963051912,0.5638301048381696,-0.6669157930620544,0.28111215597530687,-0.07454410240940713,-0.9999434650393665,0.9358091983787287,-0.835591202226524,-0.6159976631431948,-0.9926471838672757,0.9604537009033333,0.2541739073832295
root,-0.9101419196203689,0.9965373410248495,0.20498265644186375,0.8286067374733083,-0.8488963414899453,0.8106548324115246,0.8282070560015619,0.969521399831739,-0.9196402922658051,-0.5250345005702551,-0.7642899560335231,0.3149491631501571,-0.9982906182061118,-0.17311001638341922,0.9775129715455745,-0.9970033816815403,0.8857425476820995,-0.7573886640013977,0.3094159099383579,1.0,-0.16370657032330604,-0.8514706362244415,0.7699521345747306,0.7952370220989968,-0.6992557002838886,-0.9703683254853485,0.606322037661212,0.8327925162917607,0.711280126043373,-0.6651321507202648,0.9117246753571348,-0.09978721621685435,0.9964053827682083,-0.2669795311579182,-0.07513497234188286,0.8286067374733083,-0.9844135974715733,-0.6109036971081009,0.5022126760546866,0.9995611840095355,0.925215930303801,-0.31950989177841205,-0.04565404669880178,-0.7809385162809933,-0.9396901492012187,-0.42224449579240225,0.5619554684047328,0.9983424261593391
advcl,0.5577035845308224,-0.2451644129939458,0.9320041463590747,0.4166301069614133,0.6603985190230401,0.4449155453720402,-0.6884445503839652,-0.40041830075553225,-0.2369117986359416,0.9255506738171858,-0.5110535334460118,-0.9878634390542264,0.10577001131415541,-0.9432760029049114,0.0480050975756854,0.239530352674894,0.3129127917429992,-0.5201657343778461,-0.9887513452533804,-0.16370657032330604,1.0,-0.37793627570518307,-0.7555392889100202,-0.728304667928591,0.8197001168820884,0.3972263813478731,0.6852320642125367,-0.6824504768531334,-0.8098670018963152,0.8455381518785242,-0.5545150211465213,0.9979210354415876,-0.24668837253379886,-0.9069946641741269,-0.9714204951425539,0.4166301069614133,-0.01234128992345541,-0.6810151360977115,0.7708624287452289,-0.13441275207835385,0.22285807667456944,0.9871050404622762,-0.9780065867614808,0.744026132980873,0.4912461263064398,0.9633769026788298,-0.9080040364484486,-0.10665820927651694
mark,0.5577010275210922,-0.8049201087416008,-0.6878036321041988,-0.999111020125819,0.4456325701076392,-0.9972990827496617,-0.41130729301734625,-0.6970369597557943,0.9890118239206149,0.0007426691981872626,0.9889431979873935,0.22954472306553303,0.8806639450909505,0.663883213207302,-0.9429070786942868,0.8083524028295087,-0.9975991660076106,0.9873101918917538,0.2352096286438445,-0.8514706362244415,-0.37793627570518307,1.0,-0.3209696732581638,-0.3591765650933726,0.22051537364998683,0.6995285337594045,-0.9332801795580935,-0.41879700609814624,-0.23702723533459874,0.17475585000756938,-0.5608813887449429,-0.4368190028570867,-0.8039861700576589,0.7326928661049402,0.5868952172511293,-0.999111020125819,0.9304253237191485,0.935338425607348,-0.8810931491476749,-0.8666306340739831,-0.9867739307237253,-0.2248613675909106,0.5627285755603658,0.33740040371802754,0.6207588638222505,-0.11583243305162823,-0.04472006064091354,-0.8802404237982913
det,-0.9651290664191562,0.8203419233653789,-0.4667251099294058,0.28075837189252173,-0.9908841503522368,0.2505413790400715,0.9952861359979148,0.9028242136648292,-0.45745713523055875,-0.9473275855647807,-0.17697232021947465,0.8481235032557406,-0.7313420130161821,0.4951814756646748,0.6180783255692389,-0.8170071356276216,0.3857873593943123,-0.16649540713486774,0.8450234017855606,0.7699521345747306,-0.7555392889100202,-0.3209696732581638,1.0,0.9991746226320534,-0.9945541908782458,-0.901322002240898,-0.04059173746352609,0.9944540323059761,0.9961788232598507,-0.9886067964859095,0.9641176626712307,-0.7117481328743152,0.8212400345100286,0.4093784999338368,0.5784476382301209,0.28075837189252173,-0.6457291177158342,0.034821603869084825,-0.16511493718040185,0.7507126730228098,0.4702500456024578,-0.850661557101395,0.6022848732196944,-0.9998486091741914,-0.9417643856526933,-0.9035356962477024,0.9604957472925264,0.73195092798592
csubj,-0.9749660376927544,0.842894954306567,-0.4304144887423638,0.31951389475235387,-0.9955386387900662,0.2896601107879452,0.9984041643614363,0.9195465131370932,-0.493201126169771,-0.933536118142174,-0.21680617752217587,0.8259024824856196,-0.7584424102841192,0.45948157929521116,0.6495010928083159,-0.8397560401468522,0.42294546439436814,-0.20641210226084802,0.8226046470565803,0.7952370220989968,-0.728304667928591,-0.3591765650933726,0.9991746226320534,1.0,-0.9894997478533599,-0.9181730865881055,2.9383360304175157e-05,0.9979054398409493,0.9918088749710713,-0.9816764906149861,0.9741057993932728,-0.682627001745093,0.8437399032390438,0.3719793558529506,0.5448347793660483,0.31951389475235387,-0.676213058900702,-0.005803598778255992,-0.12491511015381937,0.7769285202551222,0.5057113792650781,-0.8286043725109798,0.5693607017301242,-0.9997301623618594,-0.9546468714635706,-0.8853832772695936,0.9483983414563298,0.7590242750000188
xcomp,0.9325908279352775,-0.756273437483911,0.5563564853207906,-0.17920059735354793,0.971447706665018,-0.1482802718472138,-0.9797584628977694,-0.853091666972681,0.3622895332195978,0.9755469999151659,0.07343286658832204,-0.8987207802585526,0.6562795879704878,-0.5830306979437265,-0.532782748190939,0.7524613233741614,-0.2875336649757392,0.06282265990708777,-0.8961514483505726,-0.6992557002838886,0.8197001168820884,0.22051537364998683,-0.9945541908782458,-0.9894997478533599,1.0,0.8512703966950959,0.14450551957836588,-0.9780773085275252,-0.9998561500972539,0.9989104522455458,-0.931199231738607,0.7810803549557068,-0.7573011530210362,-0.5022364156959561,-0.6603124096107696,-0.17920059735354793,0.5626331317923967,-0.1387895008304764,0.26700598758454547,-0.6777732110136199,-0.37571089299746724,0.9008192864217388,-0.6822024011428643,0.9925901875216258,0.9015890494146835,0.9432751350209165,-0.9842691448473786,-0.6569532997287684
obl,0.9832796013182278,-0.9870989855427996,0.037590974653645026,-0.6687814440388247,0.9514582005465811,-0.6451532179057786,-0.9390810136393173,-0.9999939422869806,0.797486599025363,0.7151239884731075,0.5858218207442069,-0.5349502918451939,0.9545874504899892,-0.07000203457272294,-0.8975937158623633,0.9861525514306534,-0.7473372169577727,0.5771698535327642,-0.5300203468153473,-0.9703683254853485,0.3972263813478731,0.6995285337594045,-0.901322002240898,-0.9181730865881055,0.8512703966950959,1.0,-0.3962064622373008,-0.9418785757971218,-0.8600478963781819,0.8258548898487411,-0.9839710023290912,0.33725485725677923,-0.9873494995409594,0.026208607549161267,-0.1680389330614481,-0.6687814440388247,0.9127484792949968,0.4015015195341747,-0.2783826888283778,-0.9627850284901595,-0.8061157000419711,0.5390072465225442,-0.19707734323922038,0.9087223390735828,0.9944897057669828,0.6287664061010498,-0.7451727049247145,-0.9548531966235911
nmod,-0.22238247685042378,0.5381029173157862,0.9026187102737674,0.9475909786968857,-0.09438400132076889,0.9571380841436303,0.05650167113847715,0.39300820217820565,-0.8699298030094352,0.35845592485227484,-0.9762210397985966,-0.5637887235017827,-0.6517623487373135,-0.8881737976070596,0.7603797423322505,-0.5429885712436819,0.9061675651812722,-0.9784712117336525,-0.5685895770648048,0.606322037661212,0.6852320642125367,-0.9332801795580935,-0.04059173746352609,2.9383360304175157e-05,0.14450551957836588,-0.3962064622373008,1.0,0.0647188351246537,-0.12770165045604678,0.19052631173950152,0.22612128391345043,0.7307469200510884,0.5367770396344687,-0.9282300721481076,-0.8385274081571235,0.9475909786968857,-0.7367259834788621,-0.9999833290763508,0.9921637622213161,0.6296116422608088,0.8627175894357875,0.5598102655264336,-0.8220710944961147,0.023199969446502742,-0.29776845902228627,0.46483574041400894,-0.31705348810231904,0.6510846265781113
cc,-0.987307873671384,0.8759374738079313,-0.37112217645040724,0.3801432456290006,-0.9995571860202377,0.3509696465624105,0.9999661146244933,0.9430422291241368,-0.5484424848848781,-0.908390656779388,-0.27950291583799586,0.7876997920147644,-0.7990145545545689,0.40106276335386987,0.6973280346318433,-0.8731211908342587,0.4806783145615558,-0.26927619387707696,0.7840983054882055,0.8327925162917607,-0.6824504768531334,-0.41879700609814624,0.9944540323059761,0.9979054398409493,-0.9780773085275252,-0.9418785757971218,0.0647188351246537,1.0,0.9814686287665744,-0.9672933897928919,0.9866913004373831,-0.6339242382381811,0.8766948809559761,0.311152763999181,0.48944862454729776,0.3801432456290006,-0.7224538499808147,-0.07047986669150165,-0.06047063954587775,0.8160289906951548,0.5604599561366753,-0.7906533821435536,0.5149876801952877,-0.9961334723780151,-0.9719079882820961,-0.8534571079569458,0.9259000255081684,0.7995513578971352
nsubj:pass,-0.9385785380108722,0.767261547393571,-0.5421827291252329,0.1958613682990284,-0.9753320503860945,0.16503254901373804,0.9830128549181212,0.8618185944676265,-0.37804628133874085,-0.9716787704141334,-0.09033761692848936,0.8911536926087942,-0.6689826384192017,0.5691667764453173,0.5470594781775115,-0.7635242842396217,0.30373715068460583,-0.07974122558036072,0.888496074618628,0.711280126043373,-0.8098670018963152,-0.23702723533459874,0.9961788232598507,0.9918088749710713,-0.9998561500972539,-0.8600478963781819,-0.12770165045604678,0.9814686287665744,1.0,-0.9979752170635696,0.9372477820102985,-0.7703769643926078,0.7682689338229062,0.4874973859672651,0.647479785420831,0.1958613682990284,-0.5765740568516889,0.12197258129667167,-0.25062224807126654,0.6901467230426165,0.39137533010058734,-0.8933252896626892,0.6697029269402913,-0.9945083502545732,-0.9087966210493961,-0.937508152983161,0.9811309450909157,0.6696463051812886
discourse,0.9147305695742082,-0.7249165943818507,0.5945288446933177,-0.1330927203268488,0.9593170931934806,-0.10196654512130604,-0.9693488016946954,-0.8278126030407248,0.3183971021452407,0.9847413123166013,0.026810788057158832,-0.9182065235909411,0.6203526536969286,-0.6203109342916437,-0.49270930902144494,0.7209041920193622,-0.2425230848208437,0.01617832866739318,-0.9158839250190125,-0.6651321507202648,0.8455381518785242,0.17475585000756938,-0.9886067964859095,-0.9816764906149861,0.9989104522455458,0.8258548898487411,0.19052631173950152,-0.9672933897928919,-0.9979752170635696,1.0,-0.9131736400763194,0.8093702955775691,-0.725998718445168,-0.5420444984020084,-0.6946402665763148,-0.1330927203268488,0.5234393134453621,-0.18485469115077768,0.31168884771808403,-0.6427210681120504,-0.33205251803616126,0.9201008049538085,-0.7155810898651362,0.9858380688062908,0.8804184203503868,0.9577417533015421,-0.9914418429290148,-0.6210530033195468
