,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.86368479591445,-0.9253907968866846,0.43224824536459955,-0.6258475566077343,-0.1659079784057104,-0.5436681627697019,-0.5170078991292159,0.4888996010453091,-0.6730664817913259,-0.47638599054609015,1.0,-0.18313940336076867,-0.2873205062982711,0.6870795224854956,0.6940577220987525,0.07456161738320806,0.027058299591462505,-0.4960990685354238,-0.6066953631768573,-0.8917155718637153,0.214295148311197,-0.5539161456125938,-0.09701596928320835,-0.28485742345502424,-0.4165885924395468,0.5570409893215574,0.8797421275825464,-0.2397857364714306,-0.5977712376997645,0.17761465113920388,-0.7838900535821707,-0.5874665822833702,0.2572125783490264,0.12718909343843307,0.3472844545805641,0.7721103029864762,-0.565564998289221,-0.6258475566077343,0.9926459910664972,0.12757029871095807,0.14057293831536494,0.11990392765874838,0.12860277940275258,-0.5524784643969671,-0.166051365389812,0.8372893371232166,0.21392800480972077,-0.5356916618248305,-0.42722915599872335,-0.8466996353005235
PROPN,0.08678965109093165,0.15173810995196116,-0.308064372663151,0.7407072301666214,0.8614548669816828,-0.3619953947745555,0.4075108343532988,-0.15863153167620356,-0.15372535524053163,-0.09951900573254845,-0.18313940336076867,1.0,0.5064744057835857,-0.15469088784328872,-0.11302572113473269,-0.018486689393308265,0.38770490008558545,0.4651152065777992,0.1600129265718695,-0.03290981021055543,-0.8544358548722999,-0.08252699043260976,-0.7355908183236092,-0.41137938951703895,0.7910778286720052,-0.35450768906472413,-0.21965200670839127,-0.08384631776337491,0.577219472799006,-0.4726442512044651,0.3075793854744552,0.1027536669676815,-0.5176204438281958,-0.4298275482855642,0.18704011082930408,-0.19619253657612393,0.7738160483815634,0.7407072301666214,-0.2124502418652449,-0.4137072230858961,-0.09591407269697337,-0.7130075086596711,0.02561556840940072,0.3728032453029212,0.38221306326457655,0.19051015942903246,-0.34082180419827285,0.575833054198638,0.5177238183494124,0.039183069490268695
PRON,-0.3767375046877158,0.48914996182091613,-0.752642287996332,0.36943743316690014,0.38821000945932665,0.28622355877311395,0.6883672644558693,-0.8396850830772085,0.15989924435563324,0.6162494881287853,-0.2873205062982711,0.5064744057835857,1.0,-0.6467444198550978,-0.4422461501318403,0.015650422338084537,0.11482729094352948,0.16335267664500971,-0.010099282206711788,0.4184597504563114,-0.4814943869642059,0.4028017640920351,-0.5395263329689087,-0.25533436946658383,0.6626573659570634,-0.7077618042220879,-0.3279343744436161,-0.4152461655043751,0.6358593065674519,0.3529550777531623,0.2808097244499083,-0.01480285255396592,-0.14132078839404474,-0.5333116043163493,-0.6119567781330839,-0.2012972071060439,0.8019135079510458,0.36943743316690014,-0.39354290354135035,-0.42257794738533394,-0.7869333557382591,-0.9119767935236346,-0.31472778077374397,0.6674437257715587,0.41402294865497535,-0.22401574467822882,-0.1171888121071109,0.7772274613416122,0.32799657366640383,0.5169531609406282
NUM,0.8758579049299813,-0.8893298654534554,0.39769380578637853,-0.32850665339847807,-0.23195826655972715,-0.8087898245087864,-0.529470668651937,0.8295680463422603,-0.6470216108809985,-0.7548948508194377,0.6870795224854956,-0.15469088784328872,-0.6467444198550978,1.0,0.7375513491633833,-0.23952746803042044,0.3911332431778553,-0.49239989785319643,-0.47751205074142017,-0.8870137791697945,-0.053071829932061804,-0.6784032151847352,0.37802707203025737,-0.0057178075867598726,-0.19797353811962712,0.5788253556323679,0.8533291968376069,0.14905745324402855,-0.5671399790255307,-0.16216145321380945,-0.27656891107181397,-0.03532777733436294,-0.09240801721276153,-0.0715480095200055,0.7209546770695673,0.809771341917768,-0.7267948933287282,-0.32850665339847807,0.7249443958395263,0.36114656368166753,0.3248046326476174,0.3596862675388375,0.12588712441821853,-0.6719253302974496,-0.04806229056131465,0.8432227043055244,-0.34646906188219884,-0.859323883671201,-0.03565503630856835,-0.8766952727657825
ADJ,0.8590815968292834,-0.857244993724827,0.12979035538683656,-0.6251162893353117,0.13710586246188328,-0.8001499397727245,-0.0740252257841697,0.8041098126972405,-0.9460885665201403,-0.8812742727476657,0.6940577220987525,-0.11302572113473269,-0.4422461501318403,0.7375513491633833,1.0,0.4526205689417638,0.567125997135762,-0.7534857749776714,-0.832658500442564,-0.8376690094121987,-0.05349590359512374,-0.9686433283246133,0.05010336387791441,0.37524702676215077,-0.33447930554806254,0.8646233278093107,0.833526326576008,0.506574451391792,-0.1337281764944494,0.22076242215809322,-0.6320551902319617,0.13178265701263567,-0.4143369878281633,-0.21897014342129675,0.7952520902924172,0.5323637322123317,-0.47781364211512317,-0.6251162893353117,0.707669407195929,0.7289559698279351,0.42645283728549194,0.3391056193134275,-0.4086988791225193,-0.9287163079940631,-0.5908153128006967,0.6577256437076352,-0.23151469054547258,-0.7334967931848644,-0.5363162945879936,-0.921820483176245
advmod:emph,0.058461961963523705,-0.05956153083339239,-0.1089870336605519,-0.4674704054136967,0.4824002512581858,-0.04328499291421565,0.42834357818334545,0.1860565876425046,-0.431091657100391,-0.3442848713601856,0.07456161738320806,-0.018486689393308265,0.015650422338084537,-0.23952746803042044,0.4526205689417638,1.0,0.1525057793078414,-0.30933355040486155,-0.41900563128507345,-0.02622821350241046,0.13696731784549923,-0.4966329130397407,-0.40773135371553526,0.5432835445824209,-0.3797455417076128,0.5914461561681666,-0.0031199371720305184,0.5980762619003311,0.4446418954139256,0.3571315708595051,-0.6000617675777783,0.1843192255456891,-0.3933117929843893,0.012826984285733143,0.27561025128123184,-0.4112097093517339,0.18758426158108255,-0.4674704054136967,0.07549453974375148,0.564572971961625,0.42097620356415677,0.21391488291198651,-0.596886664989998,-0.5084451218146123,-0.8827512413375875,-0.22157384933888732,0.27097988062031453,0.038447825827680464,-0.8029561178404004,-0.18631129411332545
obl:arg,0.4408724443591002,-0.28633821975190066,-0.5938485811253734,0.0669863198101868,0.43903158282916355,-0.7396861485719867,0.5624700314962934,0.3425696834585366,-0.6953856057540604,-0.5554020009867987,0.027058299591462505,0.38770490008558545,0.11482729094352948,0.3911332431778553,0.567125997135762,0.1525057793078414,1.0,-0.5289043454197666,-0.6296709833283898,-0.36450983458610314,-0.7536321067117312,-0.6663873547875361,0.03379721074246949,0.4362805465319652,0.5014176996869215,0.2005802424650963,0.41089538623979927,0.5368936818560978,0.5138839634760526,0.1612925443996509,0.1894361822809133,0.7034572548670613,-0.8945289329578641,-0.8738895006860672,0.5809156046118626,0.29531644080101077,0.1379600986844691,0.0669863198101868,-0.006286528049369388,0.5527780800384275,-0.08867302293646358,-0.24061672844667145,-0.6805415661325992,-0.38882896358499947,-0.09136693938336096,0.37181274515266843,-0.8836814439290607,-0.29385450991379913,0.17938805097368526,-0.3999516847737002
flat,-0.5156636433303994,0.5865188711421706,0.26852802107746576,0.7753789541075502,0.2647746267181156,0.4187992464702546,-0.15355528705159258,-0.3849016324133609,0.6990841678577188,0.41640477223803624,-0.4960990685354238,0.4651152065777992,0.16335267664500971,-0.49239989785319643,-0.7534857749776714,-0.30933355040486155,-0.5289043454197666,1.0,0.9308343022299413,0.49528720303895873,-0.08945186654644605,0.630102718873338,-0.3976717326020583,-0.5828077890156779,0.29765156154669553,-0.5576325855421617,-0.7607560760824927,-0.3675217464233375,0.0714845931857649,-0.7431834005990678,0.42017677194371605,-0.26130068308421134,0.26628341972268815,0.4282111149921159,-0.3041516333524129,-0.5862306576706782,0.5102416562336152,0.7753789541075502,-0.46171141398181237,-0.7941365862206766,0.0972389854922612,-0.2287234917195551,0.6809937989767446,0.7197396319406717,0.46495332652045473,-0.36752174642333757,0.3235417593377522,0.7013194913460619,0.4800754747132468,0.5608597165845288
nsubj,-0.6598072609077089,0.6648376717677549,0.31760286901686574,0.6766926814088311,-0.04230278134244367,0.5826573821336807,-0.25273335689148874,-0.3697242895117092,0.8708470178838295,0.5037619416951521,-0.6066953631768573,0.1600129265718695,-0.010099282206711788,-0.47751205074142017,-0.832658500442564,-0.41900563128507345,-0.6296709833283898,0.9308343022299413,1.0,0.6248673563577004,0.12671705780168635,0.7500154253379547,-0.05615536192273558,-0.41381303797528907,0.14032940718713902,-0.5510444314645573,-0.8046424127959584,-0.30515374992991195,-0.07018713445923208,-0.6720136816048684,0.5204637144271396,-0.1676721047803999,0.3920790435545774,0.5301946424194577,-0.38813710994198525,-0.5879496432404405,0.2942984853703732,0.6766926814088311,-0.5565282047358687,-0.6848798509657006,0.10193991664840187,0.005670102797560603,0.6962274083319513,0.6891349469965008,0.434537786765281,-0.5239336757278549,0.3250273090799496,0.5389559218101639,0.4645276624314431,0.6677392190922471
root,-0.9959845835442217,0.9821188778281956,-0.36830562264021105,0.41722699748768943,-0.032859289399822245,0.8536847078998105,0.42694945310284144,-0.7387151626357236,0.8296805359607108,0.7675955264420093,-0.8917155718637153,-0.03290981021055543,0.4184597504563114,-0.8870137791697945,-0.8376690094121987,-0.02622821350241046,-0.36450983458610314,0.49528720303895873,0.6248673563577004,1.0,0.09870383242161443,0.7800498821121459,0.037087062081445646,0.16003796031492412,0.20351012158970624,-0.6340052209046695,-0.9162841562755883,-0.03422149073577059,0.4527684732482145,0.05743164628680506,0.5764421908387733,0.26551535079766914,0.09950618568681845,0.08106758082511444,-0.6913815133248815,-0.7847278724904281,0.5281456528297643,0.41722699748768943,-0.9037328556374297,-0.27337270626858445,-0.2984603579861517,-0.14609049593972837,-0.05741337338936415,0.6748351408426942,0.14916855056431663,-0.9474567718026268,0.14668189499593648,0.6602017408480199,0.23208461350108822,0.9768860743488397
advcl,-0.17174295674155968,-0.06633518977651232,0.6000078773210908,-0.6422257842197896,-0.6863650290126552,0.5313388120169381,-0.5717746898263553,0.07066467364081444,0.313130391381215,0.18655808260095366,0.214295148311197,-0.8544358548722999,-0.4814943869642059,-0.053071829932061804,-0.05349590359512374,0.13696731784549923,-0.7536321067117312,-0.08945186654644605,0.12671705780168635,0.09870383242161443,1.0,0.22516701490707253,0.3646104161891925,0.1084730362497273,-0.9107081335252586,0.33441554820222175,0.0005787284697905228,-0.09906818848321174,-0.6374002795382521,0.224690897589746,-0.49604956718629967,-0.45502395509512084,0.7435238160954367,0.8008969027488146,-0.2748755373540684,-0.05570501305526197,-0.6087364830853705,-0.6422257842197896,0.2609734535288762,0.10059429032086165,0.2905396368625193,0.6923425966294303,0.28579903043947036,-0.21795953947369473,-0.407337568667915,-0.26916853246558636,0.7694390341102466,-0.28290868312670414,-0.6283754174629451,0.036988906161139444
mark,-0.8159213834048858,0.7624541748461875,-0.07004767363807675,0.4427244571067576,-0.34287153347870203,0.8571620112725509,-0.04434066167408361,-0.8168423719113508,0.945617614870979,0.9406943531368637,-0.5539161456125938,-0.08252699043260976,0.4028017640920351,-0.6784032151847352,-0.9686433283246133,-0.4966329130397407,-0.6663873547875361,0.630102718873338,0.7500154253379547,0.7800498821121459,0.22516701490707253,1.0,0.05957502989304469,-0.39319780738214577,0.18924612241457414,-0.8292840816191596,-0.7104498736974604,-0.6147042689288563,-0.039309589432577015,-0.07454802903892332,0.5185217579395989,-0.2628574253482376,0.5898553117730913,0.2882329675239933,-0.8879858384080863,-0.3889294629515864,0.3076299443386522,0.4427244571067576,-0.5736661596992296,-0.7127167276914924,-0.49893020969030466,-0.27707949870664583,0.4330094021870428,0.884646833488079,0.583359783791415,-0.6060859033684495,0.3266731865001587,0.6262864045910502,0.44252140008075014,0.8756917584640396
det,-0.06387662544962754,-0.07620865766376474,0.08207474579639285,-0.28749384612815415,-0.8042285888110889,0.07754152316147901,-0.292540383691195,0.2632270046000202,0.16951589738067188,-0.018085661813362672,-0.09701596928320835,-0.7355908183236092,-0.5395263329689087,0.37802707203025737,0.05010336387791441,-0.40773135371553526,0.03379721074246949,-0.3976717326020583,-0.05615536192273558,0.037087062081445646,0.3646104161891925,0.05957502989304469,1.0,0.45367870225615076,-0.2974795346657189,0.12288522257410624,0.1994860436520723,0.21664111728241553,-0.4334293698698927,0.18107810929533646,0.2760520217021068,0.33946297763929323,0.16268708181068203,0.03697225396117146,0.02466044392974833,0.3186528669437088,-0.7102314588348538,-0.28749384612815415,-0.06077383246392526,0.4164152416156076,-0.014332012977874313,0.5799651270057962,-0.030017040944531122,-0.25920870345918035,-0.006397186705407256,-0.0827565913501479,-0.2900309557135221,-0.6775946604858231,0.06656511895452076,-0.0035663610223294383
csubj,-0.12299036125409749,0.07742736781602208,-0.34523747744658495,-0.4159791430567734,-0.04035718538985425,-0.027431860707828902,0.4585616743579311,0.2911957122045684,-0.23970510902809952,-0.30548469414161633,-0.28485742345502424,-0.41137938951703895,-0.25533436946658383,-0.0057178075867598726,0.37524702676215077,0.5432835445824209,0.4362805465319652,-0.5828077890156779,-0.41381303797528907,0.16003796031492412,0.1084730362497273,-0.39319780738214577,0.45367870225615076,1.0,-0.268885172581503,0.4690498068283316,0.021778013804021584,0.8688325715327085,0.3667493008766489,0.45714998827802605,-0.011913429978448133,0.7762047421161715,-0.5308426937487252,-0.2665913247649972,0.2947064880137579,-0.22546053975523908,-0.17394967157186728,-0.4159791430567734,-0.2680523227405242,0.9043245807994185,0.2429755851509924,0.4927226082502909,-0.7664505555233914,-0.5629580062301214,-0.708607336089065,-0.37836543052795124,-0.31322056621321936,-0.4050148885103928,-0.4421956230157516,-0.023702864472862368
xcomp,-0.14544038935530332,0.3564533780350362,-0.6598651170317065,0.7990267820761137,0.4970748086001533,-0.18827974423224184,0.5533409604782558,-0.41934517452490533,0.06199522347623936,0.21695277207413216,-0.4165885924395468,0.7910778286720052,0.6626573659570634,-0.19797353811962712,-0.33447930554806254,-0.3797455417076128,0.5014176996869215,0.29765156154669553,0.14032940718713902,0.20351012158970624,-0.9107081335252586,0.18924612241457414,-0.2974795346657189,-0.268885172581503,1.0,-0.6921987059719319,-0.24723939728668198,-0.18157309062961713,0.59997127657134,-0.20564098543949844,0.7186167025289274,0.34672916535747184,-0.48852949386051736,-0.7219302830596924,-0.11228099910627731,-0.04175395335680834,0.7040621632155614,0.7990267820761137,-0.47718280234977356,-0.3841554428608147,-0.5544910457060752,-0.8249784608761384,-0.1273961649015688,0.581333072865748,0.67778322332136,0.049228835960590266,-0.6686883854530088,0.5089802851310951,0.8278019011989571,0.3125655186471379
obl,0.6291784043206905,-0.7002405382632363,0.44554486395430637,-0.709030300562234,0.014796885512290088,-0.5073518071642068,-0.2694699143984279,0.8577086819414567,-0.6832860834126626,-0.8310855906148146,0.5570409893215574,-0.35450768906472413,-0.7077618042220879,0.5788253556323679,0.8646233278093107,0.5914461561681666,0.2005802424650963,-0.5576325855421617,-0.5510444314645573,-0.6340052209046695,0.33441554820222175,-0.8292840816191596,0.12288522257410624,0.4690498068283316,-0.6921987059719319,1.0,0.5787595013760912,0.6177086218140235,-0.2715826411241645,0.08682539569141157,-0.7328890881279345,0.05434567276004589,-0.19660952255562694,0.2270280095584587,0.7501093545624925,0.21830474468657907,-0.5885432810785188,-0.709030300562234,0.616047966185513,0.7414137511032831,0.7520421044627432,0.7088681669763365,-0.2244301899187916,-0.9662694464652667,-0.82935692549696,0.35415535732494136,0.130938269172162,-0.7212481337572715,-0.7694408125553135,-0.7785373180700342
nmod,0.9129313443401553,-0.948588282502962,0.15859573134697244,-0.6130823921449428,-0.21479358662233425,-0.7313504292429511,-0.31716034880831956,0.6058242550478066,-0.8110520653275588,-0.6104416169920518,0.8797421275825464,-0.21965200670839127,-0.3279343744436161,0.8533291968376069,0.833526326576008,-0.0031199371720305184,0.41089538623979927,-0.7607560760824927,-0.8046424127959584,-0.9162841562755883,0.0005787284697905228,-0.7104498736974604,0.1994860436520723,0.021778013804021584,-0.24723939728668198,0.5787595013760912,1.0,0.01850781697722486,-0.45521148709122133,0.2964158224277461,-0.5451479452062324,-0.1761235564825878,-0.051965801179305375,-0.22613489696020708,0.5041444143314046,0.9040554569861463,-0.6385412909365616,-0.6130823921449428,0.8656145661612635,0.4216403505956694,0.04451896087829784,0.1444426267822702,-0.15856631322577386,-0.6884807115166081,-0.1602456544121691,0.867442122654549,-0.22724022191726326,-0.761691735761907,-0.2824299029608252,-0.8941957784118633
advcl:cmpr,0.07979405240873833,-0.04933899911419843,-0.13804618306606756,-0.20000000000000004,0.2957907922330097,-0.31755643765495506,0.36735190367734255,0.5659186220601261,-0.3897275646298706,-0.6277197810522313,-0.2397857364714306,-0.08384631776337491,-0.4152461655043751,0.14905745324402855,0.506574451391792,0.5980762619003311,0.5368936818560978,-0.3675217464233375,-0.30515374992991195,-0.03422149073577059,-0.09906818848321174,-0.6147042689288563,0.21664111728241553,0.8688325715327085,-0.18157309062961713,0.6177086218140235,0.01850781697722486,1.0,0.40391491207915065,0.03839014515850548,-0.04007464485212355,0.781632930299807,-0.7208590333858381,-0.19999999999999998,0.6560020877155386,-0.29766123727600563,-0.0803312190173123,-0.20000000000000004,-0.19009925468782304,0.8464474155396956,0.5836169660357727,0.5181009417029442,-0.5961974134275696,-0.6582263222386248,-0.7362086059082488,-0.20000000000000007,-0.3542400841591053,-0.3902806222268937,-0.3748964398453953,-0.2283373600836225
