,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.29176408388043923,0.2710394424436363,-0.21662287109968761,-0.10710168384226232,0.6728026800595001,0.11306187993312808,-0.4036130901473532,0.4143721878918446,-0.3921358958686459,-0.46704504756277365,1.0,0.16239059247260565,-0.07374227644293711,0.3136520580950804,-0.6885560395547736,0.027868309525197987,0.44640681340014476,-0.37872795678273746,-0.7146207980523124,0.3614726204343743,-0.36493839751057766,-0.3646014281184012,-0.2827021565384119,-0.5071755703355882,-0.647696296287517,0.19075896523493385,0.5528265239225874,0.00755301563378039,0.400437568989263,-0.02577174507407278,-0.4219118308673859,0.4893754939721886,-0.13804571413951816,0.19373578499552907,0.11834837840718251,0.9849991971791751,-0.7663799064739117,0.07839569986112668,-0.07462707079414209,-0.4561534069370825,-0.7345848933580645,0.13214938039440752,0.001905880772896211,0.0031524184272089394,0.5421581571347435,0.005821180355591618,0.16575458345736618
PROPN,0.14360345686971934,-0.3269166090797974,0.35750338655329006,-0.08452561502549742,0.30471727782320657,0.7599321385949546,0.20810337708028265,0.0019980995183525104,0.07265050683164206,-0.23699273496744297,0.16239059247260565,1.0,-0.7701260541056194,0.2769599438041155,0.37434887634902403,0.49093546966038865,-0.3132273820486205,-0.10725592016165038,-0.6476444160487721,-0.04482608174445137,-0.17556327032485675,0.07184413219145322,-0.19263346702367326,0.2007032792448448,-0.22704521165307695,-0.09788295078748153,0.4006460972946092,0.30453992433140664,0.07792397870045215,0.07902597654285905,0.24469888143388444,-0.20997398132541042,0.5961924376107799,0.03324944857585445,-0.0818762586493516,0.12036646905998186,0.05476391402987411,0.36161549511856356,0.8530771216201184,0.22433891444101098,-0.6201860367907946,0.4694219647066175,0.09179745843494833,0.027001892677203612,0.035482756891069715,-0.32186309852560707,-0.3805535435717498
PRON,0.2620582677600565,-0.12466034623877169,-0.5052801241441771,0.48797690588350434,-0.5885653244750005,-0.8138458515616024,-0.022327314066805118,-0.028258694169184598,0.20652127151209673,-0.026368818732164026,-0.07374227644293711,-0.7701260541056194,1.0,0.17466725403241845,-0.6352603493384847,-0.39936862431402687,0.029980650284629432,-0.07985574957024044,0.46210286586085,-0.15534178175691649,0.21985213435249396,0.21045554043165976,0.31844925017993597,-0.5810831941482262,0.060422605586885815,0.2883897452900925,-0.3261544394677386,-0.3363684315486569,0.2482741536763728,0.15914971328967367,-0.010577777964179955,-0.023609671327053366,-0.7697634942896174,0.34608105370742615,-0.1970748500712934,-0.1154723251736983,0.04947806162860765,-0.4337232574748701,-0.3953247683817072,-0.4140572663738083,0.69507907421206,-0.2748442667248158,0.16380474290086464,0.447196458396372,-0.4127616128741516,0.6204142001596922,-0.20326627986168158
NUM,-0.07966119068510726,0.004422283001889056,-0.7282170933379767,0.24295439325671284,-0.02799978854911013,-0.12101135211668919,0.5740093044371598,0.6857392847651962,-0.21253699053121358,-0.9282436474397862,0.3136520580950804,0.2769599438041155,0.17466725403241845,1.0,-0.3656595650237732,-0.27215524227482707,-0.19093689363458088,-0.29341568745221824,-0.23177665106248665,0.464473388788107,-0.47209879089264617,-0.1494539978781799,0.2086931521393907,-0.7385609345359911,-0.5784769412953557,0.6081113184806533,0.48758689161730745,0.5370534705086925,0.31156447762675815,0.47399978452011965,0.5375602122067822,-0.592576897963723,-0.2928445919634015,0.8488505517931771,0.11426031611640733,0.2100109919952543,0.07702026613463601,-0.5798185339407196,0.5450001522864011,-0.7608271604225568,-0.21778438690562935,0.2178899752923822,0.08402637275884943,0.18733549051291437,-0.06036564064875413,0.06913566221796455,-0.39336758419173873
ADJ,-0.019219966657737713,-0.0728326573013866,0.4377815873436425,-0.14230666587340246,-0.14394189673200822,0.48242851301187245,0.2606764722659389,-0.2079928833940107,-0.008795022277214827,0.35911003826902377,-0.6885560395547736,0.37434887634902403,-0.6352603493384847,-0.3656595650237732,1.0,0.264750249025267,-0.2596517308685564,0.47986090975055845,0.1826339625261713,-0.08334847516604531,-0.008342896147422467,-0.04667305963084676,0.08897423479599238,0.7545075476077778,0.36876488489180786,-0.44032318953123234,-0.061038818879010845,0.28373304233361446,-0.4154383327525699,-0.1323519081330566,0.2400908741418524,-0.3171817589362005,0.7525378955768531,-0.4540465352230435,0.2468787666511293,-0.6191769989984105,0.4381919418134571,0.2333013929477623,0.2904131326658384,0.5426723065324194,0.06628511121954181,0.25068493981905426,-0.1266873633708286,-0.42684326625567576,-0.1732487869095105,-0.48451881928993895,0.056788939869539944
advmod:emph,0.09772502586327568,-0.4907939486083846,0.5168699938992931,0.010576040169112405,0.04744146198266835,0.5044413548114612,-0.21656059870224142,-0.4593451342590438,0.2845679807705088,0.32755320768975094,0.027868309525197987,0.49093546966038865,-0.39936862431402687,-0.27215524227482707,0.264750249025267,1.0,-0.4747223814238738,0.370311908070084,-0.5443664924190952,-0.2967917278652446,0.061530021567526814,0.29410930945991315,-0.16714480423194808,0.5381141750892641,0.09178519461920358,-0.42640736824216857,0.29392628476606336,-0.5202204383975927,0.45533004242657305,-0.6829540112486159,0.04659381982052267,0.16439821368999524,0.5477389020664458,-0.6342115458838511,-0.19643522680623976,0.056719114626774404,-0.325116939919102,0.4999520922888672,0.26466001716585463,0.34882544211066896,-0.20821782849842835,0.22219164131121705,0.3309372228471931,0.3229442629475506,-0.14700667867113112,-0.4830477873245878,-0.2793180764219576
obl:arg,-0.13015784116927623,0.38352437257295974,-0.06766601352918451,0.0024025360688435652,0.2957753750552419,-0.2532935922441212,-0.41041531509442014,0.24395937037355117,-0.6492090162977854,-0.03953519850058784,0.44640681340014476,-0.3132273820486205,0.029980650284629432,-0.19093689363458088,-0.2596517308685564,-0.4747223814238738,1.0,-0.288852848535953,0.020141263204582083,0.1603126564134583,-0.36624832839367727,-0.7036127484624302,0.22451175746038243,-0.30201671829696075,-0.46709135051374623,-0.3399165077541407,0.13902926387097417,0.28254325762619364,-0.00532181583881122,0.06476397168457812,-0.7856797442871372,0.5056136721292828,-0.016014276792203557,0.01604960295587647,0.5217174870478514,0.536863239796543,-0.35993144220269885,0.2684661797565536,-0.4625870999408349,-0.18417265046326242,-0.20620267516599577,0.2374450313803896,-0.572834078227575,-0.4227273436517688,0.38957503526728526,0.31769328762338805,0.3892344098676344
flat,-0.2744768409572621,0.14767745203570892,-0.0655172751324445,0.2861902618757111,-0.2795638509438564,0.34640518135417075,-0.2546784959884001,0.015010105065725329,-0.09294747357094085,0.3520088517673508,-0.37872795678273746,-0.10725592016165038,-0.07985574957024044,-0.29341568745221824,0.47986090975055845,0.370311908070084,-0.288852848535953,1.0,-0.07643183044494162,0.1884851357810485,0.03783709260194653,-0.13915000347754944,-0.1034097048624545,0.37594482889019165,0.418738549973538,-0.154034243623358,0.15931546172155814,-0.18663408937904602,-0.12257354357789584,-0.25638798827929965,0.02271834066720448,0.08137540492199445,0.5453073062045015,-0.6262390525392154,0.37784346359798593,-0.29676111228158686,-0.2455825550834451,-0.20337637927636212,-0.1361964200239161,0.0647988339238383,0.14682022170508643,0.2560159530720087,0.5143368554542473,-0.42043190371879186,-0.39320363146938647,-0.5399330246381875,0.27120102795362727
nsubj,0.13704216308495765,0.03239049461397869,-0.08129599525860648,-0.06933060813027142,-0.5151010668716164,-0.6803775744496618,0.39825738169248454,-0.19669599751550523,0.1528959601983906,0.252625761878192,-0.7146207980523124,-0.6476444160487721,0.46210286586085,-0.23177665106248665,0.1826339625261713,-0.5443664924190952,0.020141263204582083,-0.07643183044494162,1.0,-0.19670728317115344,0.23001269513997627,0.1611753406631094,0.43083238427307646,0.12140191634848005,0.3763928746335124,-0.01962025284694141,-0.649489977918696,0.05903400663880181,-0.34532702272302634,0.09399116427025873,0.2200144584639937,-0.37604590560657225,-0.4311159723632989,0.1428442596597592,-0.0660863707972125,-0.7021893824143157,0.6963449779916624,-0.23933293066073774,-0.3826158197269946,0.12848592513461865,0.811363602370323,-0.4651650346678739,-0.39482055020834306,0.03815911752887698,-0.1768047124663523,0.3271972775774127,0.05641971117152786
root,-0.8924394471191734,0.8092824132322309,-0.7119439237251083,-0.2862657329769729,0.48031789070774517,0.07349963022743372,0.19733155543845152,0.9326586536491087,-0.7479279171010255,-0.6765530156608257,0.3614726204343743,-0.04482608174445137,-0.15534178175691649,0.464473388788107,-0.08334847516604531,-0.2967917278652446,0.1603126564134583,0.1884851357810485,-0.19670728317115344,1.0,-0.6530679438853301,-0.6784879930041461,-0.10098335024433464,-0.279407114385363,-0.4059470033763386,0.47083821643785023,0.6271949859925322,0.5467569911895769,-0.05966802813745589,0.07191156951617579,0.21147442122537669,-0.18357765659036407,0.0185046801172633,0.24820488646081437,0.6518695397368446,0.38334476683175756,-0.3577494941432443,-0.651984410738715,-0.1472046370486494,-0.6971832180618288,-0.49067239359294007,0.006086936875286341,-0.06346286423270461,-0.5930242463798217,0.5143099770790808,-0.5704002912660405,0.5655874338703444
advcl,0.48266686427377686,-0.258892486422903,0.4906084863746323,0.005545884131422024,-0.23495519356628092,0.09944214839232716,-0.34115160730362437,-0.7073957098181267,0.8729980409365647,0.6909954504426298,-0.36493839751057766,-0.17556327032485675,0.21985213435249396,-0.47209879089264617,-0.008342896147422467,0.061530021567526814,-0.36624832839367727,0.03783709260194653,0.23001269513997627,-0.6530679438853301,1.0,0.8214156766556878,-0.5261511639098808,0.2922591688774265,0.8606032317414898,0.1511804413915277,-0.8626474161503787,-0.6471790479462832,-0.4777906615884501,0.2012695431461405,-0.07581576118081255,0.3012116999373637,-0.24597155877963037,-0.24374792108584947,-0.7996048608679844,-0.4295377738611809,0.280999268826999,0.12250008685953473,-0.11196015212442985,0.6798880823514389,0.393299361556119,-0.48314645680984164,0.5160510581153431,0.2714164455757696,-0.32023938746918906,0.36029782266468985,-0.03574558874455853
mark,0.5584158238501312,-0.5673869956298148,0.4269343146902397,-0.01917393972711724,-0.30886019008204224,0.018252109330021048,0.06710118853497198,-0.7025538215799428,0.9874681078168488,0.41079037940486973,-0.3646014281184012,0.07184413219145322,0.21045554043165976,-0.1494539978781799,-0.04667305963084676,0.29410930945991315,-0.7036127484624302,-0.13915000347754944,0.1611753406631094,-0.6784879930041461,0.8214156766556878,1.0,-0.3238119164671134,0.25239853782658245,0.6375030431858979,0.2091503962249543,-0.6645249530687014,-0.6204796197402264,-0.10432849959908866,0.04081313882403291,0.34551594147317377,-0.09139399102902665,-0.3230654669429491,-0.02561634897163497,-0.9513382579817635,-0.47341528153135487,0.4278380570940123,0.09811169902624994,0.21262374644355642,0.5291346512925249,0.3958579673159661,-0.4874435671133713,0.4549887454352218,0.679808739957478,-0.3634969749922419,0.26794051561027143,-0.4347361641264122
det,0.27016981341576807,-0.36899838217923425,-0.25836100954958263,0.43530758902015243,-0.5894365283522811,-0.6172122882815326,0.47484379600532345,0.06377137257261815,-0.32503504904248276,-0.20968588270132968,-0.2827021565384119,-0.19263346702367326,0.31844925017993597,0.2086931521393907,0.08897423479599238,-0.16714480423194808,0.22451175746038243,-0.1034097048624545,0.43083238427307646,-0.10098335024433464,-0.5261511639098808,-0.3238119164671134,1.0,-0.23446932228281017,-0.4764128118451051,-0.44907788396334475,0.19904844611359473,0.339519884002853,0.49430572036188075,-0.13792615885701034,0.10888807694608858,-0.4824939513064693,-0.02438309810072093,0.2557729981688675,0.4150303461697615,-0.2313385116338768,0.31296077220164575,0.056488820457572066,0.08293618087593772,-0.34088415174378656,0.4942145383403259,0.39722296403259627,-0.5826923287578429,0.22424111936661728,-0.35370857022055424,0.27796446402741154,-0.4795583100461648
csubj,-0.08602506428838967,-0.07707130310196923,0.7430219902873064,-0.4820758606845773,0.11418775381586299,0.4334973461528304,-0.06994480145062859,-0.5585540974834777,0.2567402729942864,0.6775947738469761,-0.5071755703355882,0.2007032792448448,-0.5810831941482262,-0.7385609345359911,0.7545075476077778,0.5381141750892641,-0.30201671829696075,0.37594482889019165,0.12140191634848005,-0.279407114385363,0.2922591688774265,0.25239853782658245,-0.23446932228281017,1.0,0.5631172068542817,-0.4826367387649558,-0.25792354481957785,-0.282938897055786,-0.31686269669366846,-0.5470619827355545,0.054728756343473114,0.07923951304119903,0.549625672172579,-0.7728728313502118,-0.12648196834991618,-0.43511044652641856,0.18222694101559755,0.46062854407528175,-0.08430350827662131,0.7816294995446911,0.0319094254275638,-0.1969441497831186,-0.06252641141319423,-0.1714736793478563,0.10853890840989625,-0.5370961852483399,0.2367989903663659
xcomp,0.1786475362229062,-0.033812612105586844,0.4148501508738451,-0.10208187082882565,-0.27082067736743565,0.19519596638061323,-0.20702551599107033,-0.5703389708785523,0.6809033621918704,0.7419818951588395,-0.647696296287517,-0.22704521165307695,0.060422605586885815,-0.5784769412953557,0.36876488489180786,0.09178519461920358,-0.46709135051374623,0.418738549973538,0.3763928746335124,-0.4059470033763386,0.8606032317414898,0.6375030431858979,-0.4764128118451051,0.5631172068542817,1.0,0.09569863650672832,-0.7739862397132325,-0.4990050805323921,-0.6481529739456795,0.06492500564319773,0.0941466806854855,0.12972836458113995,0.003529107202878402,-0.44914878934101077,-0.5013307081040542,-0.6638036069488188,0.3452602483522238,-0.04747890726346133,-0.1977012577993526,0.6843657900239433,0.4465523027983116,-0.4716559791613416,0.48888631823260925,-0.05382973580632529,-0.3101914301199424,-0.0212994264411323,0.2057640627525414
obl,-0.310253749692899,0.415373004046032,-0.6071945489821178,-0.1537619440987746,0.17971363554977923,-0.05287908561674285,0.25673376120855823,0.5129724680736962,0.14124312504588668,-0.5342951501172493,0.19075896523493385,-0.09788295078748153,0.2883897452900925,0.6081113184806533,-0.44032318953123234,-0.42640736824216857,-0.3399165077541407,-0.154034243623358,-0.01962025284694141,0.47083821643785023,0.1511804413915277,0.2091503962249543,-0.44907788396334475,-0.4826367387649558,0.09569863650672832,1.0,-0.06763215531214872,0.1323607116012537,-0.27436470178642197,0.554940971173509,0.48376334963663786,-0.2649026882306339,-0.5877048210704131,0.6170496221596099,-0.2666681167387945,0.06265219955782206,0.06638420894459236,-0.818367537596012,0.06778745687485473,-0.4426775326647369,-0.12864477473854757,-0.46654491741570614,0.43407416739841714,0.011474831658432428,0.15261064101748045,0.0033365863966461633,0.15871584649699913
nmod,-0.47620552670233157,0.1686660413706832,-0.40459398274360303,0.0883785536517324,0.3374483151450377,0.24408420123272365,0.08782937362394054,0.6415856383470584,-0.7069404049502448,-0.6360468278256726,0.5528265239225874,0.4006460972946092,-0.3261544394677386,0.48758689161730745,-0.061038818879010845,0.29392628476606336,0.13902926387097417,0.15931546172155814,-0.649489977918696,0.6271949859925322,-0.8626474161503787,-0.6645249530687014,0.19904844611359473,-0.25792354481957785,-0.7739862397132325,-0.06763215531214872,1.0,0.39223259859777854,0.5775195534591023,-0.2638125323348649,0.044143198322378875,-0.09964328422804887,0.4035106376277161,0.06516136209215832,0.6501870682704515,0.5970259202715092,-0.5729915376288878,-0.07762748743500475,0.2555885208112663,-0.6278483952262638,-0.6174731104580855,0.5801203684212898,-0.084671129178691,-0.19761740870859737,0.2369506921282237,-0.5179351522608284,-0.011724478491777516
cc,-0.25875009114930864,0.33813617259226697,-0.4088156704733012,-0.053011384768057924,0.1440551237252499,0.06741110354159487,0.5645750982078908,0.6987164775847559,-0.6279567852724001,-0.6547986286825911,0.00755301563378039,0.30453992433140664,-0.3363684315486569,0.5370534705086925,0.28373304233361446,-0.5202204383975927,0.28254325762619364,-0.18663408937904602,0.05903400663880181,0.5467569911895769,-0.6471790479462832,-0.6204796197402264,0.339519884002853,-0.282938897055786,-0.4990050805323921,0.1323607116012537,0.39223259859777854,1.0,-0.2127157319761891,0.48253879548354917,0.249821454933037,-0.5349163834458356,0.20068923465299995,0.5447949136613245,0.6026840341053112,0.01099804767346555,0.2979354563486202,-0.2795727976511865,0.38838215682378197,-0.3874906453375111,-0.2962855648286553,0.38833553713132035,-0.469953282604119,-0.5104539720910622,0.19485366230897294,-0.10827694136319616,0.047311304366079165
nsubj:pass,0.12931537182526648,-0.47235942654604485,-0.18397939197716748,0.34636533518215423,-0.1485622292266687,-0.30420238016996765,0.050149067602910505,0.014919426813083447,-0.1527084707784178,-0.30793513391534655,0.400437568989263,0.07792397870045215,0.2482741536763728,0.31156447762675815,-0.4154383327525699,0.45533004242657305,-0.00532181583881122,-0.12257354357789584,-0.34532702272302634,-0.05966802813745589,-0.4777906615884501,-0.10432849959908866,0.49430572036188075,-0.31686269669366846,-0.6481529739456795,-0.27436470178642197,0.5775195534591023,-0.2127157319761891,1.0,-0.5149038180751415,-0.0005389808019812385,-0.0482709826490299,-0.058616407586797724,0.06841274766881358,0.09195841026296069,0.41165490031677576,-0.3975767960773482,0.1927758791122747,0.11898066541939879,-0.4644490580698323,-0.020725853161755445,0.3325642365071768,-0.10052319828359639,0.6005819999829165,-0.12697867280828037,0.03173463617708303,-0.5313797359783906
discourse,0.2581740912262002,0.13085288865657826,-0.32573843603333047,0.28330474115854054,-0.13191434725421186,0.048424720773940624,0.16473980115481632,0.31924907370738265,0.09493421913270671,-0.3239287244785555,-0.02577174507407278,0.07902597654285905,0.15914971328967367,0.47399978452011965,-0.1323519081330566,-0.6829540112486159,0.06476397168457812,-0.25638798827929965,0.09399116427025873,0.07191156951617579,0.2012695431461405,0.04081313882403291,-0.13792615885701034,-0.5470619827355545,0.06492500564319773,0.554940971173509,-0.2638125323348649,0.48253879548354917,-0.5149038180751415,1.0,0.09624498594331296,-0.20376572132770085,-0.25664723085037594,0.6651464206835618,-0.09915584793636746,-0.12423992770646661,0.376270745544418,-0.4071969630002783,0.36109566010521776,-0.13916517520633306,0.0030882426772434243,0.10179972337607614,0.20413960338468934,-0.19638157415672533,-0.22550940104382394,0.4989129857662962,-0.10275988042867949
