,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,punct
PROPN,0.14460968870286375,-0.16480815065169918,0.9645326379859613,0.3726575022129535,-0.3369818366735673,0.7888719267592517,-0.7537303910472717,-0.8811341677166781,-0.5956972687492117,-0.5313318721948461,1.0,0.050941006785788244,0.37803845227250005,0.5494138122449492,0.7566450451509116,-0.7176742072502378,0.48889072390421634,0.43998566065745304,0.5490183209358472,-0.2275030961327643,-0.7935372941327881,-0.8657594703571179,-0.2729003515044413,-0.4975046038249363,0.12831105957567784,0.14683103616106713,-0.583052724118461,-0.9712564234472528,0.8189328288154056,-0.22924817929397612,-0.9642541143665788,0.1852484347293239,-0.6429470908266872,-0.46950762565323145,-0.7444384244042873,0.4391729339904674,0.7939630184893177,-0.43664600979164797,-0.4395358712540472,0.35927448018431146,-0.3450327688388447,0.5995797135087173,0.0778549736856723,0.6278133395460915,0.5308627423737063,-0.26674151971753696,0.29302212683209516,-0.11169366272875307
PRON,-0.6405621044583755,0.0755738223659313,-0.029086692762091314,-0.7201794446765474,-0.9202559623730918,-0.5224832723862509,0.6135271559361869,-0.5135482181411155,-0.2875790144676136,0.5974651168961507,0.050941006785788244,1.0,-0.7452469030391257,-0.3230392343544337,-0.14805468628407997,-0.7236831760537935,0.5599257380771228,-0.1668094418538816,0.7544940346143127,0.32693943676943144,-0.624193515219111,-0.3638275053566888,0.2323268207769012,0.22534857531872252,0.9747502167794486,0.7413094528192365,0.68431887213245,0.18731946632222118,-0.5309620111257972,-0.25083831008767266,0.21481561153138073,-0.4067987768201296,-0.4707611083767623,0.3536056165327776,-0.7027464891364588,-0.5130041538744247,-0.5667040236226221,0.5398253996799753,-0.8487938319501038,0.17946470984678278,-0.47752182217705463,-0.028577990267188373,-0.2395674526155705,0.1858422172368529,-0.2982883078358219,0.9151998327757537,-0.8835552891710684,0.42303068101476127
NUM,0.1622983357423847,0.3850168575448278,0.5558351857405185,0.41598590647269806,0.4282989448035996,0.8573211071127662,-0.7450448730309635,0.056424857216597644,-0.4241511350411905,-0.9771362492828194,0.37803845227250005,-0.7452469030391257,1.0,0.8714423571899051,0.10283527763158712,0.3113872919594767,-0.5837386405740442,0.768409667169592,-0.13505082579361297,0.1298237426341814,0.23555974221417145,0.11806320629428682,0.1922801863880343,-0.8125688402565523,-0.8024163820542031,-0.8517665533031042,-0.5667948498624854,-0.5596291527322984,0.7605772774090053,-0.394577911315271,-0.5568051723084854,-0.07428993619292489,0.41960603828077014,-0.051408964889627415,0.25506359499543557,0.9517594570461654,0.7625166454449892,-0.9613258356704985,0.2853425242238303,-0.46629868917247924,-0.20371332255903163,0.6875401124734226,0.7194234723514563,0.516658637871194,0.04270390517618437,-0.9444255882983057,0.6309243334211452,0.09581054778746009
ADJ,-0.25885189299813643,0.6248393762165809,0.7485369735095384,0.040563589156366535,-0.06606536925358186,0.8175238548473911,-0.5859117068482497,-0.275052427217145,-0.8134533697868183,-0.944943931179029,0.5494138122449492,-0.3230392343544337,0.8714423571899051,1.0,0.006433253792521621,-0.0709168521957799,-0.44157195259850507,0.9737167964457054,0.3579022330619152,0.4478488515472601,-0.10227923769632397,-0.07154658052460279,0.4683059707466915,-0.9909907981184128,-0.42864533913525066,-0.6795723742648229,-0.27912739938111286,-0.6329074311847406,0.6690019762547526,-0.7569423983602361,-0.6080691244101734,-0.4263244069875837,0.27687956126988506,0.21402116180010347,-0.13585418493310547,0.9761992474705719,0.645515324898222,-0.9697367413215074,-0.2155059947360475,-0.5560874510716498,-0.6476320362571244,0.9552225084178306,0.8612549113980473,0.8691271600008158,-0.18688038868651655,-0.6651329265231883,0.23184576857170855,0.4671230938305149
advmod:emph,0.6987500226454563,-0.7561542340029015,0.5865017532527129,0.7709856010646424,0.0782642916859797,0.5483541111026877,-0.7399111721324675,-0.615489399895909,0.07407510363436204,-0.16077952203944373,0.7566450451509116,-0.14805468628407997,0.10283527763158712,0.006433253792521621,1.0,-0.48188659150838425,0.7011921345229949,-0.18167487871108118,0.021635592171112644,-0.8074448843644537,-0.5972184103299019,-0.8362759104584632,-0.835201649973019,0.09692913395228643,0.04686657612755449,0.3887311410287042,-0.8165191917817298,-0.7660154497950094,0.7122992700912469,0.4624128156211898,-0.7910401125444703,0.775635512539332,-0.7979605875140893,-0.9258215559181495,-0.47127597866508286,-0.01925397573880134,0.7179560514952997,0.0042131194628985446,0.04096246130490838,0.8176106242855715,0.3374039601473298,-0.03534274389765323,-0.5012157502143889,-0.03179715026090224,0.9527279599559428,-0.2171341770744607,0.5926098596125469,-0.7262679217830076
obl:arg,0.2622001459345662,0.16616440025683027,-0.6112117855834412,0.18154531450711206,0.8357818237581316,-0.1521120964393642,0.09999602525307551,0.9614956154711664,0.5228736876531853,-0.11041408739214865,-0.7176742072502378,-0.7236831760537935,0.3113872919594767,-0.0709168521957799,-0.48188659150838425,1.0,-0.7935199078633309,-0.09096650251739187,-0.8502511189877299,0.028273743318163663,0.9898703436201387,0.8829823709662996,0.12627385208091252,0.0950036663190837,-0.781580418810955,-0.682169474049936,-0.03193861953032944,0.5316504126365263,-0.19071470904721688,0.2277791911578426,0.5122634312271485,0.058052984198131104,0.8307330547199198,0.16272188757349484,0.9978293480238799,0.1312102904374297,-0.15215599528141013,-0.14935902162070777,0.8471691559092782,-0.46776372377541087,0.4764916353017993,-0.30370295895619637,0.21590476130270733,-0.47447393097905755,-0.24103562050561197,-0.47562902648067923,0.3738557636818414,-0.11876383538557278
aux,0.2375101051866514,-0.7121166648547484,0.25604502181771216,0.17107825757938652,-0.4686573926805968,-0.0851575025289662,-0.07113930642836395,-0.7222409337029496,0.0945690812543191,0.4687172315186971,0.48889072390421634,0.5599257380771228,-0.5837386405740442,-0.44157195259850507,0.7011921345229949,-0.7935199078633309,1.0,-0.49072994596184666,0.37479488909561676,-0.5581223234042739,-0.8175760896496437,-0.8596004837443648,-0.6415574385461539,0.4629208770628416,0.7259473027009553,0.9213391270892789,-0.1677022568490193,-0.33333333333333337,0.07726347030761209,0.4091731483402369,-0.34309210935435336,0.47998566843423934,-0.9815813700689049,-0.5763717280462908,-0.7561473039465594,-0.5688217835975937,0.0664556470122212,0.5712346200708472,-0.4176183406064601,0.8949212632469806,0.1476514153416175,-0.288069393129429,-0.7581059089158446,-0.1358149059426853,0.6236469493786182,0.5419199992411892,-0.11585847919467919,-0.44167030795073403
flat,-0.46926360977204173,0.7741913362978021,0.6604899376983058,-0.18716625759208982,-0.20709611532430414,0.6693194698949477,-0.3885679811266314,-0.24769069287025133,-0.8811117478343098,-0.8539331389660069,0.43998566065745304,-0.1668094418538816,0.768409667169592,0.9737167964457054,-0.18167487871108118,-0.09096650251739187,-0.49072994596184666,1.0,0.4649722637733402,0.6369907412600191,-0.08988360698638144,0.01739364689199107,0.6494826791948813,-0.995326335897544,-0.3106417349884901,-0.6559034934811651,-0.0532796263201998,-0.49072994596184655,0.4892527503749718,-0.8836444725219198,-0.4574296654477265,-0.6207007004030808,0.35138018104863594,0.422202914400247,-0.15605389080263693,0.9276318077069229,0.4594466566744967,-0.9148297187709821,-0.34331845050094595,-0.6793405700272376,-0.7824367115287647,0.975606245909295,0.9290009946164026,0.9167617940889324,-0.39144500114908753,-0.5155590154900014,0.015259823758213609,0.6562311052315845
nsubj,-0.7000370548600928,0.3751165369849884,0.5763079284976996,-0.5641905964150886,-0.9507416469626178,0.124272494628274,0.09235094055469932,-0.8011905424777691,-0.8275177357240104,-0.071993528456757,0.5490183209358472,0.7544940346143127,-0.13505082579361297,0.3579022330619152,0.021635592171112644,-0.8502511189877299,0.37479488909561676,0.4649722637733402,1.0,0.4973711838520143,-0.7912667053903485,-0.5499040146043216,0.4122259935902872,-0.4322523560984508,0.6897181154524031,0.3426175840870842,0.35879979051685984,-0.36940933599185005,0.041971797951217804,-0.6883369675771247,-0.3292142538253919,-0.5677306831408333,-0.41363368440559173,0.34559924658602825,-0.871712301461643,0.1478322936608247,-0.008734952131167588,-0.11914668402496356,-0.987076198881036,-0.06363446019063712,-0.8610323016514683,0.6145744621210064,0.26317823650627487,0.7707461201347695,-0.2674905366114156,0.4260209668386833,-0.6268012942999674,0.6198032983787681
root,-0.93483766472716,0.9631099631057088,-0.01586889306520245,-0.8466606233468262,-0.46921123907586,-0.14635265767438788,0.46215476583528603,0.09451760350561134,-0.6462926743069731,-0.1888726417312443,-0.2275030961327643,0.32693943676943144,0.1298237426341814,0.4478488515472601,-0.8074448843644537,0.028273743318163663,-0.5581223234042739,0.6369907412600191,0.4973711838520143,1.0,0.13684287343271193,0.4396008423647503,0.9945536750683817,-0.5597344402846511,0.10868652677540289,-0.38885924999638094,0.72724604773302,0.2821293286122267,-0.35958339052718946,-0.8902718405669778,0.32652950686126336,-0.9958170438200685,0.5708101136366664,0.9633466409716162,-0.00911114662164497,0.3765035160166308,-0.3919749976796615,-0.35059476060695915,-0.4994631683014369,-0.8661276651881147,-0.8241946346503448,0.5721144465041985,0.7820917381196808,0.6058847794755722,-0.9453804337932854,0.14505905297955018,-0.6670948167565794,0.9890778382780614
advcl,0.13806885682016637,0.2479022240950629,-0.6769625127022362,0.04219968036410422,0.7516143810668644,-0.2551429511352688,0.2294141274921791,0.9833616088841886,0.49454712031243625,-0.04059358336414977,-0.7935372941327881,-0.624193515219111,0.23555974221417145,-0.10227923769632397,-0.5972184103299019,0.9898703436201387,-0.8175760896496437,-0.08988360698638144,-0.7912667053903485,0.13684287343271193,1.0,0.9392252587806047,0.22977200786295812,0.10757617265339962,-0.70385575940753,-0.6580576641964756,0.1100512877967412,0.6285745810037707,-0.3107606004359113,0.1622741861864679,0.6139505489035284,-0.05394956114354569,0.8727985782972849,0.2866096409016936,0.9885967530421125,0.08682384403389057,-0.2756590271733821,-0.10122261479001786,0.7733563961282751,-0.534937785935573,0.4046295902176747,-0.3061530849963413,0.24430775793367085,-0.4591617063613645,-0.3632108301767778,-0.3747271508026231,0.23858500489431383,-0.01065917823699751
mark,-0.20489255245012358,0.493795640862428,-0.7130130402179575,-0.3010147279881359,0.4803753398689637,-0.40817705388402903,0.4728190765379047,0.9354691370470659,0.3055352925437899,0.039962600084387775,-0.8657594703571179,-0.3638275053566888,0.11806320629428682,-0.07154658052460279,-0.8362759104584632,0.8829823709662996,-0.8596004837443648,0.01739364689199107,-0.5499040146043216,0.4396008423647503,0.9392252587806047,1.0,0.5150451610685529,0.030948487845034924,-0.5018297291174286,-0.6170896794149333,0.42433320314883527,0.7568750192649781,-0.5165318957893287,-0.08777843356729874,0.7576121802792014,-0.3692834587771663,0.938581133354007,0.5923967453722809,0.8774968349770618,0.06872369657530124,-0.49497749859887796,-0.07212573526660511,0.5110333586300558,-0.7162852964186185,0.1315582992563129,-0.19312670772146745,0.3825159836182332,-0.29936707809833696,-0.6562579943305261,-0.16407746561622033,-0.09018135483965979,0.30402657407189376
det,-0.8941721570050041,0.979564662131037,-0.04812268995116691,-0.8047130907906224,-0.37480839149353534,-0.1259133851200437,0.437338433218031,0.17888028093881703,-0.6084072252310861,-0.2322831516560792,-0.2729003515044413,0.2323268207769012,0.1922801863880343,0.4683059707466915,-0.835201649973019,0.12627385208091252,-0.6415574385461539,0.6494826791948813,0.4122259935902872,0.9945536750683817,0.22977200786295812,0.5150451610685529,1.0,-0.5744952768969271,0.009702917969017134,-0.4747162846069354,0.694213824571005,0.3039500969320348,-0.34337106815051904,-0.8738067545706187,0.34620738217125885,-0.9808705719463283,0.6512295570820664,0.9633194810692255,0.08708769080212762,0.4183931022366435,-0.3719314645759196,-0.3947439995441302,-0.40898704951400555,-0.9130122480969247,-0.7799015333460818,0.5639643050927757,0.8175638639466402,0.5761445225146441,-0.9527032526586774,0.06690942364280392,-0.6027662046415201,0.9697442726164767
csubj,0.3855708785917122,-0.7129152795321312,-0.7088308980258465,0.09362160081525003,0.15838327960044257,-0.7377256282393783,0.47570631557200643,0.27225017088082865,0.8634301837422819,0.8958710490959125,-0.4975046038249363,0.22534857531872252,-0.8125688402565523,-0.9909907981184128,0.09692913395228643,0.0950036663190837,0.4629208770628416,-0.995326335897544,-0.4322523560984508,-0.5597344402846511,0.10757617265339962,0.030948487845034924,-0.5744952768969271,1.0,0.35301901414344694,0.6612672035384773,0.14912669254480307,0.5601910659815299,-0.570554144860549,0.8373335429343977,0.5300720874831809,0.5421742769481888,-0.311604351957379,-0.3340774057745555,0.16035224063245612,-0.9516855657705817,-0.5428067228912241,0.9412886593497533,0.30109326571714873,0.6250016959819243,0.7351381063258671,-0.9758736499381276,-0.9026279232018362,-0.9071951681639111,0.30374543115700325,0.5761444623388912,-0.10284229324880505,-0.580866845197306
xcomp,-0.45430231859139375,-0.1449751642651608,-0.004842152189402899,-0.552751101385305,-0.8651108915279289,-0.49627314410771606,0.5202439364813576,-0.5801650677196261,-0.16717414094625574,0.6574948858098576,0.12831105957567784,0.9747502167794486,-0.8024163820542031,-0.42864533913525066,0.04686657612755449,-0.781580418810955,0.7259473027009553,-0.3106417349884901,0.6897181154524031,0.10868652677540289,-0.70385575940753,-0.5018297291174286,0.009702917969017134,0.35301901414344694,1.0,0.8695617565887377,0.537683466761113,0.10963889158678777,-0.4556698711050688,-0.06444401201927168,0.1284635415076271,-0.19433479680538357,-0.6388865806365903,0.13950838295505405,-0.7516840083391036,-0.613995051430118,-0.4862984949697577,0.6362424385106414,-0.7856055603283518,0.3946042405404822,-0.3198713632566176,-0.1472239952020247,-0.4284023807228092,0.07049339200621642,-0.08422411027388386,0.9202216676529886,-0.7669564496571756,0.2145744728765834
obl,0.03928181282518804,-0.613205221845196,-0.08285636068275402,-0.11842289976329412,-0.5402822672956716,-0.46070863585030436,0.3186227025417748,-0.5127291483610447,0.22708658577556537,0.759945582127086,0.14683103616106713,0.7413094528192365,-0.8517665533031042,-0.6795723742648229,0.3887311410287042,-0.682169474049936,0.9213391270892789,-0.6559034934811651,0.3426175840870842,-0.38885924999638094,-0.6580576641964756,-0.6170896794149333,-0.4747162846069354,0.6612672035384773,0.8695617565887377,1.0,0.18418965326737535,0.04554161927153194,-0.3164034224065705,0.41515030106811823,0.039855028554742745,0.3102895637379484,-0.8324769444848703,-0.31957421797184804,-0.632664854195479,-0.8068324368032231,-0.3262992983068289,0.8142025150284851,-0.441167573509744,0.7800206058241643,0.15252343271833002,-0.48399253748368126,-0.8079009344858621,-0.29986583021579577,0.356674175257545,0.8116535445019489,-0.4036778239389608,-0.29448018179635504
nmod,-0.8364455606517066,0.5354151251300315,-0.5211005716914152,-0.9624299317999215,-0.5512008093697478,-0.7680318913560856,0.9355014078077505,0.20069877175304904,-0.13039408094535956,0.5363496445868097,-0.583052724118461,0.68431887213245,-0.5667948498624854,-0.27912739938111286,-0.8165191917817298,-0.03193861953032944,-0.1677022568490193,-0.0532796263201998,0.35879979051685984,0.72724604773302,0.1100512877967412,0.42433320314883527,0.694213824571005,0.14912669254480307,0.537683466761113,0.18418965326737535,1.0,0.7276927567520667,-0.8785308162170982,-0.4015981735684565,0.7585862812098912,-0.749384778120265,0.3036042357102682,0.8519020984068023,-0.021945321470628717,-0.3611334278651299,-0.8997962596016649,0.38613379887826227,-0.4701601355596756,-0.4487878102724325,-0.4436728309193547,-0.08393581873747262,0.15328345024312523,0.03850517838671598,-0.8443056983379387,0.7228363100801262,-0.9389496326022407,0.7178697501154429
advcl:cmpr,-0.2785612344781713,0.1593312012119905,-0.9606824022148991,-0.5256557582109198,0.11840743695515643,-0.90494603703328,0.8852403895032673,0.7433166622804469,0.5335101595379552,0.6763547899621798,-0.9712564234472528,0.18731946632222118,-0.5596291527322984,-0.6329074311847406,-0.7660154497950094,0.5316504126365263,-0.33333333333333337,-0.49072994596184655,-0.36940933599185005,0.2821293286122267,0.6285745810037707,0.7568750192649781,0.3039500969320348,0.5601910659815299,0.10963889158678777,0.04554161927153194,0.7276927567520667,1.0,-0.9318411448405117,0.18572782553895126,0.9987945176211845,-0.26002046786106114,0.5072676793746405,0.5288540588638484,0.5641159862166898,-0.5688217835975937,-0.915164870255093,0.5723030698948607,0.23805472426100457,-0.29134769080426504,0.24312442581961735,-0.6131729222787626,-0.15377239307196108,-0.5892908131005803,-0.5763821227404302,0.48490067773862716,-0.4911007048669204,0.19141132190895666
cc,0.4731783617025514,-0.16046564019383278,0.84062569085531,0.7166482540662261,0.236500638067824,0.9747742077249505,-0.9898112904377843,-0.4511531290569254,-0.3577244455863714,-0.8069213570947453,0.8189328288154056,-0.5309620111257972,0.7605772774090053,0.6690019762547526,0.7122992700912469,-0.19071470904721688,0.07726347030761209,0.4892527503749718,0.041971797951217804,-0.35958339052718946,-0.3107606004359113,-0.5165318957893287,-0.34337106815051904,-0.570554144860549,-0.4556698711050688,-0.3164034224065705,-0.8785308162170982,-0.9318411448405117,1.0,-0.07222622049657798,-0.9407580890117647,0.37012682313580353,-0.26052663514827157,-0.5828151460181459,-0.22672915913067618,0.683712526331742,0.9986753051064317,-0.6965280190662547,0.10646918483243263,0.1804422060600232,-0.03737452564297183,0.5434079197445899,0.22593015710052605,0.4434290849262491,0.6034537149863977,-0.7575700216162448,0.7483651297286272,-0.31691311470023115
nsubj:pass,0.827078575769047,-0.9095147167348832,-0.44018265480572477,0.6199229543444754,0.5411727017336742,-0.27752812243980485,-0.0552630214780203,0.2594708124042801,0.9160115994863683,0.5112532695392583,-0.22924817929397612,-0.25083831008767266,-0.394577911315271,-0.7569423983602361,0.4624128156211898,0.2277791911578426,0.4091731483402369,-0.8836444725219198,-0.6883369675771247,-0.8902718405669778,0.1622741861864679,-0.08777843356729874,-0.8738067545706187,0.8373335429343977,-0.06444401201927168,0.41515030106811823,-0.4015981735684565,0.18572782553895126,-0.07222622049657798,1.0,0.13960123733556068,0.8969455737700404,-0.339978719902659,-0.735682853628453,0.28131991285633057,-0.6524766456148587,-0.03098047199214965,0.6274894384086673,0.6285727369742714,0.7461881035931394,0.9609706921149537,-0.8762655571823235,-0.8714705089149494,-0.9006379479568053,0.6944163951974004,0.07704011040218825,0.45363979991206854,-0.9227515898365917
