,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.658032351897839,-0.6578349875121025,-0.7181097183714596,-0.045131476445926126,-0.37589072673169494,-0.14395551688462446,-0.010499605785554988,0.032445031073320335,0.11767075420726295,0.8421831284526649,1.0,0.08136032686695256,0.4386628445191347,-0.3136441100263745,-0.628960115135608,-0.26696041390533476,0.5436245495747571,0.29805336555354517,0.19647905272440852,-0.21669538499611704,-0.6899870499165254,0.5102034527982844,0.07475517660107103,-0.8051770348498314,-0.11280136205850973,0.12386545685932338,0.6152573217843208,-0.009073562756037764,0.4291929954994286,0.007490875279276788,-0.05761583816356836,-0.09391713989624727,0.09757006892668593,0.22605149210072772,0.24793658667137278,-0.8147380236671061,-0.3571928434699027,0.07284249868021421,-0.005230084037982957,0.992031320144131,0.4694810026829333,0.02755212276980505,0.3046572149704126,-0.58302212402541,0.29693237982102916,-0.2937125388391849,-0.8081874722070326,0.4190233312661606,-0.3481635821416195,-0.6269201270822585,-0.7576595490858833
PROPN,-0.33645461332066473,0.4119801193242763,0.11225730178618058,-0.5667203201190787,0.48107201672990413,-0.7223422195342846,-0.44698179330955856,-0.7537236915086768,-0.12645688082209114,0.1556105822829556,0.08136032686695256,1.0,0.12674080641805213,-0.2635206305480327,0.5572434243973517,0.25892851746499024,-0.06409217579523062,-0.0023252991224561237,-0.09837803958862747,0.11214194177243687,0.3378032373695373,-0.16395305836991908,0.007264259240177817,-0.2819933655367203,0.27696562267381136,-0.39250516280983544,0.013972731469191603,-0.37976947435304664,-0.09465751536875468,-0.4708861752828779,-0.7194366726505035,0.28423107738047465,-0.24664962393800724,0.2090806264072722,0.11201759749669428,0.0030604830472798395,-0.7844353968123917,-0.00158306183006952,0.02198842110927831,0.02449212523480837,-0.2672993036320991,-0.16156460132382555,-0.49339152056818003,0.2209533073137133,0.8330480020575893,0.19428265252541463,0.16992705370205763,0.015375397421073465,0.26089435567771596,0.14153070444535668,0.26792075962129785
PRON,0.3015228493585312,-0.31241087787440214,-0.6737891287141772,0.3867574460078777,-0.6059094100916161,-0.27047569587861964,-0.23682851214872977,-0.1132720622895433,0.026767632475313934,0.5655540526836081,0.4386628445191347,0.12674080641805213,1.0,0.19160772396645975,-0.004212798370118938,-0.3156178983566138,-0.4307074866068454,0.512726833867582,-0.03592474320182743,0.37184037798640335,-0.375740823027353,0.5869709166497241,-0.07980776106175226,-0.3574360536850474,-0.7784780180623584,0.010339585901593663,0.8133318156674675,-0.1162365944546077,-0.17923212825630297,-0.3420203085935559,0.059718382400468846,0.18307718493436834,0.41329772625713246,0.6992747303410717,-0.3563625364239019,-0.22208645621821874,0.21121769078930402,0.0014050657928802663,-0.6266143243916519,0.5124534993047487,0.3611526109985016,-0.6692842013600018,-0.12985040488350424,-0.5316739374482405,-0.04646853108868053,-0.2346188928492015,-0.2084922670474831,0.8007698349025929,-0.7616423709750051,-0.11374208392267707,-0.4677253017873413
NUM,-0.3450108006918855,0.4538597792336407,-0.08399690020032756,0.7611597969910471,0.016823141868813434,0.26110820257417405,-0.14425793286038915,0.020981467821546602,-0.32465397408418084,-0.2798387310490896,-0.3136441100263745,-0.2635206305480327,0.19160772396645975,1.0,0.2529096468886332,0.39806014086623626,-0.3832584467960156,-0.10624949116628599,-0.1909576866998185,-0.4318890528973603,0.3071900942979076,0.2160510663096127,-0.4711062048209601,0.0009472920166962931,-0.4885768940916946,0.4458783350180376,0.38341954852642374,0.26775856522080516,-0.40096558273223587,-0.08284774557280641,0.674240700491005,-0.10423679391971966,0.7075927344975703,-0.2863936293150465,-0.5641312911183365,0.458135775792834,0.6654516076003087,-0.7621533375164197,-0.24466272457830057,-0.2566724634861489,0.5666474413429377,-0.03820937680298092,-0.3967738604617287,-0.2972190026860463,-0.15224096164806222,-0.16739369508381416,0.2657795431015984,0.30747594910415066,0.009514372613153847,0.5161179559682408,0.3270831857903931
ADJ,-0.524107198397825,0.6321744459217313,0.6089839173218851,-0.1875408811621031,0.30234739890366125,-0.12498243785306593,-0.1340023682072774,-0.6620103679141124,-0.11277223433914255,-0.4233648613670098,-0.628960115135608,0.5572434243973517,-0.004212798370118938,0.2529096468886332,1.0,0.17149213697789553,-0.6796230564614908,-0.21835512900755283,-0.4517117865773831,0.22321696021967782,0.5125704561661963,-0.18947234519552128,-0.033702921296883744,0.408011522619255,-0.08890797447154822,-0.012345714138170198,-0.17670243562403895,-0.49344849553610226,-0.2913025409140174,-0.1744259330061613,-0.41273513462689443,0.545424803943097,-0.18561525572823254,0.1674217254303989,-0.3040954896281424,0.7939035273075263,-0.07903469777149369,-0.12868253551157238,-0.3082662555362807,-0.6275853333887095,-0.19009788596911265,-0.4175807259944727,-0.39796535906446207,0.6342769272507912,0.21446262248304362,0.19875472442194006,0.8748807945527565,-0.02986116752944093,0.15215082833749205,0.8382150870079371,0.5183852971059165
advmod:emph,-0.8470923354420378,0.8316319650926597,0.19914396482592758,0.20043064757710372,0.8270667747227668,-0.2755049067862993,-0.2731856873698431,-0.2254596918011479,-0.8216816668760059,-0.19747820838154875,-0.26696041390533476,0.25892851746499024,-0.3156178983566138,0.39806014086623626,0.17149213697789553,1.0,0.2943184374245394,-0.5610345411765182,0.4849829986087496,-0.5671066088867701,0.8153376912492161,-0.6385091650090143,-0.7711897067558072,-0.3259800958087641,0.47246678353183624,-0.3796414419625556,-0.07675223816080232,0.34782680523790693,-0.4651087974368339,-0.2172947939584089,0.16851174619972498,-0.46932101938862614,0.545220808571289,-0.5608066314061733,-0.09074723963109133,0.111650831110858,-0.1468854692215459,-0.35709090148390044,0.2502560798725847,-0.32661341904325447,-0.0663557583076178,0.6548851046311558,-0.6242595289318065,-0.07075052733006175,0.36266104018037526,0.34784038458509925,-0.06858118551539202,-0.44174562042706367,0.7510615502000216,0.032740304992113625,0.7920404715783612
obl:arg,0.14630947796999424,-0.1941764049586975,-0.16098021654496547,-0.2314223591772965,0.301997229411369,0.015635663318696136,0.09063674205644909,0.21778286925405255,-0.24101497350529041,0.3125208287486688,0.5436245495747571,-0.06409217579523062,-0.4307074866068454,-0.3832584467960156,-0.6796230564614908,0.2943184374245394,1.0,-0.2609905129131206,0.5641873982970446,-0.5941297326462291,-0.1423704929170335,-0.2562690738294895,-0.19630445512677044,-0.6002451857651149,0.6692255398023171,-0.13026096900051706,-0.05381935888813259,0.3209418085540946,0.3041666607197215,0.18159357408119975,0.04100363202287055,-0.4411725179982489,0.010643128663277254,-0.4968848383830731,0.4312188169039336,-0.6350342139934749,-0.4849533292321785,0.08492061563641413,0.4956223354168397,0.46774843621735024,0.08707546738508466,0.7821510803359347,0.2774801116179711,-0.2296967025333853,0.29559459268850685,-0.0050852654943448344,-0.7467530385730891,-0.38409253704603546,0.4213527550350238,-0.6678796214157708,-0.14242822962479781
aux,0.52388375827458,-0.43608702306555386,-0.6903663970364599,-0.14285714285714285,-0.5448295322509863,-0.24810170909751905,-0.5990495833427301,0.43902302201560633,0.6034156236470317,0.020188465813036866,0.29805336555354517,-0.0023252991224561237,0.512726833867582,-0.10624949116628599,-0.21835512900755283,-0.5610345411765182,-0.2609905129131206,1.0,-0.25593650885916847,0.4568270530358158,-0.47493586189407644,0.6131526628085179,0.45763618328861494,0.017147482655681424,-0.375542254424757,0.10945322448174315,0.35064478123525833,0.329188183999495,-0.1773386269191274,-0.6170956508693342,0.19511240842645164,0.28544518054676965,-0.1630788285868739,0.21639212761930943,-0.2809634753561781,-0.23554894640406487,0.05303186546101872,-0.18130495256428214,-0.21448623991495833,0.3745459467432014,0.0810133156416921,-0.626903172484916,0.0526355473037093,-0.5042830241632297,0.11110650265587232,-0.667573513164748,-0.14285714285714282,0.7656336890446456,-0.6686576254411701,-0.2785187827202778,-0.4646010957036254
flat,-0.2637775801113311,0.0811743154554369,-0.16818567260124614,0.11460197863132673,0.22245772571557373,-0.13303671879890785,-0.09052509757750644,0.2892891157594171,-0.7239761994285544,0.20625352096942537,0.19647905272440852,-0.09837803958862747,-0.03592474320182743,-0.1909576866998185,-0.4517117865773831,0.4849829986087496,0.5641873982970446,-0.25593650885916847,1.0,-0.12681064454771876,0.18715366326511867,-0.6007876620965166,-0.7031783540938606,-0.47281966385584623,0.436577445193836,-0.6429818840403818,0.11593948582464286,0.4817002850076504,-0.3959195652928026,-0.14416869088953954,0.1855837677956414,-0.4304843711278533,0.4502381976993288,-0.20029525305822465,-0.07323692410545549,-0.375516112743862,-0.1411246378970931,0.3509904732426574,-0.057405632022691506,0.16608027338020973,-0.1658104598134682,0.517036860891676,0.034193794347213737,-0.2664671758299096,-0.06986764055713242,0.14819812347415434,-0.6232298344369285,-0.31569204559022723,0.1684839342983674,-0.69255496462416,0.14920540599954465
nsubj,0.13372527289880626,-0.23984637832571443,0.009517222832875987,-0.23881094119785795,-0.382284837968521,-0.2836667110105175,-0.07158233108549446,0.027335286822833472,0.3930269583120436,-0.03377261472105236,-0.21669538499611704,0.11214194177243687,0.37184037798640335,-0.4318890528973603,0.22321696021967782,-0.5671066088867701,-0.5941297326462291,0.4568270530358158,-0.12681064454771876,1.0,-0.11895988601366318,0.018259642018487038,0.42932464311609747,0.5077075299893477,-0.27582009282895487,-0.40890640143518103,-0.16804305611290302,-0.2585074879575949,-0.15151167405370483,-0.2341524359055558,-0.3814045898766912,0.328339671247245,-0.38449420758457925,0.7039004887033341,-0.0444031931537886,0.08608826230762438,0.05744574341911049,0.5950762027873098,-0.3239962254315251,-0.1747053550296754,-0.5878422996171834,-0.6759696996400869,0.036839246114569624,0.22138766373846455,-0.29848403326637885,0.1008940655445272,0.2863275446452096,0.16741830607335959,-0.51433150503525,-0.04141656456735907,-0.14510791474493534
root,-0.9880347151459543,0.9545272795429058,0.4817046376473654,0.055952257408872344,0.8515722599479837,-0.38989463715619016,-0.2599989487586017,-0.3237285390192332,-0.5534638399278888,-0.4873193194610106,-0.6899870499165254,0.3378032373695373,-0.375740823027353,0.3071900942979076,0.5125704561661963,0.8153376912492161,-0.1423704929170335,-0.47493586189407644,0.18715366326511867,-0.11895988601366318,1.0,-0.7224532056923036,-0.45458140025573446,0.19959943660772067,0.40099501430142476,-0.5074555752038006,-0.4428577326129716,0.13996595300250983,-0.5100281578903315,-0.25240064784089017,-0.06065522955392531,-0.326192011011461,0.24308269274398384,-0.3434095430393707,-0.037337874970755885,0.39923868271340074,-0.060825654974085694,-0.20085998612614275,0.2782775521096004,-0.7413552272935899,-0.48186003131781563,0.3818115439537784,-0.7673615388410381,0.2565121206523486,0.22733391520020552,0.5463237983020796,0.3781828571847914,-0.5426700905077388,0.7389518243420907,0.3069261520852967,0.98789091703978
advcl,0.7370450645149802,-0.599572570424308,-0.6064504035118647,0.2293735623409196,-0.7201563585473933,0.15097068769788288,-0.024171536186832612,0.08568301368131138,0.6214257308740101,0.36997402085987463,0.5102034527982844,-0.16395305836991908,0.5869709166497241,0.2160510663096127,-0.18947234519552128,-0.6385091650090143,-0.2562690738294895,0.6131526628085179,-0.6007876620965166,0.018259642018487038,-0.7224532056923036,1.0,0.4709827006248243,-0.1512666023355402,-0.7437269379027581,0.7012221310708739,0.5904718975758715,-0.13891432627549594,0.3692251922016147,0.01089916751291842,0.2023254363086639,0.2584465941625339,0.006613132251484941,0.3410282855704487,-0.09677532093086576,-0.20825403776664209,0.2626786480721093,-0.3553821365424567,-0.2186781384372342,0.5820512130800924,0.6497469833850523,-0.5605875655850776,0.20707156678498653,-0.46213353419673553,-0.01721446763253882,-0.5384655950878233,-0.10959848405815573,0.8190094064184578,-0.6737023088839932,0.08520760157091564,-0.7299981382099162
mark,0.5678831957459805,-0.5120076334137966,0.009637649319606884,-0.46374576520512795,-0.32369819878418,-0.030344666457991692,0.1574450644169768,0.02194611043296824,0.968322650998328,-0.005858912512704361,0.07475517660107103,0.007264259240177817,-0.07980776106175226,-0.4711062048209601,-0.033702921296883744,-0.7711897067558072,-0.19630445512677044,0.45763618328861494,-0.7031783540938606,0.42932464311609747,-0.45458140025573446,0.4709827006248243,1.0,0.4600724181414502,-0.12658484403142092,0.28058931188346686,-0.36363761180953746,-0.3750073854567719,0.6131279739634915,0.17294019358285617,-0.38443744804819135,0.24919435078960783,-0.7870874682168166,0.31415713389916333,0.47267243590711255,-0.12853455690066887,-0.13308076752710368,0.16600875471224483,0.31966441273323304,0.07909553179807613,-0.23766896646899235,-0.37770325989007253,0.26106522080808064,0.20885277730567856,0.001410521124566404,-0.08520293896292153,0.2127563367802973,0.11997368451885196,-0.233628466559085,0.0795788965757164,-0.4265307500944172
det,-0.12859061019072301,0.12102086578919466,0.5898151928339737,-0.10579311769655064,-0.059992998912250996,0.2844590648435536,0.22139128485588097,0.15045961037672703,0.4334287921246164,-0.704449223256663,-0.8051770348498314,-0.2819933655367203,-0.3574360536850474,0.0009472920166962931,0.408011522619255,-0.3259800958087641,-0.6002451857651149,0.017147482655681424,-0.47281966385584623,0.5077075299893477,0.19959943660772067,-0.1512666023355402,0.4600724181414502,1.0,-0.07832724455894029,0.08291946871853749,-0.6736054760962652,-0.1643170915730611,-0.04299844026146576,0.18819235568970968,-0.04955598385436552,0.24065489000643955,-0.47135899411888044,0.048259846112427285,-0.03488058385880798,0.6329500559840722,0.40620417628916194,0.15798744999485292,0.036288503148779724,-0.7756361207543402,-0.4896210826824252,-0.288621541048437,0.07321044371894765,0.5979731567699017,-0.5029347514065234,0.14767597090920617,0.764670240154519,-0.25612743109572417,-0.004649557705717373,0.5163087103480029,0.2820941085971888
csubj,-0.3580334321491598,0.32843110014925936,0.40817734379041176,-0.6296483623391369,0.7311384186884727,-0.17860699509597136,-0.11471030791708571,0.012882791042660584,-0.26815351145541133,-0.272563479864436,-0.11280136205850973,0.27696562267381136,-0.7784780180623584,-0.4885768940916946,-0.08890797447154822,0.47246678353183624,0.6692255398023171,-0.375542254424757,0.436577445193836,-0.27582009282895487,0.40099501430142476,-0.7437269379027581,-0.12658484403142092,-0.07832724455894029,1.0,-0.45799551385841025,-0.5984392247729828,0.2211804641932566,-0.02344929180150173,-0.05477584292623057,-0.2775107141261481,-0.19212553072698157,-0.350281130674877,-0.5894890042879213,0.34577308219186537,-0.11066718088583552,-0.6594524509663637,0.17435500874439602,0.5403418736338668,-0.209406444018056,-0.49362993017485585,0.6860877026679698,0.002609834319268749,0.3367699866445327,0.4223159780533363,0.21467818106566444,-0.14174002438247055,-0.7215166523820937,0.7402849327188813,-0.29677334139268136,0.4362960402877481
xcomp,0.5198303528557522,-0.32158901269800366,-0.0536335820481055,0.23549555660062624,-0.46131163474425146,0.6875139869586061,0.2587922683354492,0.11779198983002753,0.4144866302881026,-0.0830905258124572,0.12386545685932338,-0.39250516280983544,0.010339585901593663,0.4458783350180376,-0.012345714138170198,-0.3796414419625556,-0.13026096900051706,0.10945322448174315,-0.6429818840403818,-0.40890640143518103,-0.5074555752038006,0.7012221310708739,0.28058931188346686,0.08291946871853749,-0.45799551385841025,1.0,0.28344199558014826,-0.12173464540823227,0.38356238942513443,0.36910260315877563,0.37107545102995004,0.3403839104357134,-0.050716358682005316,-0.1702972191274014,-0.19893229458311637,0.258831937806786,0.3913988145742834,-0.5261099812008107,-0.14218472348263217,0.17760399019695478,0.7691958660461121,-0.22167209169205318,0.40893520844761055,-0.03910332926727491,-0.15800619406784072,-0.5279056330401231,0.2092993649166333,0.4262007344616429,-0.2912628158609137,0.4681191831435016,-0.43166948885529727
obl,0.34512313945730755,-0.2764426224211369,-0.7184969615535901,0.4436064035982844,-0.5174089949381826,0.012816664800232538,-0.26262745160523604,0.014492410675549627,-0.2062350330508826,0.5379427102913755,0.6152573217843208,0.013972731469191603,0.8133318156674675,0.38341954852642374,-0.17670243562403895,-0.07675223816080232,-0.05381935888813259,0.35064478123525833,0.11593948582464286,-0.16804305611290302,-0.4428577326129716,0.5904718975758715,-0.36363761180953746,-0.6736054760962652,-0.5984392247729828,0.28344199558014826,1.0,0.12269492570415089,-0.1882682788052274,-0.2831756673249665,0.345293171557545,0.17158584179269068,0.5893876235443941,0.2535967519481736,-0.5063141854614513,-0.23077810527980624,0.16557669353844148,-0.3021650838063169,-0.6194989619006419,0.681433309172944,0.7688992858886469,-0.3682853160310908,0.04169064703886208,-0.6537130019233524,0.09296592476275939,-0.5093793255890288,-0.4015398843271113,0.8071036280258986,-0.6148043004159987,-0.15241080111957317,-0.4982234072246152
nmod,-0.1227436419924848,0.1311052232217205,-0.4433794445855036,0.2210214389211285,0.09766005216285806,-0.001290336949811882,-0.5646656863033755,0.7792394570209018,-0.22608505282657973,-0.3428041144963785,-0.009073562756037764,-0.37976947435304664,-0.1162365944546077,0.26775856522080516,-0.49344849553610226,0.34782680523790693,0.3209418085540946,0.329188183999495,0.4817002850076504,-0.2585074879575949,0.13996595300250983,-0.13891432627549594,-0.3750073854567719,-0.1643170915730611,0.2211804641932566,-0.12173464540823227,0.12269492570415089,1.0,-0.5801030975123327,-0.500777888452137,0.7733358596891118,-0.36130379361584414,0.4173051119237074,-0.6549137070986716,-0.388131315281431,-0.16109661758649982,0.23060863986144078,-0.41430257826394534,0.09924331857086614,0.021768669163973603,0.08517558737179529,0.3232273739184951,-0.10280206803424058,-0.5981356863306068,-0.011018210528447894,-0.45381818752405106,-0.4033817914959405,0.11368266720715846,0.05690371382566767,-0.4725616705334606,0.19199948370955677
