,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,acl:relcl,advmod,orphan,punct
ADP,0.3090002198263859,0.05975149679718302,-0.9715242889900605,-0.6289781937427581,0.4406015820892432,-0.6775613432193983,0.423404254356276,0.31054390625531486,0.8221541551829421,-0.4477950963017813,1.0,0.07213269256725605,-0.6672015613433286,-0.1769241946286761,0.41807622653805215,0.22486913930528002,0.590058497428626,-0.061992475822798064,-0.670102133375068,-0.04479380108010664,-0.3109967053274965,0.6370677291480216,0.7515532478085409,-0.9632438879537722,0.5483010993985424,-0.642931547350197,-0.438227738003288,-0.14466467914383763,0.5153600020879091,-0.3727405604176749,0.7735104774066178,0.047405791076154925,-0.5847200165011525,0.13996164535283884,0.22355614569269625,-0.5669886694257071,0.7362631510260226,0.8208092912886497,0.8903673941382522,0.02449744185028126,-0.6046243297347814,-0.6646879955316554,-0.19917265763878694,-0.3357925722259938,-0.4182385589644513,-0.5042576399012714,0.13356383762600862,0.8507451146201714,-0.014516212504908251
PROPN,0.8989201955502688,-0.960372146529873,0.005612179450820938,0.6776862787121601,-0.12736109384118527,-0.4596668089754476,-0.0867371100358632,0.36281284092599997,0.10935811954982956,-0.5323032898964051,0.07213269256725605,1.0,-0.7831167918829347,-0.09388901845618826,0.878069368529011,-0.3246292492423896,0.7021621062711498,-0.08183931435335857,-0.699364619131344,0.4394713597877331,-0.9040394865641116,0.2656191854022304,-0.11727945967549833,0.1595380037376546,0.6041150195233866,-0.4409440001400745,-0.14759939978812284,0.8126267766025654,-0.019761638989510263,-0.2877489923365583,0.06173938598959247,-0.3170846354491516,0.1322869848619806,-0.07153689486954215,0.7777760821376453,-0.25012215730250464,0.10574557620224606,0.2588615882347793,0.1367807578751648,-0.8555342914619712,-0.46601371765227156,0.24589048519280263,0.7543065826024308,-0.8325197254254956,0.7878384277793244,-0.5303518547254666,-0.6330360482729479,0.4207634979943258,-0.9342629887122564
PRON,-0.8850391738226411,0.6471289199301503,0.6068928730075538,-0.12862089160179885,-0.08052280180568848,0.7271968410034007,-0.13329106887415623,-0.47462574045193545,-0.6467429021176527,0.61021372739325,-0.6672015613433286,-0.7831167918829347,1.0,0.11747463306870265,-0.8921600833107661,0.20089039105794954,-0.9209543529259331,0.08694143122448297,0.9163919985808332,-0.3167493135333722,0.8853381096497152,-0.6502461929192193,-0.4277364528025025,0.45886749490374257,-0.7614936769848165,0.6636000660165499,0.3075122088288523,-0.48178735382333554,-0.2475172175251799,0.5291154535724516,-0.4772894992194208,0.2873833068022542,0.3123537018733475,0.04571934954890061,-0.665881617039364,0.4741141044730504,-0.487656125520206,-0.7472588713600881,-0.6746607862976102,0.6618837157154359,0.6601799542946583,0.18150803557969636,-0.3697341935627065,0.8178238905578383,-0.351885130400418,0.6468280668575536,0.46038899295973534,-0.8422389305793251,0.6981496348024981
NUM,0.2135601187746546,0.14402106729141087,-0.05428319987704762,-0.07686157135511414,-0.5202242916760113,-0.14567868144855847,-0.942709406290297,0.7054053052329429,0.11238883036646247,0.002644009717966575,-0.1769241946286761,-0.09388901845618826,0.11747463306870265,1.0,0.028017871400201275,-0.49457994664318505,0.27402719634003236,0.8754706864255336,-0.040170458751496156,0.779918520178516,-0.21080908896125167,-0.17880365554505412,-0.1779751501979758,0.2565288500251403,-0.7238051085915297,0.11847364211270979,0.9415528871013505,0.18696678970628475,-0.9250716751926056,-0.6658014060645213,0.03988710850532352,0.0546113883900053,0.3417502652407267,0.11851175713654284,0.012260789691293754,0.8907729255250225,-0.7962090499185422,-0.08603169814649163,0.2772753396652681,0.0786358381778081,0.06744240172182722,-0.11923754701468708,-0.4204794747082432,-0.24397951923507924,0.38923516217921084,0.811421914425091,-0.6023523823753244,-0.4347334214080355,-0.2006845629907224
ADJ,0.9073317389060856,-0.8466881743697308,-0.37845758181360084,0.26378892102015766,0.16934942338026326,-0.82821911814397,-0.05687882992611464,0.6611358655952863,0.2987001202944319,-0.8303938435288685,0.41807622653805215,0.878069368529011,-0.8921600833107661,0.028017871400201275,1.0,-0.07606660644143785,0.847522096629718,0.18801245931604935,-0.9478338335160204,0.5961980803364268,-0.925808343665819,0.24716042456612594,-0.012648915745452235,-0.2129122681304446,0.5618998673466626,-0.7858771136151509,-0.180555364681754,0.8142471839477633,0.022355362007150756,-0.39110271870109287,0.5230366289585366,0.006870532766013118,0.15026055601083146,0.2754640078973198,0.9224917395921679,-0.30817902481873566,0.23755344923034605,0.38464873600305777,0.5146374800368764,-0.5811720499542844,-0.8059162119211375,-0.24015654042149714,0.6237752449940707,-0.9749828893104535,0.5826856925679547,-0.5456495568815884,-0.4992239738863994,0.5412874207617053,-0.9069937542731537
advmod:emph,-0.4856751283548738,0.12572469335130781,-0.12737213622294102,-0.5149584123764992,0.9596045840489463,-0.267023899570562,0.6388519754500623,-0.15307203010311324,-0.348083038534082,-0.43200815388372465,0.22486913930528002,-0.3246292492423896,0.20089039105794954,-0.49457994664318505,-0.07606660644143785,1.0,-0.419643525447643,-0.05369627836743351,-0.03637180508525371,-0.29843810108474816,0.4465509057885318,-0.474247383424725,-0.22988956392599508,-0.41647515386719514,0.09167660631985897,-0.4991673097694935,-0.6320026517515703,-0.04968002395870944,0.5691352958204905,0.7297624018538109,0.5498246477547689,0.8282288410808013,0.2577777716047048,0.7416417397704475,0.18899535625224245,-0.5307142115187077,0.4867748684696999,-0.32854060586668576,-0.03953565433187884,0.6848635208118392,-0.4692905513041496,-0.6439437805636086,0.23763121721483524,0.15779127912890378,-0.5877450730764339,-0.3866574112573616,0.8673624156591772,-0.019767294458154505,0.29684026561786836
obl:arg,0.9318475310905557,-0.5368558446972972,-0.6231404973026025,0.08559883481240785,-0.15718611686583597,-0.7313392569440852,-0.23383327292199876,0.7093989435296728,0.7072724302988072,-0.5443414003644086,0.590058497428626,0.7021621062711498,-0.9209543529259331,0.27402719634003236,0.847522096629718,-0.419643525447643,1.0,0.23011855123580927,-0.882350043502423,0.5803125403963456,-0.9281261069057071,0.6049564512077493,0.39361270019855077,-0.35667781346378186,0.46097568689009133,-0.5599315123993812,0.07523021786735269,0.49264506650286805,-0.11280272737735692,-0.7954533993014549,0.4534008126492767,-0.30266438215186126,-0.22266212433040544,-0.04939283533639929,0.6033813296461294,-0.10970796816657744,0.17072837078835135,0.726064440828136,0.7703241586166923,-0.6208422431788135,-0.5745300200664406,-0.20017501733286466,0.1509183300329283,-0.8575392954939666,0.4712323560503466,-0.3000905074313737,-0.6865850303695679,0.6657916719724339,-0.723203727003405
aux,0.16365847696914948,0.027937422745323858,-0.13778373710143046,-0.25,-0.0647879776766947,-0.4428412066056219,-0.7606733797894824,0.8355467029624134,-0.05829357022078805,-0.38432268479954557,-0.061992475822798064,-0.08183931435335857,0.08694143122448297,0.8754706864255336,0.18801245931604935,-0.05369627836743351,0.23011855123580927,1.0,-0.22936821668499457,0.8548751219922196,-0.18565748042877575,-0.4488625957303401,-0.3863639621046899,0.09291705189877184,-0.6758044399584318,-0.26449562597197623,0.7093289033700593,0.3828039900075763,-0.7674172299718484,-0.4146368661857013,0.39756824329665114,0.5027531990369892,0.6029873821716405,0.5825214732168442,0.310269037863319,0.6876754561369951,-0.6354076724611537,-0.25,0.33610122512889323,0.31865536432269603,-0.31336600336839066,-0.4802480272753877,-0.1830125428259744,-0.38691275677557946,0.28955042759362426,0.6160099574208773,-0.3359284660002049,-0.4411570991831379,-0.27424910147905013
flat,-0.8248315871722353,0.6401532949957269,0.6474921721391587,0.04610787141782025,-0.30116114974584346,0.9363104677134764,-0.036872870661397536,-0.7096230406251445,-0.5014017417884904,0.8575415356863503,-0.670102133375068,-0.699364619131344,0.9163919985808332,-0.040170458751496156,-0.9478338335160204,-0.03637180508525371,-0.882350043502423,-0.22936821668499457,1.0,-0.5354307264656188,0.8433235896108526,-0.3538471323815942,-0.20101732433865427,0.4975854030950081,-0.5618799408649726,0.8784142342521902,0.23403845099070847,-0.6301554899921566,-0.12824025263726593,0.46014661358258213,-0.731188630761944,-0.09452641870907176,0.01245781580532317,-0.3437503487299626,-0.8396521147290753,0.3782433339404901,-0.38482080872527663,-0.5491872323280503,-0.7434022480497323,0.39898686456137794,0.8854291988117546,0.4822188830183987,-0.4099713807756225,0.9186336393118723,-0.33121404608171456,0.5476147722533059,0.36062410009205936,-0.6706031661593487,0.7401276129717599
nsubj,0.6232303371879481,-0.4501676341469847,-0.10454659522194808,0.1547475501066598,-0.2101563359200018,-0.5880893863851889,-0.7792688925987982,0.9310490390733246,0.030568678114295905,-0.5564680798370605,-0.04479380108010664,0.4394713597877331,-0.3167493135333722,0.779918520178516,0.5961980803364268,-0.29843810108474816,0.5803125403963456,0.8548751219922196,-0.5354307264656188,1.0,-0.6415972483879425,-0.22892251162954372,-0.3811923600540237,0.20176070045671338,-0.32003438624152925,-0.39893242867566453,0.6200406747295923,0.7373137513745631,-0.7467780952893527,-0.5742671798605745,0.32922645525920086,0.21659780648181573,0.577848797938653,0.41368203374098583,0.6324557540169319,0.5423404859604942,-0.561963348047371,-0.06961374598874737,0.36539750929845466,-0.1932380329826096,-0.45739379148595416,-0.24599465787017508,0.17947777048521288,-0.7589959498535909,0.6936466779933882,0.32983427447818997,-0.6853726581320878,-0.19045028976094505,-0.7219793110599352
root,-0.9986705077505897,0.7959539907506543,0.31279838243191416,-0.414352983465443,0.2078431807059889,0.6488530750447858,0.2850743790154482,-0.6528848123628728,-0.4212911873708139,0.5807779332125594,-0.3109967053274965,-0.9040394865641116,0.8853381096497152,-0.21080908896125167,-0.925808343665819,0.4465509057885318,-0.9281261069057071,-0.18565748042877575,0.8433235896108526,-0.6415972483879425,1.0,-0.41905275820580684,-0.09817729278509287,0.05457472995874239,-0.4768479910517143,0.5208826888188272,-0.07192119305570989,-0.7357112765038963,0.18554066311441544,0.637847405585421,-0.272462106754844,0.31170239381144765,-0.01753792717772965,0.038073499326847796,-0.7496892581372663,0.08362990115294398,-0.04279660078714819,-0.4897065915906058,-0.4954407922265873,0.7774415144644645,0.5490820056365535,-0.017110168741463126,-0.45472967626676697,0.9329547041054685,-0.7306038576478101,0.34755754038696396,0.7724650317674098,-0.5100470392381256,0.9174354494359551
advcl,0.4543516420353629,-0.005964894435167974,-0.5975983185000544,-0.051795726699696586,-0.28565304301906336,-0.1185547255987539,0.22700588110554784,-0.04368811907410626,0.8903953912501396,0.14871287487376644,0.6370677291480216,0.2656191854022304,-0.6502461929192193,-0.17880365554505412,0.24716042456612594,-0.474247383424725,0.6049564512077493,-0.4488625957303401,-0.3538471323815942,-0.22892251162954372,-0.41905275820580684,1.0,0.9111778069982156,-0.5023043996850554,0.6272472382583376,-0.01239465887297097,-0.20895834985829348,-0.2858034389341434,0.3451548460041922,-0.5896517925010306,0.03749950039541422,-0.7389407489463528,-0.8987786298358975,-0.6557073490147207,-0.13324351836956805,-0.36273903229648724,0.506752581769833,0.9534188065565288,0.5552505480018163,-0.5504680661660857,0.019328880445611256,0.1321851995996428,-0.2718453195974978,-0.1543831498354442,-0.08400746525520865,-0.3681245921762087,-0.3134629883974034,0.8410728524741488,-0.048090232271958085
mark,0.1299025930210746,0.3551878082063643,-0.7352177006333,-0.4322062566670615,-0.09008561514071209,-0.08558515578358342,0.3399504781316274,-0.11209859979923868,0.9103630387866644,0.22010073826399193,0.7515532478085409,-0.11727945967549833,-0.4277364528025025,-0.1779751501979758,-0.012648915745452235,-0.22988956392599508,0.39361270019855077,-0.3863639621046899,-0.20101732433865427,-0.3811923600540237,-0.09817729278509287,0.9111778069982156,1.0,-0.7130388471573711,0.45720159067772176,0.0019520767945859013,-0.24250443063559682,-0.5776965272267087,0.43772877043751296,-0.47484369946185595,0.18430216357401474,-0.5105531561773757,-0.9599863520662321,-0.5084877652719485,-0.347175041792464,-0.36573463443465976,0.5787710264767858,0.9134990270314103,0.6245291815541332,-0.15814810740545868,0.047971848034651446,-0.12415765245582022,-0.5457389305913598,0.09846686492573697,-0.46075245553424105,-0.25275346261807835,0.001910411130424188,0.7710934539781854,0.29891384624434814
det,-0.04898961481788257,-0.2503723183197413,0.9285013138242885,0.7804646678538398,-0.5779605451310671,0.5727721433998807,-0.5377843677078528,-0.16861851800200592,-0.7070732330066307,0.36889616818036397,-0.9632438879537722,0.1595380037376546,0.45886749490374257,0.2565288500251403,-0.2129122681304446,-0.41647515386719514,-0.35667781346378186,0.09291705189877184,0.4975854030950081,0.20176070045671338,0.05457472995874239,-0.5023043996850554,-0.7130388471573711,1.0,-0.44633314212010033,0.5841707208947781,0.5053401807624602,0.30948302893252305,-0.6023827921724312,0.17658301313084745,-0.7788238201435427,-0.20008933810098295,0.563788327464367,-0.22623999555829383,-0.08083740526836297,0.592351743793184,-0.7700038249086331,-0.6890309742369433,-0.7936567696244514,-0.2652535284694171,0.5371502224597513,0.7430680468528303,0.28536720704163043,0.12382473763110186,0.6353294019119682,0.45798182893191913,-0.38038093702336095,-0.7393441424414474,-0.21266153826529713
csubj,0.48036230884003395,-0.521037972086462,-0.35839555704498033,0.1852421112910703,0.2994154658564379,-0.3352181379363075,0.6813183713491536,-0.1756589293801607,0.40537456747898115,-0.3353241135635137,0.5483010993985424,0.6041150195233866,-0.7614936769848165,-0.7238051085915297,0.5618998673466626,0.09167660631985897,0.46097568689009133,-0.6758044399584318,-0.5618799408649726,-0.32003438624152925,-0.4768479910517143,0.6272472382583376,0.45720159067772176,-0.44633314212010033,1.0,-0.44945663321695367,-0.7902643025366882,0.1666452858182569,0.7535616945059801,0.02616835640862642,0.21814892807601005,-0.33739422918072876,-0.5002645176712375,-0.21666792239640603,0.3858832542537648,-0.8774086223684459,0.8313581200490882,0.6070103869853822,0.26197287515384504,-0.5669730027680154,-0.41361879274843016,0.04057091393248532,0.4878336900051617,-0.3697175549025351,0.009138116744721776,-0.9464379584326199,0.02358602518643759,0.8716198312794518,-0.33390848383540156
xcomp,-0.4841044692172371,0.4956544860130964,0.5951887655803821,0.2837836525277979,-0.6996919199511048,0.952777411099203,-0.2546930573924397,-0.6036322665592715,-0.22813672880257102,0.9683304254831285,-0.642931547350197,-0.4409440001400745,0.6636000660165499,0.11847364211270979,-0.7858771136151509,-0.4991673097694935,-0.5599315123993812,-0.26449562597197623,0.8784142342521902,-0.39893242867566453,0.5208826888188272,-0.01239465887297097,0.0019520767945859013,0.5841707208947781,-0.44945663321695367,1.0,0.4266139297831078,-0.5635223929095186,-0.2960162780125234,0.06917753701737915,-0.9027653529961045,-0.5236426696574705,-0.19135120382724835,-0.7016165470083503,-0.8386009670450165,0.49959475631078704,-0.4816333776403839,-0.26216511615812244,-0.6190680662890953,-0.010470650717789142,0.9976379105518977,0.7436987396938326,-0.4628808556581497,0.7421967251100725,-0.04783390838107946,0.5863270718129413,-0.06921965010538435,-0.49824499601386457,0.5236798874626173
obl,0.08478402384409953,0.19782333382571907,0.21987990790850187,0.1232333537958437,-0.72027680898063,0.17841522539391277,-0.9666912919369048,0.453504970865565,-0.03938293175060256,0.2877183913735269,-0.438227738003288,-0.14759939978812284,0.3075122088288523,0.9415528871013505,-0.180555364681754,-0.6320026517515703,0.07523021786735269,0.7093289033700593,0.23403845099070847,0.6200406747295923,-0.07192119305570989,-0.20895834985829348,-0.24250443063559682,0.5053401807624602,-0.7902643025366882,0.4266139297831078,1.0,0.0775127227615472,-0.9672390576015294,-0.5599039749644324,-0.2965024394672239,-0.12841095908353312,0.3192989934856988,-0.1142078280826898,-0.19738948499010125,0.9811101472537732,-0.9182960428692357,-0.21636734898899657,-0.008690036276183118,0.004837040391453179,0.37458935924884945,0.19045709249215445,-0.4367775198326124,-0.0306138893829267,0.43251292383198864,0.9088735669644988,-0.6177546409538643,-0.5883268112873431,-0.093862248085942
nmod,0.7070527207803443,-0.9045203984772329,0.15520917233838943,0.5360901442617352,0.06763290462314102,-0.5733869655419981,-0.3259438115013699,0.6096308823175859,-0.2623267311502148,-0.737568676086165,-0.14466467914383763,0.8126267766025654,-0.48178735382333554,0.18696678970628475,0.8142471839477633,-0.04968002395870944,0.49264506650286805,0.3828039900075763,-0.6301554899921566,0.7373137513745631,-0.7357112765038963,-0.2858034389341434,-0.5776965272267087,0.30948302893252305,0.1666452858182569,-0.5635223929095186,0.0775127227615472,1.0,-0.312383181414116,-0.11812053511157221,0.23506484000258307,0.2033703818639361,0.6588328758458732,0.4270392236791006,0.9184224267023693,0.036724921620861495,-0.21537852168369212,-0.1970519200844095,0.039866728165888904,-0.45776012710038233,-0.610601851129964,-0.03293731470523055,0.7954634601670103,-0.8549700394138523,0.8139814649890226,-0.23834637704299955,-0.5078244199781762,-0.02492030644051567,-0.9390225081560242
cc,-0.18889588499631696,0.0158318407061961,-0.31312295552066977,-0.25717841818211196,0.6457969314624495,-0.07403025661804254,0.9910212325094371,-0.5399233336556888,0.18400707937305147,-0.11234490529172082,0.5153600020879091,-0.019761638989510263,-0.2475172175251799,-0.9250716751926056,0.022355362007150756,0.5691352958204905,-0.11280272737735692,-0.7674172299718484,-0.12824025263726593,-0.7467780952893527,0.18554066311441544,0.3451548460041922,0.43772877043751296,-0.6023827921724312,0.7535616945059801,-0.2960162780125234,-0.9672390576015294,-0.312383181414116,1.0,0.4868531802377712,0.2542001592990661,0.02678018638936186,-0.5186359972716285,-0.025593602667708833,-0.017528708759481572,-0.9562403825960476,0.9532781551491146,0.33676773194617454,0.07071985505798091,0.05902386490555318,-0.2343899985798171,-0.18495319830143894,0.20366527601541945,0.1900052811807494,-0.5957459634785612,-0.8281859330716858,0.662377196133162,0.6352492429692345,0.28586490603860043
