,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,0.49857356946061154,0.11519368815760618,-0.4389900305773859,-0.4467056900038263,-0.6674389973515772,0.42891645739112216,0.1743708510552742,0.27527948172651906,-0.252093669124073,0.18929624881113216,1.0,-0.1410088103123491,0.19715724407260576,-0.04541132619861357,0.2840679446719742,-0.33237201056291543,0.08434470252433139,-0.04601034818811666,0.8741080969380162,-0.2435194259217591,-0.5444991193497116,0.09221965172740308,0.4134529895006417,0.8397685125139823,-0.4143239955433407,0.11275212464365647,0.35853325211894693,0.11457649451813169,0.22360143391875603,0.419406239526772,-0.16557439721499087,-0.5520292456058566,0.018562682760585533,0.2092954670699167,0.5745354898751004,0.5612786462025791,0.42507056475053406,0.41382375995572646,0.09645597176528548,0.22829950214643716,-0.6161306433433115,-0.41103294564879983,-0.17016947016155898,-0.08776743004097111,-0.3223771831341133,0.08229671241425536,-0.2426804591295242,-0.7038732910674858,-0.7177458820641246,0.4723676032200118,-0.10031651007582444
PRON,-0.5140108512525389,0.9168382199974409,-0.6851978351359502,-0.39260566819094356,-0.3197542092610375,0.11375918862880681,-0.6172059163287918,0.505306818959683,0.12635344347063754,0.24391146348601872,-0.1410088103123491,1.0,-0.4015085597274891,-0.24277896000058533,-0.44218545607675613,-0.011097703448951755,0.39736701154908116,-0.34876109552103685,-0.3971781946810945,0.5280038921496184,0.47495385884203917,0.15226027100534428,0.5836106687367558,0.09368181056552483,0.7376902894407495,0.35736931932625393,0.2753386750659278,-0.7882430813783013,0.12151931687174146,0.03263907883810882,-0.8327858028290177,-0.19575873134243768,-0.40891743689150795,0.2781296444802912,-0.4700068858362611,-0.8277528195219236,-0.48051204081168025,-0.2063438842242233,-0.5096460289888521,0.19689261211839465,-0.619851022208701,-0.33923637935508627,-0.5030632323583023,-0.11240959595247879,0.8292477472110769,0.485370684905491,-0.6250560375774553,-0.02003522905502285,-0.2922991691631569,0.3412394698719239,0.9640665343768562
NUM,0.1498947164521834,-0.41095178807701843,0.3064866058495351,0.6247192803653806,-0.3788168452442301,0.38917248825746953,0.45912557033100637,-0.47230483602957146,-0.7543816945322378,0.33700064928213835,0.19715724407260576,-0.4015085597274891,1.0,0.19663630040578864,0.9156485142418066,0.7177740239471533,-0.09530856689443439,0.8025905106263572,0.4598637449869627,-0.970766566802541,-0.2356748326119479,-0.5804509024240323,-0.40035349242032353,-0.039723629831653,-0.12385156201419426,0.3174942444262951,-0.16860440714133956,0.02507019965645892,0.031202909488340543,0.343813461200403,0.27123839724450677,-0.5781198831903853,-0.266240779736274,-0.5088090779800271,0.3351618924112945,0.6182478677712928,0.7899814169638337,0.6210780652045395,0.6762803406625719,0.3663688194947094,-0.014682643517839402,-0.6050005636364842,-0.553646253219637,0.4274133149660499,-0.17768179862804484,-0.4724790874511333,0.7246031275684068,-0.6074904963466887,0.44632514197934897,-0.24837629805917644,-0.4017292980694114
ADJ,0.3604606397582739,-0.13667544509990304,0.27820699710073676,-0.15588694554132812,0.44632342764364186,-0.5387497444761048,0.8166135885409719,-0.3308915775574347,-0.6873141538988494,0.04418318736968466,-0.04541132619861357,-0.24277896000058533,0.19663630040578864,1.0,0.5390002486162456,0.49450250093668957,-0.9641572594916853,-0.0774963350140665,0.36957644809757134,-0.32948453557631513,-0.260606560322012,-0.36143605164221604,-0.4744317986235897,-0.45052484772139073,0.38258329214857456,-0.7690362030255258,0.6941533214425103,0.06946174650420324,0.8694602225556795,-0.5506124735643786,0.37698506729887915,-0.034541581479213546,0.3766551585347622,0.30944153654939655,0.32002737725238584,0.41367410773568586,-0.16935705126745668,-0.42519481296056605,0.25970748069917354,0.38032180809420085,0.1400212139249772,-0.12756347508180688,0.18258181757080916,0.8470812412773141,-0.6141617854353292,-0.8246069154291212,-0.0818315956972135,0.2878120318789669,-0.06040262065856513,0.5585451870627871,-0.24203766484247896
advmod:emph,0.271167293342431,-0.34711671078350215,0.3390035813054045,0.35719024661085264,-0.21147779900635888,0.11645311788302984,0.7436080649739495,-0.536642899921919,-0.9202299655563579,0.3923572044495037,0.2840679446719742,-0.44218545607675613,0.9156485142418066,0.5390002486162456,1.0,0.7429386370185725,-0.4477723629361659,0.6601705206370689,0.6304893380208233,-0.962550136827741,-0.304713881302323,-0.6654136625701016,-0.4982516691088571,-0.11693875478770897,-0.02708402510872934,-0.04118520824117543,0.19779335168064127,0.1133268432074313,0.4038875955457787,0.06900404606039211,0.38533007758289806,-0.5168383407379931,-0.0023982526830838014,-0.20614112727621547,0.4161761255377141,0.7451976384592992,0.6005298658980345,0.3539043350814857,0.7263539891651327,0.5415561410892727,-0.017631643371497707,-0.5695988444462299,-0.4173339008867312,0.6240899698351399,-0.4238142595274754,-0.7281760853773419,0.5436061493015981,-0.4562811247746952,0.22403165363546962,0.06687825777550312,-0.4121029418931885
obl:arg,-0.2625926593335029,-0.06777377703884808,0.40079694688782685,0.47658959063567724,0.0485201053971104,-0.1211920431831472,0.4787458750280424,-0.6052426017587823,-0.7910164287115368,0.479126004867222,-0.33237201056291543,-0.011097703448951755,0.7177740239471533,0.49450250093668957,0.7429386370185725,1.0,-0.37055476683765076,0.6544281827208649,0.00028851418924893886,-0.7025349332689471,0.24001505146626897,-0.7744809520468935,-0.5961329582494592,-0.6026296887257174,0.47161359604238756,0.025512579051934756,0.10859334106778246,-0.1982045049038893,0.3436200532444689,-0.20228203436569703,0.22998001172629842,-0.2663374163117233,-0.11383692070119276,-0.19025074215129611,-0.13300915220735113,0.1558434524463771,0.18612298566011545,0.027264900807700658,0.5913451222010747,0.5824311164652821,0.12967134499366917,-0.47357431372372133,-0.5620995166819466,0.6282799915255542,0.06411247376318505,-0.669708738577951,0.5150577442508836,-0.07003585136007609,0.540580843241497,-0.10102014040275646,0.007557990746273212
aux,-0.34726869513813635,0.2568503046679675,-0.44323000002195717,0.1747543657060199,-0.6131733403176041,0.6808578765698747,-0.8634228016549623,0.43478602702786506,0.5382057654016252,-1.7593365260261547e-05,0.08434470252433139,0.39736701154908116,-0.09530856689443439,-0.9641572594916853,-0.4477723629361659,-0.37055476683765076,1.0,0.07767334052133415,-0.3151226957943131,0.26897273019159385,0.2220967949516675,0.3541018630891018,0.5889376585428555,0.5070105149568463,-0.19999999999999996,0.8913537951343112,-0.6181771389079337,-0.3061269805887177,-0.7845692469048865,0.6690642786818634,-0.5649751927666666,-0.19223962928041,-0.576073268620595,-0.37177187389234684,-0.26163031035143647,-0.4614967416960834,0.2415272220152372,0.5284191537786165,-0.3161171873274106,-0.308689355404156,-0.3422519813681318,-0.12179458485370559,-0.38404835260246195,-0.7062534381170636,0.7303598339046655,0.8548279388425506,0.019570600325303413,-0.44194580476916745,0.051427638082664213,-0.45000194351128714,0.3616218503661856
flat,-0.3647015457297912,-0.30658031676928155,0.5933062651588707,0.5895956776030865,-0.16788984558728504,0.0990127039583415,0.346800165070821,-0.7704659915489899,-0.4499781736736317,0.6096470287420543,-0.04601034818811666,-0.34876109552103685,0.8025905106263572,-0.0774963350140665,0.6601705206370689,0.6544281827208649,0.07767334052133415,1.0,0.07076975748013706,-0.8075175267203889,0.29811808732153744,-0.7978084320725823,-0.624408728669538,-0.2772955593005473,-0.26161036627025375,0.33719741712133977,-0.3677126525087982,0.3081193194276658,-0.2214248422593757,0.047463829462801005,0.47166968908389095,-0.10962236347421583,0.04204598887457758,-0.29860481281198675,-0.21736366350104713,0.3808424003253398,0.4856563253684036,0.3404504558065058,0.8726338003218178,0.48337030236130824,0.29729477000016247,-0.20781776461824997,-0.5226042319364117,-0.03205672963640048,0.0390469635820231,-0.44371870524911705,0.879862052687621,-0.30204975131655243,0.5342642057613288,-0.5908289578343269,-0.22780521299972173
conj:expl,0.7001867561947587,-0.16613334957073714,-0.18069179460270168,-0.23677441372755975,-0.4521977609648376,0.2874042644820972,0.5502290257547695,0.04145637734647834,-0.587184050073156,0.1176028196066083,0.8741080969380162,-0.3971781946810945,0.4598637449869627,0.36957644809757134,0.6304893380208233,0.00028851418924893886,-0.3151226957943131,0.07076975748013706,1.0,-0.540786527751208,-0.7191490380564021,-0.09221234380067203,0.09294251615932224,0.5630217012887676,-0.315122695794313,-0.13802017767495758,0.4541175771939534,0.1692599588516743,0.4612859507675921,0.2830844900265599,0.09668178740697937,-0.5997056323865716,0.07611896782717217,0.09063124996346754,0.7775398379812686,0.8214868538242279,0.5386117592401528,0.3871271933531773,0.2829305679939473,0.2873580283932674,-0.42149584492004283,-0.4830144865643254,-0.09702038926520314,0.34755636286495717,-0.6207905075951168,-0.3158024061681699,-0.04694447037750336,-0.6236415532794398,-0.49003345091242095,0.5140657969700784,-0.3854325196321053
nsubj,-0.1849703366777777,0.45968420257753734,-0.4369143108884531,-0.5179684487488276,0.2464050921870488,-0.20708359309729313,-0.6453447324651966,0.6043370288353747,0.7935882164024094,-0.392120097904575,-0.2435194259217591,0.5280038921496184,-0.970766566802541,-0.32948453557631513,-0.962550136827741,-0.7025349332689471,0.26897273019159385,-0.8075175267203889,-0.540786527751208,1.0,0.23943215122227698,0.6724877367185828,0.5381873031269645,0.10054627544930668,0.20400102810523282,-0.11509046406836702,0.0526012009496769,-0.2146554425976252,-0.1514735509456613,-0.16874884877917098,-0.45054390096212327,0.4550267202595889,0.03515466525497781,0.3485575581526085,-0.34095216105964166,-0.744531159921574,-0.7098457095291761,-0.4782323038263047,-0.7953829868049223,-0.45450486409946433,-0.09166327689350713,0.48581234073743795,0.4296954219625078,-0.4390632765849072,0.3573472139981919,0.6365053532584277,-0.7282337544773031,0.4990231447406351,-0.3636378262321732,0.18651426708504007,0.4853305428353991
root,-0.9862642287201164,0.4863310123355523,0.2606071491835108,-0.06362864159101898,0.24019902024242606,-0.44451650164350576,-0.22890208274660825,-0.4000967540856294,0.21367276464239326,0.5922646122126389,-0.5444991193497116,0.47495385884203917,-0.2356748326119479,-0.260606560322012,-0.304713881302323,0.24001505146626897,0.2220967949516675,0.29811808732153744,-0.7191490380564021,0.23943215122227698,1.0,-0.4744770567189589,-0.28403541709108077,-0.5327447891713372,0.3031058863954159,0.11889780500623566,-0.0970861775559431,-0.0010802704765191407,-0.14785475303254345,-0.5090189150347503,0.025782436209969346,0.5116169604181424,0.24216645311153656,0.3572102696688782,-0.9915879036442693,-0.6275150939923438,-0.599413124719403,-0.5148231975638521,0.22823571407854892,0.4125625739311856,0.24875285194976043,0.28327309572343906,-0.29662534818678604,-0.4289849482094819,0.6306215774909932,-0.007800399188898345,0.10029874495834676,0.4508638470673419,0.1859714280674427,-0.33788012187804817,0.6264710543018704
advcl,0.46658800256915867,-0.016483035618362247,-0.5992638366003128,-0.15335782961007155,-0.09970261762666666,0.3820776088759447,-0.6280678734686479,0.8740366333844027,0.6481323296000396,-0.832078889117552,0.09221965172740308,0.15226027100534428,-0.5804509024240323,-0.36143605164221604,-0.6654136625701016,-0.7744809520468935,0.3541018630891018,-0.7978084320725823,-0.09221234380067203,0.6724877367185828,-0.4744770567189589,1.0,0.7525997526806354,0.5227079817135168,-0.09355453832279197,0.11743962538987442,-0.19007855438988358,-0.28995925113394033,-0.3248105786378753,0.46290778526358517,-0.5155272841706582,-0.050922662151257694,-0.39574429753921103,-0.23762264991896653,0.37237120755191677,-0.2989354331037876,-0.008824832354576293,0.19414844947028911,-0.9065236562800244,-0.846918143946032,-0.2620147076481649,0.16043087591218505,0.46267128550819303,-0.19322585170537432,0.061039767837796945,0.7623809118198838,-0.5476438909059006,-0.02594641320125582,-0.23860614116728565,0.14784693254123962,-0.02986478534705184
mark,0.21259541537469745,0.5058298091651113,-0.9595617276898651,-0.3820057198488256,-0.6284865945224132,0.6232119098105882,-0.7262385311584824,0.9578763649513223,0.35898403853648153,-0.3076534731781366,0.4134529895006417,0.5836106687367558,-0.40035349242032353,-0.4744317986235897,-0.4982516691088571,-0.5961329582494592,0.5889376585428555,-0.624408728669538,0.09294251615932224,0.5381873031269645,-0.28403541709108077,0.7525997526806354,1.0,0.7845363729020277,0.14090870818120324,0.466700445828865,0.06864004408051252,-0.6171885042348594,-0.14885438952929936,0.6217140458524739,-0.896108974561177,-0.4653731565333799,-0.590901306903219,-0.04406067991043031,0.23950474357888524,-0.3993898811341869,0.039650906057212054,0.3308932217118522,-0.793925242571009,-0.35813320625683115,-0.7999709505192358,-0.3419353516052554,-0.1539472124269205,-0.24159687030055235,0.4269976448973605,0.842031275077755,-0.7011501585841909,-0.4426236566709344,-0.5306424709027546,0.38590797050815856,0.45173272466132125
det,0.4482711733821831,0.17860809699144461,-0.7174175629840411,-0.32436454910913526,-0.7835694762320305,0.7173409694637224,-0.35779517336248035,0.6700900999380276,0.15452995838865796,-0.1345944462891748,0.8397685125139823,0.09368181056552483,-0.039723629831653,-0.45052484772139073,-0.11693875478770897,-0.6026296887257174,0.5070105149568463,-0.2772955593005473,0.5630217012887676,0.10054627544930668,-0.5327447891713372,0.5227079817135168,0.7845363729020277,1.0,-0.37642531011654345,0.43929443276523267,0.02806082027819666,-0.16190343518085068,-0.16852866831000948,0.7290304000502887,-0.5212752072495931,-0.5649281284349639,-0.3559465580359136,-0.06548283432288932,0.513753727104498,0.18504540686968488,0.4326488741606355,0.5883220361610321,-0.34436761062952725,-0.19896821459891628,-0.7172622167105,-0.3648808976143678,-0.1415559689009597,-0.3143909902929744,0.022089146685230404,0.5961800226345676,-0.37229796224596046,-0.7347497320832702,-0.6114547194485527,0.29363972718987746,0.04102109431916675
advcl:pred,-0.2920736707453199,0.6029569194216096,-0.34472734891325724,-0.14643141713475524,0.05759279286250489,-0.16775440520997956,-0.12042532399481835,0.20177728167543038,-0.3206292019744471,0.134415911904177,-0.4143239955433407,0.7376902894407495,-0.12385156201419426,0.38258329214857456,-0.02708402510872934,0.47161359604238756,-0.19999999999999996,-0.26161036627025375,-0.315122695794313,0.20400102810523282,0.3031058863954159,-0.09355453832279197,0.14090870818120324,-0.37642531011654345,1.0,-0.04702374961847713,0.4659381530920411,-0.7791182848336478,0.5092430556239261,-0.24575961827743573,-0.5089393060432253,-0.20748177285581093,-0.3191341472974242,0.17213593855921694,-0.26163031035143647,-0.5759625618193083,-0.44893568580654536,-0.3569915106364053,-0.3161171873274107,0.28629856165145595,-0.3422519813681318,-0.4119118414524095,-0.3840483526024619,0.5300334137986712,0.46723274948962346,-0.0712912217583382,-0.43178044289189327,0.19695725693479818,0.02349869039982982,0.44806910200331285,0.6558374821414799
csubj,-0.27791567722190547,0.1831418110617931,-0.406229023414838,0.4087146169284644,-0.7731797834306071,0.8337441413521511,-0.6732384353026752,0.3048948006741835,0.1271711849239756,0.13215766329023457,0.11275212464365647,0.35736931932625393,0.3174942444262951,-0.7690362030255258,-0.04118520824117543,0.025512579051934756,0.8913537951343112,0.33719741712133977,-0.13802017767495758,-0.11509046406836702,0.11889780500623566,0.11743962538987442,0.466700445828865,0.43929443276523267,-0.04702374961847713,1.0,-0.5724825952310997,-0.46842772697578244,-0.6398508334982724,0.789719143353061,-0.5623247829098064,-0.5183622721536525,-0.7728836530572896,-0.5699345067425983,-0.10719548060024414,-0.28168964583246375,0.5149643581764146,0.7429105914890362,-0.11420511681967861,-0.11490481622932268,-0.4408723674650881,-0.48992904078137445,-0.6816042690737382,-0.37063698617554675,0.7105256497428162,0.6325750997619358,0.22165100859365972,-0.6833643276752669,0.23150144704768807,-0.42662096216158335,0.29292437063942
xcomp,0.17368017580369238,0.5168844089324081,-0.2852285928302552,-0.7645060119015902,0.036287166525271634,-0.40843297834281905,0.46850255891024856,0.07371256161420468,-0.4967537768221683,0.31654358485553297,0.35853325211894693,0.2753386750659278,-0.16860440714133956,0.6941533214425103,0.19779335168064127,0.10859334106778246,-0.6181771389079337,-0.3677126525087982,0.4541175771939534,0.0526012009496769,-0.0970861775559431,-0.19007855438988358,0.06864004408051252,0.02806082027819666,0.4659381530920411,-0.5724825952310997,1.0,-0.14942818772262903,0.9526898804916912,-0.45938629257850455,-0.1207428961625679,-0.16649580393875396,0.35505901801793355,0.7588961450784315,0.14881222458951007,0.11899282552427613,-0.42948257456898004,-0.5088875200586505,-0.0016744105356837015,0.5830972253545591,-0.4211402984667358,-0.2662833328162119,-0.04693833064448902,0.46234821495936373,-0.2703195203146744,-0.4154694275503088,-0.6295593339075112,0.09042268768093585,-0.7004431746743985,0.9287910022823548,0.33000366657907865
obl,0.07831303103565002,-0.5616589502701952,0.7375275624021738,-0.006094095606659896,0.45677415316189074,-0.4645691353942324,0.5278253414338824,-0.6282247590751638,0.1467770562502743,0.08711770217343902,0.11457649451813169,-0.7882430813783013,0.02507019965645892,0.06946174650420324,0.1133268432074313,-0.1982045049038893,-0.3061269805887177,0.3081193194276658,0.1692599588516743,-0.2146554425976252,-0.0010802704765191407,-0.28995925113394033,-0.6171885042348594,-0.16190343518085068,-0.7791182848336478,-0.46842772697578244,-0.14942818772262903,1.0,-0.12257995304394124,-0.40015485056755257,0.8797049706702712,0.6006085576094884,0.8063407539977847,0.22425661971136476,-0.021067014232596954,0.5701289590088774,0.010763519069373544,-0.21563089543638597,0.5810455233492849,0.038158203618877624,0.690907897777102,0.6725153384151519,0.5483762872696503,-0.32750402445624316,-0.6513194447682875,-0.42792719089984144,0.4473143708223197,0.3094533973385177,0.014805634341495875,-0.33466613967517506,-0.6169435798063921
