,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,0.15137962094518723,-0.10767117461129397,-0.1851815564144658,-0.21022313822912123,0.13533448536007955,-0.17832427751480998,-0.33962392711603606,-0.2895118297239205,0.4245883804616016,0.2385925076783509,1.0,0.4188819267610663,0.025499338191719036,-0.296801353002717,-0.32508463074179267,0.26596611404801856,0.6468292543387644,0.2544352178443643,-0.025184366972971103,-0.12766687454917244,-0.33524842225208024,0.2294464109705869,0.06828452059731291,0.5522405153163562,0.12352832948310191,0.09465786725705917,-0.4057008842383368,0.43918747311984097,-0.19340178477853676,0.3731214465698494,-0.04895741687575129,-0.32993333257178814,0.4366251868128388,0.11426993310167032,-0.07569549781188836,-0.6714981041357099,-0.5071331491243044,0.1970259432357481,0.18728601587887467,0.1496501024046368,-0.15967859512519972,-0.26180884524258713,-0.3911174182593568,0.18796182790193838,0.2993983754190172,0.6120143511749968,0.21065260821686965,-0.334860481137045,-0.063124201622001
PRON,0.02839972302341459,0.015570456294038325,-0.8134544391985373,0.10599551936603638,-0.3882110891120735,-0.1657985977169184,-0.7003420768267271,0.05892741800940986,0.42386850633672696,0.3481074351043596,0.4188819267610663,1.0,0.34552539453652253,-0.26201781714591343,-0.22910117923039872,0.39201541102978377,0.7020066881344141,0.48673210892209184,0.0695333115285241,0.19090450732742836,0.010464992360019014,0.16416234794418946,0.36170756379051106,-0.08321219979761468,-0.20647132469041574,-0.17375534140341173,-0.635064430112249,0.38154107396006054,-0.19822060958546334,-0.5486331440328313,-0.075977543880753,-0.5853939970420312,-0.23632634403668817,-0.5026448475021785,-0.10916717644959427,-0.34778061696299184,-0.3183323973433441,0.29283466270402025,-0.5694565213530262,-0.4528161096544218,-0.033312435556380984,-0.6760000054333154,0.46235590473396104,0.7261321120489106,0.5891713387998571,-0.08169092094785668,0.16797322990964267,-0.40998661158971217,0.09219563223183774
NUM,-0.16920013087923402,0.2542399233756242,-0.2330163384503328,-0.45371681130127645,0.501543308477429,-0.03060388652062009,-0.7027482212363005,-0.027908330239695623,0.06859115015204167,-0.03186065809681729,0.025499338191719036,0.34552539453652253,1.0,0.5135980061392206,-0.054257332310925124,-0.01876426090163704,-0.02912243245746004,0.3086268433089008,0.2464220619250393,-0.047796168762593405,0.01478591716086269,0.26044450712451767,-0.19830364630742903,0.3923176542578325,-0.24283341155747892,-0.5555675778429934,-0.43012508390024534,-0.3070202992694238,-0.12822136646328372,-0.04336998823355033,-0.5172130913994691,-0.29251148159378365,-0.2339037959858501,-0.3373384322829157,0.4215935056462749,0.43182945903274056,0.21042788735220172,-0.04652729670244287,-0.057270854310825986,-0.19966429816790798,-0.08273301963675102,0.02044967998124207,0.0007158104987696472,0.19402333643794245,-0.29381121012617606,-0.375447329071205,-0.22089154602493047,0.25079704907026,0.2687990096550683
ADJ,0.12116736255941414,-0.015039928075219741,0.284835476850638,0.10313245757777464,0.5170156513801422,-0.18552998979041993,-0.11354797644340317,0.45394794830018137,-0.5496951391639014,-0.4764230167281663,-0.296801353002717,-0.26201781714591343,0.5135980061392206,1.0,0.6459110805308923,-0.07434494825547992,-0.38180834162397576,-0.35792422701713345,-0.12550593157926915,-0.07116046833139784,0.42997115682514,-0.25731134492573965,8.456425239210269e-05,0.3711767120335522,-0.15979826167101102,-0.5300295952254012,0.3014248977868351,-0.23519581020195685,-0.11499167671597613,0.2250671514896529,-0.32713948652295294,-0.10532629634041807,0.2556221632523528,0.20251879338677747,0.9119913356836516,0.5876431155667793,0.3250427967810616,-0.49140999465676455,0.26165218598450046,0.08326609243844997,0.0658814510358299,0.4660928211023437,0.01819659563382923,-0.6436314998222242,-0.795561041536105,-0.34268317445474633,0.07468759142940933,0.2518407539605973,-0.08204119708613153
advmod:emph,0.5796838384293138,-0.5548847881240927,0.31564735397610705,0.596317365932381,0.21422870963060126,0.2564996101513878,0.2800811491254986,0.6108416022414987,-0.7524647584121658,-0.5335698783129176,-0.32508463074179267,-0.22910117923039872,-0.054257332310925124,0.6459110805308923,1.0,-0.3092689898672981,-0.29875989193762337,-0.326693125007307,-0.6080670717816049,0.09008706129383695,0.5825462342738437,-0.5223636562937365,0.2864923040564933,-0.07667565818427852,-0.43481013986702843,-0.4008048115724222,0.4965335049600629,0.19443734521138709,0.4273756437254498,-0.002781892033674557,0.10834399995638207,0.04280462301698234,0.29327752433557747,0.06613540538354164,0.7408001980969726,0.5155597997277119,0.5573679098974192,-0.5978354244631009,-0.05833376835446331,0.09777817748610464,0.618877516702639,0.39868649008532403,0.23711387850565604,-0.6001013283751928,-0.34971554000092137,-0.3140058262007737,0.05794156229667127,-0.2334235716810487,-0.5963560718005672
obl:arg,-0.4413564321683532,0.5140104297196326,-0.4651042743073927,-0.05986495972996853,-0.4568327259204643,-0.7608430086271287,-0.3569859764037368,-0.29953066295886194,0.35804990228194417,0.6448427912523599,0.26596611404801856,0.39201541102978377,-0.01876426090163704,-0.07434494825547992,-0.3092689898672981,1.0,0.47254231909713484,-0.20235633616696985,0.46259591224831126,-0.24794354648642236,-0.45828458381858816,0.0968830777389459,0.3986013154044571,0.2894739618045512,0.43800088703339735,0.17418889511544255,-0.06383254694097198,0.4181391731838855,-0.6792323221691524,-0.29520134195713305,-0.030099763134516448,-0.482128713042423,0.307076432203517,-0.10179738903932438,-0.1605725065401525,-0.6897533357118334,-0.6954313202536568,0.6656585617245983,-0.10544010163343018,-0.010520563149189926,-0.4152954302777706,-0.6772189409176825,0.22630294464218687,0.09512311725934393,0.1218105518786467,-0.11512964482765088,0.22249107549597613,0.13478718689502375,0.5004360813913219
flat,0.31128925557813725,-0.25476977493312936,-0.3026783331234786,-0.07815837856328628,-0.27370512644508876,-0.4219640806894704,-0.3043531141151983,-0.15153516519086685,0.49615321701282933,0.2702395128698041,0.6468292543387644,0.7020066881344141,-0.02912243245746004,-0.38180834162397576,-0.29875989193762337,0.47254231909713484,1.0,0.5075209449911743,-0.22784472173268158,0.3954803070732937,-0.14518739935161293,0.32134250890169525,0.5606810176074168,0.02673215271347757,-0.16854743685802057,0.019971782782300038,-0.49817281618554593,0.7199070917186159,-0.4126363711888471,-0.015554209845939096,0.2964218750015993,-0.29676807111396464,0.06019092423239456,-0.21777921278474852,-0.13979536392636974,-0.6216671433202726,-0.6208123095577892,0.1885302568845676,-0.023819724136738094,0.22373385734093648,0.01580833384476677,-0.5701913215785559,0.03063777743829277,0.45282523123757784,0.49543852473422184,0.11998982619263175,-0.00032348346627418854,-0.10141685338272356,-0.20936729690952274
nsubj,0.2849318502138532,-0.3319571287161199,-0.13467955849050814,-0.4066717611783131,0.11681100250588704,0.20807725149794734,-0.18485270233410023,-0.1472767446239775,0.474414315487644,-0.14943443491988337,0.2544352178443643,0.48673210892209184,0.3086268433089008,-0.35792422701713345,-0.326693125007307,-0.20235633616696985,0.5075209449911743,1.0,-0.19919104835657486,0.4996578856906095,-0.13780750878521247,0.3849445336792886,0.19034536667118582,-0.11514923294321826,-0.28179875946952926,0.14292760064791335,-0.8109822836811512,0.13770689887112134,0.07431175404382973,-0.010408535897013535,0.4436773150923271,-0.178415682585693,-0.31937005172280597,-0.6227453959119745,-0.134638818521397,0.09098775019261093,-0.10741187833969162,-0.15510176991609737,-0.034229249113156085,0.10374446074494563,0.33224966820500307,-0.2155321830962285,-0.24893669562812892,0.7193482202835773,0.47485183638744155,-0.06625326724846661,-0.5294856975609966,-0.026194635348891045,-0.21788687477359886
root,-0.9869199490124666,0.9762017983336228,-0.5187345464439342,-0.3146276103968193,-0.2681155355232277,-0.21616399843485817,-0.5100423681146032,-0.3727515900045868,0.5456191747437641,0.5762867957069787,-0.025184366972971103,0.0695333115285241,0.2464220619250393,-0.12550593157926915,-0.6080670717816049,0.46259591224831126,-0.22784472173268158,-0.19919104835657486,1.0,-0.38619370472244996,-0.49938796385035833,-0.06774618369700423,-0.5337998971623438,0.1896203777257656,0.5386570435653196,0.2023161930523884,-0.25649893918746103,-0.4221680815020697,-0.3173131931824705,-0.2930391891072416,-0.3799833814232753,-0.16057615656546903,0.02133828986418949,-0.1303003846826967,-0.41195302376618215,-0.2814768355573428,-0.34494024147718666,0.6889535329235875,-0.04276423119822496,-0.4483913392150563,-0.7067226967976371,-0.44878291857945474,0.11024444146390465,0.29504138501278593,0.09804039585686826,0.07256358080620871,0.15003291606221808,0.10388445088591226,0.994476614096412
advcl,0.3965367831530639,-0.4053957668460851,0.05820849928171536,0.17235827156424519,-0.22058430152672082,0.045464874630201046,-0.02205431545564668,0.3849515607524947,0.316350895500458,-0.37196368330165713,-0.12766687454917244,0.19090450732742836,-0.047796168762593405,-0.07116046833139784,0.09008706129383695,-0.24794354648642236,0.3954803070732937,0.4996578856906095,-0.38619370472244996,1.0,0.46382253950724206,-0.2370153406333194,0.12122338051177563,-0.6087857555697226,-0.5935970576560112,-0.16550253074355298,-0.42572901759779475,0.20535818999971903,-0.015811419556428605,0.01343531411328867,0.5117694374507185,0.33727809191973723,-0.1809418927663831,-0.24184603640386176,0.09699915756914179,0.16061890842050944,-0.13000976447850146,-0.4295738478964953,0.24404743563630035,0.16540156803751827,0.2269444163989847,-0.1669691095540285,0.18958215267828268,0.31774163682816886,0.32388111079283954,-0.06301897370386693,-0.20684103905878196,-0.014305691183065662,-0.36098862051591085
mark,0.46686843288369,-0.42289401160488993,0.060933894962524764,0.6911710452583365,-0.05564448796479932,0.05764292116810716,0.08229639034654206,0.9258806165636836,-0.4592313290925644,-0.6778747691551444,-0.33524842225208024,0.010464992360019014,0.01478591716086269,0.42997115682514,0.5825462342738437,-0.45828458381858816,-0.14518739935161293,-0.13780750878521247,-0.49938796385035833,0.46382253950724206,1.0,-0.3915689624046725,0.07205591843082645,-0.4399063564814031,-0.4170493283639258,-0.39944349658295103,0.16676410890518661,-0.21190261031690347,0.06668717615792802,-0.033381106198626914,-0.09719870244205665,0.07992096275991262,-0.2312556260877909,0.3248962049302028,0.5397120233319506,0.47579602594979986,0.27969794809432863,-0.7351799808930718,-0.0741748645064892,-0.2955848260840363,0.09069113935099932,0.4082586149653888,0.4108181656802992,-0.21150388462959116,-0.23185221358218838,0.030046339910456295,0.4422631039196526,-0.28426422657195144,-0.44813305250032737
det,0.07434150591487419,-0.03794678352543212,0.1382852220053566,-0.6728362952543598,0.3313503384615339,-0.23087844457434253,0.03110674557391701,-0.5608768420088682,0.022651214823555924,0.22621409113418242,0.2294464109705869,0.16416234794418946,0.26044450712451767,-0.25731134492573965,-0.5223636562937365,0.0968830777389459,0.32134250890169525,0.3849445336792886,-0.06774618369700423,-0.2370153406333194,-0.3915689624046725,1.0,0.24704240708742806,0.2985785109113944,0.12643708636883993,0.05674094518480484,-0.09795797902487109,0.0060632770254195265,-0.29612592799766313,0.18766774218035331,-0.17924538967209985,-0.140343618555493,-0.47950319238613986,-0.005938331085935214,-0.2643668802452503,-0.09610969413093716,-0.06172841749948315,0.20264986467185128,-0.08885879969754154,0.2922005858266244,-0.06791965300934724,0.1208052829863263,-0.39432096122628485,0.2048770418681824,-0.13346566802525262,-0.13723530716821153,-0.34270136331713696,0.5324539555686604,-0.055537242597071
advcl:pred,0.5297704349772754,-0.4898310952545571,-0.01690162757945117,0.24882974553840986,-0.20888484964534526,-0.4056153848141722,0.24469155678997595,0.14622203708235038,-0.25706262677485303,-0.064604935482872,0.06828452059731291,0.36170756379051106,-0.19830364630742903,8.456425239210269e-05,0.2864923040564933,0.3986013154044571,0.5606810176074168,0.19034536667118582,-0.5337998971623438,0.12122338051177563,0.07205591843082645,0.24704240708742806,1.0,-0.03051844701319161,-0.028112657935010405,0.14133524004970602,0.09980034346203694,0.6395041616088254,-0.25903066428268096,-0.19335693675453725,0.4554405199813783,-0.47458460554015397,0.03739867147588084,-0.1725424027736033,0.20761077078685378,-0.17755056037020855,-0.21049139718078447,-0.11332133328209729,-0.2782409508579776,0.2671874278664678,0.41204826053608773,-0.1565374899394165,0.13842384022557327,-0.02307592840462873,0.06609548546312025,-0.33400372962705205,-0.042847979692181196,0.006362885942784543,-0.48963834839670317
csubj,-0.11098498787742749,0.1905021459662144,0.16130342686503513,-0.4826277337679191,0.6310942123758618,-0.31433541942366355,-0.20404435726703093,-0.3422972616275455,-0.05062132285486629,0.06187782308533445,0.5522405153163562,-0.08321219979761468,0.3923176542578325,0.3711767120335522,-0.07667565818427852,0.2894739618045512,0.02673215271347757,-0.11514923294321826,0.1896203777257656,-0.6087857555697226,-0.4399063564814031,0.2985785109113944,-0.03051844701319161,1.0,0.41117300906856874,0.014798930652645865,-0.0008054722871834322,-0.0055481365182806506,-0.29037985953542217,0.5259053383704188,-0.3280677061722914,-0.42204715614144767,0.5408896161599932,0.22721522703078653,0.36017790409726264,-0.1687601474375992,-0.18312347512665525,0.08946699181549557,0.35885186076217,0.2806237395969704,-0.1951898027018202,0.198057666570184,-0.6140160887604201,-0.36420021169636424,-0.47659807457301945,0.19861496394873537,0.028386589185502843,0.18911614580047068,0.1704116753924799
xcomp,-0.5540170569065964,0.5317358772461271,-0.10234303791932937,-0.12390595905792884,-0.15935962159685613,-0.4687485802763063,0.17703173931386135,-0.19242200076212293,0.13914570195164144,0.15307177529023466,0.12352832948310191,-0.20647132469041574,-0.24283341155747892,-0.15979826167101102,-0.43481013986702843,0.43800088703339735,-0.16854743685802057,-0.28179875946952926,0.5386570435653196,-0.5935970576560112,-0.4170493283639258,0.12643708636883993,-0.028112657935010405,0.41117300906856874,1.0,0.7590249470768898,0.08223821469235088,-0.33493998902579675,-0.4914080098192809,0.10137572497157674,-0.024159484104395473,-0.45314624871400433,0.2591790748730237,0.34010967520463603,-0.25311728811964607,-0.4066349314231264,-0.5313219182359327,0.30446342366545964,0.11614558287842443,-0.13913440846903113,-0.5886137241980666,0.012004775505318714,-0.33610802194624984,-0.09733699005321365,-0.16379347271156458,0.40603539074085393,0.36982967769791875,0.050102889833377566,0.5359374213216991
obl,-0.2169772851477937,0.10868633214880306,0.007967080146922354,-0.050559736623894444,-0.30907525217019816,-0.14085258248833976,0.4668322375310272,-0.1737559436265703,0.28560874350635646,-0.016347329216966678,0.09465786725705917,-0.17375534140341173,-0.5555675778429934,-0.5300295952254012,-0.4008048115724222,0.17418889511544255,0.019971782782300038,0.14292760064791335,0.2023161930523884,-0.16550253074355298,-0.39944349658295103,0.05674094518480484,0.14133524004970602,0.014798930652645865,0.7590249470768898,1.0,-0.12469719202601899,-0.09130642037120594,-0.1755208125662347,0.06366935892093553,0.5633719250866832,-0.26952903946786283,0.18749501196995244,0.03845103804847357,-0.4511927829250015,-0.3764238930172962,-0.49421186485791707,0.12580022422098516,0.11251294894283972,0.03849055091009374,-0.1579096879882878,-0.07889321824698597,-0.39618830496316776,0.17561024147939022,0.26215010076927353,0.4153194863338389,0.05323544849789598,-0.11770152232754132,0.17241157193286683
nmod,0.13567229858625668,-0.1147517950445339,0.5051155638922753,0.32292452317319853,0.08870223698880086,-0.01936019495619697,0.598166522038777,0.07650636039648348,-0.7890521538249705,-0.044871216767441144,-0.4057008842383368,-0.635064430112249,-0.43012508390024534,0.3014248977868351,0.4965335049600629,-0.06383254694097198,-0.49817281618554593,-0.8109822836811512,-0.25649893918746103,-0.42572901759779475,0.16676410890518661,-0.09795797902487109,0.09980034346203694,-0.0008054722871834322,0.08223821469235088,-0.12469719202601899,1.0,-0.0009060279513818215,0.15172530748635907,0.11124887687283243,-0.19998751483336247,0.32602195442986703,0.11317386774344844,0.5582273986057716,0.15595731936317944,0.14604027875057854,0.4065143195850661,-0.07470401768882534,-0.01963581099072058,0.22582453512189968,0.11311466359861538,0.49271378162418944,0.08406598775782759,-0.8142482295736501,-0.5515423053140261,-0.1672845078237219,0.17264242771293323,0.21371269711151236,-0.24161831482393473
advcl:cmpr,0.4626933034992938,-0.4356048295371174,-0.054962510293575566,0.14441120081295863,-0.23179824661475673,-0.12393212755107111,-0.003540475029043529,-0.2038785080464469,0.104360442324869,0.33148520770630346,0.43918747311984097,0.38154107396006054,-0.3070202992694238,-0.23519581020195685,0.19443734521138709,0.4181391731838855,0.7199070917186159,0.13770689887112134,-0.4221680815020697,0.20535818999971903,-0.21190261031690347,0.0060632770254195265,0.6395041616088254,-0.0055481365182806506,-0.33493998902579675,-0.09130642037120594,-0.0009060279513818215,1.0,0.03647363377297968,-0.08873282648150083,0.4213498534117536,-0.06130787511188595,0.36618410053840444,-0.2706373680831845,-0.032847910829842175,-0.514145440312966,-0.233406531813385,0.2194050448972691,-0.0959615668901485,0.4305628222824894,0.45671082542815467,-0.4975196669151596,0.13413228430197027,0.04305425750525589,0.4254673490896503,-0.13652221267301376,-0.1592934395438635,-0.1664485060282097,-0.42932577955400114
cc,0.3091901676971032,-0.4178132737464138,0.1648239242751495,0.17006531443788364,0.192442532824495,0.967470410639916,0.2299891873517669,0.000657350639841284,-0.30367132376890826,-0.1310805778576731,-0.19340178477853676,-0.19822060958546334,-0.12822136646328372,-0.11499167671597613,0.4273756437254498,-0.6792323221691524,-0.4126363711888471,0.07431175404382973,-0.3173131931824705,-0.015811419556428605,0.06668717615792802,-0.29612592799766313,-0.25903066428268096,-0.29037985953542217,-0.4914080098192809,-0.1755208125662347,0.15172530748635907,0.03647363377297968,1.0,-0.14097334853654464,0.1227033094954795,0.38608105909532525,-0.060557758865915454,-0.31628037012208843,-0.058168291362559285,0.4228109532149221,0.7821046548109669,-0.16994069429509104,-0.2780741761274497,-0.060416564674210325,0.6994880586939848,0.1993646052744691,0.05830321302406886,0.002884310587305722,0.2568174844311232,-0.13356515711777983,-0.35027033277507347,-0.3920120000886746,-0.3877467185314088
