,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,punct
PROPN,0.11148218016579468,0.3127871514756222,-0.9334340621487213,0.03575739055808472,-0.9725010185927617,-0.1918768154136416,0.16211413376485237,-0.4704445772453768,0.2842585358516476,0.04454679987055511,1.0,0.4272582734577969,0.4292816639947064,0.26589706377593336,-0.844238115788948,-0.8967745892535081,0.014359534491512596,0.48171392714480726,0.05071868675378829,-0.09888390251049184,-0.3518488055203399,-0.5703443983627594,-0.8463158034346293,-0.9316640176510094,0.7633212292394932,0.8854830767272903,0.03228362121556713,0.30671795564451226,0.12240118410190093,-0.015507737270959695,0.9656994421231282,-0.5184499406284814,0.014359534491512596,-0.05323045092573995,0.1324197716918426,0.6524029225434613,0.7864684628020844,-0.23578491832742432,-0.33664580187219983,0.7071995746492088,-0.23164784479846806,-0.6053479900950505,0.7957666306404438,0.2010000801907147,-0.8442223770578027,0.9411175241500002,-0.6785617806896083,0.011641741288602384
PRON,-0.6619914240633373,0.7759161827113421,-0.7135719602989655,-0.8880789591536197,-0.36380463145480074,0.8032359524989217,-0.671020848411122,0.5691055898717884,0.29840531004732385,0.23973638351200466,0.4272582734577969,1.0,0.931853599048769,-0.45919958256198706,-0.4700977176839438,-0.6467997642117493,-0.03669413119394212,-0.331210599982624,0.714744659087118,0.6931676882888262,-0.8423863010021112,0.4303579688531269,-0.7331394337442562,-0.1143963083036244,0.013813300659042162,0.6399677302553267,-0.6121830019118469,0.9904456503196049,0.4958424691525177,-0.40378153843294073,0.2982657763105473,-0.8167430129983134,-0.03669413119394212,-0.7997440174942844,0.8402406683737385,-0.12059256567106995,-0.11207460569577889,0.31612188379360395,0.10945037318005571,0.5700973977523331,0.034705612012781016,-0.8169734824093902,0.15444333648858105,0.9627728912296966,-0.734429605312242,0.5510256511616636,-0.9144391710714956,0.6972417772687792
NUM,-0.8220255140058338,0.9500594715162789,-0.6575944804400149,-0.8192389022633085,-0.45168409512456464,0.7525653359640804,-0.4092712488128347,0.41984770150386863,-0.054962014783957215,-0.12870542921496064,0.4292816639947064,0.931853599048769,1.0,-0.14786571648790878,-0.27397832238638753,-0.746567286065222,-0.39380270876256057,-0.052172547837870696,0.8875597444358929,0.8379350568578812,-0.9792859511468562,0.2477450674964063,-0.8259073655998601,-0.07405306526968282,-0.15545410677821073,0.7509891495893938,-0.29890792400703514,0.9007228271585372,0.1470201159468799,-0.6947184808334169,0.39178680611612615,-0.9646462522120486,-0.39380270876256057,-0.5505727146614875,0.9480221176049193,-0.3080072002114328,0.06046731841824497,-0.0285391189018306,-0.23732675407107123,0.3170539676065624,-0.32433797073639065,-0.5896710132050487,-0.034079782462534264,0.8394431050623489,-0.5813430741620517,0.6469965435456488,-0.7728384929040971,0.8711167056188871
ADJ,0.08400358858573546,0.09121846351452319,0.035309156743302206,0.6274324487058446,-0.45885481769551045,-0.622128749508614,0.9619979041560154,-0.8322712846784783,-0.7303507661829068,-0.8466643306853782,0.26589706377593336,-0.45919958256198706,-0.14786571648790878,1.0,0.23154416097477684,-0.29552244012483847,-0.6918608035950745,0.9725451792150406,-0.007039282529126068,-0.12510930092915698,-9.809328172223245e-05,-0.8745239227632599,-0.21094728613252314,-0.3133778522423207,0.025171786190248218,0.3162701842507197,0.9709666847983688,-0.5564332544383859,-0.9051203473112194,-0.37845842166154076,0.5016742887769078,-0.11725789034559293,-0.6918608035950745,0.8998046523756169,-0.1645626573418581,0.005821778903097404,0.7908994092499406,-0.9763663242203116,-0.9201877611806956,-0.46610718203458734,-0.8538728554051074,0.5951637766982198,-0.0723686832341295,-0.6610053637906763,0.28532078103736963,0.36040013247217956,0.4387342871342552,-0.01471029680119749
advmod:emph,-0.3174240392611657,-0.02081206351329995,0.8753981111938505,0.07986269820966914,0.6962220717445512,0.07887477432456254,0.24976077976133643,0.17370851944686197,-0.7537145361982596,-0.5729462064920924,-0.844238115788948,-0.4700977176839438,-0.27397832238638753,0.23154416097477684,1.0,0.6185994325858729,-0.5278851445510586,0.0016047800205325933,0.19868420674728762,0.2843782935354086,0.10832832059416445,0.21125470313950928,0.5872421029352617,0.8442485293616337,-0.8876658217335746,-0.5927417519292082,0.4328853686922634,-0.39966476859097566,-0.6131654998684093,-0.4027529194674979,-0.6815669092937923,0.23241955791428034,-0.5278851445510586,0.41444249910461795,0.03439232123513809,-0.8189078992114823,-0.4115670406289337,-0.30339361144411003,-0.219079961734983,-0.9680614006193375,-0.324353327390313,0.8479871726463508,-0.9444812034717096,-0.3588917621595371,0.9408937774134843,-0.6603019517991234,0.7869030912199931,0.23333033317683452
obl:arg,0.33176052268296236,-0.6974839515201579,0.9097603269092803,0.26619226509817046,0.9305769146629552,-0.13595953713986816,-0.08991474235927642,0.25025320937442413,0.00037659818088649585,0.21127346214491743,-0.8967745892535081,-0.6467997642117493,-0.746567286065222,-0.29552244012483847,0.6185994325858729,1.0,0.33334040956630157,-0.4732240964682918,-0.4820678650796972,-0.3392932378200591,0.7180513972370497,0.40884403264247265,0.9915872229650361,0.6830289250937431,-0.40211259923799914,-0.9994609639394985,-0.06696353385277601,-0.5358381087020614,0.03431722352462849,0.44093751391715147,-0.9046158282650241,0.838523369372714,0.33334040956630157,0.1290867119184485,-0.5315233680670619,-0.25129653181883915,-0.6834230718445437,0.3617085868572132,0.5194016419849052,-0.5069807715328262,0.48461985123806944,0.5557980181675185,-0.46415201526665417,-0.41726792553609393,0.7640538413374024,-0.9902611498297305,0.7267791567103727,-0.44775104195003496
aux,0.647584743567794,-0.6588826921166261,-0.08344598308001128,0.06857048062661472,0.20881808133809954,-0.11674265265489038,-0.5089503988553818,0.183213336867757,0.9322184649877511,0.956613539293209,0.014359534491512596,-0.03669413119394212,-0.39380270876256057,-0.6918608035950745,-0.5278851445510586,0.33334040956630157,1.0,-0.608477446487807,-0.6749597613800811,-0.612490783548535,0.5693468351232195,0.30091144151202825,0.3458335105736482,-0.21122931273943799,0.572560526713698,-0.3641109771306972,-0.6866922954163245,0.008573201262347773,0.8402191967370315,0.9177066725136467,-0.20665101924771853,0.5687732013477537,1.0,-0.4679715819339401,-0.5193929475581511,0.6453997444146895,-0.33333333333333337,0.8291917068648167,0.8797870980113935,0.6372365250623887,0.9499890896043733,-0.4810206278670023,0.5902187728341377,0.09439209226887102,-0.33333333333333337,-0.2891659993478311,-0.22658232227683794,-0.6784395362484761
flat,0.12714498886966855,0.1349708613056973,-0.1870452859706018,0.597317043295954,-0.6479021865220399,-0.6303616509269261,0.9192791611834118,-0.8811247903844841,-0.5840521855714017,-0.7477031874700776,0.48171392714480726,-0.331210599982624,-0.052172547837870696,0.9725451792150406,0.0016047800205325933,-0.4732240964682918,-0.608477446487807,1.0,-0.018417183329279937,-0.16141603878401511,-0.06200239116917473,-0.939744885242003,-0.3819780979922981,-0.5171018642542319,0.2211452153174151,0.4889174718587861,0.8912394382558647,-0.4485710601164776,-0.7883200053684342,-0.3253010391886961,0.6864286034846806,-0.21031192827881573,-0.608477446487807,0.8124751908579546,-0.14123618373163568,0.1798033385580075,0.9107020893775015,-0.938636229375341,-0.907804388651074,-0.24895083391460499,-0.8189226671014556,0.3987708434334669,0.13811856777374748,-0.5679244384634096,0.058697553760733344,0.5457412537489157,0.24440043486381788,-0.0348008446503474
nsubj,-0.9862094902093212,0.964034930513881,-0.2587436732982898,-0.7773813374490092,-0.15001432501258669,0.7841314729054321,-0.26686668444269257,0.4814532106796807,-0.4363804214773429,-0.43075630842558726,0.05071868675378829,0.714744659087118,0.8875597444358929,-0.007039282529126068,0.19868420674728762,-0.4820678650796972,-0.6749597613800811,-0.018417183329279937,1.0,0.9854739375312185,-0.9495227950142087,0.32180659549053753,-0.5749099957551498,0.31053810727735853,-0.5755538746626189,0.49947875473854547,-0.06764541348998196,0.7126641885441658,-0.17003548323448878,-0.9125204265096619,0.09721790610043801,-0.8802967954341322,-0.6749597613800811,-0.3359320100413483,0.9789491702344398,-0.6997399248634653,-0.10409753538851162,-0.20615760673826547,-0.37782648802799973,-0.14788160544411902,-0.5139217252537654,-0.18259874562292253,-0.4817049962730335,0.6655705678938106,-0.14125436808897088,0.3629988188772472,-0.4039589055922568,0.9992317035808504
root,-0.9988545301347638,0.9083181632256073,-0.14120078174584966,-0.8281337607416518,0.013260419923570532,0.8541591700402648,-0.36631862942920784,0.607153869283545,-0.40693430285536386,-0.36116388582551356,-0.09888390251049184,0.6931676882888262,0.8379350568578812,-0.12510930092915698,0.2843782935354086,-0.3392932378200591,-0.612490783548535,-0.16141603878401511,0.9854739375312185,1.0,-0.8966768793580011,0.46512125108233116,-0.44486329800602287,0.4523504027781552,-0.6693955354733107,0.35623156922097654,-0.15313594407479117,0.7145892664250375,-0.10763863034565316,-0.8706652084045491,-0.06835166427769611,-0.7970498715565716,-0.612490783548535,-0.4022457496135409,0.9675550291678718,-0.7768136221582592,-0.2696286733834644,-0.09204518079891354,-0.2541852557245029,-0.1968468953217082,-0.4080011225923379,-0.15456332184803528,-0.5722374357440355,0.6901305466370113,-0.05714775027247984,0.21016245765241495,-0.3515132808077524,0.9903114745593915
advcl,0.8899705860796672,-0.9935172952522462,0.5482183178896333,0.7633845313755105,0.4200442747335713,-0.7183873567734335,0.27294953480772705,-0.3622020599308699,0.2558701135094493,0.3194272838214404,-0.3518488055203399,-0.8423863010021112,-0.9792859511468562,-9.809328172223245e-05,0.10832832059416445,0.7180513972370497,0.5693468351232195,-0.06200239116917473,-0.9495227950142087,-0.8966768793580011,1.0,-0.1841715937478658,0.7949437990311747,-0.011062059254481537,0.289972872292564,-0.7289476301059883,0.1302075767468046,-0.8089478513651557,0.04628060917045798,0.8256518250434077,-0.3651745546851193,0.9803638821275905,0.5693468351232195,0.4025385544832534,-0.9691119060722966,0.44036033905840966,-0.09593347744491557,0.19096912319739107,0.38839456341801876,-0.12980707258375476,0.4863872870348081,0.4150940139370311,0.18409289106263432,-0.7389539337254366,0.42959437134751466,-0.6162867055810705,0.6328423462895744,-0.9366877719354971
mark,-0.4385173295171056,0.1337824114396829,0.242965976753823,-0.758115613048003,0.6751482371580311,0.8160138725939018,-0.8927925537217686,0.9828400568975157,0.3074369132992084,0.49063244735641676,-0.5703443983627594,0.4303579688531269,0.2477450674964063,-0.8745239227632599,0.21125470313950928,0.40884403264247265,0.30091144151202825,-0.939744885242003,0.32180659549053753,0.46512125108233116,-0.1841715937478658,1.0,0.29320694579057704,0.7020906982033427,-0.5046365760389873,-0.41466368935553233,-0.7831452553024688,0.5506815379085762,0.593435346427831,-0.008894043080436764,-0.7232650153607256,-0.00693344658192219,0.30091144151202825,-0.7856943459777534,0.40485024713333745,-0.48900017202936974,-0.9451387959761376,0.7732089505702355,0.7108632324002166,0.038942460128651574,0.5739090632977999,-0.2883038538641831,-0.41038433905592087,0.6558745294310712,0.055670576438141446,-0.5157723669448573,-0.21410645913022738,0.34240624371971023
det,0.4347839948915889,-0.7703380345674102,0.9036756310333964,0.38736131795932216,0.8760633497731614,-0.26289924983827545,0.012606551155119246,0.12627752123204972,-0.00289024963631321,0.1903210278552039,-0.8463158034346293,-0.7331394337442562,-0.8259073655998601,-0.21094728613252314,0.5872421029352617,0.9915872229650361,0.3458335105736482,-0.3819780979922981,-0.5749099957551498,-0.44486329800602287,0.7949437990311747,0.29320694579057704,1.0,0.5974544285629784,-0.3190292043901826,-0.9915412308458881,0.01287708480057905,-0.6334953293451892,-0.012769431450539727,0.498076865853774,-0.8421845345655997,0.8942712024271873,0.3458335105736482,0.22584657383508885,-0.631224531223907,-0.16189611806737958,-0.58684891822137,0.3000256006098021,0.47448715193079266,-0.5027326214735852,0.46117341701604314,0.5958747504316093,-0.396017907954189,-0.5220278960227156,0.7686961988306177,-0.9642384689146306,0.7734425495571852,-0.5424765888705259
csubj,-0.4617893934406182,0.046979760043998994,0.7762969703711459,-0.35059126368574034,0.8826224612038167,0.49834715556599063,-0.3070207421961021,0.6632833651061141,-0.3753849527305486,-0.14239931977842374,-0.9316640176510094,-0.1143963083036244,-0.07405306526968282,-0.3133778522423207,0.8442485293616337,0.6830289250937431,-0.21122931273943799,-0.5171018642542319,0.31053810727735853,0.4523504027781552,-0.011062059254481537,0.7020906982033427,0.5974544285629784,1.0,-0.9195554104643225,-0.667571653571999,-0.11523171639959681,0.0034386103186622554,-0.11819010711397322,-0.2879359392659822,-0.8978334729283902,0.1764894292750676,-0.21122931273943799,-0.12686406444705356,0.23666309121253196,-0.8592294347508377,-0.8206958324282109,0.2075956351081688,0.23682600387162656,-0.6834997888849752,0.08604688272554673,0.46224185109291477,-0.910165926297743,0.09181440473107227,0.7193576423289979,-0.7710347195485329,0.46125525181105914,0.34720782296914754
xcomp,0.6889784264188976,-0.3508268911473912,-0.639549306485166,0.3837671465240918,-0.6388371629446681,-0.5216296775916702,0.10593325823421815,-0.5274480751667253,0.6617360058497547,0.47851149791253916,0.7633212292394932,0.013813300659042162,-0.15545410677821073,0.025171786190248218,-0.8876658217335746,-0.40211259923799914,0.572560526713698,0.2211452153174151,-0.5755538746626189,-0.6693955354733107,0.289972872292564,-0.5046365760389873,-0.3190292043901826,-0.9195554104643225,1.0,0.37747330900372855,-0.1296998133572486,-0.06733517896591566,0.39495071931425174,0.6302471697813001,0.6570196210472689,0.129575748207504,0.572560526713698,-0.021379313660780715,-0.46081882607822927,0.9867702115023751,0.5703362252557974,0.12775402827891993,0.13702410401355006,0.7878689656591162,0.29699035493658704,-0.5229051824857357,0.9893595786098796,-0.10647934079589891,-0.6878912244393074,0.5003027439234402,-0.4157548985119926,-0.606692201382067
obl,-0.350021005076032,0.7117632685518755,-0.8957831289862707,-0.26501554988915055,-0.9266655696776057,0.13803361188028682,0.10683832586268768,-0.25392380550945554,-0.032882804081550976,-0.24210806604885798,0.8854830767272903,0.6399677302553267,0.7509891495893938,0.3162701842507197,-0.5927417519292082,-0.9994609639394985,-0.3641109771306972,0.4889174718587861,0.49947875473854547,0.35623156922097654,-0.7289476301059883,-0.41466368935553233,-0.9915412308458881,-0.667571653571999,0.37747330900372855,1.0,0.0903030658447761,0.528749435951803,-0.0633196040010555,-0.4674085034944943,0.9009664160150401,-0.8479884130730087,-0.3641109771306972,-0.11093906869075214,0.5428894781209525,0.22597206397690744,0.6869767611557185,-0.3863767632841719,-0.5438677022688252,0.47859788695645056,-0.5118998356433921,-0.5321482525452902,0.4381011971661642,0.4086127514993723,-0.7431107676667317,0.9883477427739049,-0.7098996666184371,0.46569631536520006
nmod,0.10761796367838226,-0.027250679633522536,0.2733470692728752,0.677956066858548,-0.23373167493468905,-0.6352705252731959,0.9691132631515572,-0.7711352029498899,-0.8028757223491217,-0.8658617796575889,0.03228362121556713,-0.6121830019118469,-0.29890792400703514,0.9709666847983688,0.4328853686922634,-0.06696353385277601,-0.6866922954163245,0.8912394382558647,-0.06764541348998196,-0.15313594407479117,0.1302075767468046,-0.7831452553024688,0.01287708480057905,-0.11523171639959681,-0.1296998133572486,0.0903030658447761,1.0,-0.683702317545982,-0.9576088539861042,-0.34384336211652666,0.2822081193819356,0.04570980762404236,-0.6866922954163245,0.9598579203454355,-0.24923221432132125,-0.11707614688382986,0.6341988387084877,-0.9434840842471124,-0.8528532924864806,-0.6450590683987845,-0.802928636274035,0.7700125931634801,-0.24292833299484706,-0.7642077415311249,0.5048912082298643,0.12915978708242296,0.6364412025804892,-0.06615207136827744
cc,-0.6818195555435718,0.7401151448671306,-0.6214747240794878,-0.9377227705871831,-0.23280528756451588,0.8684555972446356,-0.7556773787969009,0.6766897357121411,0.3194510880285257,0.2934080078129542,0.30671795564451226,0.9904456503196049,0.9007228271585372,-0.5564332544383859,-0.39966476859097566,-0.5358381087020614,0.008573201262347773,-0.4485710601164776,0.7126641885441658,0.7145892664250375,-0.8089478513651557,0.5506815379085762,-0.6334953293451892,0.0034386103186622554,-0.06733517896591566,0.528749435951803,-0.683702317545982,1.0,0.5463451195698932,-0.3780491086989521,0.1648221430898348,-0.7579139530437324,0.008573201262347773,-0.8582483184658845,0.8408087585683861,-0.18939018878694275,-0.24802377120843164,0.40807205091549054,0.20730830211464277,0.5302187365159589,0.1168482026587013,-0.7973919694365238,0.07706438257439795,0.9903207115433523,-0.6686514507140419,0.4306827389451597,-0.8769997721372219,0.6996842227227903
nsubj:pass,0.15450203446468538,-0.15718372427633787,-0.3597872050594576,-0.4678771267271986,0.10380301052882045,0.3984289755736154,-0.8569884890615537,0.5592264569392923,0.9405569250959773,0.9609807905234408,0.12240118410190093,0.4958424691525177,0.1470201159468799,-0.9051203473112194,-0.6131654998684093,0.03431722352462849,0.8402191967370315,-0.7883200053684342,-0.17003548323448878,-0.10763863034565316,0.04628060917045798,0.593435346427831,-0.012769431450539727,-0.11819010711397322,0.39495071931425174,-0.0633196040010555,-0.9576088539861042,0.5463451195698932,1.0,0.5575549666592909,-0.1394982389279342,0.08437850203975207,0.8402191967370315,-0.866860919372294,0.026585614780207666,0.3945175212019949,-0.4648474275918298,0.935389301341813,0.8718399903662349,0.7857559672666139,0.8737201631041974,-0.8103195982860814,0.4882940084397288,0.6191334383170707,-0.6004993541285071,-0.05871973833229212,-0.6374916220594739,-0.17781408584478078
discourse,0.8905516512322937,-0.8832232260606903,0.08957627946839451,0.4569785189259297,0.1927510453716272,-0.48790537280246815,-0.1375351929043238,-0.15972834368458574,0.7526532596089286,0.762211041487108,-0.015507737270959695,-0.40378153843294073,-0.6947184808334169,-0.37845842166154076,-0.4027529194674979,0.44093751391715147,0.9177066725136467,-0.3253010391886961,-0.9125204265096619,-0.8706652084045491,0.8256518250434077,-0.008894043080436764,0.498076865853774,-0.2879359392659822,0.6302471697813001,-0.4674085034944943,-0.34384336211652666,-0.3780491086989521,0.5575549666592909,1.0,-0.1631300771073699,0.7873911911950063,0.9177066725136467,-0.07845342895431319,-0.8146811955097899,0.7370816787998662,-0.12553364641687903,0.5695243083468596,0.6896587697475003,0.43542960339352577,0.8022834054620004,-0.17043212459485996,0.5895890906273868,-0.30554143314596865,-0.11181547289753507,-0.35213983024957823,0.0895082754060747,-0.9141852186330285
