,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.45345655610047064,0.4476537744049944,0.30966885796987814,0.6122334338721309,-0.36330133918570756,-0.513046310815577,-0.4189670167078355,0.09474129448886613,-0.24844526063006367,-0.3124535086876449,1.0,0.26550269169851803,0.3400705307565515,0.10497902160162753,0.3246300893816021,0.03024197033195997,0.08140802020596577,0.4009548129120201,0.4442008864893791,-0.11197779835893865,0.1333697898277075,0.08784514439924439,0.015052288880406033,0.20504486641105038,0.01413411015068614,-0.2529847520178931,-0.18284029540177707,-0.5108105381138132,-0.3096431110838388,-0.22694529944998898,0.0665832174339825,-0.663177762796532,0.8036758213208571,0.20441631449347406,0.12774839827940518,-0.3300130282648319,0.05214463963604022,-0.33489438794356735,0.13855292539745534,0.5341474927393768,0.4604361542036464,-0.24697230632117237,-0.028628870775897753,0.11684172624396134,-0.44712459774703134,-0.14406120160872,0.2641373844985199,0.33105598827844773,0.040773649313565474,0.43977119552200356
PRON,-0.462227737029024,0.5080377391150612,0.4092072968896216,0.37034436121967446,-0.03495095961568809,-0.26458764889829534,-0.43478947871009127,-0.22408631762999107,-0.4234544810904455,-0.06594592617031829,0.26550269169851803,1.0,-0.42460963450756495,0.5907395251428247,-0.2753185648958211,-0.1598490144027267,0.5405775424859329,0.4991797767613896,0.4706151898415844,-0.6175394056487737,-0.19813867271321597,-0.4650656208912273,0.0986261444499519,0.11433678450467533,-0.134735471672276,-0.12400779321294081,-0.2008872174945219,-0.23180776567859032,0.16012629323969504,0.05983984343546425,0.22814170007841408,-0.5728850072305753,0.21130159794367,0.321783689034305,-0.465385662866202,-0.2531869856778151,0.0323326636379656,0.02756848813623493,0.14070718165660726,0.28299220085308546,0.35619819857939633,0.03737342215782797,0.2247760498599963,0.05462563308001235,-0.1414006956527634,-0.3353707700436236,0.7580490106376585,0.3452686709405518,-0.18996804033346104,0.522105172644153
NUM,0.3217761506668773,-0.34098449684873466,-0.04880480567911803,-0.2778518780488222,-0.46611402508721994,-0.14376133465075644,0.3891996651277168,-0.14024792478598666,-0.07376355349558351,0.21391038012374453,0.3400705307565515,-0.42460963450756495,1.0,-0.2567249246112456,0.18492344848958225,0.41020300936916876,-0.1021453564075933,-0.4196770699968113,-0.3465575500503323,0.10290049169791023,-0.14772581419374503,0.36053336482162796,-0.37071434962320393,0.18904113774425252,0.13295740154619537,0.04994267426551145,0.37504394844172234,-0.15076790913367363,0.12053619365452439,0.2160057060400421,-0.27598150315090003,-0.0025179906753997664,0.4518540607352073,-0.0741673804257491,0.8481754329208145,0.005735046857291579,0.04803798211848442,0.2084066325357856,-0.13959053624967646,0.25475645510314676,-0.13826663950206924,0.2491589088740011,-0.1773290316207545,-0.041062858050276055,-0.12476888879293241,0.23565463656101923,0.012868383235026573,-0.521887240766333,0.4493518726269218,-0.3223637099411987
ADJ,0.035367497962341746,-0.07851948740339605,0.41728270476035506,-0.05208067787972293,-0.23111577634335265,0.06665490693413394,0.118992194169962,-0.07503269071003461,-0.7696877898650983,-0.33362455953197667,0.10497902160162753,0.5907395251428247,-0.2567249246112456,1.0,-0.009787844929683846,0.30448186759042917,0.15523937211841637,0.13433491112688917,-0.0832419359092486,-0.6248130244417952,-0.1766027992574303,-0.09120714048106093,-0.12000165079987189,0.3640133220539904,-0.26371489152983335,-0.39311256517091075,0.3360651608791355,0.11560670048517713,0.3468249243553396,-0.5006560569851866,-0.186543265025654,-0.38271908066310184,0.2743697213805367,0.789481432527632,-0.1698468776937188,0.16756990199874375,0.08500567159088077,-0.14928872244677543,0.29841465077645496,-0.1756215187300779,0.23740412993995122,-0.31930061347401684,0.5632570953678145,-0.042170268671427986,-0.3913130227054826,-0.5326217013021006,0.47739303597976873,-0.0793242645727012,0.22195101781778628,-0.05233915071709702
advmod:emph,0.11699698142172812,-0.15990217498874984,-0.3487024380181423,0.312375204753396,-0.48425484413378606,0.1587668995472569,-0.07684376520392132,0.1028778300405125,0.16150659686522978,-0.19668226830338997,0.3246300893816021,-0.2753185648958211,0.18492344848958225,-0.009787844929683846,1.0,-0.018441573732925817,-0.12509482813394568,-0.001217149207833862,-0.12253162297525105,0.14669880785921174,0.17207136996621827,0.32701138606989194,0.34893401839453625,0.4861219131849096,0.003925572910266548,-0.14707844261169273,0.06862605249144581,0.13457228493003698,-0.1542494649724425,-0.20459230443056342,0.2091850461828071,-0.16955993541213155,0.4068114684553341,-0.03526181819423379,0.2394970270661623,0.27275191387908604,0.23602863325577655,-0.2892158317200473,-0.15132576627029426,-0.23671549430173439,0.12531921349174363,-0.22364326548853788,-0.21888245592964678,0.08737451779851656,-0.2991680287544652,-0.29812492344117136,-0.45036044960751226,-0.11385770308955859,0.1137018782330069,-0.21040838420403327
obl:arg,0.4371410840415169,-0.42907706218930775,0.2143077366663506,-0.5662031641052695,-0.54183917264402,-0.013650924127418486,0.4240360105581643,-0.0757934982762883,-0.3157776608359405,0.25778972610846873,0.03024197033195997,-0.1598490144027267,0.41020300936916876,0.30448186759042917,-0.018441573732925817,1.0,0.22067971557873803,-0.12820315352374492,-0.42479474137463613,-0.14126446839935633,-0.19726242471747932,0.20195737807175662,-0.08358691712354822,0.05998863788960914,-0.08618146815068176,-0.11627291675306711,0.32613635903067556,0.015188691907557176,0.22365499758824053,-0.17351337367015396,-0.21278709947049979,0.13554153035011277,0.027018669590209862,0.3364603285638756,0.313966596557752,0.07513577855837272,-0.4231654835083994,0.3126483385052018,-0.3042554101552091,0.13085744731740417,-0.04005198320138555,-0.22580830875402197,0.11996604499975426,-0.27411575519946285,-0.2158956490050436,0.15748505720527584,0.27968557604683164,-0.643006891708107,0.5571415319217037,-0.44236865245421597
flat,-0.04663823009443966,0.04086241755812895,-0.06979932657513695,-0.03567730697885785,-0.4106270666092055,-0.1421525300312642,-0.07574952767443932,-0.4150509715874663,0.030907364687599023,0.40026292455122064,0.08140802020596577,0.5405775424859329,-0.1021453564075933,0.15523937211841637,-0.12509482813394568,0.22067971557873803,1.0,0.5438892715304023,0.0605849959663701,-0.3605170587848822,-0.41828740086441335,-0.3267162131523533,0.5634919133604083,0.1525412027908932,0.09747925682116529,0.17598055531128093,-0.11850316342342769,-0.13472949706715265,-0.12439292799645418,0.2893786563676037,0.6356788113130579,-0.08367400040516285,-0.11669867980536316,-0.025444818108486096,-0.12272201207517228,0.030459259998874506,-0.44269982598235647,0.4091893000226603,-0.39860159721212524,0.06976208049127106,-0.14003956055405478,0.013691859873525584,-0.24663374328550802,-0.06762357090215572,-0.3251566087582681,-0.2836762767966673,0.6448857539932612,-0.1389342017742005,-0.12200142661523716,0.027098827789061933
nsubj,-0.5543428222738496,0.5360759611936855,-0.20185778904807503,0.3253111072676666,-0.14989782049870912,-0.2089860735405766,-0.4466579522996619,0.19421535743874999,0.10045143186445245,-0.08044575870724323,0.4009548129120201,0.4991797767613896,-0.4196770699968113,0.13433491112688917,-0.001217149207833862,-0.12820315352374492,0.5438892715304023,1.0,0.5521792223472742,-0.12963305323474397,0.20986368875588868,-0.48406336842703496,0.6988804393016365,-0.0656368047592259,-0.28148763661685056,0.10766933684514744,-0.6351718713327984,-0.21453892999441568,-0.47408262731802736,-0.2084633308318393,0.5044595621460685,-0.19258454111506637,0.1054599654667362,0.17289597791869418,-0.5389363690806848,-0.11841514152267371,-0.3540858525478445,-0.12943581361389886,-0.12679668414622,0.05166219841242574,0.3363189054074335,-0.20500077687594667,-0.4004752582351882,0.20582183176635963,-0.36067866919259167,-0.3615963390748391,0.2342878182680139,0.2769768972632204,-0.5230611027474269,0.5226309858864493
root,-0.9763652198109911,0.9896592631492018,0.19568406132074112,0.6882844575253727,0.20612780582232537,-0.5114297873477688,-0.6545970322900059,0.04230429418469103,-0.0040525868599946835,-0.006619872271118676,0.4442008864893791,0.4706151898415844,-0.3465575500503323,-0.0832419359092486,-0.12253162297525105,-0.42479474137463613,0.0605849959663701,0.5521792223472742,1.0,-0.15662429656516977,0.17554010686212052,-0.41159499228665225,0.22049274110389327,-0.09772946924105314,-0.3722117873662663,0.28824279528969704,-0.6891475959829916,-0.5156082092771944,-0.3189124490697636,-0.014434938573237972,0.1508253940592962,-0.26226795237123757,0.2314546166233044,-0.05345499795706269,-0.5763688262425664,-0.6797371232158569,0.12963465180575912,-0.06193945664288067,0.21082233973519476,0.42950078431392397,0.5401206409419806,0.07254557094350407,-0.07651515247443472,0.11136351679282708,-0.052071807478775455,0.043837699166120736,0.07662500909740684,0.6738856863512034,-0.204853524743288,0.9830155249990161
advcl,0.14264376087879196,-0.14595218047746397,-0.3875337429549612,-0.0478163750184842,0.33937624323633037,0.08871040430499287,-0.1254872337553639,0.7272098334766887,0.7653014638347525,-0.33517095537038033,-0.11197779835893865,-0.6175394056487737,0.10290049169791023,-0.6248130244417952,0.14669880785921174,-0.14126446839935633,-0.3605170587848822,-0.12963305323474397,-0.15662429656516977,1.0,0.7492935737642732,-0.06468386509407598,-0.003355962382046555,-0.351340861254709,0.31942108795386726,-0.17901746445095243,-0.24475847001024292,0.045676274928465425,-0.3201703646338832,0.11471822456099778,-0.1960930658473229,0.44634935818075816,-0.22004206908389054,-0.459897124625213,0.0628183624865913,0.06711787429414046,-0.4507890566276961,-0.5136280922375366,-0.5529927091000578,-0.018258944864953813,0.04985151231089739,0.239663248658154,-0.4128668022377059,0.3702735699989878,0.19441794748994728,0.13043420760266078,-0.6337379610129057,0.050353686179222215,-0.4244079812754831,-0.1896569483372878
mark,-0.21168338252518543,0.21270901024167693,-0.24937319807007513,0.16192453158288103,0.3435393342857391,0.08639544596665094,-0.4172713202456514,0.9715276335132362,0.4491772065811633,-0.5927677886162537,0.1333697898277075,-0.19813867271321597,-0.14772581419374503,-0.1766027992574303,0.17207136996621827,-0.19726242471747932,-0.41828740086441335,0.20986368875588868,0.17554010686212052,0.7492935737642732,1.0,-0.3135834051272538,0.009225998345659316,-0.2497191415649432,-0.07897459787983048,-0.3555194562296453,-0.5178490310394889,0.05578975680581918,-0.29495725080667057,-0.19479642355319163,-0.3549338258214451,0.11272848809639058,0.036117926320689296,-0.020832907737246,-0.2919077924718213,0.0020680341605210173,-0.32621344855856016,-0.7266014386160305,-0.37844998243260963,0.041870734315259714,0.49577150077230625,0.2100806886739665,-0.30967218547951497,0.5340758558984534,0.0650773281828351,-0.07726553667798731,-0.516168418653386,0.20607183755175662,-0.5607429919130537,0.1796822425973864
det,0.46776818686426774,-0.4423203076088416,0.19443363839438263,-0.06543682838542844,-0.09762774608643925,0.3986514308810837,0.22195048724954394,-0.28270292148986637,-0.30786109737647,0.06966459049703365,0.08784514439924439,-0.4650656208912273,0.36053336482162796,-0.09120714048106093,0.32701138606989194,0.20195737807175662,-0.3267162131523533,-0.48406336842703496,-0.41159499228665225,-0.06468386509407598,-0.3135834051272538,1.0,-0.14841823045267843,0.030757674700017217,0.15475691972554462,-0.10921097810617551,0.3665645023678729,0.42023062078365214,-0.00922193161030873,-0.032086799853950326,-0.14703851985273664,-0.22558981651190263,0.2259151374329659,-0.21872726765389186,0.5428150865454665,0.42363563615902866,0.32955519671066863,0.05804253667548356,0.32793487093664087,-0.14410800322347475,-0.349029507976243,-0.5159022765954469,0.29582197866768145,-0.5463035251729501,0.06947813644953581,0.1772255518643056,-0.15241344545764485,-0.10392666960045127,0.34586359276771983,-0.4673775341083706
advcl:pred,-0.21297912905944408,0.15949509758946356,-0.527945760279523,0.13018207985107685,-0.20694781751511893,0.18845747189922482,-0.2461987735128741,-0.0574873998882512,0.37703072586158165,0.2580859470322232,0.015052288880406033,0.0986261444499519,-0.37071434962320393,-0.12000165079987189,0.34893401839453625,-0.08358691712354822,0.5634919133604083,0.6988804393016365,0.22049274110389327,-0.003355962382046555,0.009225998345659316,-0.14841823045267843,1.0,0.10905777660033295,-0.2828869369434018,0.2983247851214889,-0.4654852476172794,0.16728505679413452,-0.4145150681912794,0.05831413169275124,0.6328981064984951,0.18135280285042898,-0.16288818277868886,-0.25214331342720336,-0.27130457384453976,0.22955870284411267,-0.25563501004234207,0.11621499275715892,-0.3049409458713638,-0.3269804297608053,-0.1132083686971324,-0.20139371560495106,-0.48492958654608154,-0.1326009804002209,-0.20945506661301022,-0.3051426278643948,-0.1017356131330664,0.02628168255896989,-0.34939118117609574,0.10285325129283926
csubj,-0.044521088844594034,-0.1386530211349893,0.03803121287075872,0.2286989108564314,-0.3031084585221604,0.08307554009294223,0.016465859229356446,-0.2985996976619956,-0.20588167047494127,0.0147853633535227,0.20504486641105038,0.11433678450467533,0.18904113774425252,0.3640133220539904,0.4861219131849096,0.05998863788960914,0.1525412027908932,-0.0656368047592259,-0.09772946924105314,-0.351340861254709,-0.2497191415649432,0.030757674700017217,0.10905777660033295,1.0,-0.15976990101791277,-0.24578186021527712,0.2979789030354401,0.053039433899041664,-0.005062280308261139,-0.19544627190688665,-0.0048165817281897,-0.11627717136919764,0.16779288440220988,0.37054351155535625,0.25332233175095104,0.2257114760313576,0.4155200137951285,0.0629224874313401,0.15784610015181216,-0.1788716541756673,-0.26953564494829396,0.08429723203773058,0.3008892523757925,-0.06826504507377977,-0.4929800266377029,-0.3307207879956362,0.025235647439819923,-0.06655060170028701,0.4577382505591382,-0.12703894091793183
xcomp,0.42759533631646757,-0.35747268712236596,0.1265845616526979,0.12382392298656734,-0.03924527695422073,-0.18813775274163874,0.074010535423737,-0.013865362119399661,0.25613475100218325,-0.2554316606535244,0.01413411015068614,-0.134735471672276,0.13295740154619537,-0.26371489152983335,0.003925572910266548,-0.08618146815068176,0.09747925682116529,-0.28148763661685056,-0.3722117873662663,0.31942108795386726,-0.07897459787983048,0.15475691972554462,-0.2828869369434018,-0.15976990101791277,1.0,-0.28119532196452746,0.3115380305842057,-0.1939107486997665,-0.17857675236758827,0.09658365745469358,0.326506787044933,-0.19278362936282223,-0.11934770448292813,-0.19418768686994234,0.12455981941449744,0.023719845507544756,-0.26054645919525216,-0.21550875345259385,-0.2487066521595239,0.15834637078919547,-0.11543552137982777,-0.11420387843407019,-0.01101505103009335,0.3270867162298464,-0.06803936276621063,-0.014379737379860176,0.09870783651702122,0.11040394249440165,-0.12826639232785803,-0.35608052581443794
obl,-0.21004886150748822,0.2241713184626987,-0.4587177379657928,-0.2130492677469472,-0.1869192719482019,-0.1257702126127855,0.32634364122202214,-0.40587098064069954,0.12837468891375267,0.6240847491312411,-0.2529847520178931,-0.12400779321294081,0.04994267426551145,-0.39311256517091075,-0.14707844261169273,-0.11627291675306711,0.17598055531128093,0.10766933684514744,0.28824279528969704,-0.17901746445095243,-0.3555194562296453,-0.10921097810617551,0.2983247851214889,-0.24578186021527712,-0.28119532196452746,1.0,-0.1989743880372477,-0.12079153489027139,-0.10327380754262977,0.25678898453902027,0.3676473880489201,0.3734613510525591,-0.11510726455459452,-0.32108907320671365,-0.07549718461134393,-0.2398945889705208,0.03604253759017334,0.6188937480386857,-0.011034888544375367,-0.1937167627240813,-0.01752493790444726,0.16750140474919253,-0.49386693322283526,-0.027943677089198378,0.029898933079107924,0.11416473411950458,-0.16425451021193216,-0.23459038079041566,0.028133797966451858,0.2457657636781675
nmod,0.6491661189952902,-0.6991982448944851,0.19853304662753143,-0.39122737971505966,-0.2984157735837508,-0.014734653549494506,0.7221102302345627,-0.4043559690311913,-0.3835324591245284,-0.07477174305839007,-0.18284029540177707,-0.2008872174945219,0.37504394844172234,0.3360651608791355,0.06862605249144581,0.32613635903067556,-0.11850316342342769,-0.6351718713327984,-0.6891475959829916,-0.24475847001024292,-0.5178490310394889,0.3665645023678729,-0.4654852476172794,0.2979789030354401,0.3115380305842057,-0.1989743880372477,1.0,0.011464240967984556,0.5542779115212991,-0.12421390750127259,-0.164696420196727,0.06957544526394573,0.12622526942684617,0.2629095791362247,0.6250199006978583,0.19964779651443929,0.21643017767951556,0.07680637178246356,0.2605977339063889,-0.22944096867352617,-0.39538655298666164,-0.18951182224286275,0.4632894533436741,-0.2176968142831226,-0.10515701361214636,-0.12823843872964713,0.168310308449734,-0.41521801129193237,0.6139251007957068,-0.661005045151885
cc,0.5041295676524796,-0.5237691868810368,-0.2910452424752469,-0.41080173784914054,0.22974904280927,0.9962941419422333,0.14494180895930783,0.0851610690266675,-0.053294805153088425,0.06210110823096095,-0.5108105381138132,-0.23180776567859032,-0.15076790913367363,0.11560670048517713,0.13457228493003698,0.015188691907557176,-0.13472949706715265,-0.21453892999441568,-0.5156082092771944,0.045676274928465425,0.05578975680581918,0.42023062078365214,0.16728505679413452,0.053039433899041664,-0.1939107486997665,-0.12079153489027139,0.011464240967984556,1.0,0.02506734298650932,0.06383134786825757,-0.22565482458436367,0.137070649480487,-0.30768953175699265,-0.11417275682044406,0.09394991440480496,0.8922336685948516,0.09754932072321679,0.033450793421192254,-0.033096092597749434,-0.6593694091015265,-0.39641568810107136,-0.042302264424742136,0.056388255688800064,-0.2542281098671369,0.18524490112758624,-0.14671310255629946,-0.2806875506180199,-0.29963854172606236,-0.2222412475680217,-0.545517121444694
