,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.3281057794181036,0.5240925727706368,-0.4040987095142772,-0.16311175647017287,-0.5208005082828489,-0.4456007721466722,0.24410374810889762,-0.8481173243298902,-0.5723435190069267,0.22129417345469055,1.0,0.10862673377425996,0.18439033735011426,0.13511590624018763,0.5243860359965946,-0.03380742468306008,-0.4042469573474006,0.05632862951920734,0.31046823982069205,0.2270529650157113,-0.6766641463602777,-0.6780525438768212,0.5228859745084364,0.304783979105093,-0.14835397893320273,-0.4493613975152298,0.6830449171009603,0.0164564443612261,0.21198265741625488,-0.2575029408268243,-0.11275865121766247,0.1810506806806661,-0.22138780210332268,-0.19680239687481318,-0.37867987405093984,-0.44511989187573664,0.008370998093953896,-0.4365625839600321,0.19113727253526053,0.544790043840992,-0.2529585414156096,0.7859852886052606,-0.08337191803072398,0.4136569039717942,0.44272633660590927,-0.4150999529550298,0.3848990703348425,-0.5641895026367109,-0.08682778136506615,0.44886714107935627
PRON,0.6265824153302788,-0.4505165554250471,-0.45234016590238163,-0.22637990691822402,0.21658751151731082,-0.2032535561140298,-0.07003576756385217,0.09066760417392492,-0.41406510056654805,-0.013995156862726085,0.10862673377425996,1.0,0.547190035017351,-0.4303130350341296,-0.4888335829537353,0.1676401580843217,0.08449941681571439,-0.48462314877588536,0.10828242644079544,-0.6079207994623717,0.3145340956120325,-0.22916931596926102,0.5397841309880763,0.012797314699681804,0.18140878616937678,-0.10191605369784068,0.5489201241734216,-0.18140605321479794,-0.45656638412202566,-0.12444635563734761,0.3221257283313377,0.265662546709374,-0.14942676682631348,-0.38180469169757125,0.15296698114565238,-0.43810964383601547,0.41080920845746977,-0.25302308953344443,0.16251006231385204,-0.23710500750953953,0.15947924195174198,0.23090233375102295,-0.7731909465559849,0.63318434322398,-0.30288330282005893,-0.25792725907503916,0.47602087767073203,0.005692697566492167,-0.22058250430221318,-0.5615173778695666
NUM,-0.08314585182149789,0.2728320823923284,-0.43976636571333205,-0.1548429604588475,0.5108275048878068,-0.13104510074036468,0.3054453108770579,0.015451842781406776,-0.6968202760392003,-0.08990604605292304,0.18439033735011426,0.547190035017351,1.0,-0.6728774390656952,0.006239470869394464,0.3586847459244975,0.43839081039087907,-0.44414951957926796,-0.12271031200204635,0.10753038127508968,-0.1501846982778076,-0.32418511077066064,0.712637095366281,0.10200165453099473,-0.49192243123858187,0.20048439087494202,0.30293018898747087,-0.07661657987687176,-0.709298266156625,-0.07389662751573702,0.4048358195417221,-0.2991216116127161,-0.29155157515812596,-0.2742979487993939,-0.4220288227590485,-0.8621865472106431,0.733969296987088,-0.36097491321064534,0.06155383447874967,-0.04867170405893394,0.0729359092240655,0.2864624996877228,-0.6097721572564058,0.4514950920352383,-0.048054400548231097,-0.6495467276513689,-0.01377245554062683,0.18748649626366573,-0.43516875703607116,0.1682195778220381
ADJ,0.17466290070365365,-0.22429941491643815,0.48651480125910423,0.2642319811182494,-0.5283489717787154,-0.30970248601825784,-0.2173355153157387,-0.488795897006528,0.25062030220705683,0.0608683603349971,0.13511590624018763,-0.4303130350341296,-0.6728774390656952,1.0,-0.08988838852881145,-0.2752192352794899,-0.5359700204705597,0.2228298269612734,0.25303801801597964,-0.22980796925772837,-0.31985474592541147,-0.4042416944939079,-0.4025681175712715,0.6584453104563754,0.41953682458394376,-0.07422030744913574,0.11005709623148942,0.12631529780308,0.6224070070573569,-0.3123164976783776,-0.2673150186134725,0.0857043175948102,-0.2720519362214134,0.15325380400100994,0.5352780358800021,0.7495089830248508,-0.5506286866814861,0.1968103255318065,0.05013932784146916,0.23522450059621083,-0.27797442255763755,0.30642435457124306,0.791928319381265,-0.49584573409506194,0.5450355136695015,0.49188516688181083,0.16887495161940083,-0.0723266150131041,0.3129246198650398,-0.12328470333394045
advmod:emph,-0.894591636818862,0.8792531276883088,-0.4221246790503483,0.18072812279593342,-0.09377257689690224,0.12824168999233046,0.3412373932301987,-0.504010448455859,0.0654242522389417,-0.1860247504709572,0.5243860359965946,-0.4888335829537353,0.006239470869394464,-0.08988838852881145,1.0,-0.030421707919717798,-0.17831592963002596,0.3810532156013817,0.013447237507488639,0.8770808540414403,-0.5699227796139974,-0.11282811490480016,-0.04055163489031684,-0.2193741880748872,-0.3053230643225455,-0.06839465265164085,-0.23835102059057103,0.014928973824873152,0.04095220966972799,0.2316685921989931,-0.28303902705742173,0.23898575037114322,-0.0721593420002447,0.2940643250754438,-0.4832410768821667,-0.34774243685468537,-0.09746235198139637,-0.10845767209057873,-0.337675888856931,0.7127040312899209,-0.48984851216496667,0.19945946139376203,0.28466937001798925,0.1951507670972166,0.026746997610161933,-0.5573460564068629,-0.18884158982360288,-0.29493804063383655,0.18070550853434714,0.8864239165080581
obl:arg,0.14976984133851645,-0.12110826851468004,-0.41317414827767823,-0.35318113007933855,0.031765910579224836,-0.5418113419725735,0.4018076407121568,0.21358119883623544,-0.3648205860237691,0.5301199115830875,-0.03380742468306008,0.1676401580843217,0.3586847459244975,-0.2752192352794899,-0.030421707919717798,1.0,-0.2572664559776885,-0.5377730142394684,-0.2045899475300567,-0.17208835985462195,-0.2507038425412085,-0.11089038722120569,0.48608131125005477,-0.09823801131431097,-0.269983482138523,0.30573787592627166,0.10126217693478491,-0.006197599833324218,-0.1861123573246963,-0.6766897423862029,0.8866988569431942,-0.11090684076737725,-0.42473057881844445,-0.7625536005502036,0.03437987152674037,-0.1837495229253872,0.7843845231562134,-0.8467308119299973,0.6160831399141766,-0.11375468597196144,0.1840783473900893,0.1691554824161625,-0.17615450712704495,-0.33662090472637035,0.2162170393406554,0.06662904099648219,0.5100278444895295,0.1526120458319416,-0.6107668537497349,-0.19398655280938326
aux,-0.20180714136617842,0.17032706839398545,0.3670559012595132,0.31379877708423165,0.7440651827791385,0.7113940357364295,-0.4185046911438949,0.5466657233715928,-0.05014456258059357,-0.38501738852526796,-0.4042469573474006,0.08449941681571439,0.43839081039087907,-0.5359700204705597,-0.17831592963002596,-0.2572664559776885,1.0,-0.29809633586427403,-0.6130802974671811,0.2545949741293644,0.5503810714662792,0.4253421315012404,0.1433033621315831,-0.20258178439130395,-0.09219956454292874,0.45609756904015725,-0.3056977042604522,-0.43305625634519207,-0.2518807722304153,0.6442036037393212,0.0269148167498203,-0.5259777104072477,0.5251606288675468,0.1656098591142886,-0.2891225250024673,-0.2876265984460235,0.2883235027438667,0.3400700899631669,-0.3656288020116913,-0.5803977471260812,0.495499532221207,-0.28243783395418903,-0.3510049894144425,0.15480257554701285,-0.47763902718503365,-0.347200242995196,-0.7920675806889622,0.5917906194479114,-0.3083914658977537,0.15143241529626658
flat,-0.33838774859833753,0.29199000857474416,-0.01873091103541136,-0.19523329821080845,-0.39342645513529545,0.08731272464995905,0.43756682930342344,-0.2959889289554092,0.3906990681226215,-0.16168182372000864,0.05632862951920734,-0.48462314877588536,-0.44414951957926796,0.2228298269612734,0.3810532156013817,-0.5377730142394684,-0.29809633586427403,1.0,0.6847406467792401,0.3691250712708673,-0.2584515467169021,0.1330738326635359,-0.6801872789693488,-0.12478956166712314,-0.3138612113867349,-0.6387002082901753,-0.23650238268305088,0.713293969698818,-0.04133911459529931,0.22654034617114488,-0.8541878777601132,0.20120469248521033,0.050813685727490586,0.7384146137962387,-0.29053295957989883,0.09999045190849234,-0.8301944128015357,0.5665473782417223,-0.31021334849612003,0.5969395757448857,-0.58204994520044,-0.4357245760660205,0.3326495770242472,0.0880906091659278,0.12132618187494314,0.1639417219572804,-0.15820175593341296,-0.6531784466059698,0.8492997716025363,0.38446890384575394
nsubj,0.20051745898694412,-0.07568440457358691,-0.32067121726921144,-0.544814050160339,-0.5766325251019487,-0.535378400962974,0.6374797840421121,-0.5015567949552108,-0.09895261180274695,0.125371802444437,0.31046823982069205,0.10828242644079544,-0.12271031200204635,0.25303801801597964,0.013447237507488639,-0.2045899475300567,-0.6130802974671811,0.6847406467792401,1.0,-0.19772948609464397,-0.4375053944507655,-0.378121722354754,-0.23279364145408554,0.24156028782918731,-0.31029289449771025,-0.8214027095403243,0.39240815143607066,0.8502911416320161,-0.24580116234802402,-0.34281900567627177,-0.5070214941130137,0.29266449617570534,-0.4095320500828398,0.28155460525269477,-0.10722010717095745,-0.08672170667314909,-0.5362725219339503,0.15112516122454597,0.13426300572681163,0.60151962763368,-0.5988086995078085,-0.032652058658294764,0.01529836979987672,0.2569362618072344,0.4021022551128869,0.2123936284167058,0.48758081586226576,-0.8111309198364574,0.6641091629674035,-0.051364809204572724
root,-0.9885470187973159,0.9318690926366534,-0.12030149700126579,0.2791259796196645,0.19188606527476948,0.42665576792918775,0.21956089953550492,-0.21653056941253,0.10802828158522203,-0.3226547397506713,0.2270529650157113,-0.6079207994623717,0.10753038127508968,-0.22980796925772837,0.8770808540414403,-0.17208835985462195,0.2545949741293644,0.3691250712708673,-0.19772948609464397,1.0,-0.3571286527461969,0.12542186139811465,-0.11889827046898069,-0.26048767768518444,-0.4300020550927137,0.11633922116185288,-0.45898583778435204,-0.02700947221023684,-0.05300499114134544,0.4781215103065624,-0.3340671408464764,-0.11287153484903271,0.15078563113906526,0.44795083696656124,-0.6122086760174499,-0.358377664492038,-0.06906175442931528,0.13825512366659987,-0.47660718416007725,0.4486157763873186,-0.2891754313478541,-0.0498141311016958,0.2571872355569277,0.09504250604311655,-0.07975821761766376,-0.5548075547577469,-0.6086477538914685,-0.039760029225822995,0.12310341998582622,0.9590343405772788
advcl,0.42055786830333475,-0.5480042808835576,0.315722812219918,0.20883947505448008,0.46123669554796043,0.6570987351733882,-0.6587163846352747,0.7873484963152391,0.4347278719626088,-0.24230134296772762,-0.6766641463602777,0.3145340956120325,-0.1501846982778076,-0.31985474592541147,-0.5699227796139974,-0.2507038425412085,0.5503810714662792,-0.2584515467169021,-0.4375053944507655,-0.3571286527461969,1.0,0.7242534069832677,-0.21063765316246183,-0.49345018257371054,0.5012147823557627,0.25117654262210837,-0.34037828552600113,-0.4484435138547596,-0.0026842266270509295,0.5460016695411427,0.032591016242972844,0.06153720967932829,0.6457574683113336,0.060339726999392225,0.31272621006313917,0.2621471920389132,-0.015947321026728443,0.39939190189359786,-0.23758841882557846,-0.7361219532081671,0.540344869078505,-0.5594889347345431,-0.36559627157232205,0.10148524621717776,-0.761836807321457,0.17770094607999876,-0.31437331884808956,0.4445675131280505,-0.06679180666742349,-0.548662924428907
mark,-0.07135023536807036,-0.13470417031309423,0.26099655447751285,-0.024722083669647517,0.2518888651426346,0.6733105567609582,-0.24861725456603134,0.8233296830319373,0.5473428191671332,-0.016041755840926944,-0.6780525438768212,-0.22916931596926102,-0.32418511077066064,-0.4042416944939079,-0.11282811490480016,-0.11089038722120569,0.4253421315012404,0.1330738326635359,-0.378121722354754,0.12542186139811465,0.7242534069832677,1.0,-0.4070770630795143,-0.8268614735521234,0.05040762870376436,0.1035177075333959,-0.6464776307622929,-0.1277680423166115,0.07521108344531663,0.5298377982361583,-0.07180775315329892,-0.0803161197864014,0.7632934305049385,0.16156886541856033,-0.10226397028539548,0.23298727759035245,-0.12110993800263198,0.32532269316565754,-0.1544199615895719,-0.5105580788939863,0.45435823428352495,-0.8493352410272368,-0.17058102697269115,-0.1686623183994419,-0.5985440474468053,0.2858185373773093,-0.4587455025460063,0.17535171594000862,0.012852618994221054,-0.10996599990018109
det,0.04059901856880791,0.1680043534801452,-0.3030823774334338,-0.3051815596949422,0.0038133620083466895,-0.3975124197473918,0.08149583764278676,-0.12559617624257385,-0.8962415230566972,0.4329877684609659,0.5228859745084364,0.5397841309880763,0.712637095366281,-0.4025681175712715,-0.04055163489031684,0.48608131125005477,0.1433033621315831,-0.6801872789693488,-0.23279364145408554,-0.11889827046898069,-0.21063765316246183,-0.4070770630795143,1.0,0.14835569653316116,-0.23864653728877405,0.043273016935311624,0.6926499351812544,-0.3038747489334565,-0.082639560616601,-0.3815926488772245,0.6314131476954609,-0.29878419258040606,-0.09090000676646094,-0.7640325272047076,-0.35437792465195955,-0.6370044406285744,0.776825069214525,-0.769517388583789,0.5329618948952789,-0.2316433264343162,0.4362453321617181,0.6387441077090166,-0.6206011127430413,0.25993543272058206,0.22915465800143092,-0.3716634101215409,0.33017472887958577,0.013529782626801535,-0.7971359315309802,0.016945819432301685
advcl:pred,0.21695844118494848,-0.08891007588921551,0.2917204991884388,0.17776796082842555,-0.17653540812395008,-0.5033520022874604,-0.028261969701595866,-0.5846980134963689,-0.36245050496470016,-0.028856346339644234,0.304783979105093,0.012797314699681804,0.10200165453099473,0.6584453104563754,-0.2193741880748872,-0.09823801131431097,-0.20258178439130395,-0.12478956166712314,0.24156028782918731,-0.26048767768518444,-0.49345018257371054,-0.8268614735521234,0.14835569653316116,1.0,0.07391648981119495,0.0638302239037406,0.46913321056219975,0.11854020185752244,0.10207140868337874,-0.4462801994223323,-0.009004863448806808,-0.23815228882401818,-0.5937194706711828,-0.026083495251340166,0.29194517944403764,0.1544572231777776,-0.05205169079826523,-0.004163475350758399,0.1159547716895344,0.18960689604572226,-0.24903715730119882,0.6344401354387414,0.400789912489221,-0.18933104877914508,0.6608360172077697,0.053275422281576314,0.1640229090366046,0.09595879563065365,0.01382129447171162,-0.055442301679458746
csubj,0.4306683192548837,-0.5345585467592533,0.2394645760721033,0.6150447163314617,0.08172368613144149,0.2789316005951405,-0.8230790429580146,0.04032918629373075,0.5044902100336338,-0.31186969070260745,-0.14835397893320273,0.18140878616937678,-0.49192243123858187,0.41953682458394376,-0.3053230643225455,-0.269983482138523,-0.09219956454292874,-0.3138612113867349,-0.31029289449771025,-0.4300020550927137,0.5012147823557627,0.05040762870376436,-0.23864653728877405,0.07391648981119495,1.0,0.3108260832597088,-0.09362059695590261,-0.6377423727648256,0.4550702581915641,0.23214787450521668,-0.0024493545686953846,0.5202098648684317,0.14407596778699283,0.018359357043495617,0.8139154101683578,0.6101306428152294,-0.21085871451729743,0.2178915077463808,-0.28476165709757956,-0.23164078488560852,0.08105993947150286,0.15861918310783069,0.2330815489083053,0.006274634916138692,-0.40835920272418286,0.11998918946847735,0.08401339143610513,0.3855658479828688,0.06630229418374388,-0.501052100405899
xcomp,-0.07205202042554132,-0.05135692750536699,0.21717953541972798,0.6979077290495186,0.744203020234382,0.3642186036562909,-0.4637138757552482,0.3755846606451797,0.21180289279629733,-0.3759337931085063,-0.4493613975152298,-0.10191605369784068,0.20048439087494202,-0.07422030744913574,-0.06839465265164085,0.30573787592627166,0.45609756904015725,-0.6387002082901753,-0.8214027095403243,0.11633922116185288,0.25117654262210837,0.1035177075333959,0.043273016935311624,0.0638302239037406,0.3108260832597088,1.0,-0.5107694816688962,-0.6634307351378622,-0.053198726466085776,0.18440158153259995,0.5176298171652288,-0.1770658437675451,-0.09937702733512051,-0.11066102780317166,0.40088492609072846,0.16519270535062497,0.5286350502281367,-0.050832734678248837,-0.2902394657568886,-0.348748524474645,0.1934459958949153,0.06639640988452739,0.25524848367454017,-0.3377060706314856,-0.3203903251458492,-0.2439565532137961,-0.4031135756800346,0.9585833957661534,-0.42694618851145977,-0.02720680813248747
obl,0.3603869496483882,-0.10760833313925917,-0.17694478388471546,-0.5029081656477777,-0.5266964375103468,-0.6898856511371003,0.155064410144958,-0.48381606930923693,-0.8031398788363482,0.5140480968676614,0.6830449171009603,0.5489201241734216,0.30293018898747087,0.11005709623148942,-0.23835102059057103,0.10126217693478491,-0.3056977042604522,-0.23650238268305088,0.39240815143607066,-0.45898583778435204,-0.34037828552600113,-0.6464776307622929,0.6926499351812544,0.46913321056219975,-0.09362059695590261,-0.5107694816688962,1.0,0.12659751652199086,0.10341568643775205,-0.567475442536196,0.1728454514031641,-0.08036375677022571,-0.2124220463758816,-0.5355025313208116,-0.15450666671996835,-0.3237874184893835,0.17470655579195232,-0.49060344074866485,0.6083970140267386,0.015014398329801934,0.15203091376991287,0.6624713127202564,-0.42996166748041914,0.29399383970370807,0.5330740233791467,0.013553415679605553,0.6328019072250499,-0.46216988404146553,-0.2980221343098136,-0.21236165618934558
nmod,0.04377498785359638,0.018158851521835603,-0.14731711551037888,-0.6648200381269532,-0.46493385127328335,-0.4835461432417975,0.8102967992785088,-0.2006717228241619,-0.08833606426026999,0.2678928756598794,0.0164564443612261,-0.18140605321479794,-0.07661657987687176,0.12631529780308,0.014928973824873152,-0.006197599833324218,-0.43305625634519207,0.713293969698818,0.8502911416320161,-0.02700947221023684,-0.4484435138547596,-0.1277680423166115,-0.3038747489334565,0.11854020185752244,-0.6377423727648256,-0.6634307351378622,0.12659751652199086,1.0,-0.3156835389052878,-0.38935380135905434,-0.3661872864560165,-0.08986733641956021,-0.33827647457420185,0.2531862311229581,-0.2937470547985986,-0.06465007355739427,-0.39894973038578757,0.12839241578514707,0.2501747803130146,0.44026804450782686,-0.43936754566229913,-0.3214897078795122,0.0870940957658574,-0.09429170284910532,0.49805660766611687,0.3740875787239127,0.25907550709239935,-0.6733651145085607,0.5284568870847597,0.061809712292274534
