,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.8166671332633039,0.8929630228483355,-0.5950770163434618,-0.2853608293762129,0.9697030340319827,-0.6605464697805015,0.30250756959910585,-0.8577637582539256,-0.5794091528700742,-0.46921112398166953,1.0,0.3298685156470797,0.9099793647059957,-0.5105216265785553,-0.06583005624834302,-0.6275277271438295,-0.006562100697000021,-0.14353418376346802,-0.5882384063315786,0.8705192053854643,-0.31476021633172174,-0.7807211248456205,-0.5373904768504476,0.9129569645546811,-0.0920625554747879,-0.08258998713950766,0.577703591852834,-0.44934807666711235,-0.5984576503621706,0.9577862868455438,-0.679911494320819,-0.6051109792047441,0.2573505151879212,0.9478608120887828,-0.62344460265994,0.7980871855781897,-0.5063040176779182,-0.5781686985121356,-0.24156009821604946,-0.13603348449255276,0.9612190177617026,0.3489264799406351,-0.47409270679192633,-0.7157724691968166,-0.006562100697000021,0.4923619226287072,0.7120368957423536,-0.12640230152389587,0.8749205834168836
PRON,-0.17738499485232728,0.32568325959891453,-0.4092602178862372,-0.8057634383053588,0.3890087853627879,-0.5880902910103561,-0.35515855335463226,-0.68717546683577,0.2095421665740561,-0.03233339794638417,0.3298685156470797,1.0,0.260567899182672,-0.8996512302327779,-0.7503769445561358,0.44871327101281555,-0.7652492679712728,-0.6471347516249366,0.3567739269521268,0.20245356458413297,-0.3864747811673942,-0.7482949758212657,0.161025203740038,0.11022305761965859,0.17509480330929575,-0.28346476736950493,0.6211683340154385,-0.35649816980652116,-0.8444818635780265,0.21049525705546618,-0.5408917975398639,-0.5018711152694835,-0.31007350519157695,0.3895678941650023,-0.9341882112839441,0.7735626907515664,-0.6215094477600392,0.011689118881715976,-0.25747130340890373,0.40418787099421044,0.41009893598571734,-0.5208180625183836,0.49448257820909913,-0.6113744819889179,-0.7652492679712728,0.8911171672780692,-0.1842462257157106,0.6084696663803472,0.30556906841768444
NUM,-0.8879483400606972,0.9118200576818091,-0.7489818445980165,-0.27496653851997893,0.9298600622874666,-0.5568118091175791,0.3797880602353575,-0.7878542290484926,-0.2679658023242519,-0.5355308905028461,0.9099793647059957,0.260567899182672,1.0,-0.5752375432458574,-0.12589089562863148,-0.6337691138737981,0.09618297333559953,0.03673694987113074,-0.42010647390081524,0.889186977839454,-0.3437676829654759,-0.769911484099042,-0.8135326187983635,0.852356800962409,0.28431979487804565,-0.04781392073716157,0.4772746741616783,-0.6671523914051077,-0.6248869043535665,0.769778532515875,-0.3547673732107099,-0.3869235285452166,0.2788805376583549,0.8477235666714378,-0.5407897066835894,0.7418920149299254,-0.5948521040239886,-0.5774723844833916,-0.6013546742403217,-0.497365495276897,0.9627919588067765,0.6033470500425723,-0.23586495914877356,-0.522318990242576,0.09618297333559953,0.2847579595316593,0.6831608037427865,-0.27752600065046334,0.8897970976820737
ADJ,0.397218032794456,-0.514249924012312,0.5834594871991249,0.6892049529601796,-0.5670225410662566,0.5300317661026279,0.2574717777652337,0.8290378704854764,-0.24111122006774802,0.11073811364971967,-0.5105216265785553,-0.8996512302327779,-0.5752375432458574,1.0,0.7947896689194565,-0.23646478409784166,0.4943867515567728,0.35385497382642755,-0.20781940389711015,-0.39455767196905406,0.5730606443539522,0.9088715684080702,0.2765704620493675,-0.3689746199624152,-0.3937685997019113,0.10723228557250263,-0.5310497892170003,0.7042115405971774,0.884274278165207,-0.3210654419413293,0.3634644866072701,0.5173197118607911,0.05043204622444573,-0.49522228558109693,0.9038372709975605,-0.8241019233581977,0.6773839684976151,0.05739517023789022,0.6136632544354368,-0.02116121311456086,-0.6622356348944831,0.10136877741425038,-0.4893313366804408,0.6483214457986032,0.4943867515567728,-0.7731361760554336,-0.10815823147194228,-0.44402930100185534,-0.4813596354635293
advmod:emph,-0.20673899612722468,0.07833096074574163,0.008190819859803604,0.28756702381799615,-0.03343836577214333,-0.04280314494021791,0.7698655470178789,0.564250095077846,-0.3432759852096942,-0.4998280256237867,-0.06583005624834302,-0.7503769445561358,-0.12589089562863148,0.7947896689194565,1.0,-0.6758424250489239,0.2540094226086723,0.02154959800255758,-0.2311470836690757,0.20860428179243204,0.8103426351213193,0.6667397079814447,0.020436251436111885,-0.11829507032641899,-0.18753358185907165,-0.3554564869372977,0.021093073453191814,0.6903920207134269,0.44432445056700953,0.04980651577865753,0.017700839331103488,0.569881651961163,-0.21839961143968628,0.06103568555979371,0.5670576689291833,-0.3458306053234823,0.13696330637943466,-0.5600898694994945,0.4580336776710041,-0.2374744499367768,-0.2675553114004727,0.2390818733151989,-0.6667289007342229,0.5850495115314004,0.2540094226086723,-0.6972760028477248,-0.0314926835768232,-0.8186780602488382,0.12372422790087138
obl:arg,0.7637357706307203,-0.686296237987049,0.452675813874032,-0.13648963652245974,-0.6354759823030365,0.3545232225057286,-0.8138086436225127,0.1507889885763824,0.5415620895505843,0.6913249347934941,-0.6275277271438295,0.44871327101281555,-0.6337691138737981,-0.23646478409784166,-0.6758424250489239,1.0,-0.3774638895910034,-0.1470499886592579,0.5942113759419382,-0.7734181893149457,-0.2993880351298541,0.0472388557330503,0.5988639556855314,-0.595176627688671,0.022034923890925835,0.1880544223129384,-0.27029371403443847,-0.01472563202434721,0.030347184834146525,-0.6372110719464467,0.22706523148455335,-0.08840482620486566,-0.16021544240065197,-0.6409947006491193,-0.10098101930843037,-0.218288601617542,0.22248118740612186,0.7872182249486949,0.05577579430581155,0.5344643963922954,-0.5091866356607002,-0.6740009660544339,0.753135026730767,-0.022099938622487075,-0.3774638895910034,0.3375902833999192,-0.572834787741379,0.8018070677771677,-0.701122190817176
aux,0.12733112524741028,-0.20507930981905956,0.41808247620289185,0.9205584821394982,-0.15732121258023932,0.6921770998408681,-0.02866067992600365,0.18470108874740457,-0.330752142780559,0.32975652482114026,-0.006562100697000021,-0.7652492679712728,0.09618297333559953,0.4943867515567728,0.2540094226086723,-0.3774638895910034,1.0,0.9538704469003375,-0.6637586159608337,-0.13749010246795565,-0.28374159896368434,0.23155415051883818,-0.4900809884377571,0.36217380638615937,-0.20970186037522776,0.7676505255511076,-0.7645657530758083,-0.25,0.6948090560795803,0.07498128574144321,0.5122495958234832,-0.03364912135198829,0.8381014231679932,-0.24999999999999997,0.696009847358924,-0.5677462523956068,0.6751535562257058,0.2544673675428452,-0.07146911385589234,-0.4447099109414714,0.023282166893841463,0.750658807946752,-0.42944924673582224,0.08549645320986794,1.0,-0.5400771803633148,0.6673406430673976,-0.25,-0.2233298856637993
flat,0.24750176514008104,-0.3213659934135133,0.4318746771739645,0.8748049907822564,-0.2783357484427353,0.7984958745121907,-0.20743916402081827,0.1860274546340613,-0.08048786656807462,0.4669903969161836,-0.14353418376346802,-0.6471347516249366,0.03673694987113074,0.35385497382642755,0.02154959800255758,-0.1470499886592579,0.9538704469003375,1.0,-0.473118275144222,-0.2808066266422546,-0.42198705936807107,0.18177163540772134,-0.5021918745429934,0.24753989321767034,-0.03591269615433191,0.8469063801873337,-0.8532116908650998,-0.40521106007585134,0.6478394318110082,-0.11413747139798029,0.6810016543752877,-0.013400477382353705,0.840030062281166,-0.40521106007585134,0.6594912244388175,-0.5953825365220093,0.6643252391715039,0.4407765253085548,-0.250566451257888,-0.47822899705368704,-0.03763430535804398,0.7170016360249255,-0.14274195539085832,0.10557737295993083,0.9538704469003375,-0.5018441722524831,0.5612811970590684,-0.09865419206970535,-0.3479851858978173
nsubj,0.21876308412129486,-0.2553734555793646,-0.2112967608268417,-0.569543558355688,-0.3977921217371782,-0.10137863859466699,-0.03469229422799411,0.3578642327818845,0.896858833995905,-0.10623562920408094,-0.5882384063315786,0.3567739269521268,-0.42010647390081524,-0.20781940389711015,-0.2311470836690757,0.5942113759419382,-0.6637586159608337,-0.473118275144222,1.0,-0.2970738898467647,0.3476440837239084,0.21647155746408173,0.33424794468769076,-0.8017274814790808,0.6372728248593343,-0.5240209270132569,0.2025196790276074,0.1718459492877957,-0.27993619665421293,-0.7425408709848316,0.301568731642783,0.5740484471179809,-0.7606076857106585,-0.3825281547383304,-0.14396311547232615,-0.011355785669118667,-0.3817286619798002,0.08232776711298388,-0.23282341299451137,0.003652719045322022,-0.48927627267039997,-0.4699275692244061,0.8379578705980734,0.5067393503972499,-0.6637586159608337,-0.056863376923677,-0.906221018278712,0.08278966626586512,-0.23652894182220713
root,-0.9915323619629005,0.9907643344462247,-0.8581026272066756,-0.4549855368027971,0.9500902743669873,-0.7969660861245625,0.6935556094150137,-0.6033084072805183,-0.31291917963950644,-0.8346852769053709,0.8705192053854643,0.20245356458413297,0.889186977839454,-0.39455767196905406,0.20860428179243204,-0.7734181893149457,-0.13749010246795565,-0.2808066266422546,-0.2970738898467647,1.0,0.09300862070079452,-0.5554759286836197,-0.6091235309759678,0.6690618774461236,0.24765087912143002,-0.44870643579542757,0.733919619957622,-0.2726313980434744,-0.655964105805912,0.7599419239645744,-0.5281957532516084,-0.14556230768125697,-0.09514113788017782,0.9428577638893886,-0.5300281529492756,0.7739732138132246,-0.7430354991602222,-0.8796783694721932,-0.35448375161788614,-0.4160260816395224,0.8237562497992157,0.425727563582327,-0.3778463329891413,-0.3096104992372308,-0.13749010246795565,0.18190060409982606,0.4366954356445022,-0.5172504411876351,0.9941869088063823
advcl,-0.11701580100519744,0.001116270679229244,-0.1552433384894957,-0.17903945142669725,-0.17250224239695497,-0.2493226325404969,0.7190957632629573,0.6542692805447823,0.1021160167735515,-0.5892048815097168,-0.31476021633172174,-0.3864747811673942,-0.3437676829654759,0.5730606443539522,0.8103426351213193,-0.2993880351298541,-0.28374159896368434,-0.42198705936807107,0.3476440837239084,0.09300862070079452,1.0,0.687166386458228,0.31399181941191534,-0.5444442763647263,0.09954273225661513,-0.7468878467402068,0.2891318924438125,0.8247086521086561,0.15567602624241675,-0.27701643278813143,-0.0019288395373949696,0.7831139520384671,-0.7352415822118581,-0.046602366450855366,0.31938403594703413,-0.20812488004486088,-0.17259151433568393,-0.5552810333344611,0.4006165901208349,-0.08072631413002895,-0.4830789952699973,-0.17859199833035405,-0.2038000611794915,0.7453127088121314,-0.28374159896368434,-0.5509043835762754,-0.5778923963204234,-0.6743686855156427,0.057683414957067664
mark,0.5242554892033252,-0.6548316360851588,0.5244783946294699,0.47136083751884184,-0.7626999262600302,0.524628237395668,0.20135592222390172,0.9835851666561498,0.15117660958082302,0.10935017041542708,-0.7807211248456205,-0.7482949758212657,-0.769911484099042,0.9088715684080702,0.6667397079814447,0.0472388557330503,0.23155415051883818,0.18177163540772134,0.21647155746408173,-0.5554759286836197,0.687166386458228,1.0,0.42139564470119123,-0.7145861467669632,-0.12769361363541357,-0.07540670431627947,-0.48210061461677334,0.756900464910576,0.784467184733156,-0.6558449275814033,0.5169024400434298,0.7472253917810195,-0.24419022492902231,-0.6893712101090486,0.855140536348641,-0.8512323165252839,0.5452786229166365,0.13746871483326562,0.5074082580382868,-0.012945056207270137,-0.8822125460446677,-0.0983503311016975,-0.11304546905543805,0.8560232665343446,0.23155415051883818,-0.793657083641288,-0.48779447171125273,-0.3770568171025274,-0.6158312019614206
det,0.665362699184864,-0.5977964926960598,0.553728582399432,-0.1135355296749987,-0.5587276763140864,0.07388321841182727,-0.3759972569443572,0.3927162574178449,-0.014793389453264798,0.36788265168370765,-0.5373904768504476,0.161025203740038,-0.8135326187983635,0.2765704620493675,0.020436251436111885,0.5988639556855314,-0.4900809884377571,-0.5021918745429934,0.33424794468769076,-0.6091235309759678,0.31399181941191534,0.42139564470119123,1.0,-0.6367948944357851,-0.5121209966276529,-0.2172877096755878,0.0013918400632864597,0.7299513229020204,0.22915285523485995,-0.36952289894023765,-0.2433540622156304,0.026357194042499272,-0.46032745213174425,-0.4160995401441577,0.0514914172606013,-0.26962816571297926,0.2940316664319608,0.35426805788248755,0.7878484495231975,0.8664722308434318,-0.6670518642441627,-0.9236203478443822,0.08492427967110906,0.10932231581696332,-0.4900809884377571,0.21515535301901184,-0.6485782096344404,0.46780164317053247,-0.5751370772390938
csubj,-0.6154469443776932,0.6832871273605802,-0.3151627052600247,0.09335614724186152,0.8043868319874125,-0.29686356847501855,0.09896984278259918,-0.7964792509239126,-0.657584686430522,-0.16710317148583256,0.9129569645546811,0.11022305761965859,0.852356800962409,-0.3689746199624152,-0.11829507032641899,-0.595176627688671,0.36217380638615937,0.24753989321767034,-0.8017274814790808,0.6690618774461236,-0.5444442763647263,-0.7145861467669632,-0.6367948944357851,1.0,-0.2150177793826296,0.3189227069342134,0.1952933841014192,-0.5886385047865289,-0.30332196902555547,0.9098508537816826,-0.44838853991227906,-0.6989692283864202,0.6282430468473684,0.7396893561335233,-0.36952724386959146,0.5341900776241725,-0.1614736304036412,-0.29896168575919574,-0.2556048721004257,-0.1971953861552376,0.9098641832629994,0.5403205977239386,-0.5332906678995927,-0.7428408160378974,0.36217380638615937,0.37052650973752804,0.9326121243894517,-0.04040094338866338,0.6518785186855535
xcomp,-0.3650844345146088,0.2718553694647412,-0.6606206115037673,-0.4326619877692323,0.10380940703138827,-0.1720754295582225,0.31585232795419405,0.02101808490112915,0.819601576692792,-0.43217322731341395,-0.0920625554747879,0.17509480330929575,0.28431979487804565,-0.3937685997019113,-0.18753358185907165,0.022034923890925835,-0.20970186037522776,-0.03591269615433191,0.6372728248593343,0.24765087912143002,0.09954273225661513,-0.12769361363541357,-0.5121209966276529,-0.2150177793826296,1.0,-0.33093695858910765,0.20236956954325902,-0.41118435195092407,-0.44084774808160404,-0.3680868914728659,0.4640880520610102,0.526603187510592,-0.3399838662559884,0.006043511386123817,-0.1644988568076463,0.2111014789815366,-0.6006498009355319,-0.2504660112218739,-0.8418099195235574,-0.7147460487552444,0.09538816931615451,0.3310542330788239,0.6710874376947923,0.39449287882961154,-0.20970186037522776,-0.24867128808270197,-0.30364499447413407,-0.34369317900478535,0.27271480749479626
obl,0.4639513923792301,-0.434355196150671,0.6307195420546402,0.780292334196343,-0.2852028299947381,0.7736128136149426,-0.6494802513447652,-0.08141998351552088,-0.21534767975085312,0.7958190803101999,-0.08258998713950766,-0.28346476736950493,-0.04781392073716157,0.10723228557250263,-0.3554564869372977,0.1880544223129384,0.7676505255511076,0.8469063801873337,-0.5240209270132569,-0.44870643579542757,-0.7468878467402068,-0.07540670431627947,-0.2172877096755878,0.3189227069342134,-0.33093695858910765,1.0,-0.8192468808886996,-0.477574259306267,0.5314435173411791,-0.0016650192405033599,0.4020791546753843,-0.4539541809229734,0.927040500903793,-0.39547123158351866,0.37987654874197235,-0.4480390110139881,0.7423371319842672,0.7334257278261554,-0.08266398134727253,-0.014146129970873689,0.025050725799433453,0.3564873975421852,-0.06801875127588436,-0.3067602380927121,0.7676505255511076,-0.025695500161067603,0.5830050895836255,0.4205860208841243,-0.47685557196382766
nmod,-0.7095513949612479,0.7672866912235499,-0.7892195286347157,-0.8916320003419602,0.7183844930011587,-0.9938489272207668,0.4766464537785314,-0.49953138097891664,-0.06657898479350714,-0.7575877938879647,0.577703591852834,0.6211683340154385,0.4772746741616783,-0.5310497892170003,0.021093073453191814,-0.27029371403443847,-0.7645657530758083,-0.8532116908650998,0.2025196790276074,0.733919619957622,0.2891318924438125,-0.48210061461677334,0.0013918400632864597,0.1952933841014192,0.20236956954325902,-0.8192468808886996,1.0,0.07187706459474527,-0.8547484205969454,0.4805697324017609,-0.7513978862622687,-0.0964746472078909,-0.6315281152300334,0.7932671311318553,-0.7951148923736427,0.8689487923045032,-0.8960730927316559,-0.7543439432814227,-0.07607535372770327,0.10307734037153468,0.4982811042753949,-0.27530369104335684,-0.039419300915994944,-0.27389527420755416,-0.7645657530758083,0.4927244362039472,-0.15919569952928878,-0.16417983531898173,0.7844506931611509
advcl:cmpr,0.30559470059378463,-0.3505694207497957,0.33455461879174864,0.03518063652003857,-0.4175995179115353,-0.02552956157207755,0.2947019785661624,0.6789106207973019,-0.1647161075358227,-0.13568669809644884,-0.44934807666711235,-0.35649816980652116,-0.6671523914051077,0.7042115405971774,0.6903920207134269,-0.01472563202434721,-0.25,-0.40521106007585134,0.1718459492877957,-0.2726313980434744,0.8247086521086561,0.756900464910576,0.7299513229020204,-0.5886385047865289,-0.41118435195092407,-0.477574259306267,0.07187706459474527,1.0,0.40829253517191877,-0.2725443940004058,-0.15181966061208893,0.46838914961081984,-0.5641208454854426,-0.25,0.3880780234894281,-0.39506831604104725,0.2265656526802877,-0.16854762733168402,0.8324391012855046,0.43012536078109354,-0.6719972830405649,-0.519801103662756,-0.3272026958581322,0.5226147241972584,-0.25,-0.3274840343393058,-0.5591923215849226,-0.25,-0.30093435300796084
cc,0.6575877436748762,-0.7419267818413161,0.8301273994528775,0.9031737464048049,-0.7262671760003268,0.8497430554774309,-0.1592979333832267,0.7342682915730494,-0.17977412242836455,0.5254688967464143,-0.5984576503621706,-0.8444818635780265,-0.6248869043535665,0.884274278165207,0.44432445056700953,0.030347184834146525,0.6948090560795803,0.6478394318110082,-0.27993619665421293,-0.655964105805912,0.15567602624241675,0.784467184733156,0.22915285523485995,-0.30332196902555547,-0.44084774808160404,0.5314435173411791,-0.8547484205969454,0.40829253517191877,1.0,-0.4093497166982533,0.5538598757992959,0.28351864998314313,0.39294540904341085,-0.7138549783596284,0.9456735104120112,-0.9524199026262226,0.926800149628989,0.47563130974595313,0.48412927901390235,0.02763443063182154,-0.6610295683368819,0.1473227755924733,-0.3130647374442629,0.4672963575404298,0.6948090560795803,-0.6608983412688906,0.04092214242544456,-0.10746773186815022,-0.7326871308195286
