,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.13955406676523974,-0.009272145623731826,0.11140296827205455,-0.03471874303086741,0.056847534358666595,-0.7682557230419553,-0.24742852909418536,-0.23040780808900485,-0.17704050666753937,-0.01742865807176821,1.0,-0.4500504237756849,0.20522191572164583,-0.37670115781485797,0.5150713449030946,-0.30023384273573056,0.2134473706737293,0.08332191722401013,-0.22212467045186687,-0.000543765646957461,0.008987504857657456,-0.07627705663676158,-0.29143753799600924,-0.17861609195276412,0.4917703941431729,-0.417974737840093,0.512302806250239,-0.42155276193419056,-0.3332340705704177,0.3202908416361142,-0.24844177478360452,-0.5162572978312658,0.5462826267468359,0.24431034147717948,0.2170254970567823,-0.30894429135415125,-0.1680600581472386,0.017511181282577674,0.9754399176266549,0.20747961202921272,-0.4362099817528467,-0.4088677608098999,0.30979114071912933,-0.145512892478728,-0.484268910278493,-0.14329813620269763,0.6053906983397921,-0.016659432803865205,-0.3855273264901893,0.05713096619881883
PROPN,-0.3261300883141333,0.4721930262886115,-0.07667998891401247,0.120556735710753,0.26625029823367585,0.1625223243788761,-0.38360214057646863,-0.3795903511436727,0.3188664067040797,0.1261930254938221,-0.4500504237756849,1.0,0.26091855544365145,0.15000250705700868,-0.22613830181498573,0.6205371113850859,-0.06309927863629813,0.11899479829201752,0.45690880953663754,0.4188581273758214,0.3614496130647581,0.5673470786240732,-0.15005102596424139,0.4053192350228957,-0.1074472437850997,0.6145106646931506,-0.1811759319530666,-0.14102709645478528,-0.38707012816479974,-0.629800060895231,0.11714580359892074,0.03921686177236095,-0.2927097275848483,-0.7330162728363294,0.09519618747222885,-0.14438909338669842,-0.606795413863581,0.01222896630828149,-0.5702523324054963,-0.28821069773509733,-0.42598093550569044,-0.05342452127611496,0.16700774623927966,0.6312098237187393,-0.10137947641741171,0.16007840027292614,0.12265668791468734,-0.22626693999418085,-0.2000841006999613,0.22957072944749413
PRON,-0.5607856955044553,0.4943489215540775,-0.5711596402498929,-0.10768776174289373,0.23552363877763186,-0.19153953468898102,-0.2689462166511581,-0.8539850178269371,0.1764832826065498,0.5689653046067437,0.20522191572164583,0.26091855544365145,1.0,-0.3753648091429335,-0.36982686039358115,0.3433345308230461,0.3033802053027308,0.016690911747070325,0.5591252677090095,0.5710774177994782,0.0509335320501016,0.4288263615967223,-0.4553009239253335,-0.17702113151628013,0.024067128523536804,0.31379247747564754,-0.036861017089753874,-0.8471914973911779,-0.38115298868592784,0.005595166420912418,0.15389109524478475,0.3639037951275701,-0.1806933091964413,-0.44808535114548315,-0.05812582796943261,-0.41516489525120787,-0.548269875386549,-0.17579300640124057,0.15482673594764484,-0.3394690700792283,-0.44086700026732467,-0.5661663394878553,-0.33810714207737547,0.6404552360751459,-0.08819288186250587,-0.0711782767494452,0.4297154282526266,0.16522518541925416,-0.243200419738237,0.5036752873148979
NUM,0.08854153704205123,0.034088790901993606,-0.20393823729981142,-0.05251773451184053,-0.22833593642690345,0.3551703463035801,-0.215539472015091,0.40146507185844194,0.2888140287243991,-0.39849897208474994,-0.37670115781485797,0.15000250705700868,-0.3753648091429335,1.0,0.17856050966960363,0.016110780882525814,0.0402578793612926,0.3213662071794678,-0.25208657102768695,-0.012865790005901606,0.5161305675667697,0.30232403887720094,0.18885836922031846,0.5058014802361339,-0.6027375418129424,0.24536551108792218,-0.33513142153632497,0.49994598932504475,-0.18523127756505536,-0.14047240305965816,0.04387117660764121,0.21354542227682718,-0.3140679023478004,0.1341087254452203,-0.2755118865865004,0.7700831599763918,-0.09504686158061453,0.18407448886676192,-0.403712174263435,-0.13857846060236118,-0.09015684687975788,0.1745273805115481,0.07045508357351175,-0.03223034167945301,0.0965611877120296,0.34367703280538975,-0.06157358803672977,-0.2769228089156105,-0.009851429838756103,-0.032389776151095194
ADJ,-0.15424725594140326,0.008393074015164736,0.2565366786735913,-0.04421527375526629,-0.18834082065566626,-0.27821597597526904,-0.028377647621206054,0.1445568821976061,-0.1578284931420943,-0.5452092782708525,0.5150713449030946,-0.22613830181498573,-0.36982686039358115,0.17856050966960363,1.0,-0.2874354733355593,-0.3240551694476322,-0.00846453309936588,-0.3124182854218935,0.06331881736527184,0.2012584723849944,-0.05394616761497355,-0.031170810696544565,0.2360064292395063,0.05448099995334938,-0.38764802183737435,0.3779585412927909,0.10976765723152522,-0.13533494886700415,-0.08673136490396485,-0.618802055202081,-0.48916402675537,0.19620930224406005,0.23688062136381802,0.4884416849957652,0.15798083729366036,0.055300377840344736,0.07958869983976606,0.4793973179421722,0.028539867932804514,-0.44053672789448683,0.017252891628506125,0.49330853589242496,-0.26923564807479466,-0.3733905745546295,0.23696583303453791,0.20689206176038982,-0.1707843037446807,-0.06816862089865333,0.008814029873732258
advmod:emph,-0.464937453896562,0.663444668364253,-0.03667302771507537,0.6935880776232919,0.7952846652668841,0.15371949858151074,-0.47721671553738576,-0.5112412150512307,0.4481653024303025,0.13620478570782546,-0.30023384273573056,0.6205371113850859,0.3433345308230461,0.016110780882525814,-0.2874354733355593,1.0,0.43381707126968366,0.357541798663836,0.20862891677866624,0.5544784769966793,0.047832168728124715,0.5118185178793534,-0.5713802065725491,-0.006369490074059278,0.07012365525523151,0.5666124104245884,-0.5940617179734404,-0.2840912696360146,-0.5213244794305846,-0.4745511572472314,0.4742354106696581,-0.12795113627218369,-0.4147688360115305,-0.4747476062869444,0.05923829824744955,-0.12085475785781254,-0.3019705285485492,0.2855719539410298,-0.2759606633342105,-0.6875205139345021,-0.09287435553240937,-0.38898808376890454,0.03467490086688354,0.5798667704826921,0.09934892512140572,-0.12481645930803027,-0.27638865818421954,0.4533297912004026,-0.19468562699028516,0.5085959334665475
obl:arg,0.1290614864807536,0.15814034457230042,-0.13118986981399464,0.5385892269445111,0.4780207490711627,-0.20294703743908613,-0.6126970364009384,-0.18063428330829234,0.2891094266973635,0.36471256949405106,0.2134473706737293,-0.06309927863629813,0.3033802053027308,0.0402578793612926,-0.3240551694476322,0.43381707126968366,1.0,0.18969600930152103,-0.07186286026879193,-0.09560514711497493,0.1478786024108014,0.25098142287059405,-0.5482873697015762,-0.21292918444727477,0.2293453634739545,0.12792897266991707,-0.30033441422155127,-0.1841941100383414,-0.5587747368147081,0.32469056908871646,0.3429892068773026,-0.1380953311738878,0.10991575824849967,0.11567691778930522,-0.30410559771640105,0.15369775536527086,-0.3095542695095362,0.1490400069807466,0.25507489078451495,-0.1151260979084445,0.12310390071740197,-0.5258657853470629,-0.13107904395170542,0.0757761402665838,0.12908616922049904,-0.32941865645275026,0.021439265390945175,0.38558936424078494,-0.45006819903641737,0.10515927171720514
flat,-0.2448764740487001,0.15857472988005705,-0.19751075254174347,0.19413591567314128,0.40489427185456917,-0.055311523416327266,-0.2971978132711587,-0.0843866167620691,0.1938398592780774,-0.1468763427370073,0.08332191722401013,0.11899479829201752,0.016690911747070325,0.3213662071794678,-0.00846453309936588,0.357541798663836,0.18969600930152103,1.0,-0.3931719845514374,0.25747959234377754,-0.014136361611544242,0.2153149088687243,-0.1330476583758855,0.1954093336542298,-0.09372939069114104,0.339259508455226,-0.14146877257071366,-0.0306482747201084,-0.37442851422173895,-0.033866008049845936,0.7025072187163143,-0.23174826847401178,0.03142894939518044,-0.06754160284522792,-0.14838905562286955,-0.07686542305702819,-0.13774748207265614,0.7864305530702785,0.10262732104775707,-0.2018058858963259,-0.1704140075304083,-0.2756777874822597,-0.011802447713315936,0.14494556020022561,-0.19443380546441255,0.036614876915265375,0.02662397172217087,0.183502353193484,-0.12941481311442682,0.07037031365727314
nsubj,-0.4308103266124783,0.46076526366463105,-0.13377735494996668,-0.10541450639066803,-0.23415608705853028,0.22182004431863123,-0.021068289800716872,-0.4904303542994199,0.03260276394111805,0.515016471678507,-0.22212467045186687,0.45690880953663754,0.5591252677090095,-0.25208657102768695,-0.3124182854218935,0.20862891677866624,-0.07186286026879193,-0.3931719845514374,1.0,0.4415750912968666,0.356021691719422,0.2707249902341055,-0.3639524134124577,0.25236640446412867,-0.40584844233817974,0.0811454645744826,-0.11567386445981366,-0.4729362184864477,-0.04242401535024327,-0.14261408840401024,-0.2135693869231641,0.23766493799667096,-0.03794641544594197,-0.3124889254682702,0.18081645947455655,-0.41534882573781695,-0.39276080010889597,-0.3903253216515163,-0.3221614376093466,-0.17334508183032088,-0.12833913798156643,-0.24570303709363997,-0.11642812651656749,0.21644483587653895,0.4353557013180403,0.20294701414612412,0.08832885020914306,-0.2878615671172672,0.05301208691341395,0.4332761168324029
root,-0.9725245644809729,0.9146245178687817,-0.12426849665913639,0.14934809626284457,0.3286759080057729,-0.06366050317429045,-0.2958469645759382,-0.71596493789983,0.31910723054349827,-0.03073210166785157,-0.000543765646957461,0.4188581273758214,0.5710774177994782,-0.012865790005901606,0.06331881736527184,0.5544784769966793,-0.09560514711497493,0.25747959234377754,0.4415750912968666,1.0,0.1950548377651659,0.507877891156085,-0.4188709656824496,0.1722809448491742,-0.2292919018712521,0.42658121595215,-0.399192722873729,-0.5700355864908672,-0.4361041639589902,-0.5416138683254319,0.13112784525456037,0.06924038047698204,-0.4823030731935922,-0.3431511620837275,0.15099327888635392,-0.3415360851223338,-0.3427576815270887,0.030517916360165168,-0.029936202010833957,-0.789837164033903,-0.5173124668484369,-0.3947971395774244,0.1919946540798705,0.6441791356813485,-0.025078085117703194,0.20463613110095003,0.1304479806383032,0.021237018222561438,-0.17743998815472917,0.9055058123244837
advcl,-0.21805525615135157,0.36811152221393056,0.04032479298142548,-0.19451693134583134,-0.36338513536590633,-0.12341482333239365,-0.5748351539476584,-0.18084096712185221,0.558045084893672,0.18996746860357078,0.008987504857657456,0.3614496130647581,0.0509335320501016,0.5161305675667697,0.2012584723849944,0.047832168728124715,0.1478786024108014,-0.014136361611544242,0.356021691719422,0.1950548377651659,1.0,0.6872792598486682,-0.39141445341434145,0.8130800237161147,-0.39169639568173986,0.30162157494539177,-0.16547112620794238,-0.09450053434535766,-0.5780347053514797,-0.10070902691109221,-0.2040981112899531,-0.029553833045455676,0.1818276798452125,0.14627261571323327,-0.2582226318607543,0.1945339878752467,-0.5198140816335118,-0.07834813046059058,-0.0837311873497084,0.08208027940301584,-0.38594195552162647,-0.4293163160280405,0.32985099847206256,0.11175493719450487,-0.05256050045148209,0.6850291669402777,0.3767402127779474,-0.6997772488058169,-0.3111396986782672,0.2491662715776652
mark,-0.523357293997564,0.5789669420061807,-0.2267758792980941,-0.055738477625269255,0.19852115081517413,-0.09361868209758852,-0.5826389184119727,-0.6638014847457906,0.8725717515336718,0.26910702821519417,-0.07627705663676158,0.5673470786240732,0.4288263615967223,0.30232403887720094,-0.05394616761497355,0.5118185178793534,0.25098142287059405,0.2153149088687243,0.2707249902341055,0.507877891156085,0.6872792598486682,1.0,-0.5944581486725075,0.46662742023691456,-0.09177434667519961,0.6969559616247587,-0.436094360273508,-0.5062513859649896,-0.6899461902520122,-0.42158779486177433,0.24313520264565702,0.1610208238970027,-0.21032549844140427,-0.3034504889898595,-0.3144513203185186,0.09810525618881709,-0.4726723536960209,-0.02507682536625486,-0.10710916466896732,-0.3137363106884314,-0.523228040379991,-0.6310261869258987,0.15933635360078685,0.7024028350833569,-0.36445937751539315,0.5410180869180393,0.38041209881400795,-0.24442102494803025,-0.20493234038222594,0.4697113068108239
det,0.4995400972586347,-0.5423485529894355,-0.004490328204404711,-0.40245765677992223,-0.3733696685662979,0.14779508625304089,0.4687077420928555,0.6728624839528826,-0.5124830291925712,-0.4327567672829373,-0.29143753799600924,-0.15005102596424139,-0.4553009239253335,0.18885836922031846,-0.031170810696544565,-0.5713802065725491,-0.5482873697015762,-0.1330476583758855,-0.3639524134124577,-0.4188709656824496,-0.39141445341434145,-0.5944581486725075,1.0,-0.1328197400644938,-0.0790404843105963,-0.15035267801299573,0.3419286194561257,0.6631143365345809,0.5921378662703896,0.03665831166124189,-0.1671016436569266,0.30324385547901045,-0.18702677268483953,0.020321027029757,-0.07597149572715882,0.24177338069959783,0.2423001944446957,-0.10408560399391362,-0.3171667459707983,0.3045994836685277,0.16778730236880354,0.8681808465324176,-0.08844973729075847,-0.22248650837414669,-0.01300474226033471,-0.1924965456412073,-0.08411740355550705,-0.18985515828777327,0.13065130383061394,-0.5018398823629848
advcl:pred,-0.1645289467617118,0.23506367851934354,0.1134527266296367,-0.31243810364374086,-0.4551284297802893,-0.020015437401953776,-0.3864525716962291,-0.01634687115694849,0.40100736427494815,0.1521993116169298,-0.17861609195276412,0.4053192350228957,-0.17702113151628013,0.5058014802361339,0.2360064292395063,-0.006369490074059278,-0.21292918444727477,0.1954093336542298,0.25236640446412867,0.1722809448491742,0.8130800237161147,0.46662742023691456,-0.1328197400644938,1.0,-0.5060398619317947,0.38618152945895945,-9.262952934741328e-05,0.15862157843426794,-0.3909884849118542,-0.05163426068267984,-0.10721742366921129,-0.07117749497547986,0.2612707612247175,0.19773645827223912,-0.23864450017763497,-0.0030847532568648948,-0.405345435459938,0.31133460647755185,-0.25687866867154474,0.21657186541744095,-0.23802471254548402,-0.2639467646793522,0.21297797368108984,-0.03169339196346218,-0.006415324141633561,0.8380720772975309,0.10508371086856864,-0.7053666505372419,-0.19546856664352685,0.058702410271838555
csubj,0.17364342227580715,-0.1323235349925123,0.37510021368427693,0.25180864213355864,0.541539100456291,-0.6457077930087314,-0.19314346261333012,-0.1728895311166673,0.019473508343403185,0.012212966553723576,0.4917703941431729,-0.1074472437850997,0.024067128523536804,-0.6027375418129424,0.05448099995334938,0.07012365525523151,0.2293453634739545,-0.09372939069114104,-0.40584844233817974,-0.2292919018712521,-0.39169639568173986,-0.09177434667519961,-0.0790404843105963,-0.5060398619317947,1.0,-0.029996197320004324,0.2570526298306064,-0.18834730451095466,-0.17324203644688535,-0.04224292005291136,0.05935323625701653,-0.44003328965881255,0.22883163900407774,-0.09788902803739939,0.04412946849702097,-0.2833539356513001,0.03483211931711649,-0.06483963459644779,0.539649877168049,0.16441222686598725,-0.0953606108594177,-0.09730965950357837,0.30631588283179184,0.18190872269919597,-0.6014488037914535,-0.42056218099044607,0.22855719840202043,0.28292530790043613,-0.3331585410571009,-0.14944896131755972
xcomp,-0.31521691943091007,0.4794895655745018,-0.17917046165711017,-0.05351157627423204,0.3166720021853984,-0.08227556900359287,-0.537962984772813,-0.4705659614861023,0.7456658895561801,0.3213836515731942,-0.417974737840093,0.6145106646931506,0.31379247747564754,0.24536551108792218,-0.38764802183737435,0.5666124104245884,0.12792897266991707,0.339259508455226,0.0811454645744826,0.42658121595215,0.30162157494539177,0.6969559616247587,-0.15035267801299573,0.38618152945895945,-0.029996197320004324,1.0,-0.42358326077667335,-0.1395892575157853,-0.5455604841594032,-0.3247705450237187,0.5042581345484397,0.34446968961576796,-0.38335904294753403,-0.26420843245157516,-0.6076698292238029,-0.03945852896981765,-0.434437934717663,0.2884175380337784,-0.39973220000367404,-0.2730931465157836,-0.20794931348480586,-0.3540112036413068,-0.08678595784989211,0.7479869180587648,-0.24516114371598313,0.41904478576335447,0.0051346128825994035,-0.07330765144929467,-0.3502855470775682,0.31192692068489086
obl,0.3460556038043336,-0.5294047286620287,-0.08737374622885263,-0.4604124786039896,-0.38586764452080824,-0.3798005514100912,0.16393947550130855,0.16156686294554715,-0.6123798709376556,0.07727761365898622,0.512302806250239,-0.1811759319530666,-0.036861017089753874,-0.33513142153632497,0.3779585412927909,-0.5940617179734404,-0.30033441422155127,-0.14146877257071366,-0.11567386445981366,-0.399192722873729,-0.16547112620794238,-0.436094360273508,0.3419286194561257,-9.262952934741328e-05,0.2570526298306064,-0.42358326077667335,1.0,0.05007955728343656,0.14744627237900665,0.4492331680375409,-0.5046664250437943,-0.2062653222578042,0.5897145096942232,-0.0011909272541116753,0.3114937162595275,-0.28935599020513936,-0.21960426893302584,0.07252455817056207,0.411265785193903,0.669423461440052,-0.2795952274227285,0.1564071420847278,-0.0912153442941021,-0.33140129793753104,-0.3543179173080181,-0.07843996130074667,0.4041754163981566,-0.18664318953637005,-0.14899054308266893,-0.582972576070306
nmod,0.6736415317168516,-0.4724532800709212,0.3200068697730288,0.08291495921081522,-0.2572475689510608,0.2755582098338483,0.15886733678538012,0.9136166628904933,-0.29123630443958093,-0.4371848764857842,-0.42155276193419056,-0.14102709645478528,-0.8471914973911779,0.49994598932504475,0.10976765723152522,-0.2840912696360146,-0.1841941100383414,-0.0306482747201084,-0.4729362184864477,-0.5700355864908672,-0.09450053434535766,-0.5062513859649896,0.6631143365345809,0.15862157843426794,-0.18834730451095466,-0.1395892575157853,0.05007955728343656,1.0,0.33838798898757405,0.13536405006041263,-0.13893099701975636,-0.06943933798329194,-0.016353127022035154,0.3721195343831744,-0.1149012781936486,0.4928313074336059,0.28976405762011476,0.2258365406709778,-0.3976553396085063,0.2934582527056818,0.48835894537036506,0.6821280749209055,0.053469306401218684,-0.5461479619976702,0.29123998730445433,-0.054772182044645575,-0.5148122425693493,-0.09750374936131712,0.03302511577310186,-0.5360306698787743
