,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.5370286633121399,0.4921846886172458,-0.11344050992863808,0.17752937035493377,0.39557832040552154,-0.08353799698963507,-0.46602151060915153,-0.11716257759461368,-0.5450719565653727,-0.5594702277126824,1.0,0.17072137855633357,0.3039139317711986,0.46891081725627043,-0.17454432843363227,0.35768505420590774,-0.02814350042154702,0.21111042357459686,-0.2819452066497363,0.4904647774101599,-0.191279646083673,-0.2375421121599459,0.6330258613202894,-0.08306627598320426,-0.15091097675333362,0.15877159807362798,-0.11203491321249653,-0.5919035841355126,-0.059618564144471614,-0.15660276450384558,-0.35437220033141237,-0.37248066127312945,-0.14871427602320902,-0.026006287842257513,0.20477189148599087,0.5132492104806325,-0.01959707773656223,0.2158658697898372,-0.5089445214203212,0.2775857305723759,0.2697804475524539,-0.06947531649682193,-0.5979890154294908,0.47087062728763285,-0.3155396410553031,-0.378024098985645,-0.07394258053544069,0.30562706711667914,-0.37377021176422237,0.4802630806758245
PRON,-0.012352728499667943,-0.05799253691536496,0.4953335760387253,0.005093984645753284,0.09265264306794764,-0.5974818601746923,-0.32442217176033844,-0.18197672720249183,0.03833286720580348,0.01929859939765618,0.17072137855633357,1.0,0.6636663326528344,-0.04565855765214771,0.3833460718786844,0.6379421123301658,0.21111592489920894,0.6084450368578229,-0.17570563771036157,-0.025811604420187827,-0.18584137877428455,-0.4017375678764336,-0.3004668943117428,-0.0016701828099889304,0.2581256142479014,0.43027618527497014,-0.4640161165725405,-0.1617642699324622,-0.5298455141934761,0.45058758261319404,0.059617247047129354,-0.3252694569334676,-0.2871383807966558,0.192967125688964,0.031761320093755395,0.45430271896608526,-0.595078842452167,0.0505374869491265,0.046242685618163165,0.2910290014712742,0.4558579051466494,-0.3200701495619253,0.02094478643585769,0.5732214800699028,-0.11066308236966925,-0.10303728220972178,0.6575156564188864,-0.03669694033438512,-0.3805679131882891,-0.0030766618521701782
NUM,0.08157027397468332,0.04074228533044971,0.14831973590513542,-0.06154878244440867,0.2473063404573386,-0.14593278868412304,-0.5168280770171998,-0.29995906084356866,-0.07660361563594895,0.07212164196032879,0.3039139317711986,0.6636663326528344,1.0,0.1608873761450967,-0.013311802077259852,0.49344942266532676,-0.27079696537221354,0.655549458068857,-0.27804578458341117,0.02578030534465926,0.11943530283883745,-0.538403497838415,-0.14757700233575163,0.030372151959263384,0.29513783142989364,0.5312978249912392,-0.44238331263139685,-0.41102489480023946,0.021771378833148742,0.20645790474491146,-0.08993729591986821,-0.2803143557581243,-0.5745730017080399,0.23753541164956707,-0.1597007274458005,0.8134317585807791,0.024066529770724297,0.3749349330069427,0.18202293149096543,0.43365490914477217,0.4212689265467659,-0.11306051460081692,-0.2261607684742538,0.3415614251514143,-0.39320486918262676,-0.4335991791028394,0.16416542789978383,-0.030656080680002182,-0.09339156657484705,0.14825759082246817
ADJ,-0.6344151473273439,0.5032201396665118,0.12617769378389881,0.41040716002947086,0.17300575897521064,-0.004166937405700994,-0.3029286541549891,-0.21424860400327958,-0.7735498196022466,-0.6657104643307122,0.46891081725627043,-0.04565855765214771,0.1608873761450967,1.0,-0.047005242115965434,-0.2114128750557146,-0.18451153006716306,-0.2939810377374498,-0.20045524527802308,0.5120885473086682,-0.4974635535223191,-0.415306418607425,0.39870145359858644,0.33741246379662293,-0.22809262555947865,-0.47930986174483337,-0.048953796812911,0.20049891677214815,0.028644708431544545,0.35261800195791604,-0.4931080268110142,0.2283861750239843,0.13052086445277478,0.07065522720477578,0.5962402861840265,0.010341542625038017,-0.0408681066245621,0.10659714690764854,-0.576637962708843,0.27908799794266465,0.5638280031330986,0.08891748902093186,-0.19118540540011936,-0.22771678174659768,-0.6892985987674878,0.06612495432273673,0.026944168720647057,0.3539967657084798,-0.20902855366807196,0.5046545941725612
advmod:emph,-0.2172094804324998,-0.16383410005555402,0.3485933123724391,-0.28185403605341064,-0.01679679046250067,-0.3384835115284601,0.10418390478339135,0.065219194368534,0.1591569401633709,0.1440946265784476,-0.17454432843363227,0.3833460718786844,-0.013311802077259852,-0.047005242115965434,1.0,-0.026574752184991134,0.5727401758951123,0.01828707869964357,-0.3171046505763848,-0.07223032713048726,-0.0439727984738186,0.16848689001406045,-0.1744918509773144,-0.06658923563410107,-0.046603503453477434,-0.32214159332074294,-0.3678507921686035,0.37294480505411864,-0.537042960629864,0.6923360602460379,0.14146811794291217,0.09702484554718097,0.1847186650979662,0.5239074027034378,0.2754668658929579,0.10582521485045177,-0.4068324971593056,-0.2212117543014742,0.05902666902764209,0.24777085253295633,0.1822434100546139,0.09138933541158693,0.2501675369708021,0.20953757589434946,-0.12019616593236201,0.31231649670567607,0.40396450888365876,-0.38642584829698134,-0.14531487507151922,-0.1590832004633748
obl:arg,-0.005284439221181129,0.010985205314072523,0.4252133696569929,0.27601840826868307,0.12072272771418474,-0.24894706657919582,-0.652749367662807,0.2095208795984481,-0.10830472693141681,-0.07233161576082171,0.35768505420590774,0.6379421123301658,0.49344942266532676,-0.2114128750557146,-0.026574752184991134,1.0,-0.05617477941179662,0.44174840002456245,-0.1365790336083701,-0.02556236364050838,-0.20917231026241495,0.07709821336400513,0.10966579094077326,-0.016793584336177326,0.5896169205615033,0.6516257832951571,-0.6832882224700939,-0.6985369192617206,-0.190331383167212,0.04471846875481508,0.16329329353731187,-0.2824653513861776,-0.5133726393217369,0.0024376848981401177,-0.25742023060086505,0.4896348090370645,-0.3284506246524859,-0.0927186082581807,-0.11664101570741293,0.3823276940869112,0.41572463210260446,-0.675076857235672,-0.11692391286004952,0.4057567381777254,-0.17245329586087962,-0.15956857850261322,0.35325410375794897,0.2703744903657364,-0.3892862967430789,0.06495056304554415
aux,-0.49921130316723633,0.36861697718463565,0.12885048110322445,0.13182279880469622,0.47301741883241666,-0.5366784741672777,-0.01741543012481951,0.29519308865796107,0.23921440102020794,-0.2544470130002059,-0.02814350042154702,0.21111592489920894,-0.27079696537221354,-0.18451153006716306,0.5727401758951123,-0.05617477941179662,1.0,0.1198893901580982,-0.1221464318415389,0.4702032530269257,-0.007548901900390546,0.23048216711156916,-0.268603900957695,-0.18909110228311726,-0.262499270753554,0.05590438045413576,-0.195051970235502,0.07143763443420205,-0.6089316596868806,0.10094706338533442,0.12457486078273755,0.0555637792195626,0.28509763316852693,-0.2379068888174495,0.08351478796476389,-0.19001326061635535,-0.6521367448619921,0.33913398793370314,-0.32953534763054776,-0.46952836151006583,-0.15038754112321698,0.33381591720608395,0.3024592215284185,0.25032357703627706,0.20857367962066922,0.4070835228891732,0.21709140144297417,0.1573027431010575,-0.18231451267353666,0.3441749140648886
flat,0.11477175905502436,0.042209022835061616,-0.2595934240721263,-0.21517470507156503,0.4625382500936663,-0.3027673447692193,-0.2551327622304508,-0.33174830080197887,0.3826164593239779,0.35963230702871496,0.21111042357459686,0.6084450368578229,0.655549458068857,-0.2939810377374498,0.01828707869964357,0.44174840002456245,0.1198893901580982,1.0,0.12374082698660283,0.009215771892414968,0.1483811126982405,-0.534605623921115,-0.2682636716522048,0.1066013221697675,0.1907235742492881,0.7286027078270673,-0.24561658861566082,-0.43118133433291506,-0.16701493941127857,-0.18666920466344214,0.14513025634586157,-0.5013297373731933,-0.4615403310475126,0.09641844199282065,-0.271779922739645,0.5215110287695973,-0.11803774876342231,0.3480432576919228,0.43115684525735687,-0.16019584259207148,-0.18973900925926282,0.18792035643480573,-0.25999670471501135,0.5856086381853395,0.07571849566040406,-0.10522494226828105,0.28331569690841624,-0.043074340170314786,-0.2080621878137059,0.10912203250466831
nsubj,0.28969421170863086,0.15338929594407583,-0.09359126247926437,0.0912930936584704,-0.11245126754473937,-0.368315006930322,0.20355481349244015,0.20594970500236878,0.28236587736924285,0.21966495574161707,-0.2819452066497363,-0.17570563771036157,-0.27804578458341117,-0.20045524527802308,-0.3171046505763848,-0.1365790336083701,-0.1221464318415389,0.12374082698660283,1.0,0.03378598566229725,0.13550614833388777,-0.0825106699162854,-0.2770043394423896,0.4932421435258135,0.09397374729124142,-0.060799369532424576,0.30758360057616246,0.0806002808634729,-0.28956769797745074,-0.5408345997737661,0.23869270976531168,0.18972728250250248,-0.30396595895190426,-0.3734177722217565,-0.3402344084325129,-0.5189976497985159,-0.17850766040933194,-0.10861484586799036,0.2891463692795869,-0.5779064492672744,-0.6190391044015047,-0.1190382201734728,0.4015555718828419,0.04318556195470034,0.39403459404801994,0.5288406482595038,0.2795145914535763,0.1852739442307969,-0.41846772800021564,0.09764197074035734
root,-0.8033658049838879,0.985133537369223,0.11503563671697037,0.6471865518508462,0.7128601429297122,-0.4680048910186463,-0.5399105100232204,0.3424316136848375,-0.36858194196990723,-0.8169265625877814,0.4904647774101599,-0.025811604420187827,0.02578030534465926,0.5120885473086682,-0.07223032713048726,-0.02556236364050838,0.4702032530269257,0.009215771892414968,0.03378598566229725,1.0,-0.09685892732068042,-0.05539107896802992,0.07942344453883636,0.11226381523085548,-0.20180841059381954,0.025272549657765056,-0.21862796691034467,-0.2888753455197988,-0.37316413638559287,-0.20058454060529,-0.18913685407655262,0.27344026907767455,-0.0782322451772141,-0.5419881519619819,0.0480636749620739,-0.036663379822327945,-0.4496770332663878,0.6739223796030548,-0.7542649198441995,-0.3535080919055207,0.08223593808835751,0.18697606554310447,0.15616371042832805,0.05559445405597223,-0.2543045096838098,0.2837947460971476,-0.026822812766703116,0.7342668265967005,-0.44157112723238046,0.9742644518254355
advcl,0.4793193986125389,-0.08521515381994095,-0.16094960866110553,-0.4642607468652804,-0.019773896733990774,-0.04886648811241954,0.19677639022007648,0.22488086724445555,0.5585793918736577,0.369262531824556,-0.191279646083673,-0.18584137877428455,0.11943530283883745,-0.4974635535223191,-0.0439727984738186,-0.20917231026241495,-0.007548901900390546,0.1483811126982405,0.13550614833388777,-0.09685892732068042,1.0,0.2374581249664953,-0.3936171569580367,-0.4597515620800416,-0.029513942645308332,0.19390297390863392,0.23522343809394392,-0.25256246608256366,-0.026397953746904713,-0.44507252646266304,0.2786463494481449,0.04555580917440762,-0.3160177481657406,-0.09844218296973575,-0.7105974876350735,0.32188375231459776,0.28976563515309006,0.3985842899513845,0.4242294637394022,-0.1379193431024551,-0.585180748615509,0.1301237461226026,0.26886183574790956,0.20546712894408786,0.5045623494757161,-0.3371079833074142,-0.4095731352821879,-0.34772326865107456,0.1536914561469066,-0.08547935781470918
mark,0.06953132168499705,-0.08099343693615946,0.24482692895318658,0.05071024921568073,-0.24758652315603888,0.11713552426430292,0.04550944151264474,0.8092644416539757,0.033609830756248876,-0.04951991798362769,-0.2375421121599459,-0.4017375678764336,-0.538403497838415,-0.415306418607425,0.16848689001406045,0.07709821336400513,0.23048216711156916,-0.534605623921115,-0.0825106699162854,-0.05539107896802992,0.2374581249664953,1.0,0.16338680101605138,-0.23509643298294727,0.06014991939059585,-0.15292760036333114,-0.17537267478711763,-0.1428557978422589,-0.02017453592337777,-0.13891250876780437,0.1433625042889909,0.24056941753927866,-0.024895119645626188,-0.22807968804909004,-0.24130417879288626,-0.21225617822774004,-0.017530270003222975,-0.2118020354122221,-0.20524825940748134,0.01640184764149442,-0.12313998481381334,-0.3338208910079793,0.33656264857441653,-0.13847051059655263,0.13544306493906674,0.12223629304196336,-0.1655473598909228,-0.029996072039220736,0.14414769136484099,-0.12134755163176143
det,-0.2808605230127695,0.07512000828523355,-0.2874664836411914,-0.031179346398470982,-0.12714515618672717,0.44255943029302175,-0.047795286939048116,0.030689747533258205,-0.7400431542605549,-0.3198794826876554,0.6330258613202894,-0.3004668943117428,-0.14757700233575163,0.39870145359858644,-0.1744918509773144,0.10966579094077326,-0.268603900957695,-0.2682636716522048,-0.2770043394423896,0.07942344453883636,-0.3936171569580367,0.16338680101605138,1.0,0.23073882818930636,-0.3439296256950542,-0.27835012966978034,0.06149639081310356,-0.2080924762523024,0.3839451493952974,-0.09054315253442663,-0.6295958471077681,-0.4037558822840364,-0.0358712044724934,0.05194819727090141,0.5386538389805324,0.1125318854605474,0.34896755670748664,-0.30120351657728284,-0.36781559964753147,0.3376707143516938,0.25866487583718323,-0.0919013167751319,-0.7148464921014844,0.13761259350183402,-0.5174479503267047,-0.254879004194377,-0.06134380223546677,-0.020412560800916767,0.11508798657433676,0.03800057559302731
advcl:pred,-0.05544045466110761,0.17510061078846084,-0.08520540772977736,0.14523245581361297,-0.08125827520925703,-0.10246241688937183,-0.016188440310306383,0.07491852107989656,-0.38730985558023967,0.019445294093961656,-0.08306627598320426,-0.0016701828099889304,0.030372151959263384,0.33741246379662293,-0.06658923563410107,-0.016793584336177326,-0.18909110228311726,0.1066013221697675,0.4932421435258135,0.11226381523085548,-0.4597515620800416,-0.23509643298294727,0.23073882818930636,1.0,-0.11550012948787615,-0.254646920507872,-0.0867229688986049,0.24794293191374447,0.0017083416088403626,-0.005008549086358851,-0.4101084095241099,-0.054363349049919615,-0.4013427058711029,-0.12435640671079713,0.3925883115140234,-0.3391781249120661,-0.10206920054828657,-0.19440258604772429,0.05770288763746196,-0.1920054392149823,0.05867982222872614,-0.01102771658023328,-0.047385466262901264,-0.01492921184967283,-0.5365725322166096,0.534016965667573,0.5973444407805093,0.11805714868626822,-0.13944151297784727,0.17871061443183645
csubj,0.10883227576699024,-0.10431189613383379,0.428920204171069,0.3722489696021742,0.1321905570072686,-0.04778011345117971,-0.5903939825818697,0.0743242617426206,0.3200158443752037,0.19582507149619813,-0.15091097675333362,0.2581256142479014,0.29513783142989364,-0.22809262555947865,-0.046603503453477434,0.5896169205615033,-0.262499270753554,0.1907235742492881,0.09397374729124142,-0.20180841059381954,-0.029513942645308332,0.06014991939059585,-0.3439296256950542,-0.11550012948787615,1.0,0.4383294110130482,-0.6407400922985206,-0.37756218826403554,-0.06288159101434714,0.13165862275203358,0.7545933150453634,0.42599769654111375,-0.22297994605081956,0.2803797402124923,-0.585079924134599,0.23922597500991713,-0.09465442146173733,-0.1910008759193325,0.17186438325510422,0.32613763637435395,0.1822195285558476,-0.5263411966589072,0.340148562661851,-0.2819510086046435,0.05684340769421881,0.17007333980252146,-0.05525794857023403,0.3423446752209937,-0.40204193876301636,-0.03488090636344228
xcomp,0.15112567929649967,0.05665960185586376,-0.08220492849000287,0.12663565902916463,0.4645428380496374,-0.09541681459807447,-0.47988846623209624,-0.04594755903172685,0.3683123249495747,0.1484689768284112,0.15877159807362798,0.43027618527497014,0.5312978249912392,-0.47930986174483337,-0.32214159332074294,0.6516257832951571,0.05590438045413576,0.7286027078270673,-0.060799369532424576,0.025272549657765056,0.19390297390863392,-0.15292760036333114,-0.27835012966978034,-0.254646920507872,0.4383294110130482,1.0,-0.3597089217245417,-0.7290596410213184,0.06967697681494807,-0.35419707889008717,0.3003609498799902,-0.33709512544330533,-0.3872531952679849,-0.21396789398551405,-0.5650440335127559,0.47972784855747974,-0.059277814462764776,0.4470989354048639,0.16410965010723388,-0.13501969202651612,-0.0672278508739933,-0.08622947789020777,-0.14604144445042141,0.29330161555178114,0.20873173830986697,-0.30186955137185467,-0.07534406846773684,0.2570790134259198,-0.037897466615991235,0.13424230845425178
obl,0.3691405704303029,-0.22625765175464,-0.5251684849705185,-0.44385985708673537,-0.40400995222466146,0.22040484491373544,0.8097971552441693,-0.31606528236102616,0.0921054077256335,0.1649302888650894,-0.11203491321249653,-0.4640161165725405,-0.44238331263139685,-0.048953796812911,-0.3678507921686035,-0.6832882224700939,-0.195051970235502,-0.24561658861566082,0.30758360057616246,-0.21862796691034467,0.23522343809394392,-0.17537267478711763,0.06149639081310356,-0.0867229688986049,-0.6407400922985206,-0.3597089217245417,1.0,0.408069761856907,0.22788407312936054,-0.39934116731332375,-0.27677274625552406,-0.2396727841116505,0.34850766152481133,-0.1952568507155811,0.15318799542664227,-0.405111741190729,0.3628182578659161,-0.06815812553115852,0.22759253169569157,-0.373541366577398,-0.5258003215613277,0.35228233061617464,-0.19408372332359006,0.0302171224844829,0.4862761474727264,-0.2505852123233509,-0.23627022241437173,-0.37440396812384724,0.3460695237467911,-0.3162939073832903
nmod,0.09680522450228951,-0.3454032601543699,0.017777749376193204,-0.23699399062496582,-0.4473523025592085,0.06644606130091416,0.6721782174692064,-0.28114331466768633,0.0246830411121422,0.19264234754592344,-0.5919035841355126,-0.1617642699324622,-0.41102489480023946,0.20049891677214815,0.37294480505411864,-0.6985369192617206,0.07143763443420205,-0.43118133433291506,0.0806002808634729,-0.2888753455197988,-0.25256246608256366,-0.1428557978422589,-0.2080924762523024,0.24794293191374447,-0.37756218826403554,-0.7290596410213184,0.408069761856907,1.0,-0.031168491541833952,0.5047003485309141,-0.1428576483265444,0.23162819683173796,0.5497220979989712,0.25120589784609865,0.5489168786301739,-0.6064628556387297,-0.03611533510787899,-0.37024939754400904,0.18015379916352411,-0.11056961786190128,0.012484513339341018,0.3168223486299106,0.23338958361203357,-0.3720097452825976,-0.0023453692591496266,0.36238138663238995,0.22552770966052874,-0.3931931104257368,0.28406486957889854,-0.3825488660788622
