,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,acl:relcl,advmod,punct
PROPN,0.6105804008026716,-0.5460385649603169,-0.48969882192589925,-0.6895392506182147,0.40795207518236276,-0.2325819644182264,0.6416961350594266,0.6254572782019006,0.7730197565604469,0.6807617088426713,1.0,-0.42152274281882735,-0.5983226403082266,-0.6350745714437603,-0.4784352082812509,0.44610784763410943,-0.1365378972994705,-0.8068027551545526,-0.9176228749140194,0.08576180149633007,0.6702051115529518,-0.7872840428033501,-0.9409671167966186,0.03807635755887196,0.13470205516743886,0.43588043888799466,0.06657970169329663,0.2008280129492301,0.5081486297155036,-0.415197615632758,0.7748152830164895,-0.08756802420593685,-0.6207491030844652,0.7238720183089971,0.6998643273438048,-0.26411747225855364,0.830924907561723,-0.3524617243434454,-0.6876074924615394,0.3312431131343091,0.868152338951325,0.29570147354061266,-0.4557800332955147,-0.8072971412992982
PRON,-0.053595362423709866,-0.30207639161065064,-0.31622615514580443,0.8815108216370167,0.6413518092178712,-0.030982167321977783,-0.8865368698424618,0.22559717649245353,0.10899190516870576,-0.2878582601888652,-0.42152274281882735,1.0,-0.2231296038038624,-0.2612527857502658,0.7768699387548793,-0.7290950189488747,-0.7319254903021907,-0.08564459262114135,0.48741390093481396,0.5651301437667071,0.15007221904616716,0.29737857707807186,0.13108237622044774,0.8691296218829749,-0.03468124602551758,-0.08261159662851045,-0.1428891805556519,-0.4542506644813134,-0.7919395396764538,0.996210026198392,-0.8277082099489219,-0.8392974876042809,-0.045464641631132924,-0.5961630852761348,-0.37093283661080223,-0.0077260148968945706,-0.6834447568488874,-0.1027827295823144,-0.23388991199540948,0.34361454624871096,-0.29595388945513407,0.1733873129947605,0.9406071518207076,0.1840089189759169
NUM,-0.022912818132568197,0.9966302618080402,0.19864272791303883,-0.12060290549116916,-0.6107173952163665,0.7967865268310099,0.1878763879584726,-0.9986181780255606,-0.9655647214716424,0.0371090224668959,-0.5983226403082266,-0.2231296038038624,1.0,0.37885743320085735,0.3217690182585601,-0.35842274405462893,0.25161298461395604,0.5114487378461443,0.25959137175002966,-0.8495258233453095,-0.9956039454533806,0.8639277706979985,0.8193891488142303,-0.6640099771057323,0.5069332802233795,0.22195658456274311,0.626311216240892,0.6333233068645792,0.3811339788871231,-0.27888044058227135,-0.3600193775637498,0.41205760926117024,0.9774360496210928,0.10523618620695305,0.05501512665045247,0.8058955984863707,-0.5577542026258476,0.8978496286564288,0.44748559421363915,-0.9493932605071084,-0.8569943500854313,-0.8927675289816239,-0.36183981062019827,0.9154057989962842
ADJ,-0.9034011059317506,0.3864220419674113,0.978481424251103,0.217976521936988,-0.8687255750666001,-0.2565107594999575,-0.19151353185142972,-0.426472537216855,-0.5603092844850146,-0.8026908865193755,-0.6350745714437603,-0.2612527857502658,0.37885743320085735,1.0,-0.3736612124781562,0.4025229448988056,0.8338910595044696,0.9678683851271508,0.711305144396373,-0.06466397449287992,-0.41596462475302826,0.21051875470303164,0.6824296037228682,-0.48530776945074455,-0.601388681382487,-0.7941084850464923,-0.4696091976237031,-0.3409036269076706,-0.2445623342311251,-0.22057961546723115,-0.014229913372009217,0.7419179641521917,0.23371549315576354,-0.581783544312739,-0.7548404824157687,-0.23954950325310748,-0.10180265905026512,-0.06711260503547331,0.9964018992067255,-0.12690061375431422,-0.3480986304139442,0.07471842608449691,-0.02330328183949375,0.32740447254675364
advmod:emph,0.311567205411835,0.251955859979199,-0.528575660849571,0.5511685728052821,0.4774336793486149,0.6052748634701838,-0.5217660939797917,-0.29931672497874995,-0.3178904706179709,0.11848513239534737,-0.4784352082812509,0.7768699387548793,0.3217690182585601,-0.3736612124781562,1.0,-0.9969786897480957,-0.7739272738845684,-0.1296062865744603,0.2776425130209008,-0.07201845447513669,-0.3633321000547439,0.726261041617431,0.36753468180534904,0.4711299634440535,0.5525491995245371,0.4045127373251799,0.4888360269301438,0.18634020539644358,-0.2953059493502095,0.7203334793028484,-0.9076883998555461,-0.7181246244328023,0.5115375547436182,-0.17902390837003965,0.04280934855986626,0.623323282528373,-0.884318448318224,0.5355974534921892,-0.3045808667604077,-0.2932983524685217,-0.6641082560577498,-0.4776905730437209,0.5393135399834295,0.619666084211989
obl:arg,-0.3682776961734168,-0.29217111157420866,0.5618443454727384,-0.48542238842153823,-0.46706565841842684,-0.6606761208478582,0.4541425231085767,0.33313787700584685,0.33580704058123273,-0.18435474279723088,0.44610784763410943,-0.7290950189488747,-0.35842274405462893,0.4025229448988056,-0.9969786897480957,1.0,0.7738353243501506,0.15946909869378226,-0.22096621043285106,0.138705875933745,0.3936464445593725,-0.7390617826014454,-0.3583007470504674,-0.42281172066140693,-0.6152517847714334,-0.46783571703739557,-0.5549701623548067,-0.2614770528168393,0.2202133743797146,-0.6676151165499843,0.8802034750428607,0.6990647386528555,-0.5465281528141197,0.10699725669693279,-0.11102674041327941,-0.6768964189722024,0.8686172424086271,-0.5881183577270532,0.33138745941915093,0.34924343158572557,0.6682814013407486,0.5341720332477422,-0.47356575424109343,-0.6338268793869918
flat,-0.6379459846238962,0.3029953907356197,0.8778624149962839,-0.3236475144433766,-0.9172595864252124,-0.29912641339200396,0.33558147253962134,-0.28867779411273536,-0.32670827568351174,-0.4383083180737637,-0.1365378972994705,-0.7319254903021907,0.25161298461395604,0.8338910595044696,-0.7739272738845684,0.7738353243501506,1.0,0.6884270374640622,0.20908389305970873,-0.23749478256153,-0.23807457797406623,-0.15028527133748318,0.30318460476577624,-0.753981594729144,-0.5078170968940805,-0.5787145618593726,-0.36664837977089876,-0.09363416661400434,0.21136182484825214,-0.690672118221546,0.5204452856057473,0.9676902961656821,0.045407448082376234,-0.10809642365965604,-0.35794694425415424,-0.3012660156991475,0.4039106625735228,-0.1330386081449325,0.8046885530768968,-0.14113395838520204,0.045992480597907,0.0974529285223487,-0.49890164663706893,-0.006506685183453392
nsubj,-0.8705103169454077,0.5016770653012703,0.9003409188835527,0.36385031526631734,-0.8114659295472211,-0.09065879392391038,-0.32646335724686354,-0.5557252483134181,-0.6998214893404661,-0.811517533275934,-0.8068027551545526,-0.08564459262114135,0.5114487378461443,0.9678683851271508,-0.1296062865744603,0.15946909869378226,0.6884270374640622,1.0,0.8251457640999511,-0.1137524286686518,-0.5607371644871059,0.43228806217058485,0.8357622826101349,-0.41231164979324747,-0.47543507281395353,-0.7243598433876532,-0.34927308451606737,-0.2902095788358908,-0.3187461193591543,-0.059022783762979515,-0.2555444403700002,0.6111850246079916,0.40620152953029387,-0.6524166048901772,-0.7797843894195169,-0.06800633670314482,-0.3480299334752649,0.09388550434506851,0.9837479930944557,-0.2381345184567688,-0.5608115379761578,-0.07113524026159407,0.09971435068861928,0.5297884990684888
root,-0.825176268292347,0.20778904071174253,0.6350973121147742,0.8257158502401025,-0.34001529832562344,-0.16955542655397685,-0.8000647754671721,-0.2989463549017555,-0.49762396173076295,-0.9043538357432629,-0.9176228749140194,0.48741390093481396,0.25959137175002966,0.711305144396373,0.2776425130209008,-0.22096621043285106,0.20908389305970873,0.8251457640999511,1.0,0.2786804791955515,-0.3450732554575536,0.48333656659288987,0.7661665746722317,0.1549579515102694,-0.498960096679584,-0.7284419290298484,-0.45286972976859036,-0.5694866658772065,-0.7581634960961358,0.514608779493207,-0.6551048191917435,0.06561222546933503,0.26217703031684547,-0.932941645337287,-0.9222260346312725,-0.13687945262520881,-0.6437882034264165,-0.048460484527243775,0.7348235770778394,0.052343940109628846,-0.6009646247723356,0.10745071894181828,0.6369589059238125,0.5062609866212953
advcl,-0.3633486887900872,-0.8805392738312734,0.062348008707623435,0.6080467782589654,0.502677511713424,-0.8297445498502547,-0.6601259965627513,0.8305393259036893,0.6931034839771915,-0.48698907669489816,0.08576180149633007,0.5651301437667071,-0.8495258233453095,-0.06466397449287992,-0.07201845447513669,0.138705875933745,-0.23749478256153,-0.1137524286686518,0.2786804791955515,1.0,0.7965842703796652,-0.55037375688692,-0.4011231930590338,0.8094876456989999,-0.7089201378219668,-0.5527920001629452,-0.8142319776454919,-0.9154639566058329,-0.8098365471190638,0.6294159140077997,-0.07160767139407552,-0.46802834182224423,-0.8036142103958713,-0.6048916711690281,-0.522990355223942,-0.8202553763064724,0.1383236364229601,-0.8787014093065096,-0.11469891633817651,0.9607842608288831,0.490204716434907,0.9102922967722231,0.7559393775970803,-0.6032307646110338
mark,0.08463983632551879,-0.9858247324905913,-0.23116282079169573,0.02847562355885809,0.6041474846766559,-0.7707742621796316,-0.09639020281156939,0.9970346386665286,0.9829711224647187,0.03929821720533472,0.6702051115529518,0.15007221904616716,-0.9956039454533806,-0.41596462475302826,-0.3633321000547439,0.3936464445593725,-0.23807457797406623,-0.5607371644871059,-0.3450732554575536,0.7965842703796652,1.0,-0.8956852098670803,-0.866863862713402,0.6127169058935956,-0.46131129619478806,-0.16244515386970276,-0.5784992492978739,-0.5663169514892088,-0.2928679593916026,0.2030853977049637,0.43027331888287534,-0.3818639882428932,-0.9796141179004061,-0.015203170105687619,0.025799273459656342,-0.7829153723538225,0.6191648562922977,-0.876650209657202,-0.4861558616982183,0.9189239184273609,0.897404297012764,0.8649437628046116,0.27768589912908276,-0.9441778319896688
det,-0.021894801710701135,0.8200918876932208,0.004823209076428037,0.32348327095424256,-0.25016892793508033,0.7806189147911297,-0.2603016348949759,-0.8598200877878267,-0.8824213344116045,-0.08511941949135358,-0.7872840428033501,0.29737857707807186,0.8639277706979985,0.21051875470303164,0.726261041617431,-0.7390617826014454,-0.15028527133748318,0.43228806217058485,0.48333656659288987,-0.55037375688692,-0.8956852098670803,1.0,0.8564244417279903,-0.1986592229615363,0.5026483883409716,0.20220844631446183,0.5614842176114005,0.405610645282026,-0.019169511528306052,0.23901306582242543,-0.7779690801154336,-0.04342349650992637,0.9367333116793022,-0.1818285205796567,-0.11126139831752961,0.8009662909030535,-0.897326784992217,0.8381079356444591,0.29249602834654465,-0.760239943822088,-0.9881311024167998,-0.7973045941092834,0.12242394963600173,0.9894781242880227
csubj,-0.511417115547434,0.7871734026376599,0.5185012864008113,0.40434006850857895,-0.6175222863038049,0.4238586155149048,-0.3444380482254498,-0.8422252514864885,-0.9383233258805522,-0.5159235640517383,-0.9409671167966186,0.13108237622044774,0.8193891488142303,0.6824296037228682,0.36753468180534904,-0.3583007470504674,0.30318460476577624,0.8357622826101349,0.7661665746722317,-0.4011231930590338,-0.866863862713402,0.8564244417279903,1.0,-0.3579804002110423,0.03428837319890032,-0.2911858196889399,0.14245858957284696,0.08162024102920627,-0.1931851532118931,0.11075316278039775,-0.6193838164623605,0.32422585327056425,0.8033296650055137,-0.4834663442631974,-0.5136017128642195,0.44919435812183817,-0.7452053545762382,0.5645753223526138,0.7414417264321017,-0.5999392229498154,-0.9227386894559744,-0.5267713788413442,0.13060232793282214,0.9059334679825394
xcomp,0.0802552481448302,-0.7215196854392111,-0.4413799697796773,0.6773689167915172,0.8545064825426398,-0.35342503247666235,-0.7148061578379796,0.6709610915064864,0.5863035684721661,-0.13164825135696095,0.03807635755887196,0.8691296218829749,-0.6640099771057323,-0.48530776945074455,0.4711299634440535,-0.42281172066140693,-0.753981594729144,-0.41231164979324747,0.1549579515102694,0.8094876456989999,0.6127169058935956,-0.1986592229615363,-0.3579804002110423,1.0,-0.1828556542904646,-0.06547618949574699,-0.3326529418624719,-0.5806465159551113,-0.7264583158158614,0.8867224424575088,-0.4442616501387054,-0.8947283997951424,-0.5054015689204305,-0.416287612104475,-0.20672860702869955,-0.3424897832858482,-0.2377025750268962,-0.4750768503148082,-0.49587634633512556,0.6992584480760138,0.21320873632900686,0.5238317918367764,0.8595686738043646,-0.31963550944659486
obl,0.8399773677641988,0.5043027156326914,-0.7280784808893572,-0.3902447029735649,0.24599112336223225,0.9182600729020175,0.42249304829462714,-0.4609684706994611,-0.29560960128780295,0.8172845619427582,0.13470205516743886,-0.03468124602551758,0.5069332802233795,-0.601388681382487,0.5525491995245371,-0.6152517847714334,-0.5078170968940805,-0.47543507281395353,-0.498960096679584,-0.7089201378219668,-0.46131129619478806,0.5026483883409716,0.03428837319890032,-0.1828556542904646,1.0,0.9460940271427042,0.98627986361618,0.8995480029275089,0.6270141458456481,-0.11986610160934255,-0.21328393334228585,-0.2753424061063312,0.6085553047408757,0.6946791887764522,0.7949070209358958,0.9077412176691506,-0.3108973659106304,0.8311887124681464,-0.54259149159429,-0.7137160027877474,-0.3668212860697973,-0.8406799162088914,-0.3712848925126859,0.446161124967806
nmod,0.969398967338971,0.2304058468432424,-0.8619920217639123,-0.5103025197058906,0.43036029305479184,0.7419903999812362,0.5218448337109334,-0.1706114591640068,0.019496191721173464,0.9507970396943837,0.43588043888799466,-0.08261159662851045,0.22195658456274311,-0.7941084850464923,0.4045127373251799,-0.46783571703739557,-0.5787145618593726,-0.7243598433876532,-0.7284419290298484,-0.5527920001629452,-0.16244515386970276,0.20220844631446183,-0.2911858196889399,-0.06547618949574699,0.9460940271427042,1.0,0.8987839594153665,0.8376460260954509,0.6680218659277904,-0.1575326444498228,0.0018636295560999772,-0.3622915310408477,0.32313263519048635,0.8251681957563403,0.9292210547252094,0.7235748711614253,-0.05191680954999316,0.6137162391889789,-0.757102553839709,-0.4915825127794321,-0.05081788614166075,-0.6355114918627802,-0.4041411179589293,0.13296157532933264
cc,0.7637898116961576,0.6296017547312021,-0.6071233226204678,-0.4413780535717583,0.0826279217263163,0.9547477145657495,0.4810457587010682,-0.584547193340637,-0.4203112693421799,0.7704205050539104,0.06657970169329663,-0.1428891805556519,0.626311216240892,-0.4696091976237031,0.4888360269301438,-0.5549701623548067,-0.36664837977089876,-0.34927308451606737,-0.45286972976859036,-0.8142319776454919,-0.5784992492978739,0.5614842176114005,0.14245858957284696,-0.3326529418624719,0.98627986361618,0.8987839594153665,1.0,0.9466309569810102,0.6880914020587574,-0.22824204424089053,-0.18235983514453766,-0.12326933855747352,0.7013641148533047,0.6932941869883891,0.7592537167538974,0.944723930714632,-0.31165824734325137,0.8962718409918528,-0.4081602557525517,-0.8160654451414623,-0.43718839068461146,-0.9096660985521653,-0.4645746372386394,0.5266864664227134
nsubj:pass,0.7075193836737592,0.6620773223982813,-0.4462343163153126,-0.6857336650309063,-0.13147889960277195,0.8683447688311758,0.7228531960198961,-0.5964115961472792,-0.41018079151353953,0.7896465353196678,0.2008280129492301,-0.4542506644813134,0.6333233068645792,-0.3409036269076706,0.18634020539644358,-0.2614770528168393,-0.09363416661400434,-0.2902095788358908,-0.5694866658772065,-0.9154639566058329,-0.5663169514892088,0.405610645282026,0.08162024102920627,-0.5806465159551113,0.8995480029275089,0.8376460260954509,0.9466309569810102,1.0,0.8779903192641044,-0.5298193493984313,0.10728153677391748,0.16040563178546358,0.6432535485126814,0.8202395723366724,0.8065776399611018,0.851653388783527,-0.05555727075172359,0.8384293554726232,-0.2946868962487783,-0.844307152072371,-0.29383902992269656,-0.8735962421548901,-0.7247124150027145,0.4109079943573081
discourse,0.6072055171836456,0.44291960610709685,-0.26079655520389977,-0.9487729450931626,-0.2651348830207904,0.5300511813166282,0.9651951638133808,-0.3525803452794976,-0.15340312617912896,0.7710824427612787,0.5081486297155036,-0.7919395396764538,0.3811339788871231,-0.2445623342311251,-0.2953059493502095,0.2202133743797146,0.21136182484825214,-0.3187461193591543,-0.7581634960961358,-0.8098365471190638,-0.2928679593916026,-0.019169511528306052,-0.1931851532118931,-0.7264583158158614,0.6270141458456481,0.6680218659277904,0.6880914020587574,0.8779903192641044,1.0,-0.8382544816594332,0.5678218111013615,0.43069528232803744,0.3101331845602189,0.9262633377922646,0.8200805484993136,0.5032010129909166,0.4141892825272155,0.515512075341119,-0.23646613125533497,-0.6224593050392343,0.1078471511633611,-0.578963891332689,-0.9505447311303027,0.02668303393540707
csubj:pass,-0.11594627556614723,-0.35670493890198873,-0.2618066049872809,0.9037971962442348,0.627991993254747,-0.11581148823013526,-0.9125421681466199,0.2778249858966937,0.14934791438641684,-0.3471500642509527,-0.415197615632758,0.996210026198392,-0.27888044058227135,-0.22057961546723115,0.7203334793028484,-0.6676151165499843,-0.690672118221546,-0.059022783762979515,0.514608779493207,0.6294159140077997,0.2030853977049637,0.23901306582242543,0.11075316278039775,0.8867224424575088,-0.11986610160934255,-0.1575326444498228,-0.22824204424089053,-0.5298193493984313,-0.8382544816594332,1.0,-0.795460915526009,-0.817618166031633,-0.1103628484090376,-0.6442138771794825,-0.4279910935389787,-0.09219530619815934,-0.6414583341205276,-0.18227491040871346,-0.19931760818397576,0.4126549251037512,-0.24799210729931298,0.2527283908443566,0.965626026661171,0.1301111471760121
acl,0.11571281892267382,-0.28230565733299534,0.13996304003512725,-0.7972182009478148,-0.23197631915757244,-0.39702836111019857,0.7632962826742768,0.3595700112487039,0.4615047296702545,0.3030786535195751,0.7748152830164895,-0.8277082099489219,-0.3600193775637498,-0.014229913372009217,-0.9076883998555461,0.8802034750428607,0.5204452856057473,-0.2555444403700002,-0.6551048191917435,-0.07160767139407552,0.43027331888287534,-0.7779690801154336,-0.6193838164623605,-0.4442616501387054,-0.21328393334228585,0.0018636295560999772,-0.18235983514453766,0.10728153677391748,0.5678218111013615,-0.795460915526009,1.0,0.5404958415442428,-0.5109383864550536,0.5506730963316846,0.3707065431432769,-0.4255069893342161,0.9751518361483597,-0.39439898728805484,-0.07849061928602172,0.20128011534283807,0.7805532761672496,0.3229359986260743,-0.7069587241001459,-0.7035890246052698
amod,-0.4545887969319982,0.47010841263731484,0.7582857659154513,-0.49258116448813927,-0.9437162154527713,-0.07525850138665507,0.5139855139400893,-0.4395073091413892,-0.430399318241283,-0.23612368995170352,-0.08756802420593685,-0.8392974876042809,0.41205760926117024,0.7419179641521917,-0.7181246244328023,0.6990647386528555,0.9676902961656821,0.6111850246079916,0.06561222546933503,-0.46802834182224423,-0.3818639882428932,-0.04342349650992637,0.32422585327056425,-0.8947283997951424,-0.2753424061063312,-0.3622915310408477,-0.12326933855747352,0.16040563178546358,0.43069528232803744,-0.817618166031633,0.5404958415442428,1.0,0.21029771864887695,0.09874848384032885,-0.1522480658806487,-0.08151390357132982,0.3834899943352066,0.08213139294525669,0.7248798567086102,-0.35526454512988176,-0.031821117274259736,-0.1261407788020014,-0.6769123159450811,0.10047306766888406
