,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.9855591718798383,0.987386768537122,-0.2971981478759768,-0.17745410659003225,-0.4122636325046621,-0.6336393525725595,-0.9833346877005206,-0.3121990088997729,0.9258192840716293,-0.4982107763621766,1.0,-0.8590533105873169,0.48937996766449265,0.9399352038629849,-0.8878590856930052,-0.9887026694045722,0.7000630661058422,0.9410078345172317,0.8395918273152259,0.8269606237775898,0.9293463358449823,-0.44901235783676907,0.9829233021721715,-0.918593286126381,-0.17745410659003225,0.9100468428980595,-0.6494763009282054,-0.9429670269163916,0.3815041004350035,-0.17745410659003225,0.8858263802980427,0.18695108098566157,-0.9015879874293097,-0.042174033007317216,0.031497043768650666,-0.04217403300731722,0.08610666013650671,0.8614859052082557,0.5486319487410993,0.9214679664792262,-0.16623096536589382,0.9313617343411732,0.8247606730663101,-0.7419978337213988,-0.9138203796704432,-0.9598250099277683,0.3076062884265802,-0.815061224598957,-0.7107222314569781,0.8075152582710557,0.9999881396099468
PROPN,0.9333262578278797,-0.7671725896472692,-0.2334479245355221,-0.35131948636807925,0.820517767887414,0.14832024701475538,0.9378001428794102,-0.2181047924441504,-0.6018523270406897,0.8718235316617545,-0.8590533105873169,1.0,0.02599739672764373,-0.9821882710371611,0.5271915608313749,0.9260749464356746,-0.23586332495923318,-0.6351614232105925,-0.9993197889709329,-0.9982162744144258,-0.9873510834396684,-0.07165778118311968,-0.7501884265028553,0.5868210455269361,-0.35131948636807925,-0.5695991777605226,0.9471636807599005,0.9804587470468704,-0.800903081286102,-0.35131948636807925,-0.5234483024682953,0.34226023504447994,0.5530723706309598,-0.4752009513221904,-0.5386897943716032,-0.4752009513221905,-0.5839551571450662,-0.4801360206040187,-0.043334535240028775,-0.5927457103882511,0.6475654396227571,-0.9864646675502705,-0.9979757516893024,0.29424606806251596,0.5771339464162657,0.9681757266155406,0.2228164780818255,0.40360710118854004,0.97064622894177,-0.9956329907483625,-0.8615362038491762
PRON,-0.3346439798993163,0.6212794455524582,-0.9781096933848108,-0.9450725849149225,0.5927591458818616,-0.9847491921749578,-0.3226778884335583,-0.9812656598587765,0.7826908836027132,0.5123196874714399,0.48937996766449265,0.02599739672764373,1.0,0.16230159565213884,-0.8357536535172602,-0.35313655172074454,0.9653259518646902,0.7556058191318631,-0.06284487573535243,-0.08563234931092048,0.13282702020335205,-0.9989550720958595,0.6414976779196162,-0.7941871592657054,-0.9450725849149225,0.8068367129581253,0.34526600217621595,-0.1711689300191442,-0.619413009056426,-0.9450725849149225,0.8381611566362028,0.9481854982908767,-0.8184731822806565,-0.8919338943378428,-0.8562239619760044,-0.8919338943378426,-0.8266928554597407,0.8644152812731735,0.9975963607681922,0.7897076128185357,0.7785873077420336,0.1382730255697069,-0.08951886668921344,-0.9477570374892711,-0.8013695021763801,-0.2250167399446421,0.9803235648881544,-0.9041304347552428,0.26566472708601324,-0.11920619763364107,0.485126844484418
NUM,-0.9841635237844245,0.8740342756534959,0.04658216360412808,0.1691399672338774,-0.698495656863792,-0.33149956513907636,-0.9863304009547679,0.030844139436727643,0.7411901808696834,-0.7642579239678672,0.9399352038629849,-0.9821882710371611,0.16230159565213884,1.0,-0.6774682544789133,-0.9804818556515688,0.4142602829920376,0.7689777617453768,0.9745908902188103,0.9692184375455535,0.9995559533378208,-0.11703497217784793,0.8610699149229069,-0.7285140555233071,0.1691399672338774,0.7138924312133124,-0.8700241950584819,-0.9999595609356927,0.6741245543181257,0.1691399672338774,0.6742258998475092,-0.15961269592599864,-0.6997664614072493,0.30140834800049565,0.3707887312526782,0.30140834800049565,0.4210197855452164,0.6364082403432268,0.23028560467616252,0.7335201541583833,-0.492849955292722,0.9997046418847481,0.9682505022656794,-0.46858611322295474,-0.7203021784368069,-0.9979566951197165,-0.0356720046545366,-0.5683334493199702,-0.9081653192410005,0.9603579029991053,0.9415865756096428
ADJ,0.7971256747179305,-0.9495089141021198,0.7031956063742978,0.610367251696092,-0.053162901011049674,0.9185409297760981,0.7894115542147317,0.7143061169459076,-0.9959052828146061,0.04339510961033965,-0.8878590856930052,0.5271915608313749,-0.8357536535172602,-0.6774682544789133,1.0,0.8088619107767611,-0.9501170766664201,-0.9911784243288506,-0.49549632608621613,-0.4755200542666515,-0.6552497523987275,0.8097846266168031,-0.9573658595611335,0.9974209693316752,0.610367251696092,-0.9987137135015871,0.22677999094328014,0.6840557775123443,0.08659374043098648,0.610367251696092,-0.9999903237190241,-0.617989491393631,0.9995270917600777,0.4971506923639148,0.43192224300689985,0.49715069236391474,0.3819559838728036,-0.9985162031551521,-0.8717938315779518,-0.9968675640802576,-0.3061241373793065,-0.6593921412844943,-0.47208426646755247,0.9672519763067072,0.9982051744899806,0.7230812912911354,-0.7109172215382528,0.9902388373346477,0.3073424970575732,-0.445562176953601,-0.885607616365212
advmod:emph,0.999806076700589,-0.9525003224558253,0.150723196212236,0.027938177814364355,0.5441656851828706,0.5105216822399731,0.9994763254157795,0.16627392497223487,-0.8587065787263114,0.6225453971701963,-0.9887026694045722,0.9260749464356746,-0.35313655172074454,-0.9804818556515688,0.8088619107767611,1.0,-0.5851205718454832,-0.8796564422081934,-0.911529630062511,-0.9018953399207841,-0.9741879847494299,0.3100091147417233,-0.9442367657778921,0.8489784481189337,0.027938177814364355,-0.8376354985170325,0.7561126348835722,0.9822103426414105,-0.5157475739208319,0.027938177814364355,-0.8062673932541189,-0.037591646139307516,0.8265606417749009,-0.10805912550310486,-0.18095690730719294,-0.10805912550310495,-0.23446724644751404,-0.7756420146696199,-0.4171161875865705,-0.8528323896425438,0.31215762026674465,-0.9754140870878101,-0.9002032047050967,0.6331285979861093,0.842623506142488,0.9910405922254051,-0.16150870444389573,0.7190106768599019,0.8081365434677991,-0.8868046487209255,-0.9894209651650225
obl:arg,-0.5690372458951926,0.8042911573277151,-0.8898733055647775,-0.8269769612579475,0.36196339330386795,-0.9960209895471985,-0.5585731227141902,-0.8969479080428543,0.9180305699359119,0.27036923449533745,0.7000630661058422,-0.23586332495923318,0.9653259518646902,0.4142602829920376,-0.9501170766664201,-0.5851205718454832,1.0,0.9003989746229194,0.19986571775080186,0.1774255102471298,0.38695580694560994,-0.9523866019111188,0.8195104276127145,-0.9252810642698338,-0.8269769612579475,0.933080636799485,0.08829986570336198,-0.42242870939253246,-0.39299610470295165,-0.8269769612579475,0.9514799473957989,0.8323687650818478,-0.9400768802181272,-0.7429701707005691,-0.6916768083655721,-0.7429701707005691,-0.651148776816483,0.9656915841062631,0.9810943866616726,0.9224735728355855,0.5877737411305242,0.3920184744718093,0.17358456008501166,-0.9981668213836502,-0.9297334779547315,-0.4715674263828154,0.8948016938766697,-0.984314833684096,0.004786154389384928,0.14411328752906558,0.6965769143728803
aux,-0.8701197388724794,0.9827140566406966,-0.6027609230714011,-0.5,-0.0796529206621358,-0.8580437253981205,-0.863805755754187,-0.6152529084211374,0.9991012986028142,-0.17542171161267087,0.9410078345172317,-0.6351614232105925,0.7556058191318631,0.7689777617453768,-0.9911784243288506,-0.8796564422081934,0.9003989746229194,1.0,0.6062458593207672,0.587916257126927,0.7495874320185817,-0.7248795868195238,0.9872066430203881,-0.9981345693560306,-0.5,0.9966235320888194,-0.353860652105297,-0.7746957567131066,0.046206579341272834,-0.5,0.9905857960896091,0.5083412200569201,-0.9947851818819857,-0.3777698018106996,-0.3085779179137424,-0.3777698018106995,-0.25610094571215153,0.9824905087866518,0.7991782843278992,0.9985556152615688,0.17725213363645898,0.753214414373723,0.5847557741008034,-0.9250796982602164,-0.9973364858648599,-0.8082523335061836,0.6114376847287318,-0.9630306208604655,-0.43075072040376955,0.5602830484271178,0.9393486100376217
flat,-0.9194512474276343,0.7429959382067588,0.2691478032146179,0.38560740112396513,-0.8410396694640393,-0.11174962026256857,-0.9243592288858014,0.2539462463716361,0.571992194722577,-0.8892939105841107,0.8395918273152259,-0.9993197889709329,-0.06284487573535243,0.9745908902188103,-0.49549632608621613,-0.911529630062511,0.19986571775080186,0.6062458593207672,1.0,0.9997389264628961,0.9808325593436935,0.10839186357417394,0.7252937639571987,-0.556561454643059,0.38560740112396513,0.538901174709203,-0.9583479313864012,-0.9725370845526,0.8224403999405776,0.38560740112396513,0.49167039086757364,-0.3766778359173382,-0.5219721888079416,0.5073255010939265,0.5693929267699734,0.5073255010939266,0.6134946826214576,0.4474605918217093,0.006462073825209846,0.5626416583491506,-0.6752260732218431,0.9797466928604667,0.9996421720134412,-0.2588008754340102,-0.5466252778666016,-0.9582877483072352,-0.25861545437003314,-0.36959202720731205,-0.9788554869908258,0.9983984199326265,0.8422275485957533
nsubj,-0.9102268661315299,0.7275091880697141,0.2910834267914068,0.4065886978188983,-0.8531808236616298,-0.08901451654247225,-0.9154004599962412,0.2759799641604917,0.5531007254420872,-0.8995114339861088,0.8269606237775898,-0.9982162744144258,-0.08563234931092048,0.9692184375455535,-0.4755200542666515,-0.9018953399207841,0.1774255102471298,0.587916257126927,0.9997389264628961,1.0,0.9761242964974681,0.1310779906136311,0.7093742227894306,-0.5374330163091636,0.4065886978188983,0.5195131537396895,-0.9646234950122489,-0.9669651116433631,0.835223391922484,0.4065886978188983,0.47164550451225234,-0.3977455796268799,-0.5023465359618658,0.5268833204971033,0.5880276860999475,0.5268833204971033,0.6313783809569461,0.4269097862317379,-0.01638818243266243,0.543605440587471,-0.6919034937455033,0.974915593351048,0.9999923891195625,-0.23666271425165594,-0.5273492949501783,-0.9515071893357172,-0.2806196665386464,-0.3482643368251257,-0.9832737750081225,0.9994304219451472,0.8296892369762618
root,-0.978444500792281,0.8591685812737685,0.07632671879229168,0.1984331250578745,-0.7195090708441001,-0.30323967104421146,-0.9809823877558527,0.06061385195695291,0.7208580840958433,-0.7831353403400041,0.9293463358449823,-0.9873510834396684,0.13282702020335205,0.9995559533378208,-0.6552497523987275,-0.9741879847494299,0.38695580694560994,0.7495874320185817,0.9808325593436935,0.9761242964974681,1.0,-0.08739019207912099,0.8455358869841587,-0.7077782953263793,0.1984331250578745,0.6927095095844861,-0.884328342706758,-0.9992475584876493,0.6958342357553446,0.1984331250578745,0.6519202444422576,-0.18895739311659435,-0.6781691806412313,0.3296863627146155,0.39829761590286905,0.3296863627146155,0.44786077705713817,0.6131412051979739,0.20118662802887993,0.7129419800410572,-0.5185584132792194,0.9999848929363812,0.9752694119569346,-0.44205432026309205,-0.6993129245990022,-0.9956096708021686,-0.0654347862510886,-0.5435636785626157,-0.9202356696153066,0.968238131611012,0.9311335036834338
advcl,0.29122632715551755,-0.584817883834527,0.9865979736772293,0.9590235582402066,-0.628948025111998,0.9757687944105848,0.2790824227311711,0.9890454271288531,-0.753426997334409,-0.5510338472746407,-0.44901235783676907,-0.07165778118311968,-0.9989550720958595,-0.11703497217784793,0.8097846266168031,0.3100091147417233,-0.9523866019111188,-0.7248795868195238,0.10839186357417394,0.1310779906136311,-0.08739019207912099,1.0,-0.6057674486131639,0.7655848030795767,0.9590235582402066,-0.7789934612275012,-0.3877977092661233,0.12596157260984178,0.6546456041320501,0.9590235582402066,-0.8123578885729023,-0.9617153440369858,0.7913595206233803,0.9116672208012824,0.8789396576200497,0.9116672208012823,0.8515439706876269,-0.8405335452869743,-0.9933870529452221,-0.7608443951578517,-0.8064540296380849,-0.09286455941467767,0.13494483117375983,0.9321877590220101,0.7731939834594385,0.18025067471475795,-0.9883208472777297,0.8836587789533457,-0.30944780840347136,0.1644587484064607,-0.4446552199288833
mark,-0.937569440012355,0.9996600781396966,-0.46782409833418515,-0.3555189886468599,-0.23757333132835926,-0.7651786972742184,-0.9330876860013099,-0.4816856843709609,0.9795611169757691,-0.33015106380510706,0.9829233021721715,-0.7501884265028553,0.6414976779196162,0.8610699149229069,-0.9573658595611335,-0.9442367657778921,0.8195104276127145,0.9872066430203881,0.7252937639571987,0.7093742227894306,0.8455358869841587,-0.6057674486131639,1.0,-0.9756305316579453,-0.3555189886468599,0.9707817578145471,-0.49846318613392876,-0.8656079829741979,0.204891192139135,-0.3555189886468599,0.9560857790336115,0.3645299455909023,-0.9657962603228791,-0.22530582868309879,-0.15296523283418664,-0.2253058286830987,-0.09869602042201095,0.9402143416765888,0.6931120354791979,0.9772140411421475,0.018063182922618777,0.8484579128858601,0.7066189215392275,-0.852691513100928,-0.9729475474669682,-0.8917996939769459,0.47744686405218995,-0.9077567429077772,-0.5691354041563141,0.6851845074958578,0.9820154171582326
det,0.8384075597074904,-0.9695782678842383,0.6503514659118171,0.551940114111842,0.018646033015985615,0.8877981315436891,0.8314347195982476,0.6622345315338585,-0.9998253225004194,0.11498890429814355,-0.918593286126381,0.5868210455269361,-0.7941871592657054,-0.7285140555233071,0.9974209693316752,0.8489784481189337,-0.9252810642698338,-0.9981345693560306,-0.556561454643059,-0.5374330163091636,-0.7077782953263793,0.7655848030795767,-0.9756305316579453,1.0,0.551940114111842,-0.9997772109611223,0.2960984604394696,0.734645170661363,0.014866690837352946,0.551940114111842,-0.9970955768183989,-0.5599684699408513,0.9991563458332041,0.43359338130050307,0.36607516348438135,0.43359338130050307,0.3146394007055145,-0.9920325532608998,-0.8343856383418174,-0.9999730877819448,-0.23700703272763016,-0.7116506741872018,-0.5341387658166226,0.9465400371620033,0.9999290478731662,0.770794794640019,-0.6586073103472181,0.9776811480965394,0.3748492714725465,-0.5086681976299705,-0.9166575949822466
advcl:pred,0.008247580463246246,-0.33102982488752636,0.9924010489378303,1.0,-0.8234472848810136,0.8737922798568182,-0.004422358895263582,0.9903400793928253,-0.5362582281868089,-0.7648854245756286,-0.17745410659003225,-0.35131948636807925,-0.9450725849149225,0.1691399672338774,0.610367251696092,0.027938177814364355,-0.8269769612579475,-0.5,0.38560740112396513,0.4065886978188983,0.1984331250578745,0.9590235582402066,-0.3555189886468599,0.551940114111842,1.0,-0.5694183864471858,-0.6330616363572945,-0.1602695642053417,0.8419971172297325,1.0,-0.6138459892703664,-0.9999533551984467,0.5857205674321277,0.9907374326279407,0.9780515166347585,0.9907374326279407,0.965193966651498,-0.6525967344240635,-0.9201518688300419,-0.5458075016142219,-0.9409383692291429,0.1930427155593258,0.41015005793956666,0.7914329379904405,0.5618342976774369,-0.10582101093922225,-0.9909983242330237,0.7148155836058758,-0.5661874092886566,0.4371883714647907,-0.17265891549279494
csubj,-0.8267162349416347,0.964195520036268,-0.6662405716217457,-0.5694183864471858,0.002461996207816225,-0.897314729918552,-0.8195216593606254,-0.67790280483811,0.9992080676316749,-0.09399575241123395,0.9100468428980595,-0.5695991777605226,0.8068367129581253,0.7138924312133124,-0.9987137135015871,-0.8376354985170325,0.933080636799485,0.9966235320888194,0.538901174709203,0.5195131537396895,0.6927095095844861,-0.7789934612275012,0.9707817578145471,-0.9997772109611223,-0.5694183864471858,1.0,-0.27587146496792253,-0.7201610538640534,-0.03596859068282734,-0.5694183864471858,0.9984809944763103,0.577331609657791,-0.9998005934972438,-0.4525169723200105,-0.3856359764635698,-0.45251697232001037,-0.3346048219348846,0.9944707056999897,0.8458338260967267,0.9995954499858256,0.2574603772979125,0.6966633689811061,0.5161755144513489,-0.9531381643740069,-0.9999577107931464,-0.7571758015851173,0.6743437289892864,-0.9818979041577317,-0.3551972548571332,0.49038206456550715,0.9080172488560057
xcomp,0.7688538362416593,-0.5208954984309181,-0.5330014555723933,-0.6330616363572945,0.9605124277560148,-0.17671937181643133,0.7768934477331182,-0.5196096033169254,-0.31389884523390155,0.9828696869846938,-0.6494763009282054,0.9471636807599005,0.34526600217621595,-0.8700241950584819,0.22677999094328014,0.7561126348835722,0.08829986570336198,-0.353860652105297,-0.9583479313864012,-0.9646234950122489,-0.884328342706758,-0.3877977092661233,-0.49846318613392876,0.2960984604394696,-0.6330616363572945,-0.27587146496792253,1.0,0.8655553149212044,-0.9506498586530846,-0.6330616363572945,-0.22249326775510336,0.6255554167676055,0.2566220651471077,-0.7323142725633937,-0.7804611509462095,-0.7323142725633938,-0.8134819541562748,-0.17340686286271495,0.27940441719898906,-0.3030979703265598,0.8577655969589508,-0.8817487555945372,-0.9656447112926463,-0.027851706016333137,0.284699477069075,0.836746184712672,0.5237307585842219,0.0888168486946333,0.9965051460251625,-0.972970724741065,-0.6531719493396254
obl,0.9857178750586651,-0.8783683738978479,-0.037596906358473806,-0.1602695642053417,0.6920317937585876,0.3399707819787384,0.9877724006557822,-0.021854035106703848,-0.747197255925004,0.758427248422427,-0.9429670269163916,0.9804587470468704,-0.1711689300191442,-0.9999595609356927,0.6840557775123443,0.9822103426414105,-0.42242870939253246,-0.7746957567131066,-0.9725370845526,-0.9669651116433631,-0.9992475584876493,0.12596157260984178,-0.8656079829741979,0.734645170661363,-0.1602695642053417,-0.7201610538640534,0.8655553149212044,1.0,-0.6674548041292914,-0.1602695642053417,-0.680840292057896,0.15072840001524399,0.7061626051213937,-0.2928212478345077,-0.36242165652860536,-0.2928212478345078,-0.4128455229060207,-0.6433193817039079,-0.23902772029950772,-0.7396028352886524,0.48500496861723047,-0.9994456558436017,-0.9659632256609403,0.4765118605996608,0.7265112324730875,0.9984909455067357,0.026683149880904842,0.5757100036381417,0.9043639620045836,-0.9578120507675303,-0.9445771262888495
