,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.02336474854375464,-0.30040988299487564,-0.22342115848553906,-0.3537164945423262,-0.7602959878279124,-0.07660270462277592,-0.24811868184445005,0.2799288892399151,0.11784530936343872,-0.1944286420334353,1.0,0.4119038364644225,-0.1480528866990206,0.15513082597050143,-0.5371657101989635,0.29436447790375797,-0.012989968685091917,0.401290584084686,-0.1752950127090675,-0.03196677557345652,0.07715565611899913,0.552542587940193,-0.02901758932157589,-0.10912880922203691,0.5195926984033596,-0.6074672866009503,-0.1082801619041066,0.21922580754926718,-0.1993519845137262,0.2058004852926402,-0.4790914785054604,-0.5044896238058673,-0.2725480216478902,-0.015494728691016932,0.45396341037353083,-0.11531198485070832,-0.28037909373590253,-0.05390977284606852,0.5616762457848644,-0.5825900940658272,-0.02901758932157589,0.3713582725420606,0.050888048507814934,0.12227740210886909,0.4982898667657376,-0.07570096891790641,0.35341273553260594,-0.4767036770474411,0.6606009045731405,-0.3507303139994458
PRON,-0.6394350401165666,0.402653215681497,-0.34110311786696373,-0.40217096444213485,-0.6707177498054119,-0.10903143667370482,-0.6721423538816502,0.41406105891422385,0.6630590277539775,0.7629779337620223,0.4119038364644225,1.0,-0.5833846658264661,-0.3173118512806366,-0.45349352572893165,0.6578296175666497,-0.23374670723676558,0.007573862242664031,0.48332831601810217,-0.04929877541582366,0.09309216922649749,0.51780046711031,0.34841791519063925,0.007019331618601962,-0.40351545951288703,-0.310134935731281,-0.7053940822579258,0.19017900457846332,-0.14585986212666982,0.4411797353003482,-0.07703024196740815,-0.3106870512130305,-0.7970478958748815,-0.730402856930915,-0.36165088753890356,-0.34319225281181187,-0.2860592315213188,0.6137453518394256,-0.02104060337599409,-0.1148139175416431,0.34841791519063925,0.5094790078579587,-0.5917738130894009,0.6299050221412188,0.6033458842291047,0.6909039303646053,0.8226828902067045,-0.5031714220178066,-0.09245204694696221,0.333755106274519
NUM,0.12286549859905498,0.1011514220947609,-0.2415831698498043,0.8773129080833816,0.5786038737925076,0.058936654085100716,0.059069256429923764,0.14016528851180854,0.1561667887500392,-0.7140885101316732,-0.1480528866990206,-0.5833846658264661,1.0,-0.08304199939570851,0.30218790969204234,-0.470735796384103,0.5559350569196476,0.10331857911928692,0.27056133304167,0.7631603105541904,0.5086704277889779,-0.6442645802637075,-0.11155455737575128,-0.4806789034518299,0.5545160308558537,-0.29642206568367674,0.0017868753422159384,-0.5785322117086791,-0.35025246974163066,0.2266583616683444,-0.3814044743355373,-0.14689840712286473,0.5636881880567773,0.019263426095626587,0.5709202255559509,-0.17758116442169317,0.04039219123618721,-0.8901192024416336,-0.25380897169071764,-0.21523350518006873,-0.11155455737575128,0.16651524720860264,-0.09894606656500858,0.09927748108246148,0.2615691018367923,-0.34701217426913444,-0.6686211337558168,0.7075085090835658,-0.10059368393623261,0.27188308005838396
ADJ,0.20361217022807834,-0.09274479903509576,0.16484893170843404,-0.12099961531077794,-0.20697837845687025,-0.09689962911574122,0.03472422706253404,0.36562115142363455,-0.3491521589854151,-0.3528290272876701,0.15513082597050143,-0.3173118512806366,-0.08304199939570851,1.0,0.018811035841061453,0.2596537629343212,-0.6540912136794995,-0.28393469910715624,-0.47394435520037187,-0.09791164441987264,0.25934156959270405,0.4079378671417741,-0.9301333647755998,0.6612836031244336,0.3001462885290877,-0.12286945534022163,0.224617129889615,0.6368787336080097,0.5680315089963811,0.17360207532512312,-0.027980592576097814,-0.1703104642113826,0.2203708777168745,0.39245040069369735,0.5473716778004577,0.7769380136261111,0.16321258022568094,-0.3375631677512176,0.10334804052250864,-0.06970540831147516,-0.9301333647755998,0.17648735173373556,0.5872363124244683,-0.7420898963646768,-0.24019811666860336,-0.4616505238856125,-0.4327055969143923,-0.41216406425733837,0.5055168280426773,-0.24457636200245025
advmod:emph,0.5671894794433912,0.11016111257199247,0.30622563134574765,0.1264296464121281,0.276614250586765,-0.7250181400003161,0.5020529497692058,-0.1092102729262838,-0.19268164237313387,-0.29177806034767634,-0.5371657101989635,-0.45349352572893165,0.30218790969204234,0.018811035841061453,1.0,-0.6483877740189036,0.41287884432383515,0.42188225142083136,0.08374852071480486,0.3447212297472977,-0.1640259835980307,-0.8101962892938952,0.023991343934685338,0.2248748298732956,-0.3095419049899557,0.6716123213976771,0.3792120593887945,-0.623655521553557,-0.44087994231894445,-0.15805375705903302,0.5032034111358042,-0.25193513891681596,0.023336149053131743,0.3052415332473409,-0.0073028108855636474,-0.24448933833100275,0.5414678267691435,-0.15189359165737526,-0.44634970708760613,0.2400339313437626,0.023991343934685338,-0.30182330790796386,0.43370109411969593,-0.42439953518026335,-0.35756017651340805,-0.5353710082462901,-0.19678386755090096,0.09387139754432096,0.15506086971411792,0.13719850389016988
obl:arg,-0.6636925678322166,0.30419551536846595,-0.5599332185097105,-0.12005041891525761,-0.37089344445315847,0.2978174945514406,-0.6671462717586614,0.5884497786855893,0.47151024344900816,0.54317920917828,0.29436447790375797,0.6578296175666497,-0.470735796384103,0.2596537629343212,-0.6483877740189036,1.0,-0.7972530238820918,-0.5772329046837393,0.17962193972017657,-0.08168217549261625,0.38767998877076815,0.7925480497257577,-0.3717967659289232,0.10969838938166275,-0.21449432448953595,-0.49513993688199354,-0.6381045681286007,0.695145996395571,0.535817902424518,0.5235673006882183,-0.42374142106078605,0.02582216888012328,-0.22966805502411963,-0.5600628620483972,0.04874267990066253,0.2386322660198078,-0.06714463969912182,0.22167564570845968,0.15055057936958458,-0.3044108507665214,-0.3717967659289232,0.686937954471191,-0.4668433345630477,0.34772077223726433,0.43904738012088224,0.48826736958614714,0.3736054581737329,-0.3105088389592327,-0.13965104835366998,0.21513486347136854
flat,0.347755855235113,-0.13699951351790743,0.10985274222209215,0.2547498526329606,0.2165266861388479,-0.27808798828601505,0.3245975056858983,-0.3625312657339331,0.024572952669982245,-0.38760850978067507,-0.012989968685091917,-0.23374670723676558,0.5559350569196476,-0.6540912136794995,0.41287884432383515,-0.7972530238820918,1.0,0.7195888170463861,0.2228844650235336,0.3731875024032183,-0.19671782671159888,-0.7645365896425045,0.6780739274640355,-0.5343127709159993,0.21004277905736132,0.14770186426544166,0.21495974278047442,-0.9154762564420055,-0.8620692629842,-0.23485411953876595,0.06651348534069113,-0.22131805436271276,0.019973748543806465,0.10549156172540894,-0.018326351088643084,-0.7026117943760913,-0.050208165290917546,-0.20569630512545808,-0.10932547090649279,-0.020354989796253345,0.6780739274640355,-0.3107617218139194,-0.02058026784823662,0.23118921237830517,0.11044834685620902,-0.2065953412564316,-0.026821492482080746,0.4024501058187202,0.03767435443414688,0.02267374795669029
nsubj,0.600784721234749,-0.36360279924213407,0.16247479110872087,-0.3116399018727028,-0.3758634138252097,-0.6888502044693287,0.4230591535195013,-0.2289084917999078,-0.14588749014179847,-0.36435210776074073,0.401290584084686,0.007573862242664031,0.10331857911928692,-0.28393469910715624,0.42188225142083136,-0.5772329046837393,0.7195888170463861,1.0,-0.09467945614922015,0.1376347469858974,-0.42283013660863217,-0.4149158545347432,0.474393321694033,-0.17318695849219723,0.10562510478424297,0.24217424755913128,0.3796367276943898,-0.6461213279674782,-0.8400245890003563,-0.27219706420909534,0.11459261100057407,-0.5379505380731778,-0.28306381864276775,0.3139742159198598,0.12639556578288472,-0.6528459426775068,0.17978701926261206,0.033162751268692246,0.2205893878404322,-0.2581817458087574,0.474393321694033,-0.2401825781579017,0.37038601606823707,-0.08552162995778145,0.050571005900960135,-0.469872213705888,0.34978495892813033,-0.2090343446584775,0.6421557231995856,-0.32512490260797805
root,-0.695559854910816,0.878534085350229,-0.3803033997180503,0.46197735397090933,0.02756081861385454,-0.15260590220856213,-0.7136702052860341,0.5770300691478969,0.9272292163119041,0.40023288458011796,-0.1752950127090675,0.48332831601810217,0.27056133304167,-0.47394435520037187,0.08374852071480486,0.17962193972017657,0.2228844650235336,-0.09467945614922015,1.0,0.6910184206374704,0.609144348818535,-0.2557941299826161,0.31083365002756264,-0.1967536186177006,-0.24529483530261573,-0.33211986925646597,-0.8482900524371827,-0.4027340000401088,-0.4330821565371882,0.7360265289587214,-0.039299546379341785,-0.3906376813515959,-0.44381198415249873,-0.898024756954142,-0.19042552097703663,-0.44850426498087176,-0.26919627834095156,-0.024787482901039326,-0.7225830703855737,0.1199493935998233,0.31083365002756264,0.598985499165824,-0.7993736872763195,0.7198156816772415,0.7256036175766242,0.5963709456673574,0.15230453192470625,0.15457474282257164,-0.5225533554366287,0.9439490890318256
advcl,-0.19128323677214829,0.5355647995809046,-0.5146907693480016,0.753321644271399,0.195197102351685,-0.3030866096050324,-0.35021997063929267,0.6318649989105546,0.6506309036744686,-0.33649810488633447,-0.03196677557345652,-0.04929877541582366,0.7631603105541904,-0.09791164441987264,0.3447212297472977,-0.08168217549261625,0.3731875024032183,0.1376347469858974,0.6910184206374704,1.0,0.7332017473957573,-0.503830466570934,-0.10833410836902797,-0.3233451465656464,0.1946247641364221,-0.4002990956112018,-0.46649299241287995,-0.5667033362624235,-0.5071846973918603,0.6821268796601777,-0.3816426561378309,-0.5457313920481505,0.06552423528657204,-0.4538004384996438,0.5057422539926247,-0.4008363764136087,0.11487324849545687,-0.6695250304706624,-0.4758898315259231,-0.3180061497201847,-0.10833410836902797,0.6366139577687515,-0.37350139539329924,0.3514079931463765,0.659038065635472,-0.1080008245583788,-0.24694694709248585,0.366506364332721,-0.06832086071060463,0.6531133976087514
mark,-0.6183751339125895,0.69044476291181,-0.45298228258193296,0.671945180405343,0.05664743798648495,0.12332344835106096,-0.7487933633510054,0.8557295407692461,0.690261935588593,-0.11012221792686601,0.07715565611899913,0.09309216922649749,0.5086704277889779,0.25934156959270405,-0.1640259835980307,0.38767998877076815,-0.19671782671159888,-0.42283013660863217,0.609144348818535,0.7332017473957573,1.0,0.08938079071163754,-0.464176750227861,-0.01208222744817896,0.3555731702788357,-0.7558378617952005,-0.7138357348809069,0.09242720432150059,0.06539874873699184,0.912413685241867,-0.42942522559985624,-0.3975711907396115,0.04269889294346719,-0.6024489431063567,0.4833659646798246,0.18610150885884225,-0.284527283596215,-0.606233018608149,-0.4859560549466074,-0.14125868351888365,-0.464176750227861,0.8309484648241408,-0.48881510185101806,0.3025314552874545,0.697626581275332,0.23458388950800965,-0.4069277978149479,0.14448127324609708,-0.21506528076371617,0.7082025686168755
det,-0.43022965019259785,-0.06308391547475434,-0.09894449627348123,-0.48649716743336124,-0.5912233803204334,0.37124622721399464,-0.4582997184735045,0.27706990676612164,0.046129096481324475,0.38335493251510216,0.552542587940193,0.51780046711031,-0.6442645802637075,0.4079378671417741,-0.8101962892938952,0.7925480497257577,-0.7645365896425045,-0.4149158545347432,-0.2557941299826161,-0.503830466570934,0.08938079071163754,1.0,-0.3315682786436133,0.31214597732056887,0.10364455935363692,-0.4634962043847766,-0.27728951466492435,0.8970300078405494,0.6047856579336169,0.20173389254152807,-0.22560074702182034,0.04930716860880244,-0.2527099902311963,-0.16215310410665154,0.012897349463446825,0.49774383406922645,-0.3580822647933905,0.3304582808453343,0.3997587127709373,-0.1348781989196654,-0.3315682786436133,0.32049036956803234,-0.0887614880292181,0.02146840076235911,0.16313784876158632,0.37113936117439394,0.28802396252975654,-0.5726015236552716,0.15564348689864532,-0.21652512886168526
advcl:pred,-0.057681251743842726,-0.019699685514748214,0.12419165804123805,-0.19086221682134852,-0.034327235871049966,-0.07186295988684667,0.066965034354761,-0.4753199709194623,0.17324960260343805,0.36046596006694803,-0.02901758932157589,0.34841791519063925,-0.11155455737575128,-0.9301333647755998,0.023991343934685338,-0.3717967659289232,0.6780739274640355,0.474393321694033,0.31083365002756264,-0.10833410836902797,-0.464176750227861,-0.3315682786436133,1.0,-0.43936871832791646,-0.2815927390083878,0.2445161570719968,-0.060190960309086446,-0.583115207073924,-0.63384394152067,-0.30779137430305104,0.263593943409484,0.04877947200214011,-0.4137628016464738,-0.22303759171993937,-0.6432782530381632,-0.7212816626692026,-0.2571265422497036,0.514877298346442,-0.05428759392220925,0.2054447767296554,1.0,-0.3544657631094283,-0.3544135407603879,0.5452949526839201,0.10177461497788015,0.4002671761128086,0.5201835391557301,0.12533800753156513,-0.2823827239657497,0.07298131352545657
csubj,0.03289816435268861,0.2460984155109045,0.6320469177705191,-0.5004618345986674,-0.4033237154086487,-0.37299895991105325,-0.06980405387416735,0.21444435221438643,-0.2424671805263144,0.19525027092732825,-0.10912880922203691,0.007019331618601962,-0.4806789034518299,0.6612836031244336,0.2248748298732956,0.10969838938166275,-0.5343127709159993,-0.17318695849219723,-0.1967536186177006,-0.3233451465656464,-0.01208222744817896,0.31214597732056887,-0.43936871832791646,1.0,-0.16994349608532158,0.2539287413941313,0.09881588002450163,0.5113057258857793,0.3448486012259625,0.11108192967651809,0.6677613429224842,-0.2602575593565882,-0.39573811152011745,0.18103637768569303,-0.16778858147015407,0.6441349257000807,-0.1116892230607054,0.2815682169576677,-0.34167422219558025,0.563468518910405,-0.43936871832791646,-0.08941600987786276,0.4882824041984194,-0.6688729264454097,-0.36679239368040006,-0.03777493271863934,-0.12182636491454421,-0.7407985539226337,0.27309978528818607,0.025777744430841378
xcomp,0.10973500476180614,-0.2786499524000094,0.05306397594994992,0.30298766349914164,-0.021083458246550103,0.2794447981272548,-0.040604255306740826,0.09417084183500828,-0.15228363802923223,-0.7358931854789836,0.5195926984033596,-0.40351545951288703,0.5545160308558537,0.3001462885290877,-0.3095419049899557,-0.21449432448953595,0.21004277905736132,0.10562510478424297,-0.24529483530261573,0.1946247641364221,0.3555731702788357,0.10364455935363692,-0.2815927390083878,-0.16994349608532158,1.0,-0.6277368559308159,0.14795068053891805,0.063337304927877,-0.034719060633539536,0.11976946658059758,-0.4251569100613456,-0.21855035704743533,0.3932363496269958,0.27665959405431717,0.6722594449558756,0.2799209024275658,-0.42809191441923444,-0.6974908757584349,0.23339414428998279,-0.25138400302961605,-0.2815927390083878,0.10397054203843054,0.19593311215414233,-0.1605709722050057,0.21130839238491164,-0.30362875629200176,-0.5791006288779216,0.13161071909801234,0.3559273640677349,-0.24499449029787998
obl,0.6075936538353921,-0.274576600438077,0.49790034050688975,-0.36437563969066,0.254622021533968,-0.3741689284451805,0.7396750075302938,-0.6431591296253037,-0.5710051650160074,0.11680576589035005,-0.6074672866009503,-0.310134935731281,-0.29642206568367674,-0.12286945534022163,0.6716123213976771,-0.49513993688199354,0.14770186426544166,0.24217424755913128,-0.33211986925646597,-0.4002990956112018,-0.7558378617952005,-0.4634962043847766,0.2445161570719968,0.2539287413941313,-0.6277368559308159,1.0,0.6291476086875466,-0.26172640881992026,-0.052528743230383326,-0.7031258218985347,0.684716430944691,0.3308681618777701,0.009722621400132404,0.5043046273458943,-0.5067519854950587,-0.10578951576763085,0.5376951126422852,0.4417975402189155,-0.04705274150766619,0.4030402864928181,0.2445161570719968,-0.7541087459151424,0.5001535089879058,-0.45808356269963185,-0.7985418305548554,-0.31571397353151665,0.13012880824894296,-0.01002156583786595,0.0003658461182572195,-0.29158414599538046
nmod,0.9288526996050953,-0.8214116857472251,0.5246933734963993,-0.2979559202767179,0.20832906004435442,-0.120012097028649,0.9542425817248256,-0.7465697743804676,-0.9545126450518178,-0.5472119431407724,-0.1082801619041066,-0.7053940822579258,0.0017868753422159384,0.224617129889615,0.3792120593887945,-0.6381045681286007,0.21495974278047442,0.3796367276943898,-0.8482900524371827,-0.46649299241287995,-0.7138357348809069,-0.27728951466492435,-0.060190960309086446,0.09881588002450163,0.14795068053891805,0.6291476086875466,1.0,-0.0928894427951375,0.05258966558933648,-0.8597177903804016,0.2682835881703918,0.309567554435,0.46351077503262733,0.979935861973531,0.0979831024561419,0.1600788149723093,0.4100585545002887,-0.05709893982943914,0.4682400825006113,0.03193000380963593,-0.060190960309086446,-0.8148252265773664,0.8696809352459636,-0.7458243387655404,-0.828777528714015,-0.7589862778296801,-0.24547045202138942,0.057850277728587064,0.4648442941935115,-0.8218196126937317
cc,-0.31047574550772894,-0.05962194615873387,0.07623005249870997,-0.37669959439450895,-0.31259028882055495,0.43685553794340404,-0.28817639523447763,0.19189734959878557,-0.18257768962779194,0.2910613448637531,0.21922580754926718,0.19017900457846332,-0.5785322117086791,0.6368787336080097,-0.623655521553557,0.695145996395571,-0.9154762564420055,-0.6461213279674782,-0.4027340000401088,-0.5667033362624235,0.09242720432150059,0.8970300078405494,-0.583115207073924,0.5113057258857793,0.063337304927877,-0.26172640881992026,-0.0928894427951375,1.0,0.866800407471512,0.09505726227920928,-0.061111985048992096,0.2543607240923492,-0.0074551982508533985,0.03713175996846777,0.013033569199376187,0.7986406275699758,-0.225771883542083,0.22061773702744752,0.2696045639042432,0.07270440388493986,-0.583115207073924,0.1535235291529323,0.10664383343028506,-0.27554984876561267,-0.1541985154622498,0.22866084818338545,-0.031075380377469788,-0.46110090837919654,0.05579871537532611,-0.22925173011325867
