,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.6711174082036105,0.8225524352187216,-0.7690249336745407,-0.6220161361183694,-0.6283709114823768,0.288162883407349,0.08354544253771998,-0.2576570627397844,0.7770362202241607,-0.5630076265903445,1.0,-0.5082724546656991,0.8731603819235408,0.5250193684896014,-0.6250276189107227,0.944804782893676,-0.10686597623364431,-0.405151091997554,-0.057213217901026,0.8573740231848298,-0.3513062012673229,-0.1802554406705975,-0.8917878302036917,0.6808249545900814,0.86123655941043,-0.30522682476533075,0.03220475738333973,0.2422365742571001,0.1138689201967665,-0.9006483705297214,0.4923288532058031,0.7284432242488081,0.5156948988264697,0.8324649617731293,-0.06653841791178786,-0.10686597623364431,-0.6012865822134279,-0.6357202375683892,-0.9481437248607144,-0.9667909419176905,-0.6212375783144821,0.29699006694589286,0.5253895077050252,0.4851146898601159,-0.2991502166628872,-0.6251052411655752,-0.37262012688294804,0.6562094715006528,0.8931678833933167
PRON,-0.04385269214245457,-0.7471636365883793,0.76584476962383,0.36074818379823614,-0.06471573398647815,-0.25901160108439164,-0.8842225893809462,-2.2349041842529393e-05,0.11908105070346645,0.9075933575344212,-0.5082724546656991,1.0,-0.8591019720990761,-0.934275492564021,-0.3402748734380794,-0.4309323941569087,-0.1451318298368858,0.8027232901784207,0.8446925756590857,-0.4593421588826788,0.011659623213548142,0.2910446377955084,0.5648739508497509,-0.7617653872792876,-0.2217557797285276,0.6629718591120328,-0.8763409250333423,-0.3768915154807371,-0.34623640575934056,0.7607674105929623,0.4636999586506692,-0.03182411833240049,-0.9968179296308703,-0.8332242213668971,-0.7720908404718853,-0.1451318298368858,0.8542497470980622,-0.3411479005000784,0.6005501608430226,0.5186956252839642,0.8478619396466124,-0.2855220237074043,0.4422818349226929,-0.7249409405787427,0.8881048278274358,0.9167183260788474,0.16356399269548869,0.044075176353024006,-0.7829603969804335
NUM,-0.328439188461795,0.8725901252365537,-0.8482230064834027,-0.6235615082065583,-0.37884045963378093,0.3819846162309516,0.5305222494558242,-0.08388493492092858,0.40483475966564536,-0.8681776820468791,0.8731603819235408,-0.8591019720990761,1.0,0.8071805593290489,-0.18868686694627637,0.8202719970238135,0.08702238326925088,-0.7302827012982904,-0.48423813140427696,0.7253281850699115,-0.14825612464486604,-0.20118934113462006,-0.8719445602020893,0.7881451367858223,0.5996717697110405,-0.6039661115165993,0.5066535201056973,0.4192419849746877,0.3273056237802174,-0.9741820163238305,0.048939447223622194,0.48638898894265264,0.8560784465619398,0.9766279970106254,0.4177567414384079,0.08702238326925088,-0.8664736600024211,-0.18098288826247286,-0.8739754341213167,-0.8414469060411005,-0.806176408518952,0.267792374833251,0.076713759620224,0.6435009037314345,-0.703490164606253,-0.9063784787682444,-0.3767454061017855,0.3179298202057538,0.9472495051315624
ADJ,-0.21396141909178287,0.8761538808259377,-0.9058154669458439,-0.09187161450045045,0.23994626500817345,-0.08111880646830032,0.8696220830764687,-0.3530532482302698,-0.12492886664905678,-0.7130941960655317,0.5250193684896014,-0.934275492564021,0.8071805593290489,1.0,0.3202699991830202,0.33821032207863344,-0.21675091466573193,-0.5400001455397,-0.8751303756612708,0.6521367642331979,-0.3564586617444689,-0.6103785404649578,-0.4161486855235541,0.925330483124373,0.41328073501578355,-0.3542251257151561,0.8057411628596115,0.030381304817985986,-0.009749734282889014,-0.6558054622482774,-0.4773008923515825,-0.11951215284333301,0.9597095097751454,0.7064780220018724,0.5685331311440618,-0.21675091466573193,-0.6397490737859576,0.2534057766122627,-0.7053124633558292,-0.62135896002886,-0.9745481143027166,0.608390418311958,-0.43757440562709204,0.9227506803740974,-0.6701917426381082,-0.7426291934525846,0.1538711873790115,0.2207335232660065,0.848466347239261
advmod:emph,0.6662919548464636,-0.15473914696984892,0.07307739799588202,0.47430793285783474,0.8355488155234816,-0.23214876281930255,0.7256116821734647,0.12446749511977577,-0.9736893854071715,-0.13489681782988608,-0.6250276189107227,-0.3402748734380794,-0.18868686694627637,0.3202699991830202,1.0,-0.6859037913761797,0.0889198414916967,-0.18073366028275403,-0.738384002677248,-0.43268786421059086,0.22098206918666385,-0.21731585718949334,0.5277916502816444,0.031469585159358056,-0.6591384365312847,-0.14002659948887106,0.7495912735155726,-0.07427797804852863,0.03488359297694023,0.33496755397366557,-0.9835551423181407,-0.8453817061349489,0.34211738637426975,-0.20184231512636935,0.7011199989806209,0.0889198414916967,-0.0336750009729044,0.9818164667379533,0.441508082255637,0.5394467831612411,-0.16093274504897734,0.08458131203586343,-0.9918338899321333,0.22930629824554707,-0.3980784379875273,-0.08397305265678907,0.4043135344976518,-0.6468168986927508,-0.22839848608166474
obl:arg,-0.4688652320152397,0.619412607025884,-0.5506857977244978,-0.8367621223299374,-0.8248229552004721,0.5708009392149197,-0.03960046003717362,0.05567910659131665,0.8327887924132189,-0.6206099998967537,0.944804782893676,-0.4309323941569087,0.8202719970238135,0.33821032207863344,-0.6859037913761797,1.0,0.19770526323442567,-0.535507675590421,0.10204997846730979,0.6426814215674179,-0.04751351713834916,0.15134013722933573,-0.9749941907390623,0.4379127126324751,0.6854629780697961,-0.4958498153691179,-0.040422159653917704,0.5102065868441236,0.3901689816961842,-0.9130798606270878,0.5981691236285254,0.8917675051629407,0.41291638801226976,0.8506401717229202,-0.004742984084423553,0.19770526323442567,-0.6872275913290435,-0.635047947785652,-0.7955229955501403,-0.8298055672632484,-0.39610262079840003,-0.032233936440478755,0.612392239649303,0.2086794863782107,-0.3705973927203935,-0.6650668613293754,-0.6529779605173501,0.44697266854638845,0.7454503973300748
aux,0.747108456439925,-0.4066508888824627,0.4338629663630025,-0.7009690020563089,-0.445834840976489,0.916717282141479,0.029817425030218427,0.9853896944594457,-0.027998242932425945,-0.4965240728650916,-0.10686597623364431,-0.1451318298368858,0.08702238326925088,-0.21675091466573193,0.0889198414916967,0.19770526323442567,1.0,-0.6938133530222363,0.09221894741601333,-0.5822541682975108,0.9681127364952117,0.8899868510913486,-0.3538709591373054,-0.49360696781680535,-0.5775096236643072,-0.8269542671780898,0.18675747654339545,0.9361696947524024,0.9698108334410399,-0.2318457769513163,0.011875863154953765,0.37378293046144573,0.06606396621540848,0.29520781177488054,0.5585737276600734,1.0,-0.549628078061071,0.2757264753693864,0.3463848328622772,0.341181663838967,0.38933343160640577,-0.9064003827070779,-0.04048980715543814,-0.5762223235913088,-0.5762223235913088,-0.4367831907826205,-0.8500555796194108,-0.7654739520035533,-0.2364410714306517
flat,-0.3905590602815015,-0.3468981427646598,0.3342147170500523,0.7538113087894414,0.3255941282423025,-0.77301645897565,-0.5954781128457239,-0.5700330715257959,-0.020391226369467476,0.9684213633300124,-0.405151091997554,0.8027232901784207,-0.7302827012982904,-0.5400001455397,-0.18073366028275403,-0.535507675590421,-0.6938133530222363,1.0,0.4911065077841634,-0.05982642593640844,-0.5382080619094437,-0.3365831834362367,0.7096264756699632,-0.28185278455847196,0.08845736457546206,0.978211940383323,-0.6797201142106174,-0.8535958134733687,-0.8359720992881067,0.7608063145840183,0.21683774854289103,-0.3574754885323493,-0.7530124722896997,-0.8361916489542494,-0.8279849077926604,-0.6938133530222363,0.9726984329066619,-0.2949377340114212,0.30878896793165267,0.2624368297108522,0.39244144853640817,0.33314825943477916,0.2306125646245399,-0.17873121228993613,0.9665055518203733,0.9464947942055694,0.6832909772711728,0.4042099404648207,-0.48507691025279076
nsubj,-0.1981274563619934,-0.5420030591523028,0.6041942279469809,-0.16217272980316666,-0.5877836420802511,0.1594042663972887,-0.9917688076461137,0.1721173152258126,0.5839676259521713,0.5883371404223361,-0.057213217901026,0.8446925756590857,-0.48423813140427696,-0.8751303756612708,-0.738384002677248,0.10204997846730979,0.09221894741601333,0.4911065077841634,1.0,-0.2373217502853262,0.12590715984571127,0.531606105033517,0.036815527574539084,-0.6701391215549164,0.0486238999609007,0.3397322940818644,-0.9609819941207025,-0.0009286398556903044,-0.02815434107581035,0.30416692834436626,0.8407504418282705,0.5077697157456288,-0.8624300047772221,-0.40914992228789054,-0.7731074437833863,0.09221894741601333,0.4853872128995129,-0.6846076721914282,0.27519351573137885,0.1654459467702842,0.7729577226663745,-0.46255104596074476,0.8174257534377575,-0.7671655476886777,0.6925385986079493,0.5825928777395634,-0.3000725551899832,0.18372564837838376,-0.48785813980976905
root,-0.8671408180556492,0.9321604711803962,-0.911789751563773,-0.1331604786029573,-0.1989644809996266,-0.23692051319212723,0.1981025487660059,-0.7071690132620408,0.5471457400058394,-0.29537442775592204,0.8573740231848298,-0.4593421588826788,0.7253281850699115,0.6521367642331979,-0.43268786421059086,0.6426814215674179,-0.5822541682975108,-0.05982642593640844,-0.2373217502853262,1.0,-0.7666828618392788,-0.652219787813672,-0.5453378826450053,0.8800559607467876,0.9587173461683355,0.10648372405453047,0.0767618557897692,-0.25935381118926487,-0.373959414777598,-0.6507322160218783,0.2630953791192538,0.3253585984235517,0.5060975568906885,0.581180912125771,-0.2093722257628997,-0.5822541682975108,-0.2850728971580895,-0.5394425340189895,-0.9639023413604948,-0.9601078580311595,-0.7972597011729847,0.7430673063157155,0.31820375343997476,0.7782360621004344,-0.061801149398686875,-0.37292282070326,0.15804894389854388,0.8662531001702648,0.8982018822576353
advcl,0.8641336973533575,-0.6007029979791626,0.6144595430719646,-0.5071661836210429,-0.2766247492829277,0.793015342431667,-0.01766207722465234,0.9940153030324381,-0.205560435116574,-0.31110533880010977,-0.3513062012673229,0.011659623213548142,-0.14825612464486604,-0.3564586617444689,0.22098206918666385,-0.04751351713834916,0.9681127364952117,-0.5382080619094437,0.12590715984571127,-0.7666828618392788,1.0,0.8941022503830327,-0.10890126465220826,-0.6502108673859638,-0.7560349687625915,-0.6919665957698129,0.14330726832071708,0.8187307051768515,0.8816724373207322,0.014598871538712293,-0.09064902438338016,0.18198624370676242,-0.08821133513579867,0.059292360818233025,0.5218342251435297,0.9681127364952117,-0.3540027390055693,0.4004334605108031,0.5687643019813144,0.5657840485071657,0.5399886354678667,-0.9369154665399905,-0.14866049331750342,-0.6813942963195445,-0.44918119362524533,-0.2396498884007619,-0.7128577689414722,-0.8780221745898017,-0.45711648535570765
mark,0.5828456360350951,-0.6393902890544118,0.6868402726021842,-0.6227794525401225,-0.5993127683649173,0.824651014009075,-0.4268984356993863,0.9234047333369483,0.18923735555428242,-0.11657790284633877,-0.1802554406705975,0.2910446377955084,-0.20118934113462006,-0.6103785404649578,-0.21731585718949334,0.15134013722933573,0.8899868510913486,-0.3365831834362367,0.531606105033517,-0.652219787813672,0.8941022503830327,1.0,-0.22365400103709865,-0.7611198018070928,-0.5197136618801098,-0.5232448151674302,-0.277645890732897,0.7717876568280573,0.796126007463244,-7.44664532799686e-07,0.35680443617962,0.49618558392878964,-0.36605150737527925,0.010451214476682603,0.12623566612583856,0.8899868510913486,-0.20515579959349603,-0.03520061874016113,0.4766350324975293,0.4240402292538997,0.7158201047228019,-0.9902533076223479,0.30009798094814805,-0.8617025063157846,-0.1537605109380482,-0.06488007727141643,-0.8264423233569443,-0.6038241020303752,-0.47632538020783244
det,0.28418436731502567,-0.6004824618427267,0.5393554221697605,0.9001049172774648,0.7788699172524577,-0.6851417675788337,-0.11705415086028516,-0.20357460780105696,-0.7022520172386024,0.7702508819824435,-0.8917878302036917,0.5648739508497509,-0.8719445602020893,-0.4161486855235541,0.5277916502816444,-0.9749941907390623,-0.3538709591373054,0.7096264756699632,0.036815527574539084,-0.5453378826450053,-0.10890126465220826,-0.22365400103709865,1.0,-0.43090809278163844,-0.5439292121660686,0.6727573716355746,-0.13971461570104476,-0.6549301693102476,-0.5504201493173682,0.9593439163887457,-0.44660980293201047,-0.8419711877789423,-0.5361925354587413,-0.9268829039382823,-0.21200390814303047,-0.3538709591373054,0.8278519371313332,0.4539003777492638,0.7392244144812852,0.7563479699440355,0.4251437888272004,0.12325720784076659,-0.4543379432059301,-0.21183469838763114,0.5614638755548896,0.8011493372325224,0.7304808341654445,-0.2621616498242102,-0.7431464980173573
csubj,-0.5669271993166423,0.9764865012849057,-0.9915572283018687,-0.018093749920074335,0.13858842651771158,-0.2632903112264337,0.635599624435054,-0.6276321343176325,0.13078881699495398,-0.5096959794631122,0.6808249545900814,-0.7617653872792876,0.7881451367858223,0.925330483124373,0.031469585159358056,0.4379127126324751,-0.49360696781680535,-0.28185278455847196,-0.6701391215549164,0.8800559607467876,-0.6502108673859638,-0.7611198018070928,-0.43090809278163844,1.0,0.7087723116919105,-0.08055791190974236,0.5273605872391014,-0.2020482698044331,-0.2761059264969514,-0.6425219554332483,-0.21111298130248057,-0.0029001626617082416,0.8064488165211069,0.6406042792953752,0.21573230436012927,-0.49360696781680535,-0.45121303309940747,-0.0770827441954209,-0.8698073072335962,-0.8132159810980822,-0.9867204462125165,0.7965497065261592,-0.15749063762602314,0.9704530638506542,-0.3825252178362247,-0.566213421459616,0.27171700069833893,0.5733975385289927,0.9232258649734035
xcomp,-0.9515153259273172,0.7987397754780557,-0.7599718272493929,-0.1773791863778164,-0.3713153472469189,-0.20389841302739092,-0.0874183621549634,-0.6818090863924451,0.7305567496489418,-0.12582345504139772,0.86123655941043,-0.2217557797285276,0.5996717697110405,0.41328073501578355,-0.6591384365312847,0.6854629780697961,-0.5775096236643072,0.08845736457546206,0.0486238999609007,0.9587173461683355,-0.7560349687625915,-0.5197136618801098,-0.5439292121660686,0.7087723116919105,1.0,0.2155253408274367,-0.20393360946868266,-0.2738668373974734,-0.39935035644181527,-0.5746996469076332,0.514679874238527,0.47786280176823676,0.2651002119381093,0.472317984245291,-0.44502077710911186,-0.5775096236643072,-0.14489679597350164,-0.7542810698779316,-0.9086351307593902,-0.9367756098229311,-0.5931119920014832,0.6329647316954216,0.5646991425730662,0.577002736063054,0.14425251182050453,-0.20735587203616007,0.08152663876428076,0.9465619892684947,0.7783150203366503
obl,-0.5009814384239443,-0.1614678800553102,0.1415404372486844,0.804590220325575,0.4053701187164016,-0.8743374918778039,-0.4567836686614666,-0.7245264884161909,-0.03466587578087401,0.8986183950550818,-0.30522682476533075,0.6629718591120328,-0.6039661115165993,-0.3542251257151561,-0.14002659948887106,-0.4958498153691179,-0.8269542671780898,0.978211940383323,0.3397322940818644,0.10648372405453047,-0.6919665957698129,-0.5232448151674302,0.6727573716355746,-0.08055791190974236,0.2155253408274367,1.0,-0.5669177061031099,-0.9388971159928227,-0.9316141943186385,0.6730782566319023,0.14023776335015525,-0.41024282982985993,-0.6013907506328863,-0.7466983425461813,-0.7903744220631768,-0.8269542671780898,0.9198232865082254,-0.28334678681010533,0.1564510666291649,0.12416333923784598,0.19356945893408684,0.5215808933272518,0.1657097675381472,0.029370240550231137,0.9125565417419809,0.8658081744153849,0.7895730430779383,0.5174595272951014,-0.32043761163123263
nmod,0.39964241927046706,0.42595790699987907,-0.4794305498909999,-0.038557681121500306,0.45220590287879475,0.09949101486296491,0.9869718977047717,0.10305347371611348,-0.5794924199156116,-0.7215856662069838,0.03220475738333973,-0.8763409250333423,0.5066535201056973,0.8057411628596115,0.7495912735155726,-0.040422159653917704,0.18675747654339545,-0.6797201142106174,-0.9609819941207025,0.0767618557897692,0.14330726832071708,-0.277645890732897,-0.13971461570104476,0.5273605872391014,-0.20393360946868266,-0.5669177061031099,1.0,0.2627928379700292,0.29830097309303255,-0.36950033263877513,-0.8232383621131178,-0.39278618410642885,0.8718718397122627,0.4903063281061506,0.9176272821000698,0.18675747654339545,-0.6350331419284372,0.748480290128407,-0.1802602415290327,-0.07356366597519462,-0.6574650674745662,0.2056105216719912,-0.8146238033247105,0.5989891888332994,-0.8450881361227943,-0.6996361794660324,0.05734107655714833,-0.3906308932219478,0.4203127989746384
cc,0.5158569781766169,-0.07747706594251268,0.11802314795323593,-0.8881480151789608,-0.609956507420879,0.9852062296477007,0.12888940861919795,0.8644448903530818,0.19711605522072664,-0.7214477335013413,0.2422365742571001,-0.3768915154807371,0.4192419849746877,0.030381304817985986,-0.07427797804852863,0.5102065868441236,0.9361696947524024,-0.8535958134733687,-0.0009286398556903044,-0.25935381118926487,0.8187307051768515,0.7717876568280573,-0.6549301693102476,-0.2020482698044331,-0.2738668373974734,-0.9388971159928227,0.2627928379700292,1.0,0.9908939019679441,-0.5576068761547908,0.12017555912487934,0.5794251742563501,0.30326674237153267,0.6038113110468049,0.5796452835958785,0.9361696947524024,-0.7792055792863106,0.10116450969079077,-0.005488120708362104,-0.009114625174910412,0.11298300115236437,-0.7527929971824804,0.08189229970360101,-0.34310218842566054,-0.7165182721362704,-0.6838127141639226,-0.9387924494881491,-0.5379231356545872,0.10955663310313454
nsubj:pass,0.6264575235822744,-0.17234416637927263,0.2043931574316356,-0.8189629053114837,-0.518380625058115,0.9638843067475521,0.15529275018297814,0.914109611935596,0.07559131378302444,-0.6825845551235182,0.1138689201967665,-0.34623640575934056,0.3273056237802174,-0.009749734282889014,0.03488359297694023,0.3901689816961842,0.9698108334410399,-0.8359720992881067,-0.02815434107581035,-0.373959414777598,0.8816724373207322,0.796126007463244,-0.5504201493173682,-0.2761059264969514,-0.39935035644181527,-0.9316141943186385,0.29830097309303255,0.9908939019679441,1.0,-0.45892567460115435,0.026592368597889816,0.476296996227485,0.2704665260199803,0.519188122350909,0.6295764915298657,0.9698108334410399,-0.7329053947910864,0.21408270169244456,0.11383605918245002,0.11650219730578817,0.17320685799422286,-0.7949877462067494,-0.016288427256611743,-0.39048250012368557,-0.7171066878661231,-0.635397017882122,-0.8999431951460062,-0.6465161546069806,0.007639928416042938
