,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,vocative,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
xcomp,-0.6222767563060371,0.6043969478825255,-0.5987526027513256,0.8227398327488261,-0.22414233388720903,0.11871404851027219,-0.5294921872986404,0.5920819025291963,0.15635853936775185,-0.8691579056134049,-0.8765298293508833,0.31179238281335525,-0.23856689602532855,0.196092005240298,-0.10196721113078562,0.565788401985779,0.5682078457850457,-0.2229137029254589,0.9296667692391207,0.5407468837833195,0.2851130299633346,0.4587767654048664,-0.38624838056615907,-0.2187138848497015,1.0,-0.9457150316292942,0.04571836502069293,-0.26066518738871985,0.11722053567310892,-0.7268618107585793,-0.7284022185933066,-0.9352289633051023,-0.9777940384561752,0.5682078457850457,-0.26066518738871985,-0.5784552909559065,-0.2880541938837017,-0.30907553751761435,0.5682078457850457,-0.7632730066905925,0.0039623714665917575,-0.8567771769421053,-0.9462532948212591,0.08671777133294446,-0.07646544143581958,-0.04023939543529217,-0.788678302885732,-0.35599329231489163,0.8805833120946183,0.47433265543458347,0.5170504399346387
obl,0.5945206015739678,-0.6033930842096011,0.6938807116993696,-0.8021557669190869,0.3375806626635064,0.009962567042919524,0.24457978737722258,-0.7463547967374558,0.05320930253497806,0.7947954732079814,0.7838198627403802,-0.028187356025606826,0.42315923674221145,-0.3065304960608917,0.09596048174087128,-0.6179218051625716,-0.7907640947838643,0.2337154669804385,-0.7616802769135971,-0.5238889900671191,-0.5803628437035818,-0.6940604866273307,0.618462383061532,0.05990166610217147,-0.9457150316292942,1.0,-0.3660633140460953,0.3215090160128558,0.027134753178153937,0.9095136932798138,0.6460880991163627,0.9435249853082269,0.9624732233370508,-0.7907640947838643,0.3215090160128558,0.2819732455960781,0.4673515638746473,0.3398653912291097,-0.7907640947838643,0.8432116314275867,0.31646158965672466,0.6426781125034982,0.8567978390589607,0.14621119374697805,-0.16705136994643194,0.19693113098723214,0.8174825982334758,0.5158224725101619,-0.7987545974810366,-0.2736992077707915,-0.5082646830106401
nmod,-0.12975910975821794,0.20859594785832944,-0.49141026346684313,0.17090562142800297,-0.29938101658424304,-0.465505965634343,0.7919679965088718,0.5368623188927087,-0.6889875198270237,0.09496817154198468,0.049033633391483915,-0.7500823972229522,-0.5344492446307799,0.28296179825703016,0.10215565928356755,0.19601675007029687,0.8283403987815643,0.022802301201019233,-0.3241474586731292,0.15192909062278023,0.9699255212800517,0.7753833446014212,-0.8438008050405544,0.3475076055602709,0.04571836502069293,-0.3660633140460953,1.0,-0.340431800223738,-0.5114989925054065,-0.7048961596133324,0.026204179757856463,-0.25546847112997334,-0.1785845616651968,0.8283403987815643,-0.340431800223738,0.7825834731588933,-0.5298918469811322,-0.2590594879923252,0.8283403987815643,-0.35001412998668935,-0.9603949914999884,0.47357404258508573,0.04121968751073656,-0.7684272703134868,0.7992958226897553,-0.5797395069672772,-0.3157481099684503,-0.48391129877697664,-0.014780924887482548,-0.5866360765317394,0.1730253825639176
advcl:cmpr,0.9001082825990586,-0.9213198941490541,0.9010763995491096,-0.7598717669806074,-0.6910746416932899,0.91730121971781,-0.33785225423462173,0.2439701115445064,0.8237531042915259,-0.24966179235105498,0.6284944241157397,-0.34099014949976547,-0.5075614574270998,0.7132266811979309,-0.9063151616592189,0.5288006445845033,-0.5746382926405031,-0.8371010723438906,-0.09284435613537416,-0.9375689711606877,-0.35850785112430095,0.05702936228372959,0.7434416092911756,0.7633144433363254,-0.26066518738871985,0.3215090160128558,-0.340431800223738,1.0,0.909026510164998,0.28352793020664024,0.789830172136481,0.5705504762157965,0.44519105342315457,-0.5746382926405031,1.0,-0.027128133580857784,-0.4863108671883861,0.9952649529887474,-0.5746382926405031,-0.20908962057308922,0.06603829225196255,0.09969481433635281,0.502202180006667,0.8018859869112235,-0.7800637730160386,0.9402194887289999,0.794484513400511,-0.48738284203895116,-0.6386486389779296,0.6536846836339033,-0.9489501473742533
cc,0.6374962319953303,-0.6805213075463449,0.7232398451933028,-0.44096693612890286,-0.665355465744145,0.9985988852774333,-0.6782844481979937,0.3340605974882987,0.972218614487919,-0.5749732593191933,0.25206077034254054,-0.04510011329815831,-0.4498340081165741,0.679112836608288,-0.9056514892071403,0.6620723078963917,-0.5006203650340163,-0.8690929388858688,0.3257610730151424,-0.7073354389445067,-0.4334072344975989,0.05991076127087053,0.7288922534578514,0.5587094927153594,0.11722053567310892,0.027134753178153937,-0.5114989925054065,0.909026510164998,1.0,0.1440265208937204,0.46238295815755454,0.2403121267497196,0.09129605207310344,-0.5006203650340163,0.909026510164998,-0.4042591251200952,-0.4492717240415028,0.869550177838858,-0.5006203650340163,-0.4042064517084918,0.2653063546246658,-0.32382929200443744,0.10994673633950602,0.9427334794107979,-0.9250558874846636,0.9851920076000424,0.5163932454198107,-0.4851080695123399,-0.26725304566522007,0.9095872248060721,-0.7311791729182553
nsubj:pass,0.41184982061952513,-0.45252073262507625,0.6562114704476164,-0.6103920461133405,0.4877861333596267,0.10836279527414275,-0.13252746333866017,-0.8607917591127362,0.25692343120729555,0.6076908796274808,0.5109312342799046,0.3666769111928557,0.6402252266824493,-0.45872933282629025,0.14065822947704243,-0.6386996451724176,-0.9280151940316458,0.27619439394941475,-0.43339612189289517,-0.3622803665651756,-0.8560471686670427,-0.9067729775257163,0.7796229759019314,-0.2087205966047716,-0.7268618107585793,0.9095136932798138,-0.7048961596133324,0.28352793020664024,0.1440265208937204,1.0,0.39385601083837285,0.7833600944066664,0.7782814589082943,-0.9280151940316458,0.28352793020664024,-0.13771377610594465,0.669971372700452,0.2608892920002468,-0.9280151940316458,0.845813497477392,0.6820785108605752,0.27068058611437434,0.5872373157496311,0.3689110095675545,-0.40214488547282873,0.3041816058580306,0.6848969516815223,0.6867191997309899,-0.5371338962846709,-0.02431856364979331,-0.3584032017206622
discourse,0.9770261907003169,-0.9589894010039288,0.8538077982016833,-0.9684733696047121,-0.4891505624504207,0.48191730097676344,0.278555374105976,0.02483716194294103,0.32235285733437213,0.3163723411360782,0.9666354846062225,-0.6571978463812038,-0.41548076201384104,0.5160921832241282,-0.5944211143904833,0.14868724387458299,-0.4881480296696883,-0.5006608209700149,-0.6773892693394722,-0.9538345310903393,-0.12744013495407727,0.030375134252046226,0.5109046560630177,0.800247862211083,-0.7284022185933066,0.6460880991163627,0.026204179757856463,0.789830172136481,0.46238295815755454,0.39385601083837285,1.0,0.8616017854085978,0.8142117667370595,-0.4881480296696883,0.789830172136481,0.5360822291215266,-0.3710595128919201,0.8377185839070136,-0.4881480296696883,0.15233252956419763,-0.24752060240334442,0.6886120762943216,0.9073668049706112,0.3195612921329365,-0.2992717172208121,0.5509184422017862,0.931395941021058,-0.32061705372779287,-0.965964341757746,0.05215529013625423,-0.9429639018090892
csubj:pass,0.8231167166893701,-0.8232647452708584,0.8434359559090505,-0.9541484600773269,0.008036551352979494,0.23653724646179342,0.25666040418316766,-0.48598172111332133,0.20013853081543473,0.6495682203941324,0.9345547382184711,-0.2880157715613165,0.10346003204785348,0.024495126754022958,-0.20715478592358522,-0.3372139113768281,-0.7530360378650639,-0.0741351993762235,-0.782327298803795,-0.7680270492071011,-0.4610090325133971,-0.4574405494533405,0.6528738917722549,0.38511420395756546,-0.9352289633051023,0.9435249853082269,-0.25546847112997334,0.5705504762157965,0.2403121267497196,0.7833600944066664,0.8616017854085978,1.0,0.9885700542525369,-0.7530360378650639,0.5705504762157965,0.3960922566747028,0.15159021503985964,0.6011752657291348,-0.7530360378650639,0.6215230157046011,0.12340712994377721,0.7060603892113334,0.9552552772760003,0.2612293608123519,-0.2665460245393981,0.39125283020258106,0.9520334547427164,0.20384865244045539,-0.9449475313303597,-0.1341177867956816,-0.7537892747412245
acl,0.7471054451649991,-0.7402470890882857,0.7528330563653918,-0.9113727350084778,0.10802755874115473,0.0878956687775986,0.3714601227330382,-0.5468429876440855,0.05327889557436686,0.7551289115266948,0.9213184474110947,-0.29308447196246634,0.17178899403570227,-0.07681971534569788,-0.07397144761258215,-0.4460724943402387,-0.6920596499779498,0.05656936028488323,-0.8547228967821643,-0.679768495539411,-0.4016892101753625,-0.4743715554010206,0.5543222268549297,0.3121493603137443,-0.9777940384561752,0.9624732233370508,-0.1785845616651968,0.44519105342315457,0.09129605207310344,0.7782814589082943,0.8142117667370595,0.9885700542525369,1.0,-0.6920596499779498,0.44519105342315457,0.4727640606515099,0.22114317753786125,0.483116244460922,-0.6920596499779498,0.6977606216508936,0.0807745697529914,0.7769765438500776,0.9642017038078045,0.12004465300081674,-0.12802378538452605,0.24813352513364845,0.896873927112716,0.2805226980483821,-0.9294766207311609,-0.2797591923909281,-0.661394390397008
vocative,-0.5739021270326897,0.6277191651561337,-0.8300478473314582,0.6735078524727652,-0.19335383198787842,-0.46753363149187155,0.3962137760483799,0.6347410321516721,-0.5961007458398371,-0.30043413168067545,-0.5110266880871949,-0.3366159338141564,-0.4102436618822833,0.16330197642307276,0.2048837870763498,0.3139627125394591,1.0,0.07416543236493499,0.22776782086871153,0.5582904009099615,0.925310255872016,0.7834993280284112,-0.9568041292912507,0.0007721295683341436,0.5682078457850457,-0.7907640947838643,0.8283403987815643,-0.5746382926405031,-0.5006203650340163,-0.9280151940316458,-0.4881480296696883,-0.7530360378650639,-0.6920596499779498,1.0,-0.5746382926405031,0.30438438255094036,-0.4349676751657924,-0.5369420056159605,1.0,-0.5861971018525897,-0.7209871105279569,-0.08345933391869262,-0.5255902693712479,-0.6841487855008473,0.707616846548553,-0.6332682748096361,-0.7709384808936182,-0.4335866781741626,0.5403042327242682,-0.3333333333333333,0.5646807712061878
expl:pass,0.9001082825990586,-0.9213198941490541,0.9010763995491096,-0.7598717669806074,-0.6910746416932899,0.91730121971781,-0.33785225423462173,0.2439701115445064,0.8237531042915259,-0.24966179235105498,0.6284944241157397,-0.34099014949976547,-0.5075614574270998,0.7132266811979309,-0.9063151616592189,0.5288006445845033,-0.5746382926405031,-0.8371010723438906,-0.09284435613537416,-0.9375689711606877,-0.35850785112430095,0.05702936228372959,0.7434416092911756,0.7633144433363254,-0.26066518738871985,0.3215090160128558,-0.340431800223738,1.0,0.909026510164998,0.28352793020664024,0.789830172136481,0.5705504762157965,0.44519105342315457,-0.5746382926405031,1.0,-0.027128133580857784,-0.4863108671883861,0.9952649529887474,-0.5746382926405031,-0.20908962057308922,0.06603829225196255,0.09969481433635281,0.502202180006667,0.8018859869112235,-0.7800637730160386,0.9402194887289999,0.794484513400511,-0.48738284203895116,-0.6386486389779296,0.6536846836339033,-0.9489501473742533
amod,0.35343911322948973,-0.27848122921945373,0.03370681166697015,-0.42168131095521233,-0.1954046507186583,-0.3653383610956187,0.9457450936779503,0.13156718398316763,-0.5866344429843531,0.5656274050898696,0.6253532021194576,-0.8549023696089088,-0.36609183334199463,0.2004166400907517,0.04923655715061585,-0.11074711551630714,0.30438438255094036,0.06078435566907849,-0.831933596543317,-0.29066828954454454,0.6141570053818868,0.3918442520671719,-0.4065516889660227,0.504788651286118,-0.5784552909559065,0.2819732455960781,0.7825834731588933,-0.027128133580857784,-0.4042591251200952,-0.13771377610594465,0.5360822291215266,0.3960922566747028,0.4727640606515099,0.30438438255094036,-0.027128133580857784,1.0,-0.33079940981572253,0.06973058735110574,0.30438438255094036,0.13111909301525992,-0.8077939104414014,0.9161482265094832,0.6462665116387122,-0.6151620748512795,0.6375803048968464,-0.3658774911267693,0.2827836388688773,-0.25198536802567284,-0.5998514572731357,-0.7056293796822036,-0.2600801178017554
nummod,-0.39382607926718544,0.3574201920809426,-0.11306604006120663,0.13927185028883127,0.9642310899684567,-0.4945972918018599,-0.08614814723760969,-0.937162938198875,-0.24866291812056174,0.5640539514984874,-0.17484766763253737,0.7599551256774754,0.9986840624183,-0.9570648772186996,0.771109096031054,-0.9012493815425341,-0.4349676751657924,0.8322911743354636,-0.10349795448208615,0.4484599039625704,-0.6049759387233294,-0.9000977157386727,0.20983403967544656,-0.8537000420376614,-0.2880541938837017,0.4673515638746473,-0.5298918469811322,-0.4863108671883861,-0.4492717240415028,0.669971372700452,-0.3710595128919201,0.15159021503985964,0.22114317753786125,-0.4349676751657924,-0.4863108671883861,-0.33079940981572253,1.0,-0.5246699502325204,-0.4349676751657924,0.8374221772055205,0.7174596162256044,-0.058798240004851565,-0.022751345684023216,-0.1312970111894964,0.08196976986503662,-0.3457191623950508,-0.06910069411427097,0.996480696507363,0.15415980178332925,-0.3339879907933248,0.452907166686578
conj,0.9304376019094889,-0.9441074347053058,0.8984993755580148,-0.7947225895951434,-0.7148607924708884,0.8818926228828022,-0.24641155128735187,0.2649908912631725,0.7657116957329685,-0.2016296774752865,0.6836870987015709,-0.426412698126562,-0.5490181749089662,0.7372244761420373,-0.9035050484774567,0.5246951529561942,-0.5369420056159605,-0.8344543374346527,-0.1682056529492235,-0.9624012640921498,-0.2917803303966538,0.10325146193749352,0.6975154578189785,0.8140112153064213,-0.30907553751761435,0.3398653912291097,-0.2590594879923252,0.9952649529887474,0.869550177838858,0.2608892920002468,0.8377185839070136,0.6011752657291348,0.483116244460922,-0.5369420056159605,0.9952649529887474,0.06973058735110574,-0.5246699502325204,1.0,-0.5369420056159605,-0.20484657523336214,-0.017685223835122343,0.1846765308838364,0.5585819470221979,0.7400253884896001,-0.7157276074667747,0.9028835742861213,0.8153658525383107,-0.5183737842809425,-0.6911579197726124,0.5868866025179611,-0.9709040153735851
appos,-0.5739021270326897,0.6277191651561337,-0.8300478473314582,0.6735078524727652,-0.19335383198787842,-0.46753363149187155,0.3962137760483799,0.6347410321516721,-0.5961007458398371,-0.30043413168067545,-0.5110266880871949,-0.3366159338141564,-0.4102436618822833,0.16330197642307276,0.2048837870763498,0.3139627125394591,1.0,0.07416543236493499,0.22776782086871153,0.5582904009099615,0.925310255872016,0.7834993280284112,-0.9568041292912507,0.0007721295683341436,0.5682078457850457,-0.7907640947838643,0.8283403987815643,-0.5746382926405031,-0.5006203650340163,-0.9280151940316458,-0.4881480296696883,-0.7530360378650639,-0.6920596499779498,1.0,-0.5746382926405031,0.30438438255094036,-0.4349676751657924,-0.5369420056159605,1.0,-0.5861971018525897,-0.7209871105279569,-0.08345933391869262,-0.5255902693712479,-0.6841487855008473,0.707616846548553,-0.6332682748096361,-0.7709384808936182,-0.4335866781741626,0.5403042327242682,-0.3333333333333333,0.5646807712061878
case,0.06931196386505104,-0.08103540223897014,0.23566194145002026,-0.3585284388943242,0.7870772068023487,-0.4346214961142842,0.2751137856891083,-0.9645657171600964,-0.2941743863495392,0.8891366011129406,0.3741950408223423,0.32100711564563406,0.8083854146607172,-0.7670102865475394,0.6017417437055436,-0.9404614277724407,-0.5861971018525897,0.7090548581108634,-0.6116897283751637,0.01591456581700789,-0.5389304591087283,-0.8523769580682263,0.3253658695892204,-0.45779657636691734,-0.7632730066905925,0.8432116314275867,-0.35001412998668935,-0.20908962057308922,-0.4042064517084918,0.845813497477392,0.15233252956419763,0.6215230157046011,0.6977606216508936,-0.5861971018525897,-0.20908962057308922,0.13111909301525992,0.8374221772055205,-0.20484657523336214,-0.5861971018525897,1.0,0.45507162763356657,0.46398928091552055,0.5195585149544977,-0.17648656115305023,0.13762976896848125,-0.2461440223607622,0.3816819414967306,0.8754063966147619,-0.3893620130202591,-0.5284065742423943,0.03336854576569463
xcomp:pred,-0.11800589632781784,0.04115490641289727,0.265206924331369,0.026621183933956582,0.5328650803326132,0.21391369365409707,-0.7250850656123736,-0.6595755751735662,0.4785817083363975,-0.00250765437015013,-0.2190835203891067,0.8916084540494258,0.7274247459879404,-0.5213865903353732,0.16825266721277823,-0.3829921504582832,-0.7209871105279569,0.23478787756529537,0.3479121446852036,0.10793117441690339,-0.9292825896572126,-0.8528800968058015,0.6815748973717625,-0.5941787449207243,0.0039623714665917575,0.31646158965672466,-0.9603949914999884,0.06603829225196255,0.2653063546246658,0.6820785108605752,-0.24752060240334442,0.12340712994377721,0.0807745697529914,-0.7209871105279569,0.06603829225196255,-0.8077939104414014,0.7174596162256044,-0.017685223835122343,-0.7209871105279569,0.45507162763356657,1.0,-0.5106131412329464,-0.17075856453450694,0.5714024978549893,-0.6110580697140633,0.33249640741423464,0.11585886422315328,0.6707330976509247,0.18566638573463512,0.4129353826282917,0.08958899732251611
aux:pass,0.5197154247635581,-0.4634493844274168,0.30702888705044395,-0.6639070342990335,-0.0028207559303333944,-0.3002083536607847,0.8616666852492615,-0.2143104507571609,-0.4568278298983825,0.7902165270099535,0.8203089532358104,-0.6878944303475804,-0.10528279596694036,0.019616359674179077,0.0930418161998876,-0.35719006432228295,-0.08345933391869262,0.1594675655974167,-0.9833312016700896,-0.4393067792588754,0.24907914585522653,0.017853056607233304,-0.0732345510919077,0.41624730992197045,-0.8567771769421053,0.6426781125034982,0.47357404258508573,0.09969481433635281,-0.32382929200443744,0.27068058611437434,0.6886120762943216,0.7060603892113334,0.7769765438500776,-0.08345933391869262,0.09969481433635281,0.9161482265094832,-0.058798240004851565,0.1846765308838364,-0.08345933391869262,0.46398928091552055,-0.5106131412329464,1.0,0.869667397565583,-0.4399124347870082,0.44863960123588886,-0.22192698734620492,0.5592431883322383,0.024488326601243917,-0.8061613689990729,-0.6873343974002638,-0.4081700627193691
advmod:neg,0.8225644190355885,-0.7987818138082305,0.7309710591703826,-0.9397234397950821,-0.10288636906710577,0.12060069836315962,0.4988740556413691,-0.32239747522222806,0.011618599820776464,0.6853162993353041,0.9846244723047715,-0.5356015420388233,-0.0738004362685108,0.13153773781274283,-0.20321810943030222,-0.26912299089358077,-0.5255902693712479,-0.09041864424422896,-0.9008402452808079,-0.7604845058128094,-0.17818051819214914,-0.22409651007006492,0.4230724158879742,0.5206135690539001,-0.9462532948212591,0.8567978390589607,0.04121968751073656,0.502202180006667,0.10994673633950602,0.5872373157496311,0.9073668049706112,0.9552552772760003,0.9642017038078045,-0.5255902693712479,0.502202180006667,0.6462665116387122,-0.022751345684023216,0.5585819470221979,-0.5255902693712479,0.5195585149544977,-0.17075856453450694,0.869667397565583,1.0,0.04866337035016416,-0.043925019056784136,0.24347686069960658,0.8934809991587488,0.04479009309001608,-0.984847784216659,-0.30187326620844324,-0.7397113791086006
cop,0.5120647608150607,-0.5750261033099331,0.7171296650246362,-0.37892798285118423,-0.38024234409920893,0.9237764685544344,-0.8210349317678479,0.048572296519868524,0.9920877375965306,-0.4785310350320609,0.15216682865930917,0.26474999105590535,-0.12906038337402667,0.39634799515205693,-0.7128298168334569,0.4241807512966612,-0.6841487855008473,-0.6569143322944171,0.3843314124273619,-0.573913730924498,-0.6945865221528055,-0.25001826928454857,0.8625687110474095,0.27459881619594056,0.08671777133294446,0.14621119374697805,-0.7684272703134868,0.8018859869112235,0.9427334794107979,0.3689110095675545,0.3195612921329365,0.2612293608123519,0.12004465300081674,-0.6841487855008473,0.8018859869112235,-0.6151620748512795,-0.1312970111894964,0.7400253884896001,-0.6841487855008473,-0.17648656115305023,0.5714024978549893,-0.4399124347870082,0.04866337035016416,1.0,-0.9987619821702739,0.9556001493758322,0.49194108615500876,-0.1769966329775533,-0.1767183339012726,0.9113611995421753,-0.6002342594307345
obj,-0.4920266159405553,0.5572458601829524,-0.7126034484128331,0.3704210524282543,0.3337638591298252,-0.9036886035447164,0.8317937638614609,-0.0032643794454952895,-0.9850855613616899,0.4556382379287685,-0.140459167575952,-0.3062508829075541,0.07958901666730364,-0.3502054250032354,0.6774446018141843,-0.3825307072388742,0.707616846548553,0.6186006977271931,-0.3847641932000407,0.5517269727264626,0.7279505652852187,0.29550002010746873,-0.8761683525938567,-0.23144412367928968,-0.07646544143581958,-0.16705136994643194,0.7992958226897553,-0.7800637730160386,-0.9250558874846636,-0.40214488547282873,-0.2992717172208121,-0.2665460245393981,-0.12802378538452605,0.707616846548553,-0.7800637730160386,0.6375803048968464,0.08196976986503662,-0.7157276074667747,0.707616846548553,0.13762976896848125,-0.6110580697140633,0.44863960123588886,-0.043925019056784136,-0.9987619821702739,1.0,-0.9426504870201301,-0.4877417730324969,0.12835841231267156,0.16617871473359594,-0.9008642755514453,0.5780507241829422
ccomp,0.7160686934134285,-0.7611635590903114,0.8243781659838723,-0.5604397093915112,-0.5816741809274308,0.9798821049303472,-0.6373051948132955,0.18907048686161199,0.9670880694022149,-0.43065818127250527,0.36902297701764963,-0.028855179454375397,-0.3532714087076406,0.6004159866196747,-0.8634999973207744,0.5359586185327992,-0.6332682748096361,-0.8038679328234357,0.20075739373113996,-0.772830194303946,-0.537953980305086,-0.07392139926504807,0.8267685052234733,0.5413299279435739,-0.04023939543529217,0.19693113098723214,-0.5797395069672772,0.9402194887289999,0.9851920076000424,0.3041816058580306,0.5509184422017862,0.39125283020258106,0.24813352513364845,-0.6332682748096361,0.9402194887289999,-0.3658774911267693,-0.3457191623950508,0.9028835742861213,-0.6332682748096361,-0.2461440223607622,0.33249640741423464,-0.22192698734620492,0.24347686069960658,0.9556001493758322,-0.9426504870201301,1.0,0.6396288672191149,-0.37376513101489317,-0.38701436394646044,0.8511350580437467,-0.7939266185466397
fixed,0.9440265584554306,-0.9520392463425541,0.9594123755706466,-0.9886675928659114,-0.25154464236696783,0.5166849732662625,0.06390784031122157,-0.2684595177812111,0.45491479832274556,0.3873032575951726,0.9252291278103149,-0.3400233189829429,-0.11260841605708691,0.28385388581894166,-0.49086475535528246,-0.05232790867945424,-0.7709384808936182,-0.3667146694260998,-0.6130865144629388,-0.9172478475069284,-0.47447048633667727,-0.31700688106242003,0.7597677345995215,0.5691766499168761,-0.788678302885732,0.8174825982334758,-0.3157481099684503,0.794484513400511,0.5163932454198107,0.6848969516815223,0.931395941021058,0.9520334547427164,0.896873927112716,-0.7709384808936182,0.794484513400511,0.2827836388688773,-0.06910069411427097,0.8153658525383107,-0.7709384808936182,0.3816819414967306,0.11585886422315328,0.5592431883322383,0.8934809991587488,0.49194108615500876,-0.4877417730324969,0.6396288672191149,1.0,-0.030857482910144667,-0.9366974576273343,0.14438247889843386,-0.9109602023964817
acl:relcl,-0.35877458877736007,0.3275004734696016,-0.09709767288069007,0.09152817952316304,0.9679248121151024,-0.5283517757036889,-0.009368401109637018,-0.954113586430394,-0.295550128326281,0.6311041443046806,-0.11228019111780455,0.7028021467019515,0.9915008903269793,-0.9596288242890202,0.7861477597892848,-0.9336493226135114,-0.4335866781741626,0.8518728861212359,-0.18478559687755822,0.42038106643891715,-0.5773754440581979,-0.8955100252048026,0.19425798872613692,-0.8238774338404133,-0.35599329231489163,0.5158224725101619,-0.48391129877697664,-0.48738284203895116,-0.4851080695123399,0.6867191997309899,-0.32061705372779287,0.20384865244045539,0.2805226980483821,-0.4335866781741626,-0.48738284203895116,-0.25198536802567284,0.996480696507363,-0.5183737842809425,-0.4335866781741626,0.8754063966147619,0.6707330976509247,0.024488326601243917,0.04479009309001608,-0.1769966329775533,0.12835841231267156,-0.37376513101489317,-0.030857482910144667,1.0,0.09298595235860475,-0.39797309981356593,0.42756188732182854
advmod,-0.9077186852688132,0.8873991236243147,-0.8087596738472347,0.9772052685001336,0.25657620295417266,-0.2808031448236189,-0.40384374073985396,0.19969679382226946,-0.15336915530252299,-0.5488494348694941,-0.9994075546850766,0.5818671668838836,0.2036081710648757,-0.28555337387929347,0.3698292854152671,0.10911245289119613,0.5403042327242682,0.26045713058801717,0.8239453271972454,0.8605206812962607,0.18230582212112506,0.1420165948471294,-0.48682945821333995,-0.6395911301797637,0.8805833120946183,-0.7987545974810366,-0.014780924887482548,-0.6386486389779296,-0.26725304566522007,-0.5371338962846709,-0.965964341757746,-0.9449475313303597,-0.9294766207311609,0.5403042327242682,-0.6386486389779296,-0.5998514572731357,0.15415980178332925,-0.6911579197726124,0.5403042327242682,-0.3893620130202591,0.18566638573463512,-0.8061613689990729,-0.984847784216659,-0.1767183339012726,0.16617871473359594,-0.38701436394646044,-0.9366974576273343,0.09298595235860475,1.0,0.1520082208774224,0.8437490579201125
orphan,0.2600609125064692,-0.31685356822391486,0.41367330867124275,-0.04227584449560962,-0.5216822180296365,0.8989574729628446,-0.8938057531664917,0.3665950312326519,0.9435215907656461,-0.796872249735777,-0.16936978790160395,0.25568735749711324,-0.31377871101971627,0.5245083840806926,-0.7422539513504941,0.6775509322641831,-0.3333333333333333,-0.745245527998295,0.6846410227715034,-0.3496713687235701,-0.42649030527707255,0.055378161539177705,0.5801061845670215,0.2554505542167448,0.47433265543458347,-0.2736992077707915,-0.5866360765317394,0.6536846836339033,0.9095872248060721,-0.02431856364979331,0.05215529013625423,-0.1341177867956816,-0.2797591923909281,-0.3333333333333333,0.6536846836339033,-0.7056293796822036,-0.3339879907933248,0.5868866025179611,-0.3333333333333333,-0.5284065742423943,0.4129353826282917,-0.6873343974002638,-0.30187326620844324,0.9113611995421753,-0.9008642755514453,0.8511350580437467,0.14438247889843386,-0.39797309981356593,0.1520082208774224,1.0,-0.3816156082851405
punct,-0.9910884486718408,0.9934427863710937,-0.9289452177357279,0.9110232066768772,0.6251113595480607,-0.7456140947610435,0.040777988227011036,-0.1431988907265485,-0.6132781873086883,-0.028237503188016554,-0.8385193892275546,0.5215681179329229,0.48731211401228974,-0.6510331723010242,0.7968084519087195,-0.3619224310571865,0.5646807712061878,0.7107941078592335,0.3990702840505053,0.9994089169393994,0.2620456278904145,-0.044438175965832334,-0.6676624248486138,-0.8246454694103602,0.5170504399346387,-0.5082646830106401,0.1730253825639176,-0.9489501473742533,-0.7311791729182553,-0.3584032017206622,-0.9429639018090892,-0.7537892747412245,-0.661394390397008,0.5646807712061878,-0.9489501473742533,-0.2600801178017554,0.452907166686578,-0.9709040153735851,0.5646807712061878,0.03336854576569463,0.08958899732251611,-0.4081700627193691,-0.7397113791086006,-0.6002342594307345,0.5780507241829422,-0.7939266185466397,-0.9109602023964817,0.42756188732182854,0.8437490579201125,-0.3816156082851405,1.0
