,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
advmod:emph,0.2716287542287797,-0.6080231729481218,-0.23729835696969936,0.3609294003225638,-0.40214290868574404,0.31211682063658436,0.04722274090106946,0.20620557668050002,0.06492513874864943,-0.40648967244429307,0.3804836449784536,0.3033121548912086,-0.6774911812098909,-0.10457645922214685,1.0,0.5199463521370276,-0.08989992848003739,-0.23356557005780482,-0.3623858695448398,-0.13717294766356436,0.18537281052221116,-0.19249972333557913,-0.2346126178920503,0.21241276166954928,-0.33780421945092265,-0.260037945220784,0.18835529487939223,0.8908249108945999,0.079951780961175,-0.29963507657502014,0.4086432462404066,-0.6456442722242174,-0.22784331768718696,0.21218698496345728,0.8082144130878639,0.03624613780593979,-0.40130820603539663,-0.1494548438426761,0.1785673905331846,-0.6636199725242842,0.21043180535846973,-0.3813154490353547,0.04322006259260516,0.18921649288847367,0.0872580390147652,-0.7150043693702814,-0.3993033290327339,-0.21828183852115185
obl:arg,0.006031598878590622,-0.34543179980423827,0.39283927647516587,0.6151863627809553,-0.1067111493270126,0.2648239408067781,-0.4110146489387615,0.48435693736675134,0.35132357157078903,-0.5451182081037428,0.13360717068738656,0.3326476413188421,-0.2540544189804442,-0.425785072391524,0.5199463521370276,1.0,-0.21678876193961433,-0.41775448935954046,-0.07211269575457546,0.2979665775617743,0.5258240074630802,-0.14303199060910082,-0.08677925079107937,0.025794130191022488,-0.7297436016581867,-0.7206554859662668,0.15309193916823247,0.4575807654853843,0.602891610990692,0.013133426202858369,0.3543322842873558,0.011212787987130485,-0.22527424075344796,0.6843946853192883,0.3797690974191428,0.06258949738531977,-0.5492129876175401,-0.29127649904151437,0.36498539371733607,-0.1923742998773072,0.3245762260760375,-0.4773095298893851,0.4398731590567787,0.5137830042507952,-0.2353629223871393,-0.35431271711419865,-0.5597761656558098,-0.02201773393782564
flat,-0.7362217903321183,0.5973908536388154,-0.21285495370241989,-0.24490219023728235,0.3196590454081754,0.008533946497308906,-0.21036137175564232,0.05138964462146927,0.6043952981730252,-0.5046893418488339,0.018721257087239943,0.598986660193664,-0.47843538684307874,-0.7661750579540305,-0.08989992848003739,-0.21678876193961433,1.0,0.7070480405376736,0.7253550386762655,-0.5626205668965376,-0.2502756217461971,-0.2054722109679238,0.4622296943589024,0.820197018324252,-0.3966796571673254,-0.27328457949196505,0.013618886562414584,0.11212297311013517,-0.44595512770802215,0.435486468816475,0.3247057300534476,-0.02172354708241706,-0.8804149530718229,-0.26543500245203816,-0.12987409981180925,0.5932844124519807,-0.32452513084132195,0.9075118158975091,-0.3443449936521701,0.5588345897632796,0.1469118046684855,0.06090790314761516,0.25086281265026106,0.0024180589569520643,0.29421538103479816,0.36941967568516076,-0.5537804777305868,0.5422879186799774
nsubj,-0.5141610334992192,0.5226101000538015,-0.47106803453001633,-0.08469870141350652,0.09819847765507239,-0.45316033210794543,-0.037807136265382055,-0.09086899107450055,0.19339622535037687,0.15832885057108104,0.3477456874445127,0.0653163263724583,-0.27955485615240405,-0.3651690493779727,-0.23356557005780482,-0.41775448935954046,0.7070480405376736,1.0,0.5431585896120504,-0.26953935023330283,-0.18671725667724948,0.5169858582293657,-0.03406715218976334,0.27667766604873273,0.11716729321502703,0.04868033286288543,-0.47730849789610647,-0.005259589127509564,-0.7192308664087569,-0.21291466840086215,-0.25625933048481436,-0.3496012447226751,-0.3872308977789145,-0.4383806782053264,-0.5347697212438705,0.7661497482395506,0.2789782217931316,0.4495020206042406,-0.4831682912675674,0.3388145996917054,-0.41328307797476554,-0.2748893479450266,0.06744289404000138,-0.24119431387624166,0.47230111799690633,0.5525434128344502,-0.062328524193148924,0.35823133753711184
root,-0.9937634522151629,0.9269306553026896,-0.2792637108442579,-0.40995197369019304,0.562931012739611,-0.2848397532182537,-0.45594167873131464,0.5746720789717003,0.4418121364250026,-0.3318858774228113,0.2513383190526749,0.11235793888602892,-0.20195495560935553,-0.622870421463215,-0.3623858695448398,-0.07211269575457546,0.7253550386762655,0.5431585896120504,1.0,0.06890007626878167,0.3490100287919614,0.04279686575634933,0.7404481527046044,0.3536218319228501,-0.37197931917894145,-0.5865244128579451,-0.33589891313502396,-0.2365478203025724,-0.48345417891643994,0.3871808980442443,-0.17928755499378837,0.18635225655712573,-0.6291681625526551,-0.10735331484479119,-0.4590307012531495,0.7102815283940043,-0.057577390868833005,0.5418028393507683,-0.6818854999520343,0.831320831999874,0.014868011802315359,-0.16960195007428275,0.5662352393845593,0.3085802421321758,-0.3370962638006483,0.6191752358276611,-0.6056685640121635,0.9094326525316699
advcl,-0.07493220058217195,0.17404661259382068,-0.011479304357170423,-0.14796121333565312,0.37105042144835915,-0.6274411652512862,0.08311628968704601,0.6078046457872671,-0.5543406435171128,0.40585476758793027,0.25585365609916877,-0.7067076799621325,0.4977620748385128,0.36723228869011965,-0.13717294766356436,0.2979665775617743,-0.5626205668965376,-0.26953935023330283,0.06890007626878167,1.0,0.6969656467961751,0.4265451908840259,0.09749328456941857,-0.8098015876172221,0.014472441051351325,-0.2272354155517579,-0.6713333857501832,-0.40611692769369684,0.07764206843617848,-0.24842129886907371,-0.6793403713871923,0.17158469295650464,0.5019034323917959,0.5240387834896184,-0.41374862069743207,-0.014933596985130013,0.5426122492876704,-0.6473004561583913,-0.38410758177073484,0.1601702026425414,-0.010912247560523544,-0.29799766887053186,0.03539691516132084,0.048554060453656234,-0.6401292418180792,0.33304003932639015,0.009797033223837256,0.1009535661146824
mark,-0.3718608178848952,0.2175556563084089,-0.31786806994916256,0.063357968535114,0.040518207763760895,-0.17512568038117016,-0.5295776340528286,0.9050510351317175,0.03221984828402329,-0.10369317910900121,0.6784295983531364,-0.40525571890670736,-0.18830128846513733,-0.0592535721313761,0.18537281052221116,0.5258240074630802,-0.2502756217461971,-0.18671725667724948,0.3490100287919614,0.6969656467961751,1.0,0.29918671270995767,0.28478623146487275,-0.3858922050932608,-0.22141606628856747,-0.7352896985444369,-0.3631922220344129,0.1255998446297268,-0.12247511907985202,-0.2562095805791651,-0.4478337425351229,-0.16887831380373144,0.04431263436389121,0.21367139625696488,-0.021582556737926535,0.4225720133670148,0.038178178643840606,-0.49700447744219284,-0.41293843272579267,0.058313560760002964,-0.185838888501098,-0.6960120478560412,0.676504371745344,0.6902482273425317,-0.798411268599575,-0.04480538604309895,-0.41310249202729693,0.5707668921589935
det,0.005519264460658027,0.10538816783961544,-0.434947909216574,0.23095062223176815,-0.2318874761218073,-0.6235439611738953,-0.030945925412337403,0.05783735534193572,-0.32721759156546315,0.7063053429619836,0.6147071901342996,-0.6418623478059865,0.09424753449913373,0.2847624635020585,-0.19249972333557913,-0.14303199060910082,-0.2054722109679238,0.5169858582293657,0.04279686575634933,0.4265451908840259,0.29918671270995767,1.0,-0.48862809844888383,-0.61159752038283,0.5049005079724943,0.12982375036626023,-0.7152037010958571,-0.09441447498486578,-0.46835014898028243,-0.8155110150490898,-0.7943131388397193,-0.46160978544724085,0.4372529621953513,-0.2390962294779443,-0.5911879524656534,0.5088457352314053,0.6928042523759554,-0.523059604749123,-0.3336300684337579,-0.12918903855510272,-0.7824001734714616,-0.6437697463046403,0.05118608452023275,-0.09279300645116512,0.10395824230950236,0.3213310169639706,0.40437066220480017,0.05377579678403885
csubj,-0.7605281963232076,0.7445205364563013,-0.11566792786264035,-0.7235710402260863,0.7033572086171557,-0.04439099058775289,-0.20751138348710876,0.5853251343297347,0.2193339293076532,-0.457257504227793,-0.08180877501119886,0.10712802464075055,-0.026176688944978137,-0.34393373117057024,-0.2346126178920503,-0.08677925079107937,0.4622296943589024,-0.03406715218976334,0.7404481527046044,0.09749328456941857,0.28478623146487275,-0.48862809844888383,1.0,0.3373803466141706,-0.4031404192015516,-0.46738767961011557,-0.03165847720551546,-0.3182195080811,-0.20700309873179004,0.7157265892510988,0.034050170225931944,0.44795068441118857,-0.49044852595665805,0.07228443045061869,-0.08426307269395548,0.14467751877015594,-0.18131668375250481,0.5262156782722971,-0.5678828926716906,0.7491446111603792,0.4473497770138517,0.2881705789852275,0.33722131029808994,0.2703511138941042,-0.6288721914858165,0.35153303054644675,-0.6077863634693259,0.7333286952501962
xcomp,-0.3875492214338037,0.14536338240412075,0.06473909426947975,0.009260427407249557,0.03663145558704953,0.5269906165272706,-0.25856223099531245,-0.12154378055348311,0.7649158654280684,-0.7973046517487374,-0.2069389407189614,0.9010782457243356,-0.6087402271638734,-0.7732625837292861,0.21241276166954928,0.025794130191022488,0.820197018324252,0.27667766604873273,0.3536218319228501,-0.8098015876172221,-0.3858922050932608,-0.61159752038283,0.3373803466141706,1.0,-0.5391429688728759,-0.27498681214757015,0.5396913648050202,0.40579179111275243,-0.03594781011915959,0.566746111473708,0.7824035698510919,0.010123428724231661,-0.8994799783956748,-0.17098158956827036,0.3856432426760903,0.233285114437587,-0.7507906700045197,0.8665392080234566,0.1398899525050406,0.21702124885107563,0.366736649431229,0.20753755478824917,0.2357955429672234,0.15069266956185567,0.3500987847656928,-0.13479515500035583,-0.5734160522095489,0.25899449727945606
obl,0.44997258069726337,-0.11594061280063568,-0.3990807995220861,-0.16226972215088037,-0.38197350470630925,-0.20141407435571793,0.2933985587960424,-0.4709645644239727,-0.558433345517374,0.8448791266672634,0.14742442931433283,-0.6995201897619376,0.3059101005901706,0.8004875882093501,-0.33780421945092265,-0.7297436016581867,-0.3966796571673254,0.11716729321502703,-0.37197931917894145,0.014472441051351325,-0.22141606628856747,0.5049005079724943,-0.4031404192015516,-0.5391429688728759,1.0,0.75024995792209,-0.1725645608375088,-0.277672872239676,-0.41710571042499195,-0.5570695365307617,-0.6063829805941906,-0.27454139047989906,0.7392597944416406,-0.6563096062209284,-0.25907703647264474,-0.1667490583122569,0.6872292783805252,-0.4092982005046208,-0.10199733188548679,-0.3319715820774329,-0.7010035052003901,0.08006846860970057,-0.35890970276461953,-0.30284659652748247,0.12168522133542022,-0.009786549966643882,0.890390256995123,-0.2414155136528139
nmod,0.6342135332123819,-0.2983716840446024,0.016436225662787057,-0.20247884464689495,-0.14780289385441617,-0.16602164583612453,0.7371845026989486,-0.8188111938628904,-0.6139911206044457,0.6982886163471979,-0.39448188775494075,-0.29857435785705533,0.4740430117670082,0.6959725655174055,-0.260037945220784,-0.7206554859662668,-0.27328457949196505,0.04868033286288543,-0.5865244128579451,-0.2272354155517579,-0.7352896985444369,0.12982375036626023,-0.46738767961011557,-0.27498681214757015,0.75024995792209,1.0,-0.0074949373286878,-0.3225138505309581,-0.0783088440325692,-0.21841323623612197,-0.1584579590856455,-0.017747118366739527,0.584140317556638,-0.31708430219591743,-0.1536483483873529,-0.5341580191921419,0.5383716175420671,-0.07759996988559482,0.18001437863685296,-0.28879642299479297,-0.17578189980212378,0.5456020180746776,-0.8418706051401182,-0.7783616250201801,0.5246627384376794,0.049151349884980676,0.847363678116953,-0.6719909579445953
cc,0.3325426286001272,-0.45859013667517884,0.4307237692121388,0.32192241772858765,-0.44409987242224386,0.9697058668341807,-0.30434244722167686,-0.3968909183876891,0.5470006611280687,-0.5612801267186665,-0.44397646761311194,0.6203459790542625,-0.26302220303615426,-0.20290026612423673,0.18835529487939223,0.15309193916823247,0.013618886562414584,-0.47730849789610647,-0.33589891313502396,-0.6713333857501832,-0.3631922220344129,-0.7152037010958571,-0.03165847720551546,0.5396913648050202,-0.1725645608375088,-0.0074949373286878,1.0,0.34740065589547586,0.5131211294056213,0.41038148841452426,0.7877241979153984,0.17849607088164535,-0.22147230537637505,-0.16469688481153572,0.6918475244925854,-0.43078465536745564,-0.793326714558197,0.22771508402954665,0.7453163484425165,-0.30586659357326007,0.22169459939557948,0.3482901880613123,0.15305018775437235,0.34091926252945115,0.1466187783459119,-0.6769695101981622,-0.020399973284599564,-0.20925657870170275
nsubj:pass,0.17399977326774324,-0.5483578160283061,-0.2903356339807349,0.566196226466805,-0.6442724187599947,0.505781694648417,-0.27278847569216114,0.08078344032629545,0.40231324218341435,-0.4858882750046081,0.47890803275493954,0.4455310464599058,-0.8822915724956559,-0.3093840349895059,0.8908249108945999,0.4575807654853843,0.11212297311013517,-0.005259589127509564,-0.2365478203025724,-0.40611692769369684,0.1255998446297268,-0.09441447498486578,-0.3182195080811,0.40579179111275243,-0.277672872239676,-0.3225138505309581,0.34740065589547586,1.0,-0.03152336806031065,-0.3502706231723937,0.4655607691803155,-0.7443279944416098,-0.37541076262865314,-0.10403563067761802,0.7717362165942615,0.2803205764841105,-0.5559367388800663,-0.038217405577151524,0.27348352313686575,-0.6619707752631525,-0.0746872962272,-0.5277006776475451,0.30133819503587045,0.3880667407831287,0.2397812634941266,-0.7554861947237849,-0.36535293851784484,-0.06330249774169118
discourse,0.46001724943295813,-0.5275468823652187,0.9191145828963652,0.4487616631086414,-0.031172251584612082,0.4319165938916376,-0.0024863092284368744,-0.18200947914764126,0.1122496979606509,-0.29088539929939966,-0.6415958499866078,0.3533349413888007,0.35295282989691246,-0.05937247472889968,0.079951780961175,0.602891610990692,-0.44595512770802215,-0.7192308664087569,-0.48345417891643994,0.07764206843617848,-0.12247511907985202,-0.46835014898028243,-0.20700309873179004,-0.03594781011915959,-0.41710571042499195,-0.0783088440325692,0.5131211294056213,-0.03152336806031065,1.0,0.3537040641249074,0.5390972978414185,0.5527070348908157,0.13317008238692346,0.6638736982086826,0.2993367316556107,-0.6596401410231136,-0.46177286023864916,-0.19803290640142787,0.797502795293895,-0.16433159329925823,0.5274276574735093,0.288196031886601,-0.11929669736791425,0.051984078983869614,0.01422515339382785,-0.30123911966748884,-0.004003050634129441,-0.5389094333761726
