,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.42773126748661894,0.5502843649519794,0.34643092926990254,0.8283466317364169,-0.44737967029468306,0.47774112195214097,-0.5782508184976957,-0.27029681484190876,0.5850072925428434,-0.22810258423339083,1.0,-0.345094284569728,-0.2232185460711615,-0.5170019612286033,0.3637711460534385,-0.06762223496867632,-0.31707733155125956,0.08973877354593572,0.1187680927232829,0.47889340071674424,-0.0776795581634242,-0.2518350747221239,-0.5027912899150118,0.8672073830139764,-0.34388525019584315,0.5979787712311331,-0.909131636530578,-0.04169354142253451,0.40184747324587056,-0.44535500273526385,-0.6562162633578187,-0.18327533839989818,-0.6642927404077619,0.6542619729847349,-0.5802124551348293,-0.7798830790482338,0.34144476845141636,-0.07518695292876822,-0.4470788916736055,-0.1670400117217313,-0.7115830920644926,0.5549984504569256,0.19136660159548133,0.9161463523856954,0.7593469847611785,-0.07427481703688668,0.6394496573660934,-0.5077832478283564,0.5099988142091566
PRON,0.0427005686221128,0.03919954710759619,-0.3511118321571727,-0.4651844322714158,-0.34091802940748545,0.24497906670599773,-0.2704410124831342,-0.40135230336804517,-0.3270027763828362,0.4423886202833137,-0.345094284569728,1.0,-0.4651123527725677,0.2691068557057364,0.21770471193420235,0.13900213364381128,0.8510734909341993,-0.09015551030830693,-0.1252962153958842,-0.13931922694430596,0.01668177391197292,-0.40074820432142244,0.7651952137136908,-0.26596543825968993,-0.32650030304834665,-0.38194548235710535,-0.0057692500153869045,-0.30634664975942943,0.24268378236888405,-0.1502291461834895,0.7168060678164239,0.949832084421978,0.05312178745533124,-0.5239511307481807,0.5136638941204277,0.074257117674568,0.3379902403672979,0.4617269980162518,-0.19646886026320007,0.0039171513113436555,-0.08641832869192018,-0.5907380944718839,-0.0528023056996232,-0.48873711509784246,-0.2821730516617405,0.14125668711597725,-0.8171753444130918,-0.21957051956671444,-0.017432415197623775
NUM,-0.447251725935394,0.21053618404120686,-0.28968181550529054,-0.3834605952695543,0.6455475365853806,0.01609760640749911,0.37905976727162227,0.33218609555849465,0.13086236167409226,0.14354974234502607,-0.2232185460711615,-0.4651123527725677,1.0,-0.5670111113262561,-0.3060992855839246,-0.7878094868009835,-0.4454948996583813,0.1938276575767816,-0.5772862347654752,0.43403016783448195,-0.5396880116665251,0.3345270607325735,-0.3531036991947706,-0.16263788313919583,0.5557368277105444,-0.371074063442699,0.3184457544108434,0.057852121348233775,-0.01617202220785915,0.7161874235596872,0.13496121388743745,-0.6466343277143961,0.66974394003039,-0.3675985722983973,-0.6318137234302047,0.49689308420378836,0.18804877948193827,0.0632097795147071,0.7350288061662187,-0.40149883022913163,0.7055287175662156,0.05154474529011822,0.08043184437269782,-0.3634417010526966,0.023361298507400895,0.4160625011943581,-0.06662538133067868,0.8322883146484071,0.27679908696715705
ADJ,0.8093484553531141,-0.6865221988994819,-0.06924232385450219,-0.12987041932790416,-0.036923377569610276,-0.7427052940015871,0.24814581343030837,0.2836409199536697,-0.3971137555298248,-0.01907192264938826,-0.5170019612286033,0.2691068557057364,-0.5670111113262561,1.0,-0.242844535547798,0.8622873641999989,0.24643765035947773,-0.4435097972048196,0.5236780574898516,-0.791024622252989,0.7604703640601772,0.29834725326740646,0.2980228870592169,-0.35465464257415563,-0.030620381852225303,0.1928758919287447,0.515240209371572,0.07889093597897989,-0.6886568983077089,-0.4231368804831832,0.18991169259111035,0.2929867707498481,0.01666848623711102,0.17426536493708303,0.8899865970547086,0.29006028860695204,-0.784031074866949,-0.0695164774515746,-0.051835767295078695,0.3356486622173477,0.07346046694447259,-0.4590810942663795,-0.15809183406846555,-0.23564478772642844,-0.6306713370776202,-0.5842491703777896,-0.03133956361796377,-0.1310603067385513,-0.6681933788220994
advmod:emph,0.18995082169615668,-0.1677447721150837,0.20743272850578748,0.5078392249046595,0.11047991172809027,0.3089134657430884,-0.829974573468954,-0.02633412994723492,0.5596376127068543,-0.6092784552938169,0.3637711460534385,0.21770471193420235,-0.3060992855839246,-0.242844535547798,1.0,0.1289186037876625,-0.13731465869991988,-0.24906629840926744,-0.43760344454487454,-0.2514772799213539,0.16980655229123265,-0.1501682280584311,-0.10182536803163876,0.088053066442091,0.2279910109620719,0.1804311855292237,-0.6167946458473638,-0.7625661856640651,0.41420115819971365,-0.05416520763279206,0.014660642195128745,0.20239951112247687,-0.20161417604386828,-0.08208162754546355,0.06631200694187211,-0.21444924338052682,0.2383325775022194,-0.4903625684808237,-0.5696980311878143,0.07821346829643762,-0.7345716720186031,0.4248827261668307,0.713469127871152,0.3689071215356316,-0.12606446177867978,-0.2582030592772705,-0.09764468173251145,-0.5069979907096657,-0.2511879108220081
obl:arg,0.8237577281236527,-0.6343360660135627,0.14721676279767434,0.369511835161729,-0.14981376063449262,-0.6135518206647329,-0.1542543733366043,0.2604531984731854,-0.0328616812744456,-0.33232220342873436,-0.06762223496867632,0.13900213364381128,-0.7878094868009835,0.8622873641999989,0.1289186037876625,1.0,0.03369988912122032,-0.5480250550932811,0.5387570798085831,-0.7905858224786427,0.9038982013439476,0.24906848250414498,0.03882022750979763,-0.01706046229584883,-0.06870861879175587,0.5531186951606761,0.062777463484389,-0.11807689573816697,-0.5503384657650651,-0.6696538615973492,-0.10314481258323151,0.2298774220594305,-0.3025584570298675,0.49033856283124705,0.773258698632758,-0.03611023444759682,-0.7439109680631063,-0.29787934572743835,-0.3782050633199115,0.34255732146765516,-0.3975128581949104,-0.1352152073471952,0.10724487950581787,0.24232478191593532,-0.4448018272275433,-0.8008752225327854,0.26992426855210355,-0.4741584007361733,-0.6470742480035093
flat,-0.10027867208932101,0.17187441980216245,-0.059296448825175915,-0.5549936259011125,-0.6293499405461364,0.38336750469561254,0.12140800231294252,-0.7143844357229211,-0.7025565754462565,0.5554468372345733,-0.31707733155125956,0.8510734909341993,-0.4454948996583813,0.24643765035947773,-0.13731465869991988,0.03369988912122032,1.0,0.35301574059495333,0.26216641101255445,0.05150138524550458,-0.2520999123812138,-0.6802911338075579,0.9348062465910686,-0.29978166633902753,-0.6785396018687686,-0.5512017032566804,0.13458261228236168,0.23016708533270286,0.37044959780770764,-0.04738182466455819,0.41889487495077415,0.9190634300702707,-0.20411612150565162,-0.4682409934479179,0.44196384006972333,-0.18530314596677633,0.3933655351312965,0.5193780257715214,-0.27926660902684103,0.2704247249811353,0.002391220271196574,-0.46037472969699794,-0.5612077771723949,-0.45139569760196213,0.039711205549266285,0.45556419758584504,-0.7014148942684193,-0.2997816663390276,0.12340151168769012
conj:expl,-0.4547574279235411,0.3489948920308827,0.588129828872905,-0.23734838166392808,-0.4258518938507556,0.6759084485959621,0.47892003919586346,-0.776718887014574,-0.582863576767149,0.09178596875206588,0.08973877354593572,-0.09015551030830693,0.1938276575767816,-0.4435097972048196,-0.24906629840926744,-0.5480250550932811,0.35301574059495333,1.0,0.29233690416238245,0.4864991211350586,-0.8384215167085691,-0.7799022762444242,0.44470729697441574,-0.2,-0.5425306906189846,-0.6340986262439116,0.06780343858265012,0.7066162750842052,0.7050732044291887,0.5445434813607033,-0.3928576212135022,0.0776519447870438,-0.4094646467714301,-0.31238801169273456,-0.2870925049735916,-0.5122995159583963,0.5460152381917424,0.004340885018854615,-0.2945874911492764,0.5007641059039754,0.0381144263729418,0.4378273186058851,-0.7320844433135556,-0.016303423285432397,0.6280826926215931,0.8799054405518668,-0.12242579729697942,-0.2,0.3235148521889414
nsubj,0.27773424415724546,-0.13142401112636917,0.5460446374547603,0.199878903775859,-0.6483511667083691,-0.1522954232813043,0.4119990886814982,-0.3523775184051657,-0.5404380290141134,-0.01829721208396083,0.1187680927232829,-0.1252962153958842,-0.5772862347654752,0.5236780574898516,-0.43760344454487454,0.5387570798085831,0.26216641101255445,0.29233690416238245,1.0,-0.17667212421195252,0.21715047625026992,-0.296010289872185,0.2505048639022405,0.07263791840605334,-0.6744782712824511,0.20903348092013083,0.13687463860958374,0.7400895418280432,-0.14792178973754544,-0.4140666020524221,-0.574810954309213,0.13900906132441535,-0.689812758413805,0.5172412967024759,0.36675350723813777,-0.5238694795698631,-0.37667551986839104,-0.055855300047356005,-0.43214556384136626,0.591183255692316,-0.22093554710224667,0.11043144216358022,-0.7024178086679055,0.32347856272506426,0.28773460158288755,-0.0855275116803465,0.42430443078768776,-0.5155969451815029,-0.13251219574455647
root,-0.9911463437847446,0.9603987933843321,-0.14209116146290912,-0.06618690095105992,-0.33623649012057694,0.6779003979560091,-0.015455815873238979,-0.43713942474709677,0.12163606610070685,0.5389520772209473,0.47889340071674424,-0.13931922694430596,0.43403016783448195,-0.791024622252989,-0.2514772799213539,-0.7905858224786427,0.05150138524550458,0.4864991211350586,-0.17667212421195252,1.0,-0.7539354404720927,-0.3503166976651856,-0.1449090685382701,0.540111639773337,-0.3668450316458345,-0.14093103411226252,-0.40838640779514296,0.28095493690636697,0.5148754929838153,0.11477618475800609,-0.13595662154515284,-0.11680117172984879,-0.08968482839454262,0.0048650997181757675,-0.8645644583882405,-0.35745632650820214,0.7591101708997283,0.5787717807102091,0.2255117884638749,-0.48026668612405504,0.13206817282903388,0.05627022999857406,-0.2513216994783539,0.13812853848182113,0.8117891127054886,0.6547856617178262,0.05797086906382525,0.20566340448622883,0.9679248280317341
advcl,0.7704670973564063,-0.6108255878209149,-0.15656181946373204,0.39016725672940633,0.1733638549313414,-0.7781450646888584,-0.2822253414763005,0.6122057009925632,0.28816883404103694,-0.31539186576824285,-0.0776795581634242,0.01668177391197292,-0.5396880116665251,0.7604703640601772,0.16980655229123265,0.9038982013439476,-0.2520999123812138,-0.8384215167085691,0.21715047625026992,-0.7539354404720927,1.0,0.604707104088582,-0.27484840218208073,0.08940121668358453,0.2781237521703798,0.6989606903425771,0.03887401768450128,-0.38505728574766573,-0.7473000568654248,-0.6655372861913651,0.05477330304703668,-0.005702050572001535,0.019774156952007415,0.5158314937695516,0.5982457361667072,0.2450216537426966,-0.807231763228349,-0.2578191866782854,-0.0633286714410091,-0.015079981240641891,-0.2440291566299362,-0.24177354098805431,0.4319938235018959,0.19821255457569392,-0.5887698878277274,-0.9689223060738591,0.3188357527527001,-0.16620183676528524,-0.5982176716061703
mark,0.3575372218993261,-0.38228632769907606,-0.52680592242204,0.07261520241369962,0.7449617894689547,-0.839359172297524,0.01699561232782086,0.9859504418323939,0.47239886825435784,-0.11306288103834762,-0.2518350747221239,-0.40074820432142244,0.3345270607325735,0.29834725326740646,-0.1501682280584311,0.24906848250414498,-0.6802911338075579,-0.7799022762444242,-0.296010289872185,-0.3503166976651856,0.604707104088582,1.0,-0.6647667304230451,0.04361347068930782,0.7827578007161233,0.47808750364885805,0.2972575090703314,-0.3660026293974365,-0.8660865374956964,-0.14718329621012646,0.20968252038136284,-0.5990492898182971,0.6537955430787499,0.27985099928050045,0.01891250037203465,0.7256982242619117,-0.6899194130820937,-0.1124105555678124,0.6711648803107298,-0.4938010948678373,0.40916507102018973,-0.2947887994458329,0.5446247637394985,-0.10837873548936341,-0.5790841434283549,-0.689464904073677,0.3108260029669705,0.6257810403237022,-0.301895682173849
det,0.09608481970073209,-0.094332847741853,0.11242871709445834,-0.6262056054591834,-0.43837285812561966,0.30313580961758313,0.28586655395834554,-0.6539139886604011,-0.8239443804620652,0.33403894693668235,-0.5027912899150118,0.7651952137136908,-0.3531036991947706,0.2980228870592169,-0.10182536803163876,0.03882022750979763,0.9348062465910686,0.44470729697441574,0.2505048639022405,-0.1449090685382701,-0.27484840218208073,-0.6647667304230451,1.0,-0.5953529324062591,-0.5177979408774608,-0.7197449236755289,0.34598683457847823,0.2661480563459657,0.36492580633358707,0.21198222554916157,0.3823188656395322,0.8269214838419312,-0.1386742890911575,-0.6265532835997999,0.5655482347067349,-0.07846170795965728,0.2771807786273752,0.24876411935326398,-0.3175124430304734,0.5118236326188841,0.06725015271330971,-0.3080707833727953,-0.577564823667864,-0.5531602669151054,-0.12287526159590859,0.4902901395224097,-0.7556267470560057,-0.2776581329058878,-0.14198610989000907
advcl:pred,-0.4947523808679568,0.6608207233056662,-0.0996597890996532,0.6600608401881115,-0.3975197363143043,0.22561210220987238,-0.5377492289850336,-0.040557421624665455,0.6332849106169209,0.1388358199788602,0.8672073830139764,-0.26596543825968993,-0.16263788313919583,-0.35465464257415563,0.088053066442091,-0.01706046229584883,-0.29978166633902753,-0.2,0.07263791840605334,0.540111639773337,0.08940121668358453,0.04361347068930782,-0.5953529324062591,1.0,-0.28795824103151607,0.735889979357989,-0.7955831070044607,-0.08305189043045477,0.06144774140811006,-0.6686276198352107,-0.3899796861765993,-0.18478528943097494,-0.39317785859500204,0.7451187876214621,-0.5848903085832848,-0.5122995159583962,0.21209918244620685,0.2993482044243533,-0.06542813478403307,-0.5430319205416968,-0.4305156411010131,0.11190841131305755,0.21614611212464246,0.7342590857024118,0.636808307594983,-0.22749601485644985,0.6175731739946416,-0.19999999999999998,0.6574760766890845
csubj,0.32661772180782894,-0.48211543971917503,-0.3451408375513394,-0.03254741488891368,0.9848142049630243,-0.5268123148451092,-0.06924481766820964,0.8590392679804933,0.4864587590383225,-0.38842717230992607,-0.34388525019584315,-0.32650030304834665,0.5557368277105444,-0.030620381852225303,0.2279910109620719,-0.06870861879175587,-0.6785396018687686,-0.5425306906189846,-0.6744782712824511,-0.3668450316458345,0.2781237521703798,0.7827578007161233,-0.5177979408774608,-0.28795824103151607,1.0,0.07561005660372401,0.2824766318364269,-0.5783597610306025,-0.45574157919084235,0.3641312456721473,0.3010652297202922,-0.5716363354371692,0.7557409281007996,-0.19217169417765567,-0.044194141948098106,0.7690156733662566,-0.38599568944814744,-0.4116106958174141,0.5214738407116256,-0.30738420785214793,0.3480201671256015,0.009135985814130781,0.7119786700157542,-0.24571473931774815,-0.6556231924826512,-0.395797125403216,-0.0061631173261183616,0.6009358875884363,-0.4356985549051366
xcomp,0.2007632326973548,-0.013290770205247004,-0.031076463526029458,0.8114953957884089,-0.06221037773016657,-0.3883456868702716,-0.49439633909519654,0.44133059419445286,0.6735448044604223,-0.27935833831052237,0.5979787712311331,-0.38194548235710535,-0.371074063442699,0.1928758919287447,0.1804311855292237,0.5531186951606761,-0.5512017032566804,-0.6340986262439116,0.20903348092013083,-0.14093103411226252,0.6989606903425771,0.47808750364885805,-0.7197449236755289,0.735889979357989,0.07561005660372401,1.0,-0.5056918600180974,-0.25655550649010345,-0.4577109077431446,-0.8033866554687532,-0.3990537854046473,-0.32573720422509456,-0.28322483749066024,0.9139823517221145,-0.08554749039168445,-0.21427059128290682,-0.45282862333832985,-0.14182154421392454,-0.09959484939301982,-0.30799194582292677,-0.4670083278053639,0.10562871305340606,0.4518780978181645,0.7341081526167929,0.08545268448800411,-0.804902788035312,0.7812849303958221,-0.236867279596709,-0.0011447056470546186
obl,0.4104854198370673,-0.5437092559453508,-0.14269286959877836,-0.7231508916942698,0.41349811136048437,-0.5677477957068786,0.8387083981255474,0.29433883162327396,-0.6619305545904962,0.16054950786384103,-0.909131636530578,-0.0057692500153869045,0.3184457544108434,0.515240209371572,-0.6167946458473638,0.062777463484389,0.13458261228236168,0.06780343858265012,0.13687463860958374,-0.40838640779514296,0.03887401768450128,0.2972575090703314,0.34598683457847823,-0.7955831070044607,0.2824766318364269,-0.5056918600180974,1.0,0.3704899035421567,-0.4999265482222175,0.4642563646565585,0.3250441035430724,-0.0999620193713812,0.5382284002286338,-0.4247847618847216,0.45673863598312514,0.668209627418162,-0.4946015726998001,-0.02152704190755975,0.48210909133248864,0.2781306473925305,0.7825197154486361,-0.37739990375430804,-0.4017199350060384,-0.7570309761239686,-0.5784902115254278,0.09713296454805823,-0.322680872975518,0.5358377869736113,-0.4791900136973885
nmod,-0.18769936563417694,0.17428250841453521,0.4405239798664786,-0.21018554113083396,-0.4581314193979244,0.08583071819311648,0.7952009217762831,-0.44103118103594796,-0.7025936977158748,0.25299140915350654,-0.04169354142253451,-0.30634664975942943,0.057852121348233775,0.07889093597897989,-0.7625661856640651,-0.11807689573816697,0.23016708533270286,0.7066162750842052,0.7400895418280432,0.28095493690636697,-0.38505728574766573,-0.3660026293974365,0.2661480563459657,-0.08305189043045477,-0.5783597610306025,-0.25655550649010345,0.3704899035421567,1.0,0.05621945378845087,0.1410068693102525,-0.49855648171417016,-0.11188726905395864,-0.37493857007897413,0.1493793156010417,-0.07487874183470586,-0.3531590756956142,-0.0427357223242839,0.14014232548762762,-0.028892223836082902,0.4372509129330679,0.2740809312814753,0.12823075100413506,-0.9332938375444696,0.005839482214646046,0.49009213622381265,0.4782186623347186,0.24523606869608086,-0.04130802382473238,0.2060875835631659
cc,-0.5479727430068376,0.49851473892980724,0.4261682831519155,0.039014404955978556,-0.4411993619657796,0.9729823055834872,-0.25605545510225214,-0.8179183813743306,-0.08547491126538082,-0.03058786248732788,0.40184747324587056,0.24268378236888405,-0.01617202220785915,-0.6886568983077089,0.41420115819971365,-0.5503384657650651,0.37044959780770764,0.7050732044291887,-0.14792178973754544,0.5148754929838153,-0.7473000568654248,-0.8660865374956964,0.36492580633358707,0.06144774140811006,-0.45574157919084235,-0.4577109077431446,-0.4999265482222175,0.05621945378845087,1.0,0.3448518067389341,-0.1706944314286205,0.3533448799180265,-0.4530970213412361,-0.37217568058847655,-0.3577465472893289,-0.6242431768035571,0.8824526465692804,0.003198394672343987,-0.5415506496108686,0.2353749207983139,-0.42132813372461997,0.4722840034314355,-0.17275621400480676,0.17747832076221273,0.603638392009689,0.7202495372881834,-0.29668995779740526,-0.44965049068255664,0.41733535494379037
