,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,1.0,-1.0,1.0000000000000002,1.0000000000000002,-1.0000000000000002,0.9999999999999998,-1.0,1.0000000000000002,-1.0,-1.0,1.0,-0.9999999999999998,-1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,-1.0,1.0,-0.9999999999999998,-1.0000000000000002,1.0,-1.0,-1.0,1.0,-1.0000000000000002,1.0,1.0,-1.0,-1.0000000000000002,0.9999999999999999,0.9999999999999999,-0.9999999999999999,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.9999999999999998,-1.0,1.0000000000000002,-1.0,-1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
PROPN,-1.0,0.9999999999999999,-0.9999999999999998,-1.0,1.0000000000000002,-1.0,0.9999999999999998,-1.0,1.0,1.0,-0.9999999999999998,1.0,1.0000000000000002,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,1.0,-0.9999999999999998,0.9999999999999999,1.0,-0.9999999999999999,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-0.9999999999999999,1.0,1.0,-0.9999999999999998,-1.0,-1.0,1.0,1.0,-0.9999999999999999,0.9999999999999999,-1.0,1.0,1.0,0.9999999999999998,-1.0000000000000002,-0.9999999999999998,1.0,0.9999999999999998,1.0,0.9999999999999999
PRON,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0000000000000002,1.0,1.0,-1.0000000000000002,1.0000000000000002,1.0,-1.0,-1.0000000000000002,-1.0000000000000002,-1.0,1.0,-1.0,1.0000000000000002,1.0,-1.0,1.0,1.0,-1.0,1.0000000000000002,-1.0,-1.0000000000000002,1.0,1.0000000000000002,-1.0,-0.9999999999999998,1.0,1.0,-1.0,-1.0000000000000002,-0.9999999999999998,1.0,1.0,-1.0,1.0,-1.0000000000000002,1.0,1.0000000000000002,0.9999999999999999,-1.0,-1.0,1.0000000000000002,1.0,1.0,1.0
NUM,0.9999999999999999,-1.0000000000000002,1.0,1.0,-1.0,0.9999999999999999,-0.9999999999999998,0.9999999999999999,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,1.0,1.0,1.0,0.9999999999999999,-1.0,0.9999999999999999,-1.0,-1.0,0.9999999999999999,-0.9999999999999998,-1.0,0.9999999999999999,-1.0,1.0,1.0,-1.0,-0.9999999999999999,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.9999999999999999,-1.0,0.9999999999999999,-0.9999999999999999,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,-1.0000000000000002,-1.0,-1.0,-1.0
ADJ,0.9999999999999999,-1.0000000000000002,0.9999999999999998,1.0,-1.0,0.9999999999999998,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,-1.0,0.9999999999999999,-1.0,-1.0,0.9999999999999999,-0.9999999999999999,-1.0,1.0,-1.0000000000000002,0.9999999999999999,1.0,-1.0,-0.9999999999999999,0.9999999999999999,1.0,-0.9999999999999999,-1.0,1.0000000000000002,1.0,0.9999999999999998,-0.9999999999999999,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.9999999999999998,1.0000000000000002,-1.0,-0.9999999999999999,-1.0,-1.0
advmod:emph,1.0000000000000002,-1.0,1.0,1.0000000000000002,-1.0000000000000002,1.0,-1.0,1.0000000000000002,-1.0,-1.0,1.0,-1.0,-1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,-1.0,1.0,-1.0000000000000002,-1.0000000000000002,1.0000000000000002,-1.0,-1.0000000000000002,1.0,-1.0000000000000002,0.9999999999999998,1.0,-1.0,-1.0,1.0,0.9999999999999999,-1.0,-1.0000000000000002,1.0,1.0,0.9999999999999999,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
obl:arg,1.0,-1.0,0.9999999999999999,1.0000000000000002,-0.9999999999999999,0.9999999999999999,-1.0,0.9999999999999999,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,0.9999999999999999,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.9999999999999998,1.0,1.0000000000000002,-1.0,-0.9999999999999999,0.9999999999999998,1.0,-1.0,-1.0,1.0,1.0000000000000002,0.9999999999999999,-1.0,-1.0,0.9999999999999999,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9999999999999998
aux,-1.0,1.0,-1.0000000000000002,-1.0,1.0,-1.0,1.0000000000000002,-1.0000000000000002,0.9999999999999998,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0000000000000002,1.0000000000000002,-1.0,0.9999999999999998,1.0,-1.0000000000000002,1.0000000000000002,-1.0,-1.0000000000000002,1.0,1.0000000000000002,-1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
flat,1.0,-1.0,1.0,1.0,-1.0,0.9999999999999998,-1.0,1.0,-1.0,-0.9999999999999999,1.0,-0.9999999999999998,-1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,-1.0,1.0,-1.0,-1.0000000000000002,1.0,-1.0,-1.0,0.9999999999999999,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0000000000000002,1.0,1.0,-1.0,-1.0,0.9999999999999998,-0.9999999999999999,1.0000000000000002,-1.0,-1.0,-1.0,1.0000000000000002,1.0000000000000002,-1.0000000000000002,-1.0,-1.0,-1.0
nsubj,-1.0,1.0,-1.0,-1.0000000000000002,1.0,-1.0,1.0,-1.0000000000000002,1.0,1.0,-0.9999999999999998,0.9999999999999999,1.0000000000000002,-1.0,-1.0,-1.0000000000000002,-1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,0.9999999999999999,1.0000000000000002,-1.0,1.0,-1.0,-1.0,1.0000000000000002,1.0,-1.0000000000000002,-0.9999999999999999,1.0000000000000002,1.0,-1.0000000000000002,-1.0,-1.0,1.0,1.0000000000000002,-1.0000000000000002,1.0,-1.0,1.0,1.0,1.0,-1.0000000000000002,-1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998
root,-1.0,0.9999999999999998,-1.0,-1.0,1.0,-0.9999999999999998,0.9999999999999999,-1.0,1.0000000000000002,0.9999999999999999,-1.0000000000000002,1.0,1.0,-1.0,-1.0,-1.0000000000000002,-1.0,1.0000000000000002,-1.0000000000000002,1.0,1.0,-1.0,0.9999999999999999,1.0000000000000002,-1.0,1.0,-1.0,-1.0000000000000002,1.0000000000000002,1.0,-1.0000000000000002,-1.0,0.9999999999999999,1.0000000000000002,-1.0000000000000002,-1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0000000000000002,-1.0,1.0,1.0000000000000002,1.0,-1.0000000000000002,-1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0
advcl,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.9999999999999999,1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.9999999999999999,0.9999999999999999,0.9999999999999998,-1.0,-1.0,1.0,0.9999999999999999,-1.0,-0.9999999999999998,1.0,1.0,0.9999999999999999,-1.0,-1.0,1.0,-0.9999999999999998,0.9999999999999999,-1.0,-1.0,-0.9999999999999998,1.0,1.0,-1.0,-1.0,-1.0,-1.0
mark,-1.0,1.0,-0.9999999999999999,-1.0,0.9999999999999998,-0.9999999999999998,0.9999999999999999,-1.0,1.0000000000000002,0.9999999999999999,-1.0,1.0,1.0,-0.9999999999999998,-0.9999999999999999,-1.0,-1.0,0.9999999999999998,-1.0,0.9999999999999999,0.9999999999999999,-1.0,1.0,1.0000000000000002,-0.9999999999999999,1.0,-0.9999999999999999,-1.0,0.9999999999999998,0.9999999999999998,-0.9999999999999999,-1.0,0.9999999999999999,0.9999999999999999,-1.0000000000000002,-1.0,-1.0,1.0,0.9999999999999998,-1.0,1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-1.0000000000000002,1.0,1.0,0.9999999999999998,1.0
det,-1.0,1.0000000000000002,-1.0000000000000002,-1.0000000000000002,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.9999999999999999,1.0,-1.0,-1.0,-1.0000000000000002,-1.0,1.0,-1.0,1.0000000000000002,1.0000000000000002,-1.0,1.0000000000000002,1.0,-1.0,1.0000000000000002,-1.0,-1.0,1.0,1.0,-1.0000000000000002,-1.0,1.0000000000000002,1.0,-1.0,-1.0000000000000002,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0000000000000002,-1.0,1.0,1.0,1.0,1.0
csubj,0.9999999999999998,-0.9999999999999999,1.0,1.0000000000000002,-0.9999999999999998,1.0,-1.0,1.0,-1.0,-1.0000000000000002,1.0,-1.0,-1.0,0.9999999999999999,1.0,1.0,1.0,-1.0000000000000002,0.9999999999999999,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,1.0,-1.0,1.0,1.0,-1.0000000000000002,-1.0,1.0,0.9999999999999999,-0.9999999999999999,-1.0,1.0000000000000002,1.0,0.9999999999999999,-1.0000000000000002,-1.0000000000000002,1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-0.9999999999999999,-1.0000000000000002,-1.0
xcomp,-1.0,1.0,-0.9999999999999998,-1.0000000000000002,1.0,-1.0,1.0,-1.0,1.0000000000000002,1.0,-1.0000000000000002,1.0000000000000002,1.0000000000000002,-1.0,-1.0000000000000002,-1.0000000000000002,-0.9999999999999998,1.0000000000000002,-1.0,1.0,1.0,-0.9999999999999999,1.0,1.0000000000000002,-1.0,1.0,-1.0,-1.0000000000000002,1.0000000000000002,1.0,-1.0,-0.9999999999999998,1.0,1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0,1.0,1.0000000000000002,-0.9999999999999999,1.0,-1.0000000000000002,1.0,1.0,0.9999999999999999,-1.0000000000000002,-1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0
obl,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0000000000000002,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.9999999999999999,0.9999999999999998,1.0,-1.0,1.0,-1.0,-1.0,0.9999999999999999,-0.9999999999999999,-1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,1.0,1.0,-0.9999999999999999,-0.9999999999999999,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,1.0,1.0,-1.0000000000000002,-0.9999999999999999,-1.0,-1.0
nmod,1.0,-1.0000000000000002,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,-1.0000000000000002,1.0,-1.0,-1.0000000000000002,0.9999999999999998,-1.0,-1.0,1.0,-1.0000000000000002,1.0000000000000002,1.0,-1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0000000000000002,1.0000000000000002,1.0,1.0,-1.0000000000000002,-1.0000000000000002,1.0,-1.0000000000000002,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0000000000000002,-1.0,-1.0000000000000002,-1.0
advcl:cmpr,-1.0,1.0,-1.0000000000000002,-1.0,1.0,-1.0,1.0000000000000002,-1.0000000000000002,0.9999999999999998,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0000000000000002,1.0000000000000002,-1.0,0.9999999999999998,1.0,-1.0000000000000002,1.0000000000000002,-1.0,-1.0000000000000002,1.0,1.0000000000000002,-1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
cc,-0.9999999999999999,1.0,-1.0000000000000002,-1.0,1.0,-0.9999999999999999,0.9999999999999999,-1.0000000000000002,1.0,1.0,-1.0000000000000002,1.0000000000000002,1.0000000000000002,-0.9999999999999999,-0.9999999999999999,-1.0,-0.9999999999999999,1.0000000000000002,-1.0,1.0,1.0,-1.0,0.9999999999999998,1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,1.0,-1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,-1.0000000000000002,1.0,1.0000000000000002,-0.9999999999999998,1.0,-1.0,1.0,1.0,0.9999999999999998,-1.0,-1.0,1.0,1.0,1.0000000000000002,1.0000000000000002
nsubj:pass,1.0,-1.0,1.0,0.9999999999999999,-1.0,1.0,-1.0,1.0,-1.0,-0.9999999999999999,0.9999999999999999,-1.0,-1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,-1.0000000000000002,1.0,-1.0000000000000002,-1.0000000000000002,1.0,-0.9999999999999999,-1.0000000000000002,1.0,-1.0,1.0,1.0,-1.0000000000000002,-1.0000000000000002,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0000000000000002,1.0,-1.0000000000000002,1.0000000000000002,-1.0,-1.0,-1.0,1.0000000000000002,1.0,-1.0,-1.0,-1.0000000000000002,-1.0
discourse,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.9999999999999999,-1.0,-0.9999999999999999,0.9999999999999999,-0.9999999999999999,-0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,-1.0,1.0,-0.9999999999999999,-1.0,0.9999999999999999,-1.0,-1.0,0.9999999999999999,-0.9999999999999998,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.9999999999999999,-1.0,1.0,-0.9999999999999998,-1.0,-0.9999999999999998,1.0,1.0,-1.0,-1.0000000000000002,-1.0,-1.0
csubj:pass,-1.0,0.9999999999999998,-1.0,-1.0000000000000002,1.0,-0.9999999999999998,1.0,-1.0,1.0,1.0,-0.9999999999999999,1.0,1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,-1.0,1.0000000000000002,0.9999999999999999,-1.0,0.9999999999999999,1.0000000000000002,-0.9999999999999999,1.0,-0.9999999999999999,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0000000000000002,-1.0,1.0,1.0,-1.0,1.0,-0.9999999999999998,1.0000000000000002,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.9999999999999999
acl,-0.9999999999999998,1.0,-1.0,-1.0,1.0,-1.0,0.9999999999999999,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0000000000000002,-1.0,1.0,-1.0,1.0,1.0000000000000002,-0.9999999999999998,0.9999999999999999,1.0,-1.0,1.0000000000000002,-0.9999999999999999,-1.0000000000000002,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.9999999999999998,1.0,-1.0000000000000002,1.0,-1.0000000000000002,1.0,1.0000000000000002,1.0,-1.0,-1.0,1.0000000000000002,1.0,1.0,1.0
expl:pass,1.0,-1.0000000000000002,0.9999999999999998,1.0,-1.0,1.0,-0.9999999999999998,1.0000000000000002,-1.0,-1.0,1.0,-0.9999999999999998,-1.0,1.0,1.0000000000000002,1.0,1.0,-1.0,1.0000000000000002,-1.0000000000000002,-1.0000000000000002,1.0,-1.0000000000000002,-1.0,1.0000000000000002,-1.0000000000000002,1.0,1.0000000000000002,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0000000000000002,-1.0,0.9999999999999999,-1.0000000000000002,1.0,-0.9999999999999999,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
amod,1.0,-1.0,0.9999999999999998,1.0,-1.0,1.0,-1.0,1.0,-1.0000000000000002,-1.0,1.0,-1.0,-1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0000000000000002,1.0,-1.0000000000000002,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0000000000000002,-1.0,1.0000000000000002,1.0,1.0,-1.0,-1.0,1.0,-1.0000000000000002,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-0.9999999999999998,-1.0,-1.0000000000000002
nummod,0.9999999999999999,-1.0,1.0,1.0000000000000002,-1.0000000000000002,1.0,-1.0000000000000002,1.0000000000000002,-1.0000000000000002,-0.9999999999999999,1.0,-1.0,-0.9999999999999998,1.0,0.9999999999999998,0.9999999999999999,0.9999999999999999,-1.0,1.0,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,0.9999999999999999,-1.0,1.0,1.0,-1.0,-1.0000000000000002,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.9999999999999999,-0.9999999999999999,1.0,-1.0,-1.0,-0.9999999999999998,1.0000000000000002,1.0,-1.0,-1.0,-1.0,-1.0
conj,-1.0,1.0,-1.0,-1.0000000000000002,1.0,-0.9999999999999999,1.0,-0.9999999999999999,1.0,1.0,-1.0,1.0,1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0000000000000002,1.0,-1.0,-1.0000000000000002,1.0,1.0,-1.0,-1.0,1.0,0.9999999999999998,-1.0000000000000002,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.9999999999999998,-1.0,-1.0000000000000002,1.0,1.0,1.0,1.0
appos,-1.0,1.0,-1.0000000000000002,-1.0,1.0,-1.0,1.0000000000000002,-1.0000000000000002,0.9999999999999998,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0000000000000002,1.0000000000000002,-1.0,0.9999999999999998,1.0,-1.0000000000000002,1.0000000000000002,-1.0,-1.0000000000000002,1.0,1.0000000000000002,-1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
case,1.0,-0.9999999999999999,1.0,1.0,-1.0,0.9999999999999999,-1.0,1.0,-1.0,-0.9999999999999998,0.9999999999999998,-0.9999999999999999,-1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,-1.0,0.9999999999999998,-1.0000000000000002,-1.0,1.0,-1.0,-1.0,1.0,-0.9999999999999999,1.0,1.0,-1.0,-0.9999999999999998,1.0,0.9999999999999999,-1.0,-1.0000000000000002,0.9999999999999999,1.0,0.9999999999999999,-1.0,-1.0,1.0,-1.0,1.0,-0.9999999999999998,-1.0,-1.0,0.9999999999999999,0.9999999999999999,-1.0,-1.0,-1.0,-1.0
xcomp:pred,-1.0,1.0,-0.9999999999999999,-1.0,1.0,-1.0,0.9999999999999999,-1.0,1.0,1.0,-1.0,0.9999999999999999,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,1.0,1.0000000000000002,-0.9999999999999998,1.0,1.0,-1.0,1.0,-1.0,-1.0000000000000002,1.0,1.0,-1.0000000000000002,-1.0,1.0,1.0,-1.0000000000000002,-1.0000000000000002,-0.9999999999999999,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.9999999999999999,-1.0000000000000002,-1.0000000000000002,1.0,1.0,1.0,1.0
aux:pass,1.0,-1.0,0.9999999999999999,1.0,-1.0,0.9999999999999999,-1.0000000000000002,1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,-1.0,1.0000000000000002,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,1.0,-1.0000000000000002,1.0,1.0,-1.0,-1.0,1.0000000000000002,1.0,-0.9999999999999998,-1.0000000000000002,1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0000000000000002,-1.0,-1.0,1.0000000000000002,1.0,-1.0,-1.0,-1.0,-1.0
