,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.6945673449845807,-0.5456642194454615,-0.6379244917954666,0.24792087245316569,0.4565526201844738,-0.5922324799991926,0.8991446021754398,0.8348174049611153,0.40367753459328837,0.4654592601181472,1.0,0.4917911319946686,-0.8443965829342319,0.8315543484645842,-0.8469014598546992,0.6647420855444688,0.8537058045263205,0.07505706403810794,-0.7338992848733615,-0.5978243660729928,0.11476564080853593,-0.01857354898425159,-0.8185098770327021,0.02990614562263021,0.37255684365198927,0.6650363865501935,0.0051259116868227535,0.9649947009366737,-0.34631376810858205,0.3101194484841397,0.6342170763566434,0.78486746756521,-0.3984996887365212,-0.5397992931848707,0.9561139774749463,0.48597451475993275,0.11773241428712475,0.9934101951196743,-0.2222432159270102,-0.10250270658127664,-0.3316831622866233,-0.8871273602518878,0.2587811479691728,0.6940243428280668,-0.3085187710970484,-0.4605861223473626,-0.17654572644398556,-0.3984996887365212,-0.565734640970186
PROPN,0.6739311248237575,-0.6026435894570955,-0.8813382444378569,-0.4203823644942532,-0.3832234152959,-0.3097480574452814,0.7363429577971923,0.0022582520521047195,-0.19666915327438297,0.9764139729336633,0.4917911319946686,1.0,0.03520606163598683,0.7067611871354228,-0.4575268686104204,0.947802387353026,0.7128829630798929,-0.2735799170853524,-0.007655605485532779,-0.6682904634022391,0.6304745546101636,-0.5769874200135896,0.038201540192762465,-0.8554142882880567,0.9415763971987363,0.35039758592941356,0.02108760366220629,0.2683700551629025,-0.3074503540323213,-0.39267246255573357,0.9165521565649266,0.6600171576051945,0.5295272004645214,0.4574614902325103,0.6434557312132172,-0.2545578920960041,-0.8043997969603518,0.5869611200086498,0.6941275214211883,-0.4880868123258979,-0.9739236090139344,-0.8380693313231318,0.05705993594197962,0.1390605228384489,-0.9612924893454237,0.5221808833665419,-0.18263293876466793,0.5295272004645214,-0.6054500603330328
PRON,-0.3042249272673457,0.1585590341999333,0.258401346298746,-0.6347451345184896,-0.6699180420071547,0.601086111470977,-0.5457704710114537,-0.987622644071056,-0.686131930279099,0.08104824763144922,-0.8443965829342319,0.03520606163598683,1.0,-0.5860590747327734,0.7643864954946893,-0.22336311101720632,-0.4914951021631378,-0.11838632928768995,0.7538620723155552,0.18832882531855358,0.347492665062117,-0.42709499885908375,0.990802518076472,-0.5452552445606621,0.0914716875561279,-0.44391696859251717,-0.13230349037878014,-0.9216928146203625,0.339527651456745,-0.6852706447031652,-0.12899914912637292,-0.42569909191857136,0.7142781028874601,0.8660579837349821,-0.6744953425666061,-0.6111235725892822,-0.6015839069572945,-0.7830036155565933,0.6212494549627742,-0.0541560050251941,-0.18066988364142952,0.5115305079992054,-0.39406474731407265,-0.800956597812419,-0.24844130779255622,0.8643959919336712,0.22814535571631653,0.7142781028874601,0.18122142433758828
NUM,0.4412371294026541,-0.2590703658679929,-0.9328633907399246,0.3178801738965706,-0.10053182029713562,-0.8522550741938689,0.7414699755761868,0.6600393989188905,0.5280981568290853,0.5864868700376922,0.8315543484645842,0.7067611871354228,-0.5860590747327734,1.0,-0.9521630903860085,0.8941663911649831,0.6510960873634989,-0.46710404527518784,-0.2330894610404019,-0.3480263214180017,-0.00428900393007298,0.09316006571961616,-0.6264169145392591,-0.3075077237732763,0.7478994359488651,0.23555449263795428,0.44909509178925644,0.672125298639106,-0.7465831457731048,0.35680806477047405,0.6161448311844281,0.5266891606808041,0.12136767262453428,-0.10415299416488798,0.768989649136335,-0.08089318316463645,-0.27289964492614205,0.873057968495995,0.26862813319757933,-0.6328297075072683,-0.6604795182747488,-0.8992303971791814,0.6088736690710489,0.7959028246923152,-0.4866623558220664,-0.18528303201377797,-0.6125128437033697,0.12136767262453428,-0.2777623248978106
ADJ,-0.2832185391803797,0.08568151881572009,0.7881277702442959,-0.5736413914403252,-0.061556862157346535,0.9291960789496783,-0.6300395998047253,-0.8376807730099358,-0.7412391955234339,-0.3206456917219052,-0.8469014598546992,-0.4575268686104204,0.7643864954946893,-0.9521630903860085,1.0,-0.7145735512290861,-0.5283808133135829,0.4464751458901473,0.313878201846495,0.16817206399524978,0.26532741170918844,-0.35493832157654853,0.8132565879411527,0.010358351650581252,-0.526239869453029,-0.169183755321218,-0.5348765254118572,-0.746407674467356,0.7905444177773717,-0.6120468395775028,-0.3898080740144651,-0.3968057704070879,0.09520712434437321,0.3445225437290017,-0.7051949182932534,-0.03252272966826834,-0.014223586324276382,-0.8567228195818491,-0.022077913229017972,0.5651447876972876,0.40486299583125385,0.7775393809006809,-0.7251929297909847,-0.9377600296987224,0.1987176797558959,0.46619686343441225,0.6727721902251416,0.09520712434437321,0.10807844959469702
advmod:emph,0.5980272768937422,-0.4705453037039159,-0.9802476114427213,-0.11400796982587294,-0.31714638929579025,-0.5882809034484227,0.7766116797246779,0.2848173058522443,0.12167250318239475,0.8736340804125521,0.6647420855444688,0.947802387353026,-0.22336311101720632,0.8941663911649831,-0.7145735512290861,1.0,0.7189461027040296,-0.4118572722536913,-0.07716999154243757,-0.5531790584875385,0.38084677620602286,-0.3085564674227282,-0.24368417806282067,-0.6879196385558599,0.9400908423474286,0.29491697778050663,0.24134826947703544,0.4474914729326486,-0.5485545908738391,-0.08095667950608398,0.841048306464075,0.6272274345089945,0.4146575021157622,0.2641450165607797,0.7295361349092132,-0.22935929825844178,-0.6442562604136813,0.7451946420361436,0.580406928499265,-0.6178163603365839,-0.9181857137522984,-0.9206465805991898,0.3289753558334396,0.4475281640413213,-0.8233421735965393,0.25791604780982785,-0.4137364228670961,0.4146575021157622,-0.480533710448985
obl:arg,0.9637551189449507,-0.8910581738423663,-0.6010698440413221,-0.29284137796866117,0.3740911060616119,-0.19264574119074615,0.9918667718170171,0.4402532984123387,-0.12381074740954275,0.7718280557640004,0.8537058045263205,0.7128829630798929,-0.4914951021631378,0.6510960873634989,-0.5283808133135829,0.7189461027040296,1.0,0.3141322015448349,-0.7064772681192693,-0.9239226076014645,0.6151539792624671,-0.5365058553529858,-0.42043857044561705,-0.3193447787607537,0.4838663955150255,0.8733522366340001,-0.3857445766673103,0.788901805935175,0.01885373348391779,-0.2302647208888971,0.9102204548211288,0.9880893867658614,-0.2121005813396118,-0.23655613493923594,0.9686722157530437,0.4884635635885378,-0.2036631705505478,0.8785576625491242,-0.004349194635510609,0.08443633887486993,-0.5364694390691688,-0.9092794044974822,-0.18872943554693972,0.2435138905470043,-0.6561126562540333,-0.016304165565282254,0.20094821875687058,-0.2121005813396118,-0.9011242426747782
flat,0.48391093019569387,-0.5977130107625052,0.5663744963659973,-0.45030499803166374,0.7969267008751645,0.7132237248843275,0.20611616486891102,-0.03872114399525742,-0.5476112532171616,-0.07075779055057337,0.07505706403810794,-0.2735799170853524,-0.11838632928768995,-0.46710404527518784,0.4464751458901473,-0.4118572722536913,0.3141322015448349,1.0,-0.70707933010289,-0.5216868700331988,0.4655232122813287,-0.47456817077718966,0.011085936588005094,0.3385503752385647,-0.5809486976608191,0.7353689390264122,-0.9382342273949671,0.2618237622517019,0.8913828809499554,-0.41964102333579717,0.11650393216023924,0.44377526432820885,-0.6839856939717545,-0.465834652440457,0.2010948421217345,0.8580892772590897,0.4302378158249445,0.016542343823095607,-0.6390149354299302,0.9709141199993228,0.4479641030953654,0.10585265924565251,-0.8482019837608428,-0.4996688344429924,0.12136277894079713,-0.136113013866162,0.936853081278367,-0.6839856939717545,-0.5919474044934855
nsubj,-0.6870943117036485,0.6504871502012456,-0.019665723140098405,-0.03040484857560609,-0.9188049282715527,-0.012787438756455731,-0.6743881472375101,-0.6457968298481735,-0.047647149313347396,-0.11054567104528626,-0.7338992848733615,-0.007655605485532779,0.7538620723155552,-0.2330894610404019,0.313878201846495,-0.07716999154243757,-0.7064772681192693,-0.70707933010289,1.0,0.6329476408517136,-0.22156588317054476,0.16188473412168136,0.6580552718996512,-0.41566912205366985,0.2544743115145762,-0.8837763590524591,0.5495333711377353,-0.8656862725032052,-0.3135511473527007,-0.09191144166931027,-0.3688753962877694,-0.7391245890192764,0.8393361128254792,0.8086300794541953,-0.7381298882074315,-0.9490336338416964,-0.5281347466290988,-0.6728425811076884,0.7090525089250306,-0.5963420948680332,-0.21675433687618414,0.45922739866182505,0.3017478509811309,-0.23235154290591964,-0.04139528748720673,0.5669189274617228,-0.44793382113320573,0.8393361128254792,0.6625618564657532
root,-0.9919290296553016,0.9952553618037074,0.38418416162741165,0.6215996557296909,-0.34618902969274074,-0.1818342015638491,-0.871006878743059,-0.10234355866062823,0.4912756593800319,-0.7929369485782922,-0.5978243660729928,-0.6682904634022391,0.18832882531855358,-0.3480263214180017,0.16817206399524978,-0.5531790584875385,-0.9239226076014645,-0.5216868700331988,0.6329476408517136,1.0,-0.8548041528244118,0.8042254942275726,0.08789495070968995,0.4262568434840289,-0.38035099071819756,-0.9140845832797145,0.6642346913494298,-0.5513468870704735,-0.35101028678340807,0.5678056453156177,-0.907647881528584,-0.9656775420350142,0.1394140679886602,0.059712552485296014,-0.8026427156336816,-0.4969723181577667,0.30573326824049685,-0.6295964462166618,-0.05067339004118897,-0.30345126969423314,0.4962702686883271,0.7229731389170327,0.531252682912841,0.14603387337449977,0.7200097990707376,-0.24328041400836387,-0.508981841936121,0.1394140679886602,0.9963807308563289
advcl,0.7845110155243455,-0.8692552742255367,-0.1983270900779862,-0.9335648546842814,0.002193183358784571,0.5165850953387149,0.5326612556654512,-0.4276684101985692,-0.8431998488518326,0.779345612162816,0.11476564080853593,0.6304745546101636,0.347492665062117,-0.00428900393007298,0.26532741170918844,0.38084677620602286,0.6151539792624671,0.4655232122813287,-0.22156588317054476,-0.8548041528244118,1.0,-0.9952396002646754,0.4416748809163452,-0.6713858490515724,0.37889469638137024,0.6485901204040825,-0.7282724833196174,0.038359204720718375,0.5436399283762918,-0.9088035498062246,0.7831845724097906,0.6942194683115116,0.21875613275209288,0.38228776237003076,0.4007248919426583,0.1763975041265054,-0.5849240105198329,0.1743847854787101,0.34877409303887713,0.29470729071999024,-0.5396212745304004,-0.3997348709046654,-0.7387376429877609,-0.5798721009717959,-0.7976239486270031,0.6776673466512848,0.6340361171725696,0.21875613275209288,-0.8580987430546291
mark,-0.7239831076122989,0.8250266621352175,0.12629006748458663,0.9639350086176767,0.028632726326102434,-0.5855829782180187,-0.4478758075675661,0.5088962542229319,0.8905238912021408,-0.7316524305524811,-0.01857354898425159,-0.5769874200135896,-0.42709499885908375,0.09316006571961616,-0.35493832157654853,-0.3085564674227282,-0.5365058553529858,-0.47456817077718966,0.16188473412168136,0.8042254942275726,-0.9952396002646754,1.0,-0.5208229716878424,0.6674864353690143,-0.3321506570115248,-0.5954352158588913,0.7436610135627926,0.051122620185924096,-0.5917092369594706,0.944740236525888,-0.7222613095529363,-0.6243596616082059,-0.24552114597694288,-0.42627169473333787,-0.3105137123713219,-0.14348474598455357,0.5881382056992839,-0.07774372123145677,-0.3589574375446691,-0.32079450630331896,0.498876150458025,0.3109997562453831,0.7772535483740091,0.6550326552851923,0.7643089028649837,-0.7191161658137107,-0.6662245018573962,-0.24552114597694288,0.811836124423258
det,-0.2096109203331915,0.04990687146501981,0.30356658188848223,-0.7198050552185731,-0.577105205961695,0.692852069320302,-0.48936083583928314,-0.9990331628480073,-0.7759934871665375,0.11205370893284775,-0.8185098770327021,0.038201540192762465,0.990802518076472,-0.6264169145392591,0.8132565879411527,-0.24368417806282067,-0.42043857044561705,0.011085936588005094,0.6580552718996512,0.08789495070968995,0.4416748809163452,-0.5208229716878424,1.0,-0.5361637156046198,0.048877516174496885,-0.327989705584908,-0.26504165550249925,-0.8791140806284007,0.4550121196602246,-0.7651481177298532,-0.07525254328568241,-0.3380846214276488,0.6437950088887862,0.8243885721058047,-0.6234369007763879,-0.5039542613773066,-0.5777402079543279,-0.761075102395003,0.5633964618685949,0.06268760626902135,-0.15878620649143257,0.4948488251523936,-0.514162260349793,-0.8707974767212389,-0.27267692445230507,0.8720745925555379,0.3545674623609584,0.6437950088887862,0.0734071079377039
csubj,-0.3737945706202044,0.38338373720315766,0.623547283069384,0.6457972781807446,0.6992962283077092,-0.013826819732201276,-0.3166986161727782,0.49978004152247846,0.48273958631446734,-0.8486282118596378,0.02990614562263021,-0.8554142882880567,-0.5452552445606621,-0.3075077237732763,0.010358351650581252,-0.6879196385558599,-0.3193447787607537,0.3385503752385647,-0.41566912205366985,0.4262568434840289,-0.6713858490515724,0.6674864353690143,-0.5361637156046198,1.0,-0.852329979099422,-0.022963931733548264,0.0003667918168672893,0.2630964111846834,0.1271260050986634,0.6503877222543426,-0.6823092989096777,-0.30252009406403413,-0.8363316623892326,-0.8428649711462182,-0.17487300409531983,0.5666688037163059,0.991607609356473,-0.08282781505785745,-0.9219598685667314,0.48077889716223504,0.9173894578786149,0.4344206651272356,0.10903710623588048,0.2675539377587488,0.9242387392711527,-0.877793128828051,0.08362411140038972,-0.8363316623892326,0.3744411575362663
xcomp,0.3958465534113624,-0.29904601675005676,-0.9367788262632004,-0.21237851963682033,-0.6145724860259572,-0.4971844955749591,0.5400842888448527,-0.004995394677366161,0.009574658146327745,0.852171900149874,0.37255684365198927,0.9415763971987363,0.0914716875561279,0.7478994359488651,-0.526239869453029,0.9400908423474286,0.4838663955150255,-0.5809486976608191,0.2544743115145762,-0.38035099071819756,0.37889469638137024,-0.3321506570115248,0.048877516174496885,-0.852329979099422,1.0,0.03201507978446251,0.3407643150347195,0.11714902040273818,-0.5624663780023847,-0.2006228825064167,0.7322113727053392,0.3955050964935395,0.7000431258767392,0.5664917813556304,0.46060259554359695,-0.5257528091300825,-0.8421613199319868,0.4746351907170957,0.8217522537146126,-0.750980249971772,-0.9830421802705968,-0.7351207256080604,0.33455141899706065,0.2745606794435295,-0.8603935762674346,0.5067601464196877,-0.4749608231806976,0.7000431258767392,-0.3029543267752699
obl,0.9272721054291202,-0.9291054863623263,-0.13573327724751183,-0.40562087583443684,0.6966599860836047,0.20673361973034665,0.8146690861579192,0.32735213777754707,-0.3365763248425509,0.4932006271354817,0.6650363865501935,0.35039758592941356,-0.44391696859251717,0.23555449263795428,-0.169183755321218,0.29491697778050663,0.8733522366340001,0.7353689390264122,-0.8837763590524591,-0.9140845832797145,0.6485901204040825,-0.5954352158588913,-0.327989705584908,-0.022963931733548264,0.03201507978446251,1.0,-0.7421698090937751,0.7195146030479245,0.45567529369210774,-0.34445628224627467,0.6940716672617061,0.9287885471553907,-0.5287550561116533,-0.44031510210633495,0.8016990308727581,0.8044720549305341,0.10645068557626876,0.6494846896755434,-0.3581257771303758,0.558995307693521,-0.13269954869039433,-0.5960188766932927,-0.548453127123997,-0.05326081138552653,-0.3799934782269865,-0.11890002603053614,0.609643305250971,-0.5287550561116533,-0.934088941900549
nmod,-0.5979761586148855,0.7337197934308135,-0.42705579575109553,0.7298464609412716,-0.5641037350087498,-0.8087820686675367,-0.2663487254496715,0.28263923622304415,0.7865819160673233,-0.19449889075040272,0.0051259116868227535,0.02108760366220629,-0.13230349037878014,0.44909509178925644,-0.5348765254118572,0.24134826947703544,-0.3857445766673103,-0.9382342273949671,0.5495333711377353,0.6642346913494298,-0.7282724833196174,0.7436610135627926,-0.26504165550249925,0.0003667918168672893,0.3407643150347195,-0.7421698090937751,1.0,-0.11276895208100739,-0.9297143488120128,0.7034522525637039,-0.3217638892260727,-0.5229331462640813,0.39893796617941396,0.15369467499610664,-0.20587728656113247,-0.6746579199615875,-0.09378752221026779,0.026522329601720327,0.3334133968820244,-0.869420526770053,-0.17271560565859756,-0.022855409634794127,0.9619404357095901,0.6798899398671802,0.1793878669250624,-0.2041953416596279,-0.9811386486726431,0.39893796617941396,0.7228769212584751
cc,0.6485811333773569,-0.519582593827819,-0.4150074991665531,0.3031219204424663,0.6680441246394156,-0.47569877759168516,0.8190181819783965,0.8841428576044797,0.40751399483833184,0.270109146416579,0.9649947009366737,0.2683700551629025,-0.9216928146203625,0.672125298639106,-0.746407674467356,0.4474914729326486,0.788901805935175,0.2618237622517019,-0.8656862725032052,-0.5513468870704735,0.038359204720718375,0.051122620185924096,-0.8791140806284007,0.2630964111846834,0.11714902040273818,0.7195146030479245,-0.11276895208100739,1.0,-0.19267297702022806,0.3669293573234355,0.485863008171021,0.7430157454916552,-0.6250750168182484,-0.7331727934274662,0.8997607376901983,0.6781699409973703,0.3564061015823119,0.9297250230258377,-0.46847867112516,0.11686192549711635,-0.08250430570284915,-0.7458369354256696,0.16034382744013392,0.6479463997792576,-0.10016000187276568,-0.623281614047518,-0.03407948049021784,-0.6250750168182484,-0.5396416580573572
nsubj:pass,0.2633104254366673,-0.439430694607133,0.7027488285342963,-0.6739995873731907,0.46203005655647833,0.9533605158229028,-0.10728732522505645,-0.4819935333932758,-0.8029614155607335,-0.09735009767513905,-0.34631376810858205,-0.3074503540323213,0.339527651456745,-0.7465831457731048,0.7905444177773717,-0.5485545908738391,0.01885373348391779,0.8913828809499554,-0.3135511473527007,-0.35101028678340807,0.5436399283762918,-0.5917092369594706,0.4550121196602246,0.1271260050986634,-0.5624663780023847,0.45567529369210774,-0.9297143488120128,-0.19267297702022806,1.0,-0.6703740533411631,-0.014665503774583795,0.17227818567014222,-0.3477090831225085,-0.07218116250314313,-0.16355328707589253,0.5361764301527575,0.18298441767020984,-0.3794267651382109,-0.35963068874102605,0.9085024834985941,0.4013546920054269,0.387735236938497,-0.967103178843447,-0.8339720639734555,0.06754157807400257,0.2277427476225536,0.9830415386771232,-0.3477090831225085,-0.423663004928928
