,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.6437540455210219,-0.42801837837286916,0.9433544394831531,0.25517421648740957,-0.7689554419269848,-0.13635043408938702,-0.9314010434451064,-0.2569325982892682,0.940207973214242,-0.7217208391576971,1.0,0.8156031706851733,-0.4221769222755974,0.11735249230282521,0.7962077113801026,0.8379582036345887,0.4966832533954476,-0.20354517504619432,-0.0003613383640880365,-0.6435682304088646,-0.8223981434250067,0.45636322305986,0.5401679438534864,0.25517421648740957,-0.14604610606647417,-0.712804052220602,0.39043496113984333,0.41138519589196004,-0.6290411713824342,-0.9666100745466331,-0.45220300243075334,0.19511600948083047,0.7502415857257584,0.31205126622780904,0.25517421648740957,0.6626235352375719,0.8412194063759287,-0.32357286119576323,0.9673365265531885,-0.5770090143974885,0.8980818533713854,0.5599358716325427,0.8776253649574279,-0.48529680523404506,-0.04681485238103853,-0.6890827097854921,-0.9790245272877743,-0.9286451867884974,0.40123233501403016,-0.6245968092223847
PROPN,0.38771279123630176,-0.3168436686974323,0.7752238202355154,0.7178814379584819,-0.8964007630431544,0.3594542654939353,-0.9085592812299089,-0.5851258103051156,0.9639033419938848,-0.20010986968663214,0.8156031706851733,1.0,0.05677292798585947,-0.23326701993838056,0.3391094353346587,0.8177902785874487,0.730299116574911,0.40039727453765606,0.5389781956046574,-0.5424568905927827,-0.34160360833993114,0.7836830070249549,0.027068178339562862,0.7178814379584819,-0.1699314313196416,-0.3577425119655175,-0.21389095664685456,0.3679910045639518,-0.7876439237109566,-0.9365478659067843,0.11201855030104582,-0.3847073161099994,0.9924765248816897,0.6938512149839,0.7178814379584819,0.40958284176534876,0.4270026026337955,-0.5456630101137622,0.6427315022649569,-0.054815532717522465,0.5594014088298918,0.01267342104938948,0.9855873228808013,-0.7113255627788201,0.4394272368688031,-0.26298759879849254,-0.6869949906893028,-0.5901182713082052,0.5929144801289609,-0.32565027864694984
PRON,-0.8612722751766496,0.7462608107970238,-0.585009739252069,0.27028177748323756,0.2581528414385251,0.29114453383173255,0.36518491249788865,0.07676315072187796,-0.16272771401201588,0.6720300671316315,-0.4221769222755974,0.05677292798585947,1.0,-0.9193039183409192,-0.5442227337250037,-0.48130094823876646,-0.20641092069817943,0.7543672761125252,0.8579452232281171,0.6974043509753823,0.7462005780527234,0.6127060472237474,-0.9830503182012026,0.27028177748323756,0.5763729298816744,0.22696287678184612,-0.7829247671181648,-0.666195965526336,-0.42307132368173467,0.23584454879016195,0.5777705822029006,-0.570277231919782,0.1784641671786087,0.7281848018449931,0.27028177748323756,-0.019444967121225367,-0.8425760303707472,-0.6748600479590654,-0.59509852789829,0.9684855947336602,-0.39815103057101114,-0.9508457407395382,-0.1122243446647086,0.22611798026127744,0.9205765198506227,0.3524221118493066,0.5855495061767644,0.7282516534589741,-0.3140869169054674,0.9006142342656676
NUM,0.8028377871561184,-0.816388215967248,0.37500916441289867,-0.1465890538896877,-0.1826222837714599,-0.018090433700061644,-0.17257554671590628,-0.24409077338786137,-0.08067267274228787,-0.3296766764631097,0.11735249230282521,-0.23326701993838056,-0.9193039183409192,1.0,0.170217966082499,0.368444327066979,0.2772361028366607,-0.5663025828891519,-0.8250514486059866,-0.6809754211881495,-0.4264448037998171,-0.7862255228071117,0.8315734108055068,-0.1465890538896877,-0.7695173818370611,0.17315081407669827,0.5414850241887222,0.7571020988589446,0.6973250004002579,0.024797197080080106,-0.2618178261629526,0.32918334632994084,-0.34062820500436714,-0.8600468759969935,-0.1465890538896877,-0.3750045156349639,0.6000591075620493,0.8994574845964396,0.27326548444560456,-0.7923346120195012,0.01291938673598967,0.7563959685293838,-0.07159875663619714,-0.3034118212421378,-0.9328494226507038,0.03892923628112997,-0.27831994055330134,-0.46262049198002897,0.43137248824358027,-0.8347834834528939
ADJ,0.43602757658739105,-0.11796107231262601,0.6528004785190931,-0.38088031487631424,-0.2399019661950897,-0.7031834290956832,-0.5314671016114089,0.34409952097372637,0.5650545627087892,-0.9817936104358892,0.7962077113801026,0.3391094353346587,-0.5442227337250037,0.170217966082499,1.0,0.4043116040179457,-0.0912216140471703,-0.6918773213446222,-0.3985403734544757,-0.2818759146332511,-0.9576117361836212,0.13184532742481642,0.6887946256393576,-0.38088031487631424,0.20687469203815376,-0.938760491159692,0.8136604704218324,0.04258954682895507,-0.4188499531407008,-0.6297560744707219,-0.8964288089677255,0.7378722440656391,0.26345589104920075,0.0012645198608669317,-0.38088031487631424,0.848893054337353,0.8250156419313336,-0.22379298430594544,0.9002022428989677,-0.7360264930542634,0.9658026169784864,0.7698010753215376,0.4175849974508593,0.09750128224189332,-0.3223135119619613,-0.9681150865826966,-0.8643103347734806,-0.8293138902710573,-0.14880528377655394,-0.46774794471821896
advmod:emph,0.8436180212256212,-0.791220340876668,0.956613453404459,0.6151424914131737,-0.9689062246346268,0.35387890672338224,-0.9673612768948416,-0.7196312097239002,0.8685360135830642,-0.36587979333773907,0.8379582036345887,0.8177902785874487,-0.48130094823876646,0.368444327066979,0.4043116040179457,1.0,0.8733378436807238,0.06532259616129328,0.03710856330002622,-0.924039644964463,-0.5609946020688998,0.28340556103239006,0.5062002866529884,0.6151424914131737,-0.6294234268911509,-0.21851103289823515,0.09691399536295023,0.8070459611990489,-0.3332251966345426,-0.8739141516208795,-0.025997545266037668,-0.19310866195341575,0.7482145442215636,0.15576826948641756,0.6151424914131737,0.15011666381611202,0.7505947070312332,0.01646557701709771,0.761643496723648,-0.5083542739193126,0.5238510353506949,0.4453223509587672,0.8985848747786235,-0.8708233385106434,-0.12539517701640132,-0.20652972544026957,-0.8083091661824515,-0.8258310758877427,0.8342661543853633,-0.8019921964328497
obl:arg,0.6674853437131634,-0.7778571275632414,0.6935371852509201,0.8853859949121731,-0.9333954482171735,0.7634339770898884,-0.7775008775429911,-0.9659785626785726,0.6605505449304063,0.13005535722518133,0.4966832533954476,0.730299116574911,-0.20641092069817943,0.2772361028366607,-0.0912216140471703,0.8733378436807238,1.0,0.46059235184643493,0.2839473270913256,-0.842518264570907,-0.09403204779881992,0.2726469734975572,0.1605768661091444,0.8853859949121731,-0.7735995088815522,0.25026399946741656,-0.3454379224067945,0.8375372097197624,-0.17195824448774402,-0.6300226158552032,0.4566932795013261,-0.6166529373920097,0.697877834327084,0.204078521703205,0.8853859949121731,-0.27020985629506905,0.3665623211676271,0.10216250012667649,0.3514565054727119,-0.1394200660087054,0.06468245274200148,0.05344402637241574,0.7714952474638406,-0.9995508594585907,0.06862526176354468,0.28419632745587387,-0.42171052605283116,-0.45247605655864004,0.9815427413900839,-0.6035717411145436
flat,-0.3507272430116316,0.1259926269684745,-0.17639922264169125,0.8174163713120367,-0.3066122631552105,0.8338671726993119,-0.06681758242942595,-0.595556768519888,0.14208444359233613,0.8071472289445099,-0.20354517504619432,0.40039727453765606,0.7543672761125252,-0.5663025828891519,-0.6918773213446222,0.06532259616129328,0.46059235184643493,1.0,0.9061266376859894,0.0879840657137737,0.7241160827580073,0.593946894807431,-0.8017800770569922,0.8174163713120367,-0.07338270462761201,0.5335982759870447,-0.9806690217902381,-0.012989468791507522,-0.32582205696680305,-0.05409966256487554,0.9111702522181113,-0.9646788490246306,0.4899942641601589,0.6698411209992117,0.8174163713120367,-0.36867610098100856,-0.6043056867826347,-0.39671043334972517,-0.44395177561736493,0.8141494928383627,-0.48122486012920934,-0.8597301433589033,0.2797408592626621,-0.4469060886726892,0.8077777760205437,0.6550029930166822,0.386764758995702,0.46800039910804686,0.3815808569355382,0.42563696187047717
nsubj,-0.4851113889474947,0.3790291077254324,-0.11115806034858229,0.676628751385243,-0.2745185717680597,0.5532438368580915,-0.14622175400827037,-0.3453648158247554,0.3159159109782253,0.5651970826483493,-0.0003613383640880365,0.5389781956046574,0.8579452232281171,-0.8250514486059866,-0.3985403734544757,0.03710856330002622,0.2839473270913256,0.9061266376859894,1.0,0.24912637615445524,0.5333716416372668,0.8564511279130326,-0.8273151443914167,0.676628751385243,0.275326223000342,0.14834438491111607,-0.845398099352929,-0.2775691568102623,-0.6652302464451749,-0.23504875166683262,0.657285973826113,-0.7745400695463767,0.6371001711135378,0.9145258796576075,0.676628751385243,0.04775345145327469,-0.5274815378147386,-0.7477589896754244,-0.24304041800418716,0.8106371742141981,-0.1622476701423725,-0.8286352334901788,0.3939661992092607,-0.26033909750264705,0.9732190025700964,0.2978015250952631,0.20393169240524778,0.3540406060311825,0.14052993322777366,0.5548139712466804
root,-0.9634722778718633,0.9636432121997965,-0.8610476696521024,-0.49564299407989487,0.844273361512313,-0.3693857724264004,0.804099145501218,0.7326472192145046,-0.6179020423379792,0.3156006207455589,-0.6435682304088646,-0.5424568905927827,0.6974043509753823,-0.6809754211881495,-0.2818759146332511,-0.924039644964463,-0.842518264570907,0.0879840657137737,0.24912637615445524,1.0,0.5181108964137211,0.09372934273021717,-0.6658416030160398,-0.49564299407989487,0.8502553651951024,-0.0005991943363608343,-0.19759047302398183,-0.9622090936967572,-0.051643325461189625,0.6367782964331999,0.018075969927878126,0.11722349965539364,-0.4514150005820941,0.2128512394045356,-0.49564299407989487,0.12647190317046833,-0.7595496468309983,-0.39743784071884264,-0.6299554131726535,0.6463902345283059,-0.32229381297949145,-0.5760038484583963,-0.663987008317939,0.851583098846953,0.4353032957942166,0.03926634924421304,0.6748141423576771,0.7666387970197543,-0.878316343709811,0.9379640883569152
advcl,-0.6702500743186028,0.39090930257927103,-0.7727379214351866,0.2881304689487531,0.37118873175238126,0.5703465529955181,0.6216426119018907,-0.15222113713111138,-0.5795069381748228,0.9741778250457781,-0.8223981434250067,-0.34160360833993114,0.7462005780527234,-0.4264448037998171,-0.9576117361836212,-0.5609946020688998,-0.09403204779881992,0.7241160827580073,0.5333716416372668,0.5181108964137211,1.0,0.033492016528283264,-0.8543045295978218,0.2881304689487531,0.0780163058832677,0.8013883648846931,-0.8441799875443189,-0.31366919624112155,0.24244022310291793,0.6493312727995594,0.8420346483361508,-0.6929015710602131,-0.24230028736085138,0.1798627953388304,0.2881304689487531,-0.6678886185179267,-0.9489669796057919,-0.017377199318500222,-0.9394589725932794,0.8864147886018204,-0.9061653342201614,-0.8995106844218518,-0.45740047562119357,0.09436770592098329,0.5125489806139879,0.8566331695733078,0.9152967627321044,0.9300391305142138,-0.07511182284530732,0.7000379158120547
mark,-0.2640717494485708,0.32672600407227465,0.2603063887767386,0.529906503957576,-0.44737278584990836,0.21383002169559095,-0.4704001160311029,-0.19591961363785138,0.6695465658607291,0.05829278762065119,0.45636322305986,0.7836830070249549,0.6127060472237474,-0.7862255228071117,0.13184532742481642,0.28340556103239006,0.2726469734975572,0.593946894807431,0.8564511279130326,0.09372934273021717,0.033492016528283264,1.0,-0.4993729053334493,0.529906503957576,0.39787852187310674,-0.3634633281178981,-0.4580622496741659,-0.25889056659131093,-0.953839398388272,-0.6183977266219468,0.2113659986420846,-0.4295271861683554,0.8460553149824754,0.9877706913323492,0.529906503957576,0.5234186506136852,-0.09660622587901896,-0.9278346207372762,0.25118870918530567,0.4552895200354888,0.3695810400195173,-0.45725931983076484,0.6726461529496369,-0.24372666105052626,0.8664884666994448,-0.21863982013601257,-0.2743728656568943,-0.09388615100398032,0.08574282819671455,0.3223755262864831
det,0.8406755729673893,-0.6719319581945381,0.6497691800919253,-0.3147017340257809,-0.2776690341467078,-0.4036536820887245,-0.43360643174331914,0.006856581049572068,0.2659165554482645,-0.7950420165633406,0.5401679438534864,0.027068178339562862,-0.9830503182012026,0.8315734108055068,0.6887946256393576,0.5062002866529884,0.1605768661091444,-0.8017800770569922,-0.8273151443914167,-0.6658416030160398,-0.8543045295978218,-0.4993729053334493,1.0,-0.3147017340257809,-0.4540582327393843,-0.40111300197725375,0.853403119885378,0.5864356626461957,0.2729958195374104,-0.3431455534581144,-0.6941793930147571,0.6525722867045294,-0.09464419118863841,-0.6278489607491369,-0.3147017340257809,0.2022238510733638,0.909086235998797,0.5337670955219609,0.7118939821970495,-0.9977298744070948,0.5555725103002424,0.9897004770768376,0.1902575305461946,-0.17621157920818542,-0.8651867975516428,-0.5157707389415791,-0.6959506378481629,-0.8115417685733266,0.24086255320394295,-0.8814386916735392
advcl:pred,0.24498513375712708,-0.41948244465507684,0.381702298164081,1.0,-0.7808158408465151,0.9071164123895237,-0.5669482681071204,-0.922664696548768,0.5412653370810834,0.4743522191928394,0.25517421648740957,0.7178814379584819,0.27028177748323756,-0.1465890538896877,-0.38088031487631424,0.6151424914131737,0.8853859949121731,0.8174163713120367,0.676628751385243,-0.49564299407989487,0.2881304689487531,0.529906503957576,-0.3147017340257809,1.0,-0.507201874677723,0.39176922557429666,-0.724327662888955,0.516833039660568,-0.33333333333333337,-0.47588045749026464,0.7457861724585451,-0.8898961182979542,0.7441530094458576,0.5210823852372619,1.0,-0.3146049215706776,-0.05912523444900734,-0.18836895036314652,0.03203922040774658,0.33122382447852283,-0.16282361629456824,-0.408715246873155,0.679030580357504,-0.8765351775569654,0.49116083621100054,0.4818602562856619,-0.1064037285169731,-0.07485207051915162,0.8226546566369163,-0.1637930962406381
csubj,-0.790022559640233,0.9464698643589049,-0.46543967576448697,-0.507201874677723,0.5851472594660581,-0.6087043978334699,0.41227962972291843,0.8000641472183535,-0.17041716712254243,-0.11912623404324614,-0.14604610606647417,-0.1699314313196416,0.5763729298816744,-0.7695173818370611,0.20687469203815376,-0.6294234268911509,-0.7735995088815522,-0.07338270462761201,0.275326223000342,0.8502553651951024,0.0780163058832677,0.39787852187310674,-0.4540582327393843,-0.507201874677723,1.0,-0.5065496902711781,0.05696611046108757,-0.9614339925633293,-0.47314300542442356,0.17258481342143028,-0.32611796648459573,0.330119279793015,-0.10113728216644181,0.45042577700103553,-0.507201874677723,0.6266356616607919,-0.3821330456656209,-0.7093920528294491,-0.13850784998477159,0.4036351025072993,0.2128411246226602,-0.3222348667884352,-0.2786709758010707,0.7922418276894172,0.48865928643148016,-0.44533025688128947,0.19124485189702375,0.3392731532694141,-0.8799165283863538,0.7663341137033776
xcomp,-0.12482288259238786,-0.20130960716419202,-0.4744428768366359,0.39176922557429666,0.11170002388762831,0.7425102056229694,0.41378712296085246,-0.4867777986667647,-0.536658124098553,0.8722965518192167,-0.712804052220602,-0.3577425119655175,0.22696287678184612,0.17315081407669827,-0.938760491159692,-0.21851103289823515,0.25026399946741656,0.5335982759870447,0.14834438491111607,-0.0005991943363608343,0.8013883648846931,-0.3634633281178981,-0.40111300197725375,0.39176922557429666,-0.5065496902711781,1.0,-0.6535848519207155,0.26088771692499907,0.625317861738455,0.5847282123674584,0.8330838497888703,-0.6663121490846406,-0.3198890144720497,-0.2631869178345253,0.39176922557429666,-0.9776038767969893,-0.5953303479797322,0.5172662376246674,-0.7756568116693665,0.4618476963029833,-0.9444827286413384,-0.5128490452484978,-0.38030091304042724,-0.26484389051068624,0.023146363865072378,0.9882417869563128,0.7336111184666642,0.6376409232647623,0.35533111172106036,0.1504071548717848
obl,0.44520903995100175,-0.1880089606518314,0.3478931434879371,-0.724327662888955,0.1426374312249049,-0.8206514716316413,-0.11821587327082596,0.5209722312344357,0.05363747644331877,-0.9052180096052257,0.39043496113984333,-0.21389095664685456,-0.7829247671181648,0.5414850241887222,0.8136604704218324,0.09691399536295023,-0.3454379224067945,-0.9806690217902381,-0.845398099352929,-0.19759047302398183,-0.8441799875443189,-0.4580622496741659,0.853403119885378,-0.724327662888955,0.05696611046108757,-0.6535848519207155,1.0,0.0783592557466651,0.17028063112587608,-0.141485361113012,-0.9520141929343442,0.9503496822421045,-0.3099485525494312,-0.557499910778852,-0.724327662888955,0.4908239755201817,0.7302112854409544,0.2943432734995468,0.6095310693322887,-0.8733402971266775,0.6367019727404971,0.9140914972182406,-0.09007026358333621,0.3352256440853733,-0.7587479858872375,-0.7616220806979126,-0.5573072467438894,-0.6207403375936653,-0.2924625462538264,-0.51204038135008
nmod,0.9133372459229242,-0.9935777725469922,0.6903450285708765,0.516833039660568,-0.7412633599561627,0.5039556623411384,-0.6317837332009616,-0.7934932624490415,0.4088437195726563,-0.10638049682106958,0.41138519589196004,0.3679910045639518,-0.666195965526336,0.7571020988589446,0.04258954682895507,0.8070459611990489,0.8375372097197624,-0.012989468791507522,-0.2775691568102623,-0.9622090936967572,-0.31366919624112155,-0.25889056659131093,0.5864356626461957,0.516833039660568,-0.9614339925633293,0.26088771692499907,0.0783592557466651,1.0,0.27471538887856456,-0.4202567480206847,0.15527285974188287,-0.22734468307841546,0.2844255514815092,-0.34851663164229185,0.516833039660568,-0.38963739004851206,0.5966228625603834,0.5776158488049734,0.401704519476401,-0.550170776775896,0.059332069609258214,0.4715153615869267,0.48834137382549486,-0.852017717858149,-0.48471147471612114,0.2076727760060789,-0.4521265231049109,-0.5772675682678174,0.9118660152884773,-0.8881737007574919
