,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,vocative,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.0874850473353395,-0.07809890687812153,0.3357738228170595,0.11482015663327419,0.9085753461772116,0.5333040259088028,-0.350872085819915,0.1947577185898003,0.42757925688295756,-0.8407097176937373,1.0,0.03474264091273661,-0.3101371517340149,-0.2878308084160396,-0.28195293253544657,-0.4788357714347189,-0.008588323114111195,0.8071810444524716,-0.11852432856118364,0.22046517789734388,0.4489134488193097,-0.4851703371866292,0.05336093205155563,0.5376657255443651,0.27032402927306115,-0.4869577177622528,-0.0022161792051290643,-0.49101832138690954,0.46524254963023537,0.7079780237897992,0.04638748223043227,0.40685988993293515,-0.8955232080352679,-0.49101832138690954,-0.3636863844102868,-0.24394476573353985,-0.39266710569033647,0.8455067114678022,-0.12974785941442765,-0.8138467489240235,0.4485020718213344,0.960028532410112,0.732516292282831,-0.4197785307151842,0.20577459568657333,-0.44934739702179305,0.7650675449340958,-0.30400400251873944,0.3075674412404755,0.8164641287832064,-0.02555567783091337
PRON,-0.8607068169198092,0.7495937767257745,-0.7024234782696089,-0.15867635196999494,-0.26542146366120484,0.6020204829560399,-0.6009657933075114,-0.12258801444299033,0.7421407333920872,-0.28428284197019377,0.03474264091273661,1.0,-0.0643682469766556,-0.7742463653753174,0.06067272858630816,-0.6775511186553542,-0.6915138051105159,0.09361940245880217,0.8639306075617881,-0.7647669199854552,0.06516041535338878,0.40036131241874995,0.652904403764494,-0.4793044948169847,0.21218768019554535,0.6820476711611583,-0.6812278097415652,-0.2976511398439959,0.5595025684012563,0.4081979787186418,0.631102780483992,-0.7809563841019338,0.10092986815318747,-0.2976511398439959,0.7744127290682461,-0.9554627406307558,-0.1028867313981958,0.4475469807709974,-0.3866758049012589,-0.2533201069512221,0.019201176112666283,0.06583941899229843,-0.6074750175288441,-0.5734129974080681,-0.4470947985022055,0.8714582824488336,0.23776243424295684,0.6769899753658489,-0.15333660356111564,-0.15086599859600508,0.747562768749955
NUM,0.3370387911129167,-0.1763381073423797,0.10411954864920032,-0.2495166348243247,-0.17234503461036804,-0.3165538881854931,0.37544144526242423,0.41583556143067735,-0.39433833167354865,-0.17866879824500012,-0.3101371517340149,-0.0643682469766556,1.0,-0.05189168630892959,-0.8166441171459526,0.052298727309526616,0.47632425716587734,-0.16622176944818282,-0.14057968340685648,-0.1702419089262829,0.42018514057754097,-0.027483872234086788,-0.2847179128171633,-0.12004277220034548,-0.06514742197540155,-0.28409724475263504,0.6289972452963563,0.933901288619518,-0.3507622876006392,-0.1668449846370711,-0.06203166266100863,0.12545934092795963,-0.07394581994679707,0.933901288619518,0.5179537605343724,0.28117593834888854,0.9498351454811074,-0.13168588423898164,-0.3995343039567699,-0.19016609059529332,-0.17743118345755263,-0.3967478683656688,-0.4191312492403457,0.6697857102567862,-0.32082961922692343,0.1505720360795467,-0.33559593356580447,-0.05580087288980512,-0.058841415641836176,0.2448867444449618,-0.22531226162673335
ADJ,0.7806964459559698,-0.4914917940830711,0.6882414574066331,0.6503472190977325,0.06133873604224915,-0.8803028238426657,0.1331139482121703,0.4011773165808232,-0.8741837912808138,0.5344767968987556,-0.2878308084160396,-0.7742463653753174,-0.05189168630892959,1.0,0.272199065426338,0.46887346949817127,0.5021855286822985,-0.5090768824018198,-0.7046651776162429,0.7464203934173986,0.052675375423001394,-0.5352864912418128,-0.8513421502435295,0.04412088473132373,0.27023548745286075,-0.4818098670027341,0.20965044346985465,0.2693047661212636,-0.8411074183546333,-0.8159745608273907,-0.10985072612259182,0.289043924446486,0.28041436431706185,0.2693047661212636,-0.6186004186719076,0.7950988383785519,0.06697911347980764,-0.4440655778340908,0.7474292710667941,0.5944586528867015,0.3494337785281217,-0.4190058235631866,0.29887316232413647,0.6774943108086108,-0.04097706460316446,-0.519483383826586,-0.3753724731412815,-0.7582565256454984,0.5405252992493726,-0.29103410219706716,-0.5157672426630198
advmod:emph,-0.251393676929626,0.21022190531275597,-0.27187803330370436,0.29340476453973474,-0.355066365595737,-0.04377713365647917,-0.25920291614549895,-0.440383484045913,0.11197113527191879,0.6735067642166503,-0.28195293253544657,0.06067272858630816,-0.8166441171459526,0.272199065426338,1.0,0.15624004003716951,-0.4971013826343748,-0.37649730000099363,0.18290668193175177,0.08965784277168119,-0.6267840010451843,0.2510233935952305,0.17681224503994278,-0.27415883346866465,0.021240325673491996,0.5454436822018917,-0.6725266607818258,-0.6273935290092272,0.029585439958143476,-0.319520504200129,0.14275940601088413,-0.40092514696473686,0.6078875823821029,-0.6273935290092272,-0.30290783072146543,-0.14032701020250604,-0.6934729856631886,-0.3254189248467571,0.5141364068293935,0.696409420423902,0.022452175000743098,-0.20310425251491257,-0.026497363992225808,-0.3908870935610828,0.12862243857388636,0.13832777463987408,-0.08646873639299958,0.18192292463957246,-0.01864610984587956,-0.7550004025946523,0.22397051534312729
obl:arg,0.33401232919338847,-0.19220799744613698,0.2292293995810282,-0.3102747825020653,-0.25479976757665396,-0.5056920118891116,0.7992959718854021,-0.3521085705812115,-0.5724890121187027,0.6296499451711562,-0.4788357714347189,-0.6775511186553542,0.052298727309526616,0.46887346949817127,0.15624004003716951,1.0,0.5872252563419372,-0.11800363328763193,-0.2522005146776286,0.10471191290829578,-0.44638882060615603,0.14279000673348297,-0.11611721518614737,0.4411052569048015,-0.651129290493311,-0.03306496119308885,0.434939217949601,0.21602282393722005,-0.46012727787356755,-0.32008359122023317,-0.8342698853066252,0.30124159738728096,0.4380042348424942,0.21602282393722005,-0.32850485471152974,0.6519476965533927,-0.0250134079551994,-0.8432163227178583,0.3696004842679686,0.47140917363677404,-0.6165082601738537,-0.35096750944013055,0.08726520576072985,0.4229725416304171,0.33871169410158974,-0.3996580265119011,-0.7386504287420603,-0.12339527372888587,-0.3807695693717077,-0.24627856587129618,-0.19694652588992967
flat,0.5802004206993764,-0.2481514436863159,0.794522664555682,0.04745810478315644,0.3637814497031916,-0.6430782364497688,0.48064251125902585,0.4483794542347325,-0.7695786153490887,-0.039900265901412886,-0.008588323114111195,-0.6915138051105159,0.47632425716587734,0.5021855286822985,-0.4971013826343748,0.5872252563419372,1.0,0.18519626578369047,-0.4528649923889349,0.2513723424629432,0.4444426858228884,-0.5669555291030964,-0.5839591872718767,0.639371198562613,-0.0737371482657271,-0.6744834412450205,0.6398605219908605,0.5234977286451415,-0.6957459157854056,-0.19746736837489365,-0.5442706535351612,0.4752486006082643,-0.13215757722802748,0.5234977286451415,-0.24950515108164548,0.6772273394382898,0.32359573904852634,-0.24050883871881315,0.37790501064801246,-0.12689151410379537,-0.037069742578402884,-0.07631635215013002,0.2823711498767579,0.7936798246938123,-0.11836523038284669,-0.5611716325258111,-0.5252973466476487,-0.6794079575684281,0.2375321566185423,0.37790425313205517,-0.2652401758210863
nsubj,-0.34607226273184966,0.22291504457378922,0.17993664341744975,-0.3496678237345307,0.7197590342595531,0.5804544169455045,-0.012769536656543104,-0.09209609846857249,0.4557970633611538,-0.7476089810045475,0.8071810444524716,0.09361940245880217,-0.16622176944818282,-0.5090768824018198,-0.37649730000099363,-0.11800363328763193,0.18519626578369047,1.0,0.2029529027957691,-0.21923667022810778,0.2986387842614661,-0.2086897391573527,0.3804838771703718,0.7874241027429137,-0.16292672911468142,-0.2426571077774399,0.08373195707315485,-0.4360966533821353,0.49473076338853167,0.8973690182845357,-0.33409818368262,0.297790328658392,-0.7003338606457874,-0.4360966533821353,-0.11213403687119185,-0.3151778764179762,-0.3993977890274521,0.5805458408377097,-0.18920752714080766,-0.854115588452251,-0.06101875604044139,0.88780153209019,0.5136071816303613,-0.40264508176800645,0.2092057742620761,-0.31877145319515815,0.3702229068554902,-0.034984213570967204,-0.11054539581818915,0.7956759657548603,0.2754268742006334
root,-0.9587608605687061,0.9417987279765667,-0.6498250902873491,-0.34390491521741257,-0.3429065142284979,0.47598016375138247,-0.35395727728313114,-0.3256455119953366,0.6131502349730793,-0.06227034804963092,-0.11852432856118364,0.8639306075617881,-0.14057968340685648,-0.7046651776162429,0.18290668193175177,-0.2522005146776286,-0.4528649923889349,0.2029529027957691,1.0,-0.9345529102522896,-0.09475809215610088,0.4748749512344039,0.7690166730815765,-0.18720687752897489,-0.07059813353116198,0.8042863712167511,-0.6734679451131358,-0.3666222060714618,0.4276777044701021,0.4194245694917157,0.2754103876979526,-0.8236633076941666,0.3356776648240234,-0.3666222060714618,0.7355221463232767,-0.8748755848529772,-0.2849168320803935,0.15258332620369844,-0.15193584314743744,-0.13437905474638587,-0.28895778867074245,-0.0020124365458029513,-0.6248668706379911,-0.5042407012335413,-0.4142901988262334,0.8106507950504835,-0.14428308643517077,0.7030696868800025,-0.34823823733513193,-0.2579122507238253,0.9436940176680756
advcl,0.8445522790502115,-0.8425488613687722,0.6351989926335257,0.5660965152794374,0.4067116608790187,-0.41332602065512697,0.07685114992372324,0.3238114728070512,-0.49728445777632413,0.0920379840034244,0.22046517789734388,-0.7647669199854552,-0.1702419089262829,0.7464203934173986,0.08965784277168119,0.10471191290829578,0.2513723424629432,-0.21923667022810778,-0.9345529102522896,1.0,0.06518684992624674,-0.5450215307510747,-0.7497391112364863,0.11355517052013588,0.2647214529148597,-0.7184487684296121,0.37532170715039387,0.08093483311306232,-0.36199462619565126,-0.43063436505080954,-0.07967369304278381,0.6865098117875585,-0.3002650365003106,0.08093483311306232,-0.847837851069683,0.7257700924610708,0.0113845774778574,-0.024616882818515786,0.3221331519582207,0.20282032988616117,0.4959526107049977,0.08935644835221027,0.7039104740485184,0.31554292872194095,0.37541208441417495,-0.7776280654087973,0.2869468779673706,-0.7313914078920669,0.5077709305615568,0.14420187298044854,-0.8351148985238183
mark,0.17194854869843446,0.10078239874468113,0.6092441965721968,0.4560234325868316,0.6277814923425634,-0.20575871241559668,-0.44390314194913233,0.905547715819275,-0.2326915226346997,-0.6688133870198529,0.4489134488193097,0.06516041535338878,0.42018514057754097,0.052675375423001394,-0.6267840010451843,-0.44638882060615603,0.4444426858228884,0.2986387842614661,-0.09475809215610088,0.06518684992624674,1.0,-0.7933584422623038,-0.4961519236924297,0.18474735365392,0.70166368090813,-0.6059798589646204,0.07873083410485182,0.29202623859264215,-0.323235465285114,0.08756474689010096,0.38915689556749017,0.025288897267994204,-0.4976419962967907,0.29202623859264215,0.15956287069600797,-0.053990381754202545,0.3190844690301369,0.642106077604295,0.1320768780914776,-0.5943619905662262,0.6605954280581736,0.2307482991496929,0.11637887346037953,0.41659747732373875,-0.6461401110683583,-0.06803021937854167,0.12906425281008346,-0.5993608783033451,0.7272213710655953,0.576587080120333,0.08268623316685503
det,-0.4863386127089377,0.19212924320530927,-0.9202435510617096,-0.7327775218082856,-0.7735509993181408,0.45494586000325465,0.3563034819051138,-0.8416405950412128,0.49513115095229315,0.37437126276082944,-0.4851703371866292,0.40036131241874995,-0.027483872234086788,-0.5352864912418128,0.2510233935952305,0.14279000673348297,-0.5669555291030964,-0.2086897391573527,0.4748749512344039,-0.5450215307510747,-0.7933584422623038,1.0,0.7658520179138975,-0.38036383561743786,-0.6980545739505822,0.802786680105079,-0.09874443823203875,-0.07469621488881234,0.5320464351795678,0.15896440055872893,-0.18069836548159873,-0.2948647512671892,0.43157153624473676,-0.07469621488881234,0.4326781005225809,-0.31854518262918846,0.008364982293792728,-0.43784134291011323,-0.5599534652281973,0.29196034104765606,-0.7834096665733024,-0.26792444342002397,-0.538661347665619,-0.4696208317193483,0.3594072965441332,0.5183891679036576,-0.11069965200204535,0.9389810237146917,-0.8944650516707598,-0.4503838441197442,0.19510424164009238
advcl:pred,-0.8638344119308494,0.5552730037241164,-0.8151460200552084,-0.7229884917925045,-0.29976009264394987,0.8144168288917214,0.02556861760112947,-0.7775588398843245,0.8462862145598045,-0.10226546908607141,0.05336093205155563,0.652904403764494,-0.2847179128171633,-0.8513421502435295,0.17681224503994278,-0.11611721518614737,-0.5839591872718767,0.3804838771703718,0.7690166730815765,-0.7497391112364863,-0.4961519236924297,0.7658520179138975,1.0,-0.006830510583696198,-0.5333599535354104,0.7567767495911953,-0.361784839793418,-0.5079589589002921,0.8198042559652008,0.683651120574101,-0.11572995023580825,-0.36920692493040075,0.07773984593982747,-0.5079589589002921,0.4332190633769093,-0.7232249933535385,-0.3890276871446579,0.07325555688305556,-0.5079589589002922,-0.21451727944606605,-0.6011888045700357,0.28223347541529625,-0.2954565472767758,-0.799904902718916,0.24923822142489666,0.48682915072467936,0.15275249071342,0.8916144098881309,-0.7587407689077208,-0.0685145981575162,0.5885755240223709
csubj,0.10630913496512046,-0.06349687057513496,0.5573168729305821,-0.23619154634283263,0.6763759897095375,0.050487597217837125,0.36683163471767904,-0.04710793755533327,-0.10967664296676698,-0.3440395156491871,0.5376657255443651,-0.4793044948169847,-0.12004277220034548,0.04412088473132373,-0.27415883346866465,0.4411052569048015,0.639371198562613,0.7874241027429137,-0.18720687752897489,0.11355517052013588,0.18474735365392,-0.38036383561743786,-0.006830510583696198,1.0,-0.3134990288701822,-0.484097478988207,0.38053311207920626,-0.21370416082386784,-0.006719258367371288,0.4824888974244622,-0.7137974030589784,0.562662684735145,-0.4700294968914567,-0.21370416082386784,-0.47082851114851887,0.2583124275075961,-0.3443820234831576,0.106602564810398,0.20995278199929499,-0.4899329716192247,-0.1635650464280532,0.6123529389146047,0.6775291700464428,0.04430816011117854,0.32652062295894957,-0.6946916976531423,-0.0471443683759529,-0.3926962166423339,-0.04665274513093368,0.6430368188790586,-0.0223383224532489
xcomp,0.1011126156465717,0.1224386897374188,0.3951253160430445,0.8854758247217968,0.3701877677755936,-0.24771654750048738,-0.8504758756755688,0.8157925888132602,-0.14004898281170736,-0.2832675038968211,0.27032402927306115,0.21218768019554535,-0.06514742197540155,0.27023548745286075,0.021240325673491996,-0.651129290493311,-0.0737371482657271,-0.16292672911468142,-0.07059813353116198,0.2647214529148597,0.70166368090813,-0.6980545739505822,-0.5333599535354104,-0.3134990288701822,1.0,-0.2963706346657702,-0.438560881887437,-0.03742070142937115,-0.3076319316131628,-0.2675623547078359,0.8268539764770375,-0.2979312041284272,-0.15057105442217852,-0.03742070142937115,0.010582710865493916,-0.18903343844327278,0.016460461109011285,0.584872774237555,0.3886584663755606,-0.10106091869560747,0.9535983528277915,0.021442330499829472,0.03285853976706282,0.172285442770241,-0.6768508981759703,0.13074402023665235,0.27956387261689825,-0.523365992364258,0.9261829038633075,0.03088748258103281,0.10241164348531788
obl,-0.7786402766089705,0.6545796707049173,-0.8754947635983357,-0.36900176565034465,-0.7462098963414129,0.36206715292221836,-0.131469997099164,-0.6449113807031689,0.5237115785780609,0.4270687624640664,-0.4869577177622528,0.6820476711611583,-0.28409724475263504,-0.4818098670027341,0.5454436822018917,-0.03306496119308885,-0.6744834412450205,-0.2426571077774399,0.8042863712167511,-0.7184487684296121,-0.6059798589646204,0.802786680105079,0.7567767495911953,-0.484097478988207,-0.2963706346657702,1.0,-0.6359740843504331,-0.3405520289191655,0.4002716701772424,0.07399056250728578,0.18866214609064047,-0.7708198942602654,0.661227617633959,-0.3405520289191655,0.5562985284617114,-0.6365291718467792,-0.2799312117317542,-0.2767731744495553,-0.1568153251131277,0.3757326946672367,-0.4787029358592942,-0.32085189474960774,-0.6921959119389355,-0.5316343785124895,-0.0977227381356155,0.7911819144668063,-0.21441597785751054,0.8646611989944234,-0.564243681774489,-0.6805735124081186,0.6514780423910521
nmod,0.7051700363249942,-0.7291261905507147,0.37560651206418844,-0.3545554306631236,0.16115119881064086,-0.2484476548403763,0.7901423424619203,0.08944663530542862,-0.4585267888856092,-0.12410241843160717,-0.0022161792051290643,-0.6812278097415652,0.6289972452963563,0.20965044346985465,-0.6725266607818258,0.434939217949601,0.6398605219908605,0.08373195707315485,-0.6734679451131358,0.37532170715039387,0.07873083410485182,-0.09874443823203875,-0.361784839793418,0.38053311207920626,-0.438560881887437,-0.6359740843504331,1.0,0.6675278274079092,-0.2308298127733343,-0.04365547365973141,-0.639974362096615,0.820485899060811,-0.3784194478507697,0.6675278274079092,-0.24392753534180656,0.7438783928167725,0.6088970670557362,-0.27157817326311817,-0.3252455558581829,-0.18224717904648827,-0.3084173307557746,-0.0063689255009591675,0.3044172966965951,0.5361183042223283,0.4342865374251678,-0.5957978017855653,-0.10774853580271417,-0.2972340574112407,-0.20534718121510337,0.49125169167367283,-0.7360977763391053
advcl:cmpr,0.5783914929352814,-0.37167376245738604,0.209889877849691,-0.06952353551285445,-0.27637569889574304,-0.57482187231139,0.445871279724745,0.4361297025550921,-0.6376301436829814,0.10132124265120193,-0.49101832138690954,-0.2976511398439959,0.933901288619518,0.2693047661212636,-0.6273935290092272,0.21602282393722005,0.5234977286451415,-0.4360966533821353,-0.3666222060714618,0.08093483311306232,0.29202623859264215,-0.07469621488881234,-0.5079589589002921,-0.21370416082386784,-0.03742070142937115,-0.3405520289191655,0.6675278274079092,1.0,-0.5744853680945777,-0.48319642476449803,-0.0872821545859078,0.1927749811424462,0.10022656496282922,1.0,0.3146918216457514,0.5371182083893618,0.9607595846111545,-0.35812027753649445,-0.20000000000000007,0.11601079062438568,-0.1227770806321972,-0.6008770261668351,-0.37155714585275224,0.8281980691230224,-0.25831477986377044,0.02871903503027079,-0.445538379874138,-0.2026467023575086,0.033982891837615346,0.034610172961023505,-0.428778445997723
