,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.7297611634596164,0.6884431603251734,-0.9033303778999536,0.1346859187340798,-0.0023461467507594467,0.1367149851707701,-0.0025144538625901935,-0.0538866775304173,0.2762044257194944,-0.7303518513080671,1.0,-0.24141619674704112,0.3184372187954276,0.22632308217713165,-0.30732664654219577,-0.4074118521063292,-0.16061089112176183,-0.4149744374062965,0.7132040443819743,0.2581123001322414,-0.3240514268020108,0.05934112402325925,-0.39316960775647863,-0.1917247715254057,-0.451932663018187,-0.09101140978815021,-0.09548720809608884,-0.04057415918012627,0.4260381668224831,0.4205044226791783,0.49733674262468686,0.48377828876134527,-0.07058293347674838,0.2149064752360648,-0.32389268145848016,-0.471945437792998,-0.14754436717258937,-0.4583953445272839,-0.3916133614754565,0.34245972819569914,-0.6783543029735921,0.9442898565406749,-0.3576828500539735,-0.18927992638946506,-0.4942272692808814,0.12892207454811483,0.34382629358515904,0.5751628474709078
PRON,-0.052943033351626104,-0.049589977578317616,0.20110541931652196,-0.6390375776472245,-0.17509487406144186,0.5246743463579155,-0.14256766890291644,-0.2083786241786416,0.2894532410913468,-0.2294446815504832,-0.24141619674704112,1.0,-0.4850662429440381,-0.7296925495719123,0.3022234095571513,0.22529082777286838,-0.12891872853221226,-0.07688080926256091,-0.029842568641376088,-0.73143992979799,-0.6131464018220587,0.4274860268807401,0.6142700826345221,0.057235950268245184,0.18861280118658338,0.3291577010782284,0.674295245330782,0.11544277237329445,-0.032545322991366005,0.40671057720257364,0.1931787552312623,-0.6100202756810377,-0.1584488709869454,0.08050651588506041,-0.333925791549919,-0.16080692940470165,-0.01281723402622109,0.33863720884364,0.5073543571289326,-0.5831182594639842,-0.10330532432112996,-0.33782007654423196,0.425428549829368,-0.7474271829852097,0.5844916797403663,-0.6127286807560596,-0.06390957106023912,-0.07603251686729291
NUM,-0.31221416983502837,0.3379071260310864,-0.23932321326514433,0.003580746847482804,0.3903468228269801,-0.25281225353200176,-0.140592745471664,0.30460420085211587,0.1619187653616324,-0.16574674588468796,0.3184372187954276,-0.4850662429440381,1.0,0.2028613081276398,0.13774040163606843,-0.687414204074549,-0.4871658019072051,-0.07314163538367216,0.3102156904914545,0.39167136354642534,0.09414498618061401,-0.12504871291624475,-0.34119028640018034,0.2439279390908976,-0.1540756049068083,-0.4233628211875349,-0.35147984638736335,0.015113544760696056,-0.3989374815964177,0.38837189588456017,0.07627083750551865,0.49861993816073985,0.7199544616150426,0.2834038261556416,0.4113098756057615,0.10731871650824379,-0.041271811195017466,-0.1442669915470207,-0.032871252779902896,0.04154132008280458,-0.1772020918102315,0.30701887750257356,-0.35297196917277085,0.5151810818668303,-0.4967367595235937,0.17226797944617978,-0.2805783108234787,0.3452268462543026
ADJ,0.14134156932098316,-0.12354962924273206,-0.17966683021999613,0.5943838837272722,0.5445804048161031,-0.5050237839690199,0.06185839633034458,-0.018647760627318693,-0.6292801799594229,0.002729638091440422,0.22632308217713165,-0.7296925495719123,0.2028613081276398,1.0,-0.44482275358382,0.12140413828980583,0.43458162310960124,-0.16064093708967891,-0.00465252581908722,0.21531509474798496,0.2869184581290033,0.10300438322362421,-0.5443971904892685,-0.2364095552140057,-0.40739225481629243,-0.10522083797555179,-0.5172023607842312,-0.1062443770532375,0.3523521893388257,-0.34380463367997527,0.05107844934289043,0.8490566501504916,0.043877504282030626,-0.1558979957165526,0.37864205919499705,-0.13593467972661727,0.1691627736913602,0.1961126823946091,-0.2289629641524213,0.742938314384006,-0.19586788632233748,0.19140661357202565,-0.2466676735628045,0.5622792707201569,-0.5076021402088289,0.6027168036148499,0.07943147031845373,-0.061791495962778546
advmod:emph,-0.16284601777527466,-0.004790750767779268,0.10118500336884287,-0.387255744949859,0.14403525343716778,0.31467942870010596,0.06036225430098232,-0.2102352514582798,0.44217756733234836,0.04200758260225184,-0.30732664654219577,0.3022234095571513,0.13774040163606843,-0.44482275358382,1.0,-0.2850708429036111,-0.1084795110349233,0.12961965434189643,0.05252763209079817,-0.2040858636402021,-0.3469110433727536,-0.2473617666369926,0.6640657656420892,-0.13514134019085877,0.08249935142021013,0.03264505527278105,0.4281950660524502,0.17471447079881977,-0.6203498481025455,0.37831650352152013,-0.15535380649533673,-0.2844816476247936,-0.13590948508572973,0.37190628111308344,-0.329338752452521,-0.06276739214627536,-0.1662532163856191,-0.2132591832166255,0.6196380502164041,-0.5655233097548991,-0.021174274336753077,-0.11772103792749476,0.33155868535524513,-0.2908481537417753,0.07829482750964159,-0.45844091259838876,-0.37990760994821143,0.07811805574067253
obl:arg,0.35538380397401237,-0.2789548000734541,0.26137900365944605,0.49375917722644,0.1709177091157247,-0.13638272126978263,-0.3888713233551534,0.13499222876325334,-0.5376880950339874,0.342600041301431,-0.4074118521063292,0.22529082777286838,-0.687414204074549,0.12140413828980583,-0.2850708429036111,1.0,0.28780426785001434,0.24429023134252478,-0.24409272150756048,-0.28036768952858826,0.2568456223155004,0.4558856060643612,-0.08415943094129825,-0.07187656848552622,-0.31925954983645355,0.05629203273900791,-0.020645405337865606,-0.314077352099827,0.3923452455416841,-0.6828261162495981,-0.05340426418930143,-0.05338574174251183,-0.246571680471535,-0.4655826484065627,-0.17870405985717355,0.13851099614847961,-0.09430758669985628,0.4916731972082592,0.15523354205439152,-0.022274915582179103,-0.013385884397641254,-0.43154559851416757,0.22733436422855552,0.0188937778082815,0.006597211020355301,0.4112544178740877,0.045572709345292874,-0.26865747411694824
flat,0.581169935705951,-0.7180157960554293,-0.019906927142376463,0.07395947870293003,-0.07091400600443229,0.06704616854439933,0.6580767679774076,-0.46456369699745875,-0.5831010604492537,0.32950517469998836,-0.16061089112176183,-0.12891872853221226,-0.4871658019072051,0.43458162310960124,-0.1084795110349233,0.28780426785001434,1.0,-0.5257978166766891,-0.5835936283525109,-0.3487110114604682,0.17908798282464536,0.047702411684894364,0.01910355067754978,-0.4805046776729915,0.08506139152556237,0.6975667261916153,0.15099274938889973,0.5516317354083097,0.5669912627910035,-0.38020883438899206,-0.34155464373590116,0.1971202486123976,-0.4063879091739403,-0.17556887052021178,0.03732375596445259,-0.06577174954391629,0.6666808814791317,0.1611012579756385,-0.06502909094377209,0.6847009195574968,0.03512005485482306,-0.06810808864054504,0.06867901021352842,-0.1956550964965632,0.2682735732846629,-0.1617237520704744,0.5075231089336923,-0.7120008047965521
nsubj,-0.09800122707009626,0.2800252815493453,0.5295910383253155,0.3092923748395423,0.04370095585319286,-0.31430050575649165,-0.5292308094277526,0.33085148985769125,0.23351317307116015,0.19817149156542369,-0.4149744374062965,-0.07688080926256091,-0.07314163538367216,-0.16064093708967891,0.12961965434189643,0.24429023134252478,-0.5257978166766891,1.0,0.17536722732949062,0.45462674588956686,0.16776644627279588,-0.3453361502990666,0.15089799147125355,0.2770792005456092,0.048382681622655584,-0.6888513608029085,-0.2833407018749912,-0.7811311626562671,-0.6285073984453818,-0.31709249471627504,0.0006268941669810169,-0.3753020611490842,-0.1347758444258301,-0.10198160368966813,-0.05347099947313714,0.17861519501755882,-0.7562484044749387,-0.11343285988584671,0.06684548218225696,-0.6209706653759857,0.4622684547315583,-0.38567613308115456,0.17013051484497144,0.4198275520953732,-0.14476781401166477,0.4175296260001759,-0.6156965012716209,0.3972341714929421
root,-0.9800632463976673,0.9657394976448842,-0.6126029241286761,0.1479336350355591,0.2203161719482516,0.22036853027078954,-0.42883325096959674,-0.049346993878930795,0.4389519667558736,-0.8192808542631711,0.7132040443819743,-0.029842568641376088,0.3102156904914545,-0.00465252581908722,0.05252763209079817,-0.24409272150756048,-0.5835936283525109,0.17536722732949062,1.0,0.22373784827491358,-0.5301486182311328,0.12077129510353617,-0.19116675031089878,-0.21591437727139978,-0.6275376629304251,-0.422676301527019,0.0587241828055413,-0.5920878713160079,-0.11472102703157451,0.42150127845026897,0.7609672223333632,0.2586505309040997,-0.14699512053066036,0.45060925112581063,-0.4464827215684496,-0.6165092899141634,-0.6509576481446152,-0.3707359983420148,-0.1187491968987637,-0.30510104471049665,-0.6584664087634907,0.6722329470801381,-0.280599283912166,-0.06165139125128392,-0.5512029233275981,0.21435346971871058,-0.31364744792003446,0.9653198909118473
advcl,-0.18883737545656146,0.3842423687023184,-0.1311966112881481,0.5539435847325501,-0.11684127702029777,-0.5710920727494587,-0.17579953281025576,0.5522745189902996,0.3092249225349573,0.18210930403003242,0.2581123001322414,-0.73143992979799,0.39167136354642534,0.21531509474798496,-0.2040858636402021,-0.28036768952858826,-0.3487110114604682,0.45462674588956686,0.22373784827491358,1.0,0.5144961207290368,-0.7233803148829684,-0.2908049845127389,0.3670132237313823,0.038777798330362684,-0.7029719728706084,-0.7593010243548051,-0.3171977300709907,-0.17808163971014834,-0.22687633515950348,-0.26532305034388237,0.12503227840575795,0.06785995241519,-0.26781223160016115,-0.01891973388769107,0.3635786285090745,-0.4867956347993716,-0.6599108301597972,-0.4036652754780007,0.12561772421236855,0.3049981994363763,0.344695316682838,-0.10663162058484463,0.5240836678953055,-0.568541153382984,0.5941621297979558,0.07442437189224316,0.3562950733391161
mark,0.5944096051588706,-0.40643149462391026,0.22783193469685067,0.5957155264513802,-0.10709409835690202,-0.537490522163897,0.019690276037959725,0.5157116667085028,-0.4420877831820319,0.8256579325516437,-0.3240514268020108,-0.6131464018220587,0.09414498618061401,0.2869184581290033,-0.3469110433727536,0.2568456223155004,0.17908798282464536,0.16776644627279588,-0.5301486182311328,0.5144961207290368,1.0,-0.298442974464529,-0.4740993339864653,0.2808020133969531,0.10978600998096372,-0.1618448490786295,-0.5986663849781774,0.0695983443262944,0.12268879842684069,-0.7776824307232191,-0.6388430278445948,0.12066781407330565,0.32768866691335363,-0.49897975895724433,0.3492677562601995,0.7433136898796545,0.1908792716717508,-0.04472680068858249,-0.34155191435108195,0.37954660136454443,0.47984805929832003,-0.21668323431902317,-0.1650866980563889,0.6359839847735667,-0.19484679399502658,0.527135987902764,0.24044243776765473,-0.44579827496762986
det,-0.051759765979088844,-0.012602886036419163,-0.12052649028578664,-0.05581902285033042,0.4098255967845646,0.29108969874764307,-0.29285420770379733,-0.18236995157430352,-0.5146299991680062,-0.33077739256317346,0.05934112402325925,0.4274860268807401,-0.12504871291624475,0.10300438322362421,-0.2473617666369926,0.4558856060643612,0.047702411684894364,-0.3453361502990666,0.12077129510353617,-0.7233803148829684,-0.298442974464529,1.0,-0.29602855563955416,-0.2485996785746255,-0.5315608293234473,0.31810618131645957,0.3715041630752318,-0.09719784945968762,0.36769431898308863,0.04146580603508545,0.5465477563345209,0.3063470498074051,0.24392878462307643,0.15486721539640866,0.12048358182174604,-0.34257432971116364,0.2524697089705789,0.7586082045783603,0.16288726547642488,-0.0011918104800807368,-0.6024722478890643,-0.12013549877826732,-0.20598522553495563,-0.11203420976204714,0.05566963934239789,-0.0033993420542673923,-0.13552316206338172,-0.021200809812031884
csubj,0.07929727275573342,-0.1936986829961332,0.36621002315782103,-0.5504278083956128,-0.10133907034419182,0.11181204474568164,0.05184248893796991,-0.1067925683616946,0.5660970311426363,0.044097907536599354,-0.39316960775647863,0.6142700826345221,-0.34119028640018034,-0.5443971904892685,0.6640657656420892,-0.08415943094129825,0.01910355067754978,0.15089799147125355,-0.19116675031089878,-0.2908049845127389,-0.4740993339864653,-0.29602855563955416,1.0,0.21320673305615442,0.5153520330544719,0.04426213623714083,0.3073840646446641,0.250149812048674,-0.3546557387644679,0.43180995852537435,-0.30447206994234843,-0.6082895009208077,-0.3638807943972456,-0.10868683885172961,-0.35866421102711243,0.06398444858754969,-0.1900912334038116,-0.06050677112496564,0.7069168083199094,-0.4861126023220623,0.2913284111155379,-0.3492969336772589,0.8090783964491419,-0.6084688360789496,0.4155480567458983,-0.5418283738242832,-0.042114270761461896,-0.15126739252166826
xcomp,0.21254230948969535,-0.025546429810310283,0.35143952688299274,6.711762607707721e-05,0.045476874510513444,-0.6687748973680938,-0.48877171111865025,0.8596309612993988,0.359393241137901,0.30810590361862994,-0.1917247715254057,0.057235950268245184,0.2439279390908976,-0.2364095552140057,-0.13514134019085877,-0.07187656848552622,-0.4805046776729915,0.2770792005456092,-0.21591437727139978,0.3670132237313823,0.2808020133969531,-0.2485996785746255,0.21320673305615442,1.0,0.43424008342908654,-0.6040837033958419,-0.6176432909187228,0.03692875540080898,-0.1764216938748556,0.1449956322521469,-0.48062116825638884,-0.20855856354554564,0.5397586667781215,-0.6663288289222872,0.20926170871588656,0.7664449050263786,-0.27262465090260374,0.08076761081207164,0.3188613096083856,-0.17056688436113396,0.4473223365961573,-0.31166290167194893,0.5221675967735725,0.16409235562095023,-0.10048156256202635,0.23913534462151995,0.1320447246377071,-0.09875220271393874
obl,0.5305953375086323,-0.4999505548946727,0.5977127390693894,-0.5779763179227764,-0.5830717634481769,-0.07568136219290719,0.4570601385975292,0.010785399516962361,0.2894325555307397,0.3960415227183583,-0.451932663018187,0.18861280118658338,-0.1540756049068083,-0.40739225481629243,0.08249935142021013,-0.31925954983645355,0.08506139152556237,0.048382681622655584,-0.6275376629304251,0.038777798330362684,0.10978600998096372,-0.5315608293234473,0.5153520330544719,0.43424008342908654,1.0,0.16345542826167217,0.007939495401995133,0.4491951085290506,-0.27767137140676884,0.12729943693007342,-0.5510085312454631,-0.6573928845344039,0.023130127228870024,-0.20769629416233046,0.3085664276268523,0.4301281092538784,0.28450924985320813,-0.07308383612948456,0.021197631633635024,-0.06464392621772265,0.8302133718490359,-0.46277162738682037,0.3479608751210226,-0.16455384375358112,0.7009257580318522,-0.5211546629421284,0.17346131207010398,-0.5032174618678112
nmod,0.34384752140794095,-0.5413873224803911,-0.07928698651039873,-0.46770728708846476,-0.38381577193022304,0.6803201531021934,0.7556428820760892,-0.7364559692971043,-0.38455208822583736,0.03124098248682345,-0.09101140978815021,0.3291577010782284,-0.4233628211875349,-0.10522083797555179,0.03264505527278105,0.05629203273900791,0.6975667261916153,-0.6888513608029085,-0.422676301527019,-0.7029719728706084,-0.1618448490786295,0.31810618131645957,0.04426213623714083,-0.6040837033958419,0.16345542826167217,1.0,0.7204963435310012,0.6210120237056961,0.39967610923843694,-0.027511594945103746,0.021164989007308236,-0.1342432630291207,-0.25347154320007503,0.32037156273350387,0.025956651715452674,-0.3057832199027346,0.8166427082412357,0.202379869752975,-0.15916282190386896,0.3074955083190975,-0.11490417006536352,-0.04494057233416826,-0.22607858093795896,-0.4922309113553935,0.6626701345611073,-0.6846790041651513,0.32487244013750133,-0.5685704396129586
cc,-0.1554105666059191,-0.05622814704131243,-0.0408750244429881,-0.6559403036924103,-0.299485468332475,0.9486573733292565,0.38190645826892994,-0.7813583872303832,0.04673940705466199,-0.32129275871034546,-0.09548720809608884,0.674295245330782,-0.35147984638736335,-0.5172023607842312,0.4281950660524502,-0.020645405337865606,0.15099274938889973,-0.2833407018749912,0.0587241828055413,-0.7593010243548051,-0.5986663849781774,0.3715041630752318,0.3073840646446641,-0.6176432909187228,0.007939495401995133,0.7204963435310012,1.0,0.18521575300793297,-0.08293345360022819,0.2872985639703593,0.4127265832593316,-0.4074851652210226,-0.3384980018316091,0.676661991555104,-0.25909315710003467,-0.5783116461121338,0.2985853503116845,0.11112093439872671,0.08131089644268484,-0.3759935675682638,-0.26634484810060666,-0.05529797546998879,-0.17172486516623536,-0.6204065849511095,0.6237835609141138,-0.7952028580079292,-0.20128926865715885,-0.026196454590406305
nsubj:pass,0.4607123295042035,-0.6126054310345713,-0.11514638199291799,-0.45033253255002814,-0.2368473884950276,0.13572475437753512,0.642382864048176,-0.1454705609065631,-0.036164317591022996,0.2820788604961314,-0.04057415918012627,0.11544277237329445,0.015113544760696056,-0.1062443770532375,0.17471447079881977,-0.314077352099827,0.5516317354083097,-0.7811311626562671,-0.5920878713160079,-0.3171977300709907,0.0695983443262944,-0.09719784945968762,0.250149812048674,0.03692875540080898,0.4491951085290506,0.6210120237056961,0.18521575300793297,1.0,0.31814427704264275,0.24014823503992422,-0.5480142498066396,-0.016828477404528582,0.1486314603995117,-0.1313563177399778,0.09938888761646206,0.2785737337199402,0.7600082940836684,-0.005874057587782196,0.1573291576991234,0.4505529235228607,0.07331129261234125,0.025115006764995774,0.19256657191176976,-0.41864212259611944,0.3715768306819154,-0.5702028862793349,0.6351265457399572,-0.7125973596335061
discourse,0.1402003569975305,-0.16439407341925139,-0.5104199620828725,0.31470090102850967,-0.08526691630086239,-0.014469595929032868,0.14731677794268203,-0.019438524047528907,-0.40189132779935194,-0.05868937360542092,0.4260381668224831,-0.032545322991366005,-0.3989374815964177,0.3523521893388257,-0.6203498481025455,0.3923452455416841,0.5669912627910035,-0.6285073984453818,-0.11472102703157451,-0.17808163971014834,0.12268879842684069,0.36769431898308863,-0.3546557387644679,-0.1764216938748556,-0.27767137140676884,0.39967610923843694,-0.08293345360022819,0.31814427704264275,1.0,-0.23353033813348226,-0.014845259589476066,0.36023438469590224,-0.18473030108672944,-0.4064812783914669,-0.2116161633760108,-0.053194680772294216,0.3724867313039649,0.10383522242595561,-0.2560159877006756,0.710573238854411,-0.39706018698802686,0.36586703146757854,-0.03783483370108196,-0.3054371102335131,-0.09902658827800087,0.17294271575335543,0.8046205842153075,-0.3131132801266451
