,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.20943134177727527,0.3819339922154382,0.3877014632039854,0.2627492582802079,-0.34319500886058396,-0.38134931355704105,-0.3825890112454705,0.2715924563208517,0.185247747282785,-0.2337157325246498,1.0,0.09311312547605795,0.5485499600348246,0.13374065985583766,-0.06663414817449287,0.1529969699866456,0.8635774920956314,0.3388541388000259,0.43554427702716836,0.2457662431084043,0.28987287336257583,0.21343392036994263,-0.8206181278237672,-0.21708557508383516,-0.5211338330836576,0.724976896716302,0.1644209865608489,-0.5630357116844464,0.038156996422748814,-0.4586076510283841,-0.4882496476276833,-0.618442397190838,-0.3583841936172169,0.6607325319941072,-0.21541993939992862,0.38504788071458496,-0.16930604898689328,0.21096368918510164,-0.08444132170460462,-0.12932139968245981,-0.31884753910536173,0.3766405565793918,0.6209613360520577,0.2515725986701739,0.050654053934762924,0.2109172194521212,0.2045419319455889,0.05823545507524486,0.32638519093677776,0.4107257223022587
PRON,-0.13919774565258936,-0.05691280500541779,0.3799554945466628,0.21656328914321477,-0.05084423144503822,-0.21573649265987396,-0.36649434465760256,0.09088514453369158,-0.006419371277929251,-0.2191240818883105,0.09311312547605795,1.0,-0.1369546064530487,-0.48194234684642595,0.47318160671903003,0.6486369090995017,-0.011816784020180238,-0.5663428601593908,-0.011343884875290521,0.15861973770560844,0.1836434492255797,0.1268045642381434,-0.2580765650638776,-0.11961935111091886,-0.005433420100639861,-0.285463627066359,-0.6157210681006419,-0.059965994452992624,-0.4819488685799635,-0.193652502742988,0.2004889523080216,0.5038690981668711,0.21282630881787848,-0.16614407637152712,-0.4983119313844328,0.2851452091974454,0.1584104554758281,0.14877955018197977,-0.40860317898681947,0.2640864668259019,0.48955638902096077,-0.10726042388006694,0.3022948558950409,0.06978454270435609,0.2836397148085674,-0.3269734482382955,0.3491934197525299,-0.1488409740926242,0.41639005907672455,0.20407586570014816
NUM,-0.6690879798026812,0.8885457731048144,0.3441907582962167,0.14549041944483107,-0.41692623528752354,-0.24226055556472473,-0.45841573580560757,-0.20729608798232532,0.5645118968582887,0.03606492489505014,0.5485499600348246,-0.1369546064530487,1.0,-0.0985456070352665,-0.5644603614441132,0.027306815831999613,0.8587761493604347,0.7199631108168802,0.3456873861332345,0.6928293468076521,0.47455646094873094,-0.27070168601570066,-0.5223689016785144,0.18038157646496197,-0.22608777316560175,0.6376232354547069,0.028519903142678965,-0.7084595776841653,-0.37941743768813485,-0.12626557704344896,-0.6156487272111804,-0.6719398497495539,-0.41003446902790686,0.09466267582920264,-0.4694708546992174,0.6093248274028751,-0.1528875992080634,-0.23598190390019444,0.12677638497801932,0.3163821094219639,-0.27014301766187043,0.5527104916428097,0.5644616481464215,0.7034589419690069,0.5537726877466813,0.24562637813868446,-0.018164702354369337,0.10320030681624547,-0.054702871547884314,0.8097869447652488
ADJ,0.5642907481546804,-0.3084746777722997,0.07064909317041547,0.2885602875808556,0.15524492932512104,0.26611821234423105,-0.2104452600394891,-0.19252878405400692,-0.1874505054627476,0.3096127679018912,0.13374065985583766,-0.48194234684642595,-0.0985456070352665,1.0,0.25254662686973045,-0.17940405309157967,-0.11839403794042325,0.12873359538996476,-0.33028897033160604,-0.5706911223077185,-0.24053202648669086,-0.1508187753341447,0.2585954624560309,0.15072232766691235,0.0630158954827336,0.17189140314529208,0.430584938986629,-0.29318575814043074,0.6398271819094135,0.22127875093209662,0.10096735664133956,-0.4826967178601199,0.4124328320149747,0.557354936754931,0.5200344863381166,-0.46651041589058745,-0.09780845559432474,0.5516822022853026,0.2889816658477933,-0.09554755917350502,0.08233650620634897,0.06401343276239796,-0.16341317180556086,-0.6894815362530486,-0.5468618814042915,-0.01291739813515642,-0.01821153934978023,0.39712531518832084,-0.1829624100973652,-0.5472953660439488
advmod:emph,0.6434754916157445,-0.5471297779707547,0.4147618164048016,0.07836897952144001,0.1295643645879346,0.41132871174723756,-0.18752974547625648,-0.04353363768296287,-0.5276881590491483,-0.20097427916595564,-0.06663414817449287,0.47318160671903003,-0.5644603614441132,0.25254662686973045,1.0,-0.025705858949027542,-0.3858721702091471,-0.8085147501269536,-0.14656094997791888,-0.6500447752279457,-0.4503997240754592,-0.026476142289913924,0.03404913526451402,-0.5044237929103985,0.4228301216696201,-0.23790020593664743,-0.31686004875506185,0.17510796466378367,0.09432219119029102,0.30190119641182295,0.5702317105009614,0.4304055607684547,0.560323591576139,0.21837175017519764,0.10455062371889393,-0.09019921193388289,0.23965203019922166,0.4042798032854347,-0.19999282152295572,-0.16879522435827754,0.6595409851424843,-0.06734293349821667,-0.08870332221060816,-0.524102436959263,-0.12787519684688248,-0.2560170712295155,-0.0023197460460656467,-0.24080790006805028,0.44454773432175765,-0.5709493963625077
obl:arg,-0.174282976228973,-0.025162549114267824,-0.08797587472609188,0.48232942927554734,-0.06324139540646377,-0.3910674858956557,-0.5475490760816073,0.2999254837577569,0.20079679246967688,0.1823245289846012,0.1529969699866456,0.6486369090995017,0.027306815831999613,-0.17940405309157967,-0.025705858949027542,1.0,0.0732664465989252,-0.053964047422875326,-0.3599259278632901,0.2072762331046245,0.6071548862319306,0.4294071369921589,0.07068116202310934,0.5263702456951443,-0.5365823369601702,-0.06889222318141773,-0.3390738261570137,-0.3853927034594452,-0.30731968883289,-0.3376415426715728,-0.20192057827700607,0.22570051429414262,0.07567553547899393,-0.24188158566238058,-0.4766239401999884,0.012011407270735906,0.01033281264888463,0.13563270755831514,-0.15465824094435804,0.6565655854734527,-0.01049721534974987,-0.05495916680088734,0.15479276049326213,-0.07129095716396867,-0.20289735447625198,-0.3496379493001729,0.38256049727336494,0.32793410050206845,0.23732239498484367,0.1938193409869085
aux,-0.5046924399853225,0.7108327429261643,0.3167299604311695,0.09871246076582817,-0.40948235507021535,-0.3154782589724678,-0.42275834053486744,0.10442084701274024,0.4399214542576013,-0.13852495594847294,0.8635774920956314,-0.011816784020180238,0.8587761493604347,-0.11839403794042325,-0.3858721702091471,0.0732664465989252,1.0,0.5539472694633741,0.47355659464346145,0.5415968301883805,0.451694766473804,0.040159575145514596,-0.7920385536458101,-0.12499999999999999,-0.47997680418957855,0.8213747118041724,0.08678616035715483,-0.6554564165659408,-0.28855992370389527,-0.3126448508639353,-0.6240593396895533,-0.6357276863739223,-0.5641347210623437,0.34202817585693107,-0.4209094870870744,0.6620440995291565,-0.12251453962557565,-0.12499999999999999,0.022236867334496094,0.09695552844955828,-0.42304242218046273,0.5925101623884252,0.6046910309364503,0.6232377718000675,0.3711868355169924,0.3527474264445271,0.018053152609353924,-0.043309709771213845,0.2255687186402233,0.7067317364238735
flat,-0.466345126561639,0.6326221053060492,-0.0299176143866987,0.3503665884793275,-0.4276824802361059,-0.27552885456765114,-0.05649195494657499,0.07329117125415907,0.22681337080729502,-0.039234023090754744,0.3388541388000259,-0.5663428601593908,0.7199631108168802,0.12873359538996476,-0.8085147501269536,-0.053964047422875326,0.5539472694633741,1.0,0.33468311823783464,0.47689508473575687,0.31408628608898514,0.012140859205821612,-0.13630750581065817,0.5155278751187018,-0.37406713370922545,0.4550788913699635,0.19947509754791873,-0.35433348881146676,0.17178001978788154,-0.19495800341956113,-0.8206407480662905,-0.6808198753768179,-0.4731307462274027,0.04173531516666494,-0.19942660493188183,0.08251249567877117,-0.2108324273810434,-0.2490180723402763,0.04557375746683837,0.16613708372605948,-0.6283939101916637,0.10578262162592762,0.42067120454661505,0.46529162379431976,0.019797927532354962,0.04600557330432893,0.13189243053609057,0.53476380458043,-0.22231638808100224,0.4983641118471004
nsubj,-0.27702371457779357,0.36882178161373874,0.47723269441191124,0.182038351757821,-0.373712784574311,-0.12363716685743521,0.336399582273369,0.09387812201469375,-0.28501502221441666,-0.8583795712402508,0.43554427702716836,-0.011343884875290521,0.3456873861332345,-0.33028897033160604,-0.14656094997791888,-0.3599259278632901,0.47355659464346145,0.33468311823783464,1.0,0.2858872920750498,-0.3483569755930879,-0.0705466941363579,-0.6955333629748575,-0.3977938265138065,-0.01786725565315601,0.1696552369328231,-0.2683407504188992,0.26700865518769595,0.18579768030873386,-0.14499273402942775,-0.44090261507878975,-0.22202723177914768,-0.5492788180935761,0.19134468366464122,-0.19527468011465834,0.4164939037654846,0.17185480187457083,-0.0756624208152729,-0.6432459896421726,-0.49381475286958804,-0.23008516306555282,-0.19061274760137284,0.730375535295071,0.5686483069416666,0.39496059828291974,0.069742471844671,0.4132127403543708,0.10650232982283697,0.17465948451124103,0.40198249929083785
root,-0.9980454349944582,0.8543628730537376,0.20033638310112437,-0.023661071815554352,-0.4201685784413745,-0.7113447169055461,-0.09174959931055394,-0.029171013098003684,0.6520576339509134,0.02999005520431421,0.2457662431084043,0.15861973770560844,0.6928293468076521,-0.5706911223077185,-0.6500447752279457,0.2072762331046245,0.5415968301883805,0.47689508473575687,0.2858872920750498,1.0,0.6098306159717563,-0.13072286409605374,-0.42540020279052826,0.31820984368672045,-0.08296238171991531,0.11004864909351342,0.0397153566413256,-0.3405667869566203,-0.5264597157292006,-0.5729973934312776,-0.4205154371685037,-0.3372367402215235,-0.22861638320830935,-0.09246968231679507,-0.5082843561150541,0.31960502808663177,-0.47403766663156954,-0.4285892149293799,0.11402541203229057,0.1863757282080752,-0.09288962911693086,0.09819723176140568,0.5050611650181511,0.7914996181328446,0.6598468225975644,-0.02807601346698786,0.06717542795812698,-0.06767913677263798,-0.2249101786003016,0.9658370616456887
advcl,-0.5931331873119495,0.5470587527169759,-0.18120663865116585,0.04917608114928158,-0.40707241133069005,-0.5558407951038609,-0.5633159324134881,0.36436016567135276,0.6291618546996169,0.4602170257467551,0.28987287336257583,0.1836434492255797,0.47455646094873094,-0.24053202648669086,-0.4503997240754592,0.6071548862319306,0.451694766473804,0.31408628608898514,-0.3483569755930879,0.6098306159717563,1.0,0.3959598302487662,-0.05297226390490287,0.5132621645686704,-0.45732095103923487,0.4021929732711755,0.13466922030007988,-0.6619975523387522,-0.6060469789799152,-0.515202299428492,-0.44100703927080753,-0.17141751318551493,-0.06944097356314614,-0.14415364508333714,-0.5807454442912516,0.12917603584949663,-0.5099276332417623,-0.44822392919819753,0.48027411700607875,0.6440541841661626,-0.2712474308692574,0.4377549629737915,0.08769717783237208,0.3969529653264215,0.06367285870709008,-0.12514616676361912,-0.28233112336249255,-0.10323717485585943,0.15411502249626682,0.5893357808897126
mark,0.146512855073737,-0.18430509422919977,-0.4051648609090469,0.21812765957839025,-0.3760794688255121,-0.22770061187435342,-0.05551883715716652,0.9694290040160953,-0.31789803860163346,-0.18184515779557667,0.21343392036994263,0.1268045642381434,-0.27070168601570066,-0.1508187753341447,-0.026476142289913924,0.4294071369921589,0.040159575145514596,0.012140859205821612,-0.0705466941363579,-0.13072286409605374,0.3959598302487662,1.0,0.09602287163648618,0.14303338442827293,-0.6153402166101999,0.2335691155395106,-0.09105504478130255,0.1074619698355947,0.03901263420852499,-0.3935687057485556,-0.44389239434574557,0.317224725545718,-0.2508962656379022,-0.12821075480757513,-0.3270705370153117,-0.19937461764161085,-0.11381853567667684,-0.3277809048518087,-0.084778278553756,0.17345041969022373,-0.5563733994420242,-0.06684343704257277,-0.03688736114318862,-0.0020203384312176007,-0.6232671230008902,-0.3255391092003754,-0.06856059557649558,0.03719086242330169,0.6352999657037737,-0.13023492433736586
det,0.39885588350151313,-0.44895730806721246,-0.5315293184115213,0.02309719117153187,0.21386556631149087,0.3668985423908305,0.08924276607562719,-0.01454762349480799,-0.23758283088505316,0.42830906822817844,-0.8206181278237672,-0.2580765650638776,-0.5223689016785144,0.2585954624560309,0.03404913526451402,0.07068116202310934,-0.7920385536458101,-0.13630750581065817,-0.6955333629748575,-0.42540020279052826,-0.05297226390490287,0.09602287163648618,1.0,0.5139754306071749,0.21533875702718272,-0.462601032833476,-0.02143756904839885,0.27283089808440036,0.14239655510636215,0.3993127638876793,0.24094946068310608,0.44368239197961107,0.4174359279656174,-0.5361682519844534,0.19379500138800074,-0.6003265873224236,0.05310565135395463,-0.14294242966768705,0.2593306776238569,0.36976534189080623,0.08646277461880864,-0.2542013493465588,-0.6746489609657049,-0.4804682036538477,-0.49907767193308034,-0.34554674421556314,-0.2545741068726443,0.21072391667052218,-0.18473990882310382,-0.5742231186124443
advcl:pred,-0.3230031615906064,0.22775054252189803,-0.22002096145050862,0.5129003363641274,-0.23192922481486855,-0.37457554034721136,-0.23236124041621728,0.09130579731101045,0.20189629554695157,0.37187650465806327,-0.21708557508383516,-0.11961935111091886,0.18038157646496197,0.15072232766691235,-0.5044237929103985,0.5263702456951443,-0.12499999999999999,0.5155278751187018,-0.3977938265138065,0.31820984368672045,0.5132621645686704,0.14303338442827293,0.5139754306071749,1.0,-0.19662096330730888,-0.18854891621313308,0.028328888072111043,-0.28628133811608175,0.04145372953304791,-0.24053978828311828,-0.39956706658557084,-0.15060695526093998,0.21058152342634537,-0.29762056048661284,-0.2321180988306253,-0.4384480959653059,-0.33722890180055126,-0.125,0.17320528848551842,0.5851418538275073,-0.13775393927434681,-0.2480603137263851,0.04914730580872561,-0.02132190784877008,-0.26070291590902234,-0.49350561036470864,0.19310735615148686,0.6442591817511466,-0.2998404996853434,0.1940573820935073
csubj,0.03332421079067054,0.015340034552825246,0.4570075819525529,-0.20149410643454999,-0.01976488032210667,0.23793696363970032,0.21392369277699289,-0.5036798720084702,-0.18748570234547818,-0.04078397002372139,-0.5211338330836576,-0.005433420100639861,-0.22608777316560175,0.0630158954827336,0.4228301216696201,-0.5365823369601702,-0.47997680418957855,-0.37406713370922545,-0.01786725565315601,-0.08296238171991531,-0.45732095103923487,-0.6153402166101999,0.21533875702718272,-0.19662096330730888,1.0,-0.5205522603926237,-0.06397271292857822,0.3110184695315564,-0.01435390316375455,0.29147860698353123,0.5391883412886124,0.1517882506246015,0.6516694848755916,0.004271653833509287,0.16547546310489414,-0.21438501965352957,-0.1685233336466893,-0.0486345485318348,0.1162452915593869,-0.27735198285335677,0.7819260173003116,-0.21524445645795656,-0.07002156012772706,-0.06698456998004707,0.42433946069844714,-0.2760554650901272,-0.22279502924812253,-0.2808497506267791,-0.23719269456496145,-0.13447850359580327
xcomp,-0.07585177724227606,0.43368350556490776,0.01982254620161778,-0.03465382101864069,-0.324170721784009,0.0652281306549083,-0.48471176215385325,0.2402778925125096,0.2630959778710756,0.058114060911237664,0.724976896716302,-0.285463627066359,0.6376232354547069,0.17189140314529208,-0.23790020593664743,-0.06889222318141773,0.8213747118041724,0.4550788913699635,0.1696552369328231,0.11004864909351342,0.4021929732711755,0.2335691155395106,-0.462601032833476,-0.18854891621313308,-0.5205522603926237,1.0,0.2102988954365681,-0.6363105020615752,-0.19209023081911974,-0.015956547278521364,-0.5494743268419102,-0.5194192795563435,-0.5229210997378492,0.28600479676185125,-0.26524280794099203,0.5247046579454342,-0.029344701674671535,-0.20775645233847326,0.2725874244882285,0.1841394219661596,-0.5723690678179916,0.8100091748357445,0.1896793604709999,0.35039834818542376,-0.0030544034517219214,0.4258784302675223,-0.36388664784153424,-0.15235733508452115,0.39683676919030747,0.286959198565986
obl,-0.058573831613759904,-0.0008442032364178388,-0.34742747301392596,-0.46126706067581424,0.2524900953587644,-0.3189118056269708,0.2626660477306949,-0.06956875711463625,0.4572017098312621,0.5714513222095635,0.1644209865608489,-0.6157210681006419,0.028519903142678965,0.430584938986629,-0.31686004875506185,-0.3390738261570137,0.08678616035715483,0.19947509754791873,-0.2683407504188992,0.0397153566413256,0.13466922030007988,-0.09105504478130255,-0.02143756904839885,0.028328888072111043,-0.06397271292857822,0.2102988954365681,1.0,-0.18213751057581337,0.2970597780425598,-0.36432962397397733,0.17206816295265265,-0.606136063999899,0.10040439374858617,0.5912153707508447,0.6478256630877031,-0.41308562040427826,-0.5996927046122336,0.1294680901798242,0.7274465362928132,-0.41165429188522545,-0.1993292468637657,0.1490054369615414,-0.35860526171405105,-0.2586452539925747,-0.22289641475545138,0.41854708466313134,-0.3503099360065766,-0.18639404963602332,-0.5589827520550362,-0.06593450010022878
nmod,0.31189384865693137,-0.5204212880687874,-0.23818891393521188,-0.20174991774705953,0.20389057254965012,0.20196316530378605,0.8507961391252246,0.1543441802492232,-0.6217084045787242,-0.484312332460332,-0.5630357116844464,-0.059965994452992624,-0.7084595776841653,-0.29318575814043074,0.17510796466378367,-0.3853927034594452,-0.6554564165659408,-0.35433348881146676,0.26700865518769595,-0.3405667869566203,-0.6619975523387522,0.1074619698355947,0.27283089808440036,-0.28628133811608175,0.3110184695315564,-0.6363105020615752,-0.18213751057581337,1.0,0.3794472675858095,0.13417883761278832,0.3023475336611049,0.5872135763784139,-0.043247393828396964,-0.2743721357228471,0.33212738542283693,-0.3365029303855975,0.2563993557996544,-0.08567261504050072,-0.43866477754760286,-0.5489572316870184,0.030975063837688596,-0.6978164411291301,-0.2411214964235571,-0.15250131626976476,-0.16322181329904198,-0.14461833277289765,0.14637010320213278,-0.06596710700462233,-0.048429896009015566,-0.44295824032711684
