,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.6584953127290558,-0.6829379963640321,-0.02331864488689517,0.11611940722701583,-0.038665730064024365,-0.22088354046807568,0.23147969695452655,-0.040170999177133314,-0.1647011618298118,-0.4868161914434751,1.0,0.30943478544997693,-0.2782514955912087,0.09348923684690236,0.42097244645783044,0.13856854555738324,-0.2704276529591532,0.0639021020806702,-0.23005124296681587,-0.645334023632275,-0.23175786792315678,-0.19359831694411817,0.07095364646514092,0.08547986117196608,-0.17886282003132234,-0.023920821766574934,0.5648064014749183,0.15605255943440635,0.12769615725688743,0.2987129859827845,-0.14865696644418422,-0.18045951744938502,-0.0961848057435263,0.289460998624721,-0.017612842879080638,0.2749431187551767,0.06290132531820256,0.285362446887448,0.11560822010357953,0.9799370184893068,-0.07902867468844887,0.05618894929099087,-0.3072945953880324,-0.13235850804328392,-0.26523706680523085,0.19383374102423367,-0.16311787196718225,-0.48539973198918585,-0.11593772809980656,-0.24697892971683866,-0.6928789450036956
PROPN,0.39505267590145476,-0.3737456139126896,-0.39863182908675915,0.1655906118338504,-0.130390989220309,-0.12600755508652828,0.16971216909885092,0.13583414295045218,0.05452011172071221,-0.20264135036241493,0.30943478544997693,1.0,-0.0769706727781972,0.07894428597428009,0.030208681723292767,0.2597555995174395,-0.07965204742579768,-0.06858921919272241,-0.19116918892819218,-0.3964242643011559,0.05431452575806482,0.032058391108315897,0.1565142204455546,-0.11102481315884365,-0.3477625996704696,0.17487005816844056,0.213011413281921,0.16753273662331028,0.07764888586061487,0.16511695643582988,-0.09797509042292196,0.2810218018456387,-0.12308023734265115,0.13696006506236505,-0.3184871089774404,0.14314753266344352,0.0965222314447729,0.2088234949662162,-0.14017725363581396,0.3287364893409085,0.217944287033232,-0.04038742860954497,-0.2431881800268752,-0.4182672270590753,0.07260002375689552,-0.04949349144561433,-0.1003121334381701,-0.19305381487770154,-0.3203322020355008,0.05628188866948178,-0.3806069561658265
PRON,0.05601466074792474,-0.0949450460918658,0.03640754090146107,0.05073058514620549,0.1449805843434434,0.06446280719182572,-0.08541029918670592,-0.4823239327626296,0.5521096892910671,0.40171546800229013,-0.2782514955912087,-0.0769706727781972,1.0,-0.0936186841702411,-0.5630097534391401,-0.25593815280879495,0.4820431794134364,-0.32187680532168295,0.14011517099005677,-0.014023223773250328,0.4148774396746118,0.5242751730659163,-0.2282958697471285,-0.09506397075248565,-0.008690863324119853,-0.0032031494664947688,-0.25739865916655386,-0.32239809830048344,0.034103485615361445,-0.14043561047020572,0.07349020799169811,0.08924991459610616,0.10365876956455083,-0.10922783433672754,0.0009045448978090851,-0.49374028402231324,0.05069687172526532,-0.2613539640928247,-0.29492595684651474,-0.20775279911149333,0.1787586178977959,-0.12825406943446788,0.4211522656477803,0.21027088607048572,0.23100293322420337,0.1777763375561382,0.1566300416800223,0.30125650614415267,0.14345967198985204,-0.07168125776216777,-0.06993345834575368
NUM,-0.08076552397001462,-0.00167948175140064,0.15865867894129906,0.19902608133973526,0.33816631290049104,-0.08749222779358193,-0.3962741109581485,-0.11200166832355997,-0.14975852026794095,-0.1324583944787462,0.09348923684690236,0.07894428597428009,-0.0936186841702411,1.0,0.16696731702610168,0.2730306749329181,-0.48801644202496997,0.2125880172150614,0.15831166078946596,0.06385713490683234,-0.12985752149466026,-0.15582251925348498,-0.19520340096098465,-0.06386483740967844,-0.158575390789048,-0.15884804215752737,0.31660224507521206,-0.13611162607934163,0.44449448882283427,-0.3733946545431329,0.11430973356639607,-0.2502227854370345,0.097498178273341,0.0464926561210424,-0.03899912751130776,-0.0004547767727386592,0.9097408408705321,-0.2452536236708223,-0.0039022228536059753,0.042357006016552776,0.005231552624862869,-0.03453677044016178,0.03276050200233449,0.261914071261422,0.0673899320682885,-0.05033716639779353,-0.23590600273035814,0.29269145271773683,0.2494137220394042,-0.20383891682214006,0.0058947874415356
ADJ,0.34061239939377874,-0.3890151070608986,-0.1428375556896527,0.08234736988759002,-0.22727881365214048,-0.2882043536859741,0.18949575398487167,-0.009142448534151706,-0.5056012067209514,-0.34620815597234367,0.42097244645783044,0.030208681723292767,-0.5630097534391401,0.16696731702610168,1.0,0.17665601308918152,-0.39983784786607807,0.07356682477250345,-0.11032906448688633,-0.38707861779418834,-0.25299531118674257,-0.47590424789199587,0.14817325423355232,0.007125564567464702,-0.09186300097242348,0.11899526456934954,0.46518020565021423,-0.02179142782748835,-0.07071296958303971,0.22586093778504376,-0.1430903179177839,-0.2421655932169178,0.04984581420211224,0.028606009801621108,-0.036383388661485994,0.7816019772767352,0.06715130484281201,0.22728504048198492,0.4530095316936264,0.4376244320959181,0.1280076683319729,-0.03291497505829375,-0.5025645560161411,-0.19131977330163075,0.013880037405720648,-0.1991817074408383,0.013488224566000292,-0.22870780360197018,-0.24183423840463394,-0.2618822688868493,-0.4248928579489506
advmod:emph,0.0268574705042142,-0.042491351013293814,-0.17982077069310592,0.1462637678104222,0.536100862976198,-0.05506166041307439,-0.2830523398711763,-0.014915708686866123,-0.043918943627181545,-0.16959210890958965,0.13856854555738324,0.2597555995174395,-0.25593815280879495,0.2730306749329181,0.17665601308918152,1.0,-0.20284140525853928,0.21620989654021197,-0.07610135882801851,-0.03711757121477664,-0.003384074222580024,-0.17509546363202885,-0.0651406826366566,0.12676452333331095,-0.21411589386435909,-0.32551098310236365,0.3131170784908996,0.10321200540544888,0.17776383317042646,-0.1984947359807327,-0.12474645787903314,-0.0243366087758638,-0.05995217322640497,0.13722118294879598,-0.3595368316115438,0.1957709679247528,0.08351326150137307,-0.13062517963148293,-0.16366185154506085,0.16549112877817512,-0.041243794594628534,0.057510959825463004,-0.10019398632960216,-0.2466406286568087,-0.006832122265389259,0.038927209419914705,-0.20388793985394368,0.01626194435425825,0.016120528321667223,0.08169168491515884,-0.05328337926211115
obl:arg,-0.06041995437152406,0.06511528001033946,-0.04957066001855053,-0.1117725249292339,-0.12571197744058274,0.30043642806223714,0.1930866639929059,-0.11456990355099816,0.36196333514786766,0.2324587491633322,-0.2704276529591532,-0.07965204742579768,0.4820431794134364,-0.48801644202496997,-0.39983784786607807,-0.20284140525853928,1.0,0.008988471263652379,-0.2657425035328642,0.05552765558835933,0.319571106631147,0.42311047589949113,-0.13404198667592648,0.0003384691564399113,0.01829665410740887,0.008263483455616677,-0.5725640586763886,-0.1128207463381352,-0.17105793296660735,0.0949196367614875,0.12969014348886365,0.05423296449980304,-0.18678207170843758,-0.10415159885833081,-0.19232482517430471,-0.16604185312915523,-0.37247783721946764,0.12777002738086235,-0.0427680824221941,-0.1986946231829177,0.14588815563159951,0.16245105111366104,0.06301556130003644,-0.15649233168351617,-0.155343968215723,0.22781258408438565,0.03479867767867651,-0.07956813652993482,0.08539941232423315,-0.15927823944562008,0.06137458056278867
flat,-0.22856274184807948,0.23981263569910066,0.2463086376510993,-0.08342590288708976,0.05089974652778265,0.05486475474366441,-0.2140447216878494,0.13878718541983526,-0.037066930754132574,-0.20421703791070275,0.0639021020806702,-0.06858921919272241,-0.32187680532168295,0.2125880172150614,0.07356682477250345,0.21620989654021197,0.008988471263652379,1.0,0.08474185690638608,0.19701039071450707,-0.1686010544468095,0.026489065294952756,-0.09350696227537546,-0.15676429663286523,-0.14849392812033943,-0.030356320611439076,-0.083078286210218,-0.1766645647066323,0.2289072229896126,-0.18014311700966992,0.3202508962663974,-0.30844292803651985,0.11911107913060438,-0.05598560165867109,-0.013156362917921166,0.15893799317711424,0.2639258752927447,-0.11908564639250532,0.16365045396259836,0.014720096764515671,-0.30027174636097925,0.1423653139898967,0.06495718583329828,0.1477328282177406,-0.2167175514429015,-0.002778067748839351,-0.1787124401012913,-0.2629982280067817,-0.01614946734475637,-0.32199693909605,0.2149985642151781
nsubj,-0.31297701754246,0.295945061930618,0.1339557370526339,-0.24316361618175047,-0.0653052850316226,0.07205913451493548,-0.35096946416298636,-0.09418742787969313,0.12080640827783778,0.2048475154816803,-0.23005124296681587,-0.19116918892819218,0.14011517099005677,0.15831166078946596,-0.11032906448688633,-0.07610135882801851,-0.2657425035328642,0.08474185690638608,1.0,0.2851978697675885,0.15617006556937377,0.09379265441862576,-0.05062325033478691,-0.1602080891339439,0.24412001785224285,0.11441147109854014,-0.2697734292336933,-0.2349213628418649,0.23033313834012312,-0.3188145901635721,-0.21582932917798167,0.12804706756393439,0.09590010881511672,-0.4485573251932984,0.1353357358920172,-0.24699594131535504,0.21993981480970898,-0.1994313529316555,-0.20817555866868023,-0.2817046562131846,-0.3195935474490358,-0.2479716669378957,0.602685513277263,0.3555815914161421,0.03177364820239507,-0.06479818515982558,-0.07689620262496756,0.19921530114891528,-0.14000893635565706,0.18961809182254594,0.28672178511026286
root,-0.9777811175431117,0.9728348835278138,0.03268012246617911,-0.09403924832953366,0.260755524925644,0.10629202619290053,-0.305516080598978,-0.034327210156117824,-0.014115807647684565,0.37806284817514485,-0.645334023632275,-0.3964242643011559,-0.014023223773250328,0.06385713490683234,-0.38707861779418834,-0.03711757121477664,0.05552765558835933,0.19701039071450707,0.2851978697675885,1.0,-0.04713891290326126,-0.015752792239871947,-0.03150242090118628,-0.16984581624085107,0.40260322742022053,0.016626908279876517,-0.3458829769452743,-0.1598633957501857,-0.050167047953648486,-0.3229626312964479,0.03124238321091453,-0.014798435400765206,-0.042170005807839916,-0.1587717258800093,-0.012719359739670309,-0.4035157467766494,0.059069658186019544,-0.3638262981961325,-0.13003283866247575,-0.6651750970282103,-0.010690563432005876,-0.07430154178345215,0.23140801378846096,0.12253692818795477,-0.19481946186402227,-0.11763745344412872,-0.04863078378105159,0.1291149443743438,0.25379540990726407,0.2632937609585213,0.9798267211929249
advcl,-0.02689385275600601,-0.07812183416885941,-0.19605696477285028,0.013031265067159148,-0.12794652572237647,0.14753427270746833,-0.12737509449204512,-0.22560990435686193,0.6223129173886932,0.4215879040809601,-0.23175786792315678,0.05431452575806482,0.4148774396746118,-0.12985752149466026,-0.25299531118674257,-0.003384074222580024,0.319571106631147,-0.1686010544468095,0.15617006556937377,-0.04713891290326126,1.0,0.6417632577199536,-0.29197653198280005,0.14316935892031404,-0.09849888823343751,-0.05216097498201913,-0.23909520637013287,-0.32550421060179513,0.07165891673024496,-0.1468093194996657,-0.12466399889358694,0.1711229120853087,-0.008582596951334358,0.10444003312700512,-0.2306367075756976,-0.0445035632051022,-0.041004643927857944,-0.17910667469190503,-0.023640838778396518,-0.24433580131655772,0.09851376970261418,0.0005805919704609547,0.21767547408055105,-0.21300372267809523,0.15553799715667566,-0.07786810844211917,0.212645487054101,0.08167150225320426,-0.18493632996049142,0.0288052166494675,-0.023782076307963355
mark,0.025558849956566147,-0.02375604510392071,0.11619466999780691,0.03496964917115224,-0.10779234298308765,0.27321665386653066,-0.21249903924713395,-0.3246808141007836,0.9514319805463377,0.3004140302046975,-0.19359831694411817,0.032058391108315897,0.5242751730659163,-0.15582251925348498,-0.47590424789199587,-0.17509546363202885,0.42311047589949113,0.026489065294952756,0.09379265441862576,-0.015752792239871947,0.6417632577199536,1.0,-0.3322876100998611,0.03150544861342266,0.07089340896034302,0.0049949566044000466,-0.5067583267947694,-0.2827014106430727,0.3216000659346166,-0.23585925262651056,-0.0008932270958614279,0.0729231817175692,0.12355260773681513,0.2777602662912476,0.08436984090473108,-0.250583873572767,0.04284185887792604,-0.29919827907701946,-0.09437452099255107,-0.2025302021636019,-0.09691726680288137,0.0015634289262101714,0.42610501090121616,0.08805158407444195,0.07183653083750303,0.03800335804641192,0.039851740924129714,0.14500185188197157,-0.07453064473006185,-0.03928268003769065,0.009826206809765765
det,0.022493190424947,0.006411175993189648,-0.08240239789208709,-0.22698443316310843,-0.2945794429288598,-0.47064711849446755,0.20247559487588507,0.08619048423452183,-0.4521284216595794,-0.11031737618378279,0.07095364646514092,0.1565142204455546,-0.2282958697471285,-0.19520340096098465,0.14817325423355232,-0.0651406826366566,-0.13404198667592648,-0.09350696227537546,-0.05062325033478691,-0.03150242090118628,-0.29197653198280005,-0.3322876100998611,1.0,0.014237344220337622,-0.30576678714963323,0.17625611381632172,0.09922791778244704,-0.09157185837871806,-0.06520518275234424,0.20780576137793635,-0.04414331953198561,0.21369009201488814,-0.4190199254477296,-0.331374248134729,-0.10504749482622011,0.19949125989656685,-0.1750720884038662,0.3842492950467367,-0.018563262624972487,0.030581312272442963,0.05294958161510383,0.18681066582181888,-0.38445252236886857,-0.2757426208772585,-0.05047764465954886,0.1895637005045333,0.08396262223727786,-0.11447429208242832,-0.5110287790179828,0.24585857688945065,-0.029784118704890627
advcl:pred,0.17893943197672602,-0.10769816974964085,-0.02813075745584854,-0.0852681638085336,-0.05902689420309207,0.06477159955858995,-0.20430661252498422,0.14216947978542693,0.06177587664488355,0.04903693228657066,0.08547986117196608,-0.11102481315884365,-0.09506397075248565,-0.06386483740967844,0.007125564567464702,0.12676452333331095,0.0003384691564399113,-0.15676429663286523,-0.1602080891339439,-0.16984581624085107,0.14316935892031404,0.03150544861342266,0.014237344220337622,1.0,0.05104164785491083,0.04315463981476052,-0.02326871864022515,0.29224631019351466,-0.08526816380853362,-0.19056270126129451,-0.044869790508624934,0.3126026144321722,-0.38939441107629646,0.22270978551714377,-0.06447505615455826,0.20977332510725788,-0.1699031461934131,-0.06113864801301614,0.00050534982281547,0.06302659276560774,-0.42125385873763893,0.13475550296281752,-0.28032623060505296,-0.1546278579996362,0.035023710136896195,0.0757655244986031,-0.12006223220041996,0.011111308543441584,-0.09347784495549745,0.04387167791984267,-0.1045412453420486
csubj,-0.3542550871786637,0.4020319722295867,0.21077989870780214,-0.004944265392562965,0.030182766253312742,0.30735545823041344,-0.167012809745579,-0.14994174306519167,0.1506528401720464,0.20828478668743952,-0.17886282003132234,-0.3477625996704696,-0.008690863324119853,-0.158575390789048,-0.09186300097242348,-0.21411589386435909,0.01829665410740887,-0.14849392812033943,0.24412001785224285,0.40260322742022053,-0.09849888823343751,0.07089340896034302,-0.30576678714963323,0.05104164785491083,1.0,0.02085797353536803,-0.1257217649030131,-0.03926994612834076,-0.12994317758124171,-0.1719925617409435,-0.14770994059005677,-0.12379373333561866,0.11202915895332156,0.09523007183760666,0.31841023844135324,-0.26502093213656386,-0.2038500529263914,-0.26037883529952854,0.006001559358650097,-0.17324591438515116,-0.15474619148662525,0.03994216968125921,0.3378986705901371,0.19581687411295823,-0.27204066531704946,-0.09924722723049956,-0.22297077314365812,0.09225616083365586,0.28124154647057653,0.1032973539735663,0.375937428001125
xcomp,0.053229617937957385,0.05655424320092461,-0.34915628423076644,-0.09382103759099285,-0.2831499016560214,-0.30473749653045473,0.07855876190552975,-0.025362351163025536,0.0023547687526497105,0.2748142941712613,-0.023920821766574934,0.17487005816844056,-0.0032031494664947688,-0.15884804215752737,0.11899526456934954,-0.32551098310236365,0.008263483455616677,-0.030356320611439076,0.11441147109854014,0.016626908279876517,-0.05216097498201913,0.0049949566044000466,0.17625611381632172,0.04315463981476052,0.02085797353536803,1.0,-0.06854581252200095,0.02452560796219251,-0.15809569922219832,0.03449002551003822,-0.30503857753429703,0.10648073924785711,-0.16042151132535595,-0.07694104689172455,0.2842844838572478,0.0802674911487724,-0.12130383770971696,-0.05781419748468486,0.29646856690951956,0.0015314921039417046,-0.12705603316255057,-0.2634031390015726,-0.22244785571864345,-0.15907714038088958,0.07209619631672723,-0.32712811066049724,0.10379305711958957,-0.2401431576916143,-0.2423238005062966,0.021317455354029353,0.03942903180800011
obl,0.3544738432061267,-0.39268768932347664,-0.08346449857382475,0.15753884511023922,0.22440897823311118,-0.3228697419269094,0.09208283153639979,-0.18849457370699416,-0.431460058200332,-0.17536889239026734,0.5648064014749183,0.213011413281921,-0.25739865916655386,0.31660224507521206,0.46518020565021423,0.3131170784908996,-0.5725640586763886,-0.083078286210218,-0.2697734292336933,-0.3458829769452743,-0.23909520637013287,-0.5067583267947694,0.09922791778244704,-0.02326871864022515,-0.1257217649030131,-0.06854581252200095,1.0,-0.09454794905228112,0.010479666170423965,0.16787484017409746,-0.12179386661937307,-0.3020166305067454,0.027996984513802493,0.30696872077908627,-0.0578419100468235,0.3010423946603276,0.11867007832795395,-0.045310056410284794,0.1010348624011859,0.5635301249865857,0.11761068156780966,0.03752857865027463,-0.37880046539838313,-0.10767153814514864,-0.003001955235338005,-0.054488080867223315,0.021032381647686938,-0.18532876365014378,0.05782098882621076,-0.23129947902658832,-0.39069090477351204
nmod,0.19091191005264185,-0.10051940674850846,-0.09715413544829087,0.1523194689713587,-0.0952285147518623,0.0820660924529577,0.1704188894256332,0.6527167874433937,-0.20712267971876427,-0.3742471132857975,0.15605255943440635,0.16753273662331028,-0.32239809830048344,-0.13611162607934163,-0.02179142782748835,0.10321200540544888,-0.1128207463381352,-0.1766645647066323,-0.2349213628418649,-0.1598633957501857,-0.32550421060179513,-0.2827014106430727,-0.09157185837871806,0.29224631019351466,-0.03926994612834076,0.02452560796219251,-0.09454794905228112,1.0,-0.22177936613461746,0.15143755001772644,0.0677738156240433,0.18704113913588158,-0.0009965735574017814,-0.010474741767542248,0.15585007165571582,-0.055396002342121074,-0.24212442978936405,0.26294174645303325,-0.19975215004824895,0.14569922243223446,-0.06896669647240393,0.06708842130921207,-0.12164014567206416,-0.1311889340727277,-0.017970745609778377,-0.17982461710521658,0.10892134536244469,-0.13925204400116492,-0.031332409272932286,0.296545815561169,-0.10252917038999661
