,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,0.23447415170265373,-0.39973406669435324,0.9181124283385441,0.10912187214426916,0.2610104910857913,0.569291171795941,0.07700178355044873,-0.8058654248829532,-0.5877336933951479,0.564765146288335,1.0,-0.4391464933492296,-0.3778517540734849,-0.5570270954419121,0.34202555362547793,0.11303841276964288,-0.10916942296711768,-0.6492927576956281,0.3408564433482959,-0.230206785870484,-0.8435605615763255,0.45589993823610303,0.12589282605639746,0.9731509918847998,-0.24792007086342976,-0.26572613797920847,0.6385926426478278,0.6162139432924678,0.7647689824967739,0.0004747245951609597,-0.09296920533780693,0.9104360583328011,0.9498150949447179,-0.3744564713353681,0.02973791423037776,0.30046366147225717,0.16462042087599324,-0.06605726329748653,0.6458638757233107,-0.8954879112114444,0.9528162179719443,-0.7001151614763973,-0.4672648643407394,-0.7629244041389579,0.3128018177080791,0.7017152324473569,-0.41240895666587485,-0.348123752187753
PRON,-0.9759436121370353,0.8953682345228776,-0.6975674807513473,-0.04052308844540911,-0.5458881278096154,-0.30529360768412966,-0.8731047198213482,0.8043334412229292,0.019407454920857443,-0.5976992062769355,-0.4391464933492296,1.0,-0.15382671529627487,0.6975922150433961,-0.5832342161803878,-0.1732326884773569,0.4818399341141363,-0.30719663608609393,0.6870318545818176,0.8211484387461245,-0.06287028231745774,0.3369297761913195,-0.9190404139003561,-0.32166621571366455,-0.4670537629230352,-0.7430023112385473,-0.9332385311299528,-0.2876783211395887,-0.45228351362003305,0.3860625978075703,0.16055936115851815,-0.77131693250989,-0.6382216952607699,0.7006350874037124,-0.7563026903590061,-0.8779416735508296,-0.5588225015271281,-0.4479231763051712,-0.8878691320658975,0.7875012060468848,-0.14635408133802974,0.36236027075884697,0.8910151447872531,0.8629513943927266,0.6447533023767094,-0.5056673081677188,0.49791720180792065,0.8171464035565857
NUM,0.23226364176497766,0.24645574872160098,-0.039734179108483474,-0.8937531271560636,0.7880772498583899,0.507524130089891,0.0056353200141905325,-0.14316138934296113,0.9698054602490958,-0.6968486103390207,-0.3778517540734849,-0.15382671529627487,1.0,-0.5330352369267112,-0.6471540548886529,-0.834816152519476,0.6119507293075676,0.15594825197976825,-0.3506454175505346,0.2734940820010386,0.2885353163135572,0.1784847228517424,0.0855621379567176,-0.5786693477026565,0.9426693299074536,0.340830085083219,0.23393612805776295,0.44689148029987524,0.2966046248107469,-0.9248946208510729,0.8310599522512172,-0.1875838609454733,-0.10626614344786438,-0.6774730502515878,-0.19629364291530063,0.5831295470950947,-0.574092077103745,0.9360408431290208,0.30412453783627286,0.2457393125903576,-0.45003946799173405,-0.36527099145362707,0.2860947190965609,0.30953525883348254,-0.1033630451930163,-0.7661367457257352,-0.687629955687727,0.36096677132231747
ADJ,-0.6012414285005877,0.3327862585541518,-0.8237484958823794,0.599335445692234,-0.9401257041101674,-0.8891712352786687,-0.28400389558269706,0.9095370930847123,-0.310882989916494,-0.03060272940364763,-0.5570270954419121,0.6975922150433961,-0.5330352369267112,1.0,0.09880005552092229,0.5170603827770082,-0.26903944310147365,0.2794497984070518,0.19506522084941544,0.16807910953713365,0.3825686303782581,-0.3876126970897913,-0.3934590930900279,-0.35220177464888547,-0.6644594349130033,-0.25712165468135817,-0.8893180201979078,-0.8724242386097271,-0.9078480526622544,0.8123338131482615,-0.5321798627439842,-0.7227697425561858,-0.7805798573530691,0.9778086546654404,-0.06345529565032852,-0.8957320278758558,0.17930548641460736,-0.7884240847912262,-0.9372824677919986,0.6709889590122354,-0.3917747945056157,0.8902786162914409,0.35081536171251027,0.543345576057047,0.014009935900001458,-0.05448957508331475,0.9618479527916619,0.1863818823159857
advmod:emph,0.5721172396208464,-0.8820829608630176,0.2921146999660597,0.8351665047241702,-0.3549481154693387,-0.43694536840742776,0.7576297976538279,-0.2632132747917107,-0.6893980735941351,0.9677727176203454,0.34202555362547793,-0.5832342161803878,-0.6471540548886529,0.09880005552092229,1.0,0.8987369281048218,-0.9709570321356483,0.4015318116604902,-0.4357716383737672,-0.9102791046512354,0.1344697306152549,-0.664090370219427,0.703757812768041,0.4357237666930036,-0.36173182761883066,0.46485778028270963,0.3642079350696998,-0.41520226863828263,-0.1850703129891301,0.5212222959393306,-0.8919704521127532,0.5019705333243285,0.28774153748787346,0.1566939066305757,0.8614535747148875,0.12442016539223669,0.9823336078692575,-0.4482499976121329,0.2536504242763001,-0.5777833414775837,0.16315334619456787,0.30494888132186304,-0.8875473277980843,-0.7616096667915728,-0.6190333775349776,0.892633025515941,0.3665557210492276,-0.9403284498194994
obl:arg,0.18893011720927413,-0.5935586328163264,-0.0705223035394306,0.989313667013299,-0.7285999306243058,-0.7339112470734378,0.48002164450351004,0.14987244705410532,-0.7818633813415087,0.8334552944555501,0.11303841276964288,-0.1732326884773569,-0.834816152519476,0.5170603827770082,0.8987369281048218,1.0,-0.9337076604765048,0.39036809702318986,-0.21579258703796142,-0.6794088577402853,0.20340017947912417,-0.6794998242992224,0.387166931475733,0.2884921035274928,-0.6545877012814368,0.21690075883463278,-0.07724106188549996,-0.7024990008308084,-0.5167726886602138,0.8293345949053021,-0.9997857700123091,0.14914714144462896,-0.04876857040565835,0.5738680025276365,0.6692026594475066,-0.3136171901433955,0.9043318005275314,-0.7658198334719062,-0.1899729466959758,-0.23477155996312596,0.04558980045600289,0.6124947405232049,-0.5967323323018229,-0.4323297053969988,-0.4581875344464488,0.7764257349988937,0.731431854339182,-0.7081632821135513
aux,-0.5202687819845693,0.8174474897316278,-0.06478495080268129,-0.8715289271869058,0.4673193714046258,0.62040424633829,-0.7622499041807063,0.05646804395638759,0.5997820180214022,-0.8818667394454724,-0.10916942296711768,0.4818399341141363,0.6119507293075676,-0.26903944310147365,-0.9709570321356483,-0.9337076604765048,1.0,-0.5769211235572272,0.5240087524031056,0.891750054842947,-0.346040917105686,0.8118032560820089,-0.6905688856734564,-0.22130248887960557,0.34853132274469134,-0.5349362822876514,-0.20045444867452455,0.6076095807018832,0.40225399309794985,-0.5768137976247618,0.9317773832079355,-0.2896946144904173,-0.054807515868709904,-0.2874210072528559,-0.8901921230296642,-0.02608454419763221,-0.9957603956156785,0.48487002456859085,-0.08144914795627611,0.37430750200416835,0.06029886080552642,-0.5121326998779985,0.8071977289909594,0.6012770858328391,0.7163174169347941,-0.7715663728079811,-0.5144563572831483,0.8957958473258741
flat,0.4994730499311601,-0.4375144072033849,-0.4646129438570776,0.30056469445038264,-0.1705089494344304,-0.6398762927276651,0.6979951856541238,0.31209725392560367,0.26705753916236724,0.1658065678363627,-0.6492927576956281,-0.30719663608609393,0.15594825197976825,0.2794497984070518,0.4015318116604902,0.39036809702318986,-0.5769211235572272,1.0,-0.8839683079650945,-0.588200164340751,0.9552500833900541,-0.9401565175966387,0.64485709424266,-0.6344177846585404,0.30824166381431145,0.8478481129837118,-0.031653652982882655,-0.6860780034237728,-0.6503877372197464,0.058516872994452136,-0.4015854247106093,-0.3226149150613595,-0.527642305836927,0.11868297250770744,0.7388112410383638,0.17443745877056846,0.5627032276729219,0.07257593968827152,-0.11289759443471004,0.2639167308572584,-0.8261987605423727,0.683997040626228,-0.36899752565112937,0.005750769357117449,-0.9210739415304482,-0.05374631507533663,0.3537380720367945,-0.4799335689094515
nsubj,-0.8287794288589102,0.6670495010308398,0.03637205736999476,-0.0826185790690698,-0.2506831734571383,0.24187457371630872,-0.8884670874282047,0.15186078003610345,-0.34976176929000735,-0.26331919871616966,0.3408564433482959,0.6870318545818176,-0.3506454175505346,0.19506522084941544,-0.4357716383737672,-0.21579258703796142,0.5240087524031056,-0.8839683079650945,1.0,0.7387521548917557,-0.7670135913957654,0.7967687954107133,-0.8838530851945626,0.4158935013136887,-0.5883726731511705,-0.9967892896356392,-0.4265442678353561,0.2933242901476571,0.22091758302450043,0.2847897893339907,0.21897669030475717,-0.07339459711866039,0.11929954523363671,0.3371871370726076,-0.8322826454416075,-0.610716537518017,-0.5539713524675056,-0.40856108411222575,-0.35989351474149744,0.11299785964110041,0.6094778463786692,-0.2729600376582124,0.6088738220150501,0.32177852192843853,0.9661074850232957,-0.052477788062002456,0.08011282938706547,0.6438547887268767
root,-0.8488818683344314,0.9799395707247791,-0.3509184003367543,-0.567156819155859,0.01745462916738929,0.2721251643771306,-0.9587347578140607,0.41350240651252695,0.3441562163800108,-0.8436176879522302,-0.230206785870484,0.8211484387461245,0.2734940820010386,0.16807910953713365,-0.9102791046512354,-0.6794088577402853,0.891750054842947,-0.588200164340751,0.7387521548917557,1.0,-0.3227248581175267,0.7381379839259419,-0.9345305921856575,-0.2389349614832127,-0.055795444057558145,-0.7704300264569822,-0.5894865767264693,0.2774930170218451,0.06842654011271006,-0.15384969702068083,0.6728291487541361,-0.5350284211033298,-0.309339404520126,0.1728527647901982,-0.9795320634404091,-0.4756309006846591,-0.9269538881195596,0.05607137096930709,-0.4883152487470025,0.5989030256902331,0.03484229208507558,-0.1825091267179728,0.9655657562765754,0.795365598743324,0.8353764494246052,-0.7117898067000407,-0.08606545499882842,0.9908234400063701
advcl,0.27776304478775016,-0.15439991716635063,-0.6690996092931477,0.13873793158902487,-0.18645873830991377,-0.644174592881363,0.467892838975872,0.5123677498373393,0.44344663672347795,-0.11681939403356482,-0.8435605615763255,-0.06287028231745774,0.2885353163135572,0.3825686303782581,0.1344697306152549,0.20340017947912417,-0.346040917105686,0.9552500833900541,-0.7670135913957654,-0.3227248581175267,1.0,-0.8286575540728184,0.415272475282784,-0.8309270966925039,0.3467709560491417,0.7133551042598911,-0.2480915518914762,-0.696604793147841,-0.7316800437644619,0.005465477889619771,-0.2188924708849149,-0.5711244913530441,-0.7281226769428202,0.195623481525729,0.5064187045574856,0.036185562378380234,0.3170304156553324,0.11222029498474818,-0.3057657024712551,0.5261816912031696,-0.9547288201729721,0.7291324373251966,-0.07935538366252316,0.29649773861922124,-0.7734601823633855,-0.32584973732241823,0.3761993362758006,-0.19905921858529538
mark,-0.49331050338896565,0.5903605585259251,0.3696555463145759,-0.6006908018606387,0.3841959684051022,0.7632762959000443,-0.7531077003871722,-0.2753055877766932,0.07705323960788492,-0.4550168365847666,0.45589993823610303,0.3369297761913195,0.1784847228517424,-0.3876126970897913,-0.664090370219427,-0.6794998242992224,0.8118032560820089,-0.9401565175966387,0.7967687954107133,0.7381379839259419,-0.8286575540728184,1.0,-0.6786710355647999,0.3835572981425475,-0.01738775490663538,-0.7705024741355349,0.02380669979102751,0.7886890386161597,0.6872929778613802,-0.33800210067325176,0.6878531467898955,0.17498041352583374,0.4131751136206428,-0.28177220276075704,-0.8509293950748992,-0.05003236955710422,-0.7922657296157943,0.2095482507185492,0.13054064364524845,-0.09685790375439031,0.6291506345144285,-0.7516912056890666,0.5374421464912673,0.1812244775272888,0.9135329988742333,-0.2583427341499693,-0.5310079699189173,0.663315006824337
det,0.9708616186047996,-0.9295363212156439,0.3760816726380251,0.24893729571648598,0.28952458567609435,-0.06967911108192973,0.9930483010008706,-0.5064449251621135,-0.00546680036139292,0.6232914447829397,0.12589282605639746,-0.9190404139003561,0.0855621379567176,-0.3934590930900279,0.703757812768041,0.387166931475733,-0.6905688856734564,0.64485709424266,-0.8838530851945626,-0.9345305921856575,0.415272475282784,-0.6786710355647999,1.0,0.05779816123741913,0.40744913700322777,0.9151901209989474,0.7169912728704183,-0.09672951804472663,0.06651654309019699,-0.19247583452373376,-0.3811671925847253,0.509524917204028,0.30897153279982825,-0.4473713433466181,0.9363217717558676,0.7213505934963371,0.7430095654329063,0.2954174786252187,0.6395622284110841,-0.5528237779812468,-0.17628342421215662,0.0271027056465845,-0.9018297748365425,-0.7269154509293225,-0.8904959301245442,0.4654564292665602,-0.18549929258923478,-0.8956356854377566
csubj,0.11965079904171133,-0.3828349260785159,0.8108096957471578,0.3038057380968069,0.031842036272062564,0.38457689138152745,0.033955612871377404,-0.6629355284483719,-0.7543901170900841,0.6477764058111366,0.9731509918847998,-0.32166621571366455,-0.5786693477026565,-0.35220177464888547,0.4357237666930036,0.2884921035274928,-0.22130248887960557,-0.6344177846585404,0.4158935013136887,-0.2389349614832127,-0.8309270966925039,0.3835572981425475,0.05779816123741913,1.0,-0.46037393041404534,-0.3479810010373173,0.4858302179969186,0.4416701440639391,0.6041296859103807,0.22965544274704003,-0.269999018624671,0.835205067364592,0.8571635350624377,-0.1538025975689387,0.0426020592847039,0.10187007972570164,0.25958673785671915,-0.2938796086894485,0.47793055627132197,-0.8345333310083415,0.9587472174174544,-0.53338769823694,-0.45315609536130597,-0.7266427291425366,0.33166720059020577,0.7910820220842532,-0.1936762883740872,-0.3658090294535118
xcomp,0.543539312310648,-0.09109389031655571,0.14436798627175085,-0.7543259632903151,0.8513525067179181,0.4938017106114782,0.32672789241762334,-0.35039457254828377,0.8710985332609932,-0.41907434786132236,-0.24792007086342976,-0.4670537629230352,0.9426693299074536,-0.6644594349130033,-0.36173182761883066,-0.6545877012814368,0.34853132274469134,0.30824166381431145,-0.5883726731511705,-0.055795444057558145,0.3467709560491417,-0.01738775490663538,0.40744913700322777,-0.46037393041404534,1.0,0.594189227893037,0.49155901895817433,0.43130473908510175,0.35190944671895114,-0.931528013444591,0.6543190905837257,0.047225905883584926,0.06253577897050265,-0.8052060064267974,0.11546984111610345,0.7986840617526307,-0.29246514482632907,0.9703680989389168,0.5334364628735411,-0.005283937826824595,-0.41525517897237346,-0.382342358666265,-0.04953329083261392,0.00825783441736159,-0.35970513220239453,-0.5252834284149668,-0.7339353783165656,0.030934160829107597
obl,0.8709228686285235,-0.7126395599515915,0.043456368695957294,0.0795931013546383,0.2918494656907939,-0.18844602609586533,0.9142845398451319,-0.2287182565052747,0.3208671165166534,0.3076419367995591,-0.26572613797920847,-0.7430023112385473,0.340830085083219,-0.25712165468135817,0.46485778028270963,0.21690075883463278,-0.5349362822876514,0.8478481129837118,-0.9967892896356392,-0.7704300264569822,0.7133551042598911,-0.7705024741355349,0.9151901209989474,-0.3479810010373173,0.594189227893037,1.0,0.49591334660693953,-0.2378183375775337,-0.15315275734170186,-0.30575358700815836,-0.21843738660054912,0.1524914723607282,-0.03950592627922318,-0.3884467066835436,0.8494591135976322,0.6597266061007667,0.5710552817354373,0.4265361798989563,0.4296213043715441,-0.1906753550355138,-0.5454072576670365,0.2109148491656091,-0.658560933759923,-0.3911388181955033,-0.9606625368105578,0.10331178070322666,-0.1294227199211071,-0.6825339004430929
nmod,0.848368073108752,-0.724598629011629,0.8808896658307342,-0.18821079641576957,0.7277338396839262,0.6160364027907927,0.6396799387205169,-0.9587491739536074,0.011398338123661679,0.45904701786443,0.6385926426478278,-0.9332385311299528,0.23393612805776295,-0.8893180201979078,0.3642079350696998,-0.07724106188549996,-0.20045444867452455,-0.031653652982882655,-0.4265442678353561,-0.5894865767264693,-0.2480915518914762,0.02380669979102751,0.7169912728704183,0.4858302179969186,0.49155901895817433,0.49591334660693953,1.0,0.606857087063234,0.7424992082211603,-0.5409174276516147,0.09386031013299408,0.8846027639478913,0.8343083925779192,-0.852631914428348,0.47793053453261075,0.9141538913183954,0.2896877312887633,0.5576689896178932,0.9926978306378442,-0.871864952165678,0.39368477555853393,-0.6717916142605239,-0.7400251223097394,-0.8458466277782484,-0.33653655106301544,0.43610243320817893,-0.7324690778744001,-0.613497365822858
cc,0.13994134617516035,0.08903581713298137,0.7475134245038629,-0.7155350048153912,0.8293824039612803,0.9974667106021047,-0.20909000284099602,-0.7541042318502121,0.2445605976763556,-0.21754168346698471,0.6162139432924678,-0.2876783211395887,0.44689148029987524,-0.8724242386097271,-0.41520226863828263,-0.7024990008308084,0.6076095807018832,-0.6860780034237728,0.2933242901476571,0.2774930170218451,-0.696604793147841,0.7886890386161597,-0.09672951804472663,0.4416701440639391,0.43130473908510175,-0.2378183375775337,0.606857087063234,1.0,0.970647640485546,-0.7187382829509246,0.7170642464036553,0.5774033187616718,0.7419843539680668,-0.8008183215012173,-0.4076584461271937,0.5704361416881593,-0.5373585495329052,0.6345983130573254,0.6952192629443322,-0.501597214972897,0.5977513865487271,-0.9927100053302552,0.04873985715275802,-0.26904995406685855,0.47529184982247286,-0.09699540704947876,-0.9221918906986798,0.22518766434292833
nsubj:pass,0.2868098199285354,-0.12852131083818957,0.8853178455000426,-0.5449586230161269,0.7904163806024648,0.9607753324480727,-0.03990600017353675,-0.8800699107673646,0.06725803963826005,0.023083652703045056,0.7647689824967739,-0.45228351362003305,0.2966046248107469,-0.9078480526622544,-0.1850703129891301,-0.5167726886602138,0.40225399309794985,-0.6503877372197464,0.22091758302450043,0.06842654011271006,-0.7316800437644619,0.6872929778613802,0.06651654309019699,0.6041296859103807,0.35190944671895114,-0.15315275734170186,0.7424992082211603,0.970647640485546,1.0,-0.6251823282343822,0.5343745562924315,0.7566975304682284,0.8801439469408958,-0.8116003354295919,-0.2241043212758734,0.6335976038221869,-0.3242239157926826,0.5515170693176026,0.8091167144244089,-0.694779633444585,0.7025552024863072,-0.9923426208944612,-0.1747811736757624,-0.48948710777989946,0.36613481676662984,0.1374286057214298,-0.8912419765891907,0.0016668494820713438
discourse,-0.39127867229694874,-0.05771974450552896,-0.34172871496488827,0.9010236063531385,-0.962424527643054,-0.7663761730738639,-0.08708740897835568,0.4995539834044546,-0.8044578394315466,0.48992812531422786,0.0004747245951609597,0.3860625978075703,-0.9248946208510729,0.8123338131482615,0.5212222959393306,0.8293345949053021,-0.5768137976247618,0.058516872994452136,0.2847897893339907,-0.15384969702068083,0.005465477889619771,-0.33800210067325176,-0.19247583452373376,0.22965544274704003,-0.931528013444591,-0.30575358700815836,-0.5409174276516147,-0.7187382829509246,-0.6251823282343822,1.0,-0.8335995221341544,-0.18712791583142122,-0.2796856069612892,0.8971235333029598,0.15082620411285683,-0.7805780400252316,0.5115546094896026,-0.9910774547856779,-0.6150384998725952,0.12110565198543533,0.11188772440549312,0.6682430988428715,-0.07471317523598375,0.008903017703312983,0.03148573762670293,0.517667149069616,0.909798228433502,-0.20259237590829543
