,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.3301786520921271,0.20515511959391142,0.2123195367230426,-0.042224779050833564,-0.3830706765122962,-0.4731151606768755,0.25890299067390465,-0.027320015520990608,-0.6163032176633726,-0.5041550286566334,1.0,0.060707565862625185,0.0006374336733540383,0.5341718867922585,-0.10820305557240005,-0.1697236968273818,-0.29309349385811245,-0.38022131316110563,-0.040451940816215316,-0.07001161263085222,0.25668862589954927,-0.8539600457239989,-0.23642976907259353,0.09901877775201648,0.08621664601634285,-0.282849457056473,0.6971269757505842,0.09006834504806492,0.16842510045589196,0.1736068782750619,0.28967890773144706,0.34946030254008614,-0.021038709574827296,-0.2278560914879675,-0.3118094741324665,-0.29057481645857464,0.4435896122400173,0.17016260126102584,0.9637428033587778,0.13446388229612535,0.04854502688683965,0.5652877433684167,-0.1853419685063024,0.1788612793140281,-0.5348790185618046,-0.12092198919691127,-0.3116487062631806,0.19220206125908793,-0.43485164975163004,0.36335192401822153,0.23988397924299978
PROPN,-0.017160825598926243,0.08193005464709818,0.07352501629025567,-0.2195288131627664,-0.065353098044104,0.19860417362932437,-0.06008932083375068,-0.08031865255488586,-0.16605620795379286,0.014081057674377515,0.060707565862625185,1.0,-0.3664334589596305,0.1238928603780202,0.06346298162048457,-0.5678267361464503,-0.3292439748597654,0.19141843668745992,-0.03199426814978415,0.19212506499998844,0.030362253121573562,0.2599201108260488,-0.0995346011817936,0.009397274936556463,0.09508786445338269,-0.46478786009329626,0.13006684675338195,-0.08815393762530435,0.1226344060483486,-0.1644792337166495,-0.051639799375257776,0.036404366159328815,-0.02242064159142792,0.06226842205945061,-0.19129653199494145,0.2353141491536115,-0.10330539698638566,-0.0877884560944994,0.02990832404681251,0.210643395062806,-0.20787352914796323,0.16023436498623367,0.5710519077745614,0.2621259007429681,-0.003280179898551018,0.09165029562682048,0.17469300851212102,-0.2826288739680288,0.08814798557056983,-0.017153086798861242,0.06301101503206026
PRON,0.43257686839276044,-0.49134981054498666,0.4030671512272841,-0.14824410980671504,-0.28870406557716677,-0.25649930924720077,-0.40673156574309766,-0.12332900385971787,-0.5088935904671454,-0.014044400790240047,0.0006374336733540383,-0.3664334589596305,1.0,0.09390021890547291,-0.18315777238438152,0.023271552065306112,0.09127758189060228,0.18927755676685826,-0.014300253432149978,0.36928018456351464,-0.4218074928564142,-0.1365976454656759,-0.5000822314397062,0.38188947000806633,0.06489853288555004,0.1673579481192833,0.12095044119041742,0.03685559028365774,-0.6268902290785048,-0.37155889706070566,0.09746409145379527,0.05378581886892551,-0.3802739970921263,0.6784878389652355,-0.20395122205003263,-0.16306431180236905,0.273097294991797,-0.26669807142424923,-0.032311831613887176,0.2022141315480636,0.24635149912426335,0.13774029004869554,-0.3324693960770619,0.3072430101165724,0.19847756552365822,0.1305671650318086,-0.06492048669769779,0.3054578364268948,-0.2961416768547171,0.1841180139008622,-0.44828009899437476
NUM,-0.27019694093596286,0.12574568822882193,0.12417211866566615,-0.36247852647293616,-0.5653269694133953,-0.2960185852660585,-0.48106678855531476,0.31960084358255125,-0.46976969269830116,-0.3718970084087488,0.5341718867922585,0.1238928603780202,0.09390021890547291,1.0,0.04519041321326849,-0.15797827955466215,0.0028944316535136354,0.3308968370426808,-0.15803490502877895,0.14533256788868243,0.26034531949074685,-0.5091707521397739,-0.3689341288404824,0.4284486124242543,0.03431141571780931,-0.2768727784186497,0.4057848111777132,0.3030895684928532,0.11956216008143648,-0.5489680869953564,-0.04440260638812952,0.14703590565051858,-0.1373186809896407,0.1371776302412386,-0.03477835181404219,0.3022011802233683,0.8819120185981727,-0.3546057730054666,0.5404606677792205,-0.035107402166805385,-0.21833829605029267,0.5686926148612389,-0.40395998335894784,0.1982546377928929,-0.1187118928017291,0.2340434525690168,-0.13522517882384627,0.13874387343753133,-0.44377093933566614,-0.07676573023038506,0.17619000937607265
ADJ,0.24440562003034477,-0.17062499020585958,-0.10491713315963533,0.3807950735932973,-0.07053026319771498,-0.37834255636484215,-0.160537645250179,-0.03738056065812001,-0.14674488734451735,-0.0433525005050043,-0.10820305557240005,0.06346298162048457,-0.18315777238438152,0.04519041321326849,1.0,-0.17829073243067958,-0.030079410639658542,0.20273894372226953,0.22436950146684434,-0.15094419252859131,-0.17827702316179417,0.1523855464927056,-0.29944678836461897,0.40559824498846075,-0.02538729884673847,0.10877222906627271,0.10949277173241269,-0.09707012409095898,0.29088347366356904,-0.09735141642867695,0.04493595215609695,-0.1548800448126928,-0.2078392091037415,-0.09518304348820518,-0.13543008893897582,0.5850603856742723,0.1283967404666002,-0.009138819580427454,-0.07051160975152562,-0.18941332388219959,0.07356233589702689,-0.059023396356407784,0.1643531522714278,-0.18014912421473758,0.08601944069518774,0.17730443648302102,0.24883777182310796,-0.05816221840811545,-0.3113970494705931,-0.42007559036828657,-0.19374811690179142
advmod:emph,0.09448510785116344,-0.14199102986206907,-0.48431411108210787,-0.11922400569093065,0.35826139497386106,0.15150181555179787,0.08535149057100928,0.44629278661363375,0.3584519082879882,-0.07001051425856687,-0.1697236968273818,-0.5678267361464503,0.023271552065306112,-0.15797827955466215,-0.17829073243067958,1.0,0.3156155137311049,0.1483339790284335,0.10645278869680372,0.02148386114425901,-0.1144282151417774,-0.06833727109795236,0.25921561044212105,-0.28795705846680214,-0.09646798545577635,-0.029931791505011397,-0.2651699673466764,0.4578628963880048,0.07775291144369395,0.1579589720550168,0.26108780713241153,-0.3987567443433166,0.3339284389626896,-0.3709978557273805,0.35852247954522604,-0.07236529188856027,0.005001691540021639,0.1470727160764088,-0.18300470238383823,-0.11611538198340761,-0.41106520081632353,-0.0486633716015188,-0.5436948019514991,-0.3806541738436211,-0.07389934482418353,-0.20972793832159056,0.14256148179187592,0.11651102478866421,0.36988886648584707,0.0173193546860397,-0.14073741973154802
obl:arg,0.424889669284406,-0.415453274409758,0.22473690532674567,-0.17935845641413406,0.27290498672875196,0.2028296082417379,0.02945591000582297,0.15187916074697516,0.2771701492729102,-0.15723460488648683,-0.29309349385811245,-0.3292439748597654,0.09127758189060228,0.0028944316535136354,-0.030079410639658542,0.3156155137311049,1.0,0.006164053320183755,-0.06958356893249966,0.30379573154199363,-0.43706536581919114,0.12000480486912977,0.26900540335401146,-0.40246089882429037,-0.20185757209574823,0.27795530594506357,-0.5696374788863486,0.30728867968969287,0.027737222609066022,0.09618001190496137,-0.17289925494417005,-0.530354641317661,0.21704437008088492,-0.0902182654623027,-0.09832397178912061,-0.05348649664441672,0.3878727831791896,0.05219583707781429,-0.3187101342748949,-0.26774114475050187,-0.0754366791357203,0.03712265546873982,-0.14290302874831518,0.20839694555990274,-0.08714264989664186,-0.3765671488896991,0.05808936826715116,0.3813281238188447,0.2454950219390388,-0.6630629927240566,-0.4017114895946743
flat,0.04661565941683885,-0.04072964470374636,-0.12988549349537032,-0.3223788308464231,-0.3290347826407861,0.06133925751898748,-0.6666966654831209,0.44654595343885944,-0.08017719499412282,0.010542406269824351,-0.38022131316110563,0.19141843668745992,0.18927755676685826,0.3308968370426808,0.20273894372226953,0.1483339790284335,0.006164053320183755,1.0,0.2069444115134367,0.42337650156406725,0.01579622530081795,0.3387795325021985,-0.4521171657812665,0.3830062107711272,0.19418036167820932,-0.22116364371715277,-0.06954312199025667,0.31778712655301106,-0.2157311111266458,-0.6692420528419171,0.18997506124281166,-0.2988310006617427,-0.3305976551473503,0.2013772785900082,0.3809743267929012,0.4472019907750691,0.27705672124943137,-0.368380640272652,-0.2772650280603272,0.05711150445556921,-0.24478764577592685,0.21702675898695792,-0.363498648949893,0.11683505816399704,0.17536268158301652,0.17607426846432161,0.3267291748401442,-0.21358900417712723,-0.13108791446496657,-0.3336987325278804,-0.041203715496255344
conj:expl,0.047173411309998345,-0.034151587283345254,-0.24729216178239707,-0.07142857142857141,-0.11179086825073047,0.13774543827911812,0.1884828558158184,-0.07152298930988005,-0.16668900207589787,0.0706127072190939,-0.040451940816215316,-0.03199426814978415,-0.014300253432149978,-0.15803490502877895,0.22436950146684434,0.10645278869680372,-0.06958356893249966,0.2069444115134367,1.0,-0.33390732636716597,-0.04086199195967619,0.030157280708560587,-0.22487115055573642,0.12288277775962562,-0.01594019593613436,0.20746359052383467,0.3284281546695998,-0.033235921481868776,-0.13341438083741558,0.17701713683051956,0.3909023842917739,-0.20147912014738237,0.13475948342307084,-0.2719922231883732,-0.17433868710156553,-0.34848065351359486,-0.11847788136843715,0.25105168548275264,0.016645942712606648,0.44742804261237146,-0.11771900310962884,-0.07142857142857142,-0.17014365976275783,-0.25105602384633235,0.125807424049787,-0.12543912968825327,0.6719360220011734,-0.2980493509487231,-0.062060368141271575,-0.15189430203555562,-0.06534787668101207
nsubj,0.2660168139022421,-0.24831972721965434,0.5917082355311856,-0.1601693862010261,-0.16750870535227425,-0.19105756664620635,-0.3246205119296811,0.23060998917626147,-0.24740798372020026,-0.2545006971937866,-0.07001161263085222,0.19212506499998844,0.36928018456351464,0.14533256788868243,-0.15094419252859131,0.02148386114425901,0.30379573154199363,0.42337650156406725,-0.33390732636716597,1.0,-0.26260681771801286,-0.004987818749388076,-0.2937069431059311,-0.12444183538705839,0.040074939723092416,-0.22610893416786418,-0.22564125048587558,0.370524002880682,-0.1975292159401787,-0.3481957979375163,0.2638564992309514,-0.41912931362594014,-0.4471530665479778,0.18376161394994925,0.0045706046127244595,-0.01194190765314505,0.3011305033091173,-0.20640595162021788,-0.0398848651226874,0.18108280267551674,0.269642620771332,0.46342062611004714,-0.06059149811656418,0.7518836019348434,-0.4441809625516344,-0.23894409964215702,-0.33044865658176303,0.39756686454493007,-0.13126537688861012,-0.11776079565158795,-0.22900034162568944
root,-0.9876426728481853,0.9692717887586465,-0.31100613685288087,-0.15486932891759872,-0.08314190386963187,-0.12067633096925892,0.010298504696215313,0.29898462069599313,0.09173935396189835,-0.11304203575213724,0.25668862589954927,0.030362253121573562,-0.4218074928564142,0.26034531949074685,-0.17827702316179417,-0.1144282151417774,-0.43706536581919114,0.01579622530081795,-0.04086199195967619,-0.26260681771801286,1.0,-0.2875044162368262,-0.0002720095045799241,-0.13359571834366535,0.42646238605354986,-0.21210714166487224,0.0920642621544602,0.11407004444616523,0.45450734984627095,-0.06708818766301099,-0.056130473394280775,0.5965436195592331,0.08862477527702055,-0.1887137992301361,0.43854831293199154,-0.02920067210881185,-0.02288575269925616,-0.08088024948722093,0.42667152039717793,-0.13587427977571578,-0.031695925274146455,-0.04889532747891213,-0.3126963780645726,-0.17543990250595162,-0.12663687538599722,-0.07980077042761438,-0.26131704439281245,-0.19258573766993003,-0.0816149932406644,0.20234880687534487,0.9847428106298395
advcl,0.32864707870081245,-0.17766783471066702,-0.16355378134769197,0.13956739544161084,0.31653808845918346,0.5380431516644454,-0.18895028075314524,-0.029744803088361717,0.564498982056706,0.3568783713763456,-0.8539600457239989,0.2599201108260488,-0.1365976454656759,-0.5091707521397739,0.1523855464927056,-0.06833727109795236,0.12000480486912977,0.3387795325021985,0.030157280708560587,-0.004987818749388076,-0.2875044162368262,1.0,0.20419593934145278,0.029049693606643164,0.11663674993255438,0.06051035014152948,-0.4917896403199686,-0.2599300769896775,-0.24663341135955325,-0.11293703236035153,-0.18041735092582017,-0.25067468452171465,0.056590035982048766,0.18525935166551888,0.17624939134046333,0.36554813352847976,-0.5213818116908511,-0.19584056866849708,-0.8309145454349173,-0.24340047332723058,-0.13033040105347318,-0.40436716217647395,0.36432649200311734,-0.056677311432671636,0.5131444481248837,0.09343900906254218,0.45971209907596894,-0.49382136750360334,0.4522855555923688,-0.3911528081436073,-0.24501490799353026
mark,-0.0660315429435344,0.11130248433031777,-0.2822421762965907,0.18814078365279174,0.4591642705754758,0.2442085706852704,0.4897853222282013,-0.2474046927124844,0.8202170151349485,0.366701550199665,-0.23642976907259353,-0.0995346011817936,-0.5000822314397062,-0.3689341288404824,-0.29944678836461897,0.25921561044212105,0.26900540335401146,-0.4521171657812665,-0.22487115055573642,-0.2937069431059311,-0.0002720095045799241,0.20419593934145278,1.0,-0.5164920679698243,-0.4179975850819914,0.4088686495344034,-0.47905570888139093,-0.38461951114279413,0.16559686139649488,0.49304629425339247,-0.27308714467281503,-0.15334025029776568,0.5050851075874553,-0.45742391614632133,0.12816466736352947,-0.12708657618346675,-0.37080193702267333,0.2657051285490118,-0.3176941666767779,-0.11004181173531127,-0.19353355106911319,-0.5036427989162204,0.24296943452985886,-0.25465580100818114,0.06857265728714379,0.007388823419911788,-0.1470516708058893,-0.2815085819507591,0.38627845384114096,0.0755498394742371,0.06639646882249747
det,0.14340609055984901,-0.20024963436077803,0.10367043033559568,0.28621128878416074,-0.6457763990262313,-0.3091988406756848,-0.5690625090883171,-0.12256910130092138,-0.4068003062497951,0.06993846467564217,0.09901877775201648,0.009397274936556463,0.38188947000806633,0.4284486124242543,0.40559824498846075,-0.28795705846680214,-0.40246089882429037,0.3830062107711272,0.12288277775962562,-0.12444183538705839,-0.13359571834366535,0.029049693606643164,-0.5164920679698243,1.0,-0.03826846909137841,0.06083076093787637,0.5871368853469331,-0.3106546810883261,-0.40613409287298147,-0.5385801234880307,0.11478942035611435,0.08304137361672288,-0.4413330791787507,0.3788725243779102,-0.17769822524733309,0.3784764617088043,0.2633963768030604,-0.4370402552138849,0.09807873379893386,0.12476751163148601,0.116626414004314,0.2424114123941225,-0.13810311023006894,0.007588669642879387,0.3329619793467682,0.6508594651684612,0.16390135001737083,-0.2895337582627846,-0.5546999256060829,0.10316779442661009,-0.2192353955707797
csubj,-0.40364074554580026,0.46521074109261296,-0.13052250574645338,-0.2464453651798522,0.16567569869797963,-0.027760993903608408,-0.18404829936848024,0.4393466393086705,-0.1607349847019864,-0.5085060196227588,0.08621664601634285,0.09508786445338269,0.06489853288555004,0.03431141571780931,-0.02538729884673847,-0.09646798545577635,-0.20185757209574823,0.19418036167820932,-0.01594019593613436,0.040074939723092416,0.42646238605354986,0.11663674993255438,-0.4179975850819914,-0.03826846909137841,1.0,-0.5427575625335407,0.0025839398016484164,0.3008890658590088,0.1573251388189444,-0.16722956125600727,0.15794786724063878,0.5498199342637006,0.10768332837316281,0.21794377222722403,0.15663357314735743,0.13317736529394822,-0.010533771283486492,-0.2839982385038772,0.24574281407144868,-0.4873869218539049,-0.16867485985475847,0.11111263821360441,-0.33235495234437445,0.12027639334172784,0.040567103976769485,-0.4322913127032282,0.17537369500032732,-0.1852694068038272,0.18077331457287382,-0.11554427442765394,0.4665614163742548
xcomp,0.19493301965543622,-0.160143541194449,0.09323828812325652,0.36888691007779845,-0.12875372831615295,-0.23514418123160324,0.24621549846628235,-0.6531310277606197,0.319526131936217,0.5914084615019444,-0.282849457056473,-0.46478786009329626,0.1673579481192833,-0.2768727784186497,0.10877222906627271,-0.029931791505011397,0.27795530594506357,-0.22116364371715277,0.20746359052383467,-0.22610893416786418,-0.21210714166487224,0.06051035014152948,0.4088686495344034,0.06083076093787637,-0.5427575625335407,1.0,-0.23915327471520423,-0.6360389635904868,-0.2571852070484423,0.28281385690604843,-0.21712258011622132,-0.15830609459299477,-0.13813255189236853,-0.09748352456626967,-0.12185285915129755,-0.263848509160193,-0.1299008072373677,0.24640714459426588,-0.2944967649925434,0.216487234936497,0.37151131313379854,-0.4534185079043052,0.0016755672838728087,-0.13997581453546726,0.21047825142655335,0.30850075759461837,-0.17471012066942457,-0.1263283752063743,-0.3536226490850529,-0.06767681248581049,-0.17824302871595474
obl,-0.1412585765108187,0.027958252945222778,0.19340587788644334,0.2026873365441116,-0.5527450230372192,-0.2924345589993988,-0.06301112558034759,-0.01793144086452938,-0.6837523099408044,-0.3499921619053389,0.6971269757505842,0.13006684675338195,0.12095044119041742,0.4057848111777132,0.10949277173241269,-0.2651699673466764,-0.5696374788863486,-0.06954312199025667,0.3284281546695998,-0.22564125048587558,0.0920642621544602,-0.4917896403199686,-0.47905570888139093,0.5871368853469331,0.0025839398016484164,-0.23915327471520423,1.0,-0.10412831786658489,-0.2132066797032656,-0.12541910844210036,0.51986597583083,0.1615557686741742,-0.1474030156778991,-0.03498146519520293,-0.3289650737906052,-0.1744213129661559,0.21139637678793322,-0.08261176659026385,0.667618271021765,0.41586428014019955,0.14765518351591903,0.4484391950800833,-0.034988597479386575,0.12669028985602138,-0.19999390940919695,0.12006580202065033,0.14821914200788283,-0.11231823894168529,-0.4479346165086978,0.42533477162874544,0.010386505120620953
nmod,-0.06657576155265914,-0.005069575919250265,-0.09268054765170039,-0.5693877578768742,0.2232823481198937,0.2006245124412615,-0.2717097385177949,0.8085348889386225,-0.24704051477701827,-0.5630706172107092,0.09006834504806492,-0.08815393762530435,0.03685559028365774,0.3030895684928532,-0.09707012409095898,0.4578628963880048,0.30728867968969287,0.31778712655301106,-0.033235921481868776,0.370524002880682,0.11407004444616523,-0.2599300769896775,-0.38461951114279413,-0.3106546810883261,0.3008890658590088,-0.6360389635904868,-0.10412831786658489,1.0,0.35559922327825993,-0.2692535683974098,0.13409611735804153,-0.16119053207135628,0.16712051778306594,0.025957006147845303,0.21640270074691265,0.09189185354464648,0.4406005831871472,-0.12878056496318258,0.13450461851215167,-0.1828797133706823,-0.32084534929388686,0.37591603620389,-0.3949082658344156,0.04537459414251707,-0.2717267094009339,-0.4854717376322688,0.12219753232506697,0.5951282822594787,0.34372949755470844,-0.2350336177687902,0.0571491894996945
