,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.46122322635318314,-0.4638541534552551,-0.6609797388574243,0.13716510932540477,0.25040338838855347,-0.5896838836789935,0.5131695130271402,0.007017241428434367,0.24023519071402064,0.13783047805113122,1.0,0.626561146487524,-0.2898440828054363,-0.6003520291781135,-0.41481851761289906,-0.047406624659380524,0.12582424437900697,0.5053643417554026,0.12056288926593656,-0.4683009753204709,-0.733951964294371,0.3156909244216889,0.35609926314955165,-0.7700038126775275,0.3440629825989623,-0.5127751745110442,0.808117243416552,-0.5781642759271449,0.5053643417554026,0.5376274691517232,0.08047688835936725,0.4262764552803555,-0.28590279733559876,0.21153603925249384,-0.2575649065973452,0.07309630608754995,-0.6371764866300617,0.5971359615232402,-0.2477087362853003,0.9786250267091038,0.0532244604118821,-0.18615058656197803,-0.2939212681402284,-0.5015190620875315,0.12801825383953583,-0.5028864567580449,0.3557053532269075,-0.7261008111141902,0.2667262858420018,-0.41843019675421483,-0.6611131274811168
PROPN,-0.2125783139465518,0.1628462393255056,-0.07669324439665756,0.5469841896356287,-0.15026529996733767,-0.3331601553998457,0.5490495948595534,0.33021710429913476,-0.06321947923093714,-0.615711865961785,0.626561146487524,1.0,-0.5539802408964314,0.027799524907989002,-0.05262775336830303,-0.3013119576570613,0.09732327861625435,-0.11957008738093328,0.5533642209946934,0.27235149237531564,-0.24289856981585883,-0.04200317009531732,0.07411470026945677,-0.569164426202433,0.21632739700740022,-0.8753545116280194,0.316521841964729,-0.28210828580685254,-0.11957008738093328,0.5612982091209117,-0.3413258335999576,0.593319239881774,-0.23605296071413273,0.1587847095331515,-0.38974016384864746,0.4337702549682106,0.03080446192640267,0.46329154451351284,-0.1259212425373834,0.5749179439413407,-0.41631087116263377,-0.4960830722970608,-0.2679533225793867,0.09228008146221389,-0.10783097912052787,-0.5867631394936608,0.4309109004466076,-0.4896779748131563,-0.16127623552024345,-0.021935055670179934,-0.19168139357935027
PRON,0.18364879254885835,-0.048564419932922306,0.3240158459381322,-0.6444647944002863,-0.044942452212039,0.5216067437475439,-0.36939702296721144,-0.8534310240927558,0.4910324563067633,0.4276228089379768,-0.2898440828054363,-0.5539802408964314,1.0,0.06415107719702483,0.14454932183049854,0.08255644893780203,-0.23531442796529195,0.38053431326283105,-0.6702901239182738,-0.005869173742967778,0.1705270476793821,0.6250832897605071,0.3143634819552339,-0.21515343864598785,-0.6679563278796737,0.803673366279317,-0.3535011308753372,-0.1363456190055814,0.38053431326283105,-0.34736826410121907,0.6362914577005471,-0.32648298029616635,0.037854483280212826,-0.0035986544388497545,-0.4635056227461456,-0.44007952056711064,0.0787120310371691,-0.26923074828650956,-0.6539742182603178,-0.2061822308791289,0.12801941390388935,0.5472937935663738,-0.05388653271833169,0.09088007072499821,0.44551366757228844,0.1039512115858188,-0.49356247959184113,0.15715856442947818,0.06074171755109947,0.33054963190532277,0.0368753622858588
NUM,-0.7053963919796031,0.7890916007512004,0.6941023500870741,-0.11164693560691198,-0.587952539553352,0.3277878672422738,-0.09468557466218111,0.19362725353425256,-0.6214359453439235,-0.7558953898419473,-0.6003520291781135,0.027799524907989002,0.06415107719702483,1.0,0.7219873864905301,-0.5693654158919345,-0.03604925965394167,-0.5172323460559445,-0.14807226551537303,0.7272134792043872,0.6888157154743336,-0.358546932306563,-0.6592370679939195,0.20226578280973287,-0.29147539299267167,0.09743396150915451,-0.5822552230758802,0.510885912309687,-0.5172323460559445,-0.03932047315264128,-0.08137657302514788,0.01793524248803781,0.039722968338981396,-0.19141276304481028,0.02396753823317663,0.5057339752221418,0.9949345141428966,-0.19093910876948333,0.13799338987060675,-0.5838458808524375,-0.2832161957398793,-0.4218431606734194,0.2976091624527249,0.5947282237330523,-0.04124184508078009,-0.24885430190080451,-0.6070894163410337,0.3691063500342333,-0.5430665446386752,0.880026067201262,0.7478563148346932
ADJ,-0.20254515221223388,0.16865099952323145,0.5569520955418706,0.02040861296933899,-0.8769947069488963,0.5622472096230389,-0.3246271677456409,0.28381011533255257,-0.28246305460678145,-0.4236255815591648,-0.41481851761289906,-0.05262775336830303,0.14454932183049854,0.7219873864905301,1.0,-0.8571219753290575,-0.06694587114825455,0.10298071573040272,-0.0916252873464143,0.6585490000879096,0.09947090021103286,-0.16344850535182306,-0.44198200368321244,0.0788520164754638,-0.3429315706941933,0.3266527365544149,-0.11645581115205152,-0.11009500222615325,0.10298071573040272,-0.2860539555400075,-0.34762781805556825,-0.4220314980965665,-0.455729667378957,-0.23397824197876702,-0.10224675064333827,0.7649961679087797,0.7056371559396504,-0.21261671779832203,0.3295561485655103,-0.3208279405335977,0.38592184772200605,-0.5170562473466221,0.7762538589767076,0.5483990320749322,0.3806066384188533,0.10018928909806028,-0.44944145712332484,0.6633001354363367,-0.6393611380762629,0.5327478032596625,0.1355891128939522
advmod:emph,0.01039701442941244,-0.1121452047026177,-0.17558469863417778,-0.130480093145578,0.7180981490830765,-0.2687364086483205,0.13807382351226835,-0.42682537952976735,0.3822540128203788,0.4704421705745277,-0.047406624659380524,-0.3013119576570613,0.08255644893780203,-0.5693654158919345,-0.8571219753290575,1.0,-0.19963404049668215,-0.22343511956143805,0.012648912839861278,-0.4176648437077039,0.20024054964808885,0.02861790658326567,0.5109970965782968,0.29429451582135663,0.011060439013096154,0.0015944622471700245,-0.2820601275565664,0.2439221639669761,-0.22343511956143805,0.06080658698711904,0.35505813143018533,0.04313728857318295,0.676784047459362,-0.012297564212118486,0.08962275202387546,-0.9226231085483387,-0.526926132913445,0.01838699072676219,-0.261952680763365,-0.14896678706187566,-0.3204306250260235,0.810289603108721,-0.6009043459442447,-0.21736055205097124,-0.5018945081118596,0.2899364631728745,0.39642689652956886,-0.33196263145323085,0.4326224790209828,-0.49126441852919456,0.07233363379978554
obl:arg,0.4453094388326796,0.15910334051165778,-0.5901582999077126,0.4165393409631014,0.4615964659098276,0.1522669000667906,-0.5460943015174037,0.43517416482903926,-0.31801188827706156,0.10108877902428447,0.12582424437900697,0.09732327861625435,-0.23531442796529195,-0.03604925965394167,-0.06694587114825455,-0.19963404049668215,1.0,-0.13512143675450242,0.31253528318875884,-0.4135988809727475,-0.25520377579771114,0.36398223781932015,-0.5396910077433833,-0.08820871490748362,0.8084396963381374,-0.26485606417117774,0.32360228127867596,0.15683113003784477,-0.13512143675450242,-0.4811687276128345,-0.31278942058837944,0.60463010107682,-0.5999036441204642,0.9060750912245222,0.44698984515408396,0.20381495153316825,-0.04001019597531437,-0.6048444556104974,0.07909828086543085,0.25281169629818206,-0.11994828322409465,-0.5708027332462833,-0.2712767555463524,-0.6914125103372019,0.5429530611284428,-0.23943360417198567,-0.050384972280708124,0.1569791277415445,0.7247936253925187,0.11661309304624694,-0.11392949590988485
aux,0.7535864408467958,-0.8372632785596822,-0.3331162798661558,-0.24197004911147624,-0.14931831756177838,0.05389142036015421,-0.06822059666772128,-0.3062286248260106,0.5629327939771038,0.6036049478546718,0.5053643417554026,-0.11957008738093328,0.38053431326283105,-0.5172323460559445,0.10298071573040272,-0.22343511956143805,-0.13512143675450242,1.0,-0.32532166945220836,-0.3649283322905055,-0.784793577391221,0.5174222019213144,0.4626128951819892,-0.5187053098776543,-0.18104794324070536,0.40050732860649463,0.6707901104412151,-0.8353294951223089,1.0,-0.05696604650677076,0.1770597347427264,-0.40696106844963825,-0.47635488241434737,-0.05028074706953003,-0.3385544825705588,0.050723511673108,-0.5534213409858673,0.22379014706005398,-0.16666666666666669,0.5887182054285326,0.7596313321880425,0.10254290553563031,0.3326509642689375,-0.2725580186540921,0.569785659793544,0.1237521835960053,-0.0024645098328724443,-0.046690616763733844,0.043710979554282936,-0.3679768350555031,-0.8080375304006776
flat,-0.03900871437952004,-0.008433393935687735,-0.07705763349061846,0.9834546489658631,0.013419442687451247,0.11618693040378211,-0.07143561749752847,0.6231416945501249,0.0670983567583521,-0.28676066528240807,0.12056288926593656,0.5533642209946934,-0.6702901239182738,-0.14807226551537303,-0.0916252873464143,0.012648912839861278,0.31253528318875884,-0.32532166945220836,1.0,0.24196229675098255,-0.23088804430436005,-0.15778721573721277,0.05278832684629034,0.1483432751309222,0.4342732925651426,-0.7217178702387641,0.13632823717038298,-0.1700719289781229,-0.32532166945220836,-0.1369433998494874,-0.8572776712150312,0.25495153135991566,-0.3046483977056881,0.3325505117293286,0.011085489451814855,0.26873068768749725,-0.09254210641603594,-0.18706548213061447,0.3123396722744613,0.11081332719317528,-0.2021230066856145,-0.3354917499584366,-0.10324593672283232,0.0737735711654604,-0.09325528573993407,0.21374337900835563,0.8084360932722735,0.1727337300539091,0.05364623112295821,-0.42003488463605176,-0.2620472854605491
nsubj,-0.7278786623945277,0.4666429840709752,0.90377358083402,0.22674065423135945,-0.8008478929776573,0.43300683339829654,0.07138345951830441,0.13130957025551263,-0.09999736417581377,-0.7542615929801716,-0.4683009753204709,0.27235149237531564,-0.005869173742967778,0.7272134792043872,0.6585490000879096,-0.4176648437077039,-0.4135988809727475,-0.3649283322905055,0.24196229675098255,1.0,0.47782062470122594,-0.3671219448731207,-0.08434733799448028,0.15435021907627403,-0.570354969274802,-0.07353811243898925,-0.557619061605394,0.047730917615732935,-0.3649283322905055,0.04549794028593037,-0.35720087492852914,-0.23672163681201852,0.045426362093821726,-0.4010101765936833,-0.4220472119960042,0.44762278561330726,0.7650576141432095,0.0015030356828585024,0.08970936322830138,-0.49442722971307035,-0.20503636857559665,-0.1766319189417153,0.35015574973640157,0.9363167885078896,-0.18201296789322285,0.0804507810761409,-0.01797810080206107,0.3777347923408086,-0.8104361392218268,0.4341022932099348,0.3922210062243171
root,-0.8349992458245469,0.8328024419232682,0.665835922827149,-0.3148929932856112,-0.07178575828340643,0.10822968467755516,0.05388511734214169,-0.17974253134113535,-0.41380662007468993,-0.47903666269115125,-0.733951964294371,-0.24289856981585883,0.1705270476793821,0.6888157154743336,0.09947090021103286,0.20024054964808885,-0.25520377579771114,-0.784793577391221,-0.23088804430436005,0.47782062470122594,1.0,-0.40814239812640035,-0.33032966310857853,0.4738260095168257,-0.3616016260589023,0.1417227672476979,-0.9301838429850976,0.8254585201055556,-0.784793577391221,0.05618503682740422,0.2769713851061957,0.050651081190933346,0.6737548163411129,-0.2796102381554322,0.10278780005143758,-0.21984095164146147,0.7142178390090275,-0.15739942632457346,-0.08248857635220697,-0.8090994455153854,-0.6076318682322225,0.22726337711439062,-0.16889851310377474,0.5113895584858368,-0.5066389037659692,-0.07505256399148079,-0.4170442457072822,0.1031934617250364,-0.28199125249155027,0.6310493723597452,0.9636745788788423
advcl,0.6528890983847017,-0.2511927464773115,-0.29002316027382474,-0.08483158080217529,0.327488233408548,0.38979137342873443,-0.4183416330391877,-0.553725255690297,0.6069581473925378,0.5220157278963405,0.3156909244216889,-0.04200317009531732,0.6250832897605071,-0.358546932306563,-0.16344850535182306,0.02861790658326567,0.36398223781932015,0.5174222019213144,-0.15778721573721277,-0.3671219448731207,-0.40814239812640035,1.0,0.3646075896236866,-0.6374369100298407,-0.04590037781838954,0.2373476567011154,0.22297277894298811,-0.46815720472383665,0.5174222019213144,-0.3809408672449349,0.3025321853863988,0.22974625536819981,-0.48056431254949783,0.6549095139823414,-0.47198395825441886,-0.308530334292166,-0.3386819572271625,-0.3342820560847406,-0.7418076642383926,0.4501110140660703,0.030055987086157074,0.17512926464040837,-0.41194622054250857,-0.45803962038798934,0.7731071497305501,-0.1581110109987313,-0.04799112007676429,-0.0857160788983024,0.5824435806451955,0.009570397547020177,-0.4791610932771359
mark,0.23730446186314808,-0.5729433715046367,0.03343334033081944,-0.029940530305541543,0.10239381464439319,-0.023608422062133486,0.26858607440233734,-0.6048899844870855,0.9241480022830041,0.429849753819649,0.35609926314955165,0.07411470026945677,0.3143634819552339,-0.6592370679939195,-0.44198200368321244,0.5109970965782968,-0.5396910077433833,0.4626128951819892,0.05278832684629034,-0.08434733799448028,-0.33032966310857853,0.3646075896236866,1.0,-0.31630050801609155,-0.4583601573798796,0.0517030200471678,0.08435135435062893,-0.6313264286696272,0.4626128951819892,0.18457421684920364,0.2218514648827646,-0.2649413466556042,0.18712354107255746,-0.19567118434624228,-0.6760357236830525,-0.5496290923811672,-0.617742595607166,0.34407468823477755,-0.4980321016844868,0.3033504134857165,0.08911738700615121,0.7129059105295751,-0.24806599414378439,0.10655779877275734,-0.08821646091940014,0.2789549458183018,0.5707051778803895,-0.32470019330915983,-0.010168745650397139,-0.6092336527455232,-0.5393505777985518
det,-0.317230082240631,0.1571156670085429,0.26217359726714906,0.0937644742419755,-0.007599828446078183,0.16952640123944707,-0.3112473677410377,0.34726074927199285,-0.3231813055285253,0.012758631210989356,-0.7700038126775275,-0.569164426202433,-0.21515343864598785,0.20226578280973287,0.0788520164754638,0.29429451582135663,-0.08820871490748362,-0.5187053098776543,0.1483432751309222,0.15435021907627403,0.4738260095168257,-0.6374369100298407,-0.31630050801609155,1.0,0.06687072033711193,0.22803673037652206,-0.4754804974691213,0.5677153883468675,-0.5187053098776543,-0.3752002480354042,-0.31079699234174574,-0.43683025387619545,0.3887991199351872,-0.2912884164466865,0.6412131878179542,-0.10302453776662912,0.22578956694355704,-0.3940416687347705,0.6615886110028306,-0.8106195386442906,0.09658499739952944,0.16499696445818865,0.3286606188448674,0.25436325139665283,-0.4415554564718652,0.6822040830718525,0.03507671837124027,0.585913898396076,-0.1393747371186639,-0.1030542259774087,0.44996389482229626
csubj,0.37637538661724335,-0.033721660710997574,-0.7985794692908831,0.4790106031949285,0.5604473616740117,-0.3492730900468319,-0.13484031947147332,0.6597852245979137,-0.43004549189503777,0.09022006140055293,0.3440629825989623,0.21632739700740022,-0.6679563278796737,-0.29147539299267167,-0.3429315706941933,0.011060439013096154,0.8084396963381374,-0.18104794324070536,0.4342732925651426,-0.570354969274802,-0.3616016260589023,-0.04590037781838954,-0.4583601573798796,0.06687072033711193,1.0,-0.5298886083137299,0.5305186870690749,0.1858943933220468,-0.18104794324070536,-0.10386981787627309,-0.38533956749799075,0.5672263170820059,-0.3303897740401011,0.6149111151868571,0.681219792794778,0.17936897569642427,-0.3148148503812881,-0.20124135496235657,0.3942064041532349,0.3742286330434476,-0.06141218577424426,-0.5306086091515307,-0.22715820311522578,-0.7435543723515002,0.09142553942664014,-0.18852821378943305,0.22771115615742932,-0.1081944151022844,0.6398170147234525,-0.2594104508455829,-0.18164042512492143
xcomp,0.22921624854803466,-0.21938675617077685,0.26429285800628255,-0.6785335454146642,-0.17174389217668384,0.4733304769241679,-0.4898896877363283,-0.5237363715176003,0.2229945526453252,0.5277378892005959,-0.5127751745110442,-0.8753545116280194,0.803673366279317,0.09743396150915451,0.3266527365544149,0.0015944622471700245,-0.26485606417117774,0.40050732860649463,-0.7217178702387641,-0.07353811243898925,0.1417227672476979,0.2373476567011154,0.0517030200471678,0.22803673037652206,-0.5298886083137299,1.0,-0.25924442944214404,-0.011930930008314182,0.40050732860649463,-0.48003184027103235,0.4450395063252111,-0.6914495664516672,0.05440453797769349,-0.25577549731401866,0.003379835808539905,-0.2599860507523838,0.08602575115621802,-0.32257370581496286,-0.09407905065682044,-0.4306380202904467,0.5291036759774852,0.44172330646987784,0.40668834474766563,0.09234787939225103,0.3379288296548336,0.44069256561998976,-0.5805110481077415,0.4686934183578439,-0.07410595020774126,0.19871127196017543,0.06768561066126476
obl,0.7311910506380955,-0.6936909848838294,-0.7805012816942722,0.22219878232107645,0.1142933377253953,-0.3756582666440011,0.12074979982077286,0.3272074844257459,0.0956172781576427,0.33262902949781986,0.808117243416552,0.316521841964729,-0.3535011308753372,-0.5822552230758802,-0.11645581115205152,-0.2820601275565664,0.32360228127867596,0.6707901104412151,0.13632823717038298,-0.557619061605394,-0.9301838429850976,0.22297277894298811,0.08435135435062893,-0.4754804974691213,0.5305186870690749,-0.25924442944214404,1.0,-0.6267413251990729,0.6707901104412151,0.14823860998866398,-0.20851862564520232,0.10857992369857314,-0.5928984495746913,0.23511577589372581,0.1077168118746117,0.33552384957844705,-0.6361820864458098,0.30698242567540673,0.20419005420600195,0.8572919087621889,0.5327229517724021,-0.4072722231465312,0.16470349047588148,-0.6069380111119477,0.3764313981858867,-0.15864951699266877,0.2574063573950299,-0.26109916066773586,0.2766928389189521,-0.5060581709779383,-0.8054275491056831
nmod,-0.5889064320047053,0.7753128412618693,0.17188846412806058,-0.22868890216630575,0.28367604845550404,-0.1571147981254793,-0.01809983823053562,0.13130142135007972,-0.7107552820021439,-0.3271060169756811,-0.5781642759271449,-0.28210828580685254,-0.1363456190055814,0.510885912309687,-0.11009500222615325,0.2439221639669761,0.15683113003784477,-0.8353294951223089,-0.1700719289781229,0.047730917615732935,0.8254585201055556,-0.46815720472383665,-0.6313264286696272,0.5677153883468675,0.1858943933220468,-0.011930930008314182,-0.6267413251990729,1.0,-0.8353294951223089,0.009767811606416182,0.1991149145096028,0.2898631939582785,0.5713432147653607,-0.01560551567002788,0.5936683924927902,-0.18144712584067954,0.508717855239164,-0.241529462677699,0.17352955593047542,-0.6397023740307571,-0.555464412786518,-0.00497223208235508,-0.24381518205677902,0.031692892819523234,-0.4796060293860275,-0.16522855326863922,-0.4265496806568227,0.02915519581367319,0.0960271954595988,0.5033273797636582,0.9083142436343058
