,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,punct
PROPN,0.8667884937075961,-0.8038918133545114,-0.9972148282548583,-0.5956248290457119,0.3718896355915842,-0.4456935989771504,0.9190047010655155,-0.47808691477611737,-0.6359191393180306,-0.15770091617347434,1.0,0.9736830875387058,-0.9730394508548788,-0.8600809569118821,0.22431285074759633,0.9457035254253762,-0.5514251907976658,0.4298593407807356,-0.9798666838084875,-0.9560751259124325,-0.6301486844210381,0.34613703557987585,0.9247845801938746,0.9953374107222189,-0.07598685348298813,0.9119215950069467,-0.8046884538126918,0.7917561023495224,-0.6705347317099246,0.8015804169835451,-0.9928259107538667,-0.9646400455211477,-0.7779284938099931,-0.4730086047393514,0.04270806850741365,-0.5027869107910403,-0.9788001720007471,0.9998529793848532,0.39669418808376783,0.9906940786736013,0.43998229648395354,-0.11194712011901649,0.26365693112370286,-0.9808108414490603,-0.8888146907675196
PRON,0.7303259451778251,-0.6471828160918064,-0.953973340738355,-0.7630184019302654,0.5736627396171762,-0.637982680273307,0.8049680889202622,-0.2653322545389148,-0.44329578857661656,-0.3786051264909095,0.9736830875387058,1.0,-0.999996059540446,-0.7211781980615813,-0.0036888988425524904,0.8467390503119585,-0.7270382994475969,0.6243223541573857,-0.9085774795013013,-0.8641099131315729,-0.4366017505594878,0.5508457385418228,0.8137308161527814,0.9911257461820558,0.1532601877280258,0.7943980173504084,-0.6482042292557904,0.6317058937750265,-0.8219669701818882,0.6442231349115848,-0.993948283781526,-0.8791842662966209,-0.9006613322386575,-0.6613590330209094,-0.18611415287459226,-0.29255060729937266,-0.9997203640760318,0.9774478440452057,0.17704771883931184,0.9956418075478927,0.6330645756200288,-0.33547465656969583,0.036876191023967185,-0.9105659274829547,-0.760981981897952
NUM,-0.7284054076224606,0.6450401673421436,0.9531276980420631,0.7648299653505176,-0.5759599106574018,0.6401419256186145,-0.8032992981944357,0.2626245360557622,0.44077765189194,0.38120194951788505,-0.9730394508548788,-0.999996059540446,1.0,0.7192306040049813,0.006496159914300132,-0.8452422092912777,0.7289629144433225,-0.6265128595160774,0.9074012463401065,0.8626935878793411,0.43407443375083754,-0.5531865559863741,-0.8120958923388918,-0.9907486736541974,-0.15603371277807657,-0.7926897431145186,0.6460640140712285,-0.6295271668477995,0.8235625842988811,-0.6420734718325252,0.9936359885707193,0.8778431767167211,0.9018776138718827,0.6634620930532855,0.188871665513751,0.28986497883352697,0.9996500398462105,-0.9768511564642949,-0.17428407536951224,-0.9953760765070176,-0.6352352050473616,0.338117944468522,-0.034070660410326886,0.9094019052206626,0.7591576862309802
ADJ,-0.999911590708025,0.9948412890884634,0.895734437345079,0.10249499371516603,0.15371232149799702,-0.07335312232006207,-0.9915463162909776,0.8592712387517475,0.940658951370924,-0.36813837491096957,-0.8600809569118821,-0.7211781980615813,0.7192306040049813,1.0,-0.6900845319065946,-0.9791983761918497,0.0486844396440973,0.09090532963247742,0.9446191155192837,0.9718402834099549,0.9381032241152846,0.18091578034875835,-0.9895000241978307,-0.8068638431766382,0.5740374593813388,-0.9936769433557848,0.9949763915827311,-0.9925976476912333,0.19823940394400008,-0.9944406192603552,0.792911703018388,0.9641311880716396,0.34852253799293925,-0.04265261776881012,-0.5464244970055201,0.8734229525263963,0.7373581715372909,-0.8512068353126842,-0.8094886814635764,-0.7826408565642237,0.0797043934108487,-0.4106672189377711,-0.7188727245871468,0.9430379521507516,0.9982408593748593
advmod:emph,0.680400085303454,-0.7599422573714106,-0.2963702706687805,0.6491870616388529,-0.8212022180239453,0.7723989265400079,0.5903446239749655,-0.9631716944213559,-0.8947340199804296,0.9269486339105214,0.22431285074759633,-0.0036888988425524904,0.006496159914300132,-0.6900845319065946,1.0,0.528881285925116,0.6892742049886482,-0.7834645652977342,-0.4143618750195571,-0.5001121087077375,-0.8980381836596394,-0.8366334121437251,0.5782361853347727,0.12927056458726746,-0.9887445083041668,0.6044629685066106,-0.7590701897104681,0.7728725685589775,0.5725634391580003,0.7624559207991422,-0.10618170689204696,-0.473235462285982,0.4378412574596999,0.7525040661666301,0.9832079990438546,-0.9551643457249095,-0.01995924758704251,0.2075698257760713,0.9835424608184348,0.08958634765855038,-0.7764290321202246,0.943280353981396,0.9991770100392362,-0.41000207512054,-0.645961413828723
obl:arg,0.9818098413154738,-0.9535635303843621,-0.967311248424867,-0.30219958400315017,0.04997899477471502,-0.13053137026159523,0.9972481557982124,-0.737606863544757,-0.8522351294870048,0.1718250800074248,0.9457035254253762,0.8467390503119585,-0.8452422092912777,-0.9791983761918497,0.528881285925116,1.0,-0.2503363701318235,0.11305077650764937,-0.9915566653806472,-0.9994371296343845,-0.8483117437114684,0.022404588330645205,0.9982432609371045,0.90994349506257,-0.39595183805540174,0.9957884488225697,-0.9539664548466839,0.94730732331588,-0.39299401880536455,0.9523889435227417,-0.9000554364573177,-0.9979320570834551,-0.5314558743717055,-0.16095522363847972,0.36512313593296153,-0.7564471167051051,-0.8590828219616831,0.9399911890449281,0.6735171312131486,0.8926638015126747,0.12421330225486939,0.21711865040531367,0.5628711015675797,-0.9909247982158049,-0.9895058798288265
flat,-0.06196138901790609,-0.05289004575316897,0.4876706327335227,0.9985438861223261,-0.9794605458664258,0.9925522794335312,-0.1778722541798745,-0.46908052820167945,-0.29315555452832853,0.9107458891447663,-0.5514251907976658,-0.7270382994475969,0.7289629144433225,0.0486844396440973,0.6892742049886482,-0.2503363701318235,1.0,-0.9902529831168702,0.37376786010651764,0.28267461817034045,-0.3002740658545272,-0.9735245854177408,-0.19253457128847523,-0.6293186764513838,-0.7899113874286258,-0.16052050161057702,-0.051551263270806,0.07298113308693902,0.9886425477138342,0.05676023630850424,0.6472164665702803,0.31204961771348483,0.9531565830243747,0.9958287329516078,0.8099128897402956,-0.4438628237966814,0.7105988470402813,-0.5656485649341748,0.5470297598430719,-0.6598378336750503,-0.9917561624327723,0.8907110114194741,0.6593195082421476,0.3782019470853732,0.10781750225919862
nsubj,-0.07765532754578673,0.19145997923971916,-0.36132165369423164,-0.9812975235055859,0.9979976569184764,-0.999844913839424,0.039079154558852996,0.5875146282962388,0.42345924290324843,-0.9593870726915171,0.4298593407807356,0.6243223541573857,-0.6265128595160774,0.09090532963247742,-0.7834645652977342,0.11305077650764937,-0.9902529831168702,1.0,-0.24093906510031632,-0.14631941701464585,0.4302003110925848,0.9958726628775876,0.053983444654725495,0.5149433040378204,0.8676217736828687,0.021481624679127388,0.19014399658393824,-0.21117876728729645,-0.958074323739254,-0.19526284937474264,-0.5347337159737672,-0.17668252065995055,-0.9017369882287967,-0.9988306200786377,-0.8837135976750036,0.5643449187339272,-0.6056753040173252,0.44527809819628256,-0.6582913060517933,0.5487499727282222,0.9999368096684008,-0.9453419283499039,-0.757612871071034,-0.24558052177299872,0.03170188848955231
root,-0.9488992691376471,0.9064554704969019,0.9920282490246277,0.42325918337358553,-0.17906907512317777,0.25799390917220283,-0.9792145616883504,0.6438190869162473,0.7771992430957414,-0.042628757585842475,-0.9798666838084875,-0.9085774795013013,0.9074012463401065,0.9446191155192837,-0.4143618750195571,-0.9915566653806472,0.37376786010651764,-0.24093906510031632,1.0,0.9953487693436577,0.7724870885441681,-0.15185699632073024,-0.9821317535867129,-0.9560405797770085,0.2735326572865695,-0.975492048747918,0.9070207980007567,-0.8977708780392644,0.5089165192245568,-0.9048118156871495,0.9489647638002543,0.9978413240748016,0.6368137496511497,0.2875796233655588,-0.24131895270870707,0.6652461873044346,0.9182012627391356,-0.9762991748295754,-0.5719789666807523,-0.9435738706021957,-0.2518343990991998,-0.08870466521066185,-0.4509371311270453,0.9999885509338658,0.9624141976991925
advcl,-0.9748876808943212,0.942922609331643,0.9752741172637017,0.33400830644212137,-0.08345627625265929,0.16371821133930164,-0.9941997758455086,0.7145395032880593,0.8342048413915295,-0.1386799600742543,-0.9560751259124325,-0.8641099131315729,0.8626935878793411,0.9718402834099549,-0.5001121087077375,-0.9994371296343845,0.28267461817034045,-0.14631941701464585,0.9953487693436577,1.0,0.8300710356101272,-0.055930894907810405,-0.9956937478634563,-0.9233444777993243,0.36492341123387345,-0.9921523029124976,0.9433682015909994,-0.9360280227465583,0.4236209680632706,-0.9416247677231745,0.9141679271630773,0.9995266929863477,0.559574213486824,0.19397456508721972,-0.33368641455296855,0.7340795353800876,0.8757700252800994,-0.9509084046550823,-0.6483407881920323,-0.9072819087508318,-0.1574309185468216,-0.18424936678971826,-0.5348259037863555,0.9948763828617032,0.9841015738854916
mark,-0.93341478671017,0.9683994095779652,0.6863052134663219,-0.24838084114599468,0.48643760911958067,-0.4142355297786426,-0.8852320096513828,0.983253115944693,0.9999722173924306,-0.6673833804595197,-0.6301486844210381,-0.4366017505594878,0.43407443375083754,0.9381032241152846,-0.8980381836596394,-0.8483117437114684,-0.3002740658545272,0.4302003110925848,0.7724870885441681,0.8300710356101272,1.0,0.5103581194708577,-0.878193422988657,-0.5523162289182157,0.8221125791397682,-0.8932837424293856,0.9680641849078968,-0.9732236908043839,-0.15351287171768824,-0.9693588300946033,0.5327857761561182,0.8125226819719362,0.0023106855998911435,-0.3860531626832123,-0.8026784645793308,0.988023128162328,0.4577540481863813,-0.6167418313316887,-0.9627417222507171,-0.5186005944118798,0.42002483372128824,-0.7010503704480976,-0.9151431866655075,0.76943950562964,0.9159178761667287
det,-0.16782218427163118,0.2797521527775502,-0.27520064617349155,-0.9597760547658518,0.9996193273372252,-0.9941198146128739,-0.05177424914745448,0.6585351455053351,0.5039336496209497,-0.981030523680081,0.34613703557987585,0.5508457385418228,-0.5531865559863741,0.18091578034875835,-0.8366334121437251,0.022404588330645205,-0.9735245854177408,0.9958726628775876,-0.15185699632073024,-0.055930894907810405,0.5103581194708577,1.0,-0.03686845955960076,0.43501505159433457,0.9091696419102753,-0.06934753530020743,0.2784648176244693,-0.2990217017491618,-0.9281150787271973,-0.2834713038300807,-0.4558313995067232,-0.08661971908494383,-0.8587803970813156,-0.9903201035112723,-0.9225451165023366,0.6369427964383676,-0.5309555185784632,0.36217318692213546,-0.723896196637892,0.47060975432762786,0.9947894170160468,-0.9710357401884572,-0.8137263192193387,-0.15658494698644645,0.12228686646248503
csubj,0.991334397584039,-0.9697335580101766,-0.9505869684618575,-0.24519032277774774,-0.009283321632159952,-0.07156041963848012,0.9998886900509009,-0.7763175113275296,-0.8817343895997704,0.22989061357789906,0.9247845801938746,0.8137308161527814,-0.8120958923388918,-0.9895000241978307,0.5782361853347727,0.9982432609371045,-0.19253457128847523,0.053983444654725495,-0.9821317535867129,-0.9956937478634563,-0.878193422988657,-0.03686845955960076,1.0,0.8837726729638045,-0.44966250598761104,0.9994710625783487,-0.9700600177256965,0.9646220143458104,-0.3378221481020018,0.9687798846809559,-0.8726552076762578,-0.9923705957370207,-0.48033361976215033,-0.10219640615184362,0.4196397049317976,-0.7938700458366319,-0.8272480555415893,0.918124336766302,0.716128791863076,0.8643909273917367,0.0652053789291863,0.2745724293445954,0.6108538674365968,-0.9812199628647008,-0.9963285553154552
xcomp,0.8146475572418514,-0.7427749158188665,-0.9853713956925255,-0.6703258508541581,0.4596920033981842,-0.529960042590017,0.8766929685294501,-0.39114074041590496,-0.5585149271899896,-0.252213016342862,0.9953374107222189,0.9911257461820558,-0.9907486736541974,-0.8068638431766382,0.12927056458726746,0.90994349506257,-0.6293186764513838,0.5149433040378204,-0.9560405797770085,-0.9233444777993243,-0.5523162289182157,0.43501505159433457,0.8837726729638045,1.0,0.02054291051658837,0.8680882461887536,-0.7436718428857173,0.7291465577140064,-0.7389656665308446,0.7401741858913026,-0.9997297056902288,-0.9347197759229584,-0.83490868579845,-0.5557850051417457,-0.05385739157637623,-0.41706649225461473,-0.9939919681822105,0.9968449781103887,0.3063042290524405,0.9992030343241776,0.5245474547692368,-0.20727319606420222,0.16938616219380098,-0.9574328150035316,-0.8404686948187401
obl,-0.563098722199641,0.654141153958276,0.15014233292833298,-0.7556807267083366,0.8973344122443547,-0.8587305789889252,-0.4629390094585984,0.9121014912500643,0.817845901599933,-0.9726487226995045,-0.07598685348298813,0.1532601877280258,-0.15603371277807657,0.5740374593813388,-0.9887445083041668,-0.39595183805540174,-0.7899113874286258,0.8676217736828687,0.2735326572865695,0.36492341123387345,0.8221125791397682,0.9091696419102753,-0.44966250598761104,0.02054291051658837,1.0,-0.47847209258998136,0.6531265645816002,-0.6692343690522627,-0.6887814113406112,-0.6570679497837117,-0.04378144222731725,0.3361087612655098,-0.5674237938998862,-0.8425680747017468,-0.9994443034607898,0.9001164189333111,-0.12984942687249315,-0.058878256738392094,-0.9454404088865627,0.06043422961735489,0.8619772780110105,-0.9823346489441817,-0.9818620960784363,0.2689268339768558,0.5244800839029896
nmod,0.9950820431536892,-0.9771610617258688,-0.9399878472012464,-0.21353264080080606,-0.04179769676628543,-0.03908525624088359,0.9998450213598297,-0.7964060448730995,-0.8966095173142712,0.2614186839562929,0.9119215950069467,0.7943980173504084,-0.7926897431145186,-0.9936769433557848,0.6044629685066106,0.9957884488225697,-0.16052050161057702,0.021481624679127388,-0.975492048747918,-0.9921523029124976,-0.8932837424293856,-0.06934753530020743,0.9994710625783487,0.8680882461887536,-0.47847209258998136,1.0,-0.9774450635716264,0.9726854399000641,-0.3070346668959232,0.9763300686831747,-0.8563125776251806,-0.9878361950265886,-0.4515561186586697,-0.06979193435870211,0.44893646872580895,-0.81322555984943,-0.8085391726204365,0.9047510039593466,0.7384484084840631,0.8475816549199414,0.03271941100454569,0.3056979980891721,0.636278801879104,-0.9744279734672173,-0.9985857200056568
cc,-0.9935572637700929,0.9999991013801979,0.8467268349387529,0.002397484812607793,0.25186023045349526,-0.17282477278911046,-0.9735755999385602,0.9061628045050255,0.9699060649890996,-0.4593682198316652,-0.8046884538126918,-0.6482042292557904,0.6460640140712285,0.9949763915827311,-0.7590701897104681,-0.9539664548466839,-0.051551263270806,0.19014399658393824,0.9070207980007567,0.9433682015909994,0.9680641849078968,0.2784648176244693,-0.9700600177256965,-0.7436718428857173,0.6531265645816002,-0.9774450635716264,1.0,-0.999769486517731,0.0991205030870617,-0.999986393393604,0.7279278401920459,0.9327159988514397,0.2529387035256455,-0.14245708470183704,-0.6275223037138072,0.9177849424985404,0.6660295771107201,-0.7943900201907487,-0.8642001668775274,-0.7163934499540242,0.1790953353366974,-0.49988286883055816,-0.7848519159656172,0.9049954396353568,0.9872906748756428
nsubj:pass,0.9908949801833753,-0.9997973714344133,-0.8351088541875374,0.019073307205783988,-0.27258034956286825,0.19393216292437324,0.968448113367891,-0.9150343355528259,-0.9749100648901666,0.4783332368836334,0.7917561023495224,0.6317058937750265,-0.6295271668477995,-0.9925976476912333,0.7728725685589775,0.94730732331588,0.07298113308693902,-0.21117876728729645,-0.8977708780392644,-0.9360280227465583,-0.9732236908043839,-0.2990217017491618,0.9646220143458104,0.7291465577140064,-0.6692343690522627,0.9726854399000641,-0.999769486517731,1.0,-0.07773308524824346,0.9998678852510797,-0.7130388506527066,-0.9247585514661494,-0.23210826135558957,0.16367557145323428,0.6440943974201659,-0.9260987611526202,-0.6498608068376941,0.7811656696413105,0.8748036995801493,0.7012485574056214,-0.20017721476146816,0.5183629169616452,0.7979757853831247,-0.8956529033051597,-0.9836509256497464
discourse,-0.2112550011522307,0.09778640458839442,0.6133358669641741,0.9953102173578426,-0.9380332946619374,0.9629716474117336,-0.3237416575160157,-0.33102698500741834,-0.14614280735813553,0.8383389017617078,-0.6705347317099246,-0.8219669701818882,0.8235625842988811,0.19823940394400008,0.5725634391580003,-0.39299401880536455,0.9886425477138342,-0.958074323739254,0.5089165192245568,0.4236209680632706,-0.15351287171768824,-0.9281150787271973,-0.3378221481020018,-0.7389656665308446,-0.6887814113406112,-0.3070346668959232,0.0991205030870617,-0.07773308524824346,1.0,-0.09392823317642389,0.754429774901454,0.45128721697490837,0.9877892901577987,0.9708062245866366,0.7125640021239927,-0.30415108538876623,0.8082691636651572,-0.68315713387058,0.41501042066735827,-0.7652699423617799,-0.9612347630793321,0.8122792480953938,0.5388367763496361,0.5130298563475778,0.25600301106888623
csubj:pass,0.9929525400094324,-0.9999924882336099,-0.8439399314958814,0.0028191435604240627,-0.2569052495883352,0.1779605354759897,0.9723710618175835,-0.9083567308712839,-0.9711630051865908,0.46399560266960177,0.8015804169835451,0.6442231349115848,-0.6420734718325252,-0.9944406192603552,0.7624559207991422,0.9523889435227417,0.05676023630850424,-0.19526284937474264,-0.9048118156871495,-0.9416247677231745,-0.9693588300946033,-0.2834713038300807,0.9687798846809559,0.7401741858913026,-0.6570679497837117,0.9763300686831747,-0.999986393393604,0.9998678852510797,-0.09392823317642389,1.0,-0.7243411468662742,-0.9308221363965579,-0.24788828329680399,0.1476185527682253,0.6315754110143795,-0.9198438550095067,-0.6621293126022167,0.7912106000652218,0.8668131361465905,0.7127440911424248,-0.18422516559769483,0.5043941372688183,0.7880738836821157,-0.9027638685676352,-0.9864481918680397
acl,-0.8009439631643464,0.7270079908663751,0.9811429463376025,0.6873969714433494,-0.4802146778029459,0.5495324671175574,-0.8652720683857832,0.36963825348320195,0.5390790547031005,0.2746422356921766,-0.9928259107538667,-0.993948283781526,0.9936359885707193,0.792911703018388,-0.10618170689204696,-0.9000554364573177,0.6472164665702803,-0.5347337159737672,0.9489647638002543,0.9141679271630773,0.5327857761561182,-0.4558313995067232,-0.8726552076762578,-0.9997297056902288,-0.04378144222731725,-0.8563125776251806,0.7279278401920459,-0.7130388506527066,0.754429774901454,-0.7243411468662742,1.0,0.9262047695212539,0.8474789914468348,0.5749622714514391,0.07705808204303706,0.39582331258215486,0.9962679704169601,-0.994730192045374,-0.2840899397982782,-0.9998609647977509,-0.5441994263035772,0.22996126580500928,-0.14642734106004882,0.9504630609832204,0.8276438204725772
amod,-0.967575327286784,0.9322317204306779,0.9816111941540164,0.3628469293810071,-0.1140729081289393,0.19398908802873813,-0.9904206329507217,0.6926793462490377,0.8168453560364575,-0.10814812895942585,-0.9646400455211477,-0.8791842662966209,0.8778431767167211,0.9641311880716396,-0.473235462285982,-0.9979320570834551,0.31204961771348483,-0.17668252065995055,0.9978413240748016,0.9995266929863477,0.8125226819719362,-0.08661971908494383,-0.9923705957370207,-0.9347197759229584,0.3361087612655098,-0.9878361950265886,0.9327159988514397,-0.9247585514661494,0.45128721697490837,-0.9308221363965579,0.9262047695212539,1.0,0.584805504855352,0.22406190420307662,-0.3045282598795371,0.7128417527114954,0.8902059143012622,-0.9599787744734712,-0.6246121613343341,-0.9197892231532664,-0.18773623768268224,-0.15392539256344343,-0.5085788100327495,0.99751565137295,0.9781720005580931
