,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.26000375524375097,0.12246547982088449,0.4172480590085042,0.0033666760328282612,-0.3590175198574379,-0.33982823802076856,-0.4895672107662995,0.11293174297341063,-0.12152434832075842,-0.43427004326352375,1.0,-0.0271541344117501,-0.3235648810632485,0.6396084270207255,0.4730448779530569,-0.10286345329771064,0.5072814833569119,-0.5030941485567543,-0.2815262070445013,0.2521802400568381,0.142980984086352,-0.17370495325083185,-0.22639594382916317,-0.14331298521216,-0.4235197366254065,0.1793581675103151,0.4993669181473326,-0.288226167674815,-0.47897392338218897,-0.23243977796470225,-0.10744568175744346,0.12455898682644143,0.07504806453985238,-0.21744574486374335,-0.13425748701044973,0.5627511009758773,-0.5663179592352232,0.9768231315445236,-0.23362304682729926,0.5636556614346726,-0.20289899819271595,0.3121101805765387,-0.5924947705199646,-0.20407244102403962,0.1697653318342544,-0.023094869471091618,-0.2521840055361485,0.2737250708710616,-0.06277313594063792
PROPN,0.618672944904655,-0.36353059726917913,0.15141809861638483,0.42305066962307936,-0.024600078241887934,0.036326178626889916,-0.19832192603787524,0.7132401241346316,-0.2422108301877381,-0.3141578437547048,-0.0271541344117501,1.0,-0.4940197741673374,0.16255495930459715,0.401183079733656,-0.18932335594588873,-0.46195493687857553,-0.21874403218330746,0.2635129655720267,-0.2746712939183815,0.10117761461381973,-0.19123657390854673,0.23365847672600595,0.4117688438650735,-0.33241846957208177,0.542335409019799,0.47030825725223824,-0.42091052932376627,-0.2068980211040431,-0.563504236500488,0.47716498507403715,-0.20602844604332846,0.19397312560650196,-0.0865622173309239,-0.015859324891488155,0.4034200715586477,-0.0734920159684167,-0.06592598756934882,-0.09058456160090013,0.11442941776031755,-0.27530492768133563,0.12936188824711947,-0.13817885139913375,0.07723757745314297,-0.19074156248032673,0.2773875226894074,-0.04393721473841573,0.09505657528259356,-0.4624283311919769
PRON,-0.49029391452449855,0.04989788487814885,0.08721636859189398,-0.33291040898830165,0.09594134327924685,-0.3571675504297006,0.5575198212621458,-0.525816994465312,0.22656533275007956,-0.09551320647956509,-0.3235648810632485,-0.4940197741673374,1.0,-0.1319434561821634,-0.7230024261522771,0.39610020911463323,0.5395625091980271,0.1346658799585705,0.12640897700880704,0.10350349679443026,-0.5086388763696125,0.10966931063458102,-0.11597265116726244,0.2636448446987614,0.07997470090870133,-0.3989434206568709,-0.5334072450352918,0.5471324119792754,0.4601253409996388,0.3412442263759414,-0.32940034821074415,0.16104160588504413,-0.5993383253514508,0.31168537839897703,-0.47012301744333024,-0.3788111341727552,0.49745422154518576,-0.22284527044520866,0.0011360124810463116,0.056625516002030904,0.3892709859666316,-0.030459081688127602,0.3518546780463764,-0.18795129226973528,0.3400554321986731,0.2806923345208143,-0.204751038387266,-0.35424122865721475,0.11670332014077126
NUM,0.37188862716069954,0.09965789022621732,0.4743794708221099,0.4905370345893274,-0.4986359563314216,-0.5975606655066985,-0.46540790467159554,0.2888494136955015,-0.4996970787065097,-0.4219959976193501,0.6396084270207255,0.16255495930459715,-0.1319434561821634,1.0,0.27999029814297327,0.09395163492427204,0.4169031604002335,-0.4500220886372774,-0.21432703836124348,0.26886575881622776,-0.22843910432738906,-0.4813672641955859,0.06502184648598587,0.3721527887175422,-0.5290209662864382,0.23778786560647885,0.523833887944196,-0.3447561826788086,-0.5330635383467741,-0.26866685301735144,-0.07260652062580561,-0.13761902799562348,0.0012968735090287233,-0.32839926777005185,-0.22246507006910782,0.9190553081703717,-0.33030736102580655,0.579361814257083,-0.6568338465754727,0.49802253014841685,-0.09303154685304245,0.4881997495807501,-0.12839880458907357,-0.05887988864040851,0.3136494257372166,0.11431143062211294,-0.5467437537279216,0.266017908671417,-0.11352340071041538
ADJ,0.5612350679306006,-0.41842121488871137,0.06143344562531683,0.4146075964820475,-0.1576632443432077,0.15211292053293954,-0.49447477831430403,0.5443132860996631,-0.2769950274036785,-0.4145652345253605,0.4730448779530569,0.401183079733656,-0.7230024261522771,0.27999029814297327,1.0,-0.24472525057097197,-0.23598416944240527,-0.29582956634550023,0.030509338808428287,-0.23982707384790838,0.210726345589114,-0.275797266460127,0.37269207827336126,-0.219167635383945,-0.05801923163440666,0.3476214300807733,0.7504452788249983,-0.5205203020726322,-0.4389157504141418,-0.301233795385967,-0.0626244152170853,-0.26369264140264814,0.3892027456942536,-0.36013904419848,0.5926023028237299,0.3580544502954425,-0.2650899542869636,0.4104840741391592,-0.19670529235255035,0.06999027712911088,-0.3343613108064616,0.15528501325048613,-0.5658229154800235,-0.1862077071355912,0.02545288937875075,-0.2955510781739862,0.08931001009682538,0.30187790119632735,-0.5089667903587002
advmod:emph,-0.13148765313254399,-0.13356301509446114,0.0789120556366656,0.019847529706560202,0.2920178271975749,-0.36512994593823506,-0.011366833157924435,-0.10946603931173714,-0.32851814750016234,0.18840030745821876,-0.10286345329771064,-0.18932335594588873,0.39610020911463323,0.09395163492427204,-0.24472525057097197,1.0,0.37546189021999765,0.6185047988416442,0.6348617783886508,0.026752242176274362,-0.2170698444025765,-0.47817331956031117,-0.17682200460918476,0.24213790679705288,0.4175166551260914,-0.44782882892223463,-0.4493146038144285,-0.18317475229678193,-0.06652972912639021,0.19448039247512364,0.012910674495945799,-0.004648150241484337,-0.19423528340594062,-0.1729791045710916,-0.12242008416507763,0.03604023565081395,-0.08788390088143055,0.022257983991473385,-0.19006127061081113,0.22228320574217403,0.23654895758674171,-0.10043246965164265,0.14414836299038594,0.006751426105391205,0.25146173311013825,0.4719871691567108,-0.16982298127601467,-0.17868600495786732,-0.10935079476145491
obl:arg,-0.3258699212877125,0.25529177177797313,0.2852789441020426,-0.3354029499063679,-0.08240767205568543,-0.6415312008958067,0.09563632596186387,-0.2596990779536464,-0.15058664873542504,-0.33240129620075237,0.5072814833569119,-0.46195493687857553,0.5395625091980271,0.4169031604002335,-0.23598416944240527,0.37546189021999765,1.0,-0.19194396336228425,-0.11265365968040646,0.5226107620477064,-0.39282043763839086,-0.3045396254036372,-0.3830926981895975,-0.09366940426121088,-0.07312801290998126,-0.3290622375372113,0.012976126801046758,0.1100621526189654,0.048788322006908406,0.245603619988758,-0.3175630405607245,0.2022665836177794,-0.266386708880332,0.010625438664436649,-0.4507309262573902,0.10930223296846975,-0.12167437541462063,0.5823950263797564,-0.16900665294804038,0.5407515041477198,0.03902831482557586,0.00876457155451952,-0.17257079664834857,-0.37444748078039825,0.3402184868316589,0.18430490612354677,-0.2676669932431908,-0.09739213668239437,0.12607304151656232
flat,-0.16855122999894215,-0.06620219638002149,-0.4738486454987888,-0.0938233552933679,0.16564809323963822,0.068673768761825,0.16455025119795633,0.012564929316096984,-0.18099724795802546,0.6906407243238549,-0.5030941485567543,-0.21874403218330746,0.1346658799585705,-0.4500220886372774,-0.29582956634550023,0.6185047988416442,-0.19194396336228425,1.0,0.6255328733774628,-0.11133223420646063,0.11837430463970514,-0.2653440954920443,-0.024424535181901914,0.06117069646552474,0.5464600129681456,-0.3006726263588185,-0.636445209992473,-0.12307917936304888,0.20119784244064948,0.25711936298966376,0.14377808688824692,0.0015570892960672762,0.25603449207778595,-0.2324168517599302,0.2602747801992407,-0.38204738872954175,0.0036359560621954164,-0.4124028443127353,0.03586077009838591,-0.3771411032259047,0.08218554723315652,-0.37725398672117244,0.4946360332435896,0.1809549850454186,-0.2738707407523969,0.1725500646347325,-0.049993315650828464,-0.32508714648773596,0.040023747464157454
nsubj,0.07610646539004762,-0.26256064766933984,-0.23652209312317313,0.2355237688477191,0.16945331027273233,-0.051211949645617365,0.2662498682306845,0.22486752969386362,-0.2702818997896577,0.11213379084845171,-0.2815262070445013,0.2635129655720267,0.12640897700880704,-0.21432703836124348,0.030509338808428287,0.6348617783886508,-0.11265365968040646,0.6255328733774628,1.0,-0.12724702710585648,0.11762460646608344,-0.37968021547605496,-0.03192831239439388,0.34055802482293895,0.19532870204934752,-0.274542713524206,-0.3284693689949702,-0.13884442456368906,0.26931614325004577,-0.26390747872063586,-0.12316778676650922,-0.07601406558727512,-0.030775202634243208,-0.2770763684542864,0.16724610270087947,-0.07899149006937416,0.0797812059246766,-0.20146004237892112,-0.24513677349595117,-0.22988091121366658,0.12925104566148007,-0.10596215618429293,0.15900888312588551,-0.09002595740524033,-0.02604943297480264,0.442308350910023,-0.17753941708596063,-0.002806761886114156,-0.19895065287419172
root,-0.6308857677368581,0.8448987336546137,-0.09367312415515958,-0.13816626298238335,-0.09352988503032193,-0.24431482752171252,0.297243897277488,-0.24346250814834422,-0.283316311438628,0.036296851370909045,0.2521802400568381,-0.2746712939183815,0.10350349679443026,0.26886575881622776,-0.23982707384790838,0.026752242176274362,0.5226107620477064,-0.11133223420646063,-0.12724702710585648,1.0,-0.193594484074302,-0.2782035412137453,-0.45152279054241057,-0.19557065437129187,-0.04557615658608977,-0.3112670440752307,0.0639023606940872,0.15684436112745262,0.36546945327601904,-0.19897772644257017,-0.3089379458519361,0.21133648732120694,0.0065050148121373556,-0.028120612949838253,-0.1321108808391806,0.1582217372610855,-0.20400813966868175,0.2321152948396137,-0.21771263071834615,-0.10618697847743837,-0.2951309303144543,0.052565052766776865,-0.10197843986715581,-0.3766986453971348,-0.19186003909840676,-0.12396743205776442,-0.0979775020996307,0.32757485970696626,0.7162642410139041
advcl,0.3557073359050583,0.05937342665121938,-0.2356731942103375,0.08267041858244469,-0.11170348161000256,0.4199793736891665,-0.2142922562046171,0.11498347245724293,0.27035287558852455,0.4686677985672245,0.142980984086352,0.10117761461381973,-0.5086388763696125,-0.22843910432738906,0.210726345589114,-0.2170698444025765,-0.39282043763839086,0.11837430463970514,0.11762460646608344,-0.193594484074302,1.0,0.33758137404965344,-0.40677989192761543,-0.27480306222660655,-0.0547657778732951,-0.1139709034749546,-0.18741251061695383,0.13346917573229608,-0.1923394946377334,-0.02309330436488796,-0.04111168316919704,0.3152018105751411,0.199213576412484,-0.181754962758754,0.08323563025498,0.0349048954240588,-0.19613618682305914,0.08574225612485224,0.11234352600324478,0.0011661084174486643,0.32418211853921186,-0.1538860734871098,0.0015454350444332433,0.2848626442388381,0.10193069452212829,-0.2209523705797558,0.0013000706465554955,0.4173542209842408,0.19508161647636568
mark,-0.18320465083199405,0.08072844103156099,0.13290400249919593,-0.398897880298178,0.10284066622937539,0.5153568069062787,0.11901934256012899,-0.6011928507789329,0.9448494339508474,0.11480009621704707,-0.17370495325083185,-0.19123657390854673,0.10966931063458102,-0.4813672641955859,-0.275797266460127,-0.47817331956031117,-0.3045396254036372,-0.2653440954920443,-0.37968021547605496,-0.2782035412137453,0.33758137404965344,1.0,-0.15013422092622383,-0.1410656943481927,0.028847411262971735,0.04781371100298685,-0.3293021586365351,0.6821609761146832,0.08125945040334731,0.04978260694120136,0.024512851833307037,0.4963079526293778,-0.46193246574249847,0.5912221137287094,-0.2293560256968658,-0.41543938441616585,0.33362816969120807,-0.183778238996247,0.5589601379845099,-0.06575391524826255,0.2891492175039144,0.12030426282113695,-0.1415023792011583,0.04438104429359579,0.19441520670890594,-0.34190270192539157,0.25074538462314516,0.0925531009470071,0.25230248213554607
det,0.30661704462063494,-0.4212257684700412,-0.21955930305414378,0.18787972208366374,-0.3065932250565301,-0.17376379108860016,0.05210844807983704,0.29995571043476943,-0.22105259140545755,-0.21602168245892603,-0.22639594382916317,0.23365847672600595,-0.11597265116726244,0.06502184648598587,0.37269207827336126,-0.17682200460918476,-0.3830926981895975,-0.024424535181901914,-0.03192831239439388,-0.45152279054241057,-0.40677989192761543,-0.15013422092622383,1.0,0.19821138815761208,-0.04979989450787012,0.3682765180664932,0.47159510873772326,-0.3953039442385495,-0.004443469213492208,-0.1903259241596302,0.12181361825153741,-0.4337586675613046,0.3537688875865274,-0.3418746168703417,0.5889013148335513,0.05133791116187667,0.4428572068949995,-0.2891947248932863,-0.32655134930014634,-0.2767685656946801,-0.4420513505803457,-0.037332923881034506,0.10742450142780986,-0.19111749211291687,-0.11530676136885801,-0.18187577321060894,-0.1668506752976056,-0.4664726661900212,-0.5098922292306838
csubj,0.30665054366314914,-0.2289502983005547,0.4174735056972276,0.4442476426493799,-0.3031268158084169,-0.2903559793835074,-0.06843142925938092,0.2139741016465005,-0.09459565802761309,-0.2479004785259434,-0.14331298521216,0.4117688438650735,0.2636448446987614,0.3721527887175422,-0.219167635383945,0.24213790679705288,-0.09366940426121088,0.06117069646552474,0.34055802482293895,-0.19557065437129187,-0.27480306222660655,-0.1410656943481927,0.19821138815761208,1.0,-0.4265089719769023,0.42281814370078746,-0.12268389335889371,-0.02384457241781554,-0.14763042118448913,-0.4122844548472794,0.1956245129336414,-0.05252035825297936,-0.34224066495322686,0.07343720814043975,-0.4070607009033442,0.4252673929348159,0.07301654410432397,-0.10578226934894726,-0.3546936817641433,0.052426588609197355,0.13056304274369177,0.5743664389246007,0.3090827720628074,0.1203431198484723,0.07158172264162256,0.49698041685159966,-0.5662569693003273,-0.04320960060048849,-0.28683773062555556
xcomp,-0.41163978771278587,-0.13320702806825296,-0.16817945198454284,-0.33389802137187935,0.5407379976884684,0.38797894360207796,0.010953342718430499,-0.2954538562488624,0.15407923418595226,0.3621244990795536,-0.4235197366254065,-0.33241846957208177,0.07997470090870133,-0.5290209662864382,-0.05801923163440666,0.4175166551260914,-0.07312801290998126,0.5464600129681456,0.19532870204934752,-0.04557615658608977,-0.0547657778732951,0.028847411262971735,-0.04979989450787012,-0.4265089719769023,1.0,-0.3005177344059739,-0.341834524144325,0.12629838055559423,0.05098516420510691,0.46838639539483723,0.11574383557546973,0.2443174743535677,-0.030874646162354923,0.25084023752303164,0.3118985366453417,-0.5863379419863123,0.13902738062722253,-0.31587329149205473,0.49466279748729775,-0.14632417372050796,-0.011944927121834816,-0.30857698100602365,-0.1330871302220011,-0.16905554818775362,0.048648554343054554,-0.34542914270280234,0.4786203270384656,-0.1114714188624152,-0.006476522306980851
obl,0.4989198493881935,-0.3911372052854787,0.46651817600552814,0.18271953826601586,-0.3455930674356393,0.12433411741238748,-0.5167528640027746,0.4884669353711123,0.098672546611445,-0.42440816695553,0.1793581675103151,0.542335409019799,-0.3989434206568709,0.23778786560647885,0.3476214300807733,-0.44782882892223463,-0.3290622375372113,-0.3006726263588185,-0.274542713524206,-0.3112670440752307,-0.1139709034749546,0.04781371100298685,0.3682765180664932,0.42281814370078746,-0.3005177344059739,1.0,0.45815590553278573,-0.2584587543292877,-0.4830957369861223,-0.30335579998779166,0.5636333634457034,0.011256462672161412,0.12506042502520234,0.2470713372111846,-0.08602958617838924,0.2729134142337907,-0.21809289897924408,0.1870529769697639,0.1667275653221911,0.1266804899127548,-0.4000549237669778,0.511528206970054,-0.2203792459824808,0.029416136943725284,-0.2739359661814779,-0.07549335861037082,-0.12737342158954015,-0.06081303711786589,-0.535111283184387
nmod,0.4209873137543136,-0.13564122182719518,0.10723498542633901,0.25083256331979403,-0.3406689928224545,-0.23300938522409084,-0.27903568903658166,0.5377102112093758,-0.39069709161600985,-0.5978060383493466,0.4993669181473326,0.47030825725223824,-0.5334072450352918,0.523833887944196,0.7504452788249983,-0.4493146038144285,0.012976126801046758,-0.636445209992473,-0.3284693689949702,0.0639023606940872,-0.18741251061695383,-0.3293021586365351,0.47159510873772326,-0.12268389335889371,-0.341834524144325,0.45815590553278573,1.0,-0.5038837379231442,-0.2749195337885985,-0.37705331952980575,0.05676492667100828,-0.276522763613946,0.41281948707856386,-0.31605302655459594,0.3315501556737085,0.49921056747003406,-0.09404324087711273,0.3975190205145463,-0.31794065443954084,0.20985174860869457,-0.6085197720972569,0.11563013096132893,-0.4701415102786322,-0.349322649004189,-0.04923133601142172,-0.2630595744210073,-0.07273493364172283,0.08444017541175287,-0.3668929856881579
advcl:cmpr,-0.47171598393359393,0.27226084581081456,0.08815875254963826,-0.27924410207964095,0.017638403548679207,0.3084711469467842,0.4058318741658847,-0.6492208319091712,0.7292740796843797,0.06853219112185409,-0.288226167674815,-0.42091052932376627,0.5471324119792754,-0.3447561826788086,-0.5205203020726322,-0.18317475229678193,0.1100621526189654,-0.12307917936304888,-0.13884442456368906,0.15684436112745262,0.13346917573229608,0.6821609761146832,-0.3953039442385495,-0.02384457241781554,0.12629838055559423,-0.2584587543292877,-0.5038837379231442,1.0,0.36406085958811424,0.19547184414097982,-0.422685706038306,0.6219245914623264,-0.6724250339694056,0.6042889785080395,-0.39473155555471834,-0.4284362554185153,0.4844578638446181,-0.25481440320947113,0.3145038497149547,-0.12225260146805712,0.49009776684672257,0.17701138592170695,0.09095472298684516,-0.20874978742366368,0.41187157178541917,-0.34116747470060765,0.0031088762332895275,0.27086439351206687,0.4447895196310545
cc,-0.6407033797711783,0.4061245004858025,-0.6268483316026535,-0.34046982527564434,0.12381249710439382,-0.027247798155987706,0.9706077681967222,-0.30414038102228486,0.039355387943354234,0.15404039503358444,-0.47897392338218897,-0.2068980211040431,0.4601253409996388,-0.5330635383467741,-0.4389157504141418,-0.06652972912639021,0.048788322006908406,0.20119784244064948,0.26931614325004577,0.36546945327601904,-0.1923394946377334,0.08125945040334731,-0.004443469213492208,-0.14763042118448913,0.05098516420510691,-0.4830957369861223,-0.2749195337885985,0.36406085958811424,1.0,-0.11916101612378975,-0.4071464620139477,-0.028563231554188877,-0.016104774051472318,-0.013171477365809063,0.15143369846553592,-0.5661016993575303,0.5166392060233447,-0.4860089242386409,-0.03894711513899002,-0.6159142785897466,-0.11691948873794897,-0.41269696304991943,0.29791300403323456,-0.3309918498360631,-0.31952970315776874,0.04418678560616509,0.07527681094133597,-0.20987957079440203,0.4597971246220929
