,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.12411305912158521,-0.8584343312067166,0.08606104556778545,-0.44054992584528435,0.7159714595806999,0.10865207947412864,0.1452559492686668,-0.951548347330156,0.9341634255227675,0.972044830137856,1.0,-0.6771399239704821,0.9546926906077984,-0.842565220274694,-0.035674495456351624,0.8396621757358506,0.5171033766457437,0.13747457101913718,-0.43862182331678673,-0.622482966617248,-0.06975135974594596,0.9259294053893322,-0.8912735464827644,0.3824686611381018,0.46714610373867077,0.21574977220408573,-0.9782360425327472,0.020656412191892886,0.8298165678272239,0.8589875346833288,-0.9837554265198548,0.0468738275002137,-0.19281849262001857,-0.7867590313471219,-0.5840640473004453,0.9948622640635039,-0.4582957744237804,0.5767682339237858,0.6761915235766774,-0.6789136950796886,0.7712877476466803,0.8509184060998508,0.4218640524704654,0.9567180018081362,0.34364957163703813,-0.3990178672621796,-0.9062470442980852
PROPN,0.253875956425747,0.6345155152214296,0.607489828981545,0.6651645588522809,-0.7340375090997977,-0.05493083261717758,-0.37291434673840257,0.6839975932818452,-0.5419073774686508,-0.7854668170202583,-0.6771399239704821,1.0,-0.7015872897742663,0.6839589100705953,-0.5568198865493124,-0.5561971252688075,0.20567208935082984,0.6357399924822412,0.5257194662240984,-0.079959242343206,0.6187023748435307,-0.36707155593779217,0.8029445519946762,0.29137296479995733,-0.5602653011539867,-0.8642947733152311,0.7379838614142613,-0.5143629057441769,-0.3048457274313745,-0.5006785704122281,0.7567266815951345,0.6897541110528685,-0.4985807378979215,0.6626153403087296,-0.022011804274982175,-0.6269936716459039,0.9639773483425225,0.15790578238980063,-0.8758815339776516,0.9851683639196076,-0.9900082207404511,-0.5169807060450707,0.3112270131300304,-0.7266060533736917,-0.8351400394964786,-0.30047051912522976,0.6388704287098713
PRON,-0.16924893773993502,-0.6787105968231435,0.13452681472687825,-0.6729591155631224,0.5330838670776199,0.38804307916153574,-0.09728969446495207,-0.999665885012667,0.9790662089924427,0.9866994604212476,0.9546926906077984,-0.7015872897742663,1.0,-0.9645704639601878,0.20154681519206644,0.9567054994248947,0.5530306699932998,0.059960746174633324,-0.19918007275327346,-0.4323881348025245,-0.3050966689249926,0.8960462275088467,-0.7664842038846861,0.4653633384313,0.7068920185590959,0.2875107597087114,-0.9935347527923674,-0.14042786877574054,0.8913827430786223,0.6678114629745797,-0.9107766582020623,0.026284391540505665,0.01863869178478699,-0.9346900194033679,-0.6822801030247284,0.9677640397781371,-0.5128037693377426,0.5911052583856987,0.8232239039453252,-0.6524456307124157,0.7745107366762012,0.9558429663091828,0.2253242082300956,0.8434526712213528,0.2569152543128071,-0.18193166598997024,-0.7463993959745804
NUM,0.420148026036496,0.4723815937888424,-0.1483337729941824,0.8333196791660257,-0.34041377062542044,-0.6004864008086996,0.29299627643028175,0.9662831743626332,-0.9409386752680422,-0.9276258258159662,-0.842565220274694,0.6839589100705953,-0.9645704639601878,1.0,-0.40782232473443025,-0.985024793381345,-0.5270153328036911,0.031613868121094686,-0.0176783109283094,0.22083477371253635,0.5015907088305609,-0.7947499804059742,0.605104556635178,-0.48695248818299103,-0.867709617671099,-0.3473087449653506,0.9331013091049188,0.2560213121125635,-0.8699055644474822,-0.44874168913724266,0.7804267575400957,0.01310848382507197,-0.21779853590536258,0.9953486573426371,0.7042228113087491,-0.8691847057082942,0.5386995996718775,-0.5436436011809401,-0.8993954998665568,0.5939315654159936,-0.7309025602895864,-0.9724409586359097,-0.021383951874247513,-0.6829444712940509,-0.1783269535471642,-0.03582654040032602,0.5514053276216403
ADJ,-0.9059113133401802,0.28462165141211787,-0.46181344577621647,-0.8353033665724645,-0.13216207968546578,0.5849760261464172,-0.2720255450175296,-0.19409421548349012,0.07460010310707856,0.19916262657421166,-0.035674495456351624,-0.5568198865493124,0.20154681519206644,-0.40782232473443025,1.0,0.28936327936441775,-0.36816868542415654,-0.780692903589844,0.2868730621065081,0.7960361741288027,-0.9942690629713837,-0.2299394765206679,0.04057290599831081,-0.2717483416124056,0.747270548834179,0.7807971456186755,-0.15665568868321217,0.08708631710041756,-0.03878957268962377,-0.4238846114171146,0.01795047594138968,-0.6588169404508818,0.9769031652904248,-0.4736689015204676,0.11314649432464083,-0.03721473986442608,-0.7035366767449421,-0.40416825854457544,0.7117947452733961,-0.4348860557699485,0.45423402579553646,0.22415569618064737,-0.9036405463539732,-0.11540866749975301,0.3522633024767214,0.9262759053260132,0.2634331894247068
advmod:emph,-0.3655616594794679,-0.44392214332889374,0.3139255963648844,-0.7668095437754192,0.2640861447607012,0.6311167005796424,-0.3817438951919554,-0.9624135444610257,0.9682563504517172,0.8994932936057525,0.8396621757358506,-0.5561971252688075,0.9567054994248947,-0.985024793381345,0.28936327936441775,1.0,0.6654236034502355,0.137578462829864,0.09466840510786598,-0.32522074003775214,-0.3853936376533019,0.8560271396547555,-0.5464493447375152,0.6282303655176877,0.8316340590754877,0.18061379201951447,-0.9175311019278438,-0.39195698162258963,0.9388701626190099,0.45166838426784944,-0.7530267464884134,0.1594850057540408,0.08509117066552326,-0.9787350145155044,-0.8150676647373845,0.8792516607684524,-0.38632649563609284,0.678341641684901,0.8128864271716816,-0.4653139440730218,0.61912043782709,0.9976288364480079,0.14797908587390554,0.6546188724840559,0.02505030235656397,-0.08248685636664689,-0.5316318598515106
obl:arg,0.05694669670154428,-0.1848328534153896,0.8958336012020003,-0.15178857032477786,-0.13134922049489825,0.47537210836352706,-0.5756042526970643,-0.5732036703928195,0.7109337615191271,0.43595333814819365,0.5171033766457437,0.20567208935082984,0.5530306699932998,-0.5270153328036911,-0.36816868542415654,0.6654236034502355,1.0,0.8232964891157171,0.3474043228281576,-0.6817125549188452,0.29848837440440246,0.7994516740901,-0.10981057606549809,0.9811141917599423,0.32113476279095915,-0.6138936092559709,-0.5008445885825259,-0.797998628747547,0.8681499707248767,0.3260112199928732,-0.3631202476766669,0.8417016310261053,-0.5516915383940598,-0.5116406101418146,-0.9642652062653095,0.5941171543733599,0.42177651266187094,0.9958456366898573,0.10943810321654678,0.2570707090988043,-0.09450214712990426,0.7097622872928003,0.6677849874841233,0.3049226551997082,-0.6258935031782767,-0.5951524024774635,-0.27311723227425316
flat,0.46299449911430335,-0.04121919940287838,0.9121674733519181,0.42565735687671163,-0.24320490985040882,0.05008636081234726,-0.35885493458819057,-0.08048728784885752,0.2538300544890624,-0.036047323319760294,0.13747457101913718,0.6357399924822412,0.059960746174633324,0.031613868121094686,-0.780692903589844,0.137578462829864,0.8232964891157171,1.0,0.2560779452161218,-0.756651333356733,0.7532691816260704,0.47848531487070145,0.14958011398450693,0.7988474632638366,-0.25582726186780413,-0.9367378350338365,-0.03457565130269969,-0.6780794849562545,0.4644784433610768,0.22202143080083256,-0.01199021034361216,0.9795013818682209,-0.8684596073971163,0.06065730040908474,-0.6481269444340902,0.20038069174795012,0.8164926058673254,0.8208958101028052,-0.4649243915381803,0.6156452589481343,-0.5238716958577567,0.20192970574662134,0.8573022556993176,0.022756296464792578,-0.7682937044823301,-0.8180085437562784,-0.08638307118699903
nsubj,-0.6534075591789947,0.8271936237793452,0.5952083645551418,-0.28133764784366627,-0.9340658011670089,0.7981653750789232,-0.9523533389091062,0.17885196242270657,-0.08905759111334309,-0.34619737204091916,-0.43862182331678673,0.5257194662240984,-0.19918007275327346,-0.0176783109283094,0.2868730621065081,0.09466840510786598,0.3474043228281576,0.2560779452161218,1.0,0.3857300942318062,-0.2559712492994705,-0.18354834930374925,0.7817321870635663,0.5221689506213584,0.3832285424323584,-0.37334178106837757,0.30897690364350583,-0.8384232103443653,0.11154060638156796,-0.7642002921262201,0.579928359044479,0.4451737230812693,0.22482157423743704,-0.09880928851949465,-0.40962962713181567,-0.3501174703280152,0.4515584216504146,0.260632085800849,-0.0775764645024656,0.6637778449985593,-0.5635377071132565,0.08948837270528709,-0.2744697815366073,-0.6810932843487837,-0.7931072248175015,0.34652825768919365,0.763443854850314
root,-0.7287175537035875,0.6804815734481489,-0.509598612117456,-0.3528219046764145,-0.4498088567970689,0.2975430975613528,-0.18880257067668077,0.4390809509149975,-0.5365671526627963,-0.42611054257255776,-0.622482966617248,-0.079959242343206,-0.4323881348025245,0.22083477371253635,0.7960361741288027,-0.32522074003775214,-0.6817125549188452,-0.756651333356733,0.3857300942318062,1.0,-0.7267761379775394,-0.7655972156800657,0.5100294487194077,-0.5389786413946484,0.25057401207111135,0.5420760799336978,0.4695558679828055,0.16847793326158753,-0.5871345241968021,-0.8021311868795086,0.5787602256068657,-0.6238801354625276,0.8879724682884997,0.14183978117537846,0.5268284546962195,-0.6321347423669068,-0.3317227152918435,-0.738271387361204,0.14673828037187236,0.0017385891399049759,-0.05956866203661186,-0.3847448717245105,-0.9712642615943101,-0.6267310769410898,0.16696068672316536,0.9651597540721836,0.7029291759048351
advcl,0.8987086918768552,-0.2018752857328073,0.4354501855988777,0.8853361219009239,0.06925457656425063,-0.6101052998054866,0.2738391214396997,0.29778179147695033,-0.17917462404149,-0.301540371403631,-0.06975135974594596,0.6187023748435307,-0.3050966689249926,0.5015907088305609,-0.9942690629713837,-0.3853936376533019,0.29848837440440246,0.7532691816260704,-0.2559712492994705,-0.7267761379775394,1.0,0.12596310552950027,0.045006328422233725,0.214478082867639,-0.8032467295281992,-0.7913274613617194,0.2608817501645121,-0.07063602255989153,-0.059051927833966594,0.338619580389098,0.08241771538839097,0.6386452717692667,-0.9519973757641443,0.5622782238130669,-0.03644536655044484,-0.06954857290607797,0.7407852351072756,0.32924276617078724,-0.7820457357593265,0.49494245597765235,-0.5268959176135445,-0.32187599750084567,0.8541272568446365,0.01956333491546111,-0.3717382295810407,-0.8807625474617002,-0.1739932609280097
mark,0.15944931386354003,-0.7013649621073649,0.4550609448713227,-0.331704075472494,0.46164347084122737,0.24249436018472778,-0.1198766998863938,-0.9025261265492477,0.9532853599239854,0.8602071345478753,0.9259294053893322,-0.36707155593779217,0.8960462275088467,-0.7947499804059742,-0.2299394765206679,0.8560271396547555,0.7994516740901,0.47848531487070145,-0.18354834930374925,-0.7655972156800657,0.12596310552950027,1.0,-0.6808934778210635,0.6908899115582662,0.42510630697856633,-0.14105933276526447,-0.8936170922071971,-0.3191039873071036,0.9499548826458458,0.767337796792741,-0.8499276892039694,0.4152616825694106,-0.41611714684761814,-0.7452738760497242,-0.8188601016647892,0.9541292274700366,-0.11465086869007067,0.8420408985938406,0.4882206548170413,-0.35355552556726255,0.4852526114472202,0.8857549369207766,0.6229370646456321,0.8118399110255663,-0.03252127851796445,-0.5779297544113634,-0.7706497784495971
det,-0.3059623966178305,0.9693251406499547,0.3201619699291883,0.25632964376428896,-0.9518643000025498,0.271326076652981,-0.5637361656881436,0.7526330337430093,-0.6774465558708779,-0.8554868759554696,-0.8912735464827644,0.8029445519946762,-0.7664842038846861,0.605104556635178,0.04057290599831081,-0.5464493447375152,-0.10981057606549809,0.14958011398450693,0.7817321870635663,0.5100294487194077,0.045006328422233725,-0.6808934778210635,1.0,0.05905934489935672,-0.20818847485397102,-0.44617960029861004,0.8341646680239221,-0.4691685103052405,-0.48670558008507925,-0.9175649197829719,0.9576602269900918,0.2933625560733778,0.11518892074336316,0.5340005505947742,0.15574986264349788,-0.8408169684460112,0.6381896656119291,-0.19048927229074636,-0.5860633788762198,0.8607317544940962,-0.8716271938440265,-0.5478659391978484,-0.3034265420526454,-0.9800959201687319,-0.6954228315567157,0.3233374598417233,0.9701929181382486
csubj,-0.08628798319921026,0.0012780386562346157,0.9359133479846516,-0.20067210677831568,-0.31067227881653514,0.599645865689714,-0.7206448013469228,-0.4878649883667116,0.631122747349252,0.3285950150021854,0.3824686611381018,0.29137296479995733,0.4653633384313,-0.48695248818299103,-0.2717483416124056,0.6282303655176877,0.9811141917599423,0.7988474632638366,0.5221689506213584,-0.5389786413946484,0.214478082867639,0.6908899115582662,0.05905934489935672,1.0,0.37542886260215114,-0.631600730586737,-0.39513707814537585,-0.8983125006910477,0.81474129357767,0.13955796974364604,-0.21330001763369866,0.8548304390402195,-0.45199172083326244,-0.4898139829033964,-0.9626618057009668,0.4707479255742233,0.4726405421305556,0.9594583060128717,0.08827934369922653,0.3670833240418778,-0.19821595136922712,0.6672566164812811,0.5482698330100154,0.13903442147124812,-0.7304694322794187,-0.4671923584926068,-0.09238451654338777
xcomp,-0.8152556211940406,-0.008766676828825724,0.08220422502770741,-0.9830249603605037,-0.05365077948898983,0.8569215800958445,-0.5595650683081157,-0.7105301790871922,0.6700675630349401,0.6415931919499755,0.46714610373867077,-0.5602653011539867,0.7068920185590959,-0.867709617671099,0.747270548834179,0.8316340590754877,0.32113476279095915,-0.25582726186780413,0.3832285424323584,0.25057401207111135,-0.8032467295281992,0.42510630697856633,-0.20818847485397102,0.37542886260215114,1.0,0.4483001090378142,-0.6388093055416443,-0.3656937509309871,0.6285399368401497,-0.0450733944287914,-0.3932723583650015,-0.14664650294140796,0.5880170177509231,-0.9108729195571618,-0.5605609363267205,0.5084045537727492,-0.533399329283932,0.2964381741808845,0.8887287369812606,-0.4138389105919102,0.5441258952024405,0.7963236811085436,-0.403844003409005,0.26060026656755836,0.054849481276797965,0.47172146649511437,-0.08933039498088352
obl,-0.44713391900989685,-0.24097482562141084,-0.8522873535720837,-0.6034469449115941,0.4671908046714831,0.027760987385571183,0.3687173675064386,-0.26675651910740233,0.09109649330318799,0.38314866029375483,0.21574977220408573,-0.8642947733152311,0.2875107597087114,-0.3473087449653506,0.7807971456186755,0.18061379201951447,-0.6138936092559709,-0.9367378350338365,-0.37334178106837757,0.5420760799336978,-0.7913274613617194,-0.14105933276526447,-0.44617960029861004,-0.631600730586737,0.4483001090378142,1.0,-0.31657186887133976,0.6467154293478737,-0.14919854375210675,0.06330768325201461,-0.32857715605047333,-0.941271272216728,0.8069486860410766,-0.3592851708773493,0.4107860381052106,0.15504987365051667,-0.9667370466794187,-0.5932452259811208,0.7140270480200307,-0.8384190434140649,0.785837868500757,0.12022327553990254,-0.7125128296971325,0.3029855291129098,0.8597530283365454,0.6851169877114844,-0.2166507554853299
nmod,0.0843403353387014,0.755631620921474,-0.06646790907384449,0.616767867337909,-0.6251145218908949,-0.282849685395871,-0.01520989685453707,0.9909561092562256,-0.9615591601970606,-0.9972844431732438,-0.9782360425327472,0.7379838614142613,-0.9935347527923674,0.9331013091049188,-0.15665568868321217,-0.9175311019278438,-0.5008445885825259,-0.03457565130269969,0.30897690364350583,0.4695558679828055,0.2608817501645121,-0.8936170922071971,0.8341646680239221,-0.39513707814537585,-0.6388093055416443,-0.31657186887133976,1.0,0.04208911252036244,-0.8543327464561097,-0.7388392199951116,0.9514335566037754,0.020432605220434795,0.013999328588315338,0.8944034623273979,0.6177307051957737,-0.9809232145639204,0.5450213611375648,-0.5479465421912618,-0.8043997100926998,0.706680884986107,-0.8138731156136613,-0.9177226203034916,-0.25634095096629755,-0.8981029273332723,-0.3373190044344958,0.2224716511388462,0.8140764807068707
cc,0.3349893132449685,-0.4391039602720085,-0.9191912981398143,0.19908490137932003,0.6925260873821649,-0.7433343601501723,0.9283284525256384,0.1655741343144674,-0.30993588639566977,0.021276298439258556,0.020656412191892886,-0.5143629057441769,-0.14042786877574054,0.2560213121125635,0.08708631710041756,-0.39195698162258963,-0.797998628747547,-0.6780794849562545,-0.8384232103443653,0.16847793326158753,-0.07063602255989153,-0.3191039873071036,-0.4691685103052405,-0.8983125006910477,-0.3656937509309871,0.6467154293478737,0.04208911252036244,1.0,-0.5393491254956773,0.3094010585347565,-0.19979119117482813,-0.8056873797321579,0.22451560895190428,0.2972584275597335,0.7991947671621014,-0.08041100193646822,-0.5912866471751947,-0.7399886034831764,0.056405113536531305,-0.6247953842548052,0.4722142229931832,-0.4176000884280752,-0.24598821065126122,0.29089525800817323,0.900985851119119,0.16050922058672454,-0.35084469930949824
nsubj:pass,-0.11936991202336225,-0.4660932595028697,0.5690052936053559,-0.5163091505869544,0.210152308484205,0.5314641653359531,-0.4085691775577681,-0.9025221714688313,0.9639603970134054,0.8153174747843526,0.8298165678272239,-0.3048457274313745,0.8913827430786223,-0.8699055644474822,-0.03878957268962377,0.9388701626190099,0.8681499707248767,0.4644784433610768,0.11154060638156796,-0.5871345241968021,-0.059051927833966594,0.9499548826458458,-0.48670558008507925,0.81474129357767,0.6285399368401497,-0.14919854375210675,-0.8543327464561097,-0.5393491254956773,1.0,0.5336453911131304,-0.7164755816067446,0.4644937864596659,-0.24915339488372137,-0.8486123883140541,-0.9354739097451925,0.8820474976427947,-0.08318198967972838,0.884494209083499,0.5668258203730808,-0.23958552866955632,0.4036986301683222,0.9601109199641146,0.45716270263220554,0.6387421519980366,-0.20102699621810233,-0.3891111300747797,-0.5566867557517121
discourse,0.5969779522968528,-0.9833368705682134,-0.035102766787022996,0.049745271942552946,0.8829947272258929,-0.4007904940717831,0.5419152349509757,-0.6600581908948121,0.6485278903892303,0.7365322613761978,0.8589875346833288,-0.5006785704122281,0.6678114629745797,-0.44874168913724266,-0.4238846114171146,0.45166838426784944,0.3260112199928732,0.22202143080083256,-0.7642002921262201,-0.8021311868795086,0.338619580389098,0.767337796792741,-0.9175649197829719,0.13955796974364604,-0.0450733944287914,0.06330768325201461,-0.7388392199951116,0.3094010585347565,0.5336453911131304,1.0,-0.8968182196031883,0.05269298592103709,-0.5004670506130356,-0.3606308269110672,-0.2738825634927213,0.8220948134856172,-0.2807703649975483,0.4102538473515364,0.28375178511943894,-0.5900237938795059,0.6089871444875183,0.4802176479425736,0.654176228340314,0.9453427057310075,0.43513487033188114,-0.672734070389121,-0.9853759541366619
