,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
ADP,0.5966446089045329,-0.447282631433572,-0.11106525071316348,0.17685629406489894,-0.08637025625162986,0.06885805261897227,0.3168113206020962,-0.3453091431490703,-0.5417895575239704,-0.5387238292366813,1.0,-0.3213891617249905,0.032885252338043555,-0.28561686773697176,0.5018360879679249,0.07447404122684328,0.349136399263982,-0.20517582705099044,-0.15828771186555807,-0.6980533801325199,-0.283570746958062,-0.5779545886721555,0.08716457653261026,0.18721355626916045,-0.17049721231831846,-0.4778626218301301,0.1707786349078544,0.14194554056857822,0.487574735010208,0.3106612616568092,-0.02197483695046794,-0.052579743606031806,0.44026634859294855,0.506232319994753,-0.01403571501319023,-0.1754603781499834,0.30938196274189134,-0.015419817508443293,0.9829963718361917,-0.5411596799648843,0.14792679964450506,-0.09004289023186725,-0.3711213313962872,-0.12271116928335474,-0.26121715080552044,-0.3754520788965917,-0.08010483170914515,-0.2550875677559204,-0.1848278023139095,-0.3396420738799467,-0.49599777761212294
PROPN,0.07593568729109357,-0.3974553095143794,-0.43645885524928363,0.24736074097690747,0.22300957140248975,0.35576922882648204,0.597985140738497,0.14086684043516415,-0.15053311253881102,-0.3056573429218449,-0.3213891617249905,1.0,-0.09470769639263109,0.41886095225694386,0.07455326622796836,0.4697937784233874,-0.7241289494236995,-0.13330608602438418,0.5303322242303115,-0.19663749209826314,-0.6270331990897413,-0.15952779879325094,-0.10035633711728613,-0.183409362400611,0.08631213610844536,-0.011304866760166385,-0.26004709287399996,-0.25025428508839553,-0.189634361197233,0.6033076934509105,-0.22348371165219336,0.25026233385352975,0.06357803130553313,0.25172672706436966,0.1847207165541384,0.4626853903852282,0.6584514207650877,-0.0342050569388004,-0.2775874692231695,0.13517182731183439,-0.14678066415444016,0.3357921822730417,-0.3543538544330054,-0.08721948080101702,-0.09659513957639959,0.6206880037469116,0.6502248285663513,0.4393772141280512,-0.11201567411542876,-0.43785953855980486,-0.42774523892800376
PRON,-0.3927327502214302,0.22530517879943235,0.4057859096029957,-0.19732392764937967,-0.0027948774147089784,0.06158378219174427,-0.41597409100268246,-0.6572097559705649,0.0027494415104310495,-0.11053873370386617,0.032885252338043555,-0.09470769639263109,1.0,-0.04445729887747767,-0.3524086174118032,0.089764533893546,0.2946141764010178,-0.08670178593850467,0.38152521463853317,0.3304951820453448,0.30392684771695566,-0.12513678404339967,0.09802391101271236,0.16446798189027056,-0.21703232904489733,-0.3024144243010271,-0.6374927125293474,0.4431596727031371,0.006182571587862232,-0.3958960227528424,0.1518067789169385,-0.19146913235264587,0.4412522032022986,-0.38435949975873845,-0.618240141743122,0.22051225997816315,-0.00436492925408815,0.2535581155047233,0.07358749278093107,0.5961287056241145,0.3295858189174343,-0.19302109070299633,0.16172867804899363,0.009431825325220262,-0.11864535969864813,0.17509415197458641,0.25327048389050943,0.1664304204363994,0.1680728091148457,-0.30014467438455433,0.20087322551242281
NUM,-0.10991499183860992,-0.5014701182743979,-0.47098431164349897,0.21258588830101674,0.10626574448830524,0.002969407051959321,0.036799799379412225,0.3625640896753017,0.3930025092782315,-0.11703534800993902,-0.28561686773697176,0.41886095225694386,-0.04445729887747767,1.0,0.34941740998615345,0.03498999639828989,-0.7754912024995149,0.2096918060418455,0.4733210780971889,-0.19039375101259304,0.2425490809577836,0.397366391799242,-0.46114907266146193,-0.0989750831121822,0.1766408040974925,-0.014809039209082407,0.03880051416379957,-0.13221370313192002,-0.7528359315919525,0.12320186786913956,0.44073682982066004,0.01515448994377904,-0.36022417434700843,0.45779084575889933,0.22503559690397648,0.7866729881799346,0.13690199120408206,0.30767143964158244,-0.29845813884824896,0.5477659952043641,0.0636790615886058,0.3142099238916084,-0.4416477603600877,-0.028935432992802136,-0.5344705794576761,0.5303657350185605,0.3330591143599015,0.6254919756964926,-0.3627329824937233,-0.15369800825596705,-0.4445133926763122
ADJ,0.5591918718920784,-0.5836777446315753,-0.4467774642307248,0.5987092979984322,-0.4277998028187673,0.39806127078274406,0.4674839194076394,0.4280701798272232,0.15533387912357224,-0.7328401669862865,0.5018360879679249,0.07455326622796836,-0.3524086174118032,0.34941740998615345,1.0,-0.0954559330427041,-0.36998529526271,0.45301404188055505,0.35165809446122187,-0.7200255220832926,-0.2668889687583077,0.004176141471500998,-0.4399845965353208,0.13515276078343627,-0.1492431246917946,-0.20275892588789562,0.2769473427916499,0.17113163663394274,-0.04522631102839888,0.47623938383570846,-0.058213499352018444,-0.3232713672399831,-0.18443978566493263,0.621663291225683,0.7255269200616142,0.32202305182148727,0.32173344814081134,0.38729860199105587,0.5406655699408923,-0.1696314849599134,-0.22089686194938152,0.3770987521884256,-0.36100805568113037,-0.3996339694373093,-0.7420918245783832,-0.1762925565889802,0.1689698554553536,0.30337585412370915,-0.5080009711076511,-0.47308601796450733,-0.6322859568897186
advmod:emph,-0.06688017736033124,-0.05910661320002524,-0.45174777433232255,0.4796370598322985,0.4446684146996289,-0.31798939091399364,0.2555631188353949,-0.05122695478284068,-0.45444278447678205,-0.19292375689722063,0.07447404122684328,0.4697937784233874,0.089764533893546,0.03498999639828989,-0.0954559330427041,1.0,0.05457049512672476,-0.38007520761057634,0.29642644983408456,-0.06161438533271507,-0.5417622264760775,-0.07268342148639537,0.30428477181027563,0.1176720151939778,-0.34884212964550154,-0.34387817770217266,-0.22319580254889246,-0.03355319705423111,0.09169072672664766,0.11750641998677468,-0.5929043259449853,0.6220702453028347,0.5759468908267725,0.2797788037279045,-0.2964913250170493,0.36622236095213667,0.31942984359311044,0.3020373449308938,-0.014444324198322978,-0.000536238448634902,-0.20049214889082217,-0.05354421151492344,-0.19466693002907887,0.14545469019437646,0.2777183194398383,0.319030810180819,0.06352608831702501,0.04386779431028502,-0.41160738078598935,-0.2282295802043156,-0.125569004302685
obl:arg,-0.17925863821844923,0.5190853934058417,0.40424447063303576,-0.15350907511449735,0.07676591699603039,-0.40371627255914344,-0.3697001597838174,-0.38953573567403005,-0.2976332980205564,0.17659819177662844,0.349136399263982,-0.7241289494236995,0.2946141764010178,-0.7754912024995149,-0.36998529526271,0.05457049512672476,1.0,-0.1597411684190316,-0.4783827322517819,0.29407280127659957,0.15208637537434458,-0.10238552217545556,0.3583804002210332,0.2643788764280026,-0.33270070521456785,-0.31257877020551567,-0.0579853933183871,0.31661450954861203,0.5641065953197868,-0.48756796828386817,-0.2547747784232567,0.11918655152590024,0.38124946091721973,-0.32133905532306045,-0.49405790835095265,-0.4959204473584568,-0.334787483740759,0.07117013922328376,0.3057716905109134,-0.2686795161378939,0.10446845092983312,-0.4193979581566666,0.3680022489342465,0.20809558959662958,0.47973655184414643,-0.578644071317374,-0.5861888051097964,-0.5435971175260246,0.24960546554958515,0.19508053981402065,0.5018930623649436
flat,-0.21384775833692846,0.23404883756354375,-0.12609372579670364,0.10178504340590436,-0.3976364856002335,0.3176673158634142,-0.1356739045330991,0.6974510206895831,0.6448405159588725,-0.23653632294371374,-0.20517582705099044,-0.13330608602438418,-0.08670178593850467,0.2096918060418455,0.45301404188055505,-0.38007520761057634,-0.1597411684190316,1.0,0.2521643935979158,0.12045644048427391,0.21612133917900417,0.4669740169751274,-0.7657279138127818,0.540173179366159,-0.3622614906351612,0.02183466900998242,0.31899779043676835,0.6654017330504488,-0.03903291413003353,-0.12323070905053556,0.04635917535644252,-0.7073529143934035,-0.5306819172286305,-0.2181321405927706,0.6444972798807034,0.3668854981600106,-0.2010786328288978,0.5541440350138341,-0.12520428423036437,0.37015447042205835,-0.2370516148531966,0.6854863030440864,0.15615152332282312,-0.6190637149676418,-0.295732810115106,-0.09802918723609029,-0.24873479194572407,0.0833074018557613,0.03361646123777519,-0.3119430346392887,0.18495189140296098
nsubj,0.0692368577712975,-0.1949486056989912,-0.2225851635593662,0.5740499076571149,-0.42518863276843744,0.5054369874425516,0.18146890306992244,0.02461086451299814,0.41466680542993084,-0.494297792014298,-0.15828771186555807,0.5303322242303115,0.38152521463853317,0.4733210780971889,0.35165809446122187,0.29642644983408456,-0.4783827322517819,0.2521643935979158,1.0,-0.10935157791290999,-0.14704774343503127,0.25005668188314645,-0.07044077539446535,0.02099508733032942,-0.31707319886212487,-0.04394409880132924,-0.5972441643884948,0.16271330796851718,-0.4526527723773176,0.1702519194718345,-0.28960448638790665,-0.18110455539241352,0.0348358841582058,0.05369467123532156,0.24793503260432537,0.5782645325825013,0.32844526426396575,0.5968102091199505,-0.09131180780634543,0.5517469665271028,-0.36175681983036206,0.1189098862985905,-0.042073150696692554,-0.12881659191390588,-0.6490655713677419,0.27309409775549187,0.6477066329879798,0.7772092345922973,-0.5474462712924435,-0.4633319855597714,-0.28313648952996223
root,-0.8564182778803718,0.8758544857842697,0.6029020334633609,-0.29675713665819986,0.16433943527820122,-0.41122298867539286,-0.7751945082661279,0.02936577477062429,0.2923314967375799,0.5317636949960215,-0.6980533801325199,-0.19663749209826314,0.3304951820453448,-0.19039375101259304,-0.7200255220832926,-0.06161438533271507,0.29407280127659957,0.12045644048427391,-0.10935157791290999,1.0,0.43630697112997685,0.33993655171172293,0.07960421123767042,-0.08284208730408031,0.13591202389261198,0.342244992983583,-0.15956386321743696,0.26562894118908525,-0.017055462224107587,-0.8142386960958732,-0.0018792855945197853,-0.05592652689860354,0.0575989019570069,-0.8049071796009228,-0.45250678787627174,-0.0440681379669575,-0.6826406348219739,0.007834386422912214,-0.7156857560564727,0.5572472938352375,0.19722746397522498,-0.15449745832229136,0.7779988556292258,-0.008300831684725115,0.5085003202417308,0.2342007878903588,-0.1952749502947596,-0.2222120437187758,0.3638767989117205,0.36617111706454064,0.928014451742544
advcl,-0.4017155871023631,0.3243953050844658,0.3423070607930659,-0.40658105096225494,-0.15754512537109416,-0.2869260733718667,-0.7920020435509186,-0.05810801391381721,0.60041263112076,0.5657843288784558,-0.283570746958062,-0.6270331990897413,0.30392684771695566,0.2425490809577836,-0.2668889687583077,-0.5417622264760775,0.15208637537434458,0.21612133917900417,-0.14704774343503127,0.43630697112997685,1.0,0.5399480058388006,-0.08706745269814113,0.0421169898687727,0.09618891657068873,0.24952280794991138,0.03294847028079026,0.08403610630725618,-0.49860087318546403,-0.6998267909703105,0.6113523816270744,-0.2861323287902266,-0.39986708286768047,-0.35233566468880595,-0.22078875082529245,-0.003555808447133709,-0.6924938424812082,0.10741464265521525,-0.31147388548582894,0.5029090403429711,0.1870561871175477,-0.21201640275434752,0.2511592990670943,0.1900011783014812,-0.10635882270446152,-0.10555929227983141,-0.3224529412718266,0.058544404734223496,0.07878444519449107,0.5177804320740603,0.4007092642879027
mark,-0.29784487076429905,0.2742798188653533,-0.22796805144025517,0.24955624875850688,-0.2620331343148871,-0.15829226179680936,-0.33796323448327975,0.5103940593005435,0.8190189750940324,0.38517617202541266,-0.5779545886721555,-0.15952779879325094,-0.12513678404339967,0.397366391799242,0.004176141471500998,-0.07268342148639537,-0.10238552217545556,0.4669740169751274,0.25005668188314645,0.33993655171172293,0.5399480058388006,1.0,-0.1243290706117928,0.14316593373893405,-0.31470739687470606,0.1975842318483698,-0.057031150159952235,-0.01745435105648791,-0.6861800793379116,-0.38920323599647677,-0.0940451468452701,0.023450854400217096,-0.6454393917881339,-0.1408890492468776,0.28591070281053593,0.25915250498098813,-0.4231703239446521,0.6015500331038841,-0.6052394213828354,0.42990469372296525,-0.5050588234602227,-0.01246191927247819,0.18737192080484458,0.27839532478784584,-0.12284045854907051,-0.18352093859345145,-0.29579209523963523,0.4354303435224627,-0.36306228921807615,0.4026769629104022,0.2800976625977271
det,0.2835941452137899,0.15472748621977436,0.2813855461415817,0.10645953617274209,-0.1264463335411947,-0.16099012741371016,-0.04214565212286519,-0.6184279891709294,-0.2347937667466698,0.3501445458925033,0.08716457653261026,-0.10035633711728613,0.09802391101271236,-0.46114907266146193,-0.4399845965353208,0.30428477181027563,0.3583804002210332,-0.7657279138127818,-0.07044077539446535,0.07960421123767042,-0.08706745269814113,-0.1243290706117928,1.0,-0.45251991793386764,0.05805946333332774,0.2747473432012383,-0.48509563254016047,-0.576439465645422,-0.04271343815522546,-0.10472395519638875,-0.4239629065721394,0.49706921318046343,0.3969423382142765,-0.1464880100787823,-0.43811139566432045,-0.6117707598244237,-0.10246108148250252,-0.30897599174791396,0.02151944306557412,-0.3341653281709184,-0.23717687601893714,-0.8655565183159002,0.26821767720347095,0.6440778644163486,0.23233650327510838,-0.2509337844091511,0.13193747233107567,-0.012802442353202891,-0.29573694934560335,0.5488867290092669,0.13241379220730334
advcl:pred,-0.08788110132822101,0.1781253782864937,-0.42783499499496735,-0.16574850695240104,0.0060651512527621475,0.11869514306199742,0.012794659544868825,0.24624003943751732,0.06445489729532172,-0.08980592942840838,0.18721355626916045,-0.183409362400611,0.16446798189027056,-0.0989750831121822,0.13515276078343627,0.1176720151939778,0.2643788764280026,0.540173179366159,0.02099508733032942,-0.08284208730408031,0.0421169898687727,0.14316593373893405,-0.45251991793386764,1.0,-0.8125495771531127,-0.38436089980217897,0.3022991698654878,0.6468764446444044,0.26695884469747566,0.0022003049791229647,-0.06761069373432475,-0.3653628785466084,-0.13695228642571058,-0.11731636289489758,0.20478139879753302,0.25868642512691725,0.06643984750111336,0.48300684734731836,0.20106033871816506,0.0729821220107739,-0.27910389210837006,0.6142187017994809,-0.269678700114884,-0.38667513050041663,0.14648093215545832,-0.165748506952401,-0.5915793019751685,-0.26598426953879134,0.10255990278149284,-0.36221492647274045,0.05675732057766936
csubj,-0.10379889763894445,-0.13703061806563635,0.46715326892058234,-0.23030045452490328,0.23793893543296463,-0.22548754017691636,-0.17123291158067508,-0.08667716192682404,-0.15489281255768622,0.1580587255683699,-0.17049721231831846,0.08631213610844536,-0.21703232904489733,0.1766408040974925,-0.1492431246917946,-0.34884212964550154,-0.33270070521456785,-0.3622614906351612,-0.31707319886212487,0.13591202389261198,0.09618891657068873,-0.31470739687470606,0.05805946333332774,-0.8125495771531127,1.0,0.41565138028732335,0.15162752243024263,-0.4226608299019078,-0.08823486257931519,-0.0744696928432141,0.5006137685857351,0.09280833843778889,0.07822825079432479,0.061223047592953245,-0.2141241040950787,-0.15767372774370744,-0.2023277739792996,-0.699104117052369,-0.18732499117793752,-0.0029871430601024155,0.6314956630987636,-0.23712202911083938,0.18595235380914332,0.012655204244868538,-0.005121656980329141,0.40660841751260823,0.38073099386364967,-0.0943589500183036,0.24295116970965178,0.2832308971406939,0.020090775991760484
xcomp,0.04099978967224294,0.38254991375825415,0.341699415753954,-0.17686785889486792,-0.39520425213385874,0.09235237917221405,-0.32015762513056445,0.1781566043169101,0.44824151661225525,0.5255080785316346,-0.4778626218301301,-0.011304866760166385,-0.3024144243010271,-0.014809039209082407,-0.20275892588789562,-0.34387817770217266,-0.31257877020551567,0.02183466900998242,-0.04394409880132924,0.342244992983583,0.24952280794991138,0.1975842318483698,0.2747473432012383,-0.38436089980217897,0.41565138028732335,1.0,0.14187096657177953,-0.3557547284703596,-0.3159761391292619,-0.2234587876507548,0.06618712147946743,-0.28828333198507317,-0.2751213538914643,-0.4946529485243741,0.2116370485315965,-0.37364761397327306,-0.5540574081969516,-0.44678293372444394,-0.48936902510849395,0.08450558708228609,-0.23593166093710907,-0.14742821329856712,0.5127570919251635,-0.0919953879244623,0.05458005821244131,0.16930217761473795,0.09099670874033529,-0.08707218732051422,-0.1303417255132469,0.6362687014777372,0.3886207152922278
obl,0.028920739925263363,0.0002223596997518617,-0.25028707752397483,-0.2358704182148331,0.2410865836406441,-0.29112636751211884,-0.035674520157973566,0.6093859645117029,-0.10965327057492627,0.12059422734510905,0.1707786349078544,-0.26004709287399996,-0.6374927125293474,0.03880051416379957,0.2769473427916499,-0.22319580254889246,-0.0579853933183871,0.31899779043676835,-0.5972441643884948,-0.15956386321743696,0.03294847028079026,-0.057031150159952235,-0.48509563254016047,0.3022991698654878,0.15162752243024263,0.14187096657177953,1.0,0.13946450592793175,0.27560645717944304,0.022188477594601998,0.317676127342184,-0.22591326616130136,-0.24568486031915399,0.1859177372006665,0.3443272313295636,-0.007856981304079936,-0.2826868518437612,-0.23053001627431474,0.10974656309188861,-0.3034038404195688,0.13243866150817582,0.5302677720920391,-0.16140354965034465,-0.4796770871114881,0.24944659027983876,0.048421989978676555,-0.6099944548588251,-0.6321109308754574,0.14455210813678326,0.11157940573188943,0.028669241519644343
nmod,-0.4517885249076396,0.4033560640144194,0.15901731923711981,-0.00916126564480066,-0.04088918141271454,0.04107580212363292,-0.3265976562704878,0.1899898451112934,0.09302741247740393,-0.41274062051178184,0.14194554056857822,-0.25025428508839553,0.4431596727031371,-0.13221370313192002,0.17113163663394274,-0.03355319705423111,0.31661450954861203,0.6654017330504488,0.16271330796851718,0.26562894118908525,0.08403610630725618,-0.01745435105648791,-0.576439465645422,0.6468764446444044,-0.4226608299019078,-0.3557547284703596,0.13946450592793175,1.0,0.45133784179314107,-0.3563339154135344,-0.003382275089819275,-0.5937130024947249,0.20282099236720671,-0.32504235012529065,0.006427368904946971,0.3775044584211014,-0.16769186112038034,0.5128939961649167,0.19155165270649338,0.42152090525919894,0.2027469503389572,0.5195887831151282,0.2504791122689972,-0.7038267530350549,-0.02675977103974649,0.0526773917828098,-0.26031342825383363,-0.2676693814752342,0.2361275851287863,-0.5745380080563316,0.3443278796094543
