,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,0.14340531768277204,-0.7966537404777897,-0.9177274187301964,0.5047295894454729,0.3910405833609498,0.11588962764976388,-0.5711032947804545,0.24616380758070394,0.6584506586636728,-0.13362543661647724,1.0,0.16102070351213338,-0.6037042879101253,0.2262357571715244,0.06955750452310282,0.26164439192139743,0.14369149604773304,0.6271221397441854,0.2658798536380535,-0.22524623764276525,-0.19184468175657146,0.2420030403458414,0.020045384313098862,0.04369100977067524,0.5686660711763178,-0.3948539215981001,-0.7822217717989491,-0.06073271103765516,0.24770184249315277,0.02510521741303591,-0.5358844912271012,0.149234409352584,-0.05603250589938204,-0.3168613082218861,0.6092793740809012,-0.47364073253878214,-0.03606436452522346,-0.38400242082409447,-0.05248971192737615,0.07382318129897414,-0.4523797023631634,-0.8884583061896975,-0.2569878041329055,-0.06629343275697687,-0.5339506962487165,0.36769596471786775,0.7204441815102934,-0.3059532557726663,-0.7773221998458951
PRON,0.03084406636443769,-0.36150092278584217,-0.3379709229789005,0.012234786649931682,-0.818967188728557,-0.5362707480720883,-0.3804973588462212,0.8921055147614373,-0.12689573733791829,0.018984633187662085,0.16102070351213338,1.0,0.3333275299181264,0.901214340447522,-0.2465793547681193,0.7655251724198991,0.9338275785675259,0.6107342835392183,-0.2131837488255296,-0.060347527525708045,-0.25816669350023036,0.26783298586011156,-0.7324530948797108,0.4819522523850087,0.11300155807388518,0.3054271301354841,0.39603492054061207,-0.42525616871576627,-0.6672466441857057,0.026206645509600196,-0.325974863360481,-0.47524524004246915,-0.688577257234633,-0.11905099469909623,0.8780929652067155,0.2590606460324744,-0.4985987959098511,0.33663852726949567,-0.31304453540048005,-0.6483762154022239,-0.745368545741265,-0.18332234168560174,-0.1614198520219719,0.5303618573668091,-0.35189880556162234,-0.2929648350431017,-0.020173007674816838,0.1276541661103919,-0.19012307281387694
NUM,-0.08178968983874199,0.2462981489585289,0.3412697005368765,-0.1423516585052323,-0.6524206904115233,0.1625101296342838,-0.057280864116077565,0.44088780243942316,-0.28553840773992845,-0.07895050469724114,-0.6037042879101253,0.3333275299181264,1.0,0.3243608333953036,0.06607731151639376,0.5737094751454765,0.3839031540396745,-0.2451783403057026,-0.8738255005551063,0.04742751000089964,0.20270626696809962,0.45211597837077455,-0.5911986516618067,-0.18534245005344377,0.114776638522301,-0.1122194849343395,0.7261800323375636,0.3423188032163209,-0.14475016956507783,-0.6396984376582306,0.5158145153230301,-0.20027078353883138,0.15936718645449588,0.1488738979095328,-0.041079132626092855,0.9119877354604567,0.004324615944047151,0.09425258269883476,0.14904646278591294,-0.5585286226211221,-0.40561771377541384,0.34153490437144707,0.20018237852545043,0.41218224303702666,-0.30171487521833523,-0.41916441587254455,-0.41268477155556077,0.07437799587820135,0.39490592550783843
ADJ,0.12214914920606412,-0.34458676446347813,-0.2890873466461844,0.05971755376428865,-0.6250008047346185,-0.5127301692218167,-0.6678665341279375,0.972942924660442,0.05972752536780011,0.014394553810906362,0.2262357571715244,0.901214340447522,0.3243608333953036,1.0,0.1397945111013681,0.8197867956167683,0.8863216208212501,0.36241486469679396,-0.2205698332617202,-0.14445638149295578,-0.5313264006775332,0.5055621275658916,-0.6423715258182623,0.5069418896069651,0.3153063855066104,0.15316806304109712,0.3751219790200709,-0.10559001135569,-0.6000259341967209,-0.011728910897186431,-0.02225983080740275,-0.4253313711879149,-0.41349958446236884,-0.21997018216701508,0.8403033516174158,0.43053944289653523,-0.5250517648116519,0.18654149026066985,-0.27525141550491555,-0.7764894404440205,-0.7721178481027873,-0.15967641191939116,-0.4788309544195802,0.5708949386652928,-0.41712702496811677,-0.1957966967343059,-6.166056340741106e-05,0.4097278562411201,-0.31499358187669196
advmod:emph,-0.2986015790783289,0.3004326915287782,0.17873291428503416,0.48368440720719413,0.330074068221312,0.03536187749052635,-0.6837107712141068,0.1464447213800191,0.6537553102398693,-0.48597604922722865,0.06955750452310282,-0.2465793547681193,0.06607731151639376,0.1397945111013681,1.0,0.10411331725098145,0.024224016352090542,-0.4437954753844697,-0.20530954638886403,0.2986158843839078,-0.6834629756160474,0.30147723872775156,-0.08860646405070213,-0.3218939015355405,0.6242960308021746,-0.5298160622183233,0.09880033618115305,0.8281462110986776,0.015515533719234179,-0.06132965183163676,0.7704110031583767,0.5266255239433605,0.5619950493004229,0.2689469013527134,-0.12473166472230075,0.38358935700583846,0.37578927036058435,-0.6605467933883251,-0.28119822407586426,0.0012208737406499118,-0.023289266284229712,0.1886518734389326,-0.793063455755759,-0.30164642511899487,-0.04659326601308129,-0.23075251977034766,0.3326937352985397,0.4095789823763326,0.08667756673922164
obl:arg,0.09446471183809844,-0.4993899491570096,-0.4733756579038096,0.22892843879652475,-0.5536297497782098,0.031253499037043206,-0.6728726173150478,0.9266627132385988,0.20261597320062938,-0.13134979233090016,0.26164439192139743,0.7655251724198991,0.5737094751454765,0.8197867956167683,0.10411331725098145,1.0,0.7765846083905052,0.39301211077262704,-0.6560509756746519,-0.191872736625051,-0.11932322781347034,0.7486901461666566,-0.7470318167506589,0.07774446748903097,0.591883494777118,-0.2935178358279932,0.22033905700813763,0.17296982943300704,-0.17853679867321814,-0.550409807594641,0.021798866918439182,-0.262610334519018,-0.0867849151725647,-0.19431367539075106,0.7242031971665376,0.6110325606586984,-0.24288735208324364,-0.0822484808656478,0.007507040555012008,-0.7368910520863046,-0.9739688222376522,-0.40402268559704885,-0.14206960040538585,0.5520838439430795,-0.804819474030011,-0.16849536063456502,0.1296737251543751,-0.020664164380011382,-0.33071752975394975
aux,-0.27810178623488324,-0.17484274928710877,-0.2727787358501763,0.301013543626054,-0.7971243067753981,-0.5335540508129969,-0.5411601988716658,0.9021692895070699,0.12787495757043021,-0.31644240461965223,0.14369149604773304,0.9338275785675259,0.3839031540396745,0.8863216208212501,0.024224016352090542,0.7765846083905052,1.0,0.5782821957064432,-0.34607744908517674,0.24005305932631535,-0.43162454977793946,0.21528956798950244,-0.8909138391486028,0.22692491785743304,0.32824911219749914,0.09963147244891804,0.48051502206810637,-0.2000000000000001,-0.7255008153240761,0.024728864097767995,-0.12755721392583275,-0.15949456285621402,-0.5982933714398041,0.17902334046244686,0.8330960917985383,0.3321694692875867,-0.20441899504930924,0.037390998379131346,-0.5497800671278659,-0.5017231622701155,-0.7320432546898168,-0.08379264328354341,-0.3633031139555149,0.27183365461085096,-0.31483001259552784,-0.5578544533078427,0.19522527574510423,0.09702262233657412,0.004252400418653342
flat,-0.21242590788944765,-0.5777937569813372,-0.7692407588260869,0.442144449690451,-0.3310418459457074,-0.1960933941875128,-0.21277084085270087,0.4059497014714548,0.26909956143703345,-0.27305931608611,0.6271221397441854,0.6107342835392183,-0.2451783403057026,0.36241486469679396,-0.4437954753844697,0.39301211077262704,0.5782821957064432,1.0,0.04934139328599104,0.13451423966327714,0.03732947715535187,-0.12468705144407412,-0.49567823952699114,0.04996309034067716,0.24799455484367633,-0.024603632203321107,-0.27906837999751527,-0.5502575311554683,-0.2527777339843785,0.11241670447980238,-0.8102546743865073,0.02585102180803227,-0.6709481978002683,0.0688178437345993,0.7871646867623217,-0.4316628498490509,-0.016745170960101044,-0.07581781435075306,-0.37438012481364935,0.06974525135939953,-0.5370392807997367,-0.6277686268293525,0.08274240088171787,-0.05332711900298736,-0.35646860058635693,-0.17327347961893041,0.5713985774888651,-0.5599127280840256,-0.29466917984702085
nsubj,0.24526926761529202,-0.04684967203141059,-0.005740970737230848,-0.27045828008811834,0.41752932868052206,-0.4634994105138585,0.2781265209053352,-0.4139680774531509,-0.14437659088271423,0.38689587795923164,0.2658798536380535,-0.2131837488255296,-0.8738255005551063,-0.2205698332617202,-0.20530954638886403,-0.6560509756746519,-0.34607744908517674,0.04934139328599104,1.0,-0.14954441837094606,-0.2544966513869758,-0.5344549963170585,0.6587323929779063,0.540095222509164,-0.5117599534347496,0.556006927781065,-0.3983069369205452,-0.5548816826726648,-0.12707481632429096,0.832210267060051,-0.4436908197924972,-0.147459105890209,-0.3443017570235075,-0.25282946935493167,-0.024007237937440154,-0.7992233596296069,-0.3317927139991107,0.3383669435651863,-0.11990214199091956,0.34090475767994766,0.5568779731331989,-0.0027917364461578936,-0.17981443716245285,-0.16352226529802877,0.5727832899800932,0.42163987431711986,-0.02649146357733559,0.27614853606024536,-0.26487877579093
root,-0.9880989916149487,0.6582026854227939,0.2951234726985846,0.6362464783197137,-0.20090800543151807,-0.27574179537863425,-0.023962203151624197,-0.11981498067301072,0.37312840708545886,-0.8611658258160497,-0.22524623764276525,-0.060347527525708045,0.04742751000089964,-0.14445638149295578,0.2986158843839078,-0.191872736625051,0.24005305932631535,0.13451423966327714,-0.14954441837094606,1.0,-0.32260901427158806,-0.6087488981240967,-0.46897434163736795,-0.5659209273505283,0.16495497897904168,-0.15154805066556837,0.37243525890454415,0.11421629757060997,-0.4427835569693565,0.3156371310938616,0.2033259468549866,0.7643877822755932,-0.219855317127348,0.9871633849243246,-0.11072067243049961,-0.08930450574402296,0.7539098514760705,-0.5118103988219441,-0.8404378433383366,0.5920806776163166,0.24783744354363957,0.44426369506292446,-0.30936360848779393,-0.800420842030885,0.44130838755896373,-0.8946757212702833,0.4717118237995512,-0.2167365570563832,0.7797567277065879
advcl,0.26945872173172053,-0.20685759187075803,-0.09313559880184027,-0.32760031301722947,0.033635981881342675,0.6688997823188433,0.6507231012254926,-0.4093497906216165,-0.41945083848229986,0.31149656068529463,-0.19184468175657146,-0.25816669350023036,0.20270626696809962,-0.5313264006775332,-0.6834629756160474,-0.11932322781347034,-0.43162454977793946,0.03732947715535187,-0.2544966513869758,-0.32260901427158806,1.0,0.0038702402844204213,0.21390655442822046,-0.26755261846327627,-0.2923146939646152,-0.08027012324373893,-0.24291663535644717,-0.16872554097263398,0.5983565703165237,-0.5368957054451221,-0.3185242696159878,-0.18814720179767655,0.16968402299930618,-0.19887523946930624,-0.3548596994568459,-0.05887750886484583,0.06696811435110668,0.2171247601488898,0.6666491945979078,0.12326331672037379,0.06337527973572508,-0.22466535335601653,0.9823953592274011,0.15484619481439857,-0.22077671428497522,0.3161363164928488,-0.27108424320194174,-0.6467601396563016,0.00503658103837938
mark,0.5280767481608731,-0.5412840352579148,-0.3493876320733272,-0.04756529678521279,-0.02098023336629527,0.4060547500697521,-0.6076766759710626,0.5983966155554221,0.16277673727894096,0.21986414352980302,0.2420030403458414,0.26783298586011156,0.45211597837077455,0.5055621275658916,0.30147723872775156,0.7486901461666566,0.21528956798950244,-0.12468705144407412,-0.5344549963170585,-0.6087488981240967,0.0038702402844204213,1.0,-0.17667250351812303,0.0931532373746866,0.5491167655439537,-0.43521985991220763,-0.06759587714547952,0.5084630649883344,0.33531466044257785,-0.7303100775042473,0.297236170964544,-0.3433351088203033,0.4816464486039833,-0.5797205913377774,0.30223611711164167,0.6683461660820462,-0.3338398772563724,-0.0839911436859408,0.5289240599493283,-0.7651835137555357,-0.7253277032168939,-0.4294514755152598,-0.08971342388695992,0.6707974119017435,-0.833899442328588,0.36003385671287663,-0.09724943393723057,0.18099298845885686,-0.5771594827390604
det,0.53734599519321,-0.00795694076433269,0.17686892033335166,-0.48613784855682096,0.7748769198373225,0.23447476262789393,0.4526253150053568,-0.7431369172340216,-0.232626799201189,0.5853820445841377,0.020045384313098862,-0.7324530948797108,-0.5911986516618067,-0.6423715258182623,-0.08860646405070213,-0.7470318167506589,-0.8909138391486028,-0.49567823952699114,0.6587323929779063,-0.46897434163736795,0.21390655442822046,-0.17667250351812303,1.0,0.20723879283623478,-0.4579377482979719,0.1858456087800625,-0.5324430560925306,-0.04315200582489993,0.5429152410091731,0.2365203305367672,-0.04267377846446957,-0.13506287862342928,0.38069584909466875,-0.46520550805615274,-0.5888875497986672,-0.45997875106505653,-0.18355606197528673,0.2256580072099667,0.5352336678307924,0.29996339611514145,0.6810015680755085,0.007525495996806374,0.1891632065557021,-0.043135565419275226,0.35655463104231216,0.7624938667646133,-0.29517491450059885,0.18233791448759526,-0.2799689583817733
csubj,0.6454664728956769,-0.2735091187657775,0.005490600294631843,-0.667104481418027,-0.2591039643799178,-0.633357065782661,0.04209860029410705,0.33097586070321733,-0.5515375556883901,0.7499949718699028,0.04369100977067524,0.4819522523850087,-0.18534245005344377,0.5069418896069651,-0.3218939015355405,0.07774446748903097,0.22692491785743304,0.04996309034067716,0.540095222509164,-0.5659209273505283,-0.26755261846327627,0.0931532373746866,0.20723879283623478,1.0,-0.5086432761965347,0.7884404470414058,0.12366663137898279,-0.598644486111109,-0.43625670028564384,0.4555141164156894,-0.3036240743949621,-0.8433305367608774,-0.4998242143574887,-0.6487152839771492,0.4039927918531341,-0.09175155771778529,-0.9503490673445324,0.8155055394515027,0.11611501307478546,-0.5787248764969941,-0.07321999551208745,0.02639628583961466,-0.14301898305248797,0.6787657072397675,0.14684675173223938,0.4111597922071003,-0.5336116362125504,0.6443923664696549,-0.4380780648298626
xcomp,-0.28141065273663574,-0.34750973095940746,-0.5536453477890283,0.8056831322936945,0.16550168017048292,0.36668480905454764,-0.8588491886040549,0.45417520334734623,0.8838539801545199,-0.6324799019569742,0.5686660711763178,0.11300155807388518,0.114776638522301,0.3153063855066104,0.6242960308021746,0.591883494777118,0.32824911219749914,0.24799455484367633,-0.5117599534347496,0.16495497897904168,-0.2923146939646152,0.5491167655439537,-0.4579377482979719,-0.5086432761965347,1.0,-0.8716175149999265,-0.2583256602032798,0.6567564958535829,0.23377300855649902,-0.48029458226055693,0.22397215115253158,0.5156831559755246,0.39209964254582136,0.14911709104104945,0.37326892213832663,0.2797251406997221,0.4307983667239526,-0.8260395024280907,-0.16755636095979912,-0.0669609658274859,-0.6324349274718745,-0.5171101504447734,-0.43158266524937466,-0.17881045899074394,-0.700379487542504,-0.17716574511227132,0.7352043141370135,-0.256159108216284,-0.2774081648436208
obl,0.27097244006203514,0.21514558705765985,0.40777873285757865,-0.7185253279708989,-0.4157875702736737,-0.7329650519993698,0.5259775023924665,-0.028326976994287687,-0.7962979904350678,0.59099482287922,-0.3948539215981001,0.3054271301354841,-0.1122194849343395,0.15316806304109712,-0.5298160622183233,-0.2935178358279932,0.09963147244891804,-0.024603632203321107,0.556006927781065,-0.15154805066556837,-0.08027012324373893,-0.43521985991220763,0.1858456087800625,0.7884404470414058,-0.8716175149999265,1.0,0.3979628650597963,-0.7760379941926631,-0.602610665251035,0.6501617917898547,-0.2910093526409027,-0.6534353056374721,-0.6768512876150006,-0.19720868043511333,0.05963718108029775,-0.2145586269822076,-0.661840628797461,0.891241817975157,-0.0973778521158896,-0.2014889180337783,0.34258652366234366,0.4562443746365163,0.09514005479575482,0.3422699220096151,0.6130930749254575,0.05466576561166898,-0.6513520128330983,0.48386429782881923,0.13372399108599875
nmod,-0.3120508968611475,0.6502048043702366,0.6913905246807719,-0.2305496247322936,-0.7724215245000772,-0.489052335650201,0.0826060747029849,0.3472712111806155,-0.4342100525949384,-0.1035598744868301,-0.7822217717989491,0.39603492054061207,0.7261800323375636,0.3751219790200709,0.09880033618115305,0.22033905700813763,0.48051502206810637,-0.27906837999751527,-0.3983069369205452,0.37243525890454415,-0.24291663535644717,-0.06759587714547952,-0.5324430560925306,0.12366663137898279,-0.2583256602032798,0.3979628650597963,1.0,0.011097860364395393,-0.6992364678580762,0.06001183665501619,0.49555210168534974,-0.18606540787906514,-0.2683484318049236,0.40146605088704035,-0.04034932905989493,0.6405836825924707,-0.09014702511729916,0.31191217542639055,-0.3479309661198337,-0.37666919544208793,-0.012988457935092202,0.7853227852527943,-0.1502699807899791,0.1911876075281847,0.3262012812942066,-0.6736426570453095,-0.49499396828060294,0.45349813487509094,0.6848339184897357
advcl:cmpr,-0.16193268565575475,0.2038146423223326,0.14738306806426635,0.38436342103131893,0.3778061858399635,0.5459289123621008,-0.4873212332778793,0.0049498118101315965,0.5402118239582553,-0.3990473398146669,-0.06073271103765516,-0.42525616871576627,0.3423188032163209,-0.10559001135569,0.8281462110986776,0.17296982943300704,-0.2000000000000001,-0.5502575311554683,-0.5548816826726648,0.11421629757060997,-0.16872554097263398,0.5084630649883344,-0.04315200582489993,-0.598644486111109,0.6567564958535829,-0.7760379941926631,0.011097860364395393,1.0,0.43886311166177366,-0.5597109359973919,0.815921321016523,0.49507126885193614,0.871739293811503,0.17074636598197734,-0.36195028651623884,0.5749169036007478,0.4947865180853584,-0.6925393140314192,0.1476410539334355,-0.02698805534603542,-0.09478667099662758,0.06635266173884544,-0.32743061294465237,-0.18581674777792764,-0.31483001259552773,-0.08658380726589018,0.20596601783731072,0.09039633031902192,0.09199421311822406
cc,0.3724796742242844,-0.3507596867407209,-0.2777914591583654,0.006810097234192558,0.7276331350990872,0.931298442480018,0.110181175396713,-0.4834961337652425,0.20482815416314284,0.16612138649076136,0.24770184249315277,-0.6672466441857057,-0.14475016956507783,-0.6000259341967209,0.015515533719234179,-0.17853679867321814,-0.7255008153240761,-0.2527777339843785,-0.12707481632429096,-0.4427835569693565,0.5983565703165237,0.33531466044257785,0.5429152410091731,-0.43625670028564384,0.23377300855649902,-0.602610665251035,-0.6992364678580762,0.43886311166177366,1.0,-0.5979242060495407,0.03233696864813391,0.1681119659482253,0.7727130446013614,-0.35953040979050926,-0.4543403710665345,-0.07808802772038517,0.24815595157616252,-0.3256580598418878,0.7495097466211087,0.21919731077256974,0.08182342882148032,-0.47514256844752595,0.4546331640367101,-0.045495699994785685,-0.4126729233311222,0.6329803697234355,0.10604561368158605,-0.43916636586374863,-0.37645875532060286
