,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
PROPN,-0.518367134439907,0.5703883076334252,0.6440676927840914,-0.7999213106000944,0.8059295467248324,-0.5333656826225699,-0.35035831871817413,0.24057821217205294,-0.07421195468056861,0.7038788339569284,1.0,0.2911861780693059,-0.5800452700822437,-0.9626727473722951,-0.06267614186776757,-0.2638117210465391,0.08800176390214286,0.42117778712874177,-0.24406855268279753,0.7045317356562991,-0.16531421409275673,0.05460996741189344,0.5891226600989898,-0.961346289332426,-0.06953989192714671,0.6318727188279638,-0.9465605850377476,-0.9072611109974764,-0.5170844989558148,0.5185439289001912,0.22013055771404363,0.9175957227094791,-0.07094280055032308,0.5920460655163472,-0.9954743809468962,-0.6733783912097262,-0.3382945878771577,0.291240189375456,0.7280166477667652,0.35724430889521697,0.5071406238739872,0.8032003724985388,0.41704413521525785,-0.17697811399694136,0.4018230510199309,0.6984837547491738,0.8600696570358493,-0.06468544361914898,-0.6089772592359589,0.45358641357678275,0.3588988346571678
PRON,-0.8727237925775381,0.7523541916877159,-0.5403342846006393,-0.6159219923500924,0.04736434326715369,0.46987004357571593,0.23637107960733558,0.7112687061204156,-0.8523749229339226,0.49948996773758764,0.2911861780693059,1.0,-0.9017215968479866,-0.538972955625166,0.28679783767706113,0.8417818824189733,0.060981720426208245,0.9700969574241957,0.5617908633502811,0.7605480006644881,0.01524387646575182,0.5811175201969069,0.0027455436004347753,-0.3563394123208274,-0.03622126092421065,-0.2574247250076279,-0.4990561777237053,-0.5933232426861482,0.5937468800454199,-0.28677217743685535,0.8597466001584794,-0.104956233392876,-0.38682326225314606,-0.5793383574572681,-0.2196663714273788,-0.8992027587673811,0.48843429380020076,-0.6889726028319676,0.5863038150908728,-0.7569289446191214,-0.6202633477161918,0.16615085624822437,0.9909356033698052,-0.43265482797275534,-0.4749976087450587,-0.3803152575257208,0.660802109176712,-0.5361685893864537,-0.7668877606660126,0.7837832663942413,0.8916818642190196
NUM,0.7670761956334605,-0.6487476521175649,0.18726341608865935,0.894524340205113,-0.16269389086758904,-0.04240009382781485,-0.3080224289730981,-0.8474940020571718,0.8440952449692074,-0.8214786362688581,-0.5800452700822437,-0.9017215968479866,1.0,0.7690083781926428,0.054133464667237535,-0.607907422134328,0.1964517731932944,-0.9768052332445826,-0.16869805183670059,-0.7402860409729338,-0.227503187840103,-0.7072822362202679,-0.4250423034457719,0.6918153005667137,-0.2232375241159593,-0.18561739396895888,0.6663215435558072,0.7227813545275813,-0.19719504160947335,-0.15038498342417328,-0.6235347647922287,-0.21159536839072762,0.5895613003199927,0.2089266774951886,0.5379384701098386,0.9314664478355632,-0.07604216507213928,0.309095686927739,-0.8779761595250358,0.41291041363079356,0.23379553179891893,-0.5755450529614902,-0.9387627705550674,0.6571841070275474,0.427967610517086,-0.04138673700678873,-0.7509356576957545,0.21937983461864463,0.9636631573694536,-0.9441412392753749,-0.716397075588957
ADJ,0.6979140071626696,-0.7078673331237298,-0.4153174445690003,0.8839605389759917,-0.715839936092432,0.3435645319780806,0.23067205334099727,-0.4217003459431158,0.3124351868750261,-0.7689439241323074,-0.9626727473722951,-0.538972955625166,0.7690083781926428,1.0,-0.013910295395802741,-0.006809235601653449,-0.0821149359829851,-0.6474264131970112,0.0650713947768848,-0.8300355172587156,0.12878081412250014,-0.22249677458531278,-0.5294034119061074,0.9503903276523348,0.058838365081703474,-0.4914130668377486,0.9715596002930852,0.9633568195075355,0.29193972276680147,-0.38460611188095745,-0.43032947415247164,-0.7771332999654734,0.1834343785164623,-0.35975639868343506,0.9392395853576785,0.8459490837640795,0.16881416292683854,-0.06814818756460865,-0.8137528849894162,-0.10374961694745222,-0.2751470252371074,-0.7615609583245182,-0.6472430032311911,0.2894709278202907,-0.21097274782285327,-0.5121767950910591,-0.9404472032338163,0.19786789484726117,0.7591853041747011,-0.628109848360758,-0.5623981809713868
advmod:emph,-0.5888057668435449,0.6768822160595288,-0.3579624358049147,0.34526274006908314,0.41542810394500423,0.7497440577716782,-0.6854376765686395,-0.4653009737444813,0.19142560720464158,-0.5513363630352733,-0.06267614186776757,0.28679783767706113,0.054133464667237535,-0.013910295395802741,1.0,0.23603037062885202,0.9476766606034898,0.07197292618721413,0.8968428447747182,0.5269641443845822,-0.899119319810633,-0.5762967759248826,-0.8389321883781928,0.2839877559632621,-0.9442688728222101,-0.7756961712264266,-0.2255060532228055,-0.2815957470944494,0.617913989741924,-0.8615104609424183,0.7334769570755658,-0.10417715463256522,0.7535295936222803,-0.4569059638463761,0.14289521405384387,-0.26766780312413463,0.8916498117425912,-0.7592943024776364,-0.453251031959016,-0.5457167549103229,-0.5844809397345031,-0.6323006907995897,0.26148721509101275,0.7351971463515498,0.4158434762584362,-0.5919943366526124,0.3440739321800318,-0.9615404502802747,0.31392030120487563,-0.35464520154805246,0.6565771214039228
obl:arg,-0.5508061970913449,0.3878332527151607,-0.8932188334052089,-0.2143607539061196,-0.4518270464626442,0.7189744928031703,0.5115625668351679,0.6444708790520102,-0.8592024863435731,0.16860218948105027,-0.2638117210465391,0.8417818824189733,-0.607907422134328,-0.006809235601653449,0.23603037062885202,1.0,-0.07896670334509015,0.7573247281881014,0.6345988934766532,0.33418111435699516,0.1974193924350848,0.6266821974293895,-0.25256584825236444,0.1527708096244293,0.09373642736794909,-0.5526668323172723,0.045843075247127656,-0.06884410278536753,0.8507827426884605,-0.5099802505703711,0.693799825049163,-0.6230971398277582,-0.4332337411208314,-0.8943046702192055,0.3275454868646628,-0.5207646078933967,0.6129598198066232,-0.8066521712533531,0.2352396532382936,-0.9354798766615059,-0.8758107354507129,-0.22566056526334458,0.7629091360501501,-0.4183336057095406,-0.7620680462010647,-0.7358581628610705,0.15967008075505382,-0.42531320440704057,-0.47686014899470097,0.5871256878896612,0.655023913404185
aux,-0.4742309216078314,0.6172547125558132,-0.05036827738212931,0.3598146546784824,0.6198325192285481,0.5118500577746288,-0.8810554153208792,-0.6529009129888055,0.44942264558691075,-0.5638891064257537,0.08800176390214286,0.060981720426208245,0.1964517731932944,-0.0821149359829851,0.9476766606034898,-0.07896670334509015,1.0,-0.12396691143764807,0.7088262576105694,0.4897475521315149,-0.9916199769164491,-0.7746379732164801,-0.7396211994416928,0.1747485333907708,-0.9996222817149865,-0.5813685552251507,-0.31334892142124116,-0.3333333333333332,0.3384037743550515,-0.6902831508067024,0.5575257135326958,0.14781445722238096,0.8965289720685614,-0.1550745789195287,-0.024786206256741848,-0.1659057554458445,0.703187891203651,-0.5127908493062009,-0.48184032164425566,-0.2506084610373955,-0.2973701244194722,-0.5207200232850341,0.06799063128639565,0.8655755019697091,0.6843917906809058,-0.33333333333333326,0.3664726209107255,-0.8605312154922874,0.4207140442858092,-0.5069062806370878,0.5005953092466882
flat,-0.8083087302861885,0.6766368991694584,-0.38729021549251724,-0.7785728323831543,0.057239985196610436,0.24970479039876758,0.3345951137297202,0.8317318377107057,-0.895957495288562,0.6937914573524259,0.42117778712874177,0.9700969574241957,-0.9768052332445826,-0.6474264131970112,0.07197292618721413,0.7573247281881014,-0.12396691143764807,1.0,0.345180546891156,0.7315629353570444,0.1806095159343063,0.703064224510866,0.24532049163320704,-0.5269431113973548,0.15008246844030174,-0.021380651655156437,-0.5622612926084787,-0.6398081126416764,0.40197617877565783,-0.046354480320406614,0.7302321249399071,0.02594826698917577,-0.5482425212928883,-0.41189047340386864,-0.3660205806102119,-0.9191394193490621,0.26210903486283976,-0.4943859262181306,0.7628096852033333,-0.5981015353102855,-0.4364103510854769,0.3907127909224893,0.9812271544373189,-0.60263532192475,-0.510328562937663,-0.17351098160978637,0.6884606058773718,-0.34302073333410055,-0.8996085918317018,0.90635444688922,0.7942902199458677
nsubj,-0.6580470349347597,0.6539918032224664,-0.716741725534257,0.24739464859456692,0.06994161810071307,0.9433283023000165,-0.2954594135823661,-0.1131407550202857,-0.20869562909167383,-0.4220433024442262,-0.24406855268279753,0.5617908633502811,-0.16869805183670059,0.0650713947768848,0.8968428447747182,0.6345988934766532,0.7088262576105694,0.345180546891156,1.0,0.5015185819292215,-0.6135815282565439,-0.19327440020753037,-0.8196604553379659,0.36864706487677046,-0.7013496472528454,-0.9010547324225863,-0.08120108313971607,-0.1776810485291997,0.8938832082765934,-0.9414501950178988,0.8579120083874876,-0.4232786050068927,0.4172767687952622,-0.791210594481568,0.334323753563141,-0.37847385494061403,0.9943988718967884,-0.9683904848890065,-0.3180255000473274,-0.8597555233733204,-0.877286372979922,-0.6622900184761005,0.49782411516780084,0.41782413547515895,-0.02881157546381587,-0.8392757064512664,0.2696919669204856,-0.9366473503426932,0.09504876573154177,-0.06751899356673682,0.7691646042877914
root,-0.9675315102598205,0.9808560505332892,-0.02031103064824976,-0.6135281528172092,0.6821670862664816,0.22283296518711154,-0.3954596374075195,0.27207389978356444,-0.35632436492285774,0.4133683610247054,0.7045317356562991,0.7605480006644881,-0.7402860409729338,-0.8300355172587156,0.5269641443845822,0.33418111435699516,0.4897475521315149,0.7315629353570444,0.5015185819292215,1.0,-0.47963558901735165,0.05293141446560842,-0.009228290765535682,-0.6161175808685951,-0.46579531352284564,-0.0768852054766086,-0.8932589454762248,-0.937659641967393,0.23300936399517197,-0.19513899323396477,0.8459839820571624,0.4540297394385691,0.10377059048782122,-0.11211643229563084,-0.6340962725426276,-0.93369985969709,0.4090825850608019,-0.47289101579057496,0.5102995077056622,-0.3727909048648416,-0.23679172213633534,0.28335991345853273,0.8205347720037545,0.01136076564914348,0.19933580473448492,-0.014751353615842216,0.967704812330576,-0.7018298493031171,-0.5830045856761776,0.4805200622271569,0.9103933343421433
advcl,0.4318394782274488,-0.5918569606306024,-0.07885920452586644,-0.33418461768744107,-0.6959680160266077,-0.3970323152536877,0.9347446999373117,0.6954607421617011,-0.5277129307306856,0.5339348767586352,-0.16531421409275673,0.01524387646575182,-0.227503187840103,0.12878081412250014,-0.899119319810633,0.1974193924350848,-0.9916199769164491,0.1806095159343063,-0.6135815282565439,-0.47963558901735165,1.0,0.8222008761728081,0.6668575361573671,-0.10565832257987212,0.9918833447802349,0.47778162739802976,0.3598844181759786,0.3652037438571162,-0.21405104743987297,0.5947151389408538,-0.48288380244286744,-0.25797089174624005,-0.9200277258995396,0.02615702351676403,0.11001217450960031,0.14119743184097547,-0.6055615337969167,0.4009603037514724,0.4595092718438872,0.12725016884168663,0.17172914419969032,0.4445599962517333,-0.006453533682639264,-0.8827313491507083,-0.771617031051783,0.2120875655368598,-0.3855401702412136,0.8001406413058666,-0.43153432513531004,0.5355849630294593,-0.4383854962722327
mark,-0.1500180434840917,-0.047021245758673426,-0.35052580890149426,-0.6400662084814832,-0.5213929939227655,-0.07535977654430402,0.8879515046051062,0.9742576154789416,-0.9117750877027379,0.735612416587465,0.05460996741189344,0.5811175201969069,-0.7072822362202679,-0.22249677458531278,-0.5762967759248826,0.6266821974293895,-0.7746379732164801,0.703064224510866,-0.19327440020753037,0.05293141446560842,0.8222008761728081,1.0,0.5626672249972642,-0.3117959500334148,0.7892316534058261,0.2631932174211549,-0.010629010488668704,-0.05811301748882548,0.14424246915686137,0.33938269196084164,0.09307732918714628,-0.24557824470828568,-0.9714731956267516,-0.2878766292215366,-0.05961132843848334,-0.4067343940131761,-0.2303593101207564,-0.050746120101459506,0.7240661040717499,-0.31101889716521036,-0.19400059086634708,0.47815411769611416,0.5616200473701659,-0.9694825467408639,-0.8869961249330797,-0.021320240702890122,0.07807708027259087,0.3520737191591452,-0.7993210034608264,0.8897959204084627,0.1510702012628499
det,0.14518380887340676,-0.20336110895737108,0.5762059892469465,-0.7531287226045488,0.06878183073775863,-0.8530408206341631,0.41505343163272007,0.577062794071838,-0.27710832255406437,0.8651214615483855,0.5891226600989898,0.0027455436004347753,-0.4250423034457719,-0.5294034119061074,-0.8389321883781928,-0.25256584825236444,-0.7396211994416928,0.24532049163320704,-0.8196604553379659,-0.009228290765535682,0.6668575361573671,0.5626672249972642,1.0,-0.7600424768544277,0.7485032844186971,0.944741681969661,-0.34103252084988445,-0.2830479400621458,-0.7232440622622158,0.955792808641104,-0.41901810299867426,0.5446995822618095,-0.700605801046571,0.6285464573915648,-0.6470173658868684,-0.2040562454793299,-0.8702093535649613,0.7171251024786457,0.803754769554238,0.5663309026600624,0.6878211589348564,0.9520889832463917,0.08714502392160434,-0.7436446971653223,-0.1863433013777751,0.8140321034795499,0.21321049840573347,0.7186454561554413,-0.6437934657660022,0.6001350285209697,-0.28119148477610967
csubj,0.4525121851203094,-0.45317437160413515,-0.5792964813664984,0.9187750492333875,-0.6119207411455794,0.6020788743299456,0.08003931310676861,-0.46980495433646774,0.26989414295676045,-0.8699381521773825,-0.961346289332426,-0.3563394123208274,0.6918153005667137,0.9503903276523348,0.2839877559632621,0.1527708096244293,0.1747485333907708,-0.5269431113973548,0.36864706487677046,-0.6161175808685951,-0.10565832257987212,-0.3117959500334148,-0.7600424768544277,1.0,-0.19464348062457398,-0.7346963909301498,0.870014092524815,0.8359346416439225,0.5289697002542938,-0.6522814598472746,-0.14372915487897514,-0.8294990566773419,0.3414901771159804,-0.553555211967422,0.9670451925819836,0.6850115743252099,0.46423665471343256,-0.34999532041193204,-0.8794629281269088,-0.3374132533435817,-0.506102830015916,-0.9223580256019148,-0.47412512639198245,0.4391047239234477,-0.15900584443384905,-0.7212921815911422,-0.7883070940836505,-0.11561974720096019,0.7662425626463762,-0.641878115511972,-0.2946423601635722
xcomp,0.4501803242436182,-0.5954034345026921,0.047001130362493024,-0.3835910674985708,-0.6100410753225892,-0.509532241728156,0.8834932633919526,0.6723313050123004,-0.4693717819003501,0.5844057818928508,-0.06953989192714671,-0.03622126092421065,-0.2232375241159593,0.058838365081703474,-0.9442688728222101,0.09373642736794909,-0.9996222817149865,0.15008246844030174,-0.7013496472528454,-0.46579531352284564,0.9918833447802349,0.7892316534058261,0.7485032844186971,-0.19464348062457398,1.0,0.5849333048889728,0.29158724186185087,0.31009718641124034,-0.3329005087549896,0.6920325674153389,-0.5376315066716099,-0.13892022860269368,-0.9074411225732871,0.15044155180551602,0.007773736309518366,0.13874150170143076,-0.6984323806202881,0.5028029580600433,0.5043377432017493,0.23946953423089457,0.2910967228888954,0.535299974984741,-0.04187017745054859,-0.8787196415263137,-0.6908656349643029,0.33461528976439814,-0.34245622208065535,0.8500611755084386,-0.44544533514282225,0.530235888254041,-0.47818001840229635
obl,0.2712872698579281,-0.26294475751183144,0.8074120657250531,-0.5991293934806826,0.25165103570091535,-0.9730294989372853,0.15550437449156196,0.27996005919639727,0.04846284011708337,0.7013583239001739,0.6318727188279638,-0.2574247250076279,-0.18561739396895888,-0.4914130668377486,-0.7756961712264266,-0.5526668323172723,-0.5813685552251507,-0.021380651655156437,-0.9010547324225863,-0.0768852054766086,0.47778162739802976,0.2631932174211549,0.944741681969661,-0.7346963909301498,0.5849333048889728,1.0,-0.3518184805233353,-0.26388934415090637,-0.9079151732757429,0.9886171978171875,-0.5621062506142132,0.7083435449353883,-0.44186371202398783,0.8481128920502689,-0.70047548269821,-0.03663718138753121,-0.941216213913421,0.8753747612958834,0.6300547778823237,0.7966270626562241,0.8862347025372873,0.9085446018914635,-0.15441137257795992,-0.4884854669739465,0.1190758348792673,0.9557686556486457,0.1735290130836686,0.7309446612089083,-0.4114276361704922,0.3301384518271808,-0.42728406270301833
nmod,0.7564195923896319,-0.804682977391564,-0.4143152019454744,0.7512368014635779,-0.8414057001668098,0.23277142712222054,0.4419308514031826,-0.2281027015955699,0.16400504427390306,-0.5957806385954517,-0.9465605850377476,-0.4990561777237053,0.6663215435558072,0.9715596002930852,-0.2255060532228055,0.045843075247127656,-0.31334892142124116,-0.5622612926084787,-0.08120108313971607,-0.8932589454762248,0.3598844181759786,-0.010629010488668704,-0.34103252084988445,0.870014092524815,0.29158724186185087,-0.3518184805233353,1.0,0.9929336709298546,0.22838144192898172,-0.22329716831529065,-0.5159928766015665,-0.7959058080036108,-0.04834507148133103,-0.3370814529493029,0.9117076119258458,0.8268085047969714,0.018210478182205524,0.02685875316699293,-0.655277273757677,-0.07237618320402585,-0.22277094867336086,-0.6121761846586482,-0.6065144168002695,0.060377338043381454,-0.38596287207679,-0.4354762188161402,-0.9757244218786256,0.3740766671078166,0.6092891404158807,-0.4606325409267025,-0.6299001754734103
advcl:cmpr,0.8272458677374279,-0.8606191291769603,-0.30338883127711214,0.7553438468604764,-0.7989632881263716,0.12915461488427293,0.4059426587721442,-0.2790578173771735,0.24751034654007076,-0.5896888466078313,-0.9072611109974764,-0.5933232426861482,0.7227813545275813,0.9633568195075355,-0.2815957470944494,-0.06884410278536753,-0.3333333333333332,-0.6398081126416764,-0.1776810485291997,-0.937659641967393,0.3652037438571162,-0.05811301748882548,-0.2830479400621458,0.8359346416439225,0.31009718641124034,-0.26388934415090637,0.9929336709298546,1.0,0.11515030897897743,-0.13830787954812965,-0.6091557506126138,-0.7184513627286379,-0.026753260123206984,-0.22350583189589318,0.8633031026633998,0.8831116607924876,-0.07675516471134389,0.13761388252609977,-0.6589536631761447,0.04596746932830946,-0.10803888716258157,-0.561284643276459,-0.6905104010469063,0.07994058749508907,-0.3149196137818108,-0.3333333333333333,-0.9946939059697705,0.44759912021548315,0.6437419902018644,-0.5069062806370878,-0.7152865272902301
