,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.35723492574149807,-0.2424165224574835,-0.14471937393691447,0.699996024812155,-0.5471773012066907,-0.37416698017089656,-0.37838174297922217,0.3930841515807241,-0.5992403819771648,-0.49915507096192085,1.0,0.49948392226418525,-0.10901764447166669,0.42955197086734764,0.2553446251087026,0.2648588223962333,0.053936568631649376,-0.6461252428834312,-0.35831831592517815,-0.6461252428834312,-0.005806488785875252,-0.3384788818990803,-0.10388071854001305,-0.5659319010568328,0.524098722743565,-0.0573186920686537,0.5928002852309391,0.1600179864751997,0.7362405463027034,0.4574045914345144,-0.3141191755470364,0.11232628313596338,0.6970227818134397,-0.36801282130876856,-0.3436805451356154,-0.24467071088052217,0.16683888148228354,0.200954780294986,-0.45058782159190647,0.9790105819233302,0.33606415317796484,-0.3792993585994891,-0.04169749181102343,0.5602089547704059,-0.5934667423066251,0.3718618501730639,0.44402011406365677,0.042226792595736674,-0.8160976441824355,-0.10613546280959207,-0.3835164009501594
PROPN,0.08931132388551191,0.33158638435548937,-0.31497675815435167,0.6000272238234089,-0.17026766489410533,-0.909313446472129,0.07767469972248467,0.7789883861959565,-0.11380676233881401,-0.6325122451738818,0.49948392226418525,1.0,-0.7847414583410657,0.7482842042478391,0.1315715912610087,-0.374372673986487,-0.8165457809899371,-0.22354328405235033,0.23914935948712668,-0.22354328405235033,-0.4718683378371401,0.06501089117438368,0.5799011626568689,0.0008279061053525571,-0.3367070851155421,0.09607816406118572,0.7094670148037977,-0.3269145074595495,0.6715339924776046,0.6019829654406323,0.07772319643489009,-0.1394834773689729,0.5954697463476099,-0.9773901884577804,-0.8554790083166169,-0.06248059266527696,0.2711626617847103,0.8897055371861283,-0.01734465784940572,0.4928339036858215,0.07765545544737333,0.16224827754153984,-0.4744044608596195,-0.07239247440092096,-0.7177173266900018,0.01901083077262206,0.2708129583390471,-0.3821713920156235,-0.7077492132487113,0.47068500549465897,0.362494423305815
PRON,-0.007145663891056798,-0.4124357796834847,0.08192634221009869,-0.441265795236778,0.3662876036980337,0.7880722415183351,-0.05080637223769676,-0.9096549838728493,0.020126360829678717,0.6708678793818477,-0.10901764447166669,-0.7847414583410657,1.0,-0.661999709643311,-0.4144714615874609,0.8483428876107977,0.9228711547260839,0.16998641695066458,-0.18535000798592058,0.16998641695066458,0.8189109398911404,-0.19205243314384932,-0.5883857140815818,-0.15936659832727817,0.3759977942364841,-0.3201525632667523,-0.36568318031357266,0.282119751984133,-0.5612690477439811,-0.7160543283070434,-0.01195880672559554,0.10716115798337712,-0.5962852615286763,0.8355278288786758,0.5805651197364613,-0.271769675719309,-0.6136154064126017,-0.8484065358937007,-0.0043957195990757935,-0.031287191314836815,-0.33057352347738334,-0.44274960417275017,0.41113748873412304,0.14907554253910596,0.7378295192147968,0.4906652583054092,-0.42197671743487625,0.5692333927443071,0.5499813383926693,-0.8481365225324776,-0.5661219459659321
NUM,-0.18719281000293572,0.5016763411998854,-0.5344857089422818,0.7286068298252625,-0.27519485690011736,-0.513007178725625,-0.40638766127011894,0.7424306451963488,-0.22577428386399373,-0.7039956492312555,0.42955197086734764,0.7482842042478391,-0.661999709643311,1.0,0.31535578993332825,-0.24052066398513264,-0.6561822486673845,-0.03423692314326587,-0.040431607570986565,-0.03423692314326587,-0.23874511534763684,0.2628578543288111,0.41998022240107113,-0.05713079322885487,-0.2874070191741759,0.07892543640849924,0.5643258070319994,-0.17826573567316126,0.5635172292573711,0.6781888065246147,-0.40455820078406546,-0.23516818939317582,0.442574947557685,-0.787400582493814,-0.7223789832658316,-0.26049082954387526,0.368132191698507,0.8116124644476588,-0.4926292661599432,0.363040146495887,0.5330883298893433,-0.10530204632979523,-0.7815414650844477,-0.14703599835066464,-0.565484180267203,-0.2525485605001919,0.5398340863209659,-0.21077033209532173,-0.48478421149358286,0.696830486213923,0.5533548692442678
ADJ,-0.020711796737056275,0.23226714345619975,0.5665335103234094,0.6952502923402408,-0.8777562225503474,0.044265962533695316,-0.7316493488984358,0.6823079234689124,-0.7299840251313622,-0.8313566932179485,0.2553446251087026,0.1315715912610087,-0.4144714615874609,0.31535578993332825,1.0,-0.43719436089105007,-0.15830422523855123,-0.5064523376850802,0.07422917272634637,-0.5064523376850802,-0.2739730917741385,0.13253600309746502,-0.447231299102062,-0.6182096953869747,0.28451673663747756,-0.2566704812663557,0.3468668769196661,-0.3587027121042539,0.689835446734807,0.680818520394558,-0.7715839031932703,0.6662401856010692,0.35213041367124553,-0.1270288460243189,0.28843783990670824,0.6764048962012023,0.9565714960011582,0.0037457175054541147,-0.6873951489194003,0.17870989552539893,0.51131583264645,0.45190117391764945,-0.31934475708346677,0.6674637440558855,-0.7159907015451723,-0.7252750026022968,0.8804824188163735,-0.009072733814881728,-0.4400587818953919,0.43629784604874294,0.24107391137953935
advmod:emph,0.04449275531248177,-0.3181242195517404,-0.22557080746692026,-0.06444930138059807,0.3622139297784144,0.5175877681913218,-0.16857399374761356,-0.6850185960202757,-0.08328731050030076,0.41561207583473236,0.2648588223962333,-0.374372673986487,0.8483428876107977,-0.24052066398513264,-0.43719436089105007,1.0,0.7142463775612,0.1605448581082089,-0.16163014282846488,0.1605448581082089,0.88144795607106,-0.23387605400126468,-0.44669987331843025,-0.23225154789316133,0.3192854125834065,-0.4410060672581377,0.06835010962734397,0.18752752302081305,-0.2558302370604238,-0.5513094408879321,-0.11586776161450152,-0.003168789429329896,-0.40369823805066185,0.4619477259759465,0.17217449877983512,-0.5359662896943574,-0.6322103263958648,-0.5075978398602825,-0.17354819228447793,0.36499591925627944,-0.2857337647418076,-0.6397190635773587,0.07627985256624972,0.15459225357176493,0.5015386004045493,0.6392605587895568,-0.2643207661844761,0.6424371302939841,0.2901598055604183,-0.7696460198403055,-0.4960766127464073
obl:arg,0.0958310237593222,-0.5306820511827411,0.2219372959479512,-0.32840536431559747,0.012347262346152047,0.7827014253932597,-0.21249666802625433,-0.759939131093155,-0.19058908249493423,0.5218467374684853,0.053936568631649376,-0.8165457809899371,0.9228711547260839,-0.6561822486673845,-0.15830422523855123,0.7142463775612,1.0,-0.11642994983487776,-0.4183831329582067,-0.11642994983487776,0.6458616069174395,-0.27476624998044,-0.6912220882158906,-0.33592267534119313,0.6414479769695902,-0.18424123861170658,-0.42392949156049975,0.439662247349825,-0.38833634714878174,-0.5062790255229499,-0.16290464169346358,0.20710992937634298,-0.33669298546704685,0.8807198949951154,0.7019966546186461,-0.15447703826358158,-0.3808141790293655,-0.9122045955319479,-0.16024136194226574,0.07633767866518723,-0.049438471193297424,-0.4429807947772786,0.5559279541194815,0.37666576805424024,0.5500487709107699,0.3887838898912537,-0.20349974895424766,0.47275833708373655,0.33307306157532535,-0.7610079428224272,-0.6906941356662586
aux,-0.03278094381613439,0.03322697042508926,-0.37555600281623647,-0.3985999882478877,0.7548364095968036,0.26240351330202255,0.33994483359319727,-0.4069855044932651,0.7822911191047455,0.4670060848456109,-0.6461252428834312,-0.22354328405235033,0.16998641695066458,-0.03423692314326587,-0.5064523376850802,0.1605448581082089,-0.11642994983487776,1.0,0.2220518488122229,1.0,0.20299876257740113,-0.04515899988591258,0.19534312279012422,0.758377151294488,-0.4243042503507845,-0.16666666666666666,-0.15144436451162682,-0.03650328056422267,-0.5458170559080427,-0.6574750849483411,0.27892363881944665,-0.49019598789978924,-0.5704059106332092,0.17335002758840468,-0.022692939676689814,-0.3332878482324886,-0.3946217123804727,0.09152887123990158,0.3805862019543444,-0.5544362762536778,-0.3535462273790037,-0.2103588961356353,-0.3181912331868515,-0.6540181999794968,0.5346698926929351,-0.14828751938458987,-0.30094634021533306,0.42015592370130556,0.8218374437528089,0.12297705974736023,0.22779411444674882
flat,-0.26781270141937313,0.5197715044678671,0.3917860046690449,0.0920441872730142,0.3119503273557602,-0.09961359344872601,0.13253415484791758,0.1417401752132517,0.004112797941029616,-0.21332220032468927,-0.35831831592517815,0.23914935948712668,-0.18535000798592058,-0.040431607570986565,0.07422917272634637,-0.16163014282846488,-0.4183831329582067,0.2220518488122229,1.0,0.2220518488122229,0.12116697267262251,0.36396236864996756,-0.05862641688705698,-0.04334968243776487,-0.6053436716787829,-0.601435747716857,0.4302337198884661,-0.9375069542870945,0.07203585669519953,-0.05404526484272329,0.059887625354730856,0.4842122585763171,-0.4661422174723822,-0.26222282216762544,-0.03880068951859699,0.5513125861362754,0.1448117203563536,0.11237164758809458,0.1645859511249928,-0.2375524419887245,-0.6928189865749581,0.7437100826443395,-0.4296204898907148,-0.012821043269629294,-0.1102784934096838,-0.2468986221029565,-0.09174962414450669,0.08323723939166139,0.17382099167900716,-0.046949119885124235,0.516228528288702
conj:expl,-0.03278094381613439,0.03322697042508926,-0.37555600281623647,-0.3985999882478877,0.7548364095968036,0.26240351330202255,0.33994483359319727,-0.4069855044932651,0.7822911191047455,0.4670060848456109,-0.6461252428834312,-0.22354328405235033,0.16998641695066458,-0.03423692314326587,-0.5064523376850802,0.1605448581082089,-0.11642994983487776,1.0,0.2220518488122229,1.0,0.20299876257740113,-0.04515899988591258,0.19534312279012422,0.758377151294488,-0.4243042503507845,-0.16666666666666666,-0.15144436451162682,-0.03650328056422267,-0.5458170559080427,-0.6574750849483411,0.27892363881944665,-0.49019598789978924,-0.5704059106332092,0.17335002758840468,-0.022692939676689814,-0.3332878482324886,-0.3946217123804727,0.09152887123990158,0.3805862019543444,-0.5544362762536778,-0.3535462273790037,-0.2103588961356353,-0.3181912331868515,-0.6540181999794968,0.5346698926929351,-0.14828751938458987,-0.30094634021533306,0.42015592370130556,0.8218374437528089,0.12297705974736023,0.22779411444674882
nsubj,-0.3564184726643529,0.0758408864746146,-0.06440725340234439,-0.07434625741416602,0.38766503933554225,0.6843672781294303,-0.3364536562909194,-0.6499052426570177,-0.20556306342356995,0.3205143946819003,-0.005806488785875252,-0.4718683378371401,0.8189109398911404,-0.23874511534763684,-0.2739730917741385,0.88144795607106,0.6458616069174395,0.20299876257740113,0.12116697267262251,0.20299876257740113,1.0,0.18127915200238312,-0.5322768183633922,-0.35009391032249726,0.03731363845657437,-0.5703445637556692,0.006406409359074385,-0.13218425493219124,-0.36531579934560066,-0.44437985103201305,-0.3034166224387449,0.2326271103211386,-0.7053966378103153,0.48568086891709866,0.2885310279397858,-0.2757082901888624,-0.4999780070118716,-0.574959799727835,-0.3261032305412721,0.08277524211383896,-0.3158261440194676,-0.3051964184246428,-0.12435543087766929,0.1053654299807381,0.576348174836438,0.39240934552456713,-0.2594402097904689,0.5540797916651988,0.442397730462492,-0.6960730993440104,-0.12903301547817778
root,-0.9745374860305943,0.9336551823103701,-0.0835632676089734,-0.006268033425882399,0.10360209219037776,0.03879373790206529,-0.2681533915839042,0.16177835823932973,-0.24016647291542373,-0.18762387425379817,-0.3384788818990803,0.06501089117438368,-0.19205243314384932,0.2628578543288111,0.13253600309746502,-0.23387605400126468,-0.27476624998044,-0.04515899988591258,0.36396236864996756,-0.04515899988591258,0.18127915200238312,1.0,0.2108025225451551,-0.19806727176877956,-0.7230270352142409,0.08913365074235109,-0.15621881555751468,-0.4549760797023847,-0.23454855029828955,0.43227514689738944,-0.25779053895270665,0.16773830522207944,-0.4211768416961118,-0.24560818544737922,-0.18982569155063284,0.18117849542041808,0.06555232399165183,0.15392010536385234,-0.3148515632069614,-0.41315656432681486,0.12284506557278077,0.48680257403060917,-0.413881960043172,-0.34329655133771797,0.1568795931982438,-0.20708965873094584,-0.14858852264832345,-0.5266127391323387,0.062054149575670736,0.22215146633119368,0.824247318552648
advcl,-0.1357076923177957,0.27557281672548645,-0.6717535858272219,-0.2060627007926546,0.34309681100395895,-0.7481565089194825,0.5784551566025472,0.27829757816177325,0.5431068381076579,0.08768302570669917,-0.10388071854001305,0.5799011626568689,-0.5883857140815818,0.41998022240107113,-0.447231299102062,-0.44669987331843025,-0.6912220882158906,0.19534312279012422,-0.05862641688705698,0.19534312279012422,-0.5322768183633922,0.2108025225451551,1.0,0.6386159254931902,-0.6100293174526312,0.7003109738158708,-0.102872789783505,0.17334360633995538,-0.1327807061544733,0.21284433470629072,0.5971561900382166,-0.7483685983936276,0.2849545703785288,-0.6682783671981599,-0.8237832343781382,-0.410969734451352,-0.2562006775240273,0.8001363265563587,0.47803702255357367,-0.16110247883197257,0.08083617226933773,-0.03635351057386763,-0.09306293812699544,-0.7831681249338057,-0.02163003237180815,0.17090263828292865,-0.3671661040995552,-0.6815482829700074,-0.17739289385278717,0.48926368379733626,0.3870493567110567
mark,0.190463489453009,-0.1587836767521487,-0.4684331816210005,-0.5833710904835242,0.6385929948198806,-0.20424427574079793,0.7428045662960004,-0.223984827623466,0.9769262771610343,0.5350745313820451,-0.5659319010568328,0.0008279061053525571,-0.15936659832727817,-0.05713079322885487,-0.6182096953869747,-0.23225154789316133,-0.33592267534119313,0.758377151294488,-0.04334968243776487,0.758377151294488,-0.35009391032249726,-0.19806727176877956,0.6386159254931902,1.0,-0.3894854927022119,0.41249812909595546,-0.35554415591309146,0.2996279480825294,-0.5046282947916471,-0.4817455216506193,0.7048537777925276,-0.7911857413667303,-0.11187140973504196,-0.05238799173053149,-0.2658267050285572,-0.37526028151080715,-0.3984087150865929,0.3551125335544176,0.7466130659688075,-0.5393435112878879,-0.20977575838897738,-0.19435054376304053,0.06607850906408391,-0.8072958696127396,0.3765681822016817,-0.0171387881677967,-0.4480696741210386,-0.07093470753402177,0.5034840320971975,0.30840872782591094,0.09137639138418396
det,0.662574834937853,-0.7971990999585706,0.3169852161097878,0.18822471924892367,-0.5628229490378678,0.30327453916680625,-0.3015825240393113,-0.13185606715663928,-0.35541788380442524,-0.01488884515398812,0.524098722743565,-0.3367070851155421,0.3759977942364841,-0.2874070191741759,0.28451673663747756,0.3192854125834065,0.6414479769695902,-0.4243042503507845,-0.6053436716787829,-0.4243042503507845,0.03731363845657437,-0.7230270352142409,-0.6100293174526312,-0.3894854927022119,1.0,-0.0938835970974769,0.0015519947637687584,0.5145778889356575,0.3137491236877472,-0.09784141521573757,-0.2738654850562247,0.2189896426288178,0.42199461456689,0.48827409960441603,0.5123343777548078,-0.00263479545575404,0.1736364538315411,-0.5126322067579648,-0.25201465968360615,0.5124663089815858,0.2914320446328435,-0.44570051447259096,0.4861580562221147,0.7271492263789706,-0.1893345101146497,0.1186649360525679,0.3960961403654269,0.43643266880607656,-0.23873249792631313,-0.3217616747637051,-0.8378122364316735
advcl:pred,-0.06624482396177157,-0.05801303382264779,-0.4392729674710309,-0.3985999882478876,-0.04142970223244862,-0.40507498336977876,0.3872708387899307,0.08979259776570062,0.3244279783579096,0.24843957530314714,-0.0573186920686537,0.09607816406118572,-0.3201525632667523,0.07892543640849924,-0.2566704812663557,-0.4410060672581377,-0.18424123861170658,-0.16666666666666666,-0.601435747716857,-0.16666666666666666,-0.5703445637556692,0.08913365074235109,0.7003109738158708,0.41249812909595546,-0.0938835970974769,1.0,-0.5967205040524131,0.6657106455728002,-0.2614921691278949,0.2514932775241388,0.4425513066613981,-0.6513581678331698,0.4239447182650823,-0.18360906711955124,-0.349484996436545,-0.33328784823248847,-0.1702989106815161,0.3285770471253761,0.3164249493109007,-0.20684139575825172,0.4767048574130861,-0.18791053925013726,0.4266557474600755,-0.507302185774625,0.10320867484818662,0.16533687866783403,-0.300946340215333,-0.7672922624186144,-0.21423663384970143,0.35486161959639034,0.003859118592629661
csubj,0.250439660915551,0.15430518589906753,0.043700368684848896,0.838089578552698,-0.24455282522606459,-0.41914915393298946,-0.297256113552449,0.5749324193346245,-0.39362625318076505,-0.7137135242112121,0.5928002852309391,0.7094670148037977,-0.36568318031357266,0.5643258070319994,0.3468668769196661,0.06835010962734397,-0.42392949156049975,-0.15144436451162682,0.4302337198884661,-0.15144436451162682,0.006406409359074385,-0.15621881555751468,-0.102872789783505,-0.35554415591309146,0.0015519947637687584,-0.5967205040524131,1.0,-0.5799233848802434,0.8120303267737103,0.33205704029805677,-0.32575109200727154,0.3294302568606658,0.31960367738758083,-0.6021145013048486,-0.3977984916150868,0.11956234659479806,0.37744932351618415,0.4391883598771461,-0.3230576197469302,0.6787551961143328,-0.13866495618534055,0.1144186159132992,-0.6157021436339651,0.41860391698608723,-0.7113662277532729,-0.07386808091547524,0.5413813297492893,0.29732357174162694,-0.5036586831578032,0.1180121644662874,0.1328705705353773
xcomp,0.3455750692181917,-0.6406286915801526,-0.42191514088662274,-0.38814018945774387,-0.03478182492357269,0.08953486005880427,0.19414344886595442,-0.35797376367267913,0.29332779569587086,0.502457606375123,0.1600179864751997,-0.3269145074595495,0.282119751984133,-0.17826573567316126,-0.3587027121042539,0.18752752302081305,0.439662247349825,-0.03650328056422267,-0.9375069542870945,-0.03650328056422267,-0.13218425493219124,-0.4549760797023847,0.17334360633995538,0.2996279480825294,0.5145778889356575,0.6657106455728002,-0.5799233848802434,1.0,-0.3073374977909205,-0.21690268520446887,0.2612994630582235,-0.6329429350446739,0.3358002421815019,0.351412106410283,0.04875599781623615,-0.6130752443830015,-0.38230702677381123,-0.15660079498508167,0.1705647707841399,0.0738623980393402,0.44283588123750073,-0.7548789012222809,0.6031780320467077,-0.17598738301962488,0.3208636310599646,0.3821106961485809,-0.19798012473444385,-0.07728887834817497,0.01993731835955522,-0.07723462782119819,-0.6049993459858514
