,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
PROPN,0.9970096637242589,-0.994109516215283,-0.9756541456496748,-0.7673769322066658,-0.5213534594718349,0.2709915340656923,0.9348759898805943,-0.023155025209349134,0.9909620467131988,0.37501366619307996,1.0,-0.6154059953548858,-0.9932193709596067,0.7556835891301263,-0.48779384569088413,0.9808018195859276,0.850703373114677,-0.5174017650023724,-0.9944682774080874,0.8405011105228826,-0.012480903865154408,-0.959911807473109,0.6800707638957371,-0.2880318581761033,0.9359083624260971,0.4087552362113415,-0.017472506318338632,0.3060363675103016,0.9564864189654827,-0.9944682774080872,0.8294983202622114,0.5391482292725337,-0.9900784580278198,0.8814503010986497,0.1845845116027468,0.6608115331958743,0.1845845116027468,0.41668847683332993,0.6702051787564411,-0.524122175558809,-0.027712131580137547,-0.29397429657776275,-0.4780559827636158,0.798809449808555,-0.5577490076863141,-0.4780559827636158,-0.98694573828111
PRON,-0.6744762291730989,0.6972073525030553,0.773289604501772,0.9776458547123398,0.9934560666814489,-0.925486639702473,-0.8551228291478302,0.8022487012449867,-0.5041114516431858,-0.9614717958040183,-0.6154059953548858,1.0,0.7028667330929639,0.05117577441115449,-0.3878838956262027,-0.7572979665712877,-0.937847582282098,0.9929172783172564,0.6947932614392213,-0.9443094993066015,0.7958297195081914,0.8116725575725644,0.15935397135884158,-0.577550057306585,-0.8536056287885361,-0.9709058518785488,-0.7773372796727401,-0.9387284352329657,-0.35864596103625024,0.6947932614392214,-0.9507009449867512,0.33204423866765037,0.7200560974918314,-0.1701963741439756,0.6610717776003084,-0.9982600904789005,0.6610717776003084,-0.972954635172198,-0.9974389407350515,0.9938217723336498,0.8049617856786946,0.9342954427378253,0.9865067629581669,-0.01741732482136766,0.9974642419903396,0.9865067629581669,0.7343160562594999
NUM,-0.99923316410789,0.9999685957555875,0.9945350935739908,0.8367160598869321,0.6170236991177577,-0.3810592124713679,-0.9698045867968813,0.13922209135863825,-0.9686479269072451,-0.48024168810020285,-0.9932193709596067,0.7028667330929639,1.0,-0.6744197342860875,0.3830002540582496,-0.9968219702207838,-0.9060441776671398,0.6133780191944087,0.9999362995905584,-0.8977902159277389,0.12864246181151143,0.9859896012173073,-0.590227335717818,0.17475038056865289,-0.9705124770113399,-0.512083272595224,-0.09888346260783135,-0.41463854266094724,-0.9160802512199702,0.9999362995905583,-0.8888034227886363,-0.4375810345629076,0.9997007837016468,-0.8205688613256674,-0.06907532617365937,-0.7435864047683524,-0.06907532617365937,-0.51954481798893,-0.7519426006936265,0.6195762699977816,0.14373481889446552,0.40309927478954827,0.5769248550913871,-0.7234557112544631,0.6504600925582172,0.5769248550913871,0.9989768954927916
ADJ,0.7028123021941844,-0.6802500513655494,-0.5936484664767571,-0.15995107810705222,0.16490612422097828,-0.4256464177336601,0.4739845640755728,0.6372634072018875,0.8367086546853233,-0.323747440759868,0.7556835891301263,0.05117577441115449,-0.6744197342860875,1.0,-0.940350751080902,0.6134584617935623,0.29859759510022404,0.1694653695014383,-0.682710522108005,0.2803016630131603,0.6454542502587349,-0.5418093540740624,0.9940829796140828,-0.844842142476559,0.47655328244906914,-0.2888346182873553,-0.6680405835158055,-0.39224622874714976,0.9138965091725881,-0.6827105221080049,0.26104999051736616,0.9590204406265426,-0.6561571638776996,0.9754090134139087,0.7831703506935214,0.007800329722324068,0.7831703506935214,-0.2804852961014155,0.02038470991065999,0.16170193614217132,0.6337437424517589,0.40384584295510717,0.2139912320706503,0.9976468221393391,0.12212216625085982,0.2139912320706503,-0.6403390657762869
advmod:emph,-0.4188755607739639,0.39030904042980985,0.2844652777886426,-0.18541620873959708,-0.49061842474992495,0.7081062438820144,-0.1461486358368231,-0.8614299250248965,-0.6004861089934681,0.6263203338553688,-0.48779384569088413,-0.3878838956262027,0.3830002540582496,-0.940350751080902,1.0,-0.3081958680758785,0.04389950541179827,-0.4946426925499129,0.3934022191832002,0.06298641331803849,-0.8668027534716537,0.22354678653090246,-0.9717410426536999,0.9764637494809592,-0.1490361898354045,0.5973124146665792,0.8813485746462146,0.6817914781130503,-0.7212773740217965,0.39340221918320034,0.08293138458003732,-0.9982086450061756,0.3602898004535908,-0.8422442387241416,-0.9479976829270435,0.3328611073520069,-0.9479976829270435,0.5903046023867639,0.3209670346672658,-0.4877858019351721,-0.8591057845733511,-0.6909868543120405,-0.5335526332412539,-0.9148125254872088,-0.4524977543873239,-0.5335526332412539,0.34083330375337456
obl:arg,0.9929384548701717,-0.9961593387019999,-0.9996913195714889,-0.8776825502096358,-0.6777519894181124,0.45349931496486884,0.9861506361576807,-0.2176653623012408,0.945778622719113,0.5485894795518562,0.9808018195859276,-0.7572979665712877,-0.9968219702207838,0.6134584617935623,-0.3081958680758785,1.0,0.9368761574923782,-0.6743445246755313,-0.9958593311573055,0.9300218107749785,-0.20723325971032364,-0.996144181609782,0.5240458337156843,-0.09575925703739041,0.9866306427179266,0.5788799990694395,0.17784032052116125,0.48581170361189213,0.8812250465244373,-0.9958593311573055,0.9224867540505444,0.3645604138842866,-0.9984723097203154,0.7724307056985145,-0.01061545351242081,0.7944881404309925,-0.01061545351242081,0.5859599434326808,0.8020680636325648,-0.680136479080476,-0.22211237113302806,-0.4747209627658265,-0.6401586892563644,0.666160552305044,-0.7088990654723911,-0.6401586892563644,-0.9994046881028579
flat,0.8887798192585674,-0.9026619477244913,-0.945274239134011,-0.9898524267200352,-0.8920723834669768,0.7365106977096402,0.9818930932164652,-0.5452031762648164,0.7725032575058567,0.8063094158880868,0.850703373114677,-0.937847582282098,-0.9060441776671398,0.29859759510022404,0.04389950541179827,0.9368761574923782,1.0,-0.8899731500877598,-0.9012099871211985,0.9998173231732275,-0.5362226557396306,-0.9639399556764607,0.19316294256627248,0.25833993289085666,0.9813358457993774,0.8274571976311321,0.510701888009741,0.7607716301578445,0.660314873840751,-0.9012099871211983,0.9992351792868805,0.015950387646485393,-0.9161245786551163,0.501602314539105,-0.35958702179656166,0.956679229660695,-0.35958702179656166,0.8323164916486873,0.9602676201980477,-0.8935353274608697,-0.5490189779244683,-0.7525044257165788,-0.8683742004709437,0.36332957225005497,-0.9107702650569546,-0.8683742004709437,-0.9242550088064435
nsubj,-0.5819837576181731,0.607099581420121,0.6924822090593388,0.9457411398796685,0.9999893077806241,-0.9639337001162473,-0.7874732775377571,0.8674936241501592,-0.39793402181969006,-0.9873226325942731,-0.5174017650023724,0.9929172783172564,0.6133780191944087,0.1694653695014383,-0.4946426925499129,-0.6743445246755313,-0.8899731500877598,1.0,0.6044245793055263,-0.8985265089525922,0.8621335977300287,0.7365265972715305,0.2755148653715546,-0.6704487536981295,-0.7856704758501678,-0.9924790790805808,-0.8465716696592132,-0.9730276835260003,-0.24520187818362002,0.6044245793055261,-0.9071240229740531,0.44175950111287615,0.6325135677898309,-0.0519165686181896,0.7455337284443719,-0.9841842739268026,0.7455337284443719,-0.9935076127160771,-0.9818768559429433,0.99996901499282,0.8697522630944873,0.9700330090812178,0.9989708738956992,0.10149575212993471,0.9988549577963975,0.9989708738956992,0.6484674900283683
root,-0.9996114513473083,0.9999943482963323,0.9932933449018396,0.8304815729004057,0.6081021374345578,-0.37059951976612304,-0.9669900948176243,0.12803612768701997,-0.9713903420679547,-0.47031084493232383,-0.9944682774080874,0.6947932614392213,0.9999362995905584,-0.682710522108005,0.3934022191832002,-0.9958593311573055,-0.9012099871211985,0.6044245793055263,1.0,-0.8927619603089076,0.11744103324876892,0.9840440421023601,-0.5993010368616285,0.1858525903233889,-0.9677299093771196,-0.5023558292975413,-0.0876454637589279,-0.4043411000014928,-0.920547933828671,1.0000000000000002,-0.8835740938294921,-0.44770220923977927,0.9993610100332455,-0.8269676592798703,-0.08033098377996262,-0.7359920883264666,-0.08033098377996262,-0.5098676075295857,-0.7444539771687919,0.6106772112804675,0.1325558472394295,0.3927442126308332,0.5676689002412302,-0.7312018539792601,0.6418457119326901,0.5676689002412302,0.9984028221599579
advcl,0.8798571521424348,-0.8942716142746393,-0.9388653137784071,-0.9923875952369566,-0.9005466042772522,0.7493049215430354,0.9780929691149355,-0.5611263798485716,0.7602249531382115,0.8174675553455717,0.8405011105228826,-0.9443094993066015,-0.8977902159277389,0.2803016630131603,0.06298641331803849,0.9300218107749785,0.9998173231732275,-0.8985265089525922,-0.8927619603089076,1.0,-0.5522578342498402,-0.9586774238693844,0.17437427032687133,0.2767572732572736,0.9774810474146785,0.8380387387196501,0.5270414505695791,0.7730375971256616,0.645840334051158,-0.8927619603089076,0.9998000345379033,-0.0031634481228882795,-0.9082948009679332,0.48497575323828784,-0.37735622460009155,0.9620692054799579,-0.37735622460009155,0.8427589918048173,0.9654263717068908,-0.9019538591669188,-0.5648938146632871,-0.764954770416642,-0.8776940625180505,0.3454560404281048,-0.9184960493416585,-0.8776940625180505,-0.916789155076007
mark,-0.08971453495178136,0.12077915293211512,0.23147477826884386,0.6507238753157925,0.8597813250219625,-0.9658889750590135,-0.36661493151438546,0.999943013474175,0.12176399315351208,-0.9316275869569023,-0.012480903865154408,0.7958297195081914,0.12864246181151143,0.6454542502587349,-0.8668027534716537,-0.20723325971032364,-0.5362226557396306,0.8621335977300287,0.11744103324876892,-0.5522578342498402,1.0,0.2922609317976477,0.7246014743128538,-0.9539513406410914,-0.3638971226537214,-0.9176745965953713,-0.9995513938141843,-0.9557652802679941,0.27981630883711556,0.1174410332487689,-0.5688185959098578,0.83541623554389,0.1528617759931832,0.46123870845959053,0.9804363125418566,-0.7587409404505834,0.9804363125418566,-0.9141791893054955,-0.7504828262345989,0.858118269925112,0.9998839579825354,0.9594079424672944,0.8842275253484542,0.5915674068178827,0.8369062279562963,0.8842275253484542,0.17335855744375256
det,-0.9787022535052589,0.984636673362117,0.9980163589874032,0.916342898674987,0.7396466511003428,-0.5299417476055457,-0.996898628805053,0.3024538266982385,-0.9136357196910825,-0.6198255880763784,-0.959911807473109,0.8116725575725644,0.9859896012173073,-0.5418093540740624,0.22354678653090246,-0.996144181609782,-0.9639399556764607,0.7365265972715305,0.9840440421023601,-0.9586774238693844,0.2922609317976477,1.0,-0.4473053877761486,0.008061959442190859,-0.9971241363049145,-0.6481851094873621,-0.2634873425088303,-0.5606211708164599,-0.8363569149772301,0.98404404210236,-0.9527965904922858,-0.2814611875006945,0.9897748467081622,-0.7137343296067977,0.09830081313718513,-0.8447021331617776,0.09830081313718513,-0.6547927181604809,-0.8513713910569285,0.7418284931545854,0.3067957483022441,0.5501059737945125,0.7050892341744065,-0.598161269824488,0.7680433911296399,0.7050892341744065,0.9925244128852684
csubj,0.621381783694491,-0.5966062495034821,-0.502723976258215,-0.05177983763324169,0.2710665765837121,-0.5214199847549972,0.37553353714278054,0.7172028543829813,0.772270449216653,-0.42460509024645726,0.6800707638957371,0.15935397135884158,-0.590227335717818,0.9940829796140828,-0.9717410426536999,0.5240458337156843,0.19316294256627248,0.2755148653715546,-0.5993010368616285,0.17437427032687133,0.7246014743128538,-0.4473053877761486,1.0,-0.8979583811551045,0.3782377780156183,-0.39111928181476074,-0.7449170981522022,-0.48984359199110733,0.8643936192956236,-0.5993010368616285,0.15464849751080417,0.9841228962427866,-0.570304862035502,0.9456966444031591,0.8460790903410262,-0.10086585871961998,0.8460790903410262,-0.38308867421757614,-0.08833667439660602,0.2679389591184015,0.7140186975955692,0.5008278473047713,0.3188321834642187,0.9842962364363258,0.2292098678778458,0.3188321834642187,-0.553117409620346
xcomp,-0.21316850797100353,0.18254806549453517,0.07099904195661363,-0.3929938892489687,-0.667010544767653,0.843734118180957,0.07065688946465766,-0.9506946911481136,-0.41388633315566764,0.7797170890388566,-0.2880318581761033,-0.577550057306585,0.17475038056865289,-0.844842142476559,0.9764637494809592,-0.09575925703739041,0.25833993289085666,-0.6704487536981295,0.1858525903233889,0.2767572732572736,-0.9539513406410914,0.008061959442190859,-0.8979583811551045,1.0,0.0677443603289031,0.7562324171777518,0.9625072791957404,0.8235257859861365,-0.5549101492554299,0.18585259032338897,0.2959181083027,-0.9618105575313652,0.15061342824157498,-0.7061478587444605,-0.9943319086210434,0.5284093339165269,-0.9943319086210434,0.7505050303143678,0.517682625206572,-0.6645872718772501,-0.949271071501066,-0.8306327843828847,-0.7034111421707901,-0.8061720603077992,-0.6341850591454372,-0.7034111421707901,0.1300439862986036
obl,0.9603299987814156,-0.9685716419357772,-0.9903751085488574,-0.9440517518270508,-0.7885228879966278,0.5926864743474055,0.9999957381782747,-0.3738201168905465,0.880198817094505,0.6775150137156406,0.9359083624260971,-0.8536056287885361,-0.9705124770113399,0.47655328244906914,-0.1490361898354045,0.9866306427179266,0.9813358457993774,-0.7856704758501678,-0.9677299093771196,0.9774810474146785,-0.3638971226537214,-0.9971241363049145,0.3782377780156183,0.0677443603289031,1.0,0.7040304469512026,0.33583713960399136,0.6217648625511208,0.7924071168076583,-0.9677299093771194,0.9730656958483085,0.20792995959515986,-0.9761184422421998,0.6586002421641117,-0.17343666210235678,0.8828361167810873,-0.17343666210235678,0.7101890227508083,0.8886773132689197,-0.7905161333240948,-0.3780443112631297,-0.6118121066390217,-0.7568024695798082,0.5357082993348524,-0.8143675333966527,-0.7568024695798082,-0.9804206991385621
nmod,0.47805928931121094,-0.505260022980983,-0.5989601011318354,-0.8988532890125158,-0.9919023842105722,0.9892636950634893,0.706100804839241,-0.9218640927630609,0.2826365316896934,0.9993274295309079,0.4087552362113415,-0.9709058518785488,-0.512083272595224,-0.2888346182873553,0.5973124146665792,0.5788799990694395,0.8274571976311321,-0.9924790790805808,-0.5023558292975413,0.8380387387196501,-0.9176745965953713,-0.6481851094873621,-0.39111928181476074,0.7562324171777518,0.7040304469512026,1.0,0.905362748252132,0.9939491911796181,0.12468042664020819,-0.5023558292975413,0.8487818868478187,-0.5482590953981219,-0.5329405224172982,-0.07072317529454042,-0.821511875076369,0.9550968754898775,-0.821511875076369,0.9999620709079241,0.9512922636362002,-0.9914846759895678,-0.9236210206905672,-0.9924808746591626,-0.9970099546334017,-0.22251462783320153,-0.9854862074924204,-0.9970099546334017,-0.5504034159380714
cc,0.059844917818147894,-0.0909940796300815,-0.20223421207296588,-0.6276903793791303,-0.8441012097982082,0.9576998857348904,0.33858566736298884,-0.999174695175749,-0.1514366564630886,0.9203253389163994,-0.017472506318338632,-0.7773372796727401,-0.09888346260783135,-0.6680405835158055,0.8813485746462146,0.17784032052116125,0.510701888009741,-0.8465716696592132,-0.0876454637589279,0.5270414505695791,-0.9995513938141843,-0.2634873425088303,-0.7449170981522022,0.9625072791957404,0.33583713960399136,0.905362748252132,1.0,0.94652726834853,-0.3084445237815196,-0.08764546375892783,0.5439305347667734,-0.8515025945484238,-0.12319504398030938,-0.4876058404604909,-0.9858917664921873,0.738891265498765,-0.9858917664921873,0.9016299821146115,0.7303524058079387,-0.8423553491468461,-0.9989791474762484,-0.9505309470796454,-0.86984244890199,-0.6154494956611093,-0.8201376863345845,-0.86984244890199,-0.14378412555746103
nsubj:pass,0.3786904252382817,-0.40741377284212693,-0.5073777018474465,-0.8452767983090687,-0.9719505031021559,0.999330152867253,0.6240487961393645,-0.958850852548445,0.17556406472088845,0.9973085526424502,0.3060363675103016,-0.9387284352329657,-0.41463854266094724,-0.39224622874714976,0.6817914781130503,0.48581170361189213,0.7607716301578445,-0.9730276835260003,-0.4043411000014928,0.7730375971256616,-0.9557652802679941,-0.5606211708164599,-0.48984359199110733,0.8235257859861365,0.6217648625511208,0.9939491911796181,0.94652726834853,1.0,0.014942284163256046,-0.4043411000014929,0.7855684907317116,-0.6368024981280137,-0.4367736957633875,-0.17986101765386484,-0.8791713543341867,0.9167726241135824,-0.8791713543341867,0.9929548244365656,0.9116732958165161,-0.9711815455343933,-0.9601351143853238,-0.9999200578890649,-0.9824894844113229,-0.3282552720622666,-0.9608771341959904,-0.9824894844113229,-0.45536705791416743
discourse,0.931078571370001,-0.9192294151235144,-0.8692089539913898,-0.5468993887381323,-0.24968240422491897,-0.021659343519856527,0.7906228511881667,0.2695511537702595,0.9869814282138114,0.08821271227619826,0.9564864189654827,-0.35864596103625024,-0.9160802512199702,0.9138965091725881,-0.7212773740217965,0.8812250465244373,0.660314873840751,-0.24520187818362002,-0.920547933828671,0.645840334051158,0.27981630883711556,-0.8363569149772301,0.8643936192956236,-0.5549101492554299,0.7924071168076583,0.12468042664020819,-0.3084445237815196,0.014942284163256046,1.0,-0.9205479338286707,0.6304438200170511,0.7614256004586153,-0.9059973860296311,0.9808946763194,0.4633157235961032,0.4130635948672884,0.4633157235961032,0.13331731417432893,0.4244924144458478,-0.2528260057855127,0.26515851442109817,-0.002298220710451843,-0.20097787877614964,0.9395787120639524,-0.29130174524710417,-0.20097787877614964,-0.8970086208298768
csubj:pass,-0.9996114513473084,0.999994348296332,0.9932933449018397,0.8304815729004057,0.6081021374345577,-0.37059951976612304,-0.9669900948176241,0.1280361276870199,-0.9713903420679545,-0.47031084493232395,-0.9944682774080872,0.6947932614392214,0.9999362995905583,-0.6827105221080049,0.39340221918320034,-0.9958593311573055,-0.9012099871211983,0.6044245793055261,1.0000000000000002,-0.8927619603089076,0.1174410332487689,0.98404404210236,-0.5993010368616285,0.18585259032338897,-0.9677299093771194,-0.5023558292975413,-0.08764546375892783,-0.4043411000014929,-0.9205479338286707,1.0,-0.8835740938294921,-0.44770220923977927,0.9993610100332456,-0.82696765927987,-0.08033098377996269,-0.7359920883264665,-0.08033098377996269,-0.5098676075295857,-0.7444539771687918,0.6106772112804675,0.13255584723942948,0.39274421263083314,0.5676689002412301,-0.73120185397926,0.6418457119326899,0.5676689002412301,0.9984028221599577
