,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
ADP,0.2108241334600232,-0.29875679229492214,-0.38136607413116014,0.045202300360303066,-0.4899219001182755,-0.08565726358119143,-0.23372373487860937,0.4381742404013744,-0.13465505266592523,-0.05867410609681012,1.0,-0.32038823546747097,-0.18290754856187114,-0.25273176472503395,0.12888234063428028,-0.43351961510327564,0.19783288650970013,0.4188425984935543,-0.041166765041668704,-0.26464434103008166,-0.20832411887351127,-0.11225060846532661,-0.018681076476723974,-0.017936240201195167,0.16498907859038844,-0.24347840326566889,0.5457360171068374,0.09648429058031098,0.5676254696752397,-0.2935764664725365,-0.02308725100675026,-0.18115949562962447,-0.06054880179669774,-0.15846172882934545,0.1622872652143594,0.3691249497363354,-0.22861987037094914,-0.17444932449923334,-0.3021007045668642,0.9593263641849255,0.3048240125676739,-0.04222287363552062,-0.07621393122559623,-0.03968693397924155,-0.1974792523415446,-0.364021101967906,0.3083000100225868,-0.3157583628344049,0.4384043486807322,-0.03363414918317064,-0.221151546380426,0.37320893689090157,-0.18343913336043702
PROPN,-0.28859949357264153,0.2365035912032323,0.08200278167655058,-0.20903965558369547,0.16974510391893874,-0.08773832709912466,0.3197549002544039,-0.5407921826331029,-0.14024330880041916,-0.13578214242807063,-0.32038823546747097,1.0,0.20137959997816307,0.3328896796982716,0.10110826840424447,-0.14533012551406113,-0.15112320092129392,-0.26345907537897595,0.10213716919785963,0.28249708027345377,0.20502407003525697,-0.1269044826056634,-0.14670965954446075,-0.1308326263537619,-0.3042000503639461,-0.21691353388175724,-0.09099285989759487,-0.10685396998962665,-0.14168588233018264,0.3506071540083845,-0.11155657486732676,0.5681821138196236,0.1146779480457151,-0.26920274451723397,-0.4370448379041079,0.05109514981315457,0.23913486163462241,0.3038078634736552,-0.0023443649503022196,-0.3519315971729713,-0.09905995586142712,-0.27523318162349025,0.01822918432524292,0.03286439338449353,0.2031240735720012,0.06257779093788371,-0.1873033760721724,-0.0610492165956217,-0.15432248185852526,0.05512136515425136,0.07344198422142344,-0.10861617271021147,0.17105252688824782
PRON,0.17282582354044382,-0.21311820540697674,0.25094684588477745,-0.14361303341642515,0.07585089121167521,-0.25996133504405766,-0.2587798659180741,-0.42588658124778883,0.20579124671640747,0.048742751200595257,-0.18290754856187114,0.20137959997816307,1.0,-0.17862614753312528,-0.05344636985772731,-0.2846925325882997,0.1591414189790782,-0.277857157602085,-0.19082619314636032,0.4077813382246213,-0.26834034406438995,-0.2930059105333448,0.062064620373058564,-0.12346075767007661,-0.15317957343050245,0.4700413718541685,-0.3646633740193239,-0.13866142154866656,-0.20615512552498985,-0.17515935468272248,0.2397084374076755,-0.2115762395753175,0.0593829308338627,0.34950535261777194,-0.18822501682502016,-0.0283248880043842,-0.18460395573572794,-0.20976479042675208,0.1680463339505798,-0.18490121541429994,-0.25283245521213926,-0.13784630741395673,-0.06688455222945855,-0.4065608874164902,0.46608907674509065,0.4636061584644687,-0.04930992974413783,-0.18367317762369748,0.04865177978976522,0.44726032518978803,0.20867474975246844,-0.07824931368425633,-0.27094085050161654
NUM,-0.49897590676096626,0.45232744177359957,-0.20542591878215913,0.12377545573310639,-0.10118365214074355,-0.3570244105767082,0.10833856492172038,0.1517918645242211,-0.3878719924772951,-0.15536895879633367,-0.25273176472503395,0.3328896796982716,-0.17862614753312528,1.0,0.21854193449886564,0.3664774448754402,-0.23926423405036493,-0.23901709666692278,0.3041719666520179,0.44480320914056787,0.5433852105618517,0.11959375469071298,-0.3056024725253395,-0.16591892129845698,-0.26041741726569634,-0.03600815095360182,0.17511118591846445,0.12529040252380608,-0.14823221628673308,0.003433499554147717,-0.4345586158555809,0.6798244963085437,0.13997186256421204,-0.190700117317423,-0.20269995106424818,0.269627386886539,0.9347377291558402,0.06871969911176852,0.21019741805641748,-0.27005346624118315,0.24225182018093425,-0.579143376650168,0.385536389023089,-0.0950435999895497,-0.08010959033305472,-0.15816773464986483,-0.40428374261074884,-0.0509105098298515,0.08645701126980844,-0.14085469308174778,-0.5644423552433168,-0.35166494991192776,0.48847055906123477
ADJ,-0.25334466884139495,0.08427745383808277,0.1541041932940834,0.10022294766587793,-0.44805600592946343,-0.14748186495448576,0.4197639089448597,-0.024666480142863857,-0.21819789229703082,-0.5706941138372925,0.12888234063428028,0.10110826840424447,-0.05344636985772731,0.21854193449886564,1.0,-0.06295221715673655,-0.10517075954581898,-0.1684227091692314,-0.041470657745327634,-0.05269737514106657,0.10470947901600204,-0.12841210378746573,-0.059037317162606025,-0.4179117118551419,-0.060024674914632974,-0.16217796718934227,0.3745452915001335,0.18479757919959802,-0.20379102986938089,0.3026285932463959,-0.24262755892304433,0.1391637662018699,-0.03195876673112466,-0.4164377780974209,-0.2988115022199946,0.806605929526584,0.20216215335248566,0.4777871893267019,0.023969649679547674,0.00590142841690792,0.08338087135541175,-0.21024431291014617,0.04571592849473345,-0.028719877433919447,0.3497368557565925,-0.4132358852819818,-0.3315254926889883,0.2531690562424742,0.10633666593231691,-0.34668923400594287,-0.47459544517655633,0.07203023470491315,0.15595473361606416
advmod:emph,-0.0704445443051403,0.12773305536710639,-0.07743007724702174,0.2518397258706927,0.44157275019392755,-0.10356947359403534,0.004610218256652579,0.019002087261319942,-0.1144109408025441,0.23079675365145202,-0.43351961510327564,-0.14533012551406113,-0.2846925325882997,0.3664774448754402,-0.06295221715673655,1.0,0.07551684706171212,-0.34882736396756153,0.2645365550127478,-0.048160837619967735,0.03664033776764016,0.37093272492893725,-0.02324553226173297,-0.12632156340768824,-0.3718893488782347,0.036467088202957854,0.03323576470928601,-0.300006147956803,-0.1688862315032615,-0.051864257195050695,-0.03375869445383375,0.023229724309133594,0.030667479874068072,0.16230858568980158,0.11066506264057664,-0.07088829637266772,0.33862071333159477,0.14367604210399465,-0.04430838362331455,-0.3858920276473498,-0.07836625100158696,0.21304543715116925,-0.24666222549685257,0.07031048657765529,-0.36775570889109416,0.03907081913476996,-0.21712979309561878,0.10560185152157624,0.028937137535366822,-0.03621637596082318,-0.18800535473647928,-0.45509534615447966,-0.011893134189736298
obl:arg,0.3477835588880567,-0.09223041220959409,-0.026449768629038577,-0.1357477974765181,0.055086894924484264,0.22442960547216517,0.17667718843367544,0.008533380146631738,-0.29186304946615665,-0.13967289791482296,0.19783288650970013,-0.15112320092129392,0.1591414189790782,-0.23926423405036493,-0.10517075954581898,0.07551684706171212,1.0,0.17195934997269574,-0.06418136190410459,-0.08389697222818202,-0.27110066308836184,-0.3146961116496233,-0.3359654033569302,0.17090441893455122,-0.15254747389490622,-0.15716613119451914,-0.2752497592817657,-0.10182564698352856,0.27010359210518203,0.19749616279723234,0.13124356743931295,-0.4964425324756475,-0.2559936104727186,-0.04493682604315804,0.15291112922053116,-0.155369901755488,-0.2075627495234457,0.02460996098160979,0.08153464108473928,0.30446268414796207,-0.06373913708637857,0.08621878788891035,-0.25842452908305674,0.14524620269378222,0.07955430184704428,0.03751933333056895,0.048637803667221216,0.3072572420891381,-0.06001033669649464,0.3558515301262593,0.12313547332961755,-0.3387428066523055,-0.1765385975162134
aux,-0.060535563158161554,0.1890624458935363,-0.10158923049633942,-0.1250254599342964,-0.31762976923257474,0.49593282680762063,-0.12375532772096917,0.14201476604064772,0.18855205750163379,-0.03339886223654417,0.4188425984935543,-0.26345907537897595,-0.277857157602085,-0.23901709666692278,-0.1684227091692314,-0.34882736396756153,0.17195934997269574,1.0,-0.14533697005847124,-0.13638516876399756,0.15915706645358063,0.21273422084074287,0.15934369367483145,0.24789713694921042,0.21810356088415492,-0.1911628370393665,-0.12218047617492378,0.13303851300191605,0.18294662048102733,-0.13364408679746348,0.01914270490083528,-0.1555098810434617,-0.2495699893291427,-0.27837916440821153,-0.18895377378910205,-0.21155903093994213,-0.21276017425304022,-0.3040180825200617,-0.23561736757995957,0.47793161661552397,0.20005435501807603,-0.09837551786064637,-0.06894591020564432,0.4892893339840909,-0.11647421964733785,-0.05755670753970593,0.08228048696692458,-0.0689459102056443,-0.04225262516267803,-0.02095086771834164,0.09889142589696741,0.24200265478004515,0.2049238203701434
flat,-0.12157749192874241,0.09084976107503308,-0.07819753823017378,0.23445275716496528,-0.17650757268660347,-0.22545870035154986,-0.07244137297224336,0.4223962618211951,-0.4923342053018393,0.21565555577163595,-0.041166765041668704,0.10213716919785963,-0.19082619314636032,0.3041719666520179,-0.041470657745327634,0.2645365550127478,-0.06418136190410459,-0.14533697005847124,1.0,0.2669868042476561,0.0962708463642743,0.028880624761814043,-0.5243881362260023,0.0028188872404356457,-0.0744833260243345,0.20278406638136814,0.18192077478701701,-0.17661262360186045,0.215689188255179,0.009467538036171624,-0.29630261255775525,0.373010906918677,0.11324341576391328,-0.06552308348617686,-0.12047188312658347,0.0849898890747806,0.100683353436799,0.10403687984190639,-0.0434641666049608,-0.013919266257406334,-0.04778850111023908,-0.08280111816613334,-0.026722132866246886,-0.08371117996530224,-0.08885865685825299,-0.042660645234015436,-0.26577892283163945,-0.38277468126519426,-0.18779838307960453,0.18842374655163985,-0.43075699622999863,0.27110486940453526,0.10581903790970637
nsubj,-0.4941139216354374,0.4395143879302652,0.017645786524658983,0.2594284641434547,-0.2152812882132993,-0.3484704790073218,-0.18847101826244975,-0.02336980616532737,-0.31256399638573973,0.17770444685298062,-0.26464434103008166,0.28249708027345377,0.4077813382246213,0.44480320914056787,-0.05269737514106657,-0.048160837619967735,-0.08389697222818202,-0.13638516876399756,0.2669868042476561,1.0,0.41700596211421254,-0.33724308909558953,-0.46270969850324317,-0.1595605930843678,-0.030763226056944287,0.524204107782692,-0.13602095113027055,0.010464816922598862,-0.007683676396609105,-0.20534092985343158,-0.2783291805754257,0.41154843536765434,0.1602485366860954,0.1546125232350617,-0.2785832569797418,-0.05653829649801878,0.2835159152355708,-0.2959917444498698,0.05054470932923471,-0.20495203553087746,-0.22274973797573883,-0.46426269083947935,0.30772169188253157,-0.4203840365814995,0.17902878993256408,0.05892990916647426,-0.02914436249986351,-0.3479141797108539,-0.0954343614765134,0.44161152627492006,-0.2316450428245135,-0.10950612213711455,0.5053860701508123
root,-0.9024293488167271,0.814427790236441,0.06749481511114785,0.056804215475188866,-0.24952426180439158,-0.15719612419029666,0.09162471175007557,-0.0695800176832756,-0.1507016283768704,-0.032283488235659664,-0.20832411887351127,0.20502407003525697,-0.26834034406438995,0.5433852105618517,0.10470947901600204,0.03664033776764016,-0.27110066308836184,0.15915706645358063,0.0962708463642743,0.41700596211421254,1.0,-0.029586507381899923,-0.14681287868389936,-0.01732172567303008,0.3177508240447262,-0.054786604528790424,0.04419125914290654,0.18317204335255413,-0.19283815554416936,-0.07803969773730828,-0.6578690579898196,0.5063409433460797,0.06686682887186778,-0.38507740374102883,-0.18788557995876104,-0.17292729201000592,0.48779829557595195,-0.02364815170300908,0.11889967575223569,-0.14710365094204814,0.20539521563742566,-0.41558845880144,0.502669920797629,-0.060261142755489445,0.09046539876676458,-0.12191895111210696,0.08850891065487296,0.02232133791377872,-0.25894118279317513,-0.13295609506572753,-0.40398620419326714,-0.20578406440890007,0.8898300547843989
advcl,0.08200774835748514,0.04984482966982368,-0.2818264554083384,0.11013588293520725,0.22738784314594218,0.05311544506193394,-0.34681813334244443,-0.053342436266998854,0.5142153442903012,0.33019001584596863,-0.11225060846532661,-0.1269044826056634,-0.2930059105333448,0.11959375469071298,-0.12841210378746573,0.37093272492893725,-0.3146961116496233,0.21273422084074287,0.028880624761814043,-0.33724308909558953,-0.029586507381899923,1.0,0.5510734370849734,-0.13326215001928574,-0.19821931430615147,-0.0340559394843268,-0.021260739441543827,-0.3300746246622683,-0.23417924295861292,-0.28207647752449894,-0.07377863360537272,0.08893699977669947,-0.04372123865254586,0.1862557375598783,0.09881337985306651,-0.04166789093703549,0.17591745175029133,-0.2702493277419423,-0.17869669021330145,-0.15650581956721155,-0.051075241578728225,0.0067415499713055025,-0.2830678438729401,0.3377710801905934,-0.3134130750500068,0.33997064477778827,-0.18252847428939742,0.01605317036535263,0.09563709925617614,-0.35278869783211436,-0.013530431101386318,0.02485155262755886,-0.02317811598764947
mark,0.046536115482284236,-0.1602905463333465,-0.13965030987047952,-0.010971033770790842,0.3071771341408973,-0.0157641823695054,-0.20686784493300517,-0.3525427048251772,0.8774314769591425,0.077059046317997,-0.018681076476723974,-0.14670965954446075,0.062064620373058564,-0.3056024725253395,-0.059037317162606025,-0.02324553226173297,-0.3359654033569302,0.15934369367483145,-0.5243881362260023,-0.46270969850324317,-0.14681287868389936,0.5510734370849734,1.0,-0.02943814572291662,0.1110148256486217,-0.10792665453349418,-0.07591660530286905,-0.0455410912652584,-0.13972611271702906,-0.21562680044284227,0.21454483565669044,-0.2700143582071323,-0.1658408273038237,0.13791579093901435,0.14068187033046267,-0.06949203075261914,-0.0966293046255887,-0.1257782577458323,-0.3134906682360624,-0.11375712234692177,-0.040633041231330505,0.10255900790060227,-0.23008414609771763,0.25260686755167383,-0.2595760503190541,0.25513639908857233,-0.05814909699660589,0.09927356261280922,0.10568569173203893,-0.28141753438910816,0.20760146038199848,0.19209037041431537,-0.25952504569685314
det,0.08531755295344291,-0.29864162208884204,0.1556901577377186,-0.5030782465739824,0.17820270918141634,0.34690602847447927,0.10421496965890202,0.020526033812107033,0.17102569088222946,-0.28240024917835477,-0.017936240201195167,-0.1308326263537619,-0.12346075767007661,-0.16591892129845698,-0.4179117118551419,-0.12632156340768824,0.17090441893455122,0.24789713694921042,0.0028188872404356457,-0.1595605930843678,-0.01732172567303008,-0.13326215001928574,-0.02943814572291662,1.0,0.1527270305270288,-0.1398751845416836,-0.10351531603384144,0.06572478689785996,0.1608544020265237,0.17409635513227045,-0.009011233056651758,-0.02184747382964068,-0.01847185328675069,-0.07508494934853005,0.05179379771473232,-0.5549912026391143,-0.15827116427655388,-0.25189633427256797,0.2609116237449684,0.12101742493004207,0.29314538140714635,0.2187698812430721,0.2599511025044816,0.4399439537608273,-0.0370567655459819,-0.19750063587831618,0.10854408770093302,0.02320338716377527,-0.2796107946068018,-0.059840902519720726,0.2329087369265953,0.16858541533559404,-0.13291094894302338
csubj,-0.20723472058745618,0.07892018276657507,0.000677862275291129,0.05807863229525062,-0.4061519262304201,-0.1746015971206674,-0.08204935631007267,0.33761684185069696,0.062391957513108366,0.1383350931100566,0.16498907859038844,-0.3042000503639461,-0.15317957343050245,-0.26041741726569634,-0.060024674914632974,-0.3718893488782347,-0.15254747389490622,0.21810356088415492,-0.0744833260243345,-0.030763226056944287,0.3177508240447262,-0.19821931430615147,0.1110148256486217,0.1527270305270288,1.0,-0.09068360492100766,-0.015618769472249385,0.40396715246068327,0.2072505698254777,-0.15583734477149846,0.0002217095246419695,-0.05905011609699627,-0.09354213427052675,0.046981464353437606,0.0657719398034167,-0.18087229901335244,-0.1946129291184628,0.006028912689613277,0.13988974564224854,0.10869089875463724,0.14705795375439207,0.0009092378174048084,0.34832370161020915,-0.08735735457688151,0.0428510975485576,-0.0950325045710129,0.3210135453716196,0.2024544116842307,-0.033347950456506396,-0.07869457825405464,-0.2829635708361295,0.4178616758986461,0.17743573426151876
xcomp,-0.006624208283361792,-0.03716693043236706,0.030353426952133895,0.18777425936717332,-0.08357058488942375,-0.26425431503657304,-0.6267154727781982,0.07331191182984263,0.19197306326121263,0.45744619256939,-0.24347840326566889,-0.21691353388175724,0.4700413718541685,-0.03600815095360182,-0.16217796718934227,0.036467088202957854,-0.15716613119451914,-0.1911628370393665,0.20278406638136814,0.524204107782692,-0.054786604528790424,-0.0340559394843268,-0.10792665453349418,-0.1398751845416836,-0.09068360492100766,1.0,-0.09945083895659236,-0.31342603132634583,-0.003024941339470852,-0.5222393317598425,-0.028370223985437815,0.010009103153086984,0.4651346042255838,0.6150570494614575,-0.05964926736814747,-0.05593975749757511,-0.17858278610002198,-0.587762313958283,-0.046048546552825156,-0.14599770175969248,-0.3968868726399483,0.12308877220660719,-0.05917992456924343,-0.22828078622060569,-0.0022776257993920366,0.46792330492119516,-0.02133828021969594,-0.2914886083367328,-0.16775977206865558,0.37218799323787566,-0.02985491097789589,0.04751853596253531,-0.02934663484232609
