,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,parataxis:rep,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
PROPN,0.15318738859598177,-0.08558478967619469,-0.03509088609275369,0.26185192801315516,0.07240006830111907,-0.05383493698472762,0.0295692238503864,-0.35770204614224455,-0.24747055977280133,0.2584771412837143,1.0,-0.15029036198111287,0.22806786401815793,0.2669374986398211,0.18373039086737153,0.22180498671186621,0.06950837831200421,0.3604420587283656,-0.09759427554888345,-0.06440719615297824,-0.08293946431807044,-0.23987615218602115,-0.27865349090679953,-0.04014553784122381,-0.14587312589424614,-0.2223603069845709,0.44469045463497253,0.23549328536486525,0.0054591608166709394,0.3088507824203939,0.10278735972099243,0.02063320201808388,-0.19066721701739284,-0.2954019806381638,-0.06793127695265963,0.3354980110896557,0.013519728025480456,0.07754792004867954,0.2435898608390864,0.47217688222352955,0.4220231092814027,0.1943726054447406,0.20138150411953135,0.1943726054447406,-0.3928731459278163,-0.3913466236703617,-0.10171606569188374,0.1943726054447406,-0.2586094783431032,-0.006923500720023644,-0.10454020832220999,-0.451866660477142,-0.13205889054413286
PRON,-0.08217194184652762,0.03293039339916693,-0.2857913153571419,0.0789361742124328,-0.21768043247940758,-0.11269249527283082,-0.25881131738452845,-0.16158120577310728,0.1541992321121312,-0.24444109175520343,-0.15029036198111287,1.0,0.4113671562521745,-0.37607240924179897,0.0885662512183695,0.3547462136273101,-0.10241118527578662,-0.08595643948850853,0.46105573675622086,0.07214294862091314,0.0037681481234711637,-0.14648997722475415,-0.01567208753785295,-0.34800625163401455,0.050700207921404214,-0.3271170070899406,-0.3123968630116104,-0.10988975050671562,-0.06289915624025817,-0.2213401056770236,-0.044120753202344196,-0.16741831034320828,-0.23703958860189045,0.3315746109722592,-0.19301253696457238,0.3558601788679612,0.1547878549524352,-0.09763150931500465,-0.24500262826618682,0.2511865907027096,-0.38244110196183173,-0.06524108744055261,0.18903459255194846,-0.06524108744055261,0.0692731255352275,0.43026338619803367,0.25648967412276225,-0.06524108744055261,0.24433474724902685,0.5211797441328059,-0.2665150786615392,0.40146953337976654,0.037060532837953186
NUM,0.2860458084916262,-0.29640280465553387,-0.05659644136146137,-0.1003319610559847,0.28041987609464075,0.17722717057275497,-0.1880229689102343,-0.35140600864149407,0.17764746863178454,-0.3680854180131173,0.22806786401815793,0.4113671562521745,1.0,-0.23924916311953487,-0.04760282834731447,-0.007395965401146909,0.2686699333884424,0.024002624989294945,0.1829045747518566,-0.2014147809410262,-0.13072500361221012,-0.20301617233364735,0.18847166223116843,-0.349728754594705,0.15610048559750925,-0.2071257011883329,-0.04799801520300147,-0.20099384675311635,0.1372915813568874,0.13249970692779178,-0.15614015858124175,0.020759781156584577,-0.2589102135261712,-0.10675408017463993,-0.31920131156949005,0.7670466531693325,0.2620634245159648,0.23103271341067003,-0.4477001021838179,0.1713929493297703,0.02754733421497498,0.4130160021060286,0.5194721818717792,0.4130160021060286,-0.012832700795050637,0.3137915691397063,0.47350864479642396,0.4130160021060286,0.19008491273562597,0.4075635338186028,-0.007652138767871582,-0.036905165273431836,-0.2735662710905354
ADJ,0.3162811241347954,-0.2646754474281948,-0.18015204686296823,-0.031552458668315325,-0.3136752666305334,0.05705981503626634,0.25038325115465865,0.12166690244316922,-0.6696593411544693,0.16282449752257827,0.2669374986398211,-0.37607240924179897,-0.23924916311953487,1.0,0.11327870607633339,-0.3251495487468393,-0.3701752536688431,0.5022192800648781,-0.21830312772923316,-0.25289284091822634,0.05326491153058116,0.2778527359395679,0.06135204829116882,0.22612549590781592,-0.23578474162719795,-0.245688119780407,0.16730758411799196,0.6441138742343561,0.0100181884056309,-0.10349510087316506,-0.05389377898090615,-0.37827053773624447,0.17619107976996926,-0.40063616432335947,0.6888965113750181,-0.0399556916116556,-0.046837315337153525,-0.15702190882800413,0.05831289735693056,-0.1621902076835709,-0.2662812408629437,0.39677387653550655,-0.5307984923811497,0.39677387653550655,-0.017966984975190278,-0.17082712814057635,-0.10200003229959784,0.39677387653550655,0.20246341476572216,-0.1508856990845495,-0.19574613335727878,-0.4080201943993847,-0.2565364353223568
advmod:emph,-0.047397002449227836,0.06683468948550624,0.12905792485501041,0.4382192889353329,-0.3590472064678207,-0.5823983708926924,0.16132283980331166,-0.0715881115044956,-0.031929812572038696,0.21855169421578405,0.18373039086737153,0.0885662512183695,-0.04760282834731447,0.11327870607633339,1.0,0.2953360331127158,-0.27541893424371516,0.4021553158111544,0.295088343137111,0.01553850051776431,0.17513923732734576,0.08209684303638477,-0.3573185686500123,0.37563075082868397,-0.1509083864855961,-0.5151648184222216,0.0019712618688461866,0.3857600883909261,-0.5978599902555337,0.2046848240251583,-0.38614103640146075,-0.4678592199030762,0.2480017110988295,0.1448154796173281,-0.1143170020730529,0.16837320780970016,-0.2180748761024663,-0.11747298335545003,0.14675004570718644,0.012621289785554603,0.19730529779869713,-0.09649136590857434,-0.17356244232283383,-0.09649136590857434,-0.18166015546939038,-0.2979807641631744,0.212030898639273,-0.09649136590857434,0.011691892799260337,0.19619050982724717,-0.3487202729599374,0.32336492201094036,0.0006857873544310697
obl:arg,0.0506641082173621,-0.004856353027887096,-0.02814253405551408,0.07843628684163116,-0.12693710430248797,-0.23208628173873957,-0.016082219042910285,-0.15681112416905993,0.33193805941223575,0.3501826327705785,0.22180498671186621,0.3547462136273101,-0.007395965401146909,-0.3251495487468393,0.2953360331127158,1.0,-0.07459839247105861,0.19840929135096325,0.3387514399865979,-0.05804273480695155,-0.012792970205658068,-0.10319233276390732,-0.5496002087598066,-0.33959826599290116,-0.10832176135720595,-0.037120641669950216,-0.34312065510427353,0.025840939130151203,-0.17069818657722846,0.14109824894635042,-0.11115239984644942,0.10349094661864913,-0.006091616641325262,0.3460903740474636,-0.11816639711080566,0.1663929063076408,0.0863640434947377,-0.3089390602979109,0.40996446673951364,0.1996411783491926,0.2678618959462038,-0.09496280815930082,-0.061830026302746754,-0.09496280815930082,-0.28980951993089493,-0.28074179347203265,0.022272824089438082,-0.09496280815930082,-0.6247680783168205,0.17829477009367367,-0.17433220001189553,0.12816977132659244,-0.07615866263571235
aux,-0.2316274431025305,0.1615386478582651,0.20468562736814905,0.13890313523293846,0.620627991225092,0.07870220990717379,-0.24808653009166262,-0.2903182499783654,0.3497378671333411,-0.05365588172701703,0.06950837831200421,-0.10241118527578662,0.2686699333884424,-0.3701752536688431,-0.27541893424371516,-0.07459839247105861,1.0,-0.37239806042569024,-0.18127465639462575,0.2392976873995843,-0.10022446533690149,-0.4511255261995517,-0.16345311019570952,-0.17925079092713495,-0.09311785375770437,0.13456690081163414,-0.016089915101672996,-0.4438518084696948,0.14071639272233707,0.2890864842592954,-0.24906401291783614,0.16352056737777065,-0.17240303136081714,-0.2452594471277398,-0.2950550936229598,0.12553562852906086,0.22368626521823004,0.18881010065941975,-0.02365132871848964,0.005484812534084829,0.2961536842648091,-0.10745496071577265,0.7242810180173123,-0.10745496071577265,-0.15107373178891956,0.2564853171211249,-0.22435486335172966,-0.10745496071577265,-0.11956125618369864,0.14587353280003812,0.48543911675830087,-0.2797878238852421,0.2126405249435438
flat,0.35452897467803335,-0.3660626970149743,-0.17654428429722177,0.24486907545219594,-0.5184652652390004,-0.04208283768657415,0.45254532736411635,-0.09064251858866808,-0.5013936396332088,0.2841584275019271,0.3604420587283656,-0.08595643948850853,0.024002624989294945,0.5022192800648781,0.4021553158111544,0.19840929135096325,-0.37239806042569024,1.0,0.03732832045110957,-0.34921856425244624,-0.04998784701706927,0.054354775229483246,-0.2730348103056733,-0.12592880242709265,-0.6752859226496791,-0.3583205128418837,0.003180500164165734,0.40686197602219204,-0.09858346976110718,0.3250711257117699,0.06034174894525323,-0.33171645263139843,0.3073087116397054,-0.04521830527251351,0.33366339222159197,0.470939138716708,0.1487154364906003,-0.2605076628251102,0.22072080669736163,0.008837361023614354,0.07055975918611516,0.1723956095327937,-0.5092970720710069,0.1723956095327937,-0.19738949415278964,-0.2600685485333183,0.14902108925208382,0.1723956095327937,0.024941487762209058,-0.05287950729730627,-0.2179335959819895,-0.0583585675280119,-0.39715382323549625
nsubj,0.2122421729131807,-0.2157348471164852,0.10578449188549194,0.2904984279107882,-0.49558235382820554,0.04646639082366342,-0.008634625611110369,0.18274615537069697,0.1484556055238065,-0.2878797292771445,-0.09759427554888345,0.46105573675622086,0.1829045747518566,-0.21830312772923316,0.295088343137111,0.3387514399865979,-0.18127465639462575,0.03732832045110957,1.0,-0.21412273406946444,0.0843923563892472,0.31215878672456404,-0.2429255630810214,-0.1853095436676949,0.29235608452410977,-0.3133594580653308,-0.4306713659096189,0.2149262925557474,-0.003265917310320644,-0.41092713728406294,0.1395270036434817,-0.2120782469091135,-0.37103628234827035,0.5316969515310332,-0.10621512485019363,0.3237558347101904,0.398373845508323,0.21204096038099554,-0.2929476262052541,0.09847058273472557,-0.110176356197718,0.2423594658092026,-0.11844799447595257,0.2423594658092026,0.07887529259791226,-0.271184430273706,0.22343225500194766,0.2423594658092026,-0.10586258558704055,0.3292212464255769,-0.22430010665846084,0.3552533063018659,-0.21912402368002767
root,-0.9630634186505947,0.9702345641984633,0.30347092741918186,0.4088833029501848,0.23352858358541873,-0.669323094771861,-0.4561353164452967,-0.1591559444346773,0.01839742453503026,-0.06265363872775208,-0.06440719615297824,0.07214294862091314,-0.2014147809410262,-0.25289284091822634,0.01553850051776431,-0.05804273480695155,0.2392976873995843,-0.34921856425244624,-0.21412273406946444,1.0,-0.2973245600616949,-0.40408706524470145,0.2886143878700263,0.04147127002345244,-0.027491693454742117,0.0207757672807713,-0.07001235440237849,-0.4480004610301738,-0.5764892320507963,-0.13792481611608806,0.1649089996387305,0.2512213550976697,-0.052519333588858914,0.0742998622889769,-0.2751580063793182,-0.4754093217592655,-0.5699946642534918,0.13038168666296948,0.03439315680298033,0.5341992166777637,-0.0695055691060089,-0.5196890758277423,0.22326779163252913,-0.5196890758277423,0.33677358314906397,0.2418179637810968,-0.132523947361954,-0.5196890758277423,-0.11313274108181251,0.1422250715874589,0.293760756954932,0.18297874213736906,0.9784816275498689
advcl,0.2615233186370689,-0.13290370635855295,0.35121128420110936,-0.08216278934228378,-0.3562808364156539,0.1351057737086812,-0.30455093968285535,0.6583836313035676,0.30723259839735956,0.19076729695274844,-0.08293946431807044,0.0037681481234711637,-0.13072500361221012,0.05326491153058116,0.17513923732734576,-0.012792970205658068,-0.10022446533690149,-0.04998784701706927,0.0843923563892472,-0.2973245600616949,1.0,0.6833946571833261,-0.43962792058218203,0.07841633965745223,-0.020111436278991625,-0.08523954860044998,0.06543191432254832,-5.915932435466213e-05,0.1302374891544333,-0.12236650613387122,0.0253887475478156,-0.0011310409432832187,-0.0035766687092698432,0.04228311144216457,-0.22109472702390826,-0.10410605437128972,0.1857821718892859,-0.015464158366849744,0.14940523575187656,-0.3606440097553633,0.20380303104782965,-0.05128260155361299,-0.0010872218111293915,-0.05128260155361299,0.2621395677460875,-0.5078887727210966,0.011212496667490303,-0.05128260155361299,0.16167523126609665,-0.0523356275207912,-0.44073327764660125,0.09098054473179326,-0.16897489123980353
mark,0.35338239824242473,-0.3006577840433846,0.22492913041701457,-0.12031485382777615,-0.5490377924789194,0.20588294562225917,-0.13567554734066115,0.8729160224456181,0.08612439350668882,0.1376462065630635,-0.23987615218602115,-0.14648997722475415,-0.20301617233364735,0.2778527359395679,0.08209684303638477,-0.10319233276390732,-0.4511255261995517,0.054354775229483246,0.31215878672456404,-0.40408706524470145,0.6833946571833261,1.0,-0.22108731157031974,0.18915795453566545,0.12063378426933823,0.1668194112457861,-0.12931404273401234,0.16702197155359683,0.1407986376272184,-0.4334379288645533,0.20607240684967587,-0.083252857631833,-0.14176880344824302,0.23478297166941078,0.05039706396567815,-0.0947558413674344,0.150159135254165,-0.0009739068134887607,0.08371490748788772,-0.43937584430811943,-0.09470273635815897,0.12662063992653844,-0.45808839910606464,0.12662063992653844,0.29001365539541946,-0.5608607202418397,0.135629327074434,0.12662063992653844,0.05752447807584101,-0.11101957258496999,-0.3594952171847376,0.016516774426086085,-0.32019731360011533
det,-0.18543321530079204,0.24842047566896178,-0.12162422636484466,-0.31276911401082885,0.31781186305585457,0.018288269679029696,-0.12029570402641579,-0.26751263247898827,-0.2817193178069572,-0.39767637082643104,-0.27865349090679953,-0.01567208753785295,0.18847166223116843,0.06135204829116882,-0.3573185686500123,-0.5496002087598066,-0.16345311019570952,-0.2730348103056733,-0.2429255630810214,0.2886143878700263,-0.43962792058218203,-0.22108731157031974,1.0,-0.11187054987794524,0.3930239791431137,0.05991195710840242,0.0439908433015821,-0.19633571134288794,-0.027855629307894512,-0.21184619828867196,0.0488390383185432,0.2890774257423178,-0.009590463485489923,-0.07790468412992278,0.0746889579273915,-0.16542084272905444,-0.3513367235080053,0.1788872714322655,-0.44384990954919634,0.2810903650405619,-0.4943866050434224,0.18803503207219005,0.014072148564871037,0.18803503207219005,0.4245991350051737,0.5169672030145693,0.03993334934157872,0.18803503207219005,0.21864115994156091,-0.1027862438327286,0.17053159159409886,0.11744358187813894,0.297066617216688
advcl:pred,-0.1071402901920185,0.013354047183661044,-0.08270026290144084,0.19222485024727323,-0.019642584465044934,-0.27312985257804107,0.24306885071407824,0.28811210978049234,-0.053843535886139854,0.03459923835253733,-0.04014553784122381,-0.34800625163401455,-0.349728754594705,0.22612549590781592,0.37563075082868397,-0.33959826599290116,-0.17925079092713495,-0.12592880242709265,-0.1853095436676949,0.04147127002345244,0.07841633965745223,0.18915795453566545,-0.11187054987794524,1.0,0.09244402112706236,-0.0031729024225055098,0.2401703533106187,0.29451890983681933,-0.2609023593365663,0.12210525890111873,-0.1105645699541363,-0.3948291240979782,0.2909951191929732,-0.2239674806270647,0.10267183396210051,-0.312509524262344,-0.35108537227321995,-0.16926511173682873,0.03357686518334581,-0.2861666636183828,0.09680532369495574,-0.09812636012286678,-0.014830133521654194,-0.09812636012286678,-0.2974102675434407,-0.075840091573895,0.12627070645148197,-0.09812636012286678,0.36374045144218525,-0.17962390990614896,0.0005106186122561259,-0.11461923101766279,0.011790028991458349
csubj,0.08708243122821535,0.014687836083596856,0.1571797563284154,-0.36428345214874147,0.35131568294074894,0.05762839473618371,-0.2900878381526761,0.0351156572293909,0.3687699759093816,-0.3378209725720984,-0.14587312589424614,0.050700207921404214,0.15610048559750925,-0.23578474162719795,-0.1509083864855961,-0.10832176135720595,-0.09311785375770437,-0.6752859226496791,0.29235608452410977,-0.027491693454742117,-0.020111436278991625,0.12063378426933823,0.3930239791431137,0.09244402112706236,1.0,0.19647461408399788,0.09449576854012504,-0.05564192241408102,-0.014965408263283256,-0.4255498886141909,-0.059640076838227696,0.20055583506633878,-0.3736585636840428,0.0013685463879739143,-0.2733690793077731,-0.26779816162091535,-0.2001428729336005,0.4240468946392043,-0.3234163794411426,0.0809922724243891,0.015949181910378866,0.2111150408026816,0.19042604809108632,0.2111150408026816,0.12972152254139252,-0.024475783222413953,0.199472300598123,0.2111150408026816,-0.1120561841737985,0.20566762727077742,0.030061435043786982,-0.013869209334388552,0.01508701698811486
xcomp,-0.11158573911213808,0.03015804902000449,0.04236939670444736,-0.45440774898451075,0.3804125775435591,0.12502939306386876,-0.1474731561179386,0.25800947221401593,0.26583527550229546,0.4281711292304592,-0.2223603069845709,-0.3271170070899406,-0.2071257011883329,-0.245688119780407,-0.5151648184222216,-0.037120641669950216,0.13456690081163414,-0.3583205128418837,-0.3133594580653308,0.0207757672807713,-0.08523954860044998,0.1668194112457861,0.05991195710840242,-0.0031729024225055098,0.19647461408399788,1.0,0.19626397365949233,-0.45573533455772214,0.12475191728485192,-0.0962687337981592,0.0336375120471675,0.3219104546648048,-0.3631169038942657,0.019762617076803962,-0.2324298670623061,-0.3498227830088216,-0.18098795892402197,0.060343596752732244,0.5066457456539024,-0.24109513590284418,0.19649412242273623,-0.4139350807709083,-0.07863265525544809,-0.4139350807709083,-0.14829307479484036,-0.03506387384779858,-0.13300333556954785,-0.4139350807709083,-0.32793596566880673,-0.07291854294013966,0.2699388152693328,-0.41376628734516574,0.019570313377076598
