,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.08819898119791719,0.07084937934615101,-0.1839211411488983,-0.011889408949060824,0.0528907669276209,0.1830745315499383,-0.416364115915102,0.05067712956061713,-0.07705242904285019,0.01919292800028409,1.0,0.26616218691025756,-0.3132461957419966,0.12257965635103378,-0.43042609744427235,-0.13130919107056044,0.03773696578713392,0.09289289689369619,-0.4113599164976187,-0.1273638673057786,0.016503282816664723,0.1117516036707133,-0.05773723534762691,-0.25750523433846756,-0.103734394718801,0.14688476799028308,0.24595755957466994,0.34495309462413565,0.3186662822488425,-0.13611935311714388,-0.4431330990836069,-0.21804137004287158,0.6182840516513637,0.14778103379584726,0.19838972208392536,0.24131152292853159,-0.30311341196959324,0.11929250816705621,-0.4656254486527923,-0.16103692453917323,0.9761201419208048,-0.07532004587306854,0.30217989056519845,-0.32255232765793107,0.2660537260187531,-0.1149222311074499,-0.303833561946753,-0.09723563053385273,-0.08017516954582496,-0.2415548677346611,-0.019988466758951155,0.22602374607377315,0.07708987708954342
PROPN,-0.19723951708666548,0.1612205646600747,-0.142682184160834,0.0004310404303149443,-0.2773272185496329,-0.5471307196101143,0.06677790607839237,0.23774128674081774,-0.46398644886250867,-0.04400261532754166,0.26616218691025756,1.0,-0.12298196496283517,0.0365553715788317,-0.1348541697995567,0.42584999284453834,-0.03150632849406283,0.18829017788667618,0.08332053202926848,0.06412903520995772,0.2820620813819029,-0.14823181429043733,-0.5805747780843459,0.2093047997757406,0.20059368476194805,-0.17078712644991134,-0.023429641814909242,0.3439915369221377,0.04284453199255734,-0.0024099038112912917,0.024369541238938593,0.1520487778281445,0.36003926630913974,0.1551466376113492,0.6110599031797227,0.5189715407925651,0.028975702451952988,-0.187723892109203,-0.25095009372180777,-0.24832432985728417,0.2750034246160728,0.013880318130979303,0.14798916458445088,-0.259189042933826,0.10085332901749683,0.07112366742507249,-0.2080985783946442,-0.09066159551287256,0.3983268814683666,-0.2653673518443578,-0.6104495370738328,0.026145870341366607,0.22141750850726433
PRON,-0.46126340919616066,0.3406202623185781,0.49713195301808777,-0.44724972943535823,0.27790141892556197,0.4856841414483304,-0.1822940146986562,-0.7384712888443069,0.013401835059804775,0.2993740343686671,-0.3132461957419966,-0.12298196496283517,1.0,-0.46428675375068146,-0.0024759933325929897,-0.00645487839759769,0.351368753870357,0.3265186788336266,-0.07306504087658215,0.4095615777552145,0.44574886229946126,-0.051039976870975355,0.02260957210194276,0.43735363427724694,0.32716316531512446,-0.099781534768318,-0.24890749377793703,-0.46280099640336514,-0.6511532429457382,0.23681208267930953,-0.26344176241731193,0.48717967137497303,-0.14470193496139852,-0.1484005762632123,-0.3145832743019103,-0.0702309741548376,-0.3406665585818842,-0.28330809410406826,-0.27857974578777356,-0.04477954689258612,-0.37965908188293934,-0.25884839589379754,0.045420535004195614,0.6548787501473334,0.1576899128358618,0.6958809137242282,-0.13766193340570343,0.056503602112909404,-0.2887373663174225,0.7855633166841303,0.5565806086217422,-0.3981912500796808,0.4547977604226324
NUM,0.17414513582251878,-0.04290135722792056,-0.5925071157361124,0.9543310047929983,0.17019404292189969,-0.37729209006337117,-0.14634469370803097,0.05559763654970266,0.11436225408872484,-0.1966749388441855,0.12257965635103378,0.0365553715788317,-0.46428675375068146,1.0,-0.11992601888132033,-0.017786180511539264,-0.19252992996540727,-0.09292385019025619,-0.35506280839237975,-0.3233041201473757,-0.19845681151411224,-0.06449391385358644,0.03088105737874978,-0.07266038889098662,-0.053068942329071556,0.07338906135898128,0.3609800452111009,0.1874420686846176,0.40054016960463723,-0.2434291263818106,-0.008909835830429282,-0.3763674818023046,-0.06271937037893242,-0.1936315806650887,0.14974273800429702,-0.33763978734450983,0.1513379844303583,0.9329807815978813,-0.024909342041227092,-0.3051249996927286,0.17904128480695947,0.4994740702797087,-0.3114322472555556,-0.12016600256680009,-0.24111279337069236,-0.5148577819211524,-0.11713753424996359,0.021892413449668795,0.04860963489053426,-0.30464775825216184,-0.02100166822778865,-0.14043913749917852,-0.23785323384526588
ADJ,0.29026706218663173,-0.26905496386169336,-0.35721352722492605,-0.11595353982913864,0.011857799730705188,-0.2278288562594819,0.4587020421666994,0.2677052219231111,-0.4004710091427161,-0.7878194887244369,-0.43042609744427235,-0.1348541697995567,-0.0024759933325929897,-0.11992601888132033,1.0,-0.13168001251383346,0.09949673241827328,-0.30365967730244114,0.47996586215484865,0.10636615268470576,-0.25184767219936516,-0.4026559835448577,-0.4790974082503324,0.22244931086366096,0.4046183288444095,-0.4851413610143777,-0.5061907312576908,0.15854654924722425,-0.05338526627710193,0.02713416966125829,0.45962889893239434,-0.10957818398386235,-0.5691112354032515,-0.11183044792376384,0.11646023357522288,0.08567688759788082,0.716970861922847,-0.0037708248825414287,0.434015739725351,-0.06665994514399436,-0.3189444465806679,-0.27988798432449774,-0.2493544055569287,-0.26036827031154186,-0.32455170891045965,-0.2584162064589249,0.1894151725008214,-0.5223067776450178,0.4127119109613707,-0.12139930954274883,-0.004062215243226459,0.13076578704294137,-0.2595402009144591
advmod:emph,0.05870039749309019,-0.2829083802545338,-0.015871967610755246,-0.039758140834988846,0.02153206645087954,-0.20656827206916134,0.14084169233031565,-0.10339744914588507,0.27388135186236906,0.2154642708903522,-0.13130919107056044,0.42584999284453834,-0.00645487839759769,-0.017786180511539264,-0.13168001251383346,1.0,0.37938390067474814,-0.11718033822591757,0.06641587156092839,0.20461582902424186,-0.11475663705665752,0.3510268174944071,0.02713834235264715,0.20140347913858286,-0.1287976573572429,0.08443807178507245,-0.24284868788533392,-0.32352940317624657,-0.3463804550622236,-0.18332936105768016,0.10458116797588048,0.2666818951379282,0.09761663809950956,0.6193886055604956,0.29678188527916716,0.27646923006259144,0.27001297662533397,-0.20097561448915063,-0.1350228380768795,-0.007953769032275943,-0.09868718143170041,0.2269838007632634,0.22422886042663576,0.1689111793513759,0.1859592061547294,-0.1626974209076392,-0.4953847387113666,0.4453202435100986,-0.24292110071503392,-0.37733343574577205,-0.1483171735663808,-0.10543357605093727,-0.15747756474736682
obl:arg,0.17929670871233802,-0.36499016625285885,-0.0019723007703193016,-0.31377370630432216,0.553146585960357,0.04770952699505521,-0.47366875224023736,-0.36273615592386355,0.2200887955429617,0.18442557530639653,0.03773696578713392,-0.03150632849406283,0.351368753870357,-0.19252992996540727,0.09949673241827328,0.37938390067474814,1.0,-0.3975243368335728,-0.27687855873981954,0.16801825465845835,-0.24521250680824927,0.27662704880037137,0.10404477890475389,0.530359546094597,-0.11478597277451734,-0.388743931717685,-0.1407224828899727,-0.5406092427080711,-0.4537866752799183,0.09484749218961178,-0.4416925793726011,0.6239027659534561,0.2688136283204266,0.6972096909842029,0.12779244514796118,0.1509152025335682,0.2368276454528871,-0.17826775850662158,-0.45862458865937644,-0.5910634420490358,-0.02622242678142799,0.2568497227639545,0.17498225119060917,0.3944459753312731,0.3778513808002679,0.0588784563173127,-0.38034736018831716,0.3490320147481172,-0.24506328214676076,-0.12993852118659932,0.3129717456597676,0.35414345161869576,-0.24622003007112098
aux,-0.6834772178083751,0.7711289101555323,0.11179847843772482,-0.1228376591608263,-0.3822030765784396,0.3648984980399887,0.025770799440901458,-0.4056649450605442,0.07445146659162528,0.29341617601860553,0.09289289689369619,0.18829017788667618,0.3265186788336266,-0.09292385019025619,-0.30365967730244114,-0.11718033822591757,-0.3975243368335728,1.0,-0.09914360848769684,0.04723081166648991,0.76412082225756,0.2266732577909753,0.02580160803493272,-0.17381585415789313,0.5877483893144381,0.0901756646309455,0.09816123647641113,0.12678344261863264,-0.06025908283424196,0.31662509211975864,0.012473345561958398,-0.033607189505269655,-0.17763255513051182,-0.4286555240674858,-0.11379571598413984,0.09861535519027508,-0.6759748185353598,-0.007394828967651863,-0.2291555570347345,0.24096214562263749,0.121912786101335,-0.5936733708375196,-0.25221011932045856,-0.12283765916082626,-0.22191371923344633,0.447860714539534,-0.14620828276758738,-0.20629533619290305,-0.29240786165436705,0.4196167767378036,0.033843535135372735,-0.3958354530146077,0.785439814071392
flat,-0.023829263731592765,0.05831268673326759,0.039350777950479615,-0.1977590509918455,-0.5246789115573315,-0.07924456581483452,0.7303392558678758,0.45614656984406243,-0.5425428232378752,-0.41829557711536625,-0.4113599164976187,0.08332053202926848,-0.07306504087658215,-0.35506280839237975,0.47996586215484865,0.06641587156092839,-0.27687855873981954,-0.09914360848769684,1.0,0.18469435606697737,0.06648140252490718,-0.5105080211196429,-0.4768674770193095,-0.022675050931398162,-0.07850729698191229,0.14471745328920244,-0.5304024688196146,0.18819604107360174,-0.40660922254586207,-0.21489595601695793,0.6247936415563557,-0.027141001260027452,-0.18665922728488285,-0.044088475119119216,-0.0769880100618717,0.20112389847536433,0.443617094915433,-0.4222554897924761,0.5330699834247017,0.5837496170476874,-0.3694008950918108,-0.44889391717698474,-0.18021580326141562,-0.18520429341768194,-0.1605689317188184,0.05169952063502485,0.6178699427135358,-0.20221736053128542,0.32945988895321265,0.017298976878558844,-0.4355915663716031,-0.16436996909503065,0.09326885204404335
nsubj,-0.6000075737138184,0.40483038032246454,0.48782839129077205,-0.35453541748068235,0.2848683160002467,0.16901686344769923,0.010637219028931751,-0.4917221418080768,-0.016778588207902713,0.1010883857338061,-0.1273638673057786,0.06412903520995772,0.4095615777552145,-0.3233041201473757,0.10636615268470576,0.20461582902424186,0.16801825465845835,0.04723081166648991,0.18469435606697737,1.0,0.49999020670525707,-0.2615454129214388,0.0561746098088306,-0.16669838568361,0.08593643561520406,-0.010818700360264409,-0.7434551944164502,-0.6248832300167537,-0.25106976723235613,0.003085355900413287,-0.08830949158182165,-0.20391490357389713,0.2146977352114343,0.06969957025294621,0.06047234339841837,0.3263007540761913,-0.14419644497801304,-0.30983997225264365,-0.4407831615532576,0.17054222603146266,-0.17319865638477547,-0.024271727480292243,0.6069440163110487,0.31068169332120626,0.5105504982182831,0.44852047810274503,-0.15390447098406243,0.34099952541029527,-0.46914774464007153,0.3779086152970631,0.2602663343793167,0.11572137768610657,0.4781846959389796
root,-0.9684413031176572,0.9584424971289535,0.263475935342636,-0.17305847054459525,-0.06957014302929727,0.16595691580492414,-0.18149658705827637,-0.5151236463923327,-0.04909244700722142,0.35532775489578017,0.016503282816664723,0.2820620813819029,0.44574886229946126,-0.19845681151411224,-0.25184767219936516,-0.11475663705665752,-0.24521250680824927,0.76412082225756,0.06648140252490718,0.49999020670525707,1.0,-0.03195549554088277,0.03608197048671689,-0.01482907907480794,0.3142648326604517,-0.04968338717006624,-0.1478470254497885,-0.15585062056988197,-0.21450778005095233,0.46805362046966614,-0.25658749203317666,-0.057490921926221135,0.12062707389348039,-0.2506151808772286,-0.1847713374334383,0.17879516140470436,-0.5840591359079252,-0.19649844376501885,-0.5314526036554811,0.20255598753381768,-0.004836685216141971,-0.418050436549603,0.08978120102235343,0.0001217995565886829,0.04382672534461593,0.6001697776146281,0.04709743064125799,-0.008086015420618757,-0.2980011730972432,0.48516056947137254,0.0779089672353587,-0.19285705242606838,0.9774513806427555
advcl,0.018236034246419987,-0.119969615106953,-0.08816206710648902,-0.1332211945153829,0.14755930307377477,0.13637994692097566,-0.42266415900715654,-0.29359389986799234,0.8372924136495582,0.6193845316273302,0.1117516036707133,-0.14823181429043733,-0.051039976870975355,-0.06449391385358644,-0.4026559835448577,0.3510268174944071,0.27662704880037137,0.2266732577909753,-0.5105080211196429,-0.2615454129214388,-0.03195549554088277,1.0,0.6857228376097996,0.05857955376760289,-0.08059116910325818,-0.06401810884274206,0.38735361132458607,-0.25888446696032985,0.05806279932780787,0.44891232978200657,-0.3701696555245111,0.23918725271011954,-0.009530808408989651,0.5033169453662745,-0.14551896996468056,-0.1146731179012084,-0.24696492181646784,-0.0858330901581545,-0.30868644590657196,-0.08242632228983435,0.13840074842455263,0.046534076184775,0.043968747626175586,-0.09684494722409845,-0.03769217072717502,-0.2049186274020651,-0.4910530754666152,0.30922707272605054,-0.48148114740950454,-0.33723203869111607,0.20148464575811564,0.1652145560621237,-0.05641683212970166
mark,-0.13463101697979948,0.05366203750958251,0.2695221050145206,0.046838266429035456,0.4331028746167167,0.28818011602159227,-0.4956667784783497,-0.46677006258707027,0.9287165496859485,0.6783196542794169,-0.05773723534762691,-0.5805747780843459,0.02260957210194276,0.03088105737874978,-0.4790974082503324,0.02713834235264715,0.10404477890475389,0.02580160803493272,-0.4768674770193095,0.0561746098088306,0.03608197048671689,0.6857228376097996,1.0,-0.2173528975693479,-0.41917935915885174,0.11042397937302965,0.32901814845135635,-0.5992482174624423,0.0999349356865788,0.3521574447126681,-0.4447017753364035,-0.09743691808709615,0.032109557688408015,0.2264801615529945,-0.5022600296885558,-0.3015937714154096,-0.36673986993949753,0.048499815901683355,-0.30658918818145503,0.08880539399425086,-0.0997324275391465,0.31330295678101217,0.2021305086734609,0.2666250581446022,0.08123486286741138,-0.005684523103532496,-0.136798688483267,0.5228620644087996,-0.7053624078636707,-0.008903069875780574,0.5021928319125281,0.1634155222221136,0.034101695229678396
det,0.04115245236799505,-0.1528611905170853,-0.3067333562756795,-0.006516039113073098,0.38380915097291296,-0.30231945720068715,-0.33556395389899535,-0.1717197241846589,-0.11005526219231825,0.004440906911886124,-0.25750523433846756,0.2093047997757406,0.43735363427724694,-0.07266038889098662,0.22244931086366096,0.20140347913858286,0.530359546094597,-0.17381585415789313,-0.022675050931398162,-0.16669838568361,-0.01482907907480794,0.05857955376760289,-0.2173528975693479,1.0,0.01580140954421826,-0.4634486173101428,0.10719716091307037,-0.0053235969798140804,-0.5097736467794187,0.403057517052284,-0.37968380268651636,0.6447392487130543,-0.11700784499694354,0.32286101473936046,-0.15420817453251626,-0.19875080161808273,0.3761160421437117,-0.08690726904294312,-0.16092028489372545,-0.42710012318557744,-0.23572050562747235,0.027855555720557867,-0.18801161933431662,0.15172378131947176,-0.17674915492813464,-0.06358876902189045,-0.042607596981830205,-0.1544308545128972,0.3494239263745802,-0.043967934623016985,0.16771889214744184,-0.18083569946774675,-0.08382600159782796
advcl:pred,-0.20209041665607297,0.27769806311992906,-0.13656933116134662,-0.18880486510605415,-0.24512295626981145,0.09864429939290964,0.2679590967544314,-0.20572712813006927,-0.24421817491497538,-0.3060702490974365,-0.103734394718801,0.20059368476194805,0.32716316531512446,-0.053068942329071556,0.4046183288444095,-0.1287976573572429,-0.11478597277451734,0.5877483893144381,-0.07850729698191229,0.08593643561520406,0.3142648326604517,-0.08059116910325818,-0.41917935915885174,0.01580140954421826,1.0,-0.3016906574465638,-0.2577010289200529,0.21403329502036067,0.10473939697597086,0.1310075537548363,0.30165788104941815,-0.01951474389711291,-0.4718680823709878,-0.4653466578383636,0.34743523607688465,0.15153026141106443,-0.15905578512085405,0.12697317712861889,0.0329844413526693,-0.14852016649543892,-0.022286500767078526,-0.4781990142599071,-0.2579888529370504,-0.18880486510605418,-0.2113142008889135,0.19368747182465684,-0.3590062336007877,-0.47590161170045625,0.0804641473663793,0.30832919427711236,0.03291366880489052,-0.17743838837192566,0.2993908910435174
csubj,-0.014590334186682012,0.008416005116164409,0.2588775490048101,0.10325235570416788,-0.3977267698444073,0.4494784526432133,0.27987935319066043,0.05651242449155251,0.03968994693586853,0.24058832173799952,0.14688476799028308,-0.17078712644991134,-0.099781534768318,0.07338906135898128,-0.4851413610143777,0.08443807178507245,-0.388743931717685,0.0901756646309455,0.14471745328920244,-0.010818700360264409,-0.04968338717006624,-0.06401810884274206,0.11042397937302965,-0.4634486173101428,-0.3016906574465638,1.0,-0.14222789565557065,0.034086448366312284,-0.06655600261683473,-0.6505829676504293,0.19864496236481005,-0.15835986115549655,0.250615563491145,-0.095633148920112,-0.07500593220767089,-0.38982923418299054,-0.35288231820945964,0.06482782297652051,0.22773892766033133,0.6980452154765754,0.1112499994540484,-0.017808248357336878,0.20925794355447458,0.10164688316775003,0.3658792874176292,-0.03514920733506492,-0.040820861929575736,0.3986060539867609,-0.26742685336524036,0.2843763787867501,-0.08052381308962724,-0.46740812679744537,-0.03633044083005747
