,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,-0.6259847918867014,0.14419759056744877,-0.14938083701300886,-0.19203422922758737,0.7499989759474769,-0.7119655259283969,0.8936932120059456,0.38014381348330417,-0.04347889805171488,-0.8074457817688387,1.0,-0.12960679646718948,-0.11045246843977961,-0.8916494038647773,0.3268703905096474,-0.04192316783274781,0.38100942363252027,0.5791178050263758,-0.3414781003896789,-0.2516429623408121,0.11994330989147164,0.5597102359041559,0.06408067534637232,0.8323060112668644,-0.9669757209133326,-0.4359917521259324,0.34201175742327544,-0.16653685474456184,0.8932594128991105,-0.7679001205274585,0.31698285305143903,-0.33804914240582523,0.4402549300948056,0.48210199360093503,-0.7313097142847905,-0.5524023646378192,0.0673867920080737,0.9418143382857539,-0.4525216767558811,-0.13266230709554655,-0.5046890532272367,-0.47226224962526636,0.11318701889341655,-0.93164079603293,0.01876870505786818,-0.47200745044956055,-0.28595061083371015,0.48255823660635283,0.09673917890045132
PROPN,-0.47164561812829303,0.8178135463063051,0.019283039766432284,-0.3715188973045449,0.1523964787292801,0.3239103519951534,0.30802354661530346,0.11847937543634489,-0.7727982039319179,-0.01257020316207767,-0.12960679646718948,1.0,-0.4889295832950037,0.4323877063696809,0.14531408697183204,-0.25195558403972584,0.3582814049857367,-0.06378695187918043,-0.6248085307876684,-0.2229948659572135,0.514170778152904,-0.059720560645110304,-0.8834657565034524,-0.5904613381185924,-0.049002678572982614,0.11576377696938277,-0.2301553906405503,0.7623568689696113,0.26118222610985303,-0.44668061725359914,-0.2893155287067546,-0.22569967574457575,0.6080548108491541,-0.25584046810376226,0.6326545356120776,-0.09449628889163908,0.7698072006207459,0.05511739124343856,-0.7022415820842418,0.3176847297175726,0.7535587013788284,-0.24216725674590045,-0.5924478044256174,0.08963259387637659,0.9217396269593352,-0.2872367950851578,0.8307115475111472,-0.15227422042443275,0.7185327144043736
PRON,0.7040274954091722,-0.8533898465254238,0.8583181523753464,0.7589206313499675,0.30235063527729505,-0.5293262415230787,-0.4260002059976393,-0.6735430500541636,0.9228433724434538,-0.33978685633241074,-0.11045246843977961,-0.4889295832950037,1.0,-0.3332026854209319,0.43224886672004625,0.8415087395331644,0.33462771836767363,0.5922008674252949,-0.12529053321770747,0.08566642777757248,-0.9870588260606848,0.6396180357464135,0.8316929222572375,-0.024351325788866566,0.05361797385240613,-0.7028232519079511,0.1690434368099228,-0.9025872302297883,-0.41804489267385364,0.6329945641882174,-0.3158187233519376,0.7824143322209466,-0.7612022010630246,0.7248966348563306,-0.5467828666871047,-0.5464675429821853,-0.7276712764029728,0.048118743836197464,0.6471685953606197,0.03859623801751938,-0.39981414813106214,0.5378822003619282,-0.21722696490154064,0.34186691049729584,-0.4658707854614503,0.9212021534733662,-0.8248629667462649,0.7346069946083517,-0.8760502203957167
NUM,0.2709305728092384,0.3034124934212475,-0.17255683509432546,-0.19125137344850526,-0.770793124164104,0.8707532133384968,-0.6221015693497999,-0.045804743013010886,-0.4102502723582604,0.857924815122011,-0.8916494038647773,0.4323877063696809,-0.3332026854209319,1.0,-0.4770717809885816,-0.33492464637876834,-0.4515088988519051,-0.7422810202867137,0.259170516140696,0.11487065555825032,0.31408086344698644,-0.7556898527872354,-0.4885161607737004,-0.8219647857926042,0.8539840718339372,0.655885583698257,-0.3530117406065808,0.580777279178294,-0.6393294640548897,0.4147813903521201,-0.16666085549649898,0.022736645670798774,-0.06462789576848788,-0.7610641302008995,0.9572630801562884,0.7004703491385073,0.28119358446423726,-0.8712937485124331,0.05929271085864649,0.2030881546620638,0.680847005661261,0.1588415564823054,-0.07025832963231841,0.7529488832534494,0.2987135079076915,0.054741794525521144,0.6769432967484016,-0.7289278563052736,0.35049283816580107
ADJ,-0.27000557600494013,-0.23620229256922867,0.5463537662009986,0.6912491537212693,0.613009006536611,-0.35105351057299083,0.3161601982047159,-0.6855808638655466,0.3100802850622637,-0.6114092471490347,0.3268703905096474,0.14531408697183204,0.43224886672004625,-0.4770717809885816,1.0,0.806607984120631,0.956777986509168,0.5383384811711517,-0.44855924611583775,0.4153508130079265,-0.30219481202357196,0.7263165854128484,0.21300918161450427,-0.06399741953862646,-0.40804020176045125,-0.48807593488204737,-0.4288053684132538,-0.2604111460211453,0.3887610559938846,-0.20600081501647965,-0.765433109156947,-0.05224552732771053,0.24807298590161928,0.8486188722846926,-0.4292979989889891,-0.8126551922881466,0.23800231693805277,0.5181119557715015,0.11643512061109347,-0.4459208656301526,0.2103367922566216,0.5172410641605983,-0.8182871090370372,-0.3008582385392001,-0.04504090484644794,0.3008594852574973,-0.29058109174338975,0.6681342918172501,-0.43011502883585534
advmod:emph,0.3321394087279797,-0.7178491603452876,0.7764274813016547,0.9490134539374708,0.3397836704187848,-0.3371738495008647,-0.23308234751940057,-0.9104453940604458,0.7622658818846378,-0.36692525131962644,-0.04192316783274781,-0.25195558403972584,0.8415087395331644,-0.33492464637876834,0.806607984120631,1.0,0.6752186546348462,0.48504055886364944,-0.15882104685989012,0.4714326016721356,-0.7447262001103006,0.6519870012983361,0.6477616706050208,-0.1629115585211852,-0.011753771387909846,-0.5389284508113221,-0.3135208974214986,-0.6551293045237555,-0.16380319049765263,0.389605508087309,-0.7323213051406279,0.39396545556846385,-0.3478798923076718,0.8426413146738637,-0.4662161586439099,-0.6522485529235499,-0.2738234053456505,0.13995204616293275,0.6106233536577607,-0.36165557941123355,-0.009287905918198324,0.7835861061521826,-0.6127116603083612,0.13715947200687292,-0.4146497272324709,0.7685723094781566,-0.6310094634043976,0.6843297744163532,-0.8405039082556512
obl:arg,-0.351875524003804,-0.017157174934253113,0.5780909482789824,0.48974645447777176,0.7457534017310032,-0.41284053277277827,0.4481717720534084,-0.524303703484246,0.12831234090907676,-0.7103303509874497,0.38100942363252027,0.3582814049857367,0.33462771836767363,-0.4515088988519051,0.956777986509168,0.6752186546348462,1.0,0.6378105206202409,-0.6825826538137904,0.17193221651366586,-0.22580701627144273,0.7815954991210388,0.015750992231525523,-0.10229159613108704,-0.5180203007270481,-0.5757178056961378,-0.2813538173422746,-0.1394363131167032,0.4831660074628968,-0.3455694119270771,-0.6722704721258486,-0.011713194766381144,0.3351255067924302,0.7935320675473971,-0.3528114870021297,-0.8811734982402635,0.3172102974914773,0.6188974229851004,-0.14278930932672737,-0.21181106637695998,0.24241767887975252,0.29916765358891484,-0.8544794759344372,-0.3058093409002854,0.229412515511282,0.22063757134748405,-0.1412359093140212,0.7084813717663682,-0.21270678063535625
aux,0.040918839249196974,-0.22838454770123776,0.698247474349158,0.2061641242944938,0.9320185494749544,-0.9377011691880216,0.4112673585606596,-0.10824188083062598,0.40903347169786713,-0.9328698443626887,0.5791178050263758,-0.06378695187918043,0.5922008674252949,-0.7422810202867137,0.5383384811711517,0.48504055886364944,0.6378105206202409,1.0,-0.7346235695240305,-0.45064142988913286,-0.6008026921423458,0.9685567251552454,0.3590434993832326,0.35499660308523345,-0.711196872888188,-0.9833793651595634,0.5286065219865081,-0.6070516583079879,0.3590559404676105,-0.18464692327769336,0.00913405794451929,0.49217879688929933,-0.17838000951447813,0.8132286542754241,-0.7285794005187443,-0.9240664283938338,-0.36735617245612,0.7719835760694939,-0.17991489399747404,0.3214399268777014,-0.5047526730764259,-0.16292993966013072,-0.2545977751444436,-0.27401236040363575,0.12166889232888597,0.35359350791187866,-0.5643832657948398,0.9690130160436422,-0.2941209667325453
flat,0.2463543786103446,-0.3897322815126832,-0.5555211463856322,0.14454420329610915,-0.813896325671335,0.5172374324486437,-0.5049775930516553,-0.047264585194646984,0.2156032633817794,0.7167360978146446,-0.3414781003896789,-0.6248085307876684,-0.12529053321770747,0.259170516140696,-0.44855924611583775,-0.15882104685989012,-0.6825826538137904,-0.7346235695240305,1.0,0.5701592198637176,0.12833445802539314,-0.6926669839745699,0.3277077014106639,0.12303264184458292,0.5695616310254016,0.6936549822733332,-0.3225602653525961,-0.04139081778197246,-0.4212036750383997,0.4228328287292627,0.12476071786724166,-0.2763855292304416,-0.23120558444302047,-0.41570493879018605,0.11863605740930645,0.7529409701909999,-0.19388993427569673,-0.6151253958396034,0.6358427100827913,-0.53963941952423,-0.08485737079521939,0.343306145579621,0.5465863166923125,0.11476132957015799,-0.7428552362977677,-0.08513801131332807,-0.13104665986719435,-0.6371404607865843,-0.28605160281213055
nsubj,-0.06592427310623691,-0.3941603039297909,-0.1258727051533681,0.6939198445826562,-0.41405268647923554,0.4766731758555673,-0.28337266223725144,-0.6861051488214936,0.2634119678458449,0.35816324500940344,-0.2516429623408121,-0.2229948659572135,0.08566642777757248,0.11487065555825032,0.4153508130079265,0.4714326016721356,0.17193221651366586,-0.45064142988913286,0.5701592198637176,1.0,0.0463458349854776,-0.22397781111984494,0.25399274886188183,-0.21671965082007633,0.37645387546999265,0.4528326094209749,-0.8956382874955133,0.005700833779121556,-0.13470055910308323,0.22486600929332154,-0.6994346458712811,-0.42027984132761015,0.13262847766495545,0.15166809340158333,0.049818951337389616,0.1581408642425424,0.2652284613334026,-0.32344258622047267,0.6474366535101207,-0.9175760415540896,0.4219914068735894,0.8434143535238632,-0.3410168464817229,-0.012797967411039191,-0.5819298379122426,0.12281097181272857,-0.09026697678149043,-0.23805691966059253,-0.4826216848469318
root,-0.7669918845318676,0.8315829879937138,-0.8412410691810173,-0.6517712271403411,-0.28739096211961074,0.5618965947788672,0.44852323553737183,0.5607138619895237,-0.9075912015959717,0.3231531314749066,0.11994330989147164,0.514170778152904,-0.9870588260606848,0.31408086344698644,-0.30219481202357196,-0.7447262001103006,-0.22580701627144273,-0.6008026921423458,0.12833445802539314,0.0463458349854776,1.0,-0.6087716551583583,-0.8262801928496415,-0.012657098720359304,-0.06058012042818027,0.7209265304671287,-0.30791626925486976,0.9175823036673217,0.461187565840379,-0.6588011784241862,0.1757585214038353,-0.8559009578010983,0.8325375892198038,-0.6514122685282788,0.5361032951891471,0.4950745194026062,0.8126562488275423,-0.027941614085814883,-0.6046103682829107,-0.16778472743086478,0.48702953394405335,-0.4247842488455797,0.0982882037437735,-0.3820328796562998,0.435193119596702,-0.9119387948812743,0.8263911819706282,-0.7154466148244055,0.8251679620808205
advcl,-0.012851147960276829,-0.3033321920018815,0.7333911164317442,0.3996325356559152,0.9215239401849824,-0.8732296634807708,0.398322791556246,-0.30782283193138565,0.46823960694728056,-0.9283518663237131,0.5597102359041559,-0.059720560645110304,0.6396180357464135,-0.7556898527872354,0.7263165854128484,0.6519870012983361,0.7815954991210388,0.9685567251552454,-0.6926669839745699,-0.22397781111984494,-0.6087716551583583,1.0,0.4025327773086037,0.2871663859859862,-0.6823550474980714,-0.9449884960991767,0.3061971000262114,-0.609963558857461,0.3804469503486613,-0.1756131050110109,-0.21366431862504617,0.4013350385756836,-0.10970941659310743,0.9227808566245504,-0.743532140799282,-0.9817989526825409,-0.2688279926497813,0.7650692717866963,-0.06553559742097942,0.11098043699942164,-0.3785621329678137,0.04497609737108617,-0.42403223862712863,-0.3031551585683131,0.03503596139326236,0.40117391128135377,-0.5862157337347406,0.9890181889164182,-0.4092188262727487
mark,0.6088796346446887,-0.9715623216490585,0.4335221686444289,0.683171131485644,0.09009561774718962,-0.48452208311399403,-0.3752163253529256,-0.47391844008120654,0.9778615508331905,-0.20195063074849037,0.06408067534637232,-0.8834657565034524,0.8316929222572375,-0.4885161607737004,0.21300918161450427,0.6477616706050208,0.015750992231525523,0.3590434993832326,0.3277077014106639,0.25399274886188183,-0.8262801928496415,0.4025327773086037,1.0,0.3726032072885343,0.023945352968694624,-0.43927939616685396,0.16699798686635767,-0.9503626867180884,-0.32936476754914007,0.5728366714494026,-0.04562035413196255,0.4944770957333911,-0.7271187246034475,0.594004244969312,-0.7169589346837935,-0.26701587809627336,-0.8180629627670326,0.03108400899063346,0.7931925273415692,-0.2617414197902385,-0.6563158192032249,0.4808496698239369,0.20517326195906121,0.06532047812625004,-0.8482654047111161,0.6479152720104041,-0.9658126267643395,0.5016869309518488,-0.9374410100224256
det,-0.2782062358909438,-0.15833770456882645,-0.3172772056762898,-0.20073119588908295,0.3947357651160551,-0.6399311453658805,0.5557955713362152,0.47314350394118004,0.2004039535393414,-0.5075627562636617,0.8323060112668644,-0.5904613381185924,-0.024351325788866566,-0.8219647857926042,-0.06399741953862646,-0.1629115585211852,-0.10229159613108704,0.35499660308523345,0.12303264184458292,-0.21671965082007633,-0.012657098720359304,0.2871663859859862,0.3726032072885343,1.0,-0.6971033058844577,-0.2649093229925315,0.49625615427228154,-0.38691883731693594,0.5588796806290437,-0.42244960508632845,0.6124633263771329,-0.2083846349636163,0.06521130970903793,0.27853947539534907,-0.7809599741091453,-0.19180424257439152,-0.32598461114430355,0.6400542814336871,-0.11645349478403821,-0.15228908619119333,-0.8133675326121009,-0.4438578794765279,0.5902963516961464,-0.7742554082420594,-0.3815942415570462,-0.3885104605745481,-0.5167658722247314,0.2748503135333176,-0.10222764721856475
csubj,0.606377709108083,-0.22338299507472092,-0.026480004444776595,0.2024834393160171,-0.8788363652997597,0.7691621337388961,-0.9143426155171093,-0.3421741561001835,0.0874226192622299,0.9033786819839874,-0.9669757209133326,-0.049002678572982614,0.05361797385240613,0.8539840718339372,-0.40804020176045125,-0.011753771387909846,-0.5180203007270481,-0.711196872888188,0.5695616310254016,0.37645387546999265,-0.06058012042818027,-0.6823550474980714,0.023945352968694624,-0.6971033058844577,1.0,0.5760642999109252,-0.39174240314575354,0.1440818745979289,-0.8909791744267366,0.7798785691843441,-0.24476133102586298,0.21237684077112048,-0.43874183614415746,-0.5395854229539615,0.6779693090512423,0.6907186646588479,-0.10188017116623652,-0.9908619573264333,0.5623694823533417,-0.03256511562625098,0.42568367576627464,0.5038753939396599,0.04688600880366573,0.8430227351447324,-0.21246027686226407,0.38198560740335114,0.22352006307904926,-0.6010331215503741,-0.15442557546778876
xcomp,-0.21796146221971605,0.33129114312354685,-0.7919802230594934,-0.2700879573496289,-0.8544262091738435,0.909904252489441,-0.2416910769041493,0.18324592374502108,-0.5068843208525355,0.8526540589758741,-0.4359917521259324,0.11576377696938277,-0.7028232519079511,0.655885583698257,-0.48807593488204737,-0.5389284508113221,-0.5757178056961378,-0.9833793651595634,0.6936549822733332,0.4528326094209749,0.7209265304671287,-0.9449884960991767,-0.43927939616685396,-0.2649093229925315,0.5760642999109252,1.0,-0.55169213890304,0.6859236890340883,-0.1836974356892792,0.00905645915599981,0.00864985825187195,-0.6389421857508061,0.34129063407729077,-0.795643697538932,0.689079604834716,0.8832955074366056,0.4852874294540526,-0.6449478469863149,0.06480011830417771,-0.38338023537508964,0.5174130196554974,0.08686382856819509,0.23948164818357254,0.10681868082212524,-0.07316559975197522,-0.5027121763882952,0.6165360593896765,-0.9699088418207077,0.3812685591496072
obl,0.26997836183327684,0.006495635243504771,0.15558096036315638,-0.49372288525836255,0.3949286287985348,-0.6651778062813317,0.1687431058388146,0.6048922640212785,0.11164568625178461,-0.403024627579974,0.34201175742327544,-0.2301553906405503,0.1690434368099228,-0.3530117406065808,-0.4288053684132538,-0.3135208974214986,-0.2813538173422746,0.5286065219865081,-0.3225602653525961,-0.8956382874955133,-0.30791626925486976,0.3061971000262114,0.16699798686635767,0.49625615427228154,-0.39174240314575354,-0.55169213890304,1.0,-0.38017036905195833,0.04276526190129262,-0.03634211841569407,0.8042724365941607,0.5332806231445957,-0.40408941236298584,0.020206992063343403,-0.37664566955149903,-0.17198353155433266,-0.6172599312603704,0.3415834400481588,-0.32898685300982144,0.764041768900804,-0.7733386787474898,-0.7196002751484017,0.5744705550714159,-0.04996702939019127,0.16286912893664818,0.027284613554888548,-0.3158117947392897,0.36008483959101123,0.1311066163308793
nmod,-0.6127110466054666,0.8884552563977302,-0.6091865450678555,-0.5929039940456868,-0.33038801935553813,0.6928174459359745,0.2572052074591761,0.3967358050086683,-0.9527144686496961,0.4179305919036275,-0.16653685474456184,0.7623568689696113,-0.9025872302297883,0.580777279178294,-0.2604111460211453,-0.6551293045237555,-0.1394363131167032,-0.6070516583079879,-0.04139081778197246,0.005700833779121556,0.9175823036673217,-0.609963558857461,-0.9503626867180884,-0.38691883731693594,0.1440818745979289,0.6859236890340883,-0.38017036905195833,1.0,0.24985392388204547,-0.4928467233165076,-0.023072171340690742,-0.6582383903908655,0.7488478860562772,-0.6954913142785746,0.7849057804680263,0.4696421691695544,0.8676874429596492,-0.20544475325044567,-0.6098129355380072,0.015293225039105709,0.73411728902923,-0.3146946120289251,-0.14357483586966602,-0.061396105198768106,0.6465093415867926,-0.6985005145054931,0.9795418600419175,-0.7063167255804628,0.8615562932953116
cc,-0.899540148572675,0.48352886358785047,-0.2953620936615078,-0.2949511667074848,0.6546227265425839,-0.3996292224671744,0.9881812452978659,0.37610514194349415,-0.40651660279292434,-0.6661531787981145,0.8932594128991105,0.26118222610985303,-0.41804489267385364,-0.6393294640548897,0.3887610559938846,-0.16380319049765263,0.4831660074628968,0.3590559404676105,-0.4212036750383997,-0.13470055910308323,0.461187565840379,0.3804469503486613,-0.32936476754914007,0.5588796806290437,-0.8909791744267366,-0.1836974356892792,0.04276526190129262,0.24985392388204547,1.0,-0.9588406384574352,0.1112056265245978,-0.6150798978125929,0.7897879802911659,0.2979863974003233,-0.3920502026064398,-0.4561653655472116,0.5063814182261845,0.8638911891005068,-0.6594276411340905,-0.20792401425446716,-0.07484249974510503,-0.45738836637654895,-0.1380047550002224,-0.9301275246705133,0.3011711295158369,-0.6783727735780947,0.12663307474900576,0.2547884170248363,0.38724018235103036
